Time,indian wells
2025-06-25,61.0
2025-06-26,61.0
2025-06-27,46.0
2025-06-28,55.0
2025-06-29,50.0
2025-06-30,71.0
2025-07-01,57.0
2025-07-02,71.0
2025-07-03,65.0
2025-07-04,70.0
2025-07-05,71.0
2025-07-06,76.0
2025-07-07,72.0
2025-07-08,78.0
2025-07-09,66.0
2025-07-10,66.0
2025-07-11,82.0
2025-07-12,66.0
2025-07-13,88.0
2025-07-14,84.0
2025-07-15,73.0
2025-07-16,83.0
2025-07-17,71.0
2025-07-18,59.0
2025-07-19,71.0
2025-07-20,73.0
2025-07-21,79.0
2025-07-22,66.0
2025-07-23,74.0
2025-07-24,66.0
2025-07-25,77.0
2025-07-26,65.0
2025-07-27,69.0
2025-07-28,63.0
2025-07-29,61.0
2025-07-30,72.0
2025-07-31,72.0
2025-08-01,61.0
2025-08-02,63.0
2025-08-03,59.0
2025-08-04,58.0
2025-08-05,61.0
2025-08-06,56.0
2025-08-07,68.0
2025-08-08,64.0
2025-08-09,63.0
2025-08-10,85.0
2025-08-11,70.0
2025-08-12,63.0
2025-08-13,61.0
2025-08-14,50.0
2025-08-15,62.0
2025-08-16,66.0
2025-08-17,76.0
2025-08-18,61.0
2025-08-19,59.0
2025-08-20,55.0
2025-08-21,49.0
2025-08-22,68.0
2025-08-23,59.0
2025-08-24,58.0
2025-08-25,61.0
2025-08-26,69.0
2025-08-27,73.0
2025-08-28,67.0
2025-08-29,80.0
2025-08-30,79.0
2025-08-31,86.0
2025-09-01,97.0
2025-09-02,80.0
2025-09-03,84.0
2025-09-04,83.0
2025-09-05,85.0
2025-09-06,80.0
2025-09-07,97.0
2025-09-08,83.0
2025-09-09,72.0
2025-09-10,55.0
2025-09-11,46.0
2025-09-12,55.0
2025-09-13,59.0
2025-09-14,52.0
2025-09-15,60.0
2025-09-16,75.0
2025-09-17,56.0
2025-09-18,62.0
2025-09-19,73.0
2025-09-20,65.0
2025-09-21,58.0
2025-09-22,56.0
2025-09-23,58.0
2025-09-24,63.0
2025-09-25,54.0
2025-09-26,46.0
2025-09-27,58.0
2025-09-28,52.0
2025-09-29,57.0
2025-09-30,57.0
2025-10-01,57.0
2025-10-02,72.0
2025-10-03,48.0
2025-10-04,49.0
2025-10-05,58.0
2025-10-06,48.0
2025-10-07,57.0
2025-10-08,54.0
2025-10-09,54.0
2025-10-10,53.0
2025-10-11,46.0
2025-10-12,50.0
2025-10-13,58.0
2025-10-14,54.0
2025-10-15,59.0
2025-10-16,48.0
2025-10-17,49.0
2025-10-18,58.0
2025-10-19,51.0
2025-10-20,51.0
2025-10-21,54.0
2025-10-22,73.0
2025-10-23,46.0
2025-10-24,51.0
2025-10-25,50.0
2025-10-26,45.0
2025-10-27,52.0
2025-10-28,61.0
2025-10-29,66.0
2025-10-30,64.0
2025-10-31,54.0
2025-11-01,53.0
2025-11-02,61.0
2025-11-03,62.0
2025-11-04,55.0
2025-11-05,66.0
2025-11-06,58.0
2025-11-07,63.0
2025-11-08,63.0
2025-11-09,68.0
2025-11-10,67.0
2025-11-11,78.0
2025-11-12,67.0
2025-11-13,73.0
2025-11-14,58.0
2025-11-15,66.0
2025-11-16,73.0
2025-11-17,60.0
2025-11-18,47.0
2025-11-19,54.0
2025-11-20,56.0
2025-11-21,51.0
2025-11-22,63.0
2025-11-23,69.0
2025-11-24,82.0
2025-11-25,62.0
2025-11-26,71.0
2025-11-27,52.0
2025-11-28,54.0
2025-11-29,69.0
2025-11-30,66.0
2025-12-01,62.0
2025-12-02,63.0
2025-12-03,66.0
2025-12-04,59.0
2025-12-05,65.0
2025-12-06,64.0
2025-12-07,72.0
2025-12-08,69.0
2025-12-09,59.0
2025-12-10,58.0
2025-12-11,36.0
2025-12-12,25.5
2025-12-13,32.0
2025-12-14,33.0
2025-12-15,30.5
2025-12-16,30.5
2025-12-17,28.5
2025-12-18,30.0
2025-12-19,28.5
2025-12-20,27.0
2025-12-21,30.0
2025-12-22,35.0
2025-12-23,36.5
2025-12-24,40.0
2025-12-25,29.0
2025-12-26,34.5
2025-12-27,39.5
2025-12-28,42.5
2025-12-29,50.5
2025-12-30,41.5
2025-12-31,34.0
2026-01-01,43.5
2026-01-02,43.5
2026-01-03,38.0
2026-01-04,41.5
2026-01-05,36.5
2026-01-06,47.0
2026-01-07,49.0
2026-01-08,44.5
2026-01-09,42.5
2026-01-10,1.0
2026-01-11,1.0
2026-01-12,1.0
2026-01-13,1.0
2026-01-14,1.0
2026-01-15,1.0
2026-01-16,1.0
2026-01-17,1.0
2026-01-18,1.0
2026-01-19,2.0
2026-01-20,1.0
2026-01-21,1.0
2026-01-22,1.0
2026-01-23,2.0
2026-01-24,2.0
2026-01-25,1.0
2026-01-26,1.0
2026-01-27,2.0
2026-01-28,2.0
2026-01-29,1.0
2026-01-30,1.0
2026-01-31,2.0
2026-02-01,2.0
2026-02-02,2.0
2026-02-03,2.0
2026-02-04,2.0
2026-02-05,2.0
2026-02-06,1.0
2026-02-07,1.0
2026-02-08,1.0
2026-02-09,1.0
2026-02-10,1.0
2026-02-11,1.0
2026-02-12,2.0
2026-02-13,2.0
2026-02-14,2.0
2026-02-15,2.0
2026-02-16,2.0
2026-02-17,2.0
2026-02-18,2.0
2026-02-19,2.0
2026-02-20,2.0
2026-02-21,2.0
2026-02-22,2.0
2026-02-23,3.0
2026-02-24,3.0
2026-02-25,3.0
2026-02-26,3.0
2026-02-27,3.0
2026-02-28,5.0
2026-03-01,7.0
2026-03-02,12.0
2026-03-03,17.0
2026-03-04,21.0
2026-03-05,30.0
2026-03-06,42.0
2026-03-07,63.0
2026-03-08,69.0
2026-03-09,67.0
2026-03-10,69.0
2026-03-11,74.0
2026-03-12,76.0
2026-03-13,64.0
2026-03-14,84.0
2026-03-15,100.0
2026-03-16,17.0
2026-03-17,5.0
2026-03-18,4.0
2026-03-19,3.0
2026-03-20,3.0
2026-03-21,4.0
2026-03-22,4.0
2026-03-23,3.0
2026-03-24,2.0
2026-03-25,2.0
2026-03-26,2.0
2026-03-27,2.0
2026-03-28,2.0
2026-03-29,2.0
2026-03-30,2.0
2026-03-31,1.0
2026-04-01,1.0
2026-04-02,1.0
2026-04-03,1.0
2026-04-04,1.0
2026-04-05,1.0
2026-04-06,1.0
2026-04-07,1.0
2026-04-08,1.0
2026-04-09,1.0
2026-04-10,1.0
2026-04-11,1.0
2026-04-12,1.0
2026-04-13,1.0
2026-04-14,1.0
2026-04-15,1.0
2026-04-16,1.0
2026-04-17,1.0
2026-04-18,1.0
2026-04-19,1.0
2026-04-20,1.0
2026-04-21,1.0
2026-04-22,1.0
2026-04-23,1.0
2026-04-24,1.0
2026-04-25,1.0
2026-04-26,1.0
2026-04-27,1.0
2026-04-28,1.0
2026-04-29,1.0
2026-04-30,1.0
2026-05-01,1.0
2026-05-02,1.0
2026-05-03,1.0
2026-05-04,1.0
2026-05-05,1.0
2026-05-06,1.0
2026-05-07,1.0
2026-05-08,1.0
2026-05-09,1.0
2026-05-10,1.0
2026-05-11,1.0
2026-05-12,1.0
2026-05-13,1.0
2026-05-14,1.0
2026-05-15,1.0
2026-05-16,1.0
2026-05-17,1.0
2026-05-18,1.0
2026-05-19,1.0
2026-05-20,1.0
2026-05-21,1.0
2026-05-22,1.0
2026-05-23,1.0
2026-05-24,1.0
2026-05-25,1.0
2026-05-26,1.0
2026-05-27,1.0
2026-05-28,1.0
2026-05-29,1.0
2026-05-30,1.0
2026-05-31,1.0
