Time,electoral votes
2025-06-25,13.0
2025-06-26,13.0
2025-06-27,11.0
2025-06-28,9.0
2025-06-29,13.0
2025-06-30,12.0
2025-07-01,10.0
2025-07-02,9.0
2025-07-03,13.0
2025-07-04,14.0
2025-07-05,15.0
2025-07-06,17.0
2025-07-07,11.0
2025-07-08,10.0
2025-07-09,11.0
2025-07-10,10.0
2025-07-11,12.0
2025-07-12,10.0
2025-07-13,7.0
2025-07-14,7.0
2025-07-15,11.0
2025-07-16,7.0
2025-07-17,9.0
2025-07-18,13.0
2025-07-19,15.0
2025-07-20,14.0
2025-07-21,13.0
2025-07-22,12.0
2025-07-23,11.0
2025-07-24,10.0
2025-07-25,11.0
2025-07-26,10.0
2025-07-27,9.0
2025-07-28,20.0
2025-07-29,9.0
2025-07-30,19.0
2025-07-31,13.0
2025-08-01,14.0
2025-08-02,7.0
2025-08-03,11.0
2025-08-04,9.0
2025-08-05,16.0
2025-08-06,10.0
2025-08-07,13.0
2025-08-08,12.0
2025-08-09,12.0
2025-08-10,13.0
2025-08-11,12.0
2025-08-12,14.0
2025-08-13,17.0
2025-08-14,18.0
2025-08-15,15.0
2025-08-16,10.0
2025-08-17,10.0
2025-08-18,16.0
2025-08-19,11.0
2025-08-20,17.0
2025-08-21,21.0
2025-08-22,19.0
2025-08-23,9.0
2025-08-24,10.0
2025-08-25,16.0
2025-08-26,21.0
2025-08-27,19.0
2025-08-28,18.0
2025-08-29,19.0
2025-08-30,10.0
2025-08-31,13.0
2025-09-01,10.0
2025-09-02,19.0
2025-09-03,26.0
2025-09-04,23.0
2025-09-05,21.0
2025-09-06,10.0
2025-09-07,12.0
2025-09-08,26.0
2025-09-09,18.0
2025-09-10,19.0
2025-09-11,23.0
2025-09-12,24.0
2025-09-13,8.0
2025-09-14,10.0
2025-09-15,32.0
2025-09-16,26.0
2025-09-17,26.0
2025-09-18,25.0
2025-09-19,23.0
2025-09-20,10.0
2025-09-21,15.0
2025-09-22,26.0
2025-09-23,24.0
2025-09-24,32.0
2025-09-25,33.0
2025-09-26,23.0
2025-09-27,13.0
2025-09-28,14.0
2025-09-29,33.0
2025-09-30,27.0
2025-10-01,29.0
2025-10-02,33.0
2025-10-03,33.0
2025-10-04,12.0
2025-10-05,11.0
2025-10-06,30.0
2025-10-07,38.0
2025-10-08,31.0
2025-10-09,36.0
2025-10-10,29.0
2025-10-11,12.0
2025-10-12,10.0
2025-10-13,29.0
2025-10-14,38.0
2025-10-15,40.0
2025-10-16,50.0
2025-10-17,43.0
2025-10-18,18.0
2025-10-19,20.0
2025-10-20,40.0
2025-10-21,46.0
2025-10-22,47.0
2025-10-23,54.0
2025-10-24,43.0
2025-10-25,15.0
2025-10-26,18.0
2025-10-27,49.0
2025-10-28,48.0
2025-10-29,53.0
2025-10-30,54.0
2025-10-31,41.0
2025-11-01,15.0
2025-11-02,22.0
2025-11-03,48.0
2025-11-04,58.0
2025-11-05,100.0
2025-11-06,64.0
2025-11-07,53.0
2025-11-08,23.0
2025-11-09,19.0
2025-11-10,47.0
2025-11-11,32.0
2025-11-12,54.0
2025-11-13,59.0
2025-11-14,51.0
2025-11-15,15.0
2025-11-16,14.0
2025-11-17,43.0
2025-11-18,47.0
2025-11-19,48.0
2025-11-20,55.0
2025-11-21,40.0
2025-11-22,11.0
2025-11-23,13.0
2025-11-24,28.0
2025-11-25,30.0
2025-11-26,13.0
2025-11-27,10.0
2025-11-28,13.0
2025-11-29,7.0
2025-11-30,15.0
2025-12-01,39.0
2025-12-02,43.0
2025-12-03,44.0
2025-12-04,51.0
2025-12-05,45.0
2025-12-06,16.0
2025-12-07,20.0
2025-12-08,42.0
2025-12-09,47.0
2025-12-10,50.0
2025-12-11,54.0
2025-12-12,44.5
2025-12-13,15.0
2025-12-14,22.5
2025-12-15,41.0
2025-12-16,46.5
2025-12-17,39.5
2025-12-18,34.0
2025-12-19,32.0
2025-12-20,11.5
2025-12-21,13.5
2025-12-22,16.0
2025-12-23,8.5
2025-12-24,11.5
2025-12-25,9.5
2025-12-26,7.5
2025-12-27,13.0
2025-12-28,8.5
2025-12-29,12.5
2025-12-30,9.5
2025-12-31,10.5
2026-01-01,14.5
2026-01-02,9.0
2026-01-03,8.0
2026-01-04,10.5
2026-01-05,20.0
2026-01-06,27.5
2026-01-07,33.0
2026-01-08,33.5
2026-01-09,43.5
2026-01-10,19.0
2026-01-11,11.0
2026-01-12,33.0
2026-01-13,48.0
2026-01-14,57.0
2026-01-15,50.0
2026-01-16,42.0
2026-01-17,10.0
2026-01-18,17.0
2026-01-19,21.0
2026-01-20,45.0
2026-01-21,39.0
2026-01-22,48.0
2026-01-23,44.0
2026-01-24,34.0
2026-01-25,40.0
2026-01-26,36.0
2026-01-27,44.0
2026-01-28,42.0
2026-01-29,51.0
2026-01-30,47.0
2026-01-31,30.0
2026-02-01,44.0
2026-02-02,44.0
2026-02-03,58.0
2026-02-04,70.0
2026-02-05,86.0
2026-02-06,73.0
2026-02-07,83.0
2026-02-08,51.0
2026-02-09,60.0
2026-02-10,74.0
2026-02-11,47.0
2026-02-12,40.0
2026-02-13,44.0
2026-02-14,20.0
2026-02-15,32.0
2026-02-16,44.0
2026-02-17,53.0
2026-02-18,33.0
2026-02-19,50.0
2026-02-20,32.0
2026-02-21,25.0
2026-02-22,18.0
2026-02-23,42.0
2026-02-24,39.0
2026-02-25,43.0
2026-02-26,53.0
2026-02-27,42.0
2026-02-28,11.0
2026-03-01,15.0
2026-03-02,43.0
2026-03-03,47.0
2026-03-04,36.0
2026-03-05,46.0
2026-03-06,37.0
2026-03-07,11.0
2026-03-08,20.0
2026-03-09,44.0
2026-03-10,35.0
2026-03-11,39.0
2026-03-12,41.0
2026-03-13,33.0
2026-03-14,14.0
2026-03-15,19.0
2026-03-16,29.0
2026-03-17,44.0
2026-03-18,41.0
2026-03-19,38.0
2026-03-20,39.0
2026-03-21,15.0
2026-03-22,17.0
2026-03-23,49.0
2026-03-24,42.0
2026-03-25,38.0
2026-03-26,37.0
2026-03-27,37.0
2026-03-28,17.0
2026-03-29,13.0
2026-03-30,34.0
2026-03-31,32.0
2026-04-01,37.0
2026-04-02,28.0
2026-04-03,17.0
2026-04-04,12.0
2026-04-05,19.0
2026-04-06,26.0
2026-04-07,37.0
2026-04-08,34.0
2026-04-09,39.0
2026-04-10,35.0
2026-04-11,19.0
2026-04-12,20.0
2026-04-13,45.0
2026-04-14,54.0
2026-04-15,73.0
2026-04-16,61.0
2026-04-17,55.0
2026-04-18,20.0
2026-04-19,17.0
2026-04-20,41.0
2026-04-21,46.0
2026-04-22,56.0
2026-04-23,50.0
2026-04-24,37.0
2026-04-25,14.0
2026-04-26,23.0
2026-04-27,41.0
2026-04-28,42.0
2026-04-29,46.0
2026-04-30,43.0
2026-05-01,37.0
2026-05-02,20.0
2026-05-03,27.0
2026-05-04,39.0
2026-05-05,51.0
2026-05-06,42.0
2026-05-07,39.0
2026-05-08,40.0
2026-05-09,23.0
2026-05-10,24.0
2026-05-11,39.0
2026-05-12,100.0
2026-05-13,38.0
2026-05-14,30.0
2026-05-15,28.0
2026-05-16,15.0
2026-05-17,16.0
2026-05-18,29.0
2026-05-19,27.0
2026-05-20,26.0
2026-05-21,25.0
2026-05-22,16.0
2026-05-23,11.0
2026-05-24,12.0
2026-05-25,8.0
2026-05-26,17.0
2026-05-27,19.0
2026-05-28,18.0
2026-05-29,15.0
2026-05-30,21.0
2026-05-31,11.0
