Time,electoral_college
2024-09-23,153.72238121776155
2024-09-24,153.72238121776155
2024-09-25,153.72238121776155
2024-09-26,153.72238121776155
2024-09-27,153.72238121776155
2024-09-28,153.72238121776155
2024-09-29,153.72238121776155
2024-09-30,153.72238121776155
2024-10-01,153.72238121776155
2024-10-02,153.72238121776155
2024-10-03,153.72238121776155
2024-10-04,153.72238121776155
2024-10-05,153.72238121776155
2024-10-06,153.72238121776155
2024-10-07,153.72238121776155
2024-10-08,153.72238121776155
2024-10-09,307.4447624355231
2024-10-10,307.4447624355231
2024-10-11,307.4447624355231
2024-10-12,153.72238121776155
2024-10-13,153.72238121776155
2024-10-14,153.72238121776155
2024-10-15,307.4447624355231
2024-10-16,307.4447624355231
2024-10-17,307.4447624355231
2024-10-18,307.4447624355231
2024-10-19,153.72238121776155
2024-10-20,153.72238121776155
2024-10-21,307.4447624355231
2024-10-22,307.4447624355231
2024-10-23,307.4447624355231
2024-10-24,461.16714365328465
2024-10-25,461.16714365328465
2024-10-26,307.4447624355231
2024-10-27,307.4447624355231
2024-10-28,614.8895248710462
2024-10-29,614.8895248710462
2024-10-30,614.8895248710462
2024-10-31,614.8895248710462
2024-11-01,614.8895248710462
2024-11-02,614.8895248710462
2024-11-03,768.6119060888077
2024-11-04,1537.2238121776154
2024-11-05,4457.949055315085
2024-11-06,15372.238121776156
2024-11-07,2459.558099484185
2024-11-08,1229.7790497420924
2024-11-09,768.6119060888077
2024-11-10,768.6119060888077
2024-11-11,461.16714365328465
2024-11-12,461.16714365328465
2024-11-13,307.4447624355231
2024-11-14,307.4447624355231
2024-11-15,153.72238121776155
2024-11-16,153.72238121776155
2024-11-17,153.72238121776155
2024-11-18,153.72238121776155
2024-11-19,153.72238121776155
2024-11-20,153.72238121776155
2024-11-21,153.72238121776155
2024-11-22,153.72238121776155
2024-11-23,153.72238121776155
2024-11-24,0.0
2024-11-25,153.72238121776155
2024-11-26,153.72238121776155
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,153.72238121776155
2024-12-03,153.72238121776155
2024-12-04,153.72238121776155
2024-12-05,153.72238121776155
2024-12-06,153.72238121776155
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,153.72238121776155
2024-12-10,153.72238121776155
2024-12-11,153.72238121776155
2024-12-12,153.72238121776155
2024-12-13,153.72238121776155
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,153.72238121776155
2024-12-17,153.72238121776155
2024-12-18,153.72238121776155
2024-12-19,153.72238121776155
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,153.72238121776155
2025-01-07,153.72238121776155
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,18.5
2025-04-16,18.5
2025-04-17,18.0
2025-04-18,11.0
2025-04-19,6.0
2025-04-20,10.0
2025-04-21,16.0
2025-04-22,22.5
2025-04-23,17.0
2025-04-24,20.5
2025-04-25,17.5
2025-04-26,7.0
2025-04-27,7.0
2025-04-28,26.0
2025-04-29,23.5
2025-04-30,17.5
2025-05-01,19.0
2025-05-02,17.5
2025-05-03,7.5
2025-05-04,10.0
2025-05-05,22.5
2025-05-06,21.5
2025-05-07,17.0
2025-05-08,19.0
2025-05-09,13.5
2025-05-10,4.0
2025-05-11,5.5
2025-05-12,20.0
2025-05-13,17.0
2025-05-14,15.0
2025-05-15,31.0
2025-05-16,26.0
2025-05-17,9.0
2025-05-18,10.0
2025-05-19,26.0
2025-05-20,20.0
2025-05-21,26.0
2025-05-22,25.0
2025-05-23,17.0
2025-05-24,9.0
2025-05-25,12.0
2025-05-26,12.0
2025-05-27,15.0
2025-05-28,22.0
2025-05-29,23.0
2025-05-30,14.0
2025-05-31,10.0
2025-06-01,10.0
2025-06-02,19.0
2025-06-03,15.0
2025-06-04,17.0
2025-06-05,15.0
2025-06-06,14.0
2025-06-07,8.0
2025-06-08,15.0
2025-06-09,17.0
2025-06-10,17.0
2025-06-11,16.0
2025-06-12,19.0
2025-06-13,13.0
2025-06-14,17.0
2025-06-15,13.0
2025-06-16,16.0
2025-06-17,15.0
2025-06-18,15.0
2025-06-19,14.0
2025-06-20,13.0
2025-06-21,6.0
2025-06-22,12.0
2025-06-23,11.0
2025-06-24,10.0
2025-06-25,17.0
2025-06-26,11.0
2025-06-27,14.0
2025-06-28,12.0
2025-06-29,7.0
2025-06-30,15.0
2025-07-01,13.0
2025-07-02,8.0
2025-07-03,13.0
2025-07-04,12.0
2025-07-05,15.0
2025-07-06,10.0
2025-07-07,14.0
2025-07-08,11.0
2025-07-09,11.0
2025-07-10,13.0
2025-07-11,8.0
2025-07-12,11.0
2025-07-13,11.0
2025-07-14,13.0
2025-07-15,14.0
2025-07-16,13.0
2025-07-17,11.0
2025-07-18,12.0
2025-07-19,26.0
2025-07-20,28.0
2025-07-21,15.0
2025-07-22,15.0
2025-07-23,15.0
2025-07-24,10.0
2025-07-25,12.0
2025-07-26,10.0
2025-07-27,8.0
2025-07-28,13.0
2025-07-29,18.0
2025-07-30,18.0
2025-07-31,14.0
2025-08-01,17.0
2025-08-02,6.0
2025-08-03,8.0
2025-08-04,11.0
2025-08-05,13.0
2025-08-06,16.0
2025-08-07,17.0
2025-08-08,17.0
2025-08-09,12.0
2025-08-10,17.0
2025-08-11,15.0
2025-08-12,12.0
2025-08-13,14.0
2025-08-14,19.0
2025-08-15,21.0
2025-08-16,15.0
2025-08-17,11.0
2025-08-18,20.0
2025-08-19,19.0
2025-08-20,23.0
2025-08-21,27.0
2025-08-22,26.0
2025-08-23,12.0
2025-08-24,16.0
2025-08-25,29.0
2025-08-26,33.0
2025-08-27,30.0
2025-08-28,29.0
2025-08-29,26.0
2025-08-30,11.0
2025-08-31,16.0
2025-09-01,15.0
2025-09-02,34.0
2025-09-03,39.0
2025-09-04,34.0
2025-09-05,31.0
2025-09-06,14.0
2025-09-07,20.0
2025-09-08,36.0
2025-09-09,43.0
2025-09-10,42.0
2025-09-11,44.0
2025-09-12,40.0
2025-09-13,16.0
2025-09-14,17.0
2025-09-15,44.0
2025-09-16,46.0
2025-09-17,50.0
2025-09-18,49.0
2025-09-19,47.0
2025-09-20,19.0
2025-09-21,17.0
2025-09-22,43.0
2025-09-23,49.0
2025-09-24,55.0
2025-09-25,56.0
2025-09-26,49.0
2025-09-27,22.0
2025-09-28,27.0
2025-09-29,53.0
2025-09-30,58.0
2025-10-01,60.0
2025-10-02,50.0
2025-10-03,50.0
2025-10-04,11.0
2025-10-05,20.0
2025-10-06,55.0
2025-10-07,61.0
2025-10-08,60.0
2025-10-09,70.0
2025-10-10,45.0
2025-10-11,15.0
2025-10-12,12.0
2025-10-13,48.0
2025-10-14,56.0
2025-10-15,65.0
2025-10-16,70.0
2025-10-17,61.0
2025-10-18,18.0
2025-10-19,21.0
2025-10-20,61.0
2025-10-21,68.0
2025-10-22,78.0
2025-10-23,77.0
2025-10-24,73.0
2025-10-25,24.0
2025-10-26,24.0
2025-10-27,77.0
2025-10-28,74.0
2025-10-29,78.0
2025-10-30,79.0
2025-10-31,56.0
2025-11-01,18.0
2025-11-02,21.0
2025-11-03,89.0
2025-11-04,75.0
2025-11-05,100.0
2025-11-06,78.0
2025-11-07,78.0
2025-11-08,24.0
2025-11-09,24.0
2025-11-10,65.0
2025-11-11,54.0
2025-11-12,81.0
2025-11-13,71.0
2025-11-14,67.0
2025-11-15,20.0
2025-11-16,21.0
2025-11-17,70.0
2025-11-18,66.0
2025-11-19,66.0
2025-11-20,76.0
2025-11-21,53.0
2025-11-22,17.0
2025-11-23,20.0
2025-11-24,40.0
2025-11-25,40.0
2025-11-26,14.0
2025-11-27,11.0
2025-11-28,11.0
2025-11-29,14.0
2025-11-30,21.0
2025-12-01,58.0
2025-12-02,61.0
2025-12-03,70.0
2025-12-04,70.0
2025-12-05,60.0
2025-12-06,17.0
2025-12-07,24.0
2025-12-08,64.0
2025-12-09,61.0
2025-12-10,67.0
2025-12-11,61.89032258064516
2025-12-12,58.69305210918114
2025-12-13,21.02307692307692
2025-12-14,19.00471464019851
2025-12-15,55.83523573200992
2025-12-16,55.83523573200992
2025-12-17,54.15632754342431
2025-12-18,40.86724565756823
2025-12-19,33.1332506203474
2025-12-20,10.091811414392058
2025-12-21,9.252357320099255
2025-12-22,10.091811414392058
2025-12-23,6.894540942928039
2025-12-24,7.2339950372208435
2025-12-25,9.252357320099255
2025-12-26,13.789081885856078
2025-12-27,5.7156327543424315
2025-12-28,9.752357320099255
2025-12-29,10.931265508684863
2025-12-30,10.091811414392058
2025-12-31,10.091811414392058
2026-01-01,12.949627791563275
2026-01-02,9.752357320099255
2026-01-03,8.073449131513648
2026-01-04,11.270719602977668
2026-01-05,23.041439205955335
2026-01-06,34.812158808933
2026-01-07,38.84888337468982
2026-01-08,38.84888337468982
2026-01-09,35.99106699751861
2026-01-10,17.651612903225804
2026-01-11,14.935980148883374
2026-01-12,42.092307692307685
2026-01-13,46.84466501240694
2026-01-14,50.23920595533498
2026-01-15,48.20248138957816
2026-01-16,44.80794044665012
2026-01-17,13.578163771712157
2026-01-18,14.257071960297765
2026-01-19,19.688337468982628
2026-01-20,43.4501240694789
2026-01-21,48.88138957816376
2026-01-22,46.16575682382133
2026-01-23,42.771215880893294
2026-01-24,19.009429280397022
2026-01-25,19.688337468982628
2026-01-26,38.018858560794044
2026-01-27,42.092307692307685
2026-01-28,42.771215880893294
2026-01-29,54.31265508684863
2026-01-30,50.91811414392059
2026-01-31,23.082878411910666
2026-02-01,27.156327543424315
2026-02-02,48.20248138957816
2026-02-03,48.20248138957816
2026-02-04,56.34937965260545
2026-02-05,65.17518610421835
2026-02-06,53.63374689826302
2026-02-07,34.624317617866
2026-02-08,31.90868486352357
2026-02-09,54.31265508684863
2026-02-10,53.63374689826302
2026-02-11,48.20248138957816
2026-02-12,47.52357320099255
2026-02-13,41.41339950372208
2026-02-14,21.72506203473945
2026-02-15,20.367245657568237
2026-02-16,27.156327543424315
2026-02-17,47.52357320099255
2026-02-18,45.486848635235724
2026-02-19,50.91811414392059
2026-02-20,40.734491315136474
2026-02-21,22.40397022332506
2026-02-22,26.477419354838705
2026-02-23,45.486848635235724
2026-02-24,47.52357320099255
2026-02-25,45.486848635235724
2026-02-26,48.20248138957816
2026-02-27,54.31265508684863
2026-02-28,17.651612903225804
2026-03-01,13.578163771712157
2026-03-02,46.84466501240694
2026-03-03,50.23920595533498
2026-03-04,52.27593052109181
2026-03-05,52.95483870967741
2026-03-06,43.4501240694789
2026-03-07,15.614888337468981
2026-03-08,19.688337468982628
2026-03-09,44.12903225806451
2026-03-10,46.16575682382133
2026-03-11,48.88138957816376
2026-03-12,44.80794044665012
2026-03-13,35.30322580645161
2026-03-14,14.257071960297765
2026-03-15,20.367245657568237
2026-03-16,34.624317617866
2026-03-17,41.41339950372208
2026-03-18,42.771215880893294
2026-03-19,44.12903225806451
2026-03-20,33.26650124069479
2026-03-21,18.330521091811413
2026-03-22,19.688337468982628
2026-03-23,50.91811414392059
2026-03-24,42.771215880893294
2026-03-25,58.38610421836228
2026-03-26,48.20248138957816
2026-03-27,40.055583126550864
2026-03-28,17.651612903225804
2026-03-29,19.688337468982628
2026-03-30,41.41339950372208
2026-03-31,38.018858560794044
2026-04-01,43.4501240694789
2026-04-02,33.26650124069479
2026-04-03,19.009429280397022
2026-04-04,13.578163771712157
2026-04-05,14.935980148883374
2026-04-06,31.90868486352357
2026-04-07,44.80794044665012
2026-04-08,35.30322580645161
2026-04-09,44.12903225806451
2026-04-10,40.734491315136474
2026-04-11,15.614888337468981
2026-04-12,18.330521091811413
2026-04-13,46.84466501240694
2026-04-14,59.743920595533496
2026-04-15,66.53300248138957
2026-04-16,67.89081885856079
2026-04-17,60.4228287841191
2026-04-18,23.761786600496276
2026-04-19,21.72506203473945
2026-04-20,54.99156327543424
2026-04-21,53.63374689826302
2026-04-22,61.10173697270471
2026-04-23,54.31265508684863
2026-04-24,38.697766749379646
2026-04-25,16.972704714640198
2026-04-26,25.11960297766749
2026-04-27,51.5970223325062
2026-04-28,44.80794044665012
2026-04-29,42.092307692307685
2026-04-30,48.88138957816376
2026-05-01,48.20248138957816
2026-05-02,25.11960297766749
2026-05-03,38.018858560794044
2026-05-04,52.27593052109181
2026-05-05,65.85409429280396
2026-05-06,48.20248138957816
2026-05-07,50.91811414392059
2026-05-08,43.4501240694789
2026-05-09,22.40397022332506
2026-05-10,25.11960297766749
2026-05-11,42.771215880893294
2026-05-12,42.092307692307685
2026-05-13,35.30322580645161
2026-05-14,41.41339950372208
2026-05-15,31.90868486352357
2026-05-16,15.614888337468981
2026-05-17,16.972704714640198
2026-05-18,29.871960297766748
2026-05-19,30.550868486352353
2026-05-20,30.550868486352353
2026-05-21,27.835235732009924
2026-05-22,18.330521091811413
2026-05-23,16.972704714640198
2026-05-24,13.578163771712157
2026-05-25,17.651612903225804
2026-05-26,21.046153846153842
2026-05-27,22.40397022332506
2026-05-28,25.11960297766749
2026-05-29,24.44069478908188
2026-05-30,19.009429280397022
2026-05-31,20.367245657568237
