Time,email
2022-12-06,90.93333333333334
2022-12-07,86.04444444444444
2022-12-08,89.95555555555555
2022-12-09,78.22222222222221
2022-12-10,51.82222222222222
2022-12-11,47.91111111111111
2022-12-12,84.08888888888889
2022-12-13,86.04444444444444
2022-12-14,86.04444444444444
2022-12-15,86.04444444444444
2022-12-16,79.2
2022-12-17,50.84444444444444
2022-12-18,43.02222222222222
2022-12-19,75.28888888888889
2022-12-20,81.15555555555555
2022-12-21,79.2
2022-12-22,72.35555555555555
2022-12-23,61.6
2022-12-24,42.044444444444444
2022-12-25,42.044444444444444
2022-12-26,53.77777777777778
2022-12-27,68.44444444444444
2022-12-28,70.39999999999999
2022-12-29,68.44444444444444
2022-12-30,62.577777777777776
2022-12-31,44.0
2023-01-01,39.11111111111111
2023-01-02,56.71111111111111
2023-01-03,81.15555555555555
2023-01-04,86.04444444444444
2023-01-05,86.04444444444444
2023-01-06,81.15555555555555
2023-01-07,53.77777777777778
2023-01-08,47.91111111111111
2023-01-09,85.06666666666666
2023-01-10,92.88888888888889
2023-01-11,89.95555555555555
2023-01-12,88.0
2023-01-13,85.06666666666666
2023-01-14,54.75555555555555
2023-01-15,44.977777777777774
2023-01-16,67.46666666666667
2023-01-17,87.02222222222223
2023-01-18,94.84444444444443
2023-01-19,89.95555555555555
2023-01-20,82.13333333333333
2023-01-21,52.8
2023-01-22,46.93333333333333
2023-01-23,89.95555555555555
2023-01-24,92.88888888888889
2023-01-25,89.95555555555555
2023-01-26,89.95555555555555
2023-01-27,88.0
2023-01-28,51.82222222222222
2023-01-29,44.977777777777774
2023-01-30,86.04444444444444
2023-01-31,91.91111111111111
2023-02-01,88.97777777777777
2023-02-02,92.88888888888889
2023-02-03,87.02222222222223
2023-02-04,53.77777777777778
2023-02-05,47.91111111111111
2023-02-06,86.04444444444444
2023-02-07,94.84444444444443
2023-02-08,88.0
2023-02-09,86.04444444444444
2023-02-10,83.11111111111111
2023-02-11,51.82222222222222
2023-02-12,48.888888888888886
2023-02-13,77.24444444444444
2023-02-14,85.06666666666666
2023-02-15,89.95555555555555
2023-02-16,90.93333333333334
2023-02-17,85.06666666666666
2023-02-18,51.82222222222222
2023-02-19,45.955555555555556
2023-02-20,78.22222222222221
2023-02-21,88.0
2023-02-22,90.93333333333334
2023-02-23,88.0
2023-02-24,82.13333333333333
2023-02-25,54.75555555555555
2023-02-26,46.93333333333333
2023-02-27,88.97777777777777
2023-02-28,92.88888888888889
2023-03-01,88.97777777777777
2023-03-02,85.06666666666666
2023-03-03,80.17777777777778
2023-03-04,52.8
2023-03-05,44.977777777777774
2023-03-06,84.08888888888889
2023-03-07,88.0
2023-03-08,85.06666666666666
2023-03-09,91.91111111111111
2023-03-10,82.13333333333333
2023-03-11,53.77777777777778
2023-03-12,46.93333333333333
2023-03-13,83.11111111111111
2023-03-14,84.08888888888889
2023-03-15,87.02222222222223
2023-03-16,85.06666666666666
2023-03-17,76.26666666666667
2023-03-18,47.91111111111111
2023-03-19,45.955555555555556
2023-03-20,87.02222222222223
2023-03-21,87.02222222222223
2023-03-22,91.91111111111111
2023-03-23,88.0
2023-03-24,86.04444444444444
2023-03-25,50.84444444444444
2023-03-26,48.888888888888886
2023-03-27,88.0
2023-03-28,86.04444444444444
2023-03-29,91.91111111111111
2023-03-30,92.88888888888889
2023-03-31,79.2
2023-04-01,48.888888888888886
2023-04-02,46.93333333333333
2023-04-03,88.97777777777777
2023-04-04,85.06666666666666
2023-04-05,82.13333333333333
2023-04-06,84.08888888888889
2023-04-07,73.33333333333333
2023-04-08,46.93333333333333
2023-04-09,41.06666666666666
2023-04-10,85.06666666666666
2023-04-11,87.02222222222223
2023-04-12,88.97777777777777
2023-04-13,85.06666666666666
2023-04-14,80.17777777777778
2023-04-15,50.84444444444444
2023-04-16,47.91111111111111
2023-04-17,87.02222222222223
2023-04-18,87.02222222222223
2023-04-19,88.97777777777777
2023-04-20,94.84444444444443
2023-04-21,78.22222222222221
2023-04-22,48.888888888888886
2023-04-23,47.91111111111111
2023-04-24,84.08888888888889
2023-04-25,88.97777777777777
2023-04-26,89.95555555555555
2023-04-27,82.62222222222222
2023-04-28,74.3111111111111
2023-04-29,50.84444444444444
2023-04-30,48.4
2023-05-01,88.97777777777777
2023-05-02,89.46666666666667
2023-05-03,88.48888888888888
2023-05-04,88.48888888888888
2023-05-05,80.17777777777778
2023-05-06,46.93333333333333
2023-05-07,45.955555555555556
2023-05-08,86.53333333333333
2023-05-09,88.97777777777777
2023-05-10,93.37777777777777
2023-05-11,86.53333333333333
2023-05-12,74.3111111111111
2023-05-13,48.888888888888886
2023-05-14,44.0
2023-05-15,88.0
2023-05-16,90.44444444444444
2023-05-17,86.53333333333333
2023-05-18,83.11111111111111
2023-05-19,81.64444444444445
2023-05-20,49.86666666666667
2023-05-21,46.93333333333333
2023-05-22,85.55555555555554
2023-05-23,88.0
2023-05-24,84.08888888888889
2023-05-25,89.95555555555555
2023-05-26,78.22222222222221
2023-05-27,51.82222222222222
2023-05-28,44.0
2023-05-29,50.84444444444444
2023-05-30,89.95555555555555
2023-05-31,89.95555555555555
2023-06-01,97.77777777777777
2023-06-02,85.06666666666666
2023-06-03,50.84444444444444
2023-06-04,47.91111111111111
2023-06-05,92.88888888888889
2023-06-06,93.86666666666666
2023-06-07,88.97777777777777
2023-06-08,91.91111111111111
2023-06-09,85.06666666666666
2023-06-10,50.84444444444444
2023-06-11,46.93333333333333
2023-06-12,89.95555555555555
2023-06-13,90.93333333333334
2023-06-14,89.95555555555555
2023-06-15,89.95555555555555
2023-06-16,79.2
2023-06-17,50.84444444444444
2023-06-18,46.93333333333333
2023-06-19,75.28888888888889
2023-06-20,89.95555555555555
2023-06-21,83.11111111111111
2023-06-22,80.17777777777778
2023-06-23,80.17777777777778
2023-06-24,49.86666666666667
2023-06-25,45.955555555555556
2023-06-26,83.11111111111111
2023-06-27,89.95555555555555
2023-06-28,85.06666666666666
2023-06-29,89.95555555555555
2023-06-30,77.24444444444444
2023-07-01,51.82222222222222
2023-07-02,46.93333333333333
2023-07-03,70.39999999999999
2023-07-04,48.888888888888886
2023-07-05,81.15555555555555
2023-07-06,88.0
2023-07-07,81.15555555555555
2023-07-08,51.82222222222222
2023-07-09,46.93333333333333
2023-07-10,87.02222222222223
2023-07-11,86.04444444444444
2023-07-12,87.02222222222223
2023-07-13,87.02222222222223
2023-07-14,82.13333333333333
2023-07-15,48.888888888888886
2023-07-16,46.93333333333333
2023-07-17,87.02222222222223
2023-07-18,88.0
2023-07-19,88.0
2023-07-20,87.02222222222223
2023-07-21,79.2
2023-07-22,49.86666666666667
2023-07-23,46.93333333333333
2023-07-24,85.06666666666666
2023-07-25,87.02222222222223
2023-07-26,87.02222222222223
2023-07-27,83.11111111111111
2023-07-28,77.24444444444444
2023-07-29,48.888888888888886
2023-07-30,44.0
2023-07-31,84.08888888888889
2023-08-01,87.02222222222223
2023-08-02,88.0
2023-08-03,85.06666666666666
2023-08-04,78.22222222222221
2023-08-05,48.888888888888886
2023-08-06,46.93333333333333
2023-08-07,86.04444444444444
2023-08-08,90.93333333333334
2023-08-09,88.97777777777777
2023-08-10,86.04444444444444
2023-08-11,77.24444444444444
2023-08-12,47.91111111111111
2023-08-13,45.955555555555556
2023-08-14,88.0
2023-08-15,89.95555555555555
2023-08-16,93.86666666666666
2023-08-17,89.95555555555555
2023-08-18,85.06666666666666
2023-08-19,53.77777777777778
2023-08-20,46.93333333333333
2023-08-21,91.91111111111111
2023-08-22,93.86666666666666
2023-08-23,96.8
2023-08-24,89.95555555555555
2023-08-25,80.17777777777778
2023-08-26,48.888888888888886
2023-08-27,47.91111111111111
2023-08-28,90.93333333333334
2023-08-29,92.88888888888889
2023-08-30,88.97777777777777
2023-08-31,90.93333333333334
2023-09-01,79.2
2023-09-02,45.955555555555556
2023-09-03,44.0
2023-09-04,54.75555555555555
2023-09-05,95.82222222222222
2023-09-06,91.91111111111111
2023-09-07,88.97777777777777
2023-09-08,87.02222222222223
2023-09-09,48.888888888888886
2023-09-10,47.91111111111111
2023-09-11,90.93333333333334
2023-09-12,87.02222222222223
2023-09-13,89.95555555555555
2023-09-14,87.02222222222223
2023-09-15,87.02222222222223
2023-09-16,49.86666666666667
2023-09-17,45.955555555555556
2023-09-18,85.06666666666666
2023-09-19,88.97777777777777
2023-09-20,88.97777777777777
2023-09-21,88.97777777777777
2023-09-22,76.26666666666667
2023-09-23,48.888888888888886
2023-09-24,44.977777777777774
2023-09-25,84.08888888888889
2023-09-26,84.08888888888889
2023-09-27,87.02222222222223
2023-09-28,86.04444444444444
2023-09-29,77.24444444444444
2023-09-30,49.86666666666667
2023-10-01,50.84444444444444
2023-10-02,84.08888888888889
2023-10-03,87.02222222222223
2023-10-04,88.97777777777777
2023-10-05,87.02222222222223
2023-10-06,78.22222222222221
2023-10-07,45.955555555555556
2023-10-08,42.044444444444444
2023-10-09,78.22222222222221
2023-10-10,85.06666666666666
2023-10-11,86.04444444444444
2023-10-12,85.06666666666666
2023-10-13,76.26666666666667
2023-10-14,45.955555555555556
2023-10-15,45.955555555555556
2023-10-16,84.08888888888889
2023-10-17,88.0
2023-10-18,87.02222222222223
2023-10-19,83.11111111111111
2023-10-20,77.24444444444444
2023-10-21,44.977777777777774
2023-10-22,42.044444444444444
2023-10-23,83.11111111111111
2023-10-24,86.04444444444444
2023-10-25,84.08888888888889
2023-10-26,83.11111111111111
2023-10-27,76.26666666666667
2023-10-28,44.977777777777774
2023-10-29,41.06666666666666
2023-10-30,81.15555555555555
2023-10-31,84.08888888888889
2023-11-01,84.08888888888889
2023-11-02,83.11111111111111
2023-11-03,75.28888888888889
2023-11-04,49.86666666666667
2023-11-05,42.044444444444444
2023-11-06,84.08888888888889
2023-11-07,87.02222222222223
2023-11-08,88.97777777777777
2023-11-09,86.04444444444444
2023-11-10,75.28888888888889
2023-11-11,48.888888888888886
2023-11-12,44.0
2023-11-13,85.06666666666666
2023-11-14,86.04444444444444
2023-11-15,88.97777777777777
2023-11-16,85.06666666666666
2023-11-17,77.24444444444444
2023-11-18,49.86666666666667
2023-11-19,42.044444444444444
2023-11-20,79.2
2023-11-21,78.22222222222221
2023-11-22,69.42222222222222
2023-11-23,38.13333333333333
2023-11-24,46.93333333333333
2023-11-25,44.0
2023-11-26,44.0
2023-11-27,81.15555555555555
2023-11-28,85.06666666666666
2023-11-29,89.95555555555555
2023-11-30,83.11111111111111
2023-12-01,80.17777777777778
2023-12-02,52.8
2023-12-03,45.955555555555556
2023-12-04,81.15555555555555
2023-12-05,89.95555555555555
2023-12-06,88.0
2023-12-07,87.02222222222223
2023-12-08,82.13333333333333
2023-12-09,50.84444444444444
2023-12-10,48.888888888888886
2023-12-11,84.08888888888889
2023-12-12,91.91111111111111
2023-12-13,85.06666666666666
2023-12-14,86.04444444444444
2023-12-15,76.26666666666667
2023-12-16,49.86666666666667
2023-12-17,45.955555555555556
2023-12-18,76.26666666666667
2023-12-19,82.13333333333333
2023-12-20,85.06666666666666
2023-12-21,76.26666666666667
2023-12-22,66.4170476944328
2023-12-23,46.05437134298707
2023-12-24,38.78605019322997
2023-12-25,45.08472008815632
2023-12-26,62.538442675109806
2023-12-27,64.47774518477131
2023-12-28,66.4170476944328
2023-12-29,63.50809392994056
2023-12-30,46.05437134298707
2023-12-31,40.236463814002576
2024-01-01,39.266812559171825
2024-01-02,78.05286275240178
2024-01-03,87.26048641182041
2024-01-04,87.26048641182041
2024-01-05,82.41223013766665
2024-01-06,51.87227887197157
2024-01-07,49.93297636231007
2024-01-08,83.87077028138629
2024-01-09,84.84042153621704
2024-01-10,93.56728282969377
2024-01-11,86.77972404587854
2024-01-12,81.93146777172478
2024-01-13,52.84193012680231
2024-01-14,47.51291148670671
2024-01-15,66.4170476944328
2024-01-16,86.29083515698964
2024-01-17,92.59763157486303
2024-01-18,88.23013766665115
2024-01-19,84.84042153621704
2024-01-20,53.81158138163306
2024-01-21,46.15318713041859
2024-01-22,86.53722586953485
2024-01-23,93.26789899272089
2024-01-24,91.34484952895346
2024-01-25,89.421800065186
2024-01-26,83.6526516738837
2024-01-27,53.84538498548835
2024-01-28,45.191662398534866
2024-01-29,84.61417640576741
2024-01-30,91.34484952895346
2024-01-31,90.38332479706973
2024-02-01,86.53722586953485
2024-02-02,81.72960221011624
2024-02-03,51.92233552172091
2024-02-04,46.15318713041859
2024-02-05,82.69112694199997
2024-02-06,96.15247318837206
2024-02-07,93.26789899272089
2024-02-08,86.53722586953485
2024-02-09,82.69112694199997
2024-02-10,49.99928605795347
2024-02-11,42.307088202883705
2024-02-12,73.07587962316276
2024-02-13,86.53722586953485
2024-02-14,84.61417640576741
2024-02-15,85.57570113765112
2024-02-16,82.69112694199997
2024-02-17,47.11471186230231
2024-02-18,44.230137666651146
2024-02-19,71.15283015939532
2024-02-20,88.46027533330229
2024-02-21,81.72960221011624
2024-02-22,82.69112694199997
2024-02-23,76.92197855069765
2024-02-24,49.99928605795347
2024-02-25,44.230137666651146
2024-02-26,80.76807747823253
2024-02-27,82.69112694199997
2024-02-28,85.57570113765112
2024-02-29,81.72960221011624
2024-03-01,78.84502801446509
2024-03-02,48.07623659418603
2024-03-03,43.268612934767425
2024-03-04,80.76807747823253
2024-03-05,91.34484952895346
2024-03-06,83.6526516738837
2024-03-07,84.61417640576741
2024-03-08,77.88350328258136
2024-03-09,49.03776132606975
2024-03-10,44.230137666651146
2024-03-11,83.6526516738837
2024-03-12,86.53722586953485
2024-03-13,83.6526516738837
2024-03-14,81.72960221011624
2024-03-15,73.07587962316276
2024-03-16,48.07623659418603
2024-03-17,43.268612934767425
2024-03-18,83.6526516738837
2024-03-19,87.49875060141858
2024-03-20,82.69112694199997
2024-03-21,84.61417640576741
2024-03-22,76.92197855069765
2024-03-23,48.07623659418603
2024-03-24,44.230137666651146
2024-03-25,77.88350328258136
2024-03-26,80.76807747823253
2024-03-27,81.72960221011624
2024-03-28,77.88350328258136
2024-03-29,68.26825596374417
2024-03-30,45.191662398534866
2024-03-31,39.42251400723254
2024-04-01,80.76807747823253
2024-04-02,86.53722586953485
2024-04-03,83.6526516738837
2024-04-04,81.72960221011624
2024-04-05,75.96045381881393
2024-04-06,47.11471186230231
2024-04-07,43.268612934767425
2024-04-08,73.07587962316276
2024-04-09,85.57570113765112
2024-04-10,84.61417640576741
2024-04-11,80.76807747823253
2024-04-12,76.92197855069765
2024-04-13,49.03776132606975
2024-04-14,44.230137666651146
2024-04-15,80.76807747823253
2024-04-16,87.49875060141858
2024-04-17,85.57570113765112
2024-04-18,81.72960221011624
2024-04-19,74.03740435504648
2024-04-20,45.191662398534866
2024-04-21,43.268612934767425
2024-04-22,79.80655274634881
2024-04-23,83.6526516738837
2024-04-24,79.80655274634881
2024-04-25,80.76807747823253
2024-04-26,77.88350328258136
2024-04-27,44.230137666651146
2024-04-28,43.268612934767425
2024-04-29,79.80655274634881
2024-04-30,84.61417640576741
2024-05-01,85.57570113765112
2024-05-02,83.6526516738837
2024-05-03,78.84502801446509
2024-05-04,45.191662398534866
2024-05-05,42.307088202883705
2024-05-06,78.84502801446509
2024-05-07,87.49875060141858
2024-05-08,79.80655274634881
2024-05-09,82.69112694199997
2024-05-10,74.9989290869302
2024-05-11,44.230137666651146
2024-05-12,42.307088202883705
2024-05-13,80.76807747823253
2024-05-14,80.76807747823253
2024-05-15,77.88350328258136
2024-05-16,80.76807747823253
2024-05-17,74.03740435504648
2024-05-18,46.15318713041859
2024-05-19,42.307088202883705
2024-05-20,77.88350328258136
2024-05-21,78.84502801446509
2024-05-22,87.49875060141858
2024-05-23,80.76807747823253
2024-05-24,72.11435489127905
2024-05-25,44.230137666651146
2024-05-26,37.4994645434651
2024-05-27,47.11471186230231
2024-05-28,79.80655274634881
2024-05-29,86.53722586953485
2024-05-30,81.72960221011624
2024-05-31,77.88350328258136
2024-06-01,47.11471186230231
2024-06-02,42.307088202883705
2024-06-03,79.80655274634881
2024-06-04,81.72960221011624
2024-06-05,89.421800065186
2024-06-06,84.61417640576741
2024-06-07,72.11435489127905
2024-06-08,44.230137666651146
2024-06-09,41.345563470999984
2024-06-10,83.6526516738837
2024-06-11,81.72960221011624
2024-06-12,82.69112694199997
2024-06-13,80.76807747823253
2024-06-14,74.9989290869302
2024-06-15,44.230137666651146
2024-06-16,40.384038739116264
2024-06-17,78.84502801446509
2024-06-18,84.61417640576741
2024-06-19,71.15283015939532
2024-06-20,75.96045381881393
2024-06-21,79.80655274634881
2024-06-22,45.191662398534866
2024-06-23,40.384038739116264
2024-06-24,84.61417640576741
2024-06-25,81.72960221011624
2024-06-26,78.84502801446509
2024-06-27,79.80655274634881
2024-06-28,72.11435489127905
2024-06-29,44.230137666651146
2024-06-30,41.345563470999984
2024-07-01,81.72960221011624
2024-07-02,87.49875060141858
2024-07-03,81.72960221011624
2024-07-04,43.268612934767425
2024-07-05,54.80690971737207
2024-07-06,44.230137666651146
2024-07-07,41.345563470999984
2024-07-08,79.80655274634881
2024-07-09,84.61417640576741
2024-07-10,81.72960221011624
2024-07-11,81.72960221011624
2024-07-12,73.07587962316276
2024-07-13,44.230137666651146
2024-07-14,38.46098927534882
2024-07-15,81.72960221011624
2024-07-16,81.72960221011624
2024-07-17,82.69112694199997
2024-07-18,80.76807747823253
2024-07-19,72.11435489127905
2024-07-20,45.191662398534866
2024-07-21,43.268612934767425
2024-07-22,80.76807747823253
2024-07-23,80.76807747823253
2024-07-24,80.76807747823253
2024-07-25,80.76807747823253
2024-07-26,73.07587962316276
2024-07-27,44.230137666651146
2024-07-28,39.42251400723254
2024-07-29,74.9989290869302
2024-07-30,83.6526516738837
2024-07-31,80.76807747823253
2024-08-01,80.76807747823253
2024-08-02,75.96045381881393
2024-08-03,44.230137666651146
2024-08-04,43.268612934767425
2024-08-05,79.80655274634881
2024-08-06,83.6526516738837
2024-08-07,86.53722586953485
2024-08-08,82.69112694199997
2024-08-09,75.96045381881393
2024-08-10,47.11471186230231
2024-08-11,45.191662398534866
2024-08-12,84.61417640576741
2024-08-13,88.46027533330229
2024-08-14,93.26789899272089
2024-08-15,84.61417640576741
2024-08-16,82.69112694199997
2024-08-17,45.191662398534866
2024-08-18,43.58318584087753
2024-08-19,82.69112694199997
2024-08-20,90.62073831111509
2024-08-21,88.12789641363878
2024-08-22,85.66473120541814
2024-08-23,80.70872409972118
2024-08-24,50.01115673365574
2024-08-25,47.037552470237564
2024-08-26,91.10150067705695
2024-08-27,90.62073831111509
2024-08-28,90.62073831111509
2024-08-29,86.14549357135999
2024-08-30,78.24555889150054
2024-08-31,44.57438726201692
2024-09-01,42.08154536454061
2024-09-02,53.9759624182133
2024-09-03,88.12789641363878
2024-09-04,87.64713404769692
2024-09-05,87.64713404769692
2024-09-06,79.71752267858179
2024-09-07,48.02875389137695
2024-09-08,46.04635104909817
2024-09-09,86.14549357135999
2024-09-10,88.63833546883632
2024-09-11,84.67352978427874
2024-09-12,88.12789641363878
2024-09-13,82.69112694199997
2024-09-14,48.02875389137695
2024-09-15,43.072746785679996
2024-09-16,83.68232836313936
2024-09-17,85.75376127318515
2024-09-18,89.83727371476539
2024-09-19,84.73288316279009
2024-09-20,78.60761450041971
2024-09-21,49.00214929896294
2024-09-22,42.876880636592574
2024-09-23,85.75376127318515
2024-09-24,88.81639560437033
2024-09-25,84.73288316279009
2024-09-26,82.69112694199997
2024-09-27,76.5658582796296
2024-09-28,47.98127118856788
2024-09-29,43.897758746987634
2024-09-30,80.64937072120983
2024-10-01,84.73288316279009
2024-10-02,85.75376127318515
2024-10-03,82.69112694199997
2024-10-04,76.5658582796296
2024-10-05,46.96039307817282
