Time,google_finance
2024-11-06,60.65857581247459
2024-11-07,62.68052833955708
2024-11-08,59.64759954893334
2024-11-09,20.219525270824864
2024-11-10,13.14269142603616
2024-11-11,53.581741967685886
2024-11-12,58.636623285392105
2024-11-13,54.59271823122713
2024-11-14,49.53783691352091
2024-11-15,50.54881317706216
2024-11-16,17.186596480201132
2024-11-17,13.14269142603616
2024-11-18,47.51588438643843
2024-11-19,50.54881317706216
2024-11-20,51.5597894406034
2024-11-21,54.59271823122713
2024-11-22,53.581741967685886
2024-11-23,19.20854900728362
2024-11-24,13.14269142603616
2024-11-25,50.54881317706216
2024-11-26,54.59271823122713
2024-11-27,52.57076570414464
2024-11-28,21.230501534366105
2024-11-29,40.43905054164973
2024-11-30,16.17562021665989
2024-12-01,12.131715162494917
2024-12-02,46.504908122897184
2024-12-03,48.52686064997967
2024-12-04,52.57076570414464
2024-12-05,50.54881317706216
2024-12-06,49.53783691352091
2024-12-07,20.219525270824864
2024-12-08,14.153667689577404
2024-12-09,44.4829555958147
2024-12-10,48.52686064997967
2024-12-11,50.54881317706216
2024-12-12,50.54881317706216
2024-12-13,49.53783691352091
2024-12-14,18.197572743742377
2024-12-15,13.14269142603616
2024-12-16,44.4829555958147
2024-12-17,49.53783691352091
2024-12-18,56.614670758309614
2024-12-19,60.65857581247459
2024-12-20,56.614670758309614
2024-12-21,19.20854900728362
2024-12-22,13.14269142603616
2024-12-23,48.52686064997967
2024-12-24,44.4829555958147
2024-12-25,18.197572743742377
2024-12-26,49.53783691352091
2024-12-27,49.53783691352091
2024-12-28,20.219525270824864
2024-12-29,13.14269142603616
2024-12-30,47.51588438643843
2024-12-31,46.504908122897184
2025-01-01,18.197572743742377
2025-01-02,46.504908122897184
2025-01-03,49.53783691352091
2025-01-04,19.20854900728362
2025-01-05,13.14269142603616
2025-01-06,47.51588438643843
2025-01-07,51.5597894406034
2025-01-08,46.504908122897184
2025-01-09,34.373192960402264
2025-01-10,46.504908122897184
2025-01-11,16.17562021665989
2025-01-12,12.131715162494917
2025-01-13,44.4829555958147
2025-01-14,47.51588438643843
2025-01-15,49.53783691352091
2025-01-16,49.53783691352091
2025-01-17,52.57076570414464
2025-01-18,18.197572743742377
2025-01-19,11.120738898953675
2025-01-20,25.27440658853108
2025-01-21,51.5597894406034
2025-01-22,54.59271823122713
2025-01-23,51.5597894406034
2025-01-24,50.54881317706216
2025-01-25,18.197572743742377
2025-01-26,11.120738898953675
2025-01-27,59.64759954893334
2025-01-28,54.59271823122713
2025-01-29,58.636623285392105
2025-01-30,53.581741967685886
2025-01-31,56.614670758309614
2025-02-01,19.20854900728362
2025-02-02,15.164643953118647
2025-02-03,60.65857581247459
2025-02-04,58.636623285392105
2025-02-05,54.59271823122713
2025-02-06,52.57076570414464
2025-02-07,51.5597894406034
2025-02-08,16.17562021665989
2025-02-09,12.131715162494917
2025-02-10,48.52686064997967
2025-02-11,50.54881317706216
2025-02-12,53.581741967685886
2025-02-13,54.59271823122713
2025-02-14,54.59271823122713
2025-02-15,21.230501534366105
2025-02-16,13.14269142603616
2025-02-17,24.263430324989834
2025-02-18,51.5597894406034
2025-02-19,49.53783691352091
2025-02-20,49.53783691352091
2025-02-21,52.57076570414464
2025-02-22,19.20854900728362
2025-02-23,13.14269142603616
2025-02-24,48.52686064997967
2025-02-25,55.603694494768376
2025-02-26,52.57076570414464
2025-02-27,50.54881317706216
2025-02-28,54.59271823122713
2025-03-01,18.197572743742377
2025-03-02,12.131715162494917
2025-03-03,49.53783691352091
2025-03-04,65.7134571301808
2025-03-05,58.636623285392105
2025-03-06,60.65857581247459
2025-03-07,56.614670758309614
2025-03-08,19.20854900728362
2025-03-09,12.131715162494917
2025-03-10,63.691504603098316
2025-03-11,71.77931471142827
2025-03-12,62.68052833955708
2025-03-13,62.68052833955708
2025-03-14,55.603694494768376
2025-03-15,18.197572743742377
2025-03-16,14.153667689577404
2025-03-17,51.5597894406034
2025-03-18,52.57076570414464
2025-03-19,55.603694494768376
2025-03-20,49.53783691352091
2025-03-21,47.51588438643843
2025-03-22,16.17562021665989
2025-03-23,12.131715162494917
2025-03-24,50.54881317706216
2025-03-25,48.52686064997967
2025-03-26,48.52686064997967
2025-03-27,46.504908122897184
2025-03-28,51.5597894406034
2025-03-29,16.17562021665989
2025-03-30,12.131715162494917
2025-03-31,50.54881317706216
2025-04-01,50.54881317706216
2025-04-02,56.614670758309614
2025-04-03,101.09762635412432
2025-04-04,83.91102987392318
2025-04-05,22.24147779790735
2025-04-06,17.186596480201132
2025-04-07,98.06469756350059
2025-04-08,80.87810108329946
2025-04-09,99.07567382704183
2025-04-10,86.94395866454691
2025-04-11,73.80126723851075
2025-04-12,21.230501534366105
2025-04-13,15.164643953118647
2025-04-14,63.691504603098316
2025-04-15,60.800169473695966
2025-04-16,61.64050245785624
2025-04-17,60.800169473695966
2025-04-18,39.13503857765427
2025-04-19,15.283753581521406
2025-04-20,11.252731940100986
2025-04-21,59.62499163714603
2025-04-22,60.800169473695966
2025-04-23,63.65601327856645
2025-04-24,59.62499163714603
2025-04-25,52.73812619085513
2025-04-26,16.124086565681683
2025-04-27,12.427909776650917
2025-04-28,54.41879215917568
2025-04-29,57.60948081643582
2025-04-30,57.60948081643582
2025-05-01,56.76914783227554
2025-05-02,57.27463596404617
2025-05-03,16.96441954984196
2025-05-04,14.443420597361127
2025-05-05,51.56294835430519
2025-05-06,51.56294835430519
2025-05-07,54.75363701156533
2025-05-08,53.5784591750154
2025-05-09,52.73812619085513
2025-05-10,16.458931418071337
2025-05-11,14.108575744971471
2025-05-12,66.8467019358266
2025-05-13,60.46532462130631
2025-05-14,54.41879215917568
2025-05-15,55.58424549668285
2025-05-16,52.905486677565605
2025-05-17,17.411932324262096
2025-05-18,12.724104390806918
2025-05-19,53.575176382344914
2025-05-20,53.575176382344914
2025-05-21,53.575176382344914
2025-05-22,52.905486677565605
2025-05-23,50.89641756322767
2025-05-24,15.402863209924163
2025-05-25,12.054414686027606
2025-05-26,13.393794095586228
2025-05-27,51.56610726800698
2025-05-28,52.905486677565605
2025-05-29,55.58424549668285
2025-05-30,53.575176382344914
2025-05-31,14.733173505144851
2025-06-01,12.054414686027606
2025-06-02,46.8782793345518
2025-06-03,51.56610726800698
2025-06-04,49.55703815366905
2025-06-05,54.24486608712423
2025-06-06,57.59331461102079
2025-06-07,14.733173505144851
2025-06-08,11.384724981248295
2025-06-09,48.21765874411042
2025-06-10,50.226727858448356
2025-06-11,51.56610726800698
2025-06-12,52.23579697278629
2025-06-13,50.89641756322767
2025-06-14,13.393794095586228
2025-06-15,13.393794095586228
2025-06-16,52.23579697278629
2025-06-17,48.88734844888974
2025-06-18,50.226727858448356
2025-06-19,32.81479553418626
2025-06-20,47.547969039331115
2025-06-21,14.06348380036554
2025-06-22,13.393794095586228
2025-06-23,51.56610726800698
2025-06-24,54.91455579190354
2025-06-25,49.55703815366905
2025-06-26,50.89641756322767
2025-06-27,53.575176382344914
2025-06-28,14.733173505144851
2025-06-29,12.054414686027606
2025-06-30,46.20858962977249
2025-07-01,51.56610726800698
2025-07-02,51.56610726800698
2025-07-03,52.905486677565605
2025-07-04,18.75131173382072
2025-07-05,14.06348380036554
2025-07-06,13.393794095586228
2025-07-07,50.89641756322767
2025-07-08,50.89641756322767
2025-07-09,52.23579697278629
2025-07-10,50.89641756322767
2025-07-11,51.56610726800698
2025-07-12,14.733173505144851
2025-07-13,13.393794095586228
2025-07-14,49.55703815366905
2025-07-15,52.23579697278629
2025-07-16,51.56610726800698
2025-07-17,58.263004315800096
2025-07-18,51.56610726800698
2025-07-19,19.421001438600033
2025-07-20,15.402863209924163
2025-07-21,52.23579697278629
2025-07-22,56.25393520146216
2025-07-23,62.95083224925528
2025-07-24,56.25393520146216
2025-07-25,54.24486608712423
2025-07-26,20.090691143379342
2025-07-27,15.402863209924163
2025-07-28,54.91455579190354
2025-07-29,53.575176382344914
2025-07-30,61.61145283969665
2025-07-31,64.2902116588139
2025-08-01,60.941763134917345
2025-08-02,18.08162202904141
2025-08-03,13.393794095586228
2025-08-04,52.905486677565605
2025-08-05,53.575176382344914
2025-08-06,56.92362490624147
2025-08-07,59.60238372535872
2025-08-08,55.58424549668285
2025-08-09,20.760380848158654
2025-08-10,18.08162202904141
2025-08-11,53.575176382344914
2025-08-12,50.89641756322767
2025-08-13,56.25393520146216
2025-08-14,53.575176382344914
2025-08-15,56.25393520146216
2025-08-16,16.742242619482788
2025-08-17,13.393794095586228
2025-08-18,49.55703815366905
2025-08-19,48.88734844888974
2025-08-20,48.88734844888974
2025-08-21,49.55703815366905
2025-08-22,52.23579697278629
2025-08-23,18.08162202904141
2025-08-24,12.724104390806918
2025-08-25,49.55703815366905
2025-08-26,49.55703815366905
2025-08-27,52.905486677565605
2025-08-28,50.226727858448356
2025-08-29,46.20858962977249
2025-08-30,14.733173505144851
2025-08-31,11.384724981248295
2025-09-01,16.072552914703476
2025-09-02,44.869210220213866
2025-09-03,47.547969039331115
2025-09-04,47.547969039331115
2025-09-05,49.55703815366905
2025-09-06,16.072552914703476
2025-09-07,12.054414686027606
2025-09-08,46.20858962977249
2025-09-09,49.55703815366905
2025-09-10,47.547969039331115
2025-09-11,48.88734844888974
2025-09-12,46.20858962977249
2025-09-13,14.733173505144851
2025-09-14,12.054414686027606
2025-09-15,46.20858962977249
2025-09-16,51.56610726800698
2025-09-17,54.91455579190354
2025-09-18,50.89641756322767
2025-09-19,50.89641756322767
2025-09-20,18.08162202904141
2025-09-21,13.393794095586228
2025-09-22,50.226727858448356
2025-09-23,53.575176382344914
2025-09-24,48.88734844888974
2025-09-25,50.89641756322767
2025-09-26,47.547969039331115
2025-09-27,17.411932324262096
2025-09-28,12.724104390806918
2025-09-29,46.20858962977249
2025-09-30,47.547969039331115
2025-10-01,50.226727858448356
2025-10-02,50.89641756322767
2025-10-03,50.226727858448356
2025-10-04,16.742242619482788
2025-10-05,12.724104390806918
2025-10-06,47.547969039331115
2025-10-07,50.226727858448356
2025-10-08,47.547969039331115
2025-10-09,48.88734844888974
2025-10-10,51.56610726800698
2025-10-11,16.742242619482788
2025-10-12,14.733173505144851
2025-10-13,52.905486677565605
2025-10-14,54.91455579190354
2025-10-15,48.21765874411042
2025-10-16,50.226727858448356
2025-10-17,48.88734844888974
2025-10-18,15.402863209924163
2025-10-19,12.054414686027606
2025-10-20,46.8782793345518
2025-10-21,49.55703815366905
2025-10-22,45.53889992499318
2025-10-23,52.23579697278629
2025-10-24,48.88734844888974
2025-10-25,14.733173505144851
2025-10-26,10.715035276468983
2025-10-27,37.50262346764144
2025-10-28,36.832933762862126
2025-10-29,40.851071991538
2025-10-30,40.851071991538
2025-10-31,36.832933762862126
2025-11-01,14.733173505144851
2025-11-02,12.724104390806918
2025-11-03,36.16324405808282
2025-11-04,39.511692581979375
2025-11-05,38.842002877200066
2025-11-06,42.86014110587593
2025-11-07,38.17231317242075
2025-11-08,16.072552914703476
2025-11-09,13.393794095586228
2025-11-10,36.16324405808282
2025-11-11,37.50262346764144
2025-11-12,39.511692581979375
2025-11-13,38.842002877200066
2025-11-14,36.16324405808282
2025-11-15,14.733173505144851
2025-11-16,13.393794095586228
2025-11-17,36.832933762862126
2025-11-18,40.181382286758684
2025-11-19,42.190451401096624
2025-11-20,43.52983081065524
2025-11-21,42.86014110587593
2025-11-22,16.742242619482788
2025-11-23,12.724104390806918
2025-11-24,38.17231317242075
2025-11-25,38.17231317242075
2025-11-26,40.851071991538
2025-11-27,17.411932324262096
2025-11-28,28.12696760073108
2025-11-29,14.06348380036554
2025-11-30,14.06348380036554
2025-12-01,36.16324405808282
2025-12-02,36.16324405808282
2025-12-03,36.16324405808282
2025-12-04,38.842002877200066
2025-12-05,36.16324405808282
2025-12-06,16.742242619482788
2025-12-07,13.393794095586228
2025-12-08,34.82386464852419
2025-12-09,36.16324405808282
2025-12-10,38.17231317242075
2025-12-11,37.991298034396245
2025-12-12,36.19904925021953
2025-12-13,16.773406397824004
2025-12-14,11.20636207967836
2025-12-15,33.54681279564801
2025-12-16,32.94939653425577
2025-12-17,36.19904925021953
2025-12-18,35.339061579824715
2025-12-19,32.35198027286353
2025-12-20,14.121169943252472
2025-12-21,12.32892115907576
2025-12-22,32.68682512525318
2025-12-23,32.35198027286353
2025-12-24,30.034588670681654
2025-12-25,13.523753681860235
2025-12-26,27.644923625112703
2025-12-27,13.523753681860235
2025-12-28,12.663766011465416
2025-12-29,32.08940886386095
2025-12-30,30.034588670681654
2025-12-31,27.382352216110124
2026-01-01,14.718586204644708
2026-01-02,29.437172409289417
2026-01-03,14.718586204644708
2026-01-04,11.46893348868094
2026-01-05,33.54681279564801
2026-01-06,36.79646551161177
2026-01-07,35.00421672743506
2026-01-08,33.28424138664542
2026-01-09,36.79646551161177
2026-01-10,15.229141722149729
2026-01-11,12.07828481411875
2026-01-12,37.285140078366574
2026-01-13,35.18456880634592
2026-01-14,34.659425988340764
2026-01-15,36.759997260361416
2026-01-16,36.23485444235625
2026-01-17,16.279427358160053
2026-01-18,12.603427632123914
2026-01-19,21.00571272020652
2026-01-20,39.385711350387226
2026-01-21,45.16228234844402
2026-01-22,37.285140078366574
2026-01-23,35.18456880634592
2026-01-24,19.430284266191034
2026-01-25,17.854855812175543
2026-01-26,36.23485444235625
2026-01-27,39.385711350387226
2026-01-28,39.385711350387226
2026-01-29,40.96113980440272
2026-01-30,43.586853894428536
2026-01-31,20.48056990220136
2026-02-01,17.854855812175543
2026-02-02,37.285140078366574
2026-02-03,40.435996986397555
2026-02-04,43.586853894428536
2026-02-05,43.586853894428536
2026-02-06,39.91085416839239
2026-02-07,18.379998630180708
2026-02-08,13.65371326813424
2026-02-09,32.03371189831495
2026-02-10,37.81028289637174
2026-02-11,38.3354257143769
2026-02-12,33.609140352330435
2026-02-13,38.3354257143769
2026-02-14,17.329712994170382
2026-02-15,13.65371326813424
2026-02-16,21.00571272020652
2026-02-17,34.1342831703356
2026-02-18,35.70971162435109
2026-02-19,36.759997260361416
2026-02-20,36.759997260361416
2026-02-21,17.854855812175543
2026-02-22,12.603427632123914
2026-02-23,37.285140078366574
2026-02-24,39.91085416839239
2026-02-25,36.23485444235625
2026-02-26,37.285140078366574
2026-02-27,42.01142544041304
2026-02-28,17.329712994170382
2026-03-01,14.703998904144566
2026-03-02,46.73771080245951
2026-03-03,46.212567984454346
2026-03-04,42.53656825841821
2026-03-05,41.48628262240788
2026-03-06,42.01142544041304
2026-03-07,19.955427084196195
2026-03-08,16.279427358160053
2026-03-09,45.16228234844402
2026-03-10,42.01142544041304
2026-03-11,36.23485444235625
2026-03-12,39.91085416839239
2026-03-13,37.285140078366574
2026-03-14,19.955427084196195
2026-03-15,16.279427358160053
2026-03-16,42.01142544041304
2026-03-17,42.53656825841821
2026-03-18,37.81028289637174
2026-03-19,41.48628262240788
2026-03-20,42.01142544041304
2026-03-21,18.379998630180708
2026-03-22,15.229141722149729
2026-03-23,42.53656825841821
2026-03-24,38.86056853238207
2026-03-25,40.96113980440272
2026-03-26,40.435996986397555
2026-03-27,39.385711350387226
2026-03-28,18.90514144818587
2026-03-29,17.329712994170382
2026-03-30,42.53656825841821
2026-03-31,43.06171107642337
2026-04-01,40.96113980440272
2026-04-02,39.385711350387226
2026-04-03,23.631426810232337
2026-04-04,14.703998904144566
2026-04-05,15.754284540154892
2026-04-06,37.285140078366574
2026-04-07,39.385711350387226
2026-04-08,48.83828207448016
2026-04-09,44.111996712433694
2026-04-10,39.385711350387226
2026-04-11,18.379998630180708
2026-04-12,16.279427358160053
2026-04-13,40.435996986397555
2026-04-14,46.73771080245951
2026-04-15,45.68742516644919
2026-04-16,42.53656825841821
2026-04-17,52.51428180051631
2026-04-18,22.58114117422201
2026-04-19,18.90514144818587
2026-04-20,43.06171107642337
2026-04-21,43.06171107642337
2026-04-22,43.586853894428536
2026-04-23,41.48628262240788
2026-04-24,40.435996986397555
2026-04-25,19.430284266191034
2026-04-26,20.48056990220136
2026-04-27,40.96113980440272
2026-04-28,42.53656825841821
2026-04-29,44.63713953043886
2026-04-30,45.68742516644919
2026-05-01,46.212567984454346
2026-05-02,22.055998356216847
2026-05-03,22.055998356216847
2026-05-04,42.53656825841821
2026-05-05,43.06171107642337
2026-05-06,49.36342489248533
2026-05-07,45.68742516644919
2026-05-08,43.06171107642337
2026-05-09,19.955427084196195
2026-05-10,17.854855812175543
2026-05-11,43.06171107642337
2026-05-12,40.435996986397555
2026-05-13,37.81028289637174
2026-05-14,45.68742516644919
2026-05-15,43.06171107642337
2026-05-16,22.055998356216847
2026-05-17,17.329712994170382
2026-05-18,40.435996986397555
2026-05-19,39.91085416839239
2026-05-20,42.53656825841821
2026-05-21,42.01142544041304
2026-05-22,42.53656825841821
2026-05-23,25.206855264247828
2026-05-24,18.90514144818587
2026-05-25,22.58114117422201
2026-05-26,42.53656825841821
2026-05-27,45.68742516644919
2026-05-28,46.212567984454346
2026-05-29,48.83828207448016
2026-05-30,25.206855264247828
2026-05-31,21.00571272020652
