Time,house_of_the_dragon
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,4.0
2022-07-21,6.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,3.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,5.0
2022-08-16,5.0
2022-08-17,5.0
2022-08-18,6.0
2022-08-19,9.0
2022-08-20,12.0
2022-08-21,54.0
2022-08-22,100.0
2022-08-23,42.0
2022-08-24,22.0
2022-08-25,15.0
2022-08-26,12.0
2022-08-27,15.0
2022-08-28,26.0
2022-08-29,48.0131506849315
2022-08-30,20.626027397260273
2022-08-31,12.075616438356164
2022-09-01,8.05041095890411
2022-09-02,8.33972602739726
2022-09-03,9.918356164383562
2022-09-04,16.10082191780822
2022-09-05,41.83068493150685
2022-09-06,18.758082191780822
2022-09-07,10.996986301369862
2022-09-08,8.05041095890411
2022-09-09,6.182465753424657
2022-09-10,7.761095890410959
2022-09-11,11.786301369863015
2022-09-12,38.09479452054795
2022-09-13,18.758082191780822
2022-09-14,11.286301369863015
2022-09-15,8.83972602739726
2022-09-16,6.971780821917808
2022-09-17,8.05041095890411
2022-09-18,10.996986301369862
2022-09-19,35.64821917808219
2022-09-20,16.10082191780822
2022-09-21,10.996986301369862
2022-09-22,8.05041095890411
2022-09-23,6.971780821917808
2022-09-24,7.261095890410959
2022-09-25,10.996986301369862
2022-09-26,36.22684931506849
2022-09-27,16.10082191780822
2022-09-28,9.836712328767124
2022-09-29,6.943561643835617
2022-09-30,5.786301369863014
2022-10-01,6.364931506849315
2022-10-02,9.836712328767124
2022-10-03,28.93150684931507
2022-10-04,14.465753424657535
2022-10-05,8.67945205479452
2022-10-06,6.943561643835617
2022-10-07,6.364931506849315
2022-10-08,6.943561643835617
2022-10-09,10.415342465753426
2022-10-10,38.18958904109589
2022-10-11,19.094794520547946
2022-10-12,12.15123287671233
2022-10-13,8.100821917808219
2022-10-14,7.5221917808219185
2022-10-15,7.5221917808219185
2022-10-16,12.15123287671233
2022-10-17,37.61095890410959
2022-10-18,17.35890410958904
2022-10-19,10.415342465753426
2022-10-20,8.100821917808219
2022-10-21,8.67945205479452
2022-10-22,11.572602739726028
2022-10-23,16.78027397260274
2022-10-24,57.86301369863014
2022-10-25,23.723835616438357
2022-10-26,15.044383561643837
2022-10-27,9.836712328767124
2022-10-28,8.100821917808219
2022-10-29,8.100821917808219
2022-10-30,8.100821917808219
2022-10-31,8.67945205479452
2022-11-01,5.207671232876713
2022-11-02,4.629041095890411
2022-11-03,4.050410958904109
2022-11-04,4.050410958904109
2022-11-05,4.629041095890411
2022-11-06,4.629041095890411
2022-11-07,4.050410958904109
2022-11-08,2.893150684931507
2022-11-09,2.893150684931507
2022-11-10,2.893150684931507
2022-11-11,2.893150684931507
2022-11-12,2.893150684931507
2022-11-13,3.4717808219178083
2022-11-14,2.893150684931507
2022-11-15,2.3145205479452056
2022-11-16,2.3145205479452056
2022-11-17,2.3145205479452056
2022-11-18,1.7358904109589042
2022-11-19,2.3145205479452056
2022-11-20,2.3145205479452056
2022-11-21,2.3145205479452056
2022-11-22,1.7358904109589042
2022-11-23,1.7358904109589042
2022-11-24,2.3145205479452056
2022-11-25,2.3145205479452056
2022-11-26,2.3145205479452056
2022-11-27,2.893150684931507
2022-11-28,1.7358904109589042
2022-11-29,1.7358904109589042
2022-11-30,1.7358904109589042
2022-12-01,1.1572602739726028
2022-12-02,1.1572602739726028
2022-12-03,1.7358904109589042
2022-12-04,1.7358904109589042
2022-12-05,1.1572602739726028
2022-12-06,1.1572602739726028
2022-12-07,1.1572602739726028
2022-12-08,1.1572602739726028
2022-12-09,1.1572602739726028
2022-12-10,1.7358904109589042
2022-12-11,1.7358904109589042
2022-12-12,1.7358904109589042
2022-12-13,1.1572602739726028
2022-12-14,1.1572602739726028
2022-12-15,1.1572602739726028
2022-12-16,1.1572602739726028
2022-12-17,1.7358904109589042
2022-12-18,1.7358904109589042
2022-12-19,1.1572602739726028
2022-12-20,1.1572602739726028
2022-12-21,1.1572602739726028
2022-12-22,1.7358904109589042
2022-12-23,1.7358904109589042
2022-12-24,1.7358904109589042
2022-12-25,1.7358904109589042
2022-12-26,1.7358904109589042
2022-12-27,1.7358904109589042
2022-12-28,1.7358904109589042
2022-12-29,1.7358904109589042
2022-12-30,1.7358904109589042
2022-12-31,1.7358904109589042
2023-01-01,1.7358904109589042
2023-01-02,2.3145205479452056
2023-01-03,1.1572602739726028
2023-01-04,1.7358904109589042
2023-01-05,1.1572602739726028
2023-01-06,1.1572602739726028
2023-01-07,1.1572602739726028
2023-01-08,1.7358904109589042
2023-01-09,1.1572602739726028
2023-01-10,1.1572602739726028
2023-01-11,4.050410958904109
2023-01-12,1.7358904109589042
2023-01-13,1.1572602739726028
2023-01-14,1.7358904109589042
2023-01-15,1.7358904109589042
2023-01-16,1.7358904109589042
2023-01-17,1.1572602739726028
2023-01-18,1.1572602739726028
2023-01-19,1.1572602739726028
2023-01-20,1.1572602739726028
2023-01-21,1.1572602739726028
2023-01-22,1.7358904109589042
2023-01-23,1.1572602739726028
2023-01-24,1.1572602739726028
2023-01-25,1.1572602739726028
2023-01-26,1.1572602739726028
2023-01-27,1.1572602739726028
2023-01-28,1.1572602739726028
2023-01-29,1.1572602739726028
2023-01-30,1.1572602739726028
2023-01-31,1.1572602739726028
2023-02-01,1.1572602739726028
2023-02-02,1.1572602739726028
2023-02-03,1.1572602739726028
2023-02-04,1.1572602739726028
2023-02-05,1.1572602739726028
2023-02-06,1.1572602739726028
2023-02-07,0.5786301369863014
2023-02-08,0.5786301369863014
2023-02-09,1.1572602739726028
2023-02-10,0.5786301369863014
2023-02-11,1.1572602739726028
2023-02-12,1.1572602739726028
2023-02-13,0.5786301369863014
2023-02-14,0.5786301369863014
2023-02-15,0.5786301369863014
2023-02-16,0.5786301369863014
2023-02-17,1.1572602739726028
2023-02-18,1.1572602739726028
2023-02-19,1.1572602739726028
2023-02-20,1.1572602739726028
2023-02-21,1.1572602739726028
2023-02-22,1.1572602739726028
2023-02-23,1.1572602739726028
2023-02-24,1.1572602739726028
2023-02-25,1.1572602739726028
2023-02-26,1.1572602739726028
2023-02-27,1.1572602739726028
2023-02-28,0.5786301369863014
2023-03-01,0.5786301369863014
2023-03-02,0.5786301369863014
2023-03-03,0.5786301369863014
2023-03-04,0.5786301369863014
2023-03-05,1.1572602739726028
2023-03-06,0.5786301369863014
2023-03-07,0.5786301369863014
2023-03-08,0.5786301369863014
2023-03-09,0.5786301369863014
2023-03-10,0.5786301369863014
2023-03-11,1.1572602739726028
2023-03-12,1.1572602739726028
2023-03-13,1.1572602739726028
2023-03-14,1.1572602739726028
2023-03-15,0.5786301369863014
2023-03-16,0.5786301369863014
2023-03-17,0.5786301369863014
2023-03-18,1.1572602739726028
2023-03-19,1.1572602739726028
2023-03-20,1.1572602739726028
2023-03-21,0.5786301369863014
2023-03-22,0.5786301369863014
2023-03-23,0.5786301369863014
2023-03-24,0.5786301369863014
2023-03-25,0.5786301369863014
2023-03-26,1.1572602739726028
2023-03-27,0.5786301369863014
2023-03-28,0.5786301369863014
2023-03-29,0.5786301369863014
2023-03-30,0.5786301369863014
2023-03-31,0.5786301369863014
2023-04-01,0.5786301369863014
2023-04-02,0.5786301369863014
2023-04-03,0.5786301369863014
2023-04-04,0.5786301369863014
2023-04-05,0.5786301369863014
2023-04-06,0.5786301369863014
2023-04-07,0.5786301369863014
2023-04-08,0.5786301369863014
2023-04-09,0.5786301369863014
2023-04-10,0.5786301369863014
2023-04-11,0.5786301369863014
2023-04-12,0.5786301369863014
2023-04-13,0.5786301369863014
2023-04-14,0.5786301369863014
2023-04-15,0.5786301369863014
2023-04-16,1.1572602739726028
2023-04-17,0.5786301369863014
2023-04-18,0.5786301369863014
2023-04-19,0.5786301369863014
2023-04-20,0.5786301369863014
2023-04-21,0.5786301369863014
2023-04-22,0.5786301369863014
2023-04-23,1.1572602739726028
2023-04-24,0.5786301369863014
2023-04-25,0.5786301369863014
2023-04-26,0.5593424657534247
2023-04-27,0.540054794520548
2023-04-28,0.540054794520548
2023-04-29,0.6172054794520548
2023-04-30,0.6364931506849316
2023-05-01,0.5786301369863014
2023-05-02,0.5786301369863014
2023-05-03,0.5593424657534247
2023-05-04,0.5786301369863014
2023-05-05,0.5786301369863014
2023-05-06,0.5786301369863014
2023-05-07,0.9643835616438357
2023-05-08,0.5786301369863014
2023-05-09,0.5593424657534247
2023-05-10,0.540054794520548
2023-05-11,0.5593424657534247
2023-05-12,0.540054794520548
2023-05-13,0.540054794520548
2023-05-14,0.6364931506849316
2023-05-15,0.5786301369863014
2023-05-16,0.5207671232876713
2023-05-17,0.5593424657534247
2023-05-18,0.5786301369863014
2023-05-19,0.5207671232876713
2023-05-20,0.5979178082191781
2023-05-21,0.6172054794520548
2023-05-22,0.6172054794520548
2023-05-23,0.6172054794520548
2023-05-24,0.5979178082191781
2023-05-25,0.6364931506849316
2023-05-26,0.8486575342465754
2023-05-27,1.0801095890410959
2023-05-28,0.810082191780822
2023-05-29,0.9258082191780823
2023-05-30,0.6943561643835617
2023-05-31,0.6172054794520548
2023-06-01,0.6172054794520548
2023-06-02,0.5786301369863014
2023-06-03,0.7715068493150685
2023-06-04,0.8486575342465754
2023-06-05,0.7329315068493151
2023-06-06,0.7329315068493151
2023-06-07,0.6172054794520548
2023-06-08,0.5400547945205479
2023-06-09,0.5786301369863014
2023-06-10,0.6943561643835617
2023-06-11,0.7715068493150685
2023-06-12,0.6557808219178083
2023-06-13,0.5014794520547946
2023-06-14,0.5786301369863014
2023-06-15,0.5786301369863014
2023-06-16,0.5786301369863014
2023-06-17,0.7329315068493151
2023-06-18,0.7715068493150685
2023-06-19,0.7329315068493151
2023-06-20,0.6557808219178083
2023-06-21,0.6172054794520548
2023-06-22,0.6172054794520548
2023-06-23,0.6172054794520548
2023-06-24,0.6172054794520548
2023-06-25,1.1958356164383563
2023-06-26,0.9258082191780823
2023-06-27,0.7329315068493151
2023-06-28,0.6172054794520548
2023-06-29,0.5786301369863014
2023-06-30,0.6172054794520548
2023-07-01,0.6557808219178083
2023-07-02,0.7715068493150685
2023-07-03,0.6943561643835617
2023-07-04,0.7329315068493151
2023-07-05,0.5786301369863014
2023-07-06,0.5786301369863014
2023-07-07,0.6172054794520548
2023-07-08,0.7329315068493151
2023-07-09,0.9258082191780823
2023-07-10,0.7715068493150685
2023-07-11,0.6943561643835617
2023-07-12,0.7715068493150685
2023-07-13,0.7715068493150685
2023-07-14,0.810082191780822
2023-07-15,0.8486575342465754
2023-07-16,0.9258082191780823
2023-07-17,0.7329315068493151
2023-07-18,0.6557808219178083
2023-07-19,0.6557808219178083
2023-07-20,0.5400547945205479
2023-07-21,0.6172054794520548
2023-07-22,0.5786301369863014
2023-07-23,0.7715068493150685
2023-07-24,0.6557808219178083
2023-07-25,0.6172054794520548
2023-07-26,0.5786301369863014
2023-07-27,0.5014794520547946
2023-07-28,0.6172054794520548
2023-07-29,0.6172054794520548
2023-07-30,0.6943561643835617
2023-07-31,0.5786301369863014
2023-08-01,0.5786301369863014
2023-08-02,0.5400547945205479
2023-08-03,0.6172054794520548
2023-08-04,0.6557808219178083
2023-08-05,0.6943561643835617
2023-08-06,0.6943561643835617
2023-08-07,0.7715068493150685
2023-08-08,0.6943561643835617
2023-08-09,0.6943561643835617
2023-08-10,0.6172054794520548
2023-08-11,0.6172054794520548
2023-08-12,0.7329315068493151
2023-08-13,0.8872328767123289
2023-08-14,0.7715068493150685
2023-08-15,0.6943561643835617
2023-08-16,0.7715068493150685
2023-08-17,0.7329315068493151
2023-08-18,0.6943561643835617
2023-08-19,1.272986301369863
2023-08-20,1.2344109589041097
2023-08-21,1.0029589041095892
2023-08-22,0.9643835616438357
2023-08-23,0.8486575342465754
2023-08-24,0.7329315068493151
2023-08-25,0.7329315068493151
2023-08-26,0.7329315068493151
2023-08-27,0.8872328767123289
2023-08-28,0.8872328767123289
2023-08-29,0.7329315068493151
2023-08-30,0.5400547945205479
2023-08-31,0.6557808219178083
2023-09-01,0.6172054794520548
2023-09-02,0.7329315068493151
2023-09-03,0.7715068493150685
2023-09-04,0.8486575342465754
2023-09-05,0.7715068493150685
2023-09-06,0.5786301369863014
2023-09-07,0.6172054794520548
2023-09-08,0.5400547945205479
2023-09-09,0.6557808219178083
2023-09-10,0.7715068493150685
2023-09-11,0.6943561643835617
2023-09-12,0.5400547945205479
2023-09-13,0.6172054794520548
2023-09-14,0.5786301369863014
2023-09-15,0.6943561643835617
2023-09-16,0.8872328767123289
2023-09-17,0.9258082191780823
2023-09-18,0.810082191780822
2023-09-19,0.6943561643835617
2023-09-20,0.6943561643835617
2023-09-21,0.6557808219178083
2023-09-22,0.6557808219178083
2023-09-23,0.7329315068493151
2023-09-24,0.8486575342465754
2023-09-25,0.810082191780822
2023-09-26,0.6943561643835617
2023-09-27,0.6943561643835617
2023-09-28,0.6557808219178083
2023-09-29,0.6557808219178083
2023-09-30,0.7329315068493151
2023-10-01,0.7329315068493151
2023-10-02,0.5786301369863014
2023-10-03,0.7329315068493151
2023-10-04,0.5786301369863014
2023-10-05,0.5786301369863014
2023-10-06,0.46290410958904116
2023-10-07,0.5786301369863014
2023-10-08,0.6943561643835617
2023-10-09,0.6172054794520548
2023-10-10,0.5014794520547946
2023-10-11,0.5786301369863014
2023-10-12,0.6172054794520548
2023-10-13,0.5400547945205479
2023-10-14,0.5786301369863014
2023-10-15,0.6557808219178083
2023-10-16,0.5400547945205479
2023-10-17,0.5400547945205479
2023-10-18,0.46290410958904116
2023-10-19,0.5014794520547946
2023-10-20,0.4243287671232877
2023-10-21,0.6172054794520548
2023-10-22,0.810082191780822
2023-10-23,0.6172054794520548
2023-10-24,0.5400547945205479
2023-10-25,0.4243287671232877
2023-10-26,0.5014794520547946
2023-10-27,0.5400547945205479
2023-10-28,0.5400547945205479
2023-10-29,0.5786301369863014
2023-10-30,0.5400547945205479
2023-10-31,0.5400547945205479
2023-11-01,0.5014794520547946
2023-11-02,0.6943561643835617
2023-11-03,0.7329315068493151
2023-11-04,0.6943561643835617
2023-11-05,0.7715068493150685
2023-11-06,0.7329315068493151
2023-11-07,0.6557808219178083
2023-11-08,0.6172054794520548
2023-11-09,0.6172054794520548
2023-11-10,0.5400547945205479
2023-11-11,0.6172054794520548
2023-11-12,0.7329315068493151
2023-11-13,0.5400547945205479
2023-11-14,0.5786301369863014
2023-11-15,0.6172054794520548
2023-11-16,0.6172054794520548
2023-11-17,0.5786301369863014
2023-11-18,0.5786301369863014
2023-11-19,0.6557808219178083
2023-11-20,0.7715068493150685
2023-11-21,0.6943561643835617
2023-11-22,0.7329315068493151
2023-11-23,0.810082191780822
2023-11-24,0.7329315068493151
2023-11-25,0.8486575342465754
2023-11-26,0.810082191780822
2023-11-27,0.7329315068493151
2023-11-28,0.6943561643835617
2023-11-29,0.6172054794520548
2023-11-30,0.5400547945205479
2023-12-01,0.8486575342465754
2023-12-02,2.9317260273972603
2023-12-03,3.8575342465753426
2023-12-04,3.8575342465753426
2023-12-05,2.353095890410959
2023-12-06,1.5815890410958906
2023-12-07,1.4658630136986301
2023-12-08,0.810082191780822
2023-12-09,0.9258082191780823
2023-12-10,1.1572602739726028
2023-12-11,0.810082191780822
2023-12-12,0.8872328767123289
2023-12-13,0.7715068493150685
2023-12-14,0.6557808219178083
2023-12-15,0.6557808219178083
2023-12-16,0.6943561643835617
2023-12-17,0.7715068493150685
2023-12-18,0.6943561643835617
2023-12-19,0.7715068493150685
2023-12-20,0.7329315068493151
2023-12-21,0.7329315068493151
2023-12-22,0.5593424657534247
2023-12-23,0.5786301369863014
2023-12-24,0.8679452054794521
2023-12-25,0.8486575342465754
2023-12-26,0.9836712328767123
2023-12-27,0.9258082191780823
2023-12-28,0.945095890410959
2023-12-29,0.9258082191780823
2023-12-30,1.0222465753424659
2023-12-31,0.945095890410959
2024-01-01,0.945095890410959
2024-01-02,0.945095890410959
2024-01-03,0.945095890410959
2024-01-04,0.8679452054794521
2024-01-05,0.9065205479452055
2024-01-06,0.945095890410959
2024-01-07,1.0222465753424659
2024-01-08,0.8872328767123288
2024-01-09,0.8679452054794521
2024-01-10,0.8679452054794521
2024-01-11,0.8293698630136986
2024-01-12,0.8679452054794521
2024-01-13,0.8872328767123288
2024-01-14,0.9065205479452055
2024-01-15,0.9258082191780823
2024-01-16,0.9258082191780823
2024-01-17,0.8293698630136986
2024-01-18,0.5979178082191781
2024-01-19,0.5786301369863014
2024-01-20,0.8293698630136986
2024-01-21,0.9258082191780822
2024-01-22,0.9258082191780822
2024-01-23,0.9258082191780822
2024-01-24,0.9258082191780822
2024-01-25,0.9258082191780822
2024-01-26,0.4629041095890411
2024-01-27,0.9258082191780822
2024-01-28,0.9258082191780822
2024-01-29,0.9258082191780822
2024-01-30,0.9258082191780822
2024-01-31,0.9258082191780822
2024-02-01,0.4629041095890411
2024-02-02,0.9258082191780822
2024-02-03,0.9258082191780822
2024-02-04,0.9258082191780822
2024-02-05,0.9258082191780822
2024-02-06,0.4629041095890411
2024-02-07,0.4629041095890411
2024-02-08,0.4629041095890411
2024-02-09,0.4629041095890411
2024-02-10,0.9258082191780822
2024-02-11,0.9258082191780822
2024-02-12,0.4629041095890411
2024-02-13,0.4629041095890411
2024-02-14,0.4629041095890411
2024-02-15,0.4629041095890411
2024-02-16,0.4629041095890411
2024-02-17,0.9258082191780822
2024-02-18,0.9258082191780822
2024-02-19,0.9258082191780822
2024-02-20,0.4629041095890411
2024-02-21,0.4629041095890411
2024-02-22,0.4629041095890411
2024-02-23,0.4629041095890411
2024-02-24,0.9258082191780822
2024-02-25,0.9258082191780822
2024-02-26,0.4629041095890411
2024-02-27,0.4629041095890411
2024-02-28,0.4629041095890411
2024-02-29,0.4629041095890411
2024-03-01,0.4629041095890411
2024-03-02,0.4629041095890411
2024-03-03,0.9258082191780822
2024-03-04,0.9258082191780822
2024-03-05,0.9258082191780822
2024-03-06,0.9258082191780822
2024-03-07,0.4629041095890411
2024-03-08,0.4629041095890411
2024-03-09,0.4629041095890411
2024-03-10,0.9258082191780822
2024-03-11,0.4629041095890411
2024-03-12,0.4629041095890411
2024-03-13,0.4629041095890411
2024-03-14,0.4629041095890411
2024-03-15,0.4629041095890411
2024-03-16,0.9258082191780822
2024-03-17,0.9258082191780822
2024-03-18,0.9258082191780822
2024-03-19,0.9258082191780822
2024-03-20,1.3887123287671232
2024-03-21,2.3145205479452056
2024-03-22,2.3145205479452056
2024-03-23,1.8516164383561644
2024-03-24,2.3145205479452056
2024-03-25,1.8516164383561644
2024-03-26,1.3887123287671232
2024-03-27,1.3887123287671232
2024-03-28,1.3887123287671232
2024-03-29,0.9258082191780822
2024-03-30,0.9258082191780822
2024-03-31,1.3887123287671232
2024-04-01,0.9258082191780822
2024-04-02,0.9258082191780822
2024-04-03,0.9258082191780822
2024-04-04,0.9258082191780822
2024-04-05,0.9258082191780822
2024-04-06,0.9258082191780822
2024-04-07,0.9258082191780822
2024-04-08,0.9258082191780822
2024-04-09,0.9258082191780822
2024-04-10,0.9258082191780822
2024-04-11,0.9258082191780822
2024-04-12,0.9258082191780822
2024-04-13,0.9258082191780822
2024-04-14,0.9258082191780822
2024-04-15,0.9258082191780822
2024-04-16,0.4629041095890411
2024-04-17,0.4629041095890411
2024-04-18,0.4629041095890411
2024-04-19,0.4629041095890411
2024-04-20,0.9258082191780822
2024-04-21,0.9258082191780822
2024-04-22,0.9258082191780822
2024-04-23,0.9258082191780822
2024-04-24,0.9258082191780822
2024-04-25,0.9258082191780822
2024-04-26,0.9258082191780822
2024-04-27,0.9258082191780822
2024-04-28,0.9258082191780822
2024-04-29,0.9258082191780822
2024-04-30,0.9258082191780822
2024-05-01,0.9258082191780822
2024-05-02,0.9258082191780822
2024-05-03,0.9258082191780822
2024-05-04,0.9258082191780822
2024-05-05,0.9258082191780822
2024-05-06,0.9258082191780822
2024-05-07,0.9258082191780822
2024-05-08,0.9258082191780822
2024-05-09,0.9258082191780822
2024-05-10,0.9258082191780822
2024-05-11,0.9258082191780822
2024-05-12,1.3887123287671232
2024-05-13,1.3887123287671232
2024-05-14,1.8516164383561644
2024-05-15,1.8516164383561644
2024-05-16,1.8516164383561644
2024-05-17,1.3887123287671232
2024-05-18,1.8516164383561644
2024-05-19,1.8516164383561644
2024-05-20,1.8516164383561644
2024-05-21,1.3887123287671232
2024-05-22,1.3887123287671232
2024-05-23,1.3887123287671232
2024-05-24,1.3887123287671232
2024-05-25,1.8516164383561644
2024-05-26,2.3145205479452056
2024-05-27,2.3145205479452056
2024-05-28,2.3145205479452056
2024-05-29,1.8516164383561644
2024-05-30,1.8516164383561644
2024-05-31,1.8516164383561644
2024-06-01,2.7774246575342465
2024-06-02,4.16613698630137
2024-06-03,3.703232876712329
2024-06-04,4.629041095890411
2024-06-05,4.16613698630137
2024-06-06,4.16613698630137
2024-06-07,4.629041095890411
2024-06-08,5.554849315068493
2024-06-09,6.943561643835617
2024-06-10,6.943561643835617
2024-06-11,6.480657534246576
2024-06-12,6.480657534246576
2024-06-13,6.943561643835617
2024-06-14,6.943561643835617
2024-06-15,8.79517808219178
2024-06-16,29.16295890410959
2024-06-17,46.29041095890411
2024-06-18,17.12745205479452
2024-06-19,11.572602739726028
2024-06-20,8.33227397260274
2024-06-21,7.406465753424658
2024-06-22,7.869369863013699
2024-06-23,13.887123287671233
2024-06-24,25.922630136986303
2024-06-25,10.183890410958904
2024-06-26,6.943561643835617
2024-06-27,6.017753424657534
2024-06-28,4.629041095890411
2024-06-29,5.091945205479452
2024-06-30,8.33227397260274
2024-07-01,20.83068493150685
2024-07-02,8.79517808219178
2024-07-03,6.943561643835617
2024-07-04,6.943561643835617
2024-07-05,5.091945205479452
2024-07-06,5.554849315068493
2024-07-07,9.258082191780822
2024-07-08,28.700054794520547
2024-07-09,12.961315068493152
2024-07-10,8.33227397260274
2024-07-11,6.943561643835617
2024-07-12,6.017753424657534
2024-07-13,6.017753424657534
2024-07-14,8.79517808219178
2024-07-15,18.979068493150685
2024-07-16,8.33227397260274
2024-07-17,6.480657534246576
2024-07-18,5.091945205479452
2024-07-19,4.16613698630137
2024-07-20,5.091945205479452
2024-07-21,8.33227397260274
2024-07-22,22.219397260273972
2024-07-23,9.258082191780822
2024-07-24,6.480657534246576
2024-07-25,5.091945205479452
2024-07-26,4.16613698630137
2024-07-27,4.16613698630137
2024-07-28,7.869369863013699
2024-07-29,24.53391780821918
2024-07-30,10.183890410958904
2024-07-31,7.406465753424658
2024-08-01,6.943561643835617
2024-08-02,5.091945205479452
2024-08-03,6.017753424657534
2024-08-04,10.646794520547946
2024-08-05,41.19846575342466
2024-08-06,14.350027397260273
2024-08-07,8.33227397260274
2024-08-08,6.017753424657534
2024-08-09,5.554849315068493
2024-08-10,5.091945205479452
2024-08-11,6.017753424657534
2024-08-12,7.406465753424658
2024-08-13,4.16613698630137
2024-08-14,3.703232876712329
2024-08-15,3.240328767123288
2024-08-16,2.7774246575342465
