Time,wordle_hint
2023-10-21,54.296837612364996
2023-10-22,66.36280152622388
2023-10-23,72.39578348315332
2023-10-24,57.31332859082971
2023-10-25,63.34631054775916
2023-10-26,81.44525641854749
2023-10-27,73.90402897238569
2023-10-28,58.82157408006208
2023-10-29,42.2308736985061
2023-10-30,43.73911918773847
2023-10-31,48.26385565543555
2023-11-01,43.73911918773847
2023-11-02,52.78859212313263
2023-11-03,82.95350190777985
2023-11-04,81.44525641854749
2023-11-05,45.247364676970825
2023-11-06,30.164909784647218
2023-11-07,60.329819569294436
2023-11-08,117.64314816012416
2023-11-09,76.9205199508504
2023-11-10,36.19789174157666
2023-11-11,61.838065058526794
2023-11-12,51.28034663390027
2023-11-13,45.247364676970825
2023-11-14,88.9864838647093
2023-11-15,67.87104701545624
2023-11-16,39.214382720041385
2023-11-17,36.19789174157666
2023-11-18,27.148418806182498
2023-11-19,123.67613011705359
2023-11-20,57.31332859082971
2023-11-21,58.82157408006208
2023-11-22,72.39578348315332
2023-11-23,87.47823837547693
2023-11-24,57.31332859082971
2023-11-25,63.34631054775916
2023-11-26,48.26385565543555
2023-11-27,63.34631054775916
2023-11-28,39.214382720041385
2023-11-29,82.95350190777985
2023-11-30,69.3792925046886
2023-12-01,55.805083101597354
2023-12-02,93.51122033240638
2023-12-03,78.42876544008277
2023-12-04,42.2308736985061
2023-12-05,64.85455603699153
2023-12-06,78.42876544008277
2023-12-07,42.2308736985061
2023-12-08,36.19789174157666
2023-12-09,37.70613723080902
2023-12-10,43.73911918773847
2023-12-11,43.73911918773847
2023-12-12,45.247364676970825
2023-12-13,40.72262820927374
2023-12-14,40.72262820927374
2023-12-15,48.26385565543555
2023-12-16,39.214382720041385
2023-12-17,55.805083101597354
2023-12-18,49.77210114466791
2023-12-19,51.28034663390027
2023-12-20,43.73911918773847
2023-12-21,51.28034663390027
2023-12-22,34.23320353849766
2023-12-23,31.256403230802213
2023-12-24,42.40948171696783
2023-12-25,108.63336589549925
2023-12-26,58.7818834092928
2023-12-27,55.80508310159735
2023-12-28,39.432681409272384
2023-12-29,42.40948171696783
2023-12-30,49.11720507697491
2023-12-31,43.89788187081555
2024-01-01,59.536006153908986
2024-01-02,81.10788571700866
2024-01-03,55.80508310159735
2024-01-04,43.163604461584015
2024-01-05,64.7354840246837
2024-01-06,64.7354840246837
2024-01-07,61.758683716988244
2024-01-08,60.270283563140524
2024-01-09,55.80508310159735
2024-01-10,52.828282793901906
2024-01-11,49.85148248620645
2024-01-12,45.386282024663274
2024-01-13,39.432681409272384
2024-01-14,52.828282793901906
2024-01-15,45.386282024663274
2024-01-16,47.628804923127184
2024-01-17,46.87468217851101
2024-01-18,40.18680415388856
2024-01-19,29.768003076954493
2024-01-20,48.36308233235873
2024-01-21,46.99375419081882
2024-01-22,60.21074755698661
2024-01-23,46.99375419081882
2024-01-24,73.4277409231544
2024-01-25,45.52519937235573
2024-01-26,70.49063128622822
2024-01-27,46.99375419081882
2024-01-28,96.92461801856382
2024-01-29,89.58184392624837
2024-01-30,116.01583065858397
2024-01-31,77.83340537854367
2024-02-01,51.39941864620808
2024-02-02,58.74219273852353
2024-02-03,102.79883729241617
2024-02-04,99.86172765548999
2024-02-05,63.14785719391279
2024-02-06,63.14785719391279
2024-02-07,57.27363792006044
2024-02-08,41.119534916966465
2024-02-09,64.61641201237587
2024-02-10,46.99375419081882
2024-02-11,58.74219273852353
2024-02-12,55.80508310159735
2024-02-13,66.08496683083897
2024-02-14,71.95918610469131
2024-02-15,89.58184392624837
2024-02-16,99.86172765548999
2024-02-17,77.83340537854367
2024-02-18,77.83340537854367
2024-02-19,44.056644553892646
2024-02-20,67.55352164930206
2024-02-21,64.61641201237587
2024-02-22,67.55352164930206
2024-02-23,79.30196019700676
2024-02-24,101.33028247395308
2024-02-25,67.55352164930206
2024-02-26,76.36485056008058
2024-02-27,88.11328910778529
2024-02-28,89.58184392624837
2024-02-29,99.86172765548999
2024-03-01,70.49063128622822
2024-03-02,101.33028247395308
2024-03-03,88.11328910778529
2024-03-04,44.056644553892646
2024-03-05,85.17617947085911
2024-03-06,55.80508310159735
2024-03-07,46.99375419081882
2024-03-08,64.61641201237587
2024-03-09,58.74219273852353
2024-03-10,54.33652828313426
2024-03-11,69.02207646776515
2024-03-12,89.58184392624837
2024-03-13,77.83340537854367
2024-03-14,67.55352164930206
2024-03-15,88.11328910778529
2024-03-16,89.58184392624837
2024-03-17,52.867973464671174
2024-03-18,54.33652828313426
2024-03-19,80.77051501546984
2024-03-20,107.20450174780544
2024-03-21,76.36485056008058
2024-03-22,79.30196019700676
2024-03-23,46.99375419081882
2024-03-24,58.74219273852353
2024-03-25,98.39317283702691
2024-03-26,85.17617947085911
2024-03-27,69.02207646776515
2024-03-28,60.21074755698661
2024-03-29,63.14785719391279
2024-03-30,69.02207646776515
2024-03-31,108.67305656626851
2024-04-01,99.86172765548999
2024-04-02,85.17617947085911
2024-04-03,70.49063128622822
2024-04-04,54.33652828313426
2024-04-05,52.867973464671174
2024-04-06,79.30196019700676
2024-04-07,120.42149511397322
2024-04-08,74.8962957416175
2024-04-09,85.17617947085911
2024-04-10,71.95918610469131
2024-04-11,74.8962957416175
2024-04-12,71.95918610469131
2024-04-13,45.52519937235573
2024-04-14,49.93086382774499
2024-04-15,146.8554818463088
2024-04-16,77.83340537854367
2024-04-17,98.39317283702691
2024-04-18,85.17617947085911
2024-04-19,63.14785719391279
2024-04-20,63.14785719391279
2024-04-21,116.01583065858397
2024-04-22,66.08496683083897
2024-04-23,86.6447342893222
2024-04-24,107.20450174780544
2024-04-25,101.33028247395308
2024-04-26,101.33028247395308
2024-04-27,70.49063128622822
2024-04-28,45.52519937235573
2024-04-29,57.27363792006044
2024-04-30,61.6793023754497
2024-05-01,74.8962957416175
2024-05-02,54.33652828313426
2024-05-03,88.11328910778529
2024-05-04,91.05039874471146
2024-05-05,69.02207646776515
2024-05-06,74.8962957416175
2024-05-07,64.61641201237587
2024-05-08,121.89004993243631
2024-05-09,118.95294029551013
2024-05-10,105.73594692934235
2024-05-11,82.23906983393293
2024-05-12,93.98750838163764
2024-05-13,92.51895356317455
2024-05-14,130.70137884321485
2024-05-15,77.83340537854367
2024-05-16,69.02207646776515
2024-05-17,83.70762465239602
2024-05-18,77.83340537854367
2024-05-19,98.39317283702691
2024-05-20,73.4277409231544
2024-05-21,93.98750838163764
2024-05-22,89.58184392624837
2024-05-23,89.58184392624837
2024-05-24,66.08496683083897
2024-05-25,86.6447342893222
2024-05-26,95.45606320010073
2024-05-27,96.92461801856382
2024-05-28,77.83340537854367
2024-05-29,135.1070432986041
2024-05-30,91.05039874471146
2024-05-31,82.23906983393293
2024-06-01,61.6793023754497
2024-06-02,96.92461801856382
2024-06-03,52.867973464671174
2024-06-04,63.14785719391279
2024-06-05,69.02207646776515
2024-06-06,74.8962957416175
2024-06-07,58.74219273852353
2024-06-08,86.6447342893222
2024-06-09,66.08496683083897
2024-06-10,110.1416113847316
2024-06-11,76.36485056008058
2024-06-12,79.30196019700676
2024-06-13,99.86172765548999
2024-06-14,95.45606320010073
2024-06-15,48.46230900928191
2024-06-16,44.056644553892646
2024-06-17,77.83340537854367
2024-06-18,71.95918610469131
2024-06-19,63.14785719391279
2024-06-20,54.33652828313426
2024-06-21,44.056644553892646
2024-06-22,76.36485056008058
2024-06-23,89.58184392624837
2024-06-24,69.02207646776515
2024-06-25,64.61641201237587
2024-06-26,91.05039874471146
2024-06-27,71.95918610469131
2024-06-28,51.39941864620808
2024-06-29,108.67305656626851
2024-06-30,80.77051501546984
2024-07-01,102.79883729241617
2024-07-02,101.33028247395308
2024-07-03,80.77051501546984
2024-07-04,91.05039874471146
2024-07-05,55.80508310159735
2024-07-06,85.17617947085911
2024-07-07,85.17617947085911
2024-07-08,42.588089735429556
2024-07-09,51.39941864620808
2024-07-10,73.4277409231544
2024-07-11,82.23906983393293
2024-07-12,95.45606320010073
2024-07-13,66.08496683083897
2024-07-14,83.70762465239602
2024-07-15,48.46230900928191
2024-07-16,73.4277409231544
2024-07-17,69.02207646776515
2024-07-18,63.14785719391279
2024-07-19,88.11328910778529
2024-07-20,58.74219273852353
2024-07-21,51.39941864620808
2024-07-22,51.39941864620808
2024-07-23,54.33652828313426
2024-07-24,54.33652828313426
2024-07-25,49.93086382774499
2024-07-26,88.11328910778529
2024-07-27,96.92461801856382
2024-07-28,55.80508310159735
2024-07-29,42.588089735429556
2024-07-30,52.867973464671174
2024-07-31,85.17617947085911
2024-08-01,45.52519937235573
2024-08-02,51.39941864620808
2024-08-03,36.7138704615772
2024-08-04,55.80508310159735
2024-08-05,77.83340537854367
2024-08-06,79.30196019700676
2024-08-07,110.1416113847316
2024-08-08,80.77051501546984
2024-08-09,74.8962957416175
2024-08-10,77.83340537854367
2024-08-11,45.52519937235573
2024-08-12,88.11328910778529
2024-08-13,79.30196019700676
2024-08-14,46.99375419081882
2024-08-15,51.39941864620808
2024-08-16,38.18242528004029
2024-08-17,29.371096369261764
2024-08-18,72.04187660075267
2024-08-19,54.79043877438953
2024-08-20,56.29199881231058
2024-08-21,57.026276221542126
2024-08-22,45.7810785468632
2024-08-23,57.79355885023163
2024-08-24,64.5340764111474
2024-08-25,36.77171831933687
2024-08-26,38.27327835725792
2024-08-27,36.77171831933687
2024-08-28,63.03251637322634
2024-08-29,51.787318698547416
2024-08-30,99.06995728333168
2024-08-31,54.023156145700014
2024-09-01,59.29511888815269
2024-09-02,60.02939629738424
2024-09-03,48.0169159940158
2024-09-04,42.01067584233158
2024-09-05,58.527836259463186
2024-09-06,82.55279686620005
2024-09-07,76.54655671451584
2024-09-08,50.28575866062636
2024-09-09,69.03875652491057
2024-09-10,67.53719648698952
2024-09-11,64.5340764111474
2024-09-12,61.53095633530529
2024-09-13,63.03251637322634
2024-09-14,57.026276221542126
2024-09-15,86.29019435127373
2024-09-16,61.53095633530529
2024-09-17,92.07391544274132
2024-09-18,84.40108915584621
2024-09-19,49.106088236128706
2024-09-20,49.106088236128706
2024-09-21,56.778914523023815
2024-09-22,36.82956617709653
