Time,house_of_the_dragon
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,4.0
2022-07-21,6.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,3.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,5.0
2022-08-16,5.0
2022-08-17,5.0
2022-08-18,6.0
2022-08-19,9.0
2022-08-20,12.0
2022-08-21,54.0
2022-08-22,100.0
2022-08-23,42.0
2022-08-24,22.0
2022-08-25,15.0
2022-08-26,12.0
2022-08-27,15.0
2022-08-28,26.0
2022-08-29,47.959944751381215
2022-08-30,20.603591160220994
2022-08-31,12.062154696132596
2022-09-01,8.041436464088399
2022-09-02,8.33011049723757
2022-09-03,9.907458563535911
2022-09-04,16.082872928176798
2022-09-05,41.78453038674033
2022-09-06,18.73756906077348
2022-09-07,10.984806629834255
2022-09-08,8.041436464088399
2022-09-09,6.175414364640885
2022-09-10,7.752762430939226
2022-09-11,11.773480662983426
2022-09-12,38.052486187845304
2022-09-13,18.73756906077348
2022-09-14,11.273480662983426
2022-09-15,8.83011049723757
2022-09-16,6.964088397790055
2022-09-17,8.041436464088399
2022-09-18,10.984806629834255
2022-09-19,35.60911602209945
2022-09-20,16.082872928176798
2022-09-21,10.984806629834255
2022-09-22,8.041436464088399
2022-09-23,6.964088397790055
2022-09-24,7.252762430939226
2022-09-25,10.984806629834255
2022-09-26,36.18646408839779
2022-09-27,16.082872928176798
2022-09-28,9.814917127071823
2022-09-29,6.928176795580111
2022-09-30,5.773480662983426
2022-10-01,6.350828729281768
2022-10-02,9.814917127071823
2022-10-03,28.867403314917127
2022-10-04,14.433701657458563
2022-10-05,8.66022099447514
2022-10-06,6.928176795580111
2022-10-07,6.350828729281768
2022-10-08,6.928176795580111
2022-10-09,10.392265193370166
2022-10-10,38.10497237569061
2022-10-11,19.052486187845304
2022-10-12,12.124309392265193
2022-10-13,8.082872928176796
2022-10-14,7.505524861878453
2022-10-15,7.505524861878453
2022-10-16,12.124309392265193
2022-10-17,37.527624309392266
2022-10-18,17.32044198895028
2022-10-19,10.392265193370166
2022-10-20,8.082872928176796
2022-10-21,8.66022099447514
2022-10-22,11.546961325966851
2022-10-23,16.743093922651934
2022-10-24,57.73480662983425
2022-10-25,23.671270718232044
2022-10-26,15.011049723756907
2022-10-27,9.814917127071823
2022-10-28,8.082872928176796
2022-10-29,8.082872928176796
2022-10-30,8.082872928176796
2022-10-31,8.66022099447514
2022-11-01,5.196132596685083
2022-11-02,4.6187845303867405
2022-11-03,4.041436464088398
2022-11-04,4.041436464088398
2022-11-05,4.6187845303867405
2022-11-06,4.6187845303867405
2022-11-07,4.041436464088398
2022-11-08,2.886740331491713
2022-11-09,2.886740331491713
2022-11-10,2.886740331491713
2022-11-11,2.886740331491713
2022-11-12,2.886740331491713
2022-11-13,3.4640883977900554
2022-11-14,2.886740331491713
2022-11-15,2.3093922651933703
2022-11-16,2.3093922651933703
2022-11-17,2.3093922651933703
2022-11-18,1.7320441988950277
2022-11-19,2.3093922651933703
2022-11-20,2.3093922651933703
2022-11-21,2.3093922651933703
2022-11-22,1.7320441988950277
2022-11-23,1.7320441988950277
2022-11-24,2.3093922651933703
2022-11-25,2.3093922651933703
2022-11-26,2.3093922651933703
2022-11-27,2.886740331491713
2022-11-28,1.7320441988950277
2022-11-29,1.7320441988950277
2022-11-30,1.7320441988950277
2022-12-01,1.1546961325966851
2022-12-02,1.1546961325966851
2022-12-03,1.7320441988950277
2022-12-04,1.7320441988950277
2022-12-05,1.1546961325966851
2022-12-06,1.1546961325966851
2022-12-07,1.1546961325966851
2022-12-08,1.1546961325966851
2022-12-09,1.1546961325966851
2022-12-10,1.7320441988950277
2022-12-11,1.7320441988950277
2022-12-12,1.7320441988950277
2022-12-13,1.1546961325966851
2022-12-14,1.1546961325966851
2022-12-15,1.1546961325966851
2022-12-16,1.1546961325966851
2022-12-17,1.7320441988950277
2022-12-18,1.7320441988950277
2022-12-19,1.1546961325966851
2022-12-20,1.1546961325966851
2022-12-21,1.1546961325966851
2022-12-22,1.7320441988950277
2022-12-23,1.7320441988950277
2022-12-24,1.7320441988950277
2022-12-25,1.7320441988950277
2022-12-26,1.7320441988950277
2022-12-27,1.7320441988950277
2022-12-28,1.7320441988950277
2022-12-29,1.7320441988950277
2022-12-30,1.7320441988950277
2022-12-31,1.7320441988950277
2023-01-01,1.7320441988950277
2023-01-02,2.3093922651933703
2023-01-03,1.1546961325966851
2023-01-04,1.7320441988950277
2023-01-05,1.1546961325966851
2023-01-06,1.1546961325966851
2023-01-07,1.1546961325966851
2023-01-08,1.7320441988950277
2023-01-09,1.1546961325966851
2023-01-10,1.1546961325966851
2023-01-11,4.041436464088398
2023-01-12,1.7320441988950277
2023-01-13,1.1546961325966851
2023-01-14,1.7320441988950277
2023-01-15,1.7320441988950277
2023-01-16,1.7320441988950277
2023-01-17,1.1546961325966851
2023-01-18,1.1546961325966851
2023-01-19,1.1546961325966851
2023-01-20,1.1546961325966851
2023-01-21,1.1546961325966851
2023-01-22,1.7320441988950277
2023-01-23,1.1546961325966851
2023-01-24,1.1546961325966851
2023-01-25,1.1546961325966851
2023-01-26,1.1546961325966851
2023-01-27,1.1546961325966851
2023-01-28,1.1546961325966851
2023-01-29,1.1546961325966851
2023-01-30,1.1546961325966851
2023-01-31,1.1546961325966851
2023-02-01,1.1546961325966851
2023-02-02,1.1546961325966851
2023-02-03,1.1546961325966851
2023-02-04,1.1546961325966851
2023-02-05,1.1546961325966851
2023-02-06,1.1546961325966851
2023-02-07,0.5773480662983426
2023-02-08,0.5773480662983426
2023-02-09,1.1546961325966851
2023-02-10,0.5773480662983426
2023-02-11,1.1546961325966851
2023-02-12,1.1546961325966851
2023-02-13,0.5773480662983426
2023-02-14,0.5773480662983426
2023-02-15,0.5773480662983426
2023-02-16,0.5773480662983426
2023-02-17,1.1546961325966851
2023-02-18,1.1546961325966851
2023-02-19,1.1546961325966851
2023-02-20,1.1546961325966851
2023-02-21,1.1546961325966851
2023-02-22,1.1546961325966851
2023-02-23,1.1546961325966851
2023-02-24,1.1546961325966851
2023-02-25,1.1546961325966851
2023-02-26,1.1546961325966851
2023-02-27,1.1546961325966851
2023-02-28,0.5773480662983426
2023-03-01,0.5773480662983426
2023-03-02,0.5773480662983426
2023-03-03,0.5773480662983426
2023-03-04,0.5773480662983426
2023-03-05,1.1546961325966851
2023-03-06,0.5773480662983426
2023-03-07,0.5773480662983426
2023-03-08,0.5773480662983426
2023-03-09,0.5773480662983426
2023-03-10,0.5773480662983426
2023-03-11,1.1546961325966851
2023-03-12,1.1546961325966851
2023-03-13,1.1546961325966851
2023-03-14,1.1546961325966851
2023-03-15,0.5773480662983426
2023-03-16,0.5773480662983426
2023-03-17,0.5773480662983426
2023-03-18,1.1546961325966851
2023-03-19,1.1546961325966851
2023-03-20,1.1546961325966851
2023-03-21,0.5773480662983426
2023-03-22,0.5773480662983426
2023-03-23,0.5773480662983426
2023-03-24,0.5773480662983426
2023-03-25,0.5773480662983426
2023-03-26,1.1546961325966851
2023-03-27,0.5773480662983426
2023-03-28,0.5773480662983426
2023-03-29,0.5773480662983426
2023-03-30,0.5773480662983426
2023-03-31,0.5773480662983426
2023-04-01,0.5773480662983426
2023-04-02,0.5773480662983426
2023-04-03,0.5773480662983426
2023-04-04,0.5773480662983426
2023-04-05,0.5773480662983426
2023-04-06,0.5773480662983426
2023-04-07,0.5773480662983426
2023-04-08,0.5773480662983426
2023-04-09,0.5773480662983426
2023-04-10,0.5773480662983426
2023-04-11,0.5773480662983426
2023-04-12,0.5773480662983426
2023-04-13,0.5773480662983426
2023-04-14,0.5773480662983426
2023-04-15,0.5773480662983426
2023-04-16,1.1546961325966851
2023-04-17,0.5773480662983426
2023-04-18,0.5773480662983426
2023-04-19,0.5773480662983426
2023-04-20,0.5773480662983426
2023-04-21,0.5773480662983426
2023-04-22,0.5773480662983426
2023-04-23,1.1546961325966851
2023-04-24,0.5773480662983426
2023-04-25,0.5773480662983426
2023-04-26,0.5581031307550645
2023-04-27,0.5388581952117864
2023-04-28,0.5388581952117864
2023-04-29,0.6158379373848988
2023-04-30,0.6350828729281768
2023-05-01,0.5773480662983426
2023-05-02,0.5773480662983426
2023-05-03,0.5581031307550645
2023-05-04,0.5773480662983426
2023-05-05,0.5773480662983426
2023-05-06,0.5773480662983426
2023-05-07,0.9622467771639043
2023-05-08,0.5773480662983426
2023-05-09,0.5581031307550645
2023-05-10,0.5388581952117864
2023-05-11,0.5581031307550645
2023-05-12,0.5388581952117864
2023-05-13,0.5388581952117864
2023-05-14,0.6350828729281768
2023-05-15,0.5773480662983426
2023-05-16,0.5196132596685084
2023-05-17,0.5581031307550645
2023-05-18,0.5773480662983426
2023-05-19,0.5196132596685084
2023-05-20,0.5965930018416206
2023-05-21,0.6158379373848988
2023-05-22,0.6158379373848988
2023-05-23,0.6158379373848988
2023-05-24,0.5965930018416206
2023-05-25,0.6350828729281768
2023-05-26,0.8467771639042356
2023-05-27,1.0777163904235727
2023-05-28,0.8082872928176795
2023-05-29,0.9237569060773481
2023-05-30,0.692817679558011
2023-05-31,0.6158379373848987
2023-06-01,0.6158379373848987
2023-06-02,0.5773480662983425
2023-06-03,0.7697974217311233
2023-06-04,0.8467771639042356
2023-06-05,0.7313075506445672
2023-06-06,0.7313075506445672
2023-06-07,0.6158379373848987
2023-06-08,0.5388581952117864
2023-06-09,0.5773480662983425
2023-06-10,0.692817679558011
2023-06-11,0.7697974217311233
2023-06-12,0.6543278084714549
2023-06-13,0.5003683241252301
2023-06-14,0.5773480662983425
2023-06-15,0.5773480662983425
2023-06-16,0.5773480662983425
2023-06-17,0.7313075506445672
2023-06-18,0.7697974217311233
2023-06-19,0.7313075506445672
2023-06-20,0.6543278084714549
2023-06-21,0.6158379373848987
2023-06-22,0.6158379373848987
2023-06-23,0.6158379373848987
2023-06-24,0.6158379373848987
2023-06-25,1.1931860036832411
2023-06-26,0.9237569060773481
2023-06-27,0.7313075506445672
2023-06-28,0.6158379373848987
2023-06-29,0.5773480662983425
2023-06-30,0.6158379373848987
2023-07-01,0.6543278084714549
2023-07-02,0.7697974217311233
2023-07-03,0.692817679558011
2023-07-04,0.7313075506445672
2023-07-05,0.5773480662983425
2023-07-06,0.5773480662983425
2023-07-07,0.6158379373848987
2023-07-08,0.7313075506445672
2023-07-09,0.9237569060773481
2023-07-10,0.7697974217311233
2023-07-11,0.692817679558011
2023-07-12,0.7697974217311233
2023-07-13,0.7697974217311233
2023-07-14,0.8082872928176795
2023-07-15,0.8467771639042356
2023-07-16,0.9237569060773481
2023-07-17,0.7313075506445672
2023-07-18,0.6543278084714549
2023-07-19,0.6543278084714549
2023-07-20,0.5388581952117864
2023-07-21,0.6158379373848987
2023-07-22,0.5773480662983425
2023-07-23,0.7697974217311233
2023-07-24,0.6543278084714549
2023-07-25,0.6158379373848987
2023-07-26,0.5773480662983425
2023-07-27,0.5003683241252301
2023-07-28,0.6158379373848987
2023-07-29,0.6158379373848987
2023-07-30,0.692817679558011
2023-07-31,0.5773480662983425
2023-08-01,0.5773480662983425
2023-08-02,0.5388581952117864
2023-08-03,0.6158379373848987
2023-08-04,0.6543278084714549
2023-08-05,0.692817679558011
2023-08-06,0.692817679558011
2023-08-07,0.7697974217311233
2023-08-08,0.692817679558011
2023-08-09,0.692817679558011
2023-08-10,0.6158379373848987
2023-08-11,0.6158379373848987
2023-08-12,0.7313075506445672
2023-08-13,0.8852670349907918
2023-08-14,0.7697974217311233
2023-08-15,0.692817679558011
2023-08-16,0.7697974217311233
2023-08-17,0.7313075506445672
2023-08-18,0.692817679558011
2023-08-19,1.2701657458563536
2023-08-20,1.2316758747697973
2023-08-21,1.0007366482504603
2023-08-22,0.9622467771639042
2023-08-23,0.8467771639042356
2023-08-24,0.7313075506445672
2023-08-25,0.7313075506445672
2023-08-26,0.7313075506445672
2023-08-27,0.8852670349907918
2023-08-28,0.8852670349907918
2023-08-29,0.7313075506445672
2023-08-30,0.5388581952117864
2023-08-31,0.6543278084714549
2023-09-01,0.6158379373848987
2023-09-02,0.7313075506445672
2023-09-03,0.7697974217311233
2023-09-04,0.8467771639042356
2023-09-05,0.7697974217311233
2023-09-06,0.5773480662983425
2023-09-07,0.6158379373848987
2023-09-08,0.5388581952117864
2023-09-09,0.6543278084714549
2023-09-10,0.7697974217311233
2023-09-11,0.692817679558011
2023-09-12,0.5388581952117864
2023-09-13,0.6158379373848987
2023-09-14,0.5773480662983425
2023-09-15,0.692817679558011
2023-09-16,0.8852670349907918
2023-09-17,0.9237569060773481
2023-09-18,0.8082872928176795
2023-09-19,0.692817679558011
2023-09-20,0.692817679558011
2023-09-21,0.6543278084714549
2023-09-22,0.6543278084714549
2023-09-23,0.7313075506445672
2023-09-24,0.8467771639042356
2023-09-25,0.8082872928176795
2023-09-26,0.692817679558011
2023-09-27,0.692817679558011
2023-09-28,0.6543278084714549
2023-09-29,0.6543278084714549
2023-09-30,0.7313075506445672
2023-10-01,0.7313075506445672
2023-10-02,0.5773480662983425
2023-10-03,0.7313075506445672
2023-10-04,0.5773480662983425
2023-10-05,0.5773480662983425
2023-10-06,0.46187845303867403
2023-10-07,0.5773480662983425
2023-10-08,0.692817679558011
2023-10-09,0.6158379373848987
2023-10-10,0.5003683241252301
2023-10-11,0.5773480662983425
2023-10-12,0.6158379373848987
2023-10-13,0.5388581952117864
2023-10-14,0.5773480662983425
2023-10-15,0.6543278084714549
2023-10-16,0.5388581952117864
2023-10-17,0.5388581952117864
2023-10-18,0.46187845303867403
2023-10-19,0.5003683241252301
2023-10-20,0.4233885819521178
2023-10-21,0.6158379373848987
2023-10-22,0.8082872928176795
2023-10-23,0.6158379373848987
2023-10-24,0.5388581952117864
2023-10-25,0.4233885819521178
2023-10-26,0.5003683241252301
2023-10-27,0.5388581952117864
2023-10-28,0.5388581952117864
2023-10-29,0.5773480662983425
2023-10-30,0.5388581952117864
2023-10-31,0.5388581952117864
2023-11-01,0.5003683241252301
2023-11-02,0.692817679558011
2023-11-03,0.7313075506445672
2023-11-04,0.692817679558011
2023-11-05,0.7697974217311233
2023-11-06,0.7313075506445672
2023-11-07,0.6543278084714549
2023-11-08,0.6158379373848987
2023-11-09,0.6158379373848987
2023-11-10,0.5388581952117864
2023-11-11,0.6158379373848987
2023-11-12,0.7313075506445672
2023-11-13,0.5388581952117864
2023-11-14,0.5773480662983425
2023-11-15,0.6158379373848987
2023-11-16,0.6158379373848987
2023-11-17,0.5773480662983425
2023-11-18,0.5773480662983425
2023-11-19,0.6543278084714549
2023-11-20,0.7697974217311233
2023-11-21,0.692817679558011
2023-11-22,0.7313075506445672
2023-11-23,0.8082872928176795
2023-11-24,0.7313075506445672
2023-11-25,0.8467771639042356
2023-11-26,0.8082872928176795
2023-11-27,0.7313075506445672
2023-11-28,0.692817679558011
2023-11-29,0.6158379373848987
2023-11-30,0.5388581952117864
2023-12-01,0.8467771639042356
2023-12-02,2.925230202578269
2023-12-03,3.8489871086556167
2023-12-04,3.8489871086556167
2023-12-05,2.3478821362799263
2023-12-06,1.5780847145488028
2023-12-07,1.4626151012891344
2023-12-08,0.8082872928176795
2023-12-09,0.9237569060773481
2023-12-10,1.154696132596685
2023-12-11,0.8082872928176795
2023-12-12,0.8852670349907918
2023-12-13,0.7697974217311233
2023-12-14,0.6543278084714549
2023-12-15,0.6543278084714549
2023-12-16,0.692817679558011
2023-12-17,0.7697974217311233
2023-12-18,0.692817679558011
2023-12-19,0.7697974217311233
2023-12-20,0.7313075506445672
2023-12-21,0.7313075506445672
2023-12-22,0.5581031307550645
2023-12-23,0.5773480662983426
2023-12-24,0.8660220994475138
2023-12-25,0.8467771639042357
2023-12-26,0.9814917127071823
2023-12-27,0.9237569060773481
2023-12-28,0.9430018416206262
2023-12-29,0.9237569060773481
2023-12-30,1.0199815837937385
2023-12-31,0.9430018416206262
2024-01-01,0.9430018416206262
2024-01-02,0.9430018416206262
2024-01-03,0.9430018416206262
2024-01-04,0.8660220994475138
2024-01-05,0.9045119705340701
2024-01-06,0.9430018416206262
2024-01-07,1.0199815837937385
2024-01-08,0.8852670349907918
2024-01-09,0.8660220994475138
2024-01-10,0.8660220994475138
2024-01-11,0.8275322283609576
2024-01-12,0.8660220994475138
2024-01-13,0.8852670349907918
2024-01-14,0.9045119705340701
2024-01-15,0.9237569060773481
2024-01-16,0.9237569060773481
2024-01-17,0.8275322283609576
2024-01-18,0.5965930018416207
2024-01-19,0.5773480662983426
2024-01-20,0.8275322283609576
2024-01-21,0.9237569060773482
2024-01-22,0.9237569060773482
2024-01-23,0.9237569060773482
2024-01-24,0.9237569060773482
2024-01-25,0.9237569060773482
2024-01-26,0.4618784530386741
2024-01-27,0.9237569060773482
2024-01-28,0.9237569060773482
2024-01-29,0.9237569060773482
2024-01-30,0.9237569060773482
2024-01-31,0.9237569060773482
2024-02-01,0.4618784530386741
2024-02-02,0.9237569060773482
2024-02-03,0.9237569060773482
2024-02-04,0.9237569060773482
2024-02-05,0.9237569060773482
2024-02-06,0.4618784530386741
2024-02-07,0.4618784530386741
2024-02-08,0.4618784530386741
2024-02-09,0.4618784530386741
2024-02-10,0.9237569060773482
2024-02-11,0.9237569060773482
2024-02-12,0.4618784530386741
2024-02-13,0.4618784530386741
2024-02-14,0.4618784530386741
2024-02-15,0.4618784530386741
2024-02-16,0.4618784530386741
2024-02-17,0.9237569060773482
2024-02-18,0.9237569060773482
2024-02-19,0.9237569060773482
2024-02-20,0.4618784530386741
2024-02-21,0.4618784530386741
2024-02-22,0.4618784530386741
2024-02-23,0.4618784530386741
2024-02-24,0.9237569060773482
2024-02-25,0.9237569060773482
2024-02-26,0.4618784530386741
2024-02-27,0.4618784530386741
2024-02-28,0.4618784530386741
2024-02-29,0.4618784530386741
2024-03-01,0.4618784530386741
2024-03-02,0.4618784530386741
2024-03-03,0.9237569060773482
2024-03-04,0.9237569060773482
2024-03-05,0.9237569060773482
2024-03-06,0.9237569060773482
2024-03-07,0.4618784530386741
2024-03-08,0.4618784530386741
2024-03-09,0.4618784530386741
2024-03-10,0.9237569060773482
2024-03-11,0.4618784530386741
2024-03-12,0.4618784530386741
2024-03-13,0.4618784530386741
2024-03-14,0.4618784530386741
2024-03-15,0.4618784530386741
2024-03-16,0.9237569060773482
2024-03-17,0.9237569060773482
2024-03-18,0.9237569060773482
2024-03-19,0.9237569060773482
2024-03-20,1.3856353591160222
2024-03-21,2.3093922651933703
2024-03-22,2.3093922651933703
2024-03-23,1.8475138121546963
2024-03-24,2.3093922651933703
2024-03-25,1.8475138121546963
2024-03-26,1.3856353591160222
2024-03-27,1.3856353591160222
2024-03-28,1.3856353591160222
2024-03-29,0.9237569060773482
2024-03-30,0.9237569060773482
2024-03-31,1.3856353591160222
2024-04-01,0.9237569060773482
2024-04-02,0.9237569060773482
2024-04-03,0.9237569060773482
2024-04-04,0.9237569060773482
2024-04-05,0.9237569060773482
2024-04-06,0.9237569060773482
2024-04-07,0.9237569060773482
2024-04-08,0.9237569060773482
2024-04-09,0.9237569060773482
2024-04-10,0.9237569060773482
2024-04-11,0.9237569060773482
2024-04-12,0.9237569060773482
2024-04-13,0.9237569060773482
2024-04-14,0.9237569060773482
2024-04-15,0.9237569060773482
2024-04-16,0.4618784530386741
2024-04-17,0.4618784530386741
2024-04-18,0.4618784530386741
2024-04-19,0.4618784530386741
2024-04-20,0.9237569060773482
2024-04-21,0.9237569060773482
2024-04-22,0.9237569060773482
2024-04-23,0.9237569060773482
2024-04-24,0.9237569060773482
2024-04-25,0.9237569060773482
2024-04-26,0.9237569060773482
2024-04-27,0.9237569060773482
2024-04-28,0.9237569060773482
2024-04-29,0.9237569060773482
2024-04-30,0.9237569060773482
2024-05-01,0.9237569060773482
2024-05-02,0.9237569060773482
2024-05-03,0.9237569060773482
2024-05-04,0.9237569060773482
2024-05-05,0.9237569060773482
2024-05-06,0.9237569060773482
2024-05-07,0.9237569060773482
2024-05-08,0.9237569060773482
2024-05-09,0.9237569060773482
2024-05-10,0.9237569060773482
2024-05-11,0.9237569060773482
2024-05-12,1.3856353591160222
2024-05-13,1.3856353591160222
2024-05-14,1.8475138121546963
2024-05-15,1.8475138121546963
2024-05-16,1.8475138121546963
2024-05-17,1.3856353591160222
2024-05-18,1.8475138121546963
2024-05-19,1.8475138121546963
2024-05-20,1.8475138121546963
2024-05-21,1.3856353591160222
2024-05-22,1.3856353591160222
2024-05-23,1.3856353591160222
2024-05-24,1.3856353591160222
2024-05-25,1.8475138121546963
2024-05-26,2.3093922651933703
2024-05-27,2.3093922651933703
2024-05-28,2.3093922651933703
2024-05-29,1.8475138121546963
2024-05-30,1.8475138121546963
2024-05-31,1.8475138121546963
2024-06-01,2.7712707182320444
2024-06-02,4.156906077348067
2024-06-03,3.6950276243093927
2024-06-04,4.6187845303867405
2024-06-05,4.156906077348067
2024-06-06,4.156906077348067
2024-06-07,4.6187845303867405
2024-06-08,5.542541436464089
2024-06-09,6.928176795580112
2024-06-10,6.928176795580112
2024-06-11,6.466298342541437
2024-06-12,6.466298342541437
2024-06-13,6.928176795580112
2024-06-14,6.928176795580112
2024-06-15,8.775690607734807
2024-06-16,29.098342541436466
2024-06-17,46.187845303867405
2024-06-18,17.089502762430943
2024-06-19,11.546961325966851
2024-06-20,8.313812154696134
2024-06-21,7.390055248618785
2024-06-22,7.851933701657459
2024-06-23,13.856353591160223
2024-06-24,25.86519337016575
2024-06-25,10.16132596685083
2024-06-26,6.928176795580112
2024-06-27,6.004419889502763
2024-06-28,4.6187845303867405
2024-06-29,5.080662983425415
2024-06-30,8.313812154696134
2024-07-01,20.784530386740332
2024-07-02,8.775690607734807
2024-07-03,6.928176795580112
2024-07-04,6.928176795580112
2024-07-05,5.080662983425415
2024-07-06,5.542541436464089
2024-07-07,9.237569060773481
2024-07-08,28.636464088397794
2024-07-09,12.932596685082874
2024-07-10,8.313812154696134
2024-07-11,6.928176795580112
2024-07-12,6.004419889502763
2024-07-13,6.004419889502763
2024-07-14,8.775690607734807
2024-07-15,18.937016574585638
2024-07-16,8.313812154696134
2024-07-17,6.466298342541437
2024-07-18,5.080662983425415
2024-07-19,4.156906077348067
2024-07-20,5.080662983425415
2024-07-21,8.313812154696134
2024-07-22,22.170165745856355
2024-07-23,9.237569060773481
2024-07-24,6.466298342541437
2024-07-25,5.080662983425415
2024-07-26,4.156906077348067
2024-07-27,4.156906077348067
2024-07-28,7.851933701657459
2024-07-29,24.479558011049726
2024-07-30,10.16132596685083
2024-07-31,7.390055248618785
2024-08-01,6.928176795580112
2024-08-02,5.080662983425415
2024-08-03,6.004419889502763
2024-08-04,10.623204419889504
2024-08-05,41.10718232044199
2024-08-06,14.318232044198897
2024-08-07,8.313812154696134
2024-08-08,6.004419889502763
2024-08-09,5.542541436464089
2024-08-10,5.080662983425415
2024-08-11,6.004419889502763
2024-08-12,7.390055248618785
2024-08-13,4.156906077348067
2024-08-14,3.6950276243093927
2024-08-15,3.2331491712707185
2024-08-16,2.7712707182320444
