Time,connections
2023-08-11,556.5217391304349
2023-08-12,612.1739130434784
2023-08-13,626.0869565217392
2023-08-14,542.608695652174
2023-08-15,570.4347826086957
2023-08-16,612.1739130434784
2023-08-17,570.4347826086957
2023-08-18,598.2608695652175
2023-08-19,556.5217391304349
2023-08-20,570.4347826086957
2023-08-21,598.2608695652175
2023-08-22,570.4347826086957
2023-08-23,584.3478260869566
2023-08-24,556.5217391304349
2023-08-25,556.5217391304349
2023-08-26,612.1739130434784
2023-08-27,626.0869565217392
2023-08-28,542.608695652174
2023-08-29,681.7391304347826
2023-08-30,667.8260869565217
2023-08-31,612.1739130434784
2023-09-01,653.913043478261
2023-09-02,570.4347826086957
2023-09-03,612.1739130434784
2023-09-04,598.2608695652175
2023-09-05,570.4347826086957
2023-09-06,598.2608695652175
2023-09-07,612.1739130434784
2023-09-08,667.8260869565217
2023-09-09,640.0000000000001
2023-09-10,653.913043478261
2023-09-11,765.2173913043479
2023-09-12,695.6521739130435
2023-09-13,667.8260869565217
2023-09-14,612.1739130434784
2023-09-15,640.0000000000001
2023-09-16,667.8260869565217
2023-09-17,723.4782608695652
2023-09-18,709.5652173913044
2023-09-19,723.4782608695652
2023-09-20,709.5652173913044
2023-09-21,737.3913043478261
2023-09-22,793.0434782608696
2023-09-23,681.7391304347826
2023-09-24,709.5652173913044
2023-09-25,793.0434782608696
2023-09-26,737.3913043478261
2023-09-27,737.3913043478261
2023-09-28,751.304347826087
2023-09-29,681.7391304347826
2023-09-30,667.8260869565217
2023-10-01,695.6521739130435
2023-10-02,737.3913043478261
2023-10-03,709.5652173913044
2023-10-04,695.6521739130435
2023-10-05,765.2173913043479
2023-10-06,806.9565217391305
2023-10-07,806.9565217391305
2023-10-08,834.7826086956522
2023-10-09,862.608695652174
2023-10-10,932.1739130434784
2023-10-11,751.304347826087
2023-10-12,890.4347826086957
2023-10-13,834.7826086956522
2023-10-14,681.7391304347826
2023-10-15,695.6521739130435
2023-10-16,793.0434782608696
2023-10-17,890.4347826086957
2023-10-18,848.6956521739131
2023-10-19,918.2608695652175
2023-10-20,862.608695652174
2023-10-21,848.6956521739131
2023-10-22,876.5217391304349
2023-10-23,862.608695652174
2023-10-24,848.6956521739131
2023-10-25,862.608695652174
2023-10-26,918.2608695652175
2023-10-27,918.2608695652175
2023-10-28,695.6521739130435
2023-10-29,765.2173913043479
2023-10-30,932.1739130434784
2023-10-31,987.8260869565219
2023-11-01,890.4347826086957
2023-11-02,848.6956521739131
2023-11-03,1015.6521739130436
2023-11-04,862.608695652174
2023-11-05,848.6956521739131
2023-11-06,1043.4782608695652
2023-11-07,932.1739130434784
2023-11-08,973.913043478261
2023-11-09,973.913043478261
2023-11-10,793.0434782608696
2023-11-11,960.0000000000001
2023-11-12,862.608695652174
2023-11-13,904.3478260869566
2023-11-14,834.7826086956522
2023-11-15,987.8260869565219
2023-11-16,1029.5652173913045
2023-11-17,904.3478260869566
2023-11-18,806.9565217391305
2023-11-19,779.1304347826087
2023-11-20,890.4347826086957
2023-11-21,890.4347826086957
2023-11-22,1015.6521739130436
2023-11-23,1029.5652173913045
2023-11-24,1029.5652173913045
2023-11-25,918.2608695652175
2023-11-26,834.7826086956522
2023-11-27,820.8695652173914
2023-11-28,973.913043478261
2023-11-29,1043.4782608695652
2023-11-30,1154.7826086956522
2023-12-01,932.1739130434784
2023-12-02,904.3478260869566
2023-12-03,876.5217391304349
2023-12-04,904.3478260869566
2023-12-05,1043.4782608695652
2023-12-06,1140.8695652173915
2023-12-07,1126.9565217391305
2023-12-08,1182.608695652174
2023-12-09,946.0869565217392
2023-12-10,1029.5652173913045
2023-12-11,1057.3913043478262
2023-12-12,1113.0434782608697
2023-12-13,1099.1304347826087
2023-12-14,904.3478260869566
2023-12-15,918.2608695652175
2023-12-16,806.9565217391305
2023-12-17,987.8260869565219
2023-12-18,960.0000000000001
2023-12-19,987.8260869565219
2023-12-20,960.0000000000001
2023-12-21,1057.3913043478262
2023-12-22,1024.9275362318842
2023-12-23,1017.9710144927537
2023-12-24,1157.1014492753625
2023-12-25,1189.5652173913045
2023-12-26,1164.057971014493
2023-12-27,1094.4927536231885
2023-12-28,992.4637681159422
2023-12-29,1087.536231884058
2023-12-30,1131.594202898551
2023-12-31,1087.536231884058
2024-01-01,885.7971014492755
2024-01-02,955.3623188405799
2024-01-03,1068.985507246377
2024-01-04,1087.536231884058
2024-01-05,1113.0434782608697
2024-01-06,1087.536231884058
2024-01-07,1113.0434782608697
2024-01-08,1024.9275362318842
2024-01-09,1062.0289855072465
2024-01-10,1006.376811594203
2024-01-11,948.4057971014495
2024-01-12,1131.594202898551
2024-01-13,1113.0434782608697
2024-01-14,966.9565217391305
2024-01-15,1017.9710144927537
2024-01-16,1138.5507246376815
2024-01-17,1391.304347826087
2024-01-18,1245.217391304348
2024-01-19,1182.608695652174
2024-01-20,1113.0434782608697
2024-01-21,1089.8550724637682
2024-01-22,1043.4782608695655
2024-01-23,1252.1739130434785
2024-01-24,1136.2318840579712
2024-01-25,1275.36231884058
2024-01-26,1182.608695652174
2024-01-27,1182.608695652174
2024-01-28,1089.8550724637682
2024-01-29,1252.1739130434785
2024-01-30,1205.7971014492755
2024-01-31,1228.985507246377
2024-02-01,1391.3043478260872
2024-02-02,1136.2318840579712
2024-02-03,1043.4782608695655
2024-02-04,1205.7971014492755
2024-02-05,1321.7391304347827
2024-02-06,1344.9275362318842
2024-02-07,1321.7391304347827
2024-02-08,1530.434782608696
2024-02-09,1507.2463768115945
2024-02-10,1368.1159420289857
2024-02-11,1344.9275362318842
2024-02-12,1368.1159420289857
2024-02-13,1391.3043478260872
2024-02-14,1553.6231884057972
2024-02-15,1553.6231884057972
2024-02-16,1530.434782608696
2024-02-17,1344.9275362318842
2024-02-18,1159.4202898550727
2024-02-19,1298.5507246376815
2024-02-20,1530.434782608696
2024-02-21,1600.0000000000002
2024-02-22,1576.8115942028987
2024-02-23,1600.0000000000002
2024-02-24,1252.1739130434785
2024-02-25,1298.5507246376815
2024-02-26,1298.5507246376815
2024-02-27,1414.4927536231887
2024-02-28,1484.057971014493
2024-02-29,1298.5507246376815
2024-03-01,1344.9275362318842
2024-03-02,1414.4927536231887
2024-03-03,1414.4927536231887
2024-03-04,1298.5507246376815
2024-03-05,1692.753623188406
2024-03-06,1553.6231884057972
2024-03-07,1553.6231884057972
2024-03-08,1623.1884057971017
2024-03-09,1437.68115942029
2024-03-10,1344.9275362318842
2024-03-11,1391.3043478260872
2024-03-12,1344.9275362318842
2024-03-13,1530.434782608696
2024-03-14,1623.1884057971017
2024-03-15,1576.8115942028987
2024-03-16,1252.1739130434785
2024-03-17,1182.608695652174
2024-03-18,1460.8695652173915
2024-03-19,1762.3188405797105
2024-03-20,1762.3188405797105
2024-03-21,1669.5652173913045
2024-03-22,1785.507246376812
2024-03-23,1321.7391304347827
2024-03-24,1275.36231884058
2024-03-25,1530.434782608696
2024-03-26,1414.4927536231887
2024-03-27,1623.1884057971017
2024-03-28,1669.5652173913045
2024-03-29,1576.8115942028987
2024-03-30,1553.6231884057972
2024-03-31,1414.4927536231887
2024-04-01,2318.8405797101454
2024-04-02,1715.9420289855075
2024-04-03,1808.6956521739132
2024-04-04,1460.8695652173915
2024-04-05,1646.3768115942032
2024-04-06,1460.8695652173915
2024-04-07,1321.7391304347827
2024-04-08,1530.434782608696
2024-04-09,1646.3768115942032
2024-04-10,1692.753623188406
2024-04-11,1692.753623188406
2024-04-12,1530.434782608696
2024-04-13,1182.608695652174
2024-04-14,1228.985507246377
2024-04-15,1437.68115942029
2024-04-16,1576.8115942028987
2024-04-17,1507.2463768115945
2024-04-18,1507.2463768115945
2024-04-19,1507.2463768115945
2024-04-20,1391.3043478260872
2024-04-21,1484.057971014493
2024-04-22,1414.4927536231887
2024-04-23,1484.057971014493
2024-04-24,1692.753623188406
2024-04-25,1646.3768115942032
2024-04-26,1460.8695652173915
2024-04-27,1298.5507246376815
2024-04-28,1228.985507246377
2024-04-29,1507.2463768115945
2024-04-30,1321.7391304347827
2024-05-01,1762.3188405797105
2024-05-02,1762.3188405797105
2024-05-03,1530.434782608696
2024-05-04,1344.9275362318842
2024-05-05,1344.9275362318842
2024-05-06,1507.2463768115945
2024-05-07,1692.753623188406
2024-05-08,1530.434782608696
2024-05-09,1530.434782608696
2024-05-10,1576.8115942028987
2024-05-11,1484.057971014493
2024-05-12,1437.68115942029
2024-05-13,1646.3768115942032
2024-05-14,1460.8695652173915
2024-05-15,1460.8695652173915
2024-05-16,1530.434782608696
2024-05-17,1646.3768115942032
2024-05-18,1507.2463768115945
2024-05-19,1298.5507246376815
2024-05-20,1298.5507246376815
2024-05-21,1437.68115942029
2024-05-22,1344.9275362318842
2024-05-23,1530.434782608696
2024-05-24,1530.434782608696
2024-05-25,1089.8550724637682
2024-05-26,1066.6666666666667
2024-05-27,1414.4927536231887
2024-05-28,1414.4927536231887
2024-05-29,1275.36231884058
2024-05-30,1205.7971014492755
2024-05-31,1344.9275362318842
2024-06-01,1182.608695652174
2024-06-02,1228.985507246377
2024-06-03,1298.5507246376815
2024-06-04,1228.985507246377
2024-06-05,1298.5507246376815
2024-06-06,1136.2318840579712
2024-06-07,1020.289855072464
2024-06-08,1113.0434782608697
2024-06-09,1159.4202898550727
2024-06-10,1113.0434782608697
2024-06-11,1113.0434782608697
2024-06-12,1414.4927536231887
2024-06-13,1298.5507246376815
2024-06-14,1228.985507246377
2024-06-15,1275.36231884058
2024-06-16,1159.4202898550727
2024-06-17,1182.608695652174
2024-06-18,1159.4202898550727
2024-06-19,1159.4202898550727
2024-06-20,1252.1739130434785
2024-06-21,1113.0434782608697
2024-06-22,1066.6666666666667
2024-06-23,1275.36231884058
2024-06-24,1228.985507246377
2024-06-25,1113.0434782608697
2024-06-26,1089.8550724637682
2024-06-27,1136.2318840579712
2024-06-28,1020.289855072464
2024-06-29,857.9710144927537
2024-06-30,1159.4202898550727
2024-07-01,1182.608695652174
2024-07-02,1113.0434782608697
2024-07-03,1113.0434782608697
2024-07-04,1020.289855072464
2024-07-05,1368.1159420289857
2024-07-06,1136.2318840579712
2024-07-07,1228.985507246377
2024-07-08,997.1014492753625
2024-07-09,1205.7971014492755
2024-07-10,997.1014492753625
2024-07-11,973.913043478261
2024-07-12,1182.608695652174
2024-07-13,997.1014492753625
2024-07-14,927.5362318840581
2024-07-15,881.1594202898552
2024-07-16,973.913043478261
2024-07-17,1043.4782608695655
2024-07-18,1020.289855072464
2024-07-19,834.7826086956522
2024-07-20,881.1594202898552
2024-07-21,997.1014492753625
2024-07-22,1066.6666666666667
2024-07-23,1066.6666666666667
2024-07-24,927.5362318840581
2024-07-25,1020.289855072464
2024-07-26,1043.4782608695655
2024-07-27,1020.289855072464
2024-07-28,1020.289855072464
2024-07-29,1043.4782608695655
2024-07-30,904.3478260869566
2024-07-31,927.5362318840581
2024-08-01,857.9710144927537
2024-08-02,1113.0434782608697
2024-08-03,1020.289855072464
2024-08-04,950.7246376811596
2024-08-05,765.217391304348
2024-08-06,834.7826086956522
2024-08-07,950.7246376811596
2024-08-08,788.4057971014494
2024-08-09,997.1014492753625
2024-08-10,1066.6666666666667
2024-08-11,904.3478260869566
2024-08-12,881.1594202898552
2024-08-13,927.5362318840581
2024-08-14,927.5362318840581
2024-08-15,1043.4782608695655
2024-08-16,834.7826086956522
2024-08-17,765.217391304348
2024-08-18,929.5194508009155
2024-08-19,1064.6834477498096
2024-08-20,1089.3974065598782
2024-08-21,1114.1113653699467
2024-08-22,1089.3974065598782
2024-08-23,1089.3974065598782
2024-08-24,947.6735316552251
2024-08-25,922.9595728451566
2024-08-26,936.0793287566744
2024-08-27,997.1014492753625
2024-08-28,1095.9572845156372
2024-08-29,1224.5614035087722
2024-08-30,1071.2433257055684
2024-08-31,954.2334096109842
2024-09-01,1015.2555301296723
2024-09-02,1003.6613272311215
2024-09-03,1089.3974065598782
2024-09-04,1132.2654462242565
2024-09-05,1071.2433257055684
2024-09-06,997.1014492753625
2024-09-07,837.2234935163998
2024-09-08,922.9595728451566
2024-09-09,1021.8154080854312
2024-09-10,1156.9794050343253
2024-09-11,1064.6834477498096
2024-09-12,1114.1113653699467
2024-09-13,1188.2532418001526
2024-09-14,1114.1113653699467
2024-09-15,812.5095347063311
