Time,alabama_football
2022-04-27,1.0
2022-04-28,1.0
2022-04-29,1.0
2022-04-30,1.0
2022-05-01,1.0
2022-05-02,1.0
2022-05-03,1.0
2022-05-04,1.0
2022-05-05,1.0
2022-05-06,1.0
2022-05-07,1.0
2022-05-08,1.0
2022-05-09,1.0
2022-05-10,1.0
2022-05-11,1.0
2022-05-12,1.0
2022-05-13,1.0
2022-05-14,1.0
2022-05-15,1.0
2022-05-16,1.0
2022-05-17,1.0
2022-05-18,1.0
2022-05-19,2.0
2022-05-20,1.0
2022-05-21,1.0
2022-05-22,1.0
2022-05-23,1.0
2022-05-24,1.0
2022-05-25,1.0
2022-05-26,1.0
2022-05-27,1.0
2022-05-28,1.0
2022-05-29,1.0
2022-05-30,1.0
2022-05-31,1.0
2022-06-01,1.0
2022-06-02,1.0
2022-06-03,1.0
2022-06-04,1.0
2022-06-05,1.0
2022-06-06,1.0
2022-06-07,1.0
2022-06-08,1.0
2022-06-09,1.0
2022-06-10,1.0
2022-06-11,1.0
2022-06-12,1.0
2022-06-13,1.0
2022-06-14,1.0
2022-06-15,1.0
2022-06-16,1.0
2022-06-17,1.0
2022-06-18,1.0
2022-06-19,1.0
2022-06-20,1.0
2022-06-21,1.0
2022-06-22,1.0
2022-06-23,1.0
2022-06-24,1.0
2022-06-25,1.0
2022-06-26,1.0
2022-06-27,1.0
2022-06-28,1.0
2022-06-29,1.0
2022-06-30,1.0
2022-07-01,1.0
2022-07-02,1.0
2022-07-03,1.0
2022-07-04,1.0
2022-07-05,1.0
2022-07-06,1.0
2022-07-07,1.0
2022-07-08,1.0
2022-07-09,1.0
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,2.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,2.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,2.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,3.0
2022-08-14,3.0
2022-08-15,3.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,3.0
2022-08-20,4.0
2022-08-21,3.0
2022-08-22,3.0
2022-08-23,3.0
2022-08-24,3.0
2022-08-25,3.0
2022-08-26,3.0
2022-08-27,7.0
2022-08-28,6.0
2022-08-29,4.0
2022-08-30,4.0
2022-08-31,4.0
2022-09-01,5.0
2022-09-02,6.0
2022-09-03,29.5
2022-09-04,37.0
2022-09-05,6.5
2022-09-06,5.0
2022-09-07,4.0
2022-09-08,4.0
2022-09-09,6.0
2022-09-10,82.0
2022-09-11,15.0
2022-09-12,6.0
2022-09-13,4.0
2022-09-14,4.0
2022-09-15,4.0
2022-09-16,5.5
2022-09-17,44.5
2022-09-18,15.0
2022-09-19,5.0
2022-09-20,4.0
2022-09-21,3.5
2022-09-22,4.0
2022-09-23,5.0
2022-09-24,29.0
2022-09-25,29.0
2022-09-26,5.0
2022-09-27,3.5
2022-09-28,3.0
2022-09-29,3.0
2022-09-30,5.0
2022-10-01,44.0
2022-10-02,18.0
2022-10-03,5.0
2022-10-04,4.0
2022-10-05,3.0
2022-10-06,4.0
2022-10-07,6.0
2022-10-08,29.0
2022-10-09,64.0
2022-10-10,7.0
2022-10-11,5.0
2022-10-12,4.0
2022-10-13,5.0
2022-10-14,6.0
2022-10-15,100.0
2022-10-16,38.0
2022-10-17,8.0
2022-10-18,5.0
2022-10-19,4.0
2022-10-20,5.0
2022-10-21,7.0
2022-10-22,34.0
2022-10-23,37.0
2022-10-24,5.0
2022-10-25,4.0
2022-10-26,3.0
2022-10-27,3.0
2022-10-28,4.0
2022-10-29,24.0
2022-10-30,12.0
2022-10-31,4.0
2022-11-01,3.0
2022-11-02,4.0
2022-11-03,3.0
2022-11-04,5.0
2022-11-05,31.0
2022-11-06,67.0
2022-11-07,6.0
2022-11-08,3.0
2022-11-09,3.0
2022-11-10,3.0
2022-11-11,4.0
2022-11-12,41.0
2022-11-13,25.0
2022-11-14,4.0
2022-11-15,3.0
2022-11-16,3.0
2022-11-17,3.0
2022-11-18,4.0
2022-11-19,32.0
2022-11-20,11.0
2022-11-21,3.0
2022-11-22,3.0
2022-11-23,3.0
2022-11-24,4.0
2022-11-25,6.0
2022-11-26,31.0
2022-11-27,18.0
2022-11-28,4.0
2022-11-29,3.0
2022-11-30,3.0
2022-12-01,2.0
2022-12-02,3.0
2022-12-03,14.0
2022-12-04,14.0
2022-12-05,4.0
2022-12-06,3.0
2022-12-07,2.0
2022-12-08,2.0
2022-12-09,2.0
2022-12-10,3.0
2022-12-11,2.0
2022-12-12,2.0
2022-12-13,2.0
2022-12-14,2.0
2022-12-15,2.0
2022-12-16,2.0
2022-12-17,3.0
2022-12-18,2.0
2022-12-19,2.0
2022-12-20,2.0
2022-12-21,3.0
2022-12-22,4.0
2022-12-23,2.0
2022-12-24,2.0
2022-12-25,2.0
2022-12-26,2.0
2022-12-27,2.0
2022-12-28,3.0
2022-12-29,3.0
2022-12-30,4.0
2022-12-31,38.0
2023-01-01,9.0
2023-01-02,3.0
2023-01-03,2.0
2023-01-04,2.0
2023-01-05,2.0
2023-01-06,2.0
2023-01-07,2.0
2023-01-08,2.0
2023-01-09,2.0
2023-01-10,5.0
2023-01-11,2.0
2023-01-12,2.0
2023-01-13,2.0
2023-01-14,2.0
2023-01-15,3.0
2023-01-16,2.0
2023-01-17,2.0
2023-01-18,2.0
2023-01-19,1.0
2023-01-20,1.0
2023-01-21,1.0
2023-01-22,1.0
2023-01-23,1.0
2023-01-24,2.0
2023-01-25,1.0
2023-01-26,1.0
2023-01-27,1.0
2023-01-28,2.0
2023-01-29,1.0
2023-01-30,1.0
2023-01-31,1.0
2023-02-01,1.0
2023-02-02,1.0
2023-02-03,2.0
2023-02-04,2.0
2023-02-05,1.0
2023-02-06,1.0
2023-02-07,1.0
2023-02-08,1.0
2023-02-09,1.0
2023-02-10,1.0
2023-02-11,1.0
2023-02-12,1.0
2023-02-13,1.0
2023-02-14,1.0
2023-02-15,1.0
2023-02-16,1.0
2023-02-17,1.0
2023-02-18,1.0
2023-02-19,1.0
2023-02-20,1.0
2023-02-21,1.0
2023-02-22,1.0
2023-02-23,1.0
2023-02-24,1.0
2023-02-25,1.0
2023-02-26,1.0
2023-02-27,1.0
2023-02-28,1.0
2023-03-01,1.0
2023-03-02,1.0
2023-03-03,1.0
2023-03-04,1.0
2023-03-05,1.0
2023-03-06,1.0
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,1.0
2023-03-12,1.0
2023-03-13,1.0
2023-03-14,1.0
2023-03-15,1.0
2023-03-16,1.0
2023-03-17,1.0
2023-03-18,1.0
2023-03-19,1.0
2023-03-20,1.0
2023-03-21,2.0
2023-03-22,1.0
2023-03-23,1.0
2023-03-24,1.0
2023-03-25,1.0
2023-03-26,1.0
2023-03-27,1.0
2023-03-28,1.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,1.0
2023-04-02,1.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,1.0
2023-04-08,1.0
2023-04-09,1.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,1.0
2023-04-16,1.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,2.0
2023-04-23,1.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0
2023-04-27,1.0
2023-04-28,2.0
2023-04-29,1.5
2023-04-30,1.0
2023-05-01,1.0
2023-05-02,1.0
2023-05-03,1.0
2023-05-04,1.0
2023-05-05,1.0
2023-05-06,1.0
2023-05-07,1.0
2023-05-08,1.0
2023-05-09,1.0
2023-05-10,1.0
2023-05-11,1.0
2023-05-12,1.0
2023-05-13,1.0
2023-05-14,1.0
2023-05-15,1.0
2023-05-16,1.0
2023-05-17,1.0
2023-05-18,1.0
2023-05-19,1.0
2023-05-20,1.0
2023-05-21,1.0
2023-05-22,1.0
2023-05-23,1.0
2023-05-24,1.0
2023-05-25,1.0
2023-05-26,1.0
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.0
2023-05-30,1.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,1.0
2023-06-03,1.0
2023-06-04,1.0
2023-06-05,1.0
2023-06-06,1.0
2023-06-07,1.0
2023-06-08,1.0
2023-06-09,1.0
2023-06-10,1.0
2023-06-11,1.0
2023-06-12,1.0
2023-06-13,1.0
2023-06-14,2.0
2023-06-15,2.0
2023-06-16,1.0
2023-06-17,1.0
2023-06-18,1.0
2023-06-19,1.0
2023-06-20,1.0
2023-06-21,1.0
2023-06-22,1.0
2023-06-23,1.0
2023-06-24,1.0
2023-06-25,1.0
2023-06-26,1.0
2023-06-27,1.0
2023-06-28,1.0
2023-06-29,1.0
2023-06-30,1.0
2023-07-01,1.0
2023-07-02,1.0
2023-07-03,1.0
2023-07-04,1.0
2023-07-05,1.0
2023-07-06,1.0
2023-07-07,1.0
2023-07-08,1.0
2023-07-09,1.0
2023-07-10,1.0
2023-07-11,1.0
2023-07-12,1.0
2023-07-13,1.0
2023-07-14,1.0
2023-07-15,2.0
2023-07-16,1.0
2023-07-17,1.0
2023-07-18,1.0
2023-07-19,2.0
2023-07-20,1.0
2023-07-21,1.0
2023-07-22,2.0
2023-07-23,2.0
2023-07-24,2.0
2023-07-25,2.0
2023-07-26,2.0
2023-07-27,2.0
2023-07-28,2.0
2023-07-29,2.0
2023-07-30,2.0
2023-07-31,2.0
2023-08-01,2.0
2023-08-02,2.0
2023-08-03,2.0
2023-08-04,2.0
2023-08-05,2.0
2023-08-06,2.0
2023-08-07,2.0
2023-08-08,2.0
2023-08-09,2.0
2023-08-10,2.0
2023-08-11,2.0
2023-08-12,3.0
2023-08-13,3.0
2023-08-14,3.0
2023-08-15,2.0
2023-08-16,2.0
2023-08-17,2.0
2023-08-18,2.0
2023-08-19,3.0
2023-08-20,3.0
2023-08-21,3.0
2023-08-22,3.0
2023-08-23,3.0
2023-08-24,3.0
2023-08-25,4.0
2023-08-26,8.0
2023-08-27,5.0
2023-08-28,4.0
2023-08-29,4.0
2023-08-30,4.0
2023-08-31,5.0
2023-09-01,8.0
2023-09-02,37.0
2023-09-03,38.0
2023-09-04,9.0
2023-09-05,7.0
2023-09-06,5.0
2023-09-07,5.0
2023-09-08,7.0
2023-09-09,43.0
2023-09-10,100.0
2023-09-11,9.0
2023-09-12,5.0
2023-09-13,5.0
2023-09-14,5.0
2023-09-15,7.0
2023-09-16,84.0
2023-09-17,43.0
2023-09-18,8.0
2023-09-19,5.0
2023-09-20,4.0
2023-09-21,5.0
2023-09-22,6.0
2023-09-23,58.0
2023-09-24,20.0
2023-09-25,6.0
2023-09-26,4.0
2023-09-27,4.0
2023-09-28,4.0
2023-09-29,6.0
2023-09-30,28.0
2023-10-01,44.0
2023-10-02,6.0
2023-10-03,4.0
2023-10-04,4.0
2023-10-05,4.0
2023-10-06,6.0
2023-10-07,52.0
2023-10-08,18.0
2023-10-09,5.0
2023-10-10,4.0
2023-10-11,4.0
2023-10-12,4.0
2023-10-13,5.0
2023-10-14,41.0
2023-10-15,10.0
2023-10-16,4.0
2023-10-17,4.0
2023-10-18,5.0
2023-10-19,4.0
2023-10-20,6.0
2023-10-21,58.0
2023-10-22,19.0
2023-10-23,6.0
2023-10-24,4.0
2023-10-25,3.0
2023-10-26,3.0
2023-10-27,4.0
2023-10-28,21.0
2023-10-29,9.0
2023-10-30,4.0
2023-10-31,3.0
2023-11-01,3.0
2023-11-02,4.0
2023-11-03,6.0
2023-11-04,29.0
2023-11-05,49.0
2023-11-06,6.0
2023-11-07,4.0
2023-11-08,4.0
2023-11-09,4.0
2023-11-10,6.0
2023-11-11,38.0
2023-11-12,13.0
2023-11-13,5.0
2023-11-14,4.0
2023-11-15,4.0
2023-11-16,4.0
2023-11-17,5.0
2023-11-18,39.0
2023-11-19,15.0
2023-11-20,4.0
2023-11-21,3.0
2023-11-22,4.0
2023-11-23,5.0
2023-11-24,7.0
2023-11-25,49.0
2023-11-26,37.0
2023-11-27,6.0
2023-11-28,5.0
2023-11-29,5.0
2023-11-30,4.0
2023-12-01,6.0
2023-12-02,57.0
2023-12-03,61.0
2023-12-04,11.0
2023-12-05,6.0
2023-12-06,4.0
2023-12-07,4.0
2023-12-08,5.0
2023-12-09,7.0
2023-12-10,4.0
2023-12-11,3.0
2023-12-12,3.0
2023-12-13,3.0
2023-12-14,4.0
2023-12-15,3.0
2023-12-16,5.0
2023-12-17,3.0
2023-12-18,2.0
2023-12-19,3.0
2023-12-20,4.0
2023-12-21,3.0
2023-12-22,2.9285714285714284
2023-12-23,4.285714285714286
2023-12-24,5.857142857142857
2023-12-25,3.7142857142857144
2023-12-26,3.7142857142857144
2023-12-27,3.2142857142857144
2023-12-28,4.0
2023-12-29,5.071428571428571
2023-12-30,10.928571428571427
2023-12-31,9.857142857142858
2024-01-01,55.5
2024-01-02,55.5
2024-01-03,4.285714285714286
2024-01-04,2.9285714285714284
2024-01-05,2.9285714285714284
2024-01-06,2.642857142857143
2024-01-07,2.142857142857143
2024-01-08,2.142857142857143
2024-01-09,4.0
2024-01-10,6.142857142857142
2024-01-11,15.214285714285714
2024-01-12,16.0
2024-01-13,10.142857142857142
2024-01-14,5.857142857142857
2024-01-15,4.785714285714286
2024-01-16,4.0
2024-01-17,4.285714285714286
2024-01-18,3.2142857142857144
2024-01-19,3.7142857142857144
2024-01-20,4.0
2024-01-21,3.4285714285714284
2024-01-22,2.8571428571428568
2024-01-23,2.2857142857142856
2024-01-24,2.2857142857142856
2024-01-25,2.8571428571428568
2024-01-26,2.2857142857142856
2024-01-27,2.2857142857142856
2024-01-28,1.7142857142857142
2024-01-29,1.7142857142857142
2024-01-30,1.7142857142857142
2024-01-31,1.7142857142857142
2024-02-01,1.7142857142857142
2024-02-02,1.7142857142857142
2024-02-03,1.7142857142857142
2024-02-04,1.7142857142857142
2024-02-05,1.7142857142857142
2024-02-06,1.1428571428571428
2024-02-07,1.7142857142857142
2024-02-08,1.7142857142857142
2024-02-09,1.1428571428571428
2024-02-10,2.2857142857142856
2024-02-11,1.7142857142857142
2024-02-12,1.1428571428571428
2024-02-13,1.1428571428571428
2024-02-14,1.1428571428571428
2024-02-15,1.1428571428571428
2024-02-16,1.1428571428571428
2024-02-17,1.7142857142857142
2024-02-18,1.7142857142857142
2024-02-19,1.7142857142857142
2024-02-20,1.7142857142857142
2024-02-21,1.7142857142857142
2024-02-22,1.1428571428571428
2024-02-23,1.1428571428571428
2024-02-24,1.1428571428571428
2024-02-25,1.1428571428571428
2024-02-26,1.1428571428571428
2024-02-27,1.1428571428571428
2024-02-28,1.1428571428571428
2024-02-29,1.1428571428571428
2024-03-01,1.1428571428571428
2024-03-02,1.1428571428571428
2024-03-03,1.1428571428571428
2024-03-04,1.1428571428571428
2024-03-05,1.1428571428571428
2024-03-06,1.1428571428571428
2024-03-07,1.1428571428571428
2024-03-08,1.1428571428571428
2024-03-09,1.1428571428571428
2024-03-10,1.1428571428571428
2024-03-11,1.1428571428571428
2024-03-12,1.1428571428571428
2024-03-13,1.1428571428571428
2024-03-14,1.1428571428571428
2024-03-15,1.1428571428571428
2024-03-16,1.1428571428571428
2024-03-17,1.1428571428571428
2024-03-18,0.5714285714285714
2024-03-19,1.1428571428571428
2024-03-20,1.1428571428571428
2024-03-21,1.1428571428571428
2024-03-22,1.1428571428571428
2024-03-23,1.1428571428571428
2024-03-24,1.1428571428571428
2024-03-25,1.1428571428571428
2024-03-26,1.1428571428571428
2024-03-27,1.1428571428571428
2024-03-28,1.1428571428571428
2024-03-29,1.1428571428571428
2024-03-30,1.1428571428571428
2024-03-31,1.7142857142857142
2024-04-01,1.1428571428571428
2024-04-02,1.1428571428571428
2024-04-03,1.1428571428571428
2024-04-04,1.1428571428571428
2024-04-05,1.1428571428571428
2024-04-06,1.1428571428571428
2024-04-07,1.7142857142857142
2024-04-08,1.1428571428571428
2024-04-09,1.1428571428571428
2024-04-10,1.1428571428571428
2024-04-11,1.1428571428571428
2024-04-12,1.1428571428571428
2024-04-13,2.8571428571428568
2024-04-14,1.7142857142857142
2024-04-15,1.1428571428571428
2024-04-16,1.1428571428571428
2024-04-17,1.1428571428571428
2024-04-18,1.1428571428571428
2024-04-19,1.1428571428571428
2024-04-20,1.1428571428571428
2024-04-21,1.1428571428571428
2024-04-22,1.1428571428571428
2024-04-23,1.1428571428571428
2024-04-24,1.1428571428571428
2024-04-25,1.1428571428571428
2024-04-26,1.7142857142857142
2024-04-27,1.1428571428571428
2024-04-28,1.1428571428571428
2024-04-29,1.1428571428571428
2024-04-30,1.1428571428571428
2024-05-01,1.1428571428571428
2024-05-02,1.1428571428571428
2024-05-03,1.1428571428571428
2024-05-04,1.1428571428571428
2024-05-05,1.1428571428571428
2024-05-06,1.1428571428571428
2024-05-07,1.1428571428571428
2024-05-08,0.5714285714285714
2024-05-09,1.1428571428571428
2024-05-10,1.1428571428571428
2024-05-11,1.1428571428571428
2024-05-12,1.1428571428571428
2024-05-13,1.1428571428571428
2024-05-14,1.1428571428571428
2024-05-15,1.1428571428571428
2024-05-16,1.1428571428571428
2024-05-17,1.1428571428571428
2024-05-18,1.1428571428571428
2024-05-19,1.1428571428571428
2024-05-20,1.1428571428571428
2024-05-21,1.1428571428571428
2024-05-22,1.1428571428571428
2024-05-23,0.5714285714285714
2024-05-24,1.1428571428571428
2024-05-25,1.1428571428571428
2024-05-26,1.1428571428571428
2024-05-27,1.1428571428571428
2024-05-28,0.5714285714285714
2024-05-29,1.1428571428571428
2024-05-30,1.1428571428571428
2024-05-31,1.1428571428571428
2024-06-01,1.1428571428571428
2024-06-02,1.1428571428571428
2024-06-03,1.1428571428571428
2024-06-04,1.1428571428571428
2024-06-05,1.1428571428571428
2024-06-06,1.1428571428571428
2024-06-07,1.1428571428571428
2024-06-08,1.1428571428571428
2024-06-09,1.1428571428571428
2024-06-10,1.1428571428571428
2024-06-11,1.1428571428571428
2024-06-12,1.1428571428571428
2024-06-13,1.1428571428571428
2024-06-14,1.1428571428571428
2024-06-15,1.1428571428571428
2024-06-16,1.1428571428571428
2024-06-17,1.1428571428571428
2024-06-18,1.1428571428571428
2024-06-19,1.1428571428571428
2024-06-20,1.1428571428571428
2024-06-21,1.1428571428571428
2024-06-22,1.1428571428571428
2024-06-23,1.1428571428571428
2024-06-24,1.1428571428571428
2024-06-25,1.1428571428571428
2024-06-26,1.1428571428571428
2024-06-27,1.1428571428571428
2024-06-28,1.1428571428571428
2024-06-29,1.1428571428571428
2024-06-30,1.1428571428571428
2024-07-01,1.1428571428571428
2024-07-02,1.1428571428571428
2024-07-03,1.1428571428571428
2024-07-04,1.1428571428571428
2024-07-05,1.1428571428571428
2024-07-06,1.7142857142857142
2024-07-07,1.1428571428571428
2024-07-08,1.1428571428571428
2024-07-09,1.1428571428571428
2024-07-10,1.1428571428571428
2024-07-11,1.7142857142857142
2024-07-12,1.7142857142857142
2024-07-13,1.7142857142857142
2024-07-14,1.7142857142857142
2024-07-15,1.7142857142857142
2024-07-16,1.7142857142857142
2024-07-17,1.7142857142857142
2024-07-18,1.7142857142857142
2024-07-19,1.7142857142857142
2024-07-20,1.7142857142857142
2024-07-21,1.7142857142857142
2024-07-22,1.7142857142857142
2024-07-23,1.7142857142857142
2024-07-24,1.7142857142857142
2024-07-25,1.7142857142857142
2024-07-26,1.7142857142857142
2024-07-27,1.7142857142857142
2024-07-28,1.7142857142857142
2024-07-29,1.7142857142857142
2024-07-30,1.7142857142857142
2024-07-31,1.7142857142857142
2024-08-01,1.7142857142857142
2024-08-02,1.7142857142857142
2024-08-03,2.2857142857142856
2024-08-04,2.2857142857142856
2024-08-05,1.7142857142857142
2024-08-06,1.7142857142857142
2024-08-07,1.7142857142857142
2024-08-08,1.7142857142857142
2024-08-09,1.7142857142857142
2024-08-10,2.2857142857142856
2024-08-11,2.2857142857142856
2024-08-12,2.2857142857142856
2024-08-13,2.2857142857142856
2024-08-14,2.2857142857142856
2024-08-15,2.2857142857142856
2024-08-16,2.2857142857142856
2024-08-17,2.8571428571428568
2024-08-18,3.1428571428571423
2024-08-19,2.571428571428571
2024-08-20,3.1428571428571423
2024-08-21,3.1428571428571423
2024-08-22,3.1428571428571423
2024-08-23,3.7142857142857144
2024-08-24,9.142857142857142
2024-08-25,5.7142857142857135
2024-08-26,8.0
2024-08-27,4.285714285714286
2024-08-28,4.285714285714286
2024-08-29,4.571428571428571
2024-08-30,6.857142857142857
2024-08-31,34.57142857142857
2024-09-01,42.57142857142857
2024-09-02,8.857142857142858
2024-09-03,6.0
2024-09-04,4.571428571428571
2024-09-05,3.7142857142857144
2024-09-06,5.7142857142857135
2024-09-07,31.14285714285714
2024-09-08,57.14285714285714
2024-09-09,6.0
2024-09-10,4.285714285714286
2024-09-11,3.4285714285714284
2024-09-12,3.7142857142857144
2024-09-13,7.7142857142857135
2024-09-14,46.857142857142854
2024-09-15,12.285714285714285
2024-09-16,4.857142857142857
2024-09-17,4.571428571428571
2024-09-18,3.4285714285714284
2024-09-19,4.571428571428571
2024-09-20,6.857142857142857
2024-09-21,19.428571428571427
2024-09-22,11.428571428571427
2024-09-23,4.571428571428571
2024-09-24,3.4285714285714284
2024-09-25,3.4285714285714284
2024-09-26,4.571428571428571
2024-09-27,6.857142857142857
2024-09-28,38.857142857142854
2024-09-29,114.28571428571428
2024-09-30,9.142857142857142
2024-10-01,5.7142857142857135
2024-10-02,4.571428571428571
2024-10-03,4.571428571428571
2024-10-04,6.857142857142857
2024-10-05,110.85714285714285
2024-10-06,52.57142857142857
2024-10-07,8.0
2024-10-08,4.571428571428571
2024-10-09,4.571428571428571
2024-10-10,3.4285714285714284
2024-10-11,5.7142857142857135
2024-10-12,72.0
2024-10-13,14.857142857142856
2024-10-14,5.7142857142857135
2024-10-15,5.7142857142857135
2024-10-16,5.7142857142857135
2024-10-17,3.4285714285714284
2024-10-18,5.7142857142857135
2024-10-19,70.85714285714285
2024-10-20,34.285714285714285
2024-10-21,6.857142857142857
2024-10-22,4.571428571428571
2024-10-23,4.571428571428571
2024-10-24,3.4285714285714284
2024-10-25,5.7142857142857135
2024-10-26,44.57142857142857
2024-10-27,14.857142857142856
2024-10-28,4.571428571428571
2024-10-29,3.4285714285714284
2024-10-30,2.2857142857142856
2024-10-31,2.2857142857142856
2024-11-01,4.571428571428571
2024-11-02,21.71428571428571
2024-11-03,11.428571428571427
2024-11-04,3.4285714285714284
2024-11-05,2.2857142857142856
2024-11-06,2.2857142857142856
2024-11-07,2.2857142857142856
2024-11-08,4.571428571428571
2024-11-09,20.57142857142857
2024-11-10,49.14285714285714
2024-11-11,5.7142857142857135
2024-11-12,3.4285714285714284
2024-11-13,3.4285714285714284
2024-11-14,3.4285714285714284
2024-11-15,4.571428571428571
2024-11-16,32.0
2024-11-17,12.571428571428571
2024-11-18,4.571428571428571
2024-11-19,3.4285714285714284
2024-11-20,3.4285714285714284
2024-11-21,3.4285714285714284
2024-11-22,3.4285714285714284
2024-11-23,18.285714285714285
2024-11-24,59.42857142857142
2024-11-25,6.857142857142857
2024-11-26,3.4285714285714284
2024-11-27,4.571428571428571
2024-11-28,4.571428571428571
2024-11-29,6.857142857142857
2024-11-30,40.0
2024-12-01,21.71428571428571
2024-12-02,4.571428571428571
2024-12-03,3.4285714285714284
2024-12-04,6.857142857142857
2024-12-05,4.571428571428571
2024-12-06,4.571428571428571
2024-12-07,9.142857142857142
2024-12-08,20.57142857142857
2024-12-09,6.857142857142857
2024-12-10,3.4285714285714284
2024-12-11,2.2857142857142856
2024-12-12,3.4285714285714284
2024-12-13,2.2857142857142856
2024-12-14,4.571428571428571
2024-12-15,5.7142857142857135
2024-12-16,2.2857142857142856
2024-12-17,2.2857142857142856
2024-12-18,2.2857142857142856
2024-12-19,2.2857142857142856
2024-12-20,2.2857142857142856
2024-12-21,5.7142857142857135
2024-12-22,4.571428571428571
2024-12-23,2.2857142857142856
2024-12-24,2.2857142857142856
2024-12-25,2.2857142857142856
2024-12-26,2.2857142857142856
2024-12-27,3.4285714285714284
2024-12-28,4.571428571428571
2024-12-29,3.4285714285714284
2024-12-30,3.4285714285714284
2024-12-31,44.57142857142857
2025-01-01,9.142857142857142
2025-01-02,3.4285714285714284
2025-01-03,3.4285714285714284
2025-01-04,2.2857142857142856
2025-01-05,2.2857142857142856
2025-01-06,2.2857142857142856
2025-01-07,1.1428571428571428
2025-01-08,1.1428571428571428
2025-01-09,1.1428571428571428
2025-01-10,2.2857142857142856
2025-01-11,2.2857142857142856
2025-01-12,1.1428571428571428
