Time,fidelity login
2025-06-25,58.0
2025-06-26,67.0
2025-06-27,79.0
2025-06-28,44.0
2025-06-29,30.0
2025-06-30,76.0
2025-07-01,87.0
2025-07-02,77.0
2025-07-03,80.0
2025-07-04,45.0
2025-07-05,30.0
2025-07-06,29.0
2025-07-07,61.0
2025-07-08,65.0
2025-07-09,69.0
2025-07-10,66.0
2025-07-11,70.0
2025-07-12,32.0
2025-07-13,25.0
2025-07-14,63.0
2025-07-15,72.0
2025-07-16,70.0
2025-07-17,70.0
2025-07-18,64.0
2025-07-19,33.0
2025-07-20,25.0
2025-07-21,60.0
2025-07-22,64.0
2025-07-23,73.0
2025-07-24,68.0
2025-07-25,70.0
2025-07-26,38.0
2025-07-27,26.0
2025-07-28,60.0
2025-07-29,58.0
2025-07-30,61.0
2025-07-31,59.0
2025-08-01,63.0
2025-08-02,33.0
2025-08-03,27.0
2025-08-04,64.0
2025-08-05,64.0
2025-08-06,63.0
2025-08-07,60.0
2025-08-08,70.0
2025-08-09,36.0
2025-08-10,27.0
2025-08-11,60.0
2025-08-12,70.0
2025-08-13,77.0
2025-08-14,70.0
2025-08-15,63.0
2025-08-16,34.0
2025-08-17,26.0
2025-08-18,58.0
2025-08-19,59.0
2025-08-20,58.0
2025-08-21,53.0
2025-08-22,68.0
2025-08-23,47.0
2025-08-24,30.0
2025-08-25,58.0
2025-08-26,59.0
2025-08-27,65.0
2025-08-28,61.0
2025-08-29,58.0
2025-08-30,32.0
2025-08-31,21.0
2025-09-01,31.0
2025-09-02,56.0
2025-09-03,63.0
2025-09-04,65.0
2025-09-05,60.0
2025-09-06,31.0
2025-09-07,25.0
2025-09-08,57.0
2025-09-09,64.0
2025-09-10,63.0
2025-09-11,69.0
2025-09-12,66.0
2025-09-13,33.0
2025-09-14,22.0
2025-09-15,66.0
2025-09-16,71.0
2025-09-17,62.0
2025-09-18,69.0
2025-09-19,69.0
2025-09-20,40.0
2025-09-21,24.0
2025-09-22,67.0
2025-09-23,67.0
2025-09-24,58.0
2025-09-25,57.0
2025-09-26,60.0
2025-09-27,35.0
2025-09-28,22.0
2025-09-29,63.0
2025-09-30,68.0
2025-10-01,78.0
2025-10-02,73.0
2025-10-03,73.0
2025-10-04,42.0
2025-10-05,28.0
2025-10-06,68.0
2025-10-07,69.0
2025-10-08,73.0
2025-10-09,67.0
2025-10-10,61.0
2025-10-11,33.0
2025-10-12,25.0
2025-10-13,70.0
2025-10-14,72.0
2025-10-15,71.0
2025-10-16,68.0
2025-10-17,66.0
2025-10-18,36.0
2025-10-19,25.0
2025-10-20,69.0
2025-10-21,73.0
2025-10-22,64.0
2025-10-23,65.0
2025-10-24,74.0
2025-10-25,45.0
2025-10-26,28.0
2025-10-27,73.0
2025-10-28,84.0
2025-10-29,80.0
2025-10-30,69.0
2025-10-31,72.0
2025-11-01,44.0
2025-11-02,29.0
2025-11-03,69.0
2025-11-04,68.0
2025-11-05,66.0
2025-11-06,64.0
2025-11-07,59.0
2025-11-08,35.0
2025-11-09,25.0
2025-11-10,59.0
2025-11-11,73.0
2025-11-12,67.0
2025-11-13,66.0
2025-11-14,62.0
2025-11-15,34.0
2025-11-16,25.0
2025-11-17,51.0
2025-11-18,56.0
2025-11-19,60.0
2025-11-20,61.0
2025-11-21,58.0
2025-11-22,34.0
2025-11-23,24.0
2025-11-24,58.0
2025-11-25,68.0
2025-11-26,65.0
2025-11-27,33.0
2025-11-28,44.0
2025-11-29,37.0
2025-11-30,32.0
2025-12-01,60.0
2025-12-02,69.0
2025-12-03,68.0
2025-12-04,68.0
2025-12-05,62.0
2025-12-06,42.0
2025-12-07,22.0
2025-12-08,54.0
2025-12-09,58.0
2025-12-10,67.0
2025-12-11,68.0
2025-12-12,64.0
2025-12-13,36.0
2025-12-14,23.0
2025-12-15,55.0
2025-12-16,59.0
2025-12-17,56.0
2025-12-18,57.0
2025-12-19,65.0
2025-12-20,42.0
2025-12-21,26.0
2025-12-22,60.0
2025-12-23,67.0
2025-12-24,61.0
2025-12-25,32.0
2025-12-26,50.0
2025-12-27,39.0
2025-12-28,29.0
2025-12-29,63.0
2025-12-30,73.0
2025-12-31,66.0
2026-01-01,53.0
2026-01-02,80.0
2026-01-03,50.0
2026-01-04,33.0
2026-01-05,89.0
2026-01-06,100.0
2026-01-07,81.0
2026-01-08,72.0
2026-01-09,75.0
2026-01-10,47.0
2026-01-11,32.0
2026-01-12,67.0
2026-01-13,77.0
2026-01-14,66.0
2026-01-15,75.0
2026-01-16,80.0
2026-01-17,47.0
2026-01-18,31.0
2026-01-19,40.0
2026-01-20,68.0
2026-01-21,76.0
2026-01-22,73.0
2026-01-23,70.0
2026-01-24,46.0
2026-01-25,30.0
2026-01-26,74.0
2026-01-27,88.0
2026-01-28,79.0
2026-01-29,75.0
2026-01-30,75.0
2026-01-31,54.0
2026-02-01,39.0
2026-02-02,76.0
2026-02-03,77.0
2026-02-04,70.0
2026-02-05,65.0
2026-02-06,80.0
2026-02-07,62.0
2026-02-08,37.0
2026-02-09,64.0
2026-02-10,69.0
2026-02-11,77.0
2026-02-12,66.0
2026-02-13,66.0
2026-02-14,42.0
2026-02-15,32.0
2026-02-16,43.0
2026-02-17,64.0
2026-02-18,69.0
2026-02-19,65.0
2026-02-20,67.0
2026-02-21,47.0
2026-02-22,33.0
2026-02-23,69.0
2026-02-24,74.0
2026-02-25,74.0
2026-02-26,70.0
2026-02-27,68.0
2026-02-28,52.0
2026-03-01,42.0
2026-03-02,77.0
2026-03-03,75.0
2026-03-04,71.0
2026-03-05,70.0
2026-03-06,68.0
2026-03-07,46.0
2026-03-08,36.0
2026-03-09,69.0
2026-03-10,73.0
2026-03-11,70.0
2026-03-12,66.0
2026-03-13,67.0
2026-03-14,43.0
2026-03-15,34.0
2026-03-16,71.0
2026-03-17,72.0
2026-03-18,63.0
2026-03-19,60.0
2026-03-20,61.0
2026-03-21,40.0
2026-03-22,34.0
2026-03-23,70.0
2026-03-24,72.0
2026-03-25,65.0
2026-03-26,64.0
2026-03-27,65.0
2026-03-28,40.0
2026-03-29,35.0
2026-03-30,66.0
2026-03-31,80.0
2026-04-01,84.0
2026-04-02,70.0
2026-04-03,57.0
2026-04-04,36.0
2026-04-05,32.0
2026-04-06,73.0
2026-04-07,70.0
2026-04-08,83.0
2026-04-09,85.0
2026-04-10,75.0
2026-04-11,42.0
2026-04-12,42.0
2026-04-13,74.0
2026-04-14,91.0
2026-04-15,92.0
2026-04-16,78.0
2026-04-17,83.0
2026-04-18,49.0
2026-04-19,31.0
2026-04-20,59.0
2026-04-21,61.0
2026-04-22,70.0
2026-04-23,66.0
2026-04-24,65.0
2026-04-25,41.0
2026-04-26,27.0
2026-04-27,63.0
2026-04-28,64.0
2026-04-29,61.0
2026-04-30,70.0
2026-05-01,77.0
2026-05-02,42.0
2026-05-03,29.0
2026-05-04,59.0
2026-05-05,69.0
2026-05-06,78.0
2026-05-07,73.0
2026-05-08,68.0
2026-05-09,46.0
2026-05-10,26.0
2026-05-11,68.0
2026-05-12,71.0
2026-05-13,70.0
2026-05-14,74.0
2026-05-15,70.0
2026-05-16,36.0
2026-05-17,25.0
2026-05-18,59.0
2026-05-19,64.0
2026-05-20,68.0
2026-05-21,68.0
2026-05-22,71.0
2026-05-23,41.0
2026-05-24,27.0
2026-05-25,28.0
2026-05-26,75.0
2026-05-27,82.0
2026-05-28,85.0
2026-05-29,88.0
2026-05-30,49.0
2026-05-31,33.0
