Time,disney_world
2024-09-23,48.759468127176575
2024-09-24,48.759468127176575
2024-09-25,52.242287279117754
2024-09-26,57.46651600702953
2024-09-27,57.46651600702953
2024-09-28,52.242287279117754
2024-09-29,53.98369685508835
2024-09-30,47.01805855120598
2024-10-01,52.242287279117754
2024-10-02,48.759468127176575
2024-10-03,48.759468127176575
2024-10-04,48.759468127176575
2024-10-05,59.207925583000126
2024-10-06,67.91497346285308
2024-10-07,78.36343091867663
2024-10-08,120.15726074197084
2024-10-09,111.45021286211788
2024-10-10,174.14095759705918
2024-10-11,81.84625007061781
2024-10-12,67.91497346285308
2024-10-13,64.4321543109119
2024-10-14,53.98369685508835
2024-10-15,48.759468127176575
2024-10-16,50.50087770314716
2024-10-17,48.759468127176575
2024-10-18,45.27664897523539
2024-10-19,52.242287279117754
2024-10-20,53.98369685508835
2024-10-21,47.01805855120598
2024-10-22,47.01805855120598
2024-10-23,48.759468127176575
2024-10-24,45.27664897523539
2024-10-25,45.27664897523539
2024-10-26,47.01805855120598
2024-10-27,52.242287279117754
2024-10-28,43.535239399264796
2024-10-29,43.535239399264796
2024-10-30,45.27664897523539
2024-10-31,38.311010671353024
2024-11-01,41.7938298232942
2024-11-02,50.50087770314716
2024-11-03,53.98369685508835
2024-11-04,50.50087770314716
2024-11-05,40.05242024732361
2024-11-06,29.603962791500063
2024-11-07,41.7938298232942
2024-11-08,43.535239399264796
2024-11-09,52.242287279117754
2024-11-10,53.98369685508835
2024-11-11,52.242287279117754
2024-11-12,45.27664897523539
2024-11-13,45.27664897523539
2024-11-14,41.7938298232942
2024-11-15,41.7938298232942
2024-11-16,45.27664897523539
2024-11-17,62.690744734941305
2024-11-18,47.01805855120598
2024-11-19,43.535239399264796
2024-11-20,43.535239399264796
2024-11-21,41.7938298232942
2024-11-22,43.535239399264796
2024-11-23,50.50087770314716
2024-11-24,53.98369685508835
2024-11-25,45.27664897523539
2024-11-26,43.535239399264796
2024-11-27,43.535239399264796
2024-11-28,48.759468127176575
2024-11-29,50.50087770314716
2024-11-30,48.759468127176575
2024-12-01,50.50087770314716
2024-12-02,45.27664897523539
2024-12-03,43.535239399264796
2024-12-04,50.50087770314716
2024-12-05,48.759468127176575
2024-12-06,41.7938298232942
2024-12-07,47.01805855120598
2024-12-08,52.242287279117754
2024-12-09,47.01805855120598
2024-12-10,45.27664897523539
2024-12-11,41.7938298232942
2024-12-12,43.535239399264796
2024-12-13,41.7938298232942
2024-12-14,50.50087770314716
2024-12-15,52.242287279117754
2024-12-16,45.27664897523539
2024-12-17,43.535239399264796
2024-12-18,45.27664897523539
2024-12-19,45.27664897523539
2024-12-20,45.27664897523539
2024-12-21,48.759468127176575
2024-12-22,52.242287279117754
2024-12-23,50.50087770314716
2024-12-24,50.50087770314716
2024-12-25,76.62202134270605
2024-12-26,66.17356388688249
2024-12-27,64.4321543109119
2024-12-28,71.39779261479427
2024-12-29,73.13920219076486
2024-12-30,71.39779261479427
2024-12-31,67.91497346285308
2025-01-01,67.91497346285308
2025-01-02,71.39779261479427
2025-01-03,69.65638303882368
2025-01-04,69.65638303882368
2025-01-05,69.65638303882368
2025-01-06,60.94933515897072
2025-01-07,59.207925583000126
2025-01-08,53.98369685508835
2025-01-09,53.98369685508835
2025-01-10,52.242287279117754
2025-01-11,66.17356388688249
2025-01-12,66.17356388688249
2025-01-13,57.46651600702953
2025-01-14,52.242287279117754
2025-01-15,50.50087770314716
2025-01-16,50.50087770314716
2025-01-17,52.242287279117754
2025-01-18,64.4321543109119
2025-01-19,55.72510643105894
2025-01-20,53.98369685508835
2025-01-21,48.759468127176575
2025-01-22,53.98369685508835
2025-01-23,48.759468127176575
2025-01-24,50.50087770314716
2025-01-25,59.207925583000126
2025-01-26,64.4321543109119
2025-01-27,53.98369685508835
2025-01-28,50.50087770314716
2025-01-29,50.50087770314716
2025-01-30,50.50087770314716
2025-01-31,45.27664897523539
2025-02-01,60.94933515897072
2025-02-02,66.17356388688249
2025-02-03,48.759468127176575
2025-02-04,48.759468127176575
2025-02-05,45.27664897523539
2025-02-06,48.759468127176575
2025-02-07,48.759468127176575
2025-02-08,55.72510643105894
2025-02-09,60.94933515897072
2025-02-10,55.72510643105894
2025-02-11,57.46651600702953
2025-02-12,50.50087770314716
2025-02-13,50.50087770314716
2025-02-14,50.50087770314716
2025-02-15,62.690744734941305
2025-02-16,76.62202134270605
2025-02-17,66.17356388688249
2025-02-18,55.72510643105894
2025-02-19,55.72510643105894
2025-02-20,53.98369685508835
2025-02-21,52.242287279117754
2025-02-22,59.207925583000126
2025-02-23,71.39779261479427
2025-02-24,53.98369685508835
2025-02-25,53.98369685508835
2025-02-26,48.759468127176575
2025-02-27,48.759468127176575
2025-02-28,52.242287279117754
2025-03-01,60.94933515897072
2025-03-02,71.39779261479427
2025-03-03,57.46651600702953
2025-03-04,53.98369685508835
2025-03-05,50.50087770314716
2025-03-06,50.50087770314716
2025-03-07,57.46651600702953
2025-03-08,67.91497346285308
2025-03-09,69.65638303882368
2025-03-10,53.98369685508835
2025-03-11,57.46651600702953
2025-03-12,52.242287279117754
2025-03-13,52.242287279117754
2025-03-14,52.242287279117754
2025-03-15,57.46651600702953
2025-03-16,69.65638303882368
2025-03-17,57.46651600702953
2025-03-18,53.98369685508835
2025-03-19,55.72510643105894
2025-03-20,53.98369685508835
2025-03-21,52.242287279117754
2025-03-22,62.690744734941305
2025-03-23,141.05417565361793
2025-03-24,60.94933515897072
2025-03-25,53.98369685508835
2025-03-26,55.72510643105894
2025-03-27,59.207925583000126
2025-03-28,55.72510643105894
2025-03-29,62.690744734941305
2025-03-30,67.91497346285308
2025-03-31,52.242287279117754
2025-04-01,48.759468127176575
2025-04-02,50.50087770314716
2025-04-03,50.50087770314716
2025-04-04,50.50087770314716
2025-04-05,62.690744734941305
2025-04-06,67.91497346285308
2025-04-07,55.72510643105894
2025-04-08,53.98369685508835
2025-04-09,55.72510643105894
2025-04-10,50.50087770314716
2025-04-11,57.46651600702953
2025-04-12,64.4321543109119
2025-04-13,60.94933515897072
2025-04-14,52.242287279117754
2025-04-15,53.548009832045736
2025-04-16,52.262365022115105
2025-04-17,52.262365022115105
2025-04-18,61.18022920344029
2025-04-19,56.07847470781238
2025-04-20,66.2819836990682
2025-04-21,55.66353468586705
2025-04-22,59.47964437156432
2025-04-23,51.847425000169764
2025-04-24,50.56178019023913
2025-04-25,48.446255336417835
2025-04-26,57.36411951774302
2025-04-27,59.47964437156432
2025-04-28,53.96294985399108
2025-04-29,50.56178019023913
2025-04-30,48.446255336417835
2025-05-01,48.446255336417835
2025-05-02,50.56178019023913
2025-05-03,59.06470434961899
2025-05-04,67.56762850899884
2025-05-05,52.262365022115105
2025-05-06,53.548009832045736
2025-05-07,55.66353468586705
2025-05-08,55.66353468586705
2025-05-09,52.262365022115105
2025-05-10,59.47964437156432
2025-05-11,67.98256853094418
2025-05-12,59.06470434961899
2025-05-13,55.66353468586705
2025-05-14,56.07847470781238
2025-05-15,53.11232280900313
2025-05-16,50.62268267733111
2025-05-17,58.92148311623785
2025-05-18,67.22028355514459
2025-05-19,56.431842984565826
2025-05-20,57.2617230284565
2025-05-21,57.2617230284565
2025-05-22,51.45256272122178
2025-05-23,51.45256272122178
2025-05-24,60.581243204019195
2025-05-25,63.07088333569122
2025-05-26,65.56052346736324
2025-05-27,58.091603072347176
2025-05-28,57.2617230284565
2025-05-29,55.60196294067515
2025-05-30,53.94220285289381
2025-05-31,57.2617230284565
2025-06-01,62.241003291800546
2025-06-02,53.94220285289381
2025-06-03,57.2617230284565
2025-06-04,54.77208289678448
2025-06-05,57.2617230284565
2025-06-06,51.45256272122178
2025-06-07,58.091603072347176
2025-06-08,65.56052346736324
2025-06-09,55.60196294067515
2025-06-10,52.28244276511246
2025-06-11,49.79280263344044
2025-06-12,49.79280263344044
2025-06-13,51.45256272122178
2025-06-14,58.92148311623785
2025-06-15,58.091603072347176
2025-06-16,52.28244276511246
2025-06-17,51.45256272122178
2025-06-18,53.11232280900313
2025-06-19,50.62268267733111
2025-06-20,51.45256272122178
2025-06-21,55.60196294067515
2025-06-22,53.94220285289381
2025-06-23,50.62268267733111
2025-06-24,53.11232280900313
2025-06-25,50.62268267733111
2025-06-26,53.11232280900313
2025-06-27,51.45256272122178
2025-06-28,54.77208289678448
2025-06-29,61.41112324790987
2025-06-30,50.62268267733111
2025-07-01,48.13304254565909
2025-07-02,49.79280263344044
2025-07-03,51.45256272122178
2025-07-04,54.77208289678448
2025-07-05,58.92148311623785
2025-07-06,66.39040351125391
2025-07-07,58.92148311623785
2025-07-08,58.92148311623785
2025-07-09,54.77208289678448
2025-07-10,60.581243204019195
2025-07-11,55.60196294067515
2025-07-12,58.92148311623785
2025-07-13,66.39040351125391
2025-07-14,58.92148311623785
2025-07-15,53.94220285289381
2025-07-16,58.92148311623785
2025-07-17,63.07088333569122
2025-07-18,54.77208289678448
2025-07-19,64.73064342347257
2025-07-20,74.68920395016066
2025-07-21,61.41112324790987
2025-07-22,59.75136316012852
2025-07-23,58.92148311623785
2025-07-24,51.45256272122178
2025-07-25,56.431842984565826
2025-07-26,57.2617230284565
2025-07-27,63.900763379581896
2025-07-28,56.431842984565826
2025-07-29,53.94220285289381
2025-07-30,53.11232280900313
2025-07-31,56.431842984565826
2025-08-01,49.79280263344044
2025-08-02,54.77208289678448
2025-08-03,63.900763379581896
2025-08-04,53.11232280900313
2025-08-05,54.77208289678448
2025-08-06,50.62268267733111
2025-08-07,54.77208289678448
2025-08-08,49.79280263344044
2025-08-09,56.431842984565826
2025-08-10,59.75136316012852
2025-08-11,49.79280263344044
2025-08-12,48.96292258954976
2025-08-13,43.98364232620572
2025-08-14,52.28244276511246
2025-08-15,52.28244276511246
2025-08-16,54.77208289678448
2025-08-17,60.581243204019195
2025-08-18,50.62268267733111
2025-08-19,52.28244276511246
2025-08-20,50.62268267733111
2025-08-21,48.13304254565909
2025-08-22,45.64340241398707
2025-08-23,56.431842984565826
2025-08-24,61.41112324790987
2025-08-25,54.77208289678448
2025-08-26,43.98364232620572
2025-08-27,43.98364232620572
2025-08-28,44.81352237009639
2025-08-29,48.96292258954976
2025-08-30,57.2617230284565
2025-08-31,63.07088333569122
2025-09-01,67.22028355514459
2025-09-02,51.45256272122178
2025-09-03,46.473282457877744
2025-09-04,45.64340241398707
2025-09-05,44.81352237009639
2025-09-06,52.28244276511246
2025-09-07,53.94220285289381
2025-09-08,46.473282457877744
2025-09-09,44.81352237009639
2025-09-10,42.32388223842437
2025-09-11,38.174482018971
2025-09-12,40.664122150643024
2025-09-13,48.13304254565909
2025-09-14,49.79280263344044
2025-09-15,46.473282457877744
2025-09-16,48.13304254565909
2025-09-17,45.64340241398707
2025-09-18,48.13304254565909
2025-09-19,51.45256272122178
2025-09-20,53.11232280900313
2025-09-21,56.431842984565826
2025-09-22,54.77208289678448
2025-09-23,47.30316250176841
2025-09-24,44.81352237009639
2025-09-25,44.81352237009639
2025-09-26,44.81352237009639
2025-09-27,53.11232280900313
2025-09-28,53.94220285289381
2025-09-29,47.30316250176841
2025-09-30,49.79280263344044
2025-10-01,48.96292258954976
2025-10-02,48.96292258954976
2025-10-03,45.64340241398707
2025-10-04,51.45256272122178
2025-10-05,58.92148311623785
2025-10-06,48.13304254565909
2025-10-07,49.79280263344044
2025-10-08,58.92148311623785
2025-10-09,58.091603072347176
2025-10-10,53.11232280900313
2025-10-11,57.2617230284565
2025-10-12,58.92148311623785
2025-10-13,56.431842984565826
2025-10-14,51.45256272122178
2025-10-15,56.431842984565826
2025-10-16,50.62268267733111
2025-10-17,51.45256272122178
2025-10-18,58.92148311623785
2025-10-19,57.2617230284565
2025-10-20,53.94220285289381
2025-10-21,49.79280263344044
2025-10-22,47.30316250176841
2025-10-23,49.79280263344044
2025-10-24,48.96292258954976
2025-10-25,54.77208289678448
2025-10-26,60.581243204019195
2025-10-27,48.96292258954976
2025-10-28,47.30316250176841
2025-10-29,45.64340241398707
2025-10-30,44.81352237009639
2025-10-31,43.15376228231504
2025-11-01,52.28244276511246
2025-11-02,61.41112324790987
2025-11-03,52.28244276511246
2025-11-04,49.79280263344044
2025-11-05,53.11232280900313
2025-11-06,52.28244276511246
2025-11-07,52.28244276511246
2025-11-08,54.77208289678448
2025-11-09,58.92148311623785
2025-11-10,50.62268267733111
2025-11-11,54.77208289678448
2025-11-12,50.62268267733111
2025-11-13,45.64340241398707
2025-11-14,47.30316250176841
2025-11-15,55.60196294067515
2025-11-16,66.39040351125391
2025-11-17,53.94220285289381
2025-11-18,49.79280263344044
2025-11-19,50.62268267733111
2025-11-20,55.60196294067515
2025-11-21,48.13304254565909
2025-11-22,53.94220285289381
2025-11-23,57.2617230284565
2025-11-24,53.11232280900313
2025-11-25,47.30316250176841
2025-11-26,48.13304254565909
2025-11-27,53.11232280900313
2025-11-28,51.45256272122178
2025-11-29,58.92148311623785
2025-11-30,57.2617230284565
2025-12-01,49.79280263344044
2025-12-02,57.2617230284565
2025-12-03,51.45256272122178
2025-12-04,50.62268267733111
2025-12-05,49.79280263344044
2025-12-06,56.431842984565826
2025-12-07,58.92148311623785
2025-12-08,49.79280263344044
2025-12-09,50.62268267733111
2025-12-10,49.79280263344044
2025-12-11,48.13304254565909
2025-12-12,56.431842984565826
2025-12-13,60.581243204019195
2025-12-14,56.431842984565826
2025-12-15,49.79280263344044
2025-12-16,48.96292258954976
2025-12-17,48.13304254565909
2025-12-18,48.13304254565909
2025-12-19,50.62268267733111
2025-12-20,54.77208289678448
2025-12-21,61.41112324790987
2025-12-22,56.431842984565826
2025-12-23,54.77208289678448
2025-12-24,54.77208289678448
2025-12-25,75.51908399405133
2025-12-26,70.53980373070729
2025-12-27,72.19956381848863
2025-12-28,82.9880043890674
2025-12-29,73.85932390626998
2025-12-30,78.00872412572335
2025-12-31,67.22028355514459
2026-01-01,80.49836425739537
2026-01-02,76.348964037942
2026-01-03,82.9880043890674
2026-01-04,74.68920395016066
2026-01-05,69.70992368681661
2026-01-06,82.15812434517672
2026-01-07,71.36968377459796
2026-01-08,67.22028355514459
2026-01-09,66.39040351125391
2026-01-10,77.17884408183268
2026-01-11,81.32824430128605
2026-01-12,69.70992368681661
2026-01-13,63.900763379581896
2026-01-14,60.581243204019195
2026-01-15,59.75136316012852
2026-01-16,59.75136316012852
2026-01-17,74.68920395016066
2026-01-18,73.02944386237931
2026-01-19,69.70992368681661
2026-01-20,59.75136316012852
2026-01-21,55.60196294067515
2026-01-22,53.94220285289381
2026-01-23,50.62268267733111
2026-01-24,64.73064342347257
2026-01-25,64.73064342347257
2026-01-26,63.07088333569122
2026-01-27,56.431842984565826
2026-01-28,58.091603072347176
2026-01-29,58.92148311623785
2026-01-30,56.431842984565826
2026-01-31,72.19956381848863
2026-02-01,74.68920395016066
2026-02-02,58.091603072347176
2026-02-03,60.581243204019195
2026-02-04,61.41112324790987
2026-02-05,54.77208289678448
2026-02-06,56.431842984565826
2026-02-07,63.900763379581896
2026-02-08,67.22028355514459
2026-02-09,56.431842984565826
2026-02-10,55.60196294067515
2026-02-11,56.431842984565826
2026-02-12,55.60196294067515
2026-02-13,54.77208289678448
2026-02-14,65.56052346736324
2026-02-15,73.85932390626998
2026-02-16,70.53980373070729
2026-02-17,53.94220285289381
2026-02-18,54.77208289678448
2026-02-19,59.75136316012852
2026-02-20,57.2617230284565
2026-02-21,71.36968377459796
2026-02-22,67.22028355514459
2026-02-23,59.75136316012852
2026-02-24,61.41112324790987
2026-02-25,56.431842984565826
2026-02-26,62.241003291800546
2026-02-27,55.60196294067515
2026-02-28,64.73064342347257
2026-03-01,74.68920395016066
2026-03-02,60.581243204019195
2026-03-03,59.75136316012852
2026-03-04,60.581243204019195
2026-03-05,57.2617230284565
2026-03-06,61.41112324790987
2026-03-07,67.22028355514459
2026-03-08,75.51908399405133
2026-03-09,60.581243204019195
2026-03-10,62.241003291800546
2026-03-11,58.92148311623785
2026-03-12,64.73064342347257
2026-03-13,58.92148311623785
2026-03-14,74.68920395016066
2026-03-15,78.83860416961403
2026-03-16,68.88004364292594
2026-03-17,67.22028355514459
2026-03-18,62.241003291800546
2026-03-19,62.241003291800546
2026-03-20,58.92148311623785
2026-03-21,74.68920395016066
2026-03-22,71.36968377459796
2026-03-23,59.75136316012852
2026-03-24,61.41112324790987
2026-03-25,55.60196294067515
2026-03-26,53.11232280900313
2026-03-27,57.2617230284565
2026-03-28,65.56052346736324
2026-03-29,73.02944386237931
2026-03-30,61.41112324790987
2026-03-31,66.39040351125391
2026-04-01,58.92148311623785
2026-04-02,59.75136316012852
2026-04-03,55.60196294067515
2026-04-04,63.07088333569122
2026-04-05,68.88004364292594
2026-04-06,63.07088333569122
2026-04-07,59.75136316012852
2026-04-08,57.2617230284565
2026-04-09,58.091603072347176
2026-04-10,57.2617230284565
2026-04-11,62.241003291800546
2026-04-12,67.22028355514459
2026-04-13,53.94220285289381
2026-04-14,56.431842984565826
2026-04-15,53.94220285289381
2026-04-16,60.581243204019195
2026-04-17,63.07088333569122
2026-04-18,61.41112324790987
2026-04-19,67.22028355514459
2026-04-20,59.75136316012852
2026-04-21,62.241003291800546
2026-04-22,57.2617230284565
2026-04-23,53.94220285289381
2026-04-24,51.45256272122178
2026-04-25,58.091603072347176
2026-04-26,66.39040351125391
2026-04-27,54.77208289678448
2026-04-28,53.94220285289381
2026-04-29,56.431842984565826
2026-04-30,53.94220285289381
2026-05-01,52.28244276511246
2026-05-02,61.41112324790987
2026-05-03,74.68920395016066
2026-05-04,58.92148311623785
2026-05-05,63.900763379581896
2026-05-06,53.94220285289381
2026-05-07,52.28244276511246
2026-05-08,50.62268267733111
2026-05-09,57.2617230284565
2026-05-10,67.22028355514459
2026-05-11,55.60196294067515
2026-05-12,53.94220285289381
2026-05-13,53.94220285289381
2026-05-14,58.92148311623785
2026-05-15,59.75136316012852
2026-05-16,63.900763379581896
2026-05-17,65.56052346736324
2026-05-18,57.2617230284565
2026-05-19,55.60196294067515
2026-05-20,58.091603072347176
2026-05-21,52.28244276511246
2026-05-22,53.94220285289381
2026-05-23,63.900763379581896
2026-05-24,68.05016359903526
2026-05-25,65.56052346736324
2026-05-26,64.73064342347257
2026-05-27,55.60196294067515
2026-05-28,63.900763379581896
2026-05-29,58.92148311623785
2026-05-30,63.07088333569122
2026-05-31,71.36968377459796
