Time,sports
2022-10-28,51.0
2022-10-29,78.0
2022-10-30,74.0
2022-10-31,48.0
2022-11-01,45.0
2022-11-02,50.0
2022-11-03,51.0
2022-11-04,54.0
2022-11-05,75.0
2022-11-06,75.0
2022-11-07,51.0
2022-11-08,46.0
2022-11-09,42.0
2022-11-10,45.0
2022-11-11,48.0
2022-11-12,70.0
2022-11-13,73.0
2022-11-14,50.0
2022-11-15,48.0
2022-11-16,46.0
2022-11-17,46.0
2022-11-18,51.0
2022-11-19,69.0
2022-11-20,78.0
2022-11-21,74.0
2022-11-22,74.0
2022-11-23,62.0
2022-11-24,69.0
2022-11-25,82.0
2022-11-26,82.0
2022-11-27,75.0
2022-11-28,77.0
2022-11-29,84.0
2022-11-30,79.0
2022-12-01,63.0
2022-12-02,64.0
2022-12-03,85.0
2022-12-04,75.0
2022-12-05,67.0
2022-12-06,58.0
2022-12-07,47.0
2022-12-08,49.0
2022-12-09,77.0
2022-12-10,75.0
2022-12-11,71.0
2022-12-12,50.0
2022-12-13,64.0
2022-12-14,61.0
2022-12-15,48.0
2022-12-16,53.0
2022-12-17,66.0
2022-12-18,100.0
2022-12-19,54.0
2022-12-20,50.0
2022-12-21,52.0
2022-12-22,49.0
2022-12-23,53.0
2022-12-24,62.0
2022-12-25,47.0
2022-12-26,50.0
2022-12-27,48.0
2022-12-28,48.0
2022-12-29,51.0
2022-12-30,56.0
2022-12-31,57.0
2023-01-01,65.0
2023-01-02,57.0
2023-01-03,55.0
2023-01-04,49.0
2023-01-05,48.0
2023-01-06,48.0
2023-01-07,59.0
2023-01-08,70.0
2023-01-09,51.0
2023-01-10,50.0
2023-01-11,47.0
2023-01-12,45.0
2023-01-13,47.0
2023-01-14,64.0
2023-01-15,66.0
2023-01-16,54.0
2023-01-17,50.0
2023-01-18,45.0
2023-01-19,49.0
2023-01-20,48.0
2023-01-21,64.0
2023-01-22,73.0
2023-01-23,53.0
2023-01-24,44.0
2023-01-25,45.0
2023-01-26,47.0
2023-01-27,46.0
2023-01-28,55.0
2023-01-29,73.0
2023-01-30,54.0
2023-01-31,46.0
2023-02-01,48.0
2023-02-02,45.0
2023-02-03,47.0
2023-02-04,57.0
2023-02-05,50.0
2023-02-06,44.0
2023-02-07,46.0
2023-02-08,45.0
2023-02-09,46.0
2023-02-10,47.0
2023-02-11,62.0
2023-02-12,90.0
2023-02-13,68.0
2023-02-14,48.0
2023-02-15,48.0
2023-02-16,48.0
2023-02-17,48.0
2023-02-18,58.0
2023-02-19,54.0
2023-02-20,47.0
2023-02-21,44.0
2023-02-22,46.0
2023-02-23,45.0
2023-02-24,48.0
2023-02-25,57.0
2023-02-26,61.0
2023-02-27,46.0
2023-02-28,44.0
2023-03-01,47.0
2023-03-02,49.0
2023-03-03,49.0
2023-03-04,64.0
2023-03-05,61.0
2023-03-06,49.0
2023-03-07,46.0
2023-03-08,48.0
2023-03-09,53.0
2023-03-10,51.0
2023-03-11,62.0
2023-03-12,59.0
2023-03-13,51.0
2023-03-14,51.0
2023-03-15,54.0
2023-03-16,73.0
2023-03-17,61.0
2023-03-18,68.0
2023-03-19,66.0
2023-03-20,52.0
2023-03-21,54.0
2023-03-22,48.0
2023-03-23,49.0
2023-03-24,51.0
2023-03-25,60.0
2023-03-26,60.0
2023-03-27,48.0
2023-03-28,46.0
2023-03-29,46.0
2023-03-30,52.0
2023-03-31,49.0
2023-04-01,65.0
2023-04-02,61.0
2023-04-03,48.0
2023-04-04,52.0
2023-04-05,48.0
2023-04-06,47.0
2023-04-07,50.0
2023-04-08,54.0
2023-04-09,49.0
2023-04-10,44.0
2023-04-11,48.0
2023-04-12,46.0
2023-04-13,44.0
2023-04-14,49.0
2023-04-15,57.0
2023-04-16,55.0
2023-04-17,47.0
2023-04-18,48.0
2023-04-19,49.0
2023-04-20,48.0
2023-04-21,51.0
2023-04-22,62.0
2023-04-23,60.0
2023-04-24,45.0
2023-04-25,48.0
2023-04-26,48.8323009655675
2023-04-27,51.209601020222266
2023-04-28,50.250501002004015
2023-04-29,58.882401165968304
2023-04-30,59.841501184186555
2023-05-01,50.250501002004015
2023-05-02,47.37320094734925
2023-05-03,48.8323009655675
2023-05-04,48.3323009655675
2023-05-05,46.914100929130996
2023-05-06,55.046001093095285
2023-05-07,56.005101111313536
2023-05-08,45.95500091091274
2023-05-09,46.914100929130996
2023-05-10,47.37320094734925
2023-05-11,46.914100929130996
2023-05-12,47.87320094734925
2023-05-13,55.046001093095285
2023-05-14,47.87320094734925
2023-05-15,55.046001093095285
2023-05-16,62.71880123884132
2023-05-17,61.25970122062307
2023-05-18,53.127801056658775
2023-05-19,52.16870103844052
2023-05-20,60.30060120240481
2023-05-21,56.005101111313536
2023-05-22,49.791400983785756
2023-05-23,46.914100929130996
2023-05-24,48.8323009655675
2023-05-25,44.99590089269448
2023-05-26,45.910001821825475
2023-05-27,53.25560211331755
2023-05-28,54.17380214975406
2023-05-29,47.746401894698494
2023-05-30,46.828201858261984
2023-05-31,44.991801785388965
2023-06-01,44.073601748952456
2023-06-02,45.910001821825475
2023-06-03,49.58280196757151
2023-06-04,51.41920204044453
2023-06-05,46.828201858261984
2023-06-06,43.155401712515946
2023-06-07,45.910001821825475
2023-06-08,45.910001821825475
2023-06-09,45.910001821825475
2023-06-10,52.33740207688104
2023-06-11,49.58280196757151
2023-06-12,44.991801785388965
2023-06-13,44.073601748952456
2023-06-14,44.991801785388965
2023-06-15,44.073601748952456
2023-06-16,44.991801785388965
2023-06-17,50.50100200400802
2023-06-18,49.58280196757151
2023-06-19,44.073601748952456
2023-06-20,42.23720167607944
2023-06-21,39.48260156676991
2023-06-22,40.40080160320642
2023-06-23,43.155401712515946
2023-06-24,46.828201858261984
2023-06-25,46.828201858261984
2023-06-26,42.23720167607944
2023-06-27,42.23720167607944
2023-06-28,40.40080160320642
2023-06-29,40.40080160320642
2023-06-30,41.31900163964293
2023-07-01,47.746401894698494
2023-07-02,48.664601931135
2023-07-03,43.155401712515946
2023-07-04,42.23720167607944
2023-07-05,40.40080160320642
2023-07-06,42.23720167607944
2023-07-07,43.155401712515946
2023-07-08,48.664601931135
2023-07-09,50.50100200400802
2023-07-10,42.23720167607944
2023-07-11,41.31900163964293
2023-07-12,41.31900163964293
2023-07-13,46.828201858261984
2023-07-14,42.23720167607944
2023-07-15,50.50100200400802
2023-07-16,47.746401894698494
2023-07-17,44.073601748952456
2023-07-18,43.155401712515946
2023-07-19,44.073601748952456
2023-07-20,43.155401712515946
2023-07-21,44.073601748952456
2023-07-22,50.50100200400802
2023-07-23,44.991801785388965
2023-07-24,42.23720167607944
2023-07-25,44.073601748952456
2023-07-26,44.991801785388965
2023-07-27,45.910001821825475
2023-07-28,44.073601748952456
2023-07-29,51.41920204044453
2023-07-30,50.50100200400802
2023-07-31,43.155401712515946
2023-08-01,46.828201858261984
2023-08-02,44.073601748952456
2023-08-03,46.828201858261984
2023-08-04,44.991801785388965
2023-08-05,50.50100200400802
2023-08-06,53.25560211331755
2023-08-07,46.828201858261984
2023-08-08,46.828201858261984
2023-08-09,46.828201858261984
2023-08-10,46.828201858261984
2023-08-11,51.41920204044453
2023-08-12,56.01020222262708
2023-08-13,55.09200218619057
2023-08-14,46.828201858261984
2023-08-15,44.991801785388965
2023-08-16,45.910001821825475
2023-08-17,44.991801785388965
2023-08-18,47.746401894698494
2023-08-19,56.01020222262708
2023-08-20,56.01020222262708
2023-08-21,45.910001821825475
2023-08-22,45.910001821825475
2023-08-23,46.828201858261984
2023-08-24,46.828201858261984
2023-08-25,49.58280196757151
2023-08-26,66.11040262342868
2023-08-27,52.33740207688104
2023-08-28,44.991801785388965
2023-08-29,46.828201858261984
2023-08-30,47.746401894698494
2023-08-31,50.50100200400802
2023-09-01,55.09200218619057
2023-09-02,77.1288030606668
2023-09-03,62.437602477682645
2023-09-04,51.41920204044453
2023-09-05,49.58280196757151
2023-09-06,49.58280196757151
2023-09-07,55.09200218619057
2023-09-08,59.68300236837312
2023-09-09,81.71980324284934
2023-09-10,91.82000364365095
2023-09-11,56.01020222262708
2023-09-12,52.33740207688104
2023-09-13,47.746401894698494
2023-09-14,49.58280196757151
2023-09-15,53.25560211331755
2023-09-16,74.37420295135726
2023-09-17,86.31080342503189
2023-09-18,51.41920204044453
2023-09-19,47.746401894698494
2023-09-20,47.746401894698494
2023-09-21,49.58280196757151
2023-09-22,52.33740207688104
2023-09-23,77.1288030606668
2023-09-24,83.55620331572237
2023-09-25,51.41920204044453
2023-09-26,47.746401894698494
2023-09-27,44.991801785388965
2023-09-28,48.664601931135
2023-09-29,50.50100200400802
2023-09-30,75.29240298779378
2023-10-01,77.1288030606668
2023-10-02,50.50100200400802
2023-10-03,45.910001821825475
2023-10-04,45.910001821825475
2023-10-05,43.155401712515946
2023-10-06,50.50100200400802
2023-10-07,72.53780287848426
2023-10-08,72.53780287848426
2023-10-09,53.25560211331755
2023-10-10,48.664601931135
2023-10-11,47.746401894698494
2023-10-12,47.746401894698494
2023-10-13,49.58280196757151
2023-10-14,71.61960284204774
2023-10-15,71.61960284204774
2023-10-16,50.50100200400802
2023-10-17,46.828201858261984
2023-10-18,46.828201858261984
2023-10-19,47.746401894698494
2023-10-20,51.41920204044453
2023-10-21,72.53780287848426
2023-10-22,71.61960284204774
2023-10-23,51.41920204044453
2023-10-24,50.50100200400802
2023-10-25,50.50100200400802
2023-10-26,46.828201858261984
2023-10-27,49.58280196757151
2023-10-28,72.53780287848426
2023-10-29,68.86500273273822
2023-10-30,49.58280196757151
2023-10-31,47.746401894698494
2023-11-01,47.746401894698494
2023-11-02,52.33740207688104
2023-11-03,51.41920204044453
2023-11-04,71.61960284204774
2023-11-05,69.78320276917472
2023-11-06,51.41920204044453
2023-11-07,49.58280196757151
2023-11-08,44.073601748952456
2023-11-09,45.910001821825475
2023-11-10,50.50100200400802
2023-11-11,67.9468026963017
2023-11-12,67.9468026963017
2023-11-13,50.50100200400802
2023-11-14,44.991801785388965
2023-11-15,44.991801785388965
2023-11-16,45.910001821825475
2023-11-17,48.664601931135
2023-11-18,67.02860265986519
2023-11-19,68.86500273273822
2023-11-20,48.664601931135
2023-11-21,50.50100200400802
2023-11-22,47.746401894698494
2023-11-23,56.01020222262708
2023-11-24,67.02860265986519
2023-11-25,74.37420295135726
2023-11-26,69.78320276917472
2023-11-27,50.50100200400802
2023-11-28,47.746401894698494
2023-11-29,47.746401894698494
2023-11-30,46.828201858261984
2023-12-01,51.41920204044453
2023-12-02,64.27400255055566
2023-12-03,69.78320276917472
2023-12-04,53.25560211331755
2023-12-05,49.58280196757151
2023-12-06,45.910001821825475
2023-12-07,44.991801785388965
2023-12-08,49.58280196757151
2023-12-09,59.68300236837312
2023-12-10,63.355802514119155
2023-12-11,51.41920204044453
2023-12-12,48.664601931135
2023-12-13,46.828201858261984
2023-12-14,46.828201858261984
2023-12-15,51.41920204044453
2023-12-16,60.60120240480963
2023-12-17,70.70140280561122
2023-12-18,47.746401894698494
2023-12-19,47.746401894698494
2023-12-20,49.58280196757151
2023-12-21,48.664601931135
2023-12-22,50.38018620974006
2023-12-23,59.997123433469824
2023-12-24,60.84283399334555
2023-12-25,51.225896769615794
2023-12-26,52.458217871149
2023-12-27,46.1516334103614
2023-12-28,46.99734397023713
2023-12-29,49.92108619152181
2023-12-30,56.22767065230941
2023-12-31,62.53425511309702
2024-01-01,55.84106011065194
2024-01-02,52.458217871149
2024-01-03,45.76502286870392
2024-01-04,44.073601748952456
2024-01-05,44.073601748952456
2024-01-06,57.07338121218514
2024-01-07,62.14764457143954
2024-01-08,51.225896769615794
2024-01-09,50.38018620974006
2024-01-10,45.76502286870392
2024-01-11,46.61073342857965
2024-01-12,45.76502286870392
2024-01-13,60.456223451688075
2024-01-14,73.45600291492076
2024-01-15,56.22767065230941
2024-01-16,47.45644398845539
2024-01-17,46.1516334103614
2024-01-18,45.76502286870392
2024-01-19,52.458217871149
2024-01-20,70.91887123529355
2024-01-21,74.22922399823572
2024-01-22,55.67191799867679
2024-01-23,45.62004391558237
2024-01-24,47.16648608221228
2024-01-25,45.62004391558237
2024-01-26,44.846822832267414
2024-01-27,53.35225474873192
2024-01-28,72.68278183160581
2024-01-29,57.2183601653067
2024-01-30,44.846822832267414
2024-01-31,42.52715958232255
2024-02-01,46.39326499889732
2024-02-02,44.07360174895246
2024-02-03,52.57903366541697
2024-02-04,51.032591498787056
2024-02-05,40.98071741569264
2024-02-06,42.52715958232255
2024-02-07,46.39326499889732
2024-02-08,46.39326499889732
2024-02-09,49.48614933215715
2024-02-10,61.85768666519643
2024-02-11,70.36311858166094
2024-02-12,61.08446558188148
2024-02-13,42.52715958232255
2024-02-14,41.753938499007596
2024-02-15,43.300380665637505
2024-02-16,45.62004391558237
2024-02-17,54.12547583204688
2024-02-18,51.032591498787056
2024-02-19,50.259370415472105
2024-02-20,42.52715958232255
2024-02-21,44.07360174895246
2024-02-22,46.39326499889732
2024-02-23,46.39326499889732
2024-02-24,55.67191799867679
2024-02-25,53.35225474873192
2024-02-26,45.62004391558237
2024-02-27,43.300380665637505
2024-02-28,43.300380665637505
2024-02-29,44.846822832267414
2024-03-01,47.16648608221228
2024-03-02,54.89869691536183
2024-03-03,51.032591498787056
2024-03-04,46.39326499889732
2024-03-05,41.753938499007596
2024-03-06,43.300380665637505
2024-03-07,44.846822832267414
2024-03-08,44.846822832267414
2024-03-09,54.12547583204688
2024-03-10,54.12547583204688
2024-03-11,46.39326499889732
2024-03-12,44.846822832267414
2024-03-13,44.846822832267414
2024-03-14,43.300380665637505
2024-03-15,48.71292824884219
2024-03-16,54.12547583204688
2024-03-17,53.35225474873192
2024-03-18,51.805812582102014
2024-03-19,47.93970716552724
2024-03-20,51.032591498787056
2024-03-21,64.1773499151413
2024-03-22,58.764802331936615
2024-03-23,61.85768666519643
2024-03-24,57.99158124862166
2024-03-25,47.93970716552724
2024-03-26,43.300380665637505
2024-03-27,42.52715958232255
2024-03-28,48.71292824884219
2024-03-29,52.57903366541697
2024-03-30,59.538023415251565
2024-03-31,53.35225474873192
2024-04-01,47.16648608221228
2024-04-02,47.93970716552724
2024-04-03,44.07360174895246
2024-04-04,47.16648608221228
2024-04-05,47.93970716552724
2024-04-06,58.764802331936615
2024-04-07,56.44513908199175
2024-04-08,40.98071741569264
2024-04-09,48.71292824884219
2024-04-10,44.846822832267414
2024-04-11,45.62004391558237
2024-04-12,47.16648608221228
2024-04-13,52.57903366541697
2024-04-14,49.48614933215715
2024-04-15,43.300380665637505
2024-04-16,46.39326499889732
2024-04-17,46.39326499889732
2024-04-18,44.846822832267414
2024-04-19,44.07360174895246
2024-04-20,54.89869691536183
2024-04-21,53.35225474873192
2024-04-22,45.62004391558237
2024-04-23,45.62004391558237
2024-04-24,45.62004391558237
2024-04-25,46.39326499889732
2024-04-26,49.48614933215715
2024-04-27,54.12547583204688
2024-04-28,51.032591498787056
2024-04-29,44.846822832267414
2024-04-30,44.846822832267414
2024-05-01,47.16648608221228
2024-05-02,45.62004391558237
2024-05-03,47.16648608221228
2024-05-04,55.67191799867679
2024-05-05,51.032591498787056
2024-05-06,41.753938499007596
2024-05-07,44.07360174895246
2024-05-08,44.07360174895246
2024-05-09,41.753938499007596
2024-05-10,44.07360174895246
2024-05-11,49.48614933215715
2024-05-12,43.300380665637505
2024-05-13,43.300380665637505
2024-05-14,46.39326499889732
2024-05-15,48.71292824884219
2024-05-16,51.805812582102014
2024-05-17,50.259370415472105
2024-05-18,52.57903366541697
2024-05-19,54.12547583204688
2024-05-20,44.846822832267414
2024-05-21,40.98071741569264
2024-05-22,43.300380665637505
2024-05-23,46.39326499889732
2024-05-24,43.300380665637505
2024-05-25,51.805812582102014
2024-05-26,47.93970716552724
2024-05-27,46.39326499889732
2024-05-28,41.753938499007596
2024-05-29,43.300380665637505
2024-05-30,40.98071741569264
2024-05-31,47.93970716552724
2024-06-01,50.259370415472105
2024-06-02,47.93970716552724
2024-06-03,42.52715958232255
2024-06-04,41.753938499007596
2024-06-05,42.52715958232255
2024-06-06,44.07360174895246
2024-06-07,44.846822832267414
2024-06-08,50.259370415472105
2024-06-09,49.48614933215715
2024-06-10,44.846822832267414
2024-06-11,44.07360174895246
2024-06-12,44.846822832267414
2024-06-13,44.846822832267414
2024-06-14,46.39326499889732
2024-06-15,57.2183601653067
2024-06-16,51.032591498787056
2024-06-17,46.39326499889732
2024-06-18,45.62004391558237
2024-06-19,45.62004391558237
2024-06-20,47.16648608221228
2024-06-21,46.39326499889732
2024-06-22,48.71292824884219
2024-06-23,47.93970716552724
2024-06-24,44.846822832267414
2024-06-25,47.16648608221228
2024-06-26,43.300380665637505
2024-06-27,44.846822832267414
2024-06-28,40.98071741569264
2024-06-29,49.48614933215715
2024-06-30,46.39326499889732
2024-07-01,45.62004391558237
2024-07-02,44.846822832267414
2024-07-03,43.300380665637505
2024-07-04,41.753938499007596
2024-07-05,47.93970716552724
2024-07-06,49.48614933215715
2024-07-07,45.62004391558237
2024-07-08,40.98071741569264
2024-07-09,44.07360174895246
2024-07-10,45.62004391558237
2024-07-11,45.62004391558237
2024-07-12,41.753938499007596
2024-07-13,45.62004391558237
2024-07-14,51.032591498787056
2024-07-15,49.48614933215715
2024-07-16,38.66105416574777
2024-07-17,40.20749633237768
2024-07-18,41.753938499007596
2024-07-19,40.20749633237768
2024-07-20,46.39326499889732
2024-07-21,44.07360174895246
2024-07-22,40.98071741569264
2024-07-23,44.07360174895246
2024-07-24,42.52715958232255
2024-07-25,43.300380665637505
2024-07-26,45.62004391558237
2024-07-27,58.764802331936615
2024-07-28,54.89869691536183
2024-07-29,46.39326499889732
2024-07-30,50.259370415472105
2024-07-31,50.259370415472105
2024-08-01,45.62004391558237
2024-08-02,47.16648608221228
2024-08-03,51.805812582102014
2024-08-04,52.57903366541697
2024-08-05,44.846822832267414
2024-08-06,44.07360174895246
2024-08-07,45.62004391558237
2024-08-08,44.846822832267414
2024-08-09,48.71292824884219
2024-08-10,56.44513908199175
2024-08-11,50.259370415472105
2024-08-12,44.846822832267414
2024-08-13,43.300380665637505
2024-08-14,44.07360174895246
2024-08-15,45.62004391558237
2024-08-16,45.62004391558237
2024-08-17,52.57903366541697
2024-08-18,48.71292824884219
2024-08-19,44.07360174895246
2024-08-20,44.846822832267414
2024-08-21,42.52715958232255
2024-08-22,44.07360174895246
2024-08-23,46.39326499889732
2024-08-24,58.764802331936615
2024-08-25,54.12547583204688
2024-08-26,46.39326499889732
2024-08-27,46.39326499889732
2024-08-28,45.62004391558237
2024-08-29,45.62004391558237
2024-08-30,51.805812582102014
2024-08-31,69.58989749834599
2024-09-01,57.2183601653067
2024-09-02,51.805812582102014
2024-09-03,46.39326499889732
2024-09-04,50.259370415472105
2024-09-05,49.48614933215715
2024-09-06,53.35225474873192
2024-09-07,77.32210833149554
2024-09-08,77.32210833149554
2024-09-09,49.48614933215715
2024-09-10,46.39326499889732
2024-09-11,40.98071741569264
2024-09-12,44.07360174895246
2024-09-13,49.48614933215715
2024-09-14,68.81667641503104
2024-09-15,68.81667641503104
2024-09-16,45.62004391558237
2024-09-17,45.62004391558237
2024-09-18,44.846822832267414
2024-09-19,47.16648608221228
2024-09-20,48.71292824884219
2024-09-21,75.77566616486563
2024-09-22,69.58989749834599
2024-09-23,44.846822832267414
2024-09-24,45.62004391558237
2024-09-25,41.753938499007596
2024-09-26,44.07360174895246
2024-09-27,44.846822832267414
2024-09-28,64.95057099845626
2024-09-29,65.72379208177121
2024-09-30,44.846822832267414
2024-10-01,44.846822832267414
2024-10-02,42.52715958232255
2024-10-03,44.07360174895246
2024-10-04,47.93970716552724
2024-10-05,64.1773499151413
2024-10-06,63.40412883182635
2024-10-07,47.93970716552724
2024-10-08,42.52715958232255
2024-10-09,43.300380665637505
2024-10-10,47.16648608221228
2024-10-11,47.16648608221228
2024-10-12,63.40412883182635
2024-10-13,61.85768666519643
2024-10-14,47.93970716552724
2024-10-15,46.39326499889732
2024-10-16,45.62004391558237
2024-10-17,47.16648608221228
2024-10-18,49.48614933215715
2024-10-19,64.95057099845626
2024-10-20,64.95057099845626
2024-10-21,49.48614933215715
2024-10-22,47.16648608221228
2024-10-23,47.16648608221228
2024-10-24,47.16648608221228
2024-10-25,50.259370415472105
2024-10-26,70.36311858166094
2024-10-27,68.04345533171607
2024-10-28,45.62004391558237
2024-10-29,47.16648608221228
2024-10-30,47.93970716552724
2024-10-31,49.48614933215715
2024-11-01,46.39326499889732
2024-11-02,62.63090774851139
2024-11-03,58.764802331936615
2024-11-04,44.846822832267414
2024-11-05,40.98071741569264
2024-11-06,30.15562224928326
2024-11-07,43.300380665637505
2024-11-08,44.07360174895246
2024-11-09,58.764802331936615
2024-11-10,61.85768666519643
2024-11-11,47.16648608221228
2024-11-12,44.07360174895246
2024-11-13,45.62004391558237
2024-11-14,44.846822832267414
2024-11-15,47.16648608221228
2024-11-16,59.538023415251565
2024-11-17,62.63090774851139
2024-11-18,46.39326499889732
2024-11-19,44.07360174895246
2024-11-20,42.52715958232255
2024-11-21,44.07360174895246
2024-11-22,46.39326499889732
2024-11-23,57.99158124862166
2024-11-24,62.63090774851139
2024-11-25,44.846822832267414
2024-11-26,42.52715958232255
