Time,local_guide_program
2024-09-29,45.06887367674881
2024-09-30,76.05372432951361
2024-10-01,77.93159406604482
2024-10-02,74.17585459298242
2024-10-03,76.99265919777922
2024-10-04,69.48118025165442
2024-10-05,41.31313420368641
2024-10-06,41.31313420368641
2024-10-07,77.93159406604482
2024-10-08,70.42011511992001
2024-10-09,72.29798485645122
2024-10-10,72.29798485645122
2024-10-11,70.42011511992001
2024-10-12,40.37419933542081
2024-10-13,39.43526446715521
2024-10-14,70.42011511992001
2024-10-15,76.05372432951361
2024-10-16,72.29798485645122
2024-10-17,73.23691972471681
2024-10-18,68.54224538338882
2024-10-19,40.37419933542081
2024-10-20,38.49632959888961
2024-10-21,73.23691972471681
2024-10-22,75.11478946124802
2024-10-23,73.23691972471681
2024-10-24,72.29798485645122
2024-10-25,69.48118025165442
2024-10-26,41.31313420368641
2024-10-27,37.55739473062401
2024-10-28,74.17585459298242
2024-10-29,74.17585459298242
2024-10-30,65.72544077859202
2024-10-31,62.908636173795216
2024-11-01,62.908636173795216
2024-11-02,38.49632959888961
2024-11-03,39.43526446715521
2024-11-04,73.23691972471681
2024-11-05,62.908636173795216
2024-11-06,46.00780854501441
2024-11-07,66.66437564685762
2024-11-08,69.48118025165442
2024-11-09,38.49632959888961
2024-11-10,40.37419933542081
2024-11-11,66.66437564685762
2024-11-12,72.29798485645122
2024-11-13,69.48118025165442
2024-11-14,69.48118025165442
2024-11-15,65.72544077859202
2024-11-16,38.49632959888961
2024-11-17,37.55739473062401
2024-11-18,69.48118025165442
2024-11-19,71.35904998818562
2024-11-20,68.54224538338882
2024-11-21,68.54224538338882
2024-11-22,61.96970130552962
2024-11-23,38.49632959888961
2024-11-24,36.61845986235841
2024-11-25,70.42011511992001
2024-11-26,67.60331051512321
2024-11-27,58.21396183246721
2024-11-28,33.801655257561606
2024-11-29,38.49632959888961
2024-11-30,35.67952499409281
2024-12-01,36.61845986235841
2024-12-02,70.42011511992001
2024-12-03,70.42011511992001
2024-12-04,72.29798485645122
2024-12-05,65.72544077859202
2024-12-06,67.60331051512321
2024-12-07,37.55739473062401
2024-12-08,40.37419933542081
2024-12-09,69.48118025165442
2024-12-10,68.54224538338882
2024-12-11,70.42011511992001
2024-12-12,65.72544077859202
2024-12-13,60.091831568998415
2024-12-14,40.37419933542081
2024-12-15,39.43526446715521
2024-12-16,72.29798485645122
2024-12-17,74.17585459298242
2024-12-18,70.42011511992001
2024-12-19,75.11478946124802
2024-12-20,60.091831568998415
2024-12-21,38.49632959888961
2024-12-22,38.49632959888961
2024-12-23,56.33609209593602
2024-12-24,45.06887367674881
2024-12-25,30.98485065276481
2024-12-26,52.58035262287361
2024-12-27,57.275026964201615
2024-12-28,44.12993880848321
2024-12-29,38.49632959888961
2024-12-30,67.60331051512321
2024-12-31,59.15289670073282
2025-01-01,38.49632959888961
2025-01-02,77.93159406604482
2025-01-03,74.17585459298242
2025-01-04,51.641417754608014
2025-01-05,43.19100394021761
2025-01-06,76.05372432951361
2025-01-07,85.44307301216962
2025-01-08,87.32094274870082
2025-01-09,78.87052893431041
2025-01-10,73.23691972471681
2025-01-11,46.94674341328001
2025-01-12,46.00780854501441
2025-01-13,83.56520327563842
2025-01-14,80.74839867084162
2025-01-15,83.56520327563842
2025-01-16,78.87052893431041
2025-01-17,75.11478946124802
2025-01-18,42.25206907195201
2025-01-19,41.31313420368641
2025-01-20,56.33609209593602
2025-01-21,71.35904998818562
2025-01-22,76.05372432951361
2025-01-23,74.17585459298242
2025-01-24,73.23691972471681
2025-01-25,46.94674341328001
2025-01-26,42.25206907195201
2025-01-27,77.93159406604482
2025-01-28,83.56520327563842
2025-01-29,80.74839867084162
2025-01-30,77.93159406604482
2025-01-31,72.29798485645122
2025-02-01,44.12993880848321
2025-02-02,41.31313420368641
2025-02-03,73.23691972471681
2025-02-04,76.05372432951361
2025-02-05,75.11478946124802
2025-02-06,74.17585459298242
2025-02-07,76.05372432951361
2025-02-08,46.94674341328001
2025-02-09,43.19100394021761
2025-02-10,73.23691972471681
2025-02-11,83.56520327563842
2025-02-12,82.62626840737282
2025-02-13,84.50413814390402
2025-02-14,76.99265919777922
2025-02-15,46.94674341328001
2025-02-16,46.94674341328001
2025-02-17,74.17585459298242
2025-02-18,81.68733353910721
2025-02-19,80.74839867084162
2025-02-20,76.99265919777922
2025-02-21,76.99265919777922
2025-02-22,46.94674341328001
2025-02-23,46.94674341328001
2025-02-24,83.56520327563842
2025-02-25,79.80946380257602
2025-02-26,79.80946380257602
2025-02-27,79.80946380257602
2025-02-28,76.05372432951361
2025-03-01,47.885678281545616
2025-03-02,46.00780854501441
2025-03-03,84.50413814390402
2025-03-04,83.56520327563842
2025-03-05,79.80946380257602
2025-03-06,79.80946380257602
2025-03-07,79.80946380257602
2025-03-08,47.885678281545616
2025-03-09,46.94674341328001
2025-03-10,84.50413814390402
2025-03-11,77.93159406604482
2025-03-12,77.93159406604482
2025-03-13,78.87052893431041
2025-03-14,70.42011511992001
2025-03-15,48.82461314981121
2025-03-16,47.885678281545616
2025-03-17,88.25987761696642
2025-03-18,86.38200788043522
2025-03-19,88.25987761696642
2025-03-20,81.68733353910721
2025-03-21,76.05372432951361
2025-03-22,48.82461314981121
2025-03-23,47.885678281545616
2025-03-24,85.44307301216962
2025-03-25,85.44307301216962
2025-03-26,81.68733353910721
2025-03-27,79.80946380257602
2025-03-28,76.99265919777922
2025-03-29,49.76354801807681
2025-03-30,46.94674341328001
2025-03-31,80.74839867084162
2025-04-01,81.68733353910721
2025-04-02,76.05372432951361
2025-04-03,78.87052893431041
2025-04-04,76.05372432951361
2025-04-05,46.94674341328001
2025-04-06,48.82461314981121
2025-04-07,79.80946380257602
2025-04-08,82.62626840737282
2025-04-09,81.68733353910721
2025-04-10,77.93159406604482
2025-04-11,78.87052893431041
2025-04-12,47.885678281545616
2025-04-13,45.06887367674881
2025-04-14,83.56520327563842
2025-04-15,88.012863230752
2025-04-16,84.82505545176501
2025-04-17,82.10671510691083
2025-04-18,70.57838470626619
2025-04-19,44.80338356012274
2025-04-20,39.36670287041437
2025-04-21,82.57618254104364
2025-04-22,88.66783225197989
2025-04-23,83.70061899640433
2025-04-24,78.73340574082874
2025-04-25,73.29672505112038
2025-04-26,48.17669292620482
2025-04-27,48.646160360337625
2025-04-28,83.70061899640433
2025-04-29,82.57618254104364
2025-04-30,78.26393830669596
2025-05-01,78.73340574082874
2025-05-02,72.17228859575968
2025-05-03,45.45835258135064
2025-05-04,48.17669292620482
2025-05-05,82.10671510691083
2025-05-06,83.70061899640433
2025-05-07,80.32730963032225
2025-05-08,79.85784219618944
2025-05-09,78.73340574082874
2025-05-10,45.927820015483434
2025-05-11,45.927820015483434
2025-05-12,94.10451294168826
2025-05-13,89.1372996861127
2025-05-14,86.88842677539131
2025-05-15,83.83603471717022
2025-05-16,78.59628254734709
2025-05-17,48.467707570864036
2025-05-18,48.467707570864036
2025-05-19,93.00560101436072
2025-05-20,86.45591080208179
2025-05-21,83.83603471717022
2025-05-22,82.52609667471444
2025-05-23,78.59628254734709
2025-05-24,43.227955401040894
2025-05-25,41.91801735858511
2025-05-26,53.70745974068717
2025-05-27,91.69566297190492
2025-05-28,94.3155390568165
2025-05-29,85.145972759626
2025-05-30,79.90622058980287
2025-05-31,48.467707570864036
2025-06-01,47.15776952840825
2025-06-02,86.45591080208179
2025-06-03,91.69566297190492
2025-06-04,83.83603471717022
2025-06-05,82.52609667471444
2025-06-06,81.21615863225865
2025-06-07,44.53789344349668
2025-06-08,44.53789344349668
2025-06-09,87.76584884453757
2025-06-10,89.07578688699336
2025-06-11,83.83603471717022
2025-06-12,83.83603471717022
2025-06-13,74.66646841997972
2025-06-14,43.227955401040894
2025-06-15,43.227955401040894
2025-06-16,86.45591080208179
2025-06-17,87.76584884453757
2025-06-18,85.145972759626
2025-06-19,74.66646841997972
2025-06-20,77.2863445048913
2025-06-21,44.53789344349668
2025-06-22,41.91801735858511
2025-06-23,89.07578688699336
2025-06-24,89.07578688699336
2025-06-25,79.90622058980287
2025-06-26,79.90622058980287
2025-06-27,79.90622058980287
2025-06-28,49.77764561331982
2025-06-29,44.53789344349668
2025-06-30,86.45591080208179
2025-07-01,85.145972759626
2025-07-02,90.38572492944914
2025-07-03,81.21615863225865
2025-07-04,44.53789344349668
2025-07-05,45.84783148595246
2025-07-06,53.70745974068717
2025-07-07,99.55529122663964
2025-07-08,90.38572492944914
2025-07-09,90.38572492944914
2025-07-10,86.45591080208179
2025-07-11,82.52609667471444
2025-07-12,48.467707570864036
2025-07-13,49.77764561331982
2025-07-14,96.93541514172807
2025-07-15,93.00560101436072
2025-07-16,89.07578688699336
2025-07-17,87.76584884453757
2025-07-18,81.21615863225865
2025-07-19,47.15776952840825
2025-07-20,52.39752169823139
2025-07-21,96.93541514172807
2025-07-22,93.00560101436072
2025-07-23,86.45591080208179
2025-07-24,86.45591080208179
2025-07-25,85.145972759626
2025-07-26,47.15776952840825
2025-07-27,45.84783148595246
2025-07-28,91.69566297190492
2025-07-29,89.07578688699336
2025-07-30,90.38572492944914
2025-07-31,83.83603471717022
2025-08-01,81.21615863225865
2025-08-02,75.97640646243552
2025-08-03,86.45591080208179
2025-08-04,130.99380424557847
2025-08-05,102.1751673115512
2025-08-06,93.00560101436072
2025-08-07,89.07578688699336
2025-08-08,82.52609667471444
2025-08-09,49.77764561331982
2025-08-10,48.467707570864036
2025-08-11,91.69566297190492
2025-08-12,90.38572492944914
2025-08-13,86.45591080208179
2025-08-14,89.07578688699336
2025-08-15,81.21615863225865
2025-08-16,53.70745974068717
2025-08-17,48.467707570864036
2025-08-18,94.3155390568165
2025-08-19,94.3155390568165
2025-08-20,85.145972759626
2025-08-21,83.83603471717022
2025-08-22,75.97640646243552
2025-08-23,45.84783148595246
2025-08-24,47.15776952840825
2025-08-25,90.38572492944914
2025-08-26,85.145972759626
2025-08-27,85.145972759626
2025-08-28,81.21615863225865
2025-08-29,73.35653037752394
2025-08-30,43.227955401040894
2025-08-31,41.91801735858511
2025-09-01,48.467707570864036
2025-09-02,82.52609667471444
2025-09-03,83.83603471717022
2025-09-04,79.90622058980287
2025-09-05,77.2863445048913
2025-09-06,44.53789344349668
2025-09-07,40.60807931612933
2025-09-08,89.07578688699336
2025-09-09,82.52609667471444
2025-09-10,73.35653037752394
2025-09-11,74.66646841997972
2025-09-12,70.73665429261237
2025-09-13,41.91801735858511
2025-09-14,39.298141273673544
2025-09-15,81.21615863225865
2025-09-16,79.90622058980287
2025-09-17,74.66646841997972
2025-09-18,75.97640646243552
2025-09-19,73.35653037752394
2025-09-20,40.60807931612933
2025-09-21,39.298141273673544
2025-09-22,85.145972759626
2025-09-23,81.21615863225865
2025-09-24,74.66646841997972
2025-09-25,74.66646841997972
2025-09-26,72.04659233506815
2025-09-27,40.60807931612933
2025-09-28,40.60807931612933
2025-09-29,79.90622058980287
2025-09-30,77.2863445048913
2025-10-01,72.04659233506815
2025-10-02,72.04659233506815
2025-10-03,72.04659233506815
2025-10-04,40.60807931612933
2025-10-05,51.0875836557756
2025-10-06,78.59628254734709
2025-10-07,75.97640646243552
2025-10-08,73.35653037752394
2025-10-09,74.66646841997972
2025-10-10,69.42671625015659
2025-10-11,39.298141273673544
2025-10-12,39.298141273673544
2025-10-13,77.2863445048913
2025-10-14,79.90622058980287
2025-10-15,78.59628254734709
2025-10-16,73.35653037752394
2025-10-17,74.66646841997972
2025-10-18,41.91801735858511
2025-10-19,39.298141273673544
2025-10-20,77.2863445048913
2025-10-21,77.2863445048913
2025-10-22,77.2863445048913
2025-10-23,75.97640646243552
2025-10-24,72.04659233506815
2025-10-25,41.91801735858511
2025-10-26,41.91801735858511
2025-10-27,75.97640646243552
2025-10-28,75.97640646243552
2025-10-29,77.2863445048913
2025-10-30,72.04659233506815
2025-10-31,61.56708799542188
2025-11-01,40.60807931612933
2025-11-02,36.67826518876197
2025-11-03,75.97640646243552
2025-11-04,72.04659233506815
2025-11-05,72.04659233506815
2025-11-06,72.04659233506815
2025-11-07,70.73665429261237
2025-11-08,39.298141273673544
2025-11-09,36.67826518876197
2025-11-10,69.42671625015659
2025-11-11,68.1167782077008
2025-11-12,69.42671625015659
2025-11-13,72.04659233506815
2025-11-14,66.80684016524502
2025-11-15,40.60807931612933
2025-11-16,39.298141273673544
2025-11-17,69.42671625015659
2025-11-18,66.80684016524502
2025-11-19,65.49690212278924
2025-11-20,58.94721191051031
2025-11-21,55.01739778314296
2025-11-22,39.298141273673544
2025-11-23,34.0583891038504
2025-11-24,58.94721191051031
2025-11-25,62.87702603787767
2025-11-26,45.84783148595246
2025-11-27,27.50869889157148
2025-11-28,35.368327146306186
2025-11-29,32.74845106139462
2025-11-30,34.0583891038504
2025-12-01,61.56708799542188
2025-12-02,66.80684016524502
2025-12-03,70.73665429261237
2025-12-04,72.04659233506815
2025-12-05,65.49690212278924
2025-12-06,41.91801735858511
2025-12-07,37.98820323121776
2025-12-08,70.73665429261237
2025-12-09,73.35653037752394
2025-12-10,70.73665429261237
2025-12-11,69.27356846492393
2025-12-12,59.88875610246123
2025-12-13,39.32919041369331
2025-12-14,37.71421554969193
2025-12-15,70.40854040753857
2025-12-16,69.27356846492393
2025-12-17,64.73368069446539
2025-12-18,68.13859652230929
2025-12-19,61.98373388784936
2025-12-20,37.71421554969193
2025-12-21,38.19421847107868
2025-12-22,65.38864971569328
2025-12-23,57.61881221723196
2025-12-24,40.944165277694694
2025-12-25,26.059459301999958
2025-12-26,45.48405304815324
2025-12-27,36.57924360707729
2025-12-28,36.57924360707729
2025-12-29,70.88854332892531
2025-12-30,64.25367777307864
2025-12-31,51.46394958277203
2026-01-01,35.444271664462654
2026-01-02,64.25367777307864
2026-01-03,47.099027912154625
2026-01-04,43.21410916292397
2026-01-05,80.27335569138802
2026-01-06,84.15827444061867
2026-01-07,81.40832763400265
2026-01-08,79.13838374877338
2026-01-09,75.90843402077061
2026-01-10,47.040286295901005
2026-01-11,46.080280453127514
2026-01-12,81.60049663574664
2026-01-13,84.4805141640671
2026-01-14,79.68048495019966
2026-01-15,81.60049663574664
2026-01-16,74.88045573633221
2026-01-17,46.080280453127514
2026-01-18,42.24025708203355
2026-01-19,66.2404031513708
2026-01-20,76.80046742187919
2026-01-21,78.72047910742617
2026-01-22,77.76047326465267
2026-01-23,61.44037393750335
2026-01-24,37.440227868166104
2026-01-25,36.480222025392614
2026-01-26,69.12042067969128
2026-01-27,73.92044989355873
2026-01-28,78.72047910742617
2026-01-29,85.4405200068406
2026-01-30,72.96044405078523
2026-01-31,46.080280453127514
2026-02-01,49.92030382422148
2026-02-02,96.00058427734899
2026-02-03,92.16056090625503
2026-02-04,80.64049079297315
2026-02-05,72.00043820801174
2026-02-06,71.04043236523825
2026-02-07,49.92030382422148
2026-02-08,41.28025123926007
2026-02-09,68.16041483691778
2026-02-10,78.72047910742617
2026-02-11,80.64049079297315
2026-02-12,67.2004089941443
2026-02-13,62.40037978027684
2026-02-14,41.28025123926007
2026-02-15,40.32024539648658
2026-02-16,57.60035056640939
2026-02-17,66.2404031513708
2026-02-18,48.000292138674496
2026-02-19,47.040286295901005
2026-02-20,67.2004089941443
2026-02-21,45.12027461035402
2026-02-22,39.360239553713086
2026-02-23,77.76047326465267
2026-02-24,84.4805141640671
2026-02-25,77.76047326465267
2026-02-26,79.68048495019966
2026-02-27,72.96044405078523
2026-02-28,46.080280453127514
2026-03-01,45.12027461035402
2026-03-02,81.60049663574664
2026-03-03,86.40052584961408
2026-03-04,81.60049663574664
2026-03-05,83.52050832129362
2026-03-06,83.52050832129362
2026-03-07,51.84031550976845
2026-03-08,47.040286295901005
2026-03-09,87.36053169238758
2026-03-10,84.4805141640671
2026-03-11,85.4405200068406
2026-03-12,82.56050247852014
2026-03-13,77.76047326465267
2026-03-14,54.720333038088924
2026-03-15,49.92030382422148
2026-03-16,83.52050832129362
2026-03-17,85.4405200068406
2026-03-18,87.36053169238758
2026-03-19,82.56050247852014
2026-03-20,77.76047326465267
2026-03-21,51.84031550976845
2026-03-22,45.12027461035402
2026-03-23,91.20055506348154
2026-03-24,92.16056090625503
2026-03-25,89.28054337793456
2026-03-26,80.64049079297315
2026-03-27,78.72047910742617
2026-03-28,48.000292138674496
2026-03-29,48.000292138674496
2026-03-30,84.4805141640671
2026-03-31,87.36053169238758
2026-04-01,88.32053753516107
2026-04-02,85.4405200068406
2026-04-03,70.08042652246476
2026-04-04,48.96029798144799
2026-04-05,44.16026876758053
2026-04-06,89.28054337793456
2026-04-07,81.60049663574664
2026-04-08,86.40052584961408
2026-04-09,81.60049663574664
2026-04-10,79.68048495019966
2026-04-11,46.080280453127514
2026-04-12,45.12027461035402
2026-04-13,88.32053753516107
2026-04-14,79.68048495019966
2026-04-15,81.60049663574664
2026-04-16,81.60049663574664
2026-04-17,74.88045573633221
2026-04-18,46.080280453127514
2026-04-19,47.040286295901005
2026-04-20,86.40052584961408
2026-04-21,87.36053169238758
2026-04-22,85.4405200068406
2026-04-23,83.52050832129362
2026-04-24,75.8404615791057
2026-04-25,49.92030382422148
2026-04-26,46.080280453127514
2026-04-27,88.32053753516107
2026-04-28,89.28054337793456
2026-04-29,86.40052584961408
2026-04-30,82.56050247852014
2026-05-01,79.68048495019966
2026-05-02,48.000292138674496
2026-05-03,49.92030382422148
2026-05-04,89.28054337793456
2026-05-05,86.40052584961408
2026-05-06,89.28054337793456
2026-05-07,84.4805141640671
2026-05-08,81.60049663574664
2026-05-09,51.84031550976845
2026-05-10,47.040286295901005
2026-05-11,91.20055506348154
2026-05-12,94.08057259180201
2026-05-13,92.16056090625503
2026-05-14,89.28054337793456
2026-05-15,82.56050247852014
2026-05-16,48.96029798144799
2026-05-17,48.96029798144799
2026-05-18,90.24054922070805
2026-05-19,88.32053753516107
2026-05-20,90.24054922070805
2026-05-21,85.4405200068406
2026-05-22,77.76047326465267
2026-05-23,50.88030966699496
2026-05-24,48.000292138674496
2026-05-25,51.84031550976845
2026-05-26,94.08057259180201
2026-05-27,87.36053169238758
2026-05-28,85.4405200068406
2026-05-29,81.60049663574664
2026-05-30,51.84031550976845
2026-05-31,71.04043236523825
