Time,usa_basketball
2024-12-21,14.0
2024-12-22,15.0
2024-12-23,11.0
2024-12-24,14.0
2024-12-25,13.0
2024-12-26,14.0
2024-12-27,10.0
2024-12-28,15.0
2024-12-29,14.0
2024-12-30,10.0
2024-12-31,12.0
2025-01-01,12.0
2025-01-02,13.0
2025-01-03,14.0
2025-01-04,18.0
2025-01-05,15.0
2025-01-06,10.0
2025-01-07,14.0
2025-01-08,15.0
2025-01-09,13.0
2025-01-10,12.0
2025-01-11,12.0
2025-01-12,15.0
2025-01-13,9.0
2025-01-14,13.0
2025-01-15,14.0
2025-01-16,16.0
2025-01-17,14.0
2025-01-18,23.0
2025-01-19,16.0
2025-01-20,13.0
2025-01-21,13.0
2025-01-22,13.0
2025-01-23,19.0
2025-01-24,18.0
2025-01-25,20.0
2025-01-26,19.0
2025-01-27,14.0
2025-01-28,16.0
2025-01-29,15.0
2025-01-30,15.0
2025-01-31,16.0
2025-02-01,15.0
2025-02-02,22.0
2025-02-03,16.0
2025-02-04,14.0
2025-02-05,14.0
2025-02-06,18.0
2025-02-07,16.0
2025-02-08,20.0
2025-02-09,18.0
2025-02-10,13.0
2025-02-11,16.0
2025-02-12,16.0
2025-02-13,18.0
2025-02-14,29.0
2025-02-15,35.0
2025-02-16,73.0
2025-02-17,34.0
2025-02-18,64.0
2025-02-19,67.0
2025-02-20,66.0
2025-02-21,100.0
2025-02-22,51.0
2025-02-23,55.0
2025-02-24,36.0
2025-02-25,30.0
2025-02-26,26.0
2025-02-27,25.0
2025-02-28,26.0
2025-03-01,29.0
2025-03-02,34.0
2025-03-03,23.0
2025-03-04,22.0
2025-03-05,17.0
2025-03-06,22.0
2025-03-07,25.0
2025-03-08,31.0
2025-03-09,44.0
2025-03-10,27.0
2025-03-11,26.0
2025-03-12,35.0
2025-03-13,33.0
2025-03-14,33.0
2025-03-15,34.0
2025-03-16,37.0
2025-03-17,28.0
2025-03-18,22.0
2025-03-19,19.0
2025-03-20,32.0
2025-03-21,33.0
2025-03-22,30.0
2025-03-23,40.0
2025-03-24,25.0
2025-03-25,20.0
2025-03-26,17.0
2025-03-27,17.0
2025-03-28,21.0
2025-03-29,24.0
2025-03-30,24.0
2025-03-31,16.0
2025-04-01,16.0
2025-04-02,14.0
2025-04-03,14.0
2025-04-04,16.0
2025-04-05,24.0
2025-04-06,31.0
2025-04-07,20.0
2025-04-08,20.0
2025-04-09,13.0
2025-04-10,11.0
2025-04-11,15.0
2025-04-12,14.0
2025-04-13,26.0
2025-04-14,12.0
2025-04-15,12.0
2025-04-16,11.666666666666666
2025-04-17,13.166666666666666
2025-04-18,12.0
2025-04-19,11.666666666666666
2025-04-20,8.0
2025-04-21,10.833333333333332
2025-04-22,10.0
2025-04-23,10.0
2025-04-24,11.166666666666666
2025-04-25,8.833333333333332
2025-04-26,10.0
2025-04-27,10.833333333333332
2025-04-28,11.166666666666666
2025-04-29,12.833333333333332
2025-04-30,14.0
2025-05-01,12.833333333333332
2025-05-02,14.0
2025-05-03,15.166666666666666
2025-05-04,21.666666666666664
2025-05-05,13.666666666666666
2025-05-06,13.166666666666666
2025-05-07,10.0
2025-05-08,15.166666666666666
2025-05-09,15.666666666666666
2025-05-10,12.833333333333332
2025-05-11,15.666666666666666
2025-05-12,12.0
2025-05-13,15.666666666666666
2025-05-14,14.0
2025-05-15,12.666666666666666
2025-05-16,12.0
2025-05-17,14.0
2025-05-18,12.0
2025-05-19,13.333333333333332
2025-05-20,11.333333333333332
2025-05-21,14.666666666666666
2025-05-22,13.333333333333332
2025-05-23,13.333333333333332
2025-05-24,16.0
2025-05-25,16.0
2025-05-26,15.333333333333332
2025-05-27,14.666666666666666
2025-05-28,13.333333333333332
2025-05-29,15.333333333333332
2025-05-30,13.333333333333332
2025-05-31,12.666666666666666
2025-06-01,15.333333333333332
2025-06-02,12.666666666666666
2025-06-03,13.333333333333332
2025-06-04,12.0
2025-06-05,14.666666666666666
2025-06-06,17.333333333333332
2025-06-07,16.0
2025-06-08,18.0
2025-06-09,14.0
2025-06-10,13.333333333333332
2025-06-11,13.333333333333332
2025-06-12,11.333333333333332
2025-06-13,14.0
2025-06-14,24.666666666666664
2025-06-15,17.333333333333332
2025-06-16,19.333333333333332
2025-06-17,18.0
2025-06-18,19.333333333333332
2025-06-19,19.333333333333332
2025-06-20,20.666666666666664
2025-06-21,28.0
2025-06-22,26.666666666666664
2025-06-23,23.333333333333332
2025-06-24,26.666666666666664
2025-06-25,22.0
2025-06-26,19.333333333333332
2025-06-27,20.666666666666664
2025-06-28,30.0
2025-06-29,38.666666666666664
2025-06-30,35.33333333333333
2025-07-01,30.666666666666664
2025-07-02,29.333333333333332
2025-07-03,24.666666666666664
2025-07-04,43.33333333333333
2025-07-05,55.33333333333333
2025-07-06,66.66666666666666
2025-07-07,65.33333333333333
2025-07-08,23.333333333333332
2025-07-09,26.666666666666664
2025-07-10,22.0
2025-07-11,20.0
2025-07-12,25.333333333333332
2025-07-13,25.333333333333332
2025-07-14,18.666666666666664
2025-07-15,16.0
2025-07-16,18.0
2025-07-17,20.0
2025-07-18,14.666666666666666
2025-07-19,26.0
2025-07-20,24.666666666666664
2025-07-21,18.0
2025-07-22,21.333333333333332
2025-07-23,16.0
2025-07-24,21.333333333333332
2025-07-25,18.0
2025-07-26,22.0
2025-07-27,24.666666666666664
2025-07-28,16.0
2025-07-29,12.0
2025-07-30,23.333333333333332
2025-07-31,31.333333333333332
2025-08-01,17.333333333333332
2025-08-02,12.666666666666666
2025-08-03,10.666666666666666
2025-08-04,14.0
2025-08-05,18.666666666666664
2025-08-06,12.666666666666666
2025-08-07,13.333333333333332
2025-08-08,12.666666666666666
2025-08-09,15.333333333333332
2025-08-10,16.666666666666664
2025-08-11,15.333333333333332
2025-08-12,12.666666666666666
2025-08-13,12.0
2025-08-14,11.333333333333332
2025-08-15,14.0
2025-08-16,10.0
2025-08-17,12.666666666666666
2025-08-18,13.333333333333332
2025-08-19,10.0
2025-08-20,10.666666666666666
2025-08-21,9.333333333333332
2025-08-22,9.333333333333332
2025-08-23,15.333333333333332
2025-08-24,13.333333333333332
2025-08-25,25.333333333333332
2025-08-26,16.0
2025-08-27,19.333333333333332
2025-08-28,18.0
2025-08-29,14.0
2025-08-30,18.666666666666664
2025-08-31,21.333333333333332
2025-09-01,15.333333333333332
2025-09-02,13.333333333333332
2025-09-03,12.0
2025-09-04,12.0
2025-09-05,11.333333333333332
2025-09-06,14.0
2025-09-07,16.0
2025-09-08,9.333333333333332
2025-09-09,12.666666666666666
2025-09-10,8.0
2025-09-11,6.0
2025-09-12,10.0
2025-09-13,10.0
2025-09-14,10.666666666666666
2025-09-15,10.0
2025-09-16,10.666666666666666
2025-09-17,11.333333333333332
2025-09-18,10.666666666666666
2025-09-19,9.333333333333332
2025-09-20,8.666666666666666
2025-09-21,8.0
2025-09-22,12.666666666666666
2025-09-23,10.666666666666666
2025-09-24,10.0
2025-09-25,12.0
2025-09-26,12.666666666666666
2025-09-27,12.0
2025-09-28,8.0
2025-09-29,10.666666666666666
2025-09-30,10.0
2025-10-01,11.333333333333332
2025-10-02,14.0
2025-10-03,9.333333333333332
2025-10-04,12.0
2025-10-05,8.666666666666666
2025-10-06,8.666666666666666
2025-10-07,8.0
2025-10-08,12.666666666666666
2025-10-09,14.666666666666666
2025-10-10,12.0
2025-10-11,12.0
2025-10-12,12.0
2025-10-13,10.666666666666666
2025-10-14,12.0
2025-10-15,10.0
2025-10-16,10.666666666666666
2025-10-17,8.666666666666666
2025-10-18,12.0
2025-10-19,11.333333333333332
2025-10-20,8.666666666666666
2025-10-21,12.666666666666666
2025-10-22,14.0
2025-10-23,11.333333333333332
2025-10-24,15.333333333333332
2025-10-25,11.333333333333332
2025-10-26,14.0
2025-10-27,9.333333333333332
2025-10-28,9.333333333333332
2025-10-29,9.333333333333332
2025-10-30,11.333333333333332
2025-10-31,14.666666666666666
2025-11-01,16.0
2025-11-02,20.0
2025-11-03,21.333333333333332
2025-11-04,22.666666666666664
2025-11-05,21.333333333333332
2025-11-06,15.333333333333332
2025-11-07,18.0
2025-11-08,26.666666666666664
2025-11-09,18.666666666666664
2025-11-10,20.0
2025-11-11,20.666666666666664
2025-11-12,24.666666666666664
2025-11-13,26.666666666666664
2025-11-14,23.333333333333332
2025-11-15,22.666666666666664
2025-11-16,18.0
2025-11-17,16.666666666666664
2025-11-18,26.0
2025-11-19,39.33333333333333
2025-11-20,41.33333333333333
2025-11-21,35.33333333333333
2025-11-22,29.333333333333332
2025-11-23,30.666666666666664
2025-11-24,39.33333333333333
2025-11-25,40.0
2025-11-26,43.33333333333333
2025-11-27,43.33333333333333
2025-11-28,34.0
2025-11-29,34.666666666666664
2025-11-30,34.666666666666664
2025-12-01,27.333333333333332
2025-12-02,34.0
2025-12-03,30.0
2025-12-04,28.666666666666664
2025-12-05,25.333333333333332
2025-12-06,35.33333333333333
2025-12-07,39.33333333333333
2025-12-08,26.0
2025-12-09,30.666666666666664
2025-12-10,29.333333333333332
2025-12-11,28.436765397273152
2025-12-12,49.65350258580159
2025-12-13,58.873530794546305
2025-12-14,43.10014104372355
2025-12-15,33.880112834978846
2025-12-16,29.436765397273152
2025-12-17,33.213446168312174
2025-12-18,28.770098730606485
2025-12-19,25.66008462623413
2025-12-20,33.213446168312174
2025-12-21,24.66008462623413
2025-12-22,24.993417959567463
2025-12-23,21.550070521861777
2025-12-24,24.993417959567463
2025-12-25,17.106723084156087
2025-12-26,21.88340385519511
2025-12-27,29.436765397273152
2025-12-28,24.326751292900795
2025-12-29,21.550070521861777
2025-12-30,25.993417959567463
2025-12-31,20.550070521861777
2026-01-01,21.88340385519511
2026-01-02,20.88340385519511
2026-01-03,38.65679360601786
2026-01-04,26.326751292900795
2026-01-05,21.550070521861777
2026-01-06,21.550070521861777
2026-01-07,29.10343206393982
2026-01-08,30.10343206393982
2026-01-09,29.436765397273152
2026-01-10,33.760225669957684
2026-01-11,25.32016925246826
2026-01-12,21.100141043723553
2026-01-13,25.32016925246826
2026-01-14,29.540197461212973
2026-01-15,29.540197461212973
2026-01-16,21.100141043723553
2026-01-17,29.540197461212973
2026-01-18,29.540197461212973
2026-01-19,29.540197461212973
2026-01-20,29.540197461212973
2026-01-21,33.760225669957684
2026-01-22,29.540197461212973
2026-01-23,25.32016925246826
2026-01-24,33.760225669957684
2026-01-25,33.760225669957684
2026-01-26,25.32016925246826
2026-01-27,29.540197461212973
2026-01-28,33.760225669957684
2026-01-29,33.760225669957684
2026-01-30,29.540197461212973
2026-01-31,46.420310296191815
2026-02-01,54.86036671368124
2026-02-02,33.760225669957684
2026-02-03,33.760225669957684
2026-02-04,37.98025387870239
2026-02-05,37.98025387870239
2026-02-06,37.98025387870239
2026-02-07,67.52045133991537
2026-02-08,63.30042313117066
2026-02-09,54.86036671368124
2026-02-10,54.86036671368124
2026-02-11,50.64033850493652
2026-02-12,59.080394922425945
2026-02-13,59.080394922425945
2026-02-14,105.50070521861777
2026-02-15,151.92101551480957
2026-02-16,113.94076163610718
2026-02-17,67.52045133991537
2026-02-18,80.1805359661495
2026-02-19,75.96050775740478
2026-02-20,71.74047954866008
2026-02-21,88.62059238363892
2026-02-22,168.80112834978843
2026-02-23,67.52045133991537
2026-02-24,50.64033850493652
2026-02-25,46.420310296191815
2026-02-26,46.420310296191815
2026-02-27,59.080394922425945
2026-02-28,59.080394922425945
2026-03-01,54.86036671368124
2026-03-02,46.420310296191815
2026-03-03,50.64033850493652
2026-03-04,46.420310296191815
2026-03-05,46.420310296191815
2026-03-06,54.86036671368124
2026-03-07,101.28067700987305
2026-03-08,113.94076163610718
2026-03-09,80.1805359661495
2026-03-10,143.48095909732015
2026-03-11,341.82228490832154
2026-03-12,291.18194640338504
2026-03-13,282.7418899858956
2026-03-14,422.00282087447107
2026-03-15,392.4626234132581
2026-03-16,223.66149506346966
2026-03-17,257.4217207334273
2026-03-18,202.5613540197461
2026-03-19,92.84062059238363
2026-03-20,63.30042313117066
2026-03-21,67.52045133991537
2026-03-22,71.74047954866008
2026-03-23,50.64033850493652
2026-03-24,33.760225669957684
2026-03-25,33.760225669957684
2026-03-26,46.420310296191815
2026-03-27,46.420310296191815
2026-03-28,63.30042313117066
2026-03-29,67.52045133991537
2026-03-30,42.20028208744711
2026-03-31,42.20028208744711
2026-04-01,42.20028208744711
2026-04-02,37.98025387870239
2026-04-03,37.98025387870239
2026-04-04,59.080394922425945
2026-04-05,63.30042313117066
2026-04-06,50.64033850493652
2026-04-07,50.64033850493652
2026-04-08,46.420310296191815
2026-04-09,46.420310296191815
2026-04-10,46.420310296191815
2026-04-11,46.420310296191815
2026-04-12,54.86036671368124
2026-04-13,42.20028208744711
2026-04-14,37.98025387870239
2026-04-15,37.98025387870239
2026-04-16,46.420310296191815
2026-04-17,50.64033850493652
2026-04-18,46.420310296191815
2026-04-19,37.98025387870239
2026-04-20,37.98025387870239
2026-04-21,33.760225669957684
2026-04-22,37.98025387870239
2026-04-23,33.760225669957684
2026-04-24,29.540197461212973
2026-04-25,29.540197461212973
2026-04-26,37.98025387870239
2026-04-27,29.540197461212973
2026-04-28,25.32016925246826
2026-04-29,21.100141043723553
2026-04-30,29.540197461212973
2026-05-01,25.32016925246826
2026-05-02,25.32016925246826
2026-05-03,25.32016925246826
2026-05-04,25.32016925246826
2026-05-05,25.32016925246826
2026-05-06,29.540197461212973
2026-05-07,37.98025387870239
2026-05-08,33.760225669957684
2026-05-09,42.20028208744711
2026-05-10,33.760225669957684
2026-05-11,29.540197461212973
2026-05-12,29.540197461212973
2026-05-13,33.760225669957684
2026-05-14,37.98025387870239
2026-05-15,25.32016925246826
2026-05-16,29.540197461212973
2026-05-17,25.32016925246826
2026-05-18,21.100141043723553
2026-05-19,21.100141043723553
2026-05-20,25.32016925246826
2026-05-21,25.32016925246826
2026-05-22,21.100141043723553
2026-05-23,25.32016925246826
2026-05-24,25.32016925246826
2026-05-25,21.100141043723553
2026-05-26,21.100141043723553
2026-05-27,21.100141043723553
2026-05-28,25.32016925246826
2026-05-29,25.32016925246826
2026-05-30,25.32016925246826
2026-05-31,37.98025387870239
