Time,covid_vaccine_near_me
2022-07-10,0.0
2022-07-11,0.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,0.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,0.0
2022-07-21,0.0
2022-07-22,0.0
2022-07-23,0.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,0.0
2022-07-29,0.0
2022-07-30,0.0
2022-07-31,0.0
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,0.0
2022-08-04,0.0
2022-08-05,0.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,0.0
2022-08-17,0.0
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.0
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.0
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,18.0
2022-08-30,18.0
2022-08-31,19.5
2022-09-01,21.5
2022-09-02,30.5
2022-09-03,32.0
2022-09-04,29.5
2022-09-05,31.0
2022-09-06,50.0
2022-09-07,50.0
2022-09-08,46.5
2022-09-09,38.5
2022-09-10,36.0
2022-09-11,27.0
2022-09-12,44.5
2022-09-13,39.0
2022-09-14,44.5
2022-09-15,40.5
2022-09-16,42.0
2022-09-17,35.5
2022-09-18,28.5
2022-09-19,45.5
2022-09-20,37.5
2022-09-21,37.5
2022-09-22,31.5
2022-09-23,35.0
2022-09-24,30.5
2022-09-25,25.5
2022-09-26,33.0
2022-09-27,32.0
2022-09-28,55.0
2022-09-29,60.0
2022-09-30,57.0
2022-10-01,53.0
2022-10-02,42.0
2022-10-03,57.0
2022-10-04,53.0
2022-10-05,65.0
2022-10-06,69.0
2022-10-07,58.0
2022-10-08,67.0
2022-10-09,53.0
2022-10-10,70.0
2022-10-11,63.0
2022-10-12,71.0
2022-10-13,73.0
2022-10-14,66.0
2022-10-15,56.0
2022-10-16,55.0
2022-10-17,71.0
2022-10-18,63.0
2022-10-19,70.0
2022-10-20,73.0
2022-10-21,65.0
2022-10-22,53.0
2022-10-23,48.0
2022-10-24,70.0
2022-10-25,80.0
2022-10-26,71.0
2022-10-27,66.0
2022-10-28,61.0
2022-10-29,47.0
2022-10-30,42.0
2022-10-31,53.0
2022-11-01,47.0
2022-11-02,58.0
2022-11-03,60.0
2022-11-04,60.0
2022-11-05,48.0
2022-11-06,45.0
2022-11-07,45.0
2022-11-08,40.0
2022-11-09,41.0
2022-11-10,52.0
2022-11-11,53.0
2022-11-12,43.0
2022-11-13,36.0
2022-11-14,49.0
2022-11-15,52.0
2022-11-16,43.0
2022-11-17,43.0
2022-11-18,45.0
2022-11-19,46.0
2022-11-20,30.0
2022-11-21,45.0
2022-11-22,38.0
2022-11-23,37.0
2022-11-24,24.0
2022-11-25,32.0
2022-11-26,29.0
2022-11-27,36.0
2022-11-28,39.0
2022-11-29,34.0
2022-11-30,38.0
2022-12-01,35.0
2022-12-02,37.0
2022-12-03,36.0
2022-12-04,25.0
2022-12-05,34.0
2022-12-06,39.0
2022-12-07,48.0
2022-12-08,45.0
2022-12-09,37.0
2022-12-10,42.0
2022-12-11,35.0
2022-12-12,48.0
2022-12-13,44.0
2022-12-14,38.0
2022-12-15,37.0
2022-12-16,46.0
2022-12-17,43.0
2022-12-18,25.0
2022-12-19,41.0
2022-12-20,46.0
2022-12-21,40.0
2022-12-22,23.0
2022-12-23,31.0
2022-12-24,12.0
2022-12-25,16.0
2022-12-26,34.0
2022-12-27,40.0
2022-12-28,46.0
2022-12-29,33.0
2022-12-30,35.0
2022-12-31,28.0
2023-01-01,23.0
2023-01-02,31.0
2023-01-03,39.0
2023-01-04,40.0
2023-01-05,33.0
2023-01-06,39.0
2023-01-07,41.0
2023-01-08,25.0
2023-01-09,30.0
2023-01-10,34.0
2023-01-11,36.0
2023-01-12,30.0
2023-01-13,28.0
2023-01-14,25.0
2023-01-15,23.0
2023-01-16,25.0
2023-01-17,26.0
2023-01-18,25.0
2023-01-19,22.0
2023-01-20,27.0
2023-01-21,22.0
2023-01-22,17.0
2023-01-23,20.0
2023-01-24,21.0
2023-01-25,17.0
2023-01-26,20.0
2023-01-27,21.0
2023-01-28,18.0
2023-01-29,15.0
2023-01-30,18.0
2023-01-31,22.0
2023-02-01,25.0
2023-02-02,21.0
2023-02-03,24.0
2023-02-04,17.0
2023-02-05,16.0
2023-02-06,18.0
2023-02-07,14.0
2023-02-08,24.0
2023-02-09,23.0
2023-02-10,23.0
2023-02-11,18.0
2023-02-12,9.0
2023-02-13,15.0
2023-02-14,15.0
2023-02-15,27.0
2023-02-16,26.0
2023-02-17,17.0
2023-02-18,15.0
2023-02-19,19.0
2023-02-20,19.0
2023-02-21,23.0
2023-02-22,21.0
2023-02-23,21.0
2023-02-24,18.0
2023-02-25,17.0
2023-02-26,10.0
2023-02-27,21.0
2023-02-28,14.0
2023-03-01,13.0
2023-03-02,15.0
2023-03-03,14.0
2023-03-04,14.0
2023-03-05,11.0
2023-03-06,18.0
2023-03-07,16.0
2023-03-08,16.0
2023-03-09,18.0
2023-03-10,15.0
2023-03-11,17.0
2023-03-12,9.0
2023-03-13,17.0
2023-03-14,12.0
2023-03-15,20.0
2023-03-16,13.0
2023-03-17,15.0
2023-03-18,12.0
2023-03-19,10.0
2023-03-20,19.0
2023-03-21,16.0
2023-03-22,15.0
2023-03-23,17.0
2023-03-24,16.0
2023-03-25,13.0
2023-03-26,7.0
2023-03-27,14.0
2023-03-28,10.0
2023-03-29,18.0
2023-03-30,20.0
2023-03-31,13.0
2023-04-01,15.0
2023-04-02,12.0
2023-04-03,15.0
2023-04-04,17.0
2023-04-05,13.0
2023-04-06,12.0
2023-04-07,17.0
2023-04-08,12.0
2023-04-09,8.0
2023-04-10,15.0
2023-04-11,16.0
2023-04-12,13.0
2023-04-13,19.0
2023-04-14,14.0
2023-04-15,13.0
2023-04-16,8.0
2023-04-17,16.0
2023-04-18,22.0
2023-04-19,23.0
2023-04-20,22.0
2023-04-21,19.0
2023-04-22,13.0
2023-04-23,11.0
2023-04-24,21.0
2023-04-25,17.0
2023-04-26,18.333333333333332
2023-04-27,17.166666666666664
2023-04-28,16.0
2023-04-29,12.5
2023-04-30,8.0
2023-05-01,18.333333333333332
2023-05-02,16.5
2023-05-03,20.0
2023-05-04,18.333333333333332
2023-05-05,14.833333333333332
2023-05-06,11.5
2023-05-07,13.666666666666666
2023-05-08,12.5
2023-05-09,10.833333333333332
2023-05-10,13.166666666666666
2023-05-11,12.0
2023-05-12,14.833333333333332
2023-05-13,14.333333333333332
2023-05-14,8.0
2023-05-15,16.0
2023-05-16,13.666666666666666
2023-05-17,13.166666666666666
2023-05-18,14.333333333333332
2023-05-19,8.0
2023-05-20,6.833333333333333
2023-05-21,0.0
2023-05-22,13.166666666666666
2023-05-23,13.166666666666666
2023-05-24,12.0
2023-05-25,10.833333333333332
2023-05-26,13.333333333333332
2023-05-27,6.666666666666666
2023-05-28,0.0
2023-05-29,8.0
2023-05-30,12.0
2023-05-31,9.333333333333332
2023-06-01,13.333333333333332
2023-06-02,10.666666666666666
2023-06-03,9.333333333333332
2023-06-04,6.666666666666666
2023-06-05,16.0
2023-06-06,10.666666666666666
2023-06-07,14.666666666666666
2023-06-08,12.0
2023-06-09,8.0
2023-06-10,9.333333333333332
2023-06-11,6.666666666666666
2023-06-12,10.666666666666666
2023-06-13,9.333333333333332
2023-06-14,13.333333333333332
2023-06-15,10.666666666666666
2023-06-16,10.666666666666666
2023-06-17,8.0
2023-06-18,10.666666666666666
2023-06-19,9.333333333333332
2023-06-20,13.333333333333332
2023-06-21,9.333333333333332
2023-06-22,9.333333333333332
2023-06-23,9.333333333333332
2023-06-24,5.333333333333333
2023-06-25,5.333333333333333
2023-06-26,10.666666666666666
2023-06-27,8.0
2023-06-28,12.0
2023-06-29,8.0
2023-06-30,9.333333333333332
2023-07-01,9.333333333333332
2023-07-02,6.666666666666666
2023-07-03,8.0
2023-07-04,6.666666666666666
2023-07-05,9.333333333333332
2023-07-06,9.333333333333332
2023-07-07,10.666666666666666
2023-07-08,9.333333333333332
2023-07-09,0.0
2023-07-10,10.666666666666666
2023-07-11,12.0
2023-07-12,8.0
2023-07-13,6.666666666666666
2023-07-14,6.666666666666666
2023-07-15,20.0
2023-07-16,0.0
2023-07-17,10.666666666666666
2023-07-18,9.333333333333332
2023-07-19,8.0
2023-07-20,10.666666666666666
2023-07-21,9.333333333333332
2023-07-22,6.666666666666666
2023-07-23,9.333333333333332
2023-07-24,8.0
2023-07-25,10.666666666666666
2023-07-26,10.666666666666666
2023-07-27,5.333333333333333
2023-07-28,9.333333333333332
2023-07-29,9.333333333333332
2023-07-30,6.666666666666666
2023-07-31,13.333333333333332
2023-08-01,8.0
2023-08-02,10.666666666666666
2023-08-03,12.0
2023-08-04,12.0
2023-08-05,9.333333333333332
2023-08-06,6.666666666666666
2023-08-07,10.666666666666666
2023-08-08,8.0
2023-08-09,16.0
2023-08-10,9.333333333333332
2023-08-11,13.333333333333332
2023-08-12,0.0
2023-08-13,0.0
2023-08-14,9.333333333333332
2023-08-15,18.666666666666664
2023-08-16,8.0
2023-08-17,9.333333333333332
2023-08-18,9.333333333333332
2023-08-19,10.666666666666666
2023-08-20,9.333333333333332
2023-08-21,6.666666666666666
2023-08-22,13.333333333333332
2023-08-23,13.333333333333332
2023-08-24,10.666666666666666
2023-08-25,6.666666666666666
2023-08-26,8.0
2023-08-27,16.0
2023-08-28,13.333333333333332
2023-08-29,16.0
2023-08-30,13.333333333333332
2023-08-31,12.0
2023-09-01,16.0
2023-09-02,8.0
2023-09-03,10.666666666666666
2023-09-04,12.0
2023-09-05,13.333333333333332
2023-09-06,16.0
2023-09-07,14.666666666666666
2023-09-08,12.0
2023-09-09,12.0
2023-09-10,9.333333333333332
2023-09-11,20.0
2023-09-12,26.666666666666664
2023-09-13,62.666666666666664
2023-09-14,57.33333333333333
2023-09-15,76.0
2023-09-16,93.33333333333333
2023-09-17,77.33333333333333
2023-09-18,117.33333333333333
2023-09-19,133.33333333333331
2023-09-20,129.33333333333331
2023-09-21,129.33333333333331
2023-09-22,121.33333333333333
2023-09-23,108.0
2023-09-24,100.0
2023-09-25,109.33333333333333
2023-09-26,101.33333333333333
2023-09-27,84.0
2023-09-28,78.66666666666666
2023-09-29,80.0
2023-09-30,76.0
2023-10-01,65.33333333333333
2023-10-02,80.0
2023-10-03,84.0
2023-10-04,80.0
2023-10-05,80.0
2023-10-06,62.666666666666664
2023-10-07,58.666666666666664
2023-10-08,54.666666666666664
2023-10-09,65.33333333333333
2023-10-10,56.0
2023-10-11,54.666666666666664
2023-10-12,54.666666666666664
2023-10-13,53.33333333333333
2023-10-14,52.0
2023-10-15,49.33333333333333
2023-10-16,62.666666666666664
2023-10-17,53.33333333333333
2023-10-18,46.666666666666664
2023-10-19,46.666666666666664
2023-10-20,40.0
2023-10-21,36.0
2023-10-22,28.0
2023-10-23,41.33333333333333
2023-10-24,53.33333333333333
2023-10-25,33.33333333333333
2023-10-26,38.666666666666664
2023-10-27,38.666666666666664
2023-10-28,28.0
2023-10-29,24.0
2023-10-30,42.666666666666664
2023-10-31,29.333333333333332
2023-11-01,29.333333333333332
2023-11-02,32.0
2023-11-03,29.333333333333332
2023-11-04,26.666666666666664
2023-11-05,21.333333333333332
2023-11-06,32.0
2023-11-07,34.666666666666664
2023-11-08,26.666666666666664
2023-11-09,28.0
2023-11-10,26.666666666666664
2023-11-11,28.0
2023-11-12,18.666666666666664
2023-11-13,25.333333333333332
2023-11-14,29.333333333333332
2023-11-15,26.666666666666664
2023-11-16,22.666666666666664
2023-11-17,28.0
2023-11-18,24.0
2023-11-19,17.333333333333332
2023-11-20,20.0
2023-11-21,26.666666666666664
2023-11-22,20.0
2023-11-23,8.0
2023-11-24,12.0
2023-11-25,20.0
2023-11-26,18.666666666666664
2023-11-27,22.666666666666664
2023-11-28,22.666666666666664
2023-11-29,25.333333333333332
2023-11-30,17.333333333333332
2023-12-01,18.666666666666664
2023-12-02,18.666666666666664
2023-12-03,13.333333333333332
2023-12-04,21.333333333333332
2023-12-05,17.333333333333332
2023-12-06,22.666666666666664
2023-12-07,17.333333333333332
2023-12-08,17.333333333333332
2023-12-09,16.0
2023-12-10,13.333333333333332
2023-12-11,16.0
2023-12-12,14.666666666666666
2023-12-13,18.666666666666664
2023-12-14,22.666666666666664
2023-12-15,18.666666666666664
2023-12-16,20.0
2023-12-17,16.0
2023-12-18,21.333333333333332
2023-12-19,28.0
2023-12-20,25.333333333333332
2023-12-21,16.0
2023-12-22,22.272727272727273
2023-12-23,14.434343434343432
2023-12-24,8.030303030303031
2023-12-25,9.272727272727272
2023-12-26,25.333333333333332
2023-12-27,18.737373737373737
2023-12-28,21.03030303030303
2023-12-29,18.737373737373737
2023-12-30,15.676767676767676
2023-12-31,12.333333333333332
2024-01-01,14.434343434343432
2024-01-02,14.626262626262626
2024-01-03,25.333333333333332
2024-01-04,27.626262626262623
2024-01-05,19.97979797979798
2024-01-06,20.17171717171717
2024-01-07,13.383838383838384
2024-01-08,21.606060606060606
2024-01-09,14.818181818181817
2024-01-10,14.818181818181817
2024-01-11,14.818181818181817
2024-01-12,16.060606060606062
2024-01-13,20.17171717171717
2024-01-14,15.676767676767676
2024-01-15,10.707070707070706
2024-01-16,11.949494949494948
2024-01-17,13.383838383838384
2024-01-18,10.515151515151516
2024-01-19,11.949494949494948
2024-01-20,9.272727272727272
2024-01-21,8.828282828282827
2024-01-22,16.505050505050505
2024-01-23,11.13131313131313
2024-01-24,10.747474747474747
2024-01-25,11.13131313131313
2024-01-26,0.0
2024-01-27,12.282828282828282
2024-01-28,8.444444444444445
2024-01-29,9.212121212121211
2024-01-30,9.595959595959595
2024-01-31,7.6767676767676765
2024-02-01,6.909090909090908
2024-02-02,8.828282828282827
2024-02-03,0.0
2024-02-04,6.525252525252525
2024-02-05,11.13131313131313
2024-02-06,7.6767676767676765
2024-02-07,6.141414141414141
2024-02-08,6.141414141414141
2024-02-09,8.444444444444445
2024-02-10,11.13131313131313
2024-02-11,7.292929292929292
2024-02-12,0.0
2024-02-13,6.909090909090908
2024-02-14,9.97979797979798
2024-02-15,7.292929292929292
2024-02-16,8.444444444444445
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,7.292929292929292
2024-02-20,10.363636363636363
2024-02-21,9.97979797979798
2024-02-22,6.525252525252525
2024-02-23,7.292929292929292
2024-02-24,6.141414141414141
2024-02-25,0.0
2024-02-26,7.292929292929292
2024-02-27,8.06060606060606
2024-02-28,10.747474747474747
2024-02-29,9.97979797979798
2024-03-01,9.212121212121211
2024-03-02,6.525252525252525
2024-03-03,0.0
2024-03-04,9.595959595959595
2024-03-05,10.363636363636363
2024-03-06,11.898989898989898
2024-03-07,11.13131313131313
2024-03-08,8.828282828282827
2024-03-09,6.909090909090908
2024-03-10,0.0
2024-03-11,11.898989898989898
2024-03-12,10.363636363636363
2024-03-13,12.666666666666666
2024-03-14,9.595959595959595
2024-03-15,13.05050505050505
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,11.898989898989898
2024-03-19,15.737373737373737
2024-03-20,11.898989898989898
2024-03-21,6.525252525252525
2024-03-22,14.969696969696969
2024-03-23,6.525252525252525
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,9.212121212121211
2024-03-27,8.828282828282827
2024-03-28,13.818181818181817
2024-03-29,6.525252525252525
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,5.757575757575757
2024-04-02,6.141414141414141
2024-04-03,11.13131313131313
2024-04-04,6.909090909090908
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,6.525252525252525
2024-04-08,9.212121212121211
2024-04-09,5.757575757575757
2024-04-10,0.0
2024-04-11,5.757575757575757
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,5.757575757575757
2024-04-16,7.6767676767676765
2024-04-17,8.06060606060606
2024-04-18,7.292929292929292
2024-04-19,5.757575757575757
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,6.525252525252525
2024-04-23,0.0
2024-04-24,5.373737373737374
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,6.525252525252525
2024-04-30,6.141414141414141
2024-05-01,9.595959595959595
2024-05-02,0.0
2024-05-03,8.06060606060606
2024-05-04,7.6767676767676765
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,6.525252525252525
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,8.06060606060606
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,8.444444444444445
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,10.747474747474747
2024-05-22,10.363636363636363
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,7.292929292929292
2024-05-27,0.0
2024-05-28,6.525252525252525
2024-05-29,6.525252525252525
2024-05-30,8.444444444444445
2024-05-31,6.141414141414141
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,7.292929292929292
2024-06-04,7.6767676767676765
2024-06-05,6.141414141414141
2024-06-06,8.444444444444445
2024-06-07,5.757575757575757
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,8.06060606060606
2024-06-11,0.0
2024-06-12,8.828282828282827
2024-06-13,9.212121212121211
2024-06-14,0.0
2024-06-15,8.06060606060606
2024-06-16,7.292929292929292
2024-06-17,5.757575757575757
2024-06-18,0.0
2024-06-19,8.828282828282827
2024-06-20,9.595959595959595
2024-06-21,8.06060606060606
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,6.525252525252525
2024-06-25,11.13131313131313
2024-06-26,9.97979797979798
2024-06-27,0.0
2024-06-28,6.909090909090908
2024-06-29,6.909090909090908
2024-06-30,0.0
2024-07-01,8.444444444444445
2024-07-02,13.434343434343434
2024-07-03,13.05050505050505
2024-07-04,0.0
2024-07-05,8.444444444444445
2024-07-06,8.06060606060606
2024-07-07,0.0
2024-07-08,11.898989898989898
2024-07-09,10.363636363636363
2024-07-10,7.6767676767676765
2024-07-11,11.13131313131313
2024-07-12,6.909090909090908
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,7.292929292929292
2024-07-16,8.444444444444445
2024-07-17,6.525252525252525
2024-07-18,13.818181818181817
2024-07-19,8.828282828282827
2024-07-20,7.292929292929292
2024-07-21,0.0
2024-07-22,11.898989898989898
2024-07-23,8.828282828282827
2024-07-24,14.969696969696969
2024-07-25,11.898989898989898
2024-07-26,8.444444444444445
2024-07-27,8.444444444444445
2024-07-28,0.0
2024-07-29,15.737373737373737
2024-07-30,16.88888888888889
2024-07-31,11.898989898989898
2024-08-01,10.747474747474747
2024-08-02,10.363636363636363
2024-08-03,10.363636363636363
2024-08-04,6.525252525252525
2024-08-05,18.040404040404038
2024-08-06,14.969696969696969
2024-08-07,11.515151515151514
2024-08-08,13.05050505050505
2024-08-09,11.13131313131313
2024-08-10,11.898989898989898
2024-08-11,0.0
2024-08-12,17.656565656565654
2024-08-13,18.040404040404038
2024-08-14,17.656565656565654
2024-08-15,15.737373737373737
2024-08-16,12.282828282828282
2024-08-17,7.292929292929292
2024-08-18,11.515151515151514
2024-08-19,17.656565656565654
2024-08-20,19.95959595959596
2024-08-21,14.585858585858585
2024-08-22,25.717171717171716
2024-08-23,32.24242424242424
2024-08-24,27.636363636363633
2024-08-25,21.87878787878788
2024-08-26,35.31313131313131
2024-08-27,38.38383838383838
2024-08-28,36.848484848484844
2024-08-29,36.080808080808076
2024-08-30,38.0
2024-08-31,35.696969696969695
2024-09-01,32.62626262626262
2024-09-02,23.41414141414141
2024-09-03,28.787878787878785
2024-09-04,28.020202020202017
2024-09-05,33.01010101010101
2024-09-06,31.858585858585858
2024-09-07,17.27272727272727
2024-09-08,18.040404040404038
2024-09-09,24.949494949494948
2024-09-10,30.32323232323232
2024-09-11,22.646464646464644
2024-09-12,35.31313131313131
2024-09-13,29.17171717171717
2024-09-14,24.949494949494948
2024-09-15,21.87878787878788
2024-09-16,24.949494949494948
2024-09-17,28.787878787878785
2024-09-18,24.18181818181818
2024-09-19,25.717171717171716
2024-09-20,24.949494949494948
2024-09-21,24.949494949494948
2024-09-22,18.040404040404038
2024-09-23,24.949494949494948
2024-09-24,28.4040404040404
2024-09-25,19.575757575757574
2024-09-26,22.646464646464644
2024-09-27,23.030303030303028
2024-09-28,20.343434343434343
2024-09-29,18.424242424242422
2024-09-30,24.949494949494948
2024-10-01,19.19191919191919
2024-10-02,18.808080808080806
2024-10-03,24.565656565656564
2024-10-04,15.737373737373737
2024-10-05,16.88888888888889
2024-10-06,14.2020202020202
2024-10-07,23.41414141414141
2024-10-08,18.040404040404038
2024-10-09,18.040404040404038
2024-10-10,22.646464646464644
2024-10-11,23.797979797979796
2024-10-12,24.565656565656564
2024-10-13,11.13131313131313
2024-10-14,19.575757575757574
2024-10-15,18.424242424242422
2024-10-16,13.818181818181817
2024-10-17,16.88888888888889
2024-10-18,16.88888888888889
2024-10-19,6.525252525252525
2024-10-20,14.969696969696969
2024-10-21,15.353535353535353
2024-10-22,13.05050505050505
2024-10-23,15.353535353535353
2024-10-24,13.434343434343434
2024-10-25,13.818181818181817
2024-10-26,11.515151515151514
2024-10-27,11.515151515151514
2024-10-28,12.282828282828282
2024-10-29,16.88888888888889
2024-10-30,11.515151515151514
2024-10-31,14.585858585858585
2024-11-01,12.282828282828282
2024-11-02,11.898989898989898
2024-11-03,10.363636363636363
2024-11-04,11.898989898989898
2024-11-05,9.97979797979798
2024-11-06,7.292929292929292
2024-11-07,9.97979797979798
2024-11-08,10.363636363636363
2024-11-09,12.282828282828282
2024-11-10,9.97979797979798
2024-11-11,14.585858585858585
2024-11-12,6.525252525252525
2024-11-13,12.666666666666666
2024-11-14,8.444444444444445
2024-11-15,11.515151515151514
2024-11-16,9.97979797979798
2024-11-17,15.737373737373737
2024-11-18,10.363636363636363
2024-11-19,10.363636363636363
2024-11-20,5.757575757575757
2024-11-21,13.434343434343434
2024-11-22,12.666666666666666
2024-11-23,7.292929292929292
2024-11-24,0.0
2024-11-25,7.292929292929292
2024-11-26,6.141414141414141
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,8.444444444444445
2024-11-30,0.0
2024-12-01,7.6767676767676765
2024-12-02,9.595959595959595
2024-12-03,0.0
2024-12-04,6.141414141414141
2024-12-05,10.747474747474747
2024-12-06,10.747474747474747
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,6.525252525252525
2024-12-10,7.292929292929292
2024-12-11,0.0
2024-12-12,9.97979797979798
2024-12-13,6.909090909090908
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,8.06060606060606
2024-12-17,0.0
2024-12-18,6.525252525252525
2024-12-19,7.6767676767676765
2024-12-20,11.13131313131313
2024-12-21,6.525252525252525
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,7.292929292929292
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,6.909090909090908
2024-12-29,0.0
2024-12-30,6.909090909090908
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,7.292929292929292
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,8.828282828282827
2025-01-06,11.898989898989898
2025-01-07,0.0
2025-01-08,0.0
