Time,panera bread
2025-06-25,68.0
2025-06-26,66.0
2025-06-27,64.0
2025-06-28,61.0
2025-06-29,64.0
2025-06-30,65.0
2025-07-01,67.0
2025-07-02,70.0
2025-07-03,67.0
2025-07-04,74.0
2025-07-05,62.0
2025-07-06,61.0
2025-07-07,65.0
2025-07-08,66.0
2025-07-09,75.0
2025-07-10,72.0
2025-07-11,66.0
2025-07-12,65.0
2025-07-13,63.0
2025-07-14,68.0
2025-07-15,73.0
2025-07-16,73.0
2025-07-17,70.0
2025-07-18,69.0
2025-07-19,69.0
2025-07-20,72.0
2025-07-21,68.0
2025-07-22,69.0
2025-07-23,71.0
2025-07-24,74.0
2025-07-25,72.0
2025-07-26,66.0
2025-07-27,73.0
2025-07-28,67.0
2025-07-29,68.0
2025-07-30,71.0
2025-07-31,70.0
2025-08-01,67.0
2025-08-02,68.0
2025-08-03,66.0
2025-08-04,69.0
2025-08-05,70.0
2025-08-06,75.0
2025-08-07,73.0
2025-08-08,74.0
2025-08-09,66.0
2025-08-10,74.0
2025-08-11,67.0
2025-08-12,73.0
2025-08-13,80.0
2025-08-14,72.0
2025-08-15,71.0
2025-08-16,65.0
2025-08-17,75.0
2025-08-18,72.0
2025-08-19,69.0
2025-08-20,73.0
2025-08-21,67.0
2025-08-22,68.0
2025-08-23,70.0
2025-08-24,75.0
2025-08-25,67.0
2025-08-26,65.0
2025-08-27,72.0
2025-08-28,72.0
2025-08-29,64.0
2025-08-30,61.0
2025-08-31,69.0
2025-09-01,71.0
2025-09-02,64.0
2025-09-03,71.0
2025-09-04,71.0
2025-09-05,67.0
2025-09-06,74.0
2025-09-07,66.0
2025-09-08,67.0
2025-09-09,66.0
2025-09-10,73.0
2025-09-11,65.0
2025-09-12,66.0
2025-09-13,70.0
2025-09-14,67.0
2025-09-15,64.0
2025-09-16,66.0
2025-09-17,73.0
2025-09-18,65.0
2025-09-19,69.0
2025-09-20,70.0
2025-09-21,64.0
2025-09-22,64.0
2025-09-23,73.0
2025-09-24,80.0
2025-09-25,70.0
2025-09-26,72.0
2025-09-27,71.0
2025-09-28,68.0
2025-09-29,69.0
2025-09-30,68.0
2025-10-01,83.0
2025-10-02,75.0
2025-10-03,71.0
2025-10-04,67.0
2025-10-05,71.0
2025-10-06,64.0
2025-10-07,68.0
2025-10-08,80.0
2025-10-09,71.0
2025-10-10,73.0
2025-10-11,71.0
2025-10-12,71.0
2025-10-13,75.0
2025-10-14,82.0
2025-10-15,75.0
2025-10-16,76.0
2025-10-17,79.0
2025-10-18,74.0
2025-10-19,71.0
2025-10-20,69.0
2025-10-21,68.0
2025-10-22,77.0
2025-10-23,78.0
2025-10-24,72.0
2025-10-25,75.0
2025-10-26,76.0
2025-10-27,69.0
2025-10-28,72.0
2025-10-29,79.0
2025-10-30,69.0
2025-10-31,63.0
2025-11-01,71.0
2025-11-02,69.0
2025-11-03,73.0
2025-11-04,82.0
2025-11-05,78.0
2025-11-06,74.0
2025-11-07,77.0
2025-11-08,78.0
2025-11-09,77.0
2025-11-10,80.0
2025-11-11,100.0
2025-11-12,83.0
2025-11-13,77.0
2025-11-14,75.0
2025-11-15,73.0
2025-11-16,81.0
2025-11-17,71.0
2025-11-18,75.0
2025-11-19,80.0
2025-11-20,89.0
2025-11-21,77.0
2025-11-22,76.0
2025-11-23,71.0
2025-11-24,71.0
2025-11-25,71.0
2025-11-26,76.0
2025-11-27,53.0
2025-11-28,52.0
2025-11-29,55.0
2025-11-30,66.0
2025-12-01,67.0
2025-12-02,78.0
2025-12-03,78.0
2025-12-04,74.0
2025-12-05,71.0
2025-12-06,76.0
2025-12-07,70.0
2025-12-08,68.0
2025-12-09,70.0
2025-12-10,78.0
2025-12-11,75.0
2025-12-12,73.5
2025-12-13,73.5
2025-12-14,70.5
2025-12-15,82.0
2025-12-16,73.0
2025-12-17,83.5
2025-12-18,80.0
2025-12-19,77.5
2025-12-20,78.5
2025-12-21,79.0
2025-12-22,81.0
2025-12-23,86.0
2025-12-24,95.5
2025-12-25,49.5
2025-12-26,64.5
2025-12-27,65.0
2025-12-28,71.5
2025-12-29,75.5
2025-12-30,84.5
2025-12-31,85.0
2026-01-01,79.0
2026-01-02,73.0
2026-01-03,74.0
2026-01-04,73.0
2026-01-05,68.5
2026-01-06,72.0
2026-01-07,79.0
2026-01-08,72.0
2026-01-09,74.0
2026-01-10,86.0
2026-01-11,79.0
2026-01-12,73.0
2026-01-13,74.0
2026-01-14,80.0
2026-01-15,98.0
2026-01-16,86.0
2026-01-17,75.0
2026-01-18,79.0
2026-01-19,76.0
2026-01-20,76.0
2026-01-21,88.0
2026-01-22,74.0
2026-01-23,74.0
2026-01-24,71.0
2026-01-25,54.0
2026-01-26,61.0
2026-01-27,69.0
2026-01-28,82.0
2026-01-29,77.0
2026-01-30,76.0
2026-01-31,79.0
2026-02-01,82.0
2026-02-02,71.0
2026-02-03,73.0
2026-02-04,78.0
2026-02-05,77.0
2026-02-06,74.0
2026-02-07,75.0
2026-02-08,61.0
2026-02-09,56.0
2026-02-10,72.0
2026-02-11,82.0
2026-02-12,79.0
2026-02-13,74.0
2026-02-14,73.0
2026-02-15,74.0
2026-02-16,75.0
2026-02-17,68.0
2026-02-18,75.0
2026-02-19,74.0
2026-02-20,70.0
2026-02-21,80.0
2026-02-22,72.0
2026-02-23,69.0
2026-02-24,72.0
2026-02-25,80.0
2026-02-26,84.0
2026-02-27,78.0
2026-02-28,82.0
2026-03-01,76.0
2026-03-02,73.0
2026-03-03,81.0
2026-03-04,77.0
2026-03-05,77.0
2026-03-06,79.0
2026-03-07,81.0
2026-03-08,84.0
2026-03-09,67.0
2026-03-10,73.0
2026-03-11,78.0
2026-03-12,81.0
2026-03-13,78.0
2026-03-14,79.0
2026-03-15,77.0
2026-03-16,71.0
2026-03-17,77.0
2026-03-18,84.0
2026-03-19,76.0
2026-03-20,76.0
2026-03-21,75.0
2026-03-22,78.0
2026-03-23,71.0
2026-03-24,86.0
2026-03-25,80.0
2026-03-26,72.0
2026-03-27,78.0
2026-03-28,76.0
2026-03-29,77.0
2026-03-30,71.0
2026-03-31,71.0
2026-04-01,77.0
2026-04-02,82.0
2026-04-03,72.0
2026-04-04,69.0
2026-04-05,82.0
2026-04-06,71.0
2026-04-07,73.0
2026-04-08,81.0
2026-04-09,78.0
2026-04-10,81.0
2026-04-11,76.0
2026-04-12,78.0
2026-04-13,70.0
2026-04-14,77.0
2026-04-15,82.0
2026-04-16,78.0
2026-04-17,77.0
2026-04-18,75.0
2026-04-19,77.0
2026-04-20,72.0
2026-04-21,81.0
2026-04-22,88.0
2026-04-23,76.0
2026-04-24,74.0
2026-04-25,75.0
2026-04-26,80.0
2026-04-27,76.0
2026-04-28,96.0
2026-04-29,77.0
2026-04-30,79.0
2026-05-01,82.0
2026-05-02,77.0
2026-05-03,83.0
2026-05-04,75.0
2026-05-05,73.0
2026-05-06,85.0
2026-05-07,79.0
2026-05-08,77.0
2026-05-09,81.0
2026-05-10,84.0
2026-05-11,75.0
2026-05-12,74.0
2026-05-13,78.0
2026-05-14,78.0
2026-05-15,80.0
2026-05-16,83.0
2026-05-17,78.0
2026-05-18,76.0
2026-05-19,74.0
2026-05-20,85.0
2026-05-21,76.0
2026-05-22,73.0
2026-05-23,77.0
2026-05-24,74.0
2026-05-25,72.0
2026-05-26,69.0
2026-05-27,75.0
2026-05-28,71.0
2026-05-29,74.0
2026-05-30,74.0
2026-05-31,74.0
