Time,spanish_to_english
2024-10-02,98.01593624755512
2024-10-03,92.85720276084169
2024-10-04,88.73021597147094
2024-10-05,63.968295235246494
2024-10-06,58.80956174853307
2024-10-07,91.825456063499
2024-10-08,92.85720276084169
2024-10-09,88.73021597147094
2024-10-10,92.85720276084169
2024-10-11,86.66672257678557
2024-10-12,60.87305514321844
2024-10-13,58.80956174853307
2024-10-14,84.60322918210021
2024-10-15,90.79370936615632
2024-10-16,95.95244285286975
2024-10-17,96.98418955021243
2024-10-18,91.825456063499
2024-10-19,61.90480184056113
2024-10-20,57.77781505119039
2024-10-21,96.98418955021243
2024-10-22,88.73021597147094
2024-10-23,99.0476829448978
2024-10-24,95.95244285286975
2024-10-25,90.79370936615632
2024-10-26,58.80956174853307
2024-10-27,58.80956174853307
2024-10-28,93.88894945818437
2024-10-29,93.88894945818437
2024-10-30,103.17466973426855
2024-10-31,89.76196266881364
2024-11-01,84.60322918210021
2024-11-02,59.841308445875754
2024-11-03,56.7460683538477
2024-11-04,89.76196266881364
2024-11-05,77.38100230070141
2024-11-06,69.12702872195992
2024-11-07,92.85720276084169
2024-11-08,91.825456063499
2024-11-09,59.841308445875754
2024-11-10,56.7460683538477
2024-11-11,82.53973578741483
2024-11-12,93.88894945818437
2024-11-13,98.01593624755512
2024-11-14,98.01593624755512
2024-11-15,92.85720276084169
2024-11-16,57.77781505119039
2024-11-17,58.80956174853307
2024-11-18,95.95244285286975
2024-11-19,99.0476829448978
2024-11-20,100.07942964224048
2024-11-21,101.11117633958317
2024-11-22,90.79370936615632
2024-11-23,57.77781505119039
2024-11-24,55.714321656505014
2024-11-25,86.66672257678557
2024-11-26,79.44449569538678
2024-11-27,71.1905221166453
2024-11-28,58.80956174853307
2024-11-29,56.7460683538477
2024-11-30,55.714321656505014
2024-12-01,55.714321656505014
2024-12-02,85.63497587944289
2024-12-03,90.79370936615632
2024-12-04,91.825456063499
2024-12-05,86.66672257678557
2024-12-06,89.76196266881364
2024-12-07,56.7460683538477
2024-12-08,57.77781505119039
2024-12-09,86.66672257678557
2024-12-10,91.825456063499
2024-12-11,92.85720276084169
2024-12-12,91.825456063499
2024-12-13,87.69846927412826
2024-12-14,58.80956174853307
2024-12-15,56.7460683538477
2024-12-16,85.63497587944289
2024-12-17,87.69846927412826
2024-12-18,84.60322918210021
2024-12-19,86.66672257678557
2024-12-20,73.25401551133066
2024-12-21,57.77781505119039
2024-12-22,51.587334867134274
2024-12-23,61.90480184056113
2024-12-24,60.87305514321844
2024-12-25,56.7460683538477
2024-12-26,58.80956174853307
2024-12-27,60.87305514321844
2024-12-28,52.61908156447696
2024-12-29,50.555588169791584
2024-12-30,60.87305514321844
2024-12-31,57.77781505119039
2025-01-01,52.61908156447696
2025-01-02,61.90480184056113
2025-01-03,63.968295235246494
2025-01-04,55.714321656505014
2025-01-05,56.7460683538477
2025-01-06,69.12702872195992
2025-01-07,78.4127489980441
2025-01-08,81.50798909007214
2025-01-09,83.57148248475752
2025-01-10,80.47624239272946
2025-01-11,56.7460683538477
2025-01-12,54.68257495916233
2025-01-13,85.63497587944289
2025-01-14,89.76196266881364
2025-01-15,92.85720276084169
2025-01-16,90.79370936615632
2025-01-17,86.66672257678557
2025-01-18,54.68257495916233
2025-01-19,50.555588169791584
2025-01-20,58.80956174853307
2025-01-21,76.34925560335873
2025-01-22,81.50798909007214
2025-01-23,84.60322918210021
2025-01-24,83.57148248475752
2025-01-25,55.714321656505014
2025-01-26,56.7460683538477
2025-01-27,85.63497587944289
2025-01-28,88.73021597147094
2025-01-29,87.69846927412826
2025-01-30,89.76196266881364
2025-01-31,87.69846927412826
2025-02-01,54.68257495916233
2025-02-02,55.714321656505014
2025-02-03,83.57148248475752
2025-02-04,87.69846927412826
2025-02-05,88.73021597147094
2025-02-06,86.66672257678557
2025-02-07,90.79370936615632
2025-02-08,57.77781505119039
2025-02-09,54.68257495916233
2025-02-10,77.38100230070141
2025-02-11,87.69846927412826
2025-02-12,88.73021597147094
2025-02-13,90.79370936615632
2025-02-14,84.60322918210021
2025-02-15,58.80956174853307
2025-02-16,54.68257495916233
2025-02-17,66.03178862993187
2025-02-18,82.53973578741483
2025-02-19,83.57148248475752
2025-02-20,84.60322918210021
2025-02-21,83.57148248475752
2025-02-22,53.65082826181964
2025-02-23,55.714321656505014
2025-02-24,83.57148248475752
2025-02-25,88.73021597147094
2025-02-26,88.73021597147094
2025-02-27,86.66672257678557
2025-02-28,86.66672257678557
2025-03-01,56.7460683538477
2025-03-02,53.65082826181964
2025-03-03,85.63497587944289
2025-03-04,86.66672257678557
2025-03-05,85.63497587944289
2025-03-06,81.50798909007214
2025-03-07,78.4127489980441
2025-03-08,58.80956174853307
2025-03-09,54.68257495916233
2025-03-10,82.53973578741483
2025-03-11,82.53973578741483
2025-03-12,88.73021597147094
2025-03-13,85.63497587944289
2025-03-14,77.38100230070141
2025-03-15,55.714321656505014
2025-03-16,58.80956174853307
2025-03-17,77.38100230070141
2025-03-18,84.60322918210021
2025-03-19,79.44449569538678
2025-03-20,81.50798909007214
2025-03-21,78.4127489980441
2025-03-22,54.68257495916233
2025-03-23,53.65082826181964
2025-03-24,79.44449569538678
2025-03-25,83.57148248475752
2025-03-26,81.50798909007214
2025-03-27,81.50798909007214
2025-03-28,86.66672257678557
2025-03-29,57.77781505119039
2025-03-30,54.68257495916233
2025-03-31,74.28576220867335
2025-04-01,79.44449569538678
2025-04-02,77.38100230070141
2025-04-03,83.57148248475752
2025-04-04,80.47624239272946
2025-04-05,56.7460683538477
2025-04-06,54.68257495916233
2025-04-07,79.44449569538678
2025-04-08,81.50798909007214
2025-04-09,83.57148248475752
2025-04-10,84.60322918210021
2025-04-11,82.53973578741483
2025-04-12,54.68257495916233
2025-04-13,51.587334867134274
2025-04-14,79.44449569538678
2025-04-15,77.42936542713935
2025-04-16,80.28278988697772
2025-04-17,80.28278988697772
2025-04-18,63.242848338677426
2025-04-19,55.27905351856357
2025-04-20,55.27905351856357
2025-04-21,72.23838985613396
2025-04-22,83.57148248475752
2025-04-23,82.62034099814474
2025-04-24,81.66919951153196
2025-04-25,81.23393137359051
2025-04-26,53.37677054533799
2025-04-27,54.76318016989223
2025-04-28,79.33164840036493
2025-04-29,82.62034099814474
2025-04-30,83.57148248475752
2025-05-01,82.18507286020329
2025-05-02,80.71805802491916
2025-05-03,54.76318016989223
2025-05-04,54.76318016989223
2025-05-05,79.76691653830638
2025-05-06,85.47376545798309
2025-05-07,85.47376545798309
2025-05-08,83.57148248475752
2025-05-09,81.66919951153196
2025-05-10,60.9052972275104
2025-05-11,64.19398982529022
2025-05-12,86.86017508253732
2025-05-13,84.52262397137031
2025-05-14,83.57148248475752
2025-05-15,80.95987365710886
2025-05-16,79.21880110534308
2025-05-17,54.84378538062213
2025-05-18,55.71432165650502
2025-05-19,78.34826482946019
2025-05-20,83.57148248475752
2025-05-21,74.86611972592863
2025-05-22,80.08933738122597
2025-05-23,73.12504717416284
2025-05-24,53.97324910473924
2025-05-25,53.10271282885635
2025-05-26,53.10271282885635
2025-05-27,73.12504717416284
2025-05-28,77.4777285535773
2025-05-29,75.73665600181151
2025-05-30,73.99558345004573
2025-05-31,53.10271282885635
2025-06-01,53.10271282885635
2025-06-02,71.38397462239706
2025-06-03,72.25451089827995
2025-06-04,72.25451089827995
2025-06-05,68.77236579474838
2025-06-06,63.54914813945104
2025-06-07,53.97324910473924
2025-06-08,52.232176552973456
2025-06-09,67.9018295188655
2025-06-10,67.9018295188655
2025-06-11,67.9018295188655
2025-06-12,64.41968441533393
2025-06-13,64.41968441533393
2025-06-14,55.71432165650502
2025-06-15,56.58485793238791
2025-06-16,62.67861186356815
2025-06-17,63.54914813945104
2025-06-18,60.06700303591948
2025-06-19,60.06700303591948
2025-06-20,62.67861186356815
2025-06-21,52.232176552973456
2025-06-22,48.75003144944189
2025-06-23,59.196466760036586
2025-06-24,61.80807558768526
2025-06-25,60.06700303591948
2025-06-26,60.93753931180237
2025-06-27,60.93753931180237
2025-06-28,51.361640277090565
2025-06-29,49.62056772532478
2025-06-30,58.325930484153695
2025-07-01,59.196466760036586
2025-07-02,63.54914813945104
2025-07-03,65.29022069121682
2025-07-04,53.97324910473924
2025-07-05,52.232176552973456
2025-07-06,54.84378538062213
2025-07-07,62.67861186356815
2025-07-08,62.67861186356815
2025-07-09,61.80807558768526
2025-07-10,61.80807558768526
2025-07-11,62.67861186356815
2025-07-12,53.10271282885635
2025-07-13,49.62056772532478
2025-07-14,59.196466760036586
2025-07-15,63.54914813945104
2025-07-16,60.93753931180237
2025-07-17,63.54914813945104
2025-07-18,62.67861186356815
2025-07-19,52.232176552973456
2025-07-20,49.62056772532478
2025-07-21,62.67861186356815
2025-07-22,61.80807558768526
2025-07-23,65.29022069121682
2025-07-24,60.06700303591948
2025-07-25,60.93753931180237
2025-07-26,51.361640277090565
2025-07-27,47.879495173559
2025-07-28,60.93753931180237
2025-07-29,56.58485793238791
2025-07-30,58.325930484153695
2025-07-31,62.67861186356815
2025-08-01,60.06700303591948
2025-08-02,53.97324910473924
2025-08-03,47.879495173559
2025-08-04,60.06700303591948
2025-08-05,65.29022069121682
2025-08-06,64.41968441533393
2025-08-07,64.41968441533393
2025-08-08,63.54914813945104
2025-08-09,53.97324910473924
2025-08-10,51.361640277090565
2025-08-11,61.80807558768526
2025-08-12,65.29022069121682
2025-08-13,68.77236579474838
2025-08-14,67.9018295188655
2025-08-15,67.9018295188655
2025-08-16,51.361640277090565
2025-08-17,49.62056772532478
2025-08-18,67.9018295188655
2025-08-19,68.77236579474838
2025-08-20,71.38397462239706
2025-08-21,72.25451089827995
2025-08-22,71.38397462239706
2025-08-23,52.232176552973456
2025-08-24,53.10271282885635
2025-08-25,72.25451089827995
2025-08-26,71.38397462239706
2025-08-27,79.21880110534308
2025-08-28,75.73665600181151
2025-08-29,75.73665600181151
2025-08-30,52.232176552973456
2025-08-31,47.879495173559
2025-09-01,53.10271282885635
2025-09-02,75.73665600181151
2025-09-03,79.21880110534308
2025-09-04,79.21880110534308
2025-09-05,75.73665600181151
2025-09-06,50.491104001207674
2025-09-07,50.491104001207674
2025-09-08,78.34826482946019
2025-09-09,79.21880110534308
2025-09-10,77.4777285535773
2025-09-11,83.57148248475752
2025-09-12,79.21880110534308
2025-09-13,53.10271282885635
2025-09-14,50.491104001207674
2025-09-15,75.73665600181151
2025-09-16,80.08933738122597
2025-09-17,86.1830913124062
2025-09-18,81.83040993299176
2025-09-19,76.60719227769441
2025-09-20,53.10271282885635
2025-09-21,49.62056772532478
2025-09-22,80.95987365710886
2025-09-23,74.86611972592863
2025-09-24,82.70094620887464
2025-09-25,78.34826482946019
2025-09-26,81.83040993299176
2025-09-27,54.84378538062213
2025-09-28,50.491104001207674
2025-09-29,81.83040993299176
2025-09-30,77.4777285535773
2025-10-01,82.70094620887464
2025-10-02,75.73665600181151
2025-10-03,79.21880110534308
2025-10-04,53.10271282885635
2025-10-05,50.491104001207674
2025-10-06,73.99558345004573
2025-10-07,79.21880110534308
2025-10-08,80.08933738122597
2025-10-09,80.08933738122597
2025-10-10,73.99558345004573
2025-10-11,52.232176552973456
2025-10-12,50.491104001207674
2025-10-13,68.77236579474838
2025-10-14,78.34826482946019
2025-10-15,78.34826482946019
2025-10-16,79.21880110534308
2025-10-17,83.57148248475752
2025-10-18,52.232176552973456
2025-10-19,50.491104001207674
2025-10-20,73.99558345004573
2025-10-21,82.70094620887464
2025-10-22,81.83040993299176
2025-10-23,84.44201876064042
2025-10-24,80.95987365710886
2025-10-25,51.361640277090565
2025-10-26,49.62056772532478
2025-10-27,75.73665600181151
2025-10-28,80.95987365710886
2025-10-29,80.08933738122597
2025-10-30,80.08933738122597
2025-10-31,70.51343834651416
2025-11-01,50.491104001207674
2025-11-02,47.879495173559
2025-11-03,73.12504717416284
2025-11-04,71.38397462239706
2025-11-05,80.95987365710886
2025-11-06,77.4777285535773
2025-11-07,79.21880110534308
2025-11-08,52.232176552973456
2025-11-09,48.75003144944189
2025-11-10,73.99558345004573
2025-11-11,67.0312932429826
2025-11-12,82.70094620887464
2025-11-13,80.08933738122597
2025-11-14,77.4777285535773
2025-11-15,50.491104001207674
2025-11-16,51.361640277090565
2025-11-17,78.34826482946019
2025-11-18,77.4777285535773
2025-11-19,81.83040993299176
2025-11-20,78.34826482946019
2025-11-21,74.86611972592863
2025-11-22,51.361640277090565
2025-11-23,47.00895889767611
2025-11-24,63.54914813945104
2025-11-25,65.29022069121682
2025-11-26,58.325930484153695
2025-11-27,49.62056772532478
2025-11-28,47.879495173559
2025-11-29,47.00895889767611
2025-11-30,45.26788634591033
2025-12-01,70.51343834651416
2025-12-02,73.12504717416284
2025-12-03,77.4777285535773
2025-12-04,78.34826482946019
2025-12-05,73.99558345004573
2025-12-06,53.10271282885635
2025-12-07,47.00895889767611
2025-12-08,75.73665600181151
2025-12-09,73.99558345004573
2025-12-10,74.86611972592863
2025-12-11,73.96629364911755
2025-12-12,73.14188338565933
2025-12-13,51.36420042265317
2025-12-14,45.20418645292877
2025-12-15,71.49306285874286
2025-12-16,69.8442423318264
2025-12-17,66.98186941593491
2025-12-18,66.98186941593491
2025-12-19,58.34862465583581
2025-12-20,48.06655936882025
2025-12-21,46.028596716387
2025-12-22,57.52421439237759
2025-12-23,57.135072266860796
2025-12-24,53.013020949569636
2025-12-25,48.06655936882025
2025-12-26,46.85300697984523
2025-12-27,46.028596716387
2025-12-28,42.73095566255407
2025-12-29,50.53979015919494
2025-12-30,52.1886106861114
2025-12-31,49.32623777021992
2026-01-01,44.37977618947053
2026-01-02,48.06655936882025
2026-01-03,46.85300697984523
2026-01-04,42.73095566255407
2026-01-05,59.99744518275228
2026-01-06,64.50863862556022
2026-01-07,69.8442423318264
2026-01-08,64.50863862556022
2026-01-09,66.15745915247669
2026-01-10,45.140486559947206
2026-01-11,45.140486559947206
2026-01-12,66.15416133785367
2026-01-13,68.48901409095437
2026-01-14,66.93244558888723
2026-01-15,68.48901409095437
2026-01-16,65.37587708682008
2026-01-17,48.253623564081494
2026-01-18,44.36220230891363
2026-01-19,49.81019206614864
2026-01-20,67.7107298399208
2026-01-21,65.37587708682008
2026-01-22,71.60215109508867
2026-01-23,67.7107298399208
2026-01-24,46.69705506201435
2026-01-25,43.583918057880055
2026-01-26,56.03646607441722
2026-01-27,68.48901409095437
2026-01-28,69.26729834198795
2026-01-29,73.15871959715581
2026-01-30,68.48901409095437
2026-01-31,50.58847631718221
2026-02-01,47.47533931304792
2026-02-02,66.15416133785367
2026-02-03,70.04558259302152
2026-02-04,68.48901409095437
2026-02-05,70.04558259302152
2026-02-06,70.04558259302152
2026-02-07,48.253623564081494
2026-02-08,45.918770810980774
2026-02-09,72.38043534612224
2026-02-10,72.38043534612224
2026-02-11,77.82842510335725
2026-02-12,72.38043534612224
2026-02-13,67.7107298399208
2026-02-14,50.58847631718221
2026-02-15,46.69705506201435
2026-02-16,54.47989757235007
2026-02-17,60.70617158061865
2026-02-18,70.04558259302152
2026-02-19,69.26729834198795
2026-02-20,66.15416133785367
2026-02-21,51.36676056821578
2026-02-22,45.918770810980774
2026-02-23,68.48901409095437
2026-02-24,68.48901409095437
2026-02-25,70.82386684405509
2026-02-26,65.37587708682008
2026-02-27,69.26729834198795
2026-02-28,49.81019206614864
2026-03-01,47.47533931304792
2026-03-02,69.26729834198795
2026-03-03,71.60215109508867
2026-03-04,73.93700384818938
2026-03-05,70.04558259302152
2026-03-06,70.04558259302152
2026-03-07,46.69705506201435
2026-03-08,49.03190781511506
2026-03-09,70.04558259302152
2026-03-10,68.48901409095437
2026-03-11,69.26729834198795
2026-03-12,68.48901409095437
2026-03-13,65.37587708682008
2026-03-14,49.03190781511506
2026-03-15,46.69705506201435
2026-03-16,61.48445583165223
2026-03-17,65.37587708682008
2026-03-18,66.15416133785367
2026-03-19,65.37587708682008
2026-03-20,61.48445583165223
2026-03-21,46.69705506201435
2026-03-22,46.69705506201435
2026-03-23,68.48901409095437
2026-03-24,67.7107298399208
2026-03-25,70.82386684405509
2026-03-26,68.48901409095437
2026-03-27,62.262740082685795
2026-03-28,47.47533931304792
2026-03-29,45.918770810980774
2026-03-30,63.81930858475294
2026-03-31,63.81930858475294
2026-04-01,59.92788732958508
2026-04-02,63.81930858475294
2026-04-03,55.258181823383644
2026-04-04,46.69705506201435
2026-04-05,44.36220230891363
2026-04-06,59.14960307855151
2026-04-07,61.48445583165223
2026-04-08,63.04102433371937
2026-04-09,63.04102433371937
2026-04-10,61.48445583165223
2026-04-11,46.69705506201435
2026-04-12,43.583918057880055
2026-04-13,66.93244558888723
2026-04-14,63.04102433371937
2026-04-15,65.37587708682008
2026-04-16,69.26729834198795
2026-04-17,64.59759283578651
2026-04-18,45.918770810980774
2026-04-19,45.918770810980774
2026-04-20,67.7107298399208
2026-04-21,69.26729834198795
2026-04-22,66.93244558888723
2026-04-23,66.93244558888723
2026-04-24,62.262740082685795
2026-04-25,45.918770810980774
2026-04-26,44.36220230891363
2026-04-27,70.04558259302152
2026-04-28,69.26729834198795
2026-04-29,67.7107298399208
2026-04-30,69.26729834198795
2026-05-01,66.15416133785367
2026-05-02,47.47533931304792
2026-05-03,45.140486559947206
2026-05-04,70.82386684405509
2026-05-05,71.60215109508867
2026-05-06,69.26729834198795
2026-05-07,63.04102433371937
2026-05-08,66.93244558888723
2026-05-09,48.253623564081494
2026-05-10,55.258181823383644
2026-05-11,72.38043534612224
2026-05-12,67.7107298399208
2026-05-13,67.7107298399208
2026-05-14,60.70617158061865
2026-05-15,66.15416133785367
2026-05-16,46.69705506201435
2026-05-17,45.918770810980774
2026-05-18,63.81930858475294
2026-05-19,63.81930858475294
2026-05-20,63.04102433371937
2026-05-21,65.37587708682008
2026-05-22,62.262740082685795
2026-05-23,47.47533931304792
2026-05-24,45.140486559947206
2026-05-25,46.69705506201435
2026-05-26,62.262740082685795
2026-05-27,55.258181823383644
2026-05-28,64.59759283578651
2026-05-29,60.70617158061865
2026-05-30,48.253623564081494
2026-05-31,43.583918057880055
