Time,dow_jones_industrial_average
2024-09-18,45.50947911755353
2024-09-19,42.83245093416803
2024-09-20,42.83245093416803
2024-09-21,10.708112733542007
2024-09-22,5.354056366771004
2024-09-23,37.478394567397025
2024-09-24,40.15542275078253
2024-09-25,37.478394567397025
2024-09-26,37.478394567397025
2024-09-27,34.80136638401152
2024-09-28,8.031084550156505
2024-09-29,5.354056366771004
2024-09-30,34.80136638401152
2024-10-01,40.15542275078253
2024-10-02,34.80136638401152
2024-10-03,34.80136638401152
2024-10-04,37.478394567397025
2024-10-05,8.031084550156505
2024-10-06,5.354056366771004
2024-10-07,32.12433820062602
2024-10-08,32.12433820062602
2024-10-09,37.478394567397025
2024-10-10,34.80136638401152
2024-10-11,34.80136638401152
2024-10-12,10.708112733542007
2024-10-13,2.677028183385502
2024-10-14,40.15542275078253
2024-10-15,37.478394567397025
2024-10-16,37.478394567397025
2024-10-17,42.83245093416803
2024-10-18,37.478394567397025
2024-10-19,8.031084550156505
2024-10-20,5.354056366771004
2024-10-21,37.478394567397025
2024-10-22,34.80136638401152
2024-10-23,32.12433820062602
2024-10-24,34.80136638401152
2024-10-25,34.80136638401152
2024-10-26,8.031084550156505
2024-10-27,5.354056366771004
2024-10-28,34.80136638401152
2024-10-29,34.80136638401152
2024-10-30,37.478394567397025
2024-10-31,37.478394567397025
2024-11-01,40.15542275078253
2024-11-02,10.708112733542007
2024-11-03,5.354056366771004
2024-11-04,34.80136638401152
2024-11-05,42.83245093416803
2024-11-06,69.60273276802305
2024-11-07,58.89462003448104
2024-11-08,50.86353548432454
2024-11-09,13.38514091692751
2024-11-10,5.354056366771004
2024-11-11,40.15542275078253
2024-11-12,45.50947911755353
2024-11-13,37.478394567397025
2024-11-14,40.15542275078253
2024-11-15,37.478394567397025
2024-11-16,10.708112733542007
2024-11-17,8.031084550156505
2024-11-18,34.80136638401152
2024-11-19,40.15542275078253
2024-11-20,34.80136638401152
2024-11-21,37.478394567397025
2024-11-22,37.478394567397025
2024-11-23,10.708112733542007
2024-11-24,5.354056366771004
2024-11-25,40.15542275078253
2024-11-26,40.15542275078253
2024-11-27,37.478394567397025
2024-11-28,10.708112733542007
2024-11-29,26.77028183385502
2024-11-30,10.708112733542007
2024-12-01,5.354056366771004
2024-12-02,32.12433820062602
2024-12-03,32.12433820062602
2024-12-04,34.80136638401152
2024-12-05,34.80136638401152
2024-12-06,29.44731001724052
2024-12-07,10.708112733542007
2024-12-08,5.354056366771004
2024-12-09,29.44731001724052
2024-12-10,29.44731001724052
2024-12-11,34.80136638401152
2024-12-12,32.12433820062602
2024-12-13,29.44731001724052
2024-12-14,8.031084550156505
2024-12-15,5.354056366771004
2024-12-16,32.12433820062602
2024-12-17,37.478394567397025
2024-12-18,42.83245093416803
2024-12-19,53.54056366771004
2024-12-20,45.50947911755353
2024-12-21,13.38514091692751
2024-12-22,5.354056366771004
2024-12-23,32.12433820062602
2024-12-24,34.80136638401152
2024-12-25,8.031084550156505
2024-12-26,29.44731001724052
2024-12-27,34.80136638401152
2024-12-28,10.708112733542007
2024-12-29,5.354056366771004
2024-12-30,40.15542275078253
2024-12-31,37.478394567397025
2025-01-01,13.38514091692751
2025-01-02,34.80136638401152
2025-01-03,37.478394567397025
2025-01-04,8.031084550156505
2025-01-05,5.354056366771004
2025-01-06,34.80136638401152
2025-01-07,37.478394567397025
2025-01-08,37.478394567397025
2025-01-09,24.093253650469517
2025-01-10,37.478394567397025
2025-01-11,8.031084550156505
2025-01-12,8.031084550156505
2025-01-13,32.12433820062602
2025-01-14,34.80136638401152
2025-01-15,42.83245093416803
2025-01-16,37.478394567397025
2025-01-17,37.478394567397025
2025-01-18,10.708112733542007
2025-01-19,5.354056366771004
2025-01-20,18.739197283698513
2025-01-21,45.50947911755353
2025-01-22,45.50947911755353
2025-01-23,42.83245093416803
2025-01-24,42.83245093416803
2025-01-25,8.031084550156505
2025-01-26,5.354056366771004
2025-01-27,42.83245093416803
2025-01-28,48.186507300939034
2025-01-29,37.478394567397025
2025-01-30,40.15542275078253
2025-01-31,42.83245093416803
2025-02-01,13.38514091692751
2025-02-02,10.708112733542007
2025-02-03,64.24867640125204
2025-02-04,45.50947911755353
2025-02-05,37.478394567397025
2025-02-06,37.478394567397025
2025-02-07,37.478394567397025
2025-02-08,8.031084550156505
2025-02-09,8.031084550156505
2025-02-10,34.80136638401152
2025-02-11,42.83245093416803
2025-02-12,40.15542275078253
2025-02-13,40.15542275078253
2025-02-14,37.478394567397025
2025-02-15,10.708112733542007
2025-02-16,8.031084550156505
2025-02-17,16.06216910031301
2025-02-18,34.80136638401152
2025-02-19,40.15542275078253
2025-02-20,42.83245093416803
2025-02-21,42.83245093416803
2025-02-22,13.38514091692751
2025-02-23,5.354056366771004
2025-02-24,45.50947911755353
2025-02-25,40.15542275078253
2025-02-26,40.15542275078253
2025-02-27,40.15542275078253
2025-02-28,48.186507300939034
2025-03-01,8.031084550156505
2025-03-02,5.354056366771004
2025-03-03,56.21759185109554
2025-03-04,101.72707096864907
2025-03-05,80.31084550156505
2025-03-06,80.31084550156505
2025-03-07,72.27976095140855
2025-03-08,18.739197283698513
2025-03-09,8.031084550156505
2025-03-10,85.66490186833606
2025-03-11,131.1743809858896
2025-03-12,112.43518370219108
2025-03-13,93.69598641849257
2025-03-14,88.34193005172156
2025-03-15,18.739197283698513
2025-03-16,8.031084550156505
2025-03-17,58.89462003448104
2025-03-18,69.60273276802305
2025-03-19,66.92570458463754
2025-03-20,58.89462003448104
2025-03-21,53.54056366771004
2025-03-22,13.38514091692751
2025-03-23,8.031084550156505
2025-03-24,56.21759185109554
2025-03-25,56.21759185109554
2025-03-26,53.54056366771004
2025-03-27,58.89462003448104
2025-03-28,64.24867640125204
2025-03-29,16.06216910031301
2025-03-30,8.031084550156505
2025-03-31,69.60273276802305
2025-04-01,61.571648217866546
2025-04-02,72.27976095140855
2025-04-03,179.3608882868286
2025-04-04,216.83928285422564
2025-04-05,53.54056366771004
2025-04-06,29.44731001724052
2025-04-07,267.7028183385502
2025-04-08,208.80819830406915
2025-04-09,232.90145195453866
2025-04-10,214.16225467084016
2025-04-11,149.9135782695881
2025-04-12,32.12433820062602
2025-04-13,16.06216910031301
2025-04-14,99.05004278526357
2025-04-15,96.40633546186929
2025-04-16,100.91449636022682
2025-04-17,109.20268163690649
2025-04-18,64.4743494984653
2025-04-19,15.96599298170199
2025-04-20,11.457832083344453
2025-04-21,120.66051372025095
2025-04-22,122.60940538360104
2025-04-23,111.76195087191394
2025-04-24,93.2366886552045
2025-04-25,82.99961171517474
2025-04-26,16.576370553359332
2025-04-27,10.237076940029763
2025-04-28,80.44034248016729
2025-04-29,75.32180401015242
2025-04-30,90.67741942019705
2025-05-01,82.3892341435174
2025-05-02,79.82996490850995
2025-05-03,23.643800686724312
2025-05-04,13.40672374669455
2025-05-05,80.44034248016729
2025-05-06,67.03361873347274
2025-05-07,67.64399630513009
2025-05-08,77.88107324515985
2025-05-09,71.54177963183028
2025-05-10,14.017101318351894
2025-05-11,10.237076940029763
2025-05-12,107.2537899735564
2025-05-13,90.67741942019705
2025-05-14,69.59288796848018
2025-05-15,61.0377571657345
2025-05-16,62.25851230904919
2025-05-17,15.86981686309097
2025-05-18,7.32453085988814
2025-05-19,68.36228802562263
2025-05-20,65.92077773899325
2025-05-21,63.47926745236388
2025-05-22,65.92077773899325
2025-05-23,72.0245534555667
2025-05-24,18.31132714972035
2025-05-25,8.545286003202829
2025-05-26,12.2075514331469
2025-05-27,58.59624687910512
2025-05-28,61.0377571657345
2025-05-29,68.36228802562263
2025-05-30,67.14153288230794
2025-05-31,14.64906171977628
2025-06-01,9.76604114651752
2025-06-02,58.59624687910512
2025-06-03,57.375491735790426
2025-06-04,59.81700202241981
2025-06-05,57.375491735790426
2025-06-06,57.375491735790426
2025-06-07,13.428306576461589
2025-06-08,7.32453085988814
2025-06-09,52.492471162531665
2025-06-10,52.492471162531665
2025-06-11,52.492471162531665
2025-06-12,53.713226305846355
2025-06-13,64.70002259567856
2025-06-14,13.428306576461589
2025-06-15,7.32453085988814
2025-06-16,51.271716019216974
2025-06-17,51.271716019216974
2025-06-18,53.713226305846355
2025-06-19,37.84340944275539
2025-06-20,48.8302057325876
2025-06-21,12.2075514331469
2025-06-22,9.76604114651752
2025-06-23,58.59624687910512
2025-06-24,53.713226305846355
2025-06-25,51.271716019216974
2025-06-26,56.154736592475736
2025-06-27,63.47926745236388
2025-06-28,13.428306576461589
2025-06-29,9.76604114651752
2025-06-30,51.271716019216974
2025-07-01,61.0377571657345
2025-07-02,58.59624687910512
2025-07-03,58.59624687910512
2025-07-04,19.53208229303504
2025-07-05,9.76604114651752
2025-07-06,8.545286003202829
2025-07-07,62.25851230904919
2025-07-08,59.81700202241981
2025-07-09,56.154736592475736
2025-07-10,52.492471162531665
2025-07-11,54.933981449161045
2025-07-12,13.428306576461589
2025-07-13,7.32453085988814
2025-07-14,48.8302057325876
2025-07-15,57.375491735790426
2025-07-16,57.375491735790426
2025-07-17,54.933981449161045
2025-07-18,54.933981449161045
2025-07-19,10.98679628983221
2025-07-20,7.32453085988814
2025-07-21,48.8302057325876
2025-07-22,50.050960875902284
2025-07-23,57.375491735790426
2025-07-24,57.375491735790426
2025-07-25,53.713226305846355
2025-07-26,12.2075514331469
2025-07-27,9.76604114651752
2025-07-28,65.92077773899325
2025-07-29,57.375491735790426
2025-07-30,58.59624687910512
2025-07-31,57.375491735790426
2025-08-01,70.80379831225201
2025-08-02,18.31132714972035
2025-08-03,7.32453085988814
2025-08-04,59.81700202241981
2025-08-05,57.375491735790426
2025-08-06,54.933981449161045
2025-08-07,61.0377571657345
2025-08-08,53.713226305846355
2025-08-09,10.98679628983221
2025-08-10,7.32453085988814
2025-08-11,51.271716019216974
2025-08-12,58.59624687910512
2025-08-13,61.0377571657345
2025-08-14,58.59624687910512
2025-08-15,57.375491735790426
2025-08-16,17.090572006405658
2025-08-17,6.10377571657345
2025-08-18,50.050960875902284
2025-08-19,57.375491735790426
2025-08-20,45.16794030264353
2025-08-21,41.50567487269946
2025-08-22,62.25851230904919
2025-08-23,14.64906171977628
2025-08-24,8.545286003202829
2025-08-25,58.59624687910512
2025-08-26,48.8302057325876
2025-08-27,51.271716019216974
2025-08-28,51.271716019216974
2025-08-29,47.60945058927291
2025-08-30,12.2075514331469
2025-08-31,6.10377571657345
2025-09-01,9.76604114651752
2025-09-02,48.8302057325876
2025-09-03,46.38869544595822
2025-09-04,43.94718515932884
2025-09-05,46.38869544595822
2025-09-06,9.76604114651752
2025-09-07,7.32453085988814
2025-09-08,41.50567487269946
2025-09-09,47.60945058927291
2025-09-10,41.50567487269946
2025-09-11,50.050960875902284
2025-09-12,43.94718515932884
2025-09-13,8.545286003202829
2025-09-14,7.32453085988814
2025-09-15,41.50567487269946
2025-09-16,45.16794030264353
2025-09-17,50.050960875902284
2025-09-18,46.38869544595822
2025-09-19,47.60945058927291
2025-09-20,12.2075514331469
2025-09-21,6.10377571657345
2025-09-22,39.06416458607008
2025-09-23,40.28491972938477
2025-09-24,39.06416458607008
2025-09-25,42.72643001601415
2025-09-26,42.72643001601415
2025-09-27,9.76604114651752
2025-09-28,6.10377571657345
2025-09-29,41.50567487269946
2025-09-30,39.06416458607008
2025-10-01,45.16794030264353
2025-10-02,43.94718515932884
2025-10-03,47.60945058927291
2025-10-04,10.98679628983221
2025-10-05,4.88302057325876
2025-10-06,42.72643001601415
2025-10-07,42.72643001601415
2025-10-08,43.94718515932884
2025-10-09,45.16794030264353
2025-10-10,51.271716019216974
2025-10-11,12.2075514331469
2025-10-12,7.32453085988814
2025-10-13,48.8302057325876
2025-10-14,53.713226305846355
2025-10-15,48.8302057325876
2025-10-16,48.8302057325876
2025-10-17,48.8302057325876
2025-10-18,10.98679628983221
2025-10-19,6.10377571657345
2025-10-20,45.16794030264353
2025-10-21,45.16794030264353
2025-10-22,42.72643001601415
2025-10-23,46.38869544595822
2025-10-24,53.713226305846355
2025-10-25,8.545286003202829
2025-10-26,6.10377571657345
2025-10-27,45.16794030264353
2025-10-28,48.8302057325876
2025-10-29,50.050960875902284
2025-10-30,53.713226305846355
2025-10-31,50.050960875902284
2025-11-01,10.98679628983221
2025-11-02,6.10377571657345
2025-11-03,43.94718515932884
2025-11-04,40.28491972938477
2025-11-05,46.38869544595822
2025-11-06,52.492471162531665
2025-11-07,46.38869544595822
2025-11-08,13.428306576461589
2025-11-09,7.32453085988814
2025-11-10,47.60945058927291
2025-11-11,47.60945058927291
2025-11-12,51.271716019216974
2025-11-13,53.713226305846355
2025-11-14,53.713226305846355
2025-11-15,12.2075514331469
2025-11-16,9.76604114651752
2025-11-17,46.38869544595822
2025-11-18,52.492471162531665
2025-11-19,57.375491735790426
2025-11-20,61.0377571657345
2025-11-21,58.59624687910512
2025-11-22,15.86981686309097
2025-11-23,8.545286003202829
2025-11-24,50.050960875902284
2025-11-25,48.8302057325876
2025-11-26,48.8302057325876
2025-11-27,13.428306576461589
2025-11-28,35.40189915612601
2025-11-29,13.428306576461589
2025-11-30,9.76604114651752
2025-12-01,47.60945058927291
2025-12-02,45.16794030264353
2025-12-03,46.38869544595822
2025-12-04,46.38869544595822
2025-12-05,45.16794030264353
2025-12-06,12.2075514331469
2025-12-07,7.32453085988814
2025-12-08,40.28491972938477
2025-12-09,47.60945058927291
2025-12-10,50.050960875902284
2025-12-11,54.025512505298956
2025-12-12,46.61581268192374
2025-12-13,14.35097034757153
2025-12-14,8.488506694211448
2025-12-15,40.28491972938477
2025-12-16,40.28491972938477
2025-12-17,37.6588766885334
2025-12-18,48.77342642359622
2025-12-19,40.28491972938477
2025-12-20,14.819399646750423
2025-12-21,6.941270524196319
2025-12-22,39.206112858548536
2025-12-23,42.91096277023614
2025-12-24,38.12730598771229
2025-12-25,10.646120435883924
2025-12-26,38.12730598771229
2025-12-27,12.193356605899055
2025-12-28,6.330892952538974
2025-12-29,38.73768355936964
2025-12-30,38.12730598771229
2025-12-31,36.580069817697165
2026-01-01,13.272163476735292
2026-01-02,41.36372660022101
2026-01-03,12.193356605899055
2026-01-04,7.409699823375211
2026-01-05,46.14738338274485
2026-01-06,48.77342642359622
2026-01-07,45.53700581108751
2026-01-08,42.91096277023614
2026-01-09,47.69461955275998
2026-01-10,8.431727385220068
2026-01-11,6.558010188504498
2026-01-12,44.9692127211737
2026-01-13,45.906071319531485
2026-01-14,43.09549552445813
2026-01-15,42.15863692610034
2026-01-16,45.906071319531485
2026-01-17,10.305444581935639
2026-01-18,7.494868786862283
2026-01-19,18.737171967155707
2026-01-20,45.906071319531485
2026-01-21,52.46408150803598
2026-01-22,48.71664711460484
2026-01-23,40.284919729384775
2026-01-24,14.05287897536678
2026-01-25,7.494868786862283
2026-01-26,39.34806113102699
2026-01-27,44.03235412281592
2026-01-28,45.906071319531485
2026-01-29,46.84292991788927
2026-01-30,45.906071319531485
2026-01-31,13.116020377008995
2026-02-01,11.242303180293424
2026-02-02,45.906071319531485
2026-02-03,42.15863692610034
2026-02-04,47.77978851624705
2026-02-05,49.65350571296263
2026-02-06,64.6432432866872
2026-02-07,27.168899352375778
2026-02-08,14.989737573724566
2026-02-09,46.84292991788927
2026-02-10,55.274657303109336
2026-02-11,51.527222909678194
2026-02-12,56.21151590146712
2026-02-13,50.590364311320414
2026-02-14,14.989737573724566
2026-02-15,11.242303180293424
2026-02-16,24.35832355730242
2026-02-17,46.84292991788927
2026-02-18,44.9692127211737
2026-02-19,44.03235412281592
2026-02-20,49.65350571296263
2026-02-21,16.863454770440136
2026-02-22,10.305444581935639
2026-02-23,50.590364311320414
2026-02-24,51.527222909678194
2026-02-25,49.65350571296263
2026-02-26,44.9692127211737
2026-02-27,50.590364311320414
2026-02-28,13.116020377008995
2026-03-01,10.305444581935639
2026-03-02,56.21151590146712
2026-03-03,66.51696048340277
2026-03-04,56.21151590146712
2026-03-05,59.02209169654048
2026-03-06,64.6432432866872
2026-03-07,16.863454770440136
2026-03-08,11.242303180293424
2026-03-09,69.32753627847612
2026-03-10,61.83266749161383
2026-03-11,53.40094010639377
2026-03-12,58.0852330981827
2026-03-13,58.0852330981827
2026-03-14,14.05287897536678
2026-03-15,10.305444581935639
2026-03-16,54.337798704751556
2026-03-17,51.527222909678194
2026-03-18,56.21151590146712
2026-03-19,56.21151590146712
2026-03-20,57.14837449982491
2026-03-21,14.989737573724566
2026-03-22,8.431727385220068
2026-03-23,66.51696048340277
2026-03-24,57.14837449982491
2026-03-25,54.337798704751556
2026-03-26,60.89580889325605
2026-03-27,58.0852330981827
2026-03-28,16.863454770440136
2026-03-29,10.305444581935639
2026-03-30,56.21151590146712
2026-03-31,56.21151590146712
2026-04-01,55.274657303109336
2026-04-02,63.70638468832941
2026-04-03,32.79005094252249
2026-04-04,11.242303180293424
2026-04-05,7.494868786862283
2026-04-06,61.83266749161383
2026-04-07,74.01182927026505
2026-04-08,93.68585983577854
2026-04-09,74.94868786862283
2026-04-10,75.88554646698061
2026-04-11,19.674030565513494
2026-04-12,11.242303180293424
2026-04-13,61.83266749161383
2026-04-14,63.70638468832941
2026-04-15,59.958950294898266
2026-04-16,59.958950294898266
2026-04-17,88.06470824563183
2026-04-18,22.48460636058685
2026-04-19,10.305444581935639
2026-04-20,63.70638468832941
2026-04-21,63.70638468832941
2026-04-22,63.70638468832941
2026-04-23,59.958950294898266
2026-04-24,56.21151590146712
2026-04-25,17.800313368797923
2026-04-26,13.116020377008995
2026-04-27,52.46408150803598
2026-04-28,56.21151590146712
2026-04-29,60.89580889325605
2026-04-30,79.63298086041176
2026-05-01,63.70638468832941
2026-05-02,20.610889163871278
2026-05-03,13.116020377008995
2026-05-04,68.39067768011833
2026-05-05,66.51696048340277
2026-05-06,60.89580889325605
2026-05-07,65.58010188504498
2026-05-08,59.02209169654048
2026-05-09,16.863454770440136
2026-05-10,12.17916177865121
2026-05-11,64.6432432866872
2026-05-12,63.70638468832941
2026-05-13,53.40094010639377
2026-05-14,64.6432432866872
2026-05-15,57.14837449982491
2026-05-16,14.989737573724566
2026-05-17,10.305444581935639
2026-05-18,59.958950294898266
2026-05-19,57.14837449982491
2026-05-20,64.6432432866872
2026-05-21,70.2643948768339
2026-05-22,73.07497067190727
2026-05-23,22.48460636058685
2026-05-24,13.116020377008995
2026-05-25,19.674030565513494
2026-05-26,55.274657303109336
2026-05-27,63.70638468832941
2026-05-28,61.83266749161383
2026-05-29,72.13811207354948
2026-05-30,27.168899352375778
2026-05-31,14.989737573724566
