Time,j_d_vance
2024-02-27,0.0
2024-02-28,0.0
2024-02-29,0.0
2024-03-01,0.0
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.0
2024-03-06,0.0
2024-03-07,0.0
2024-03-08,0.0
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.0
2024-03-12,0.0
2024-03-13,0.0
2024-03-14,0.0
2024-03-15,0.0
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.0
2024-03-19,0.0
2024-03-20,0.0
2024-03-21,0.0
2024-03-22,0.0
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.0
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.0
2024-04-02,0.0
2024-04-03,0.0
2024-04-04,0.0
2024-04-05,0.0
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.0
2024-04-09,0.0
2024-04-10,0.0
2024-04-11,0.0
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.0
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,0.0
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.0
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.0
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.0
2024-05-02,0.0
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.0
2024-05-07,0.0
2024-05-08,0.0
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.0
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,0.0
2024-05-23,0.0
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,1.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,1.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,1.0
2024-06-27,1.0
2024-06-28,3.0
2024-06-29,1.0
2024-06-30,1.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,1.0
2024-07-08,0.0
2024-07-09,1.0
2024-07-10,1.0
2024-07-11,1.0
2024-07-12,1.0
2024-07-13,1.0
2024-07-14,2.0
2024-07-15,100.0
2024-07-16,43.0
2024-07-17,17.0
2024-07-18,24.0
2024-07-19,10.0
2024-07-20,7.0
2024-07-21,6.0
2024-07-22,5.0
2024-07-23,5.0
2024-07-24,5.0
2024-07-25,6.0
2024-07-26,6.0
2024-07-27,5.0
2024-07-28,5.0
2024-07-29,3.0
2024-07-30,3.0
2024-07-31,3.0
2024-08-01,2.0
2024-08-02,2.0
2024-08-03,2.0
2024-08-04,2.0
2024-08-05,1.0
2024-08-06,3.0
2024-08-07,4.0
2024-08-08,3.0
2024-08-09,2.0
2024-08-10,2.0
2024-08-11,2.0
2024-08-12,2.0
2024-08-13,2.0
2024-08-14,1.0
2024-08-15,1.0
2024-08-16,1.0
2024-08-17,1.0
2024-08-18,1.2142857142857142
2024-08-19,1.0714285714285714
2024-08-20,1.0
2024-08-21,0.9285714285714286
2024-08-22,1.2142857142857142
2024-08-23,1.1428571428571428
2024-08-24,1.2857142857142856
2024-08-25,1.1428571428571428
2024-08-26,0.9285714285714286
2024-08-27,0.9285714285714286
2024-08-28,1.0714285714285714
2024-08-29,1.3571428571428572
2024-08-30,1.0714285714285714
2024-08-31,0.9285714285714286
2024-09-01,0.9285714285714286
2024-09-02,0.8571428571428571
2024-09-03,0.8571428571428571
2024-09-04,0.21428571428571427
2024-09-05,0.8571428571428571
2024-09-06,1.0
2024-09-07,0.8571428571428571
2024-09-08,0.21428571428571427
2024-09-09,0.21428571428571427
2024-09-10,0.8571428571428571
2024-09-11,1.2857142857142856
2024-09-12,1.0
2024-09-13,0.8571428571428571
2024-09-14,1.0
2024-09-15,1.3571428571428572
2024-09-16,1.2142857142857142
2024-09-17,1.4285714285714284
2024-09-18,1.2857142857142856
2024-09-19,0.7142857142857142
2024-09-20,0.7142857142857142
2024-09-21,0.7142857142857142
2024-09-22,0.7142857142857142
2024-09-23,0.5714285714285714
2024-09-24,0.7142857142857142
2024-09-25,0.5714285714285714
2024-09-26,0.42857142857142855
2024-09-27,0.5714285714285714
2024-09-28,0.7142857142857142
2024-09-29,1.1428571428571428
2024-09-30,1.1428571428571428
2024-10-01,1.857142857142857
2024-10-02,6.7142857142857135
2024-10-03,2.0
2024-10-04,1.1428571428571428
2024-10-05,1.1428571428571428
2024-10-06,1.0
2024-10-07,0.5714285714285714
2024-10-08,0.42857142857142855
2024-10-09,0.42857142857142855
2024-10-10,0.42857142857142855
2024-10-11,0.5714285714285714
2024-10-12,0.7142857142857142
2024-10-13,0.7142857142857142
2024-10-14,0.5714285714285714
2024-10-15,0.7142857142857142
2024-10-16,0.5714285714285714
2024-10-17,0.7142857142857142
2024-10-18,0.42857142857142855
2024-10-19,0.42857142857142855
2024-10-20,0.5714285714285714
2024-10-21,0.42857142857142855
2024-10-22,0.5714285714285714
2024-10-23,0.42857142857142855
2024-10-24,0.42857142857142855
2024-10-25,0.5714285714285714
2024-10-26,0.5714285714285714
2024-10-27,1.0
2024-10-28,0.5714285714285714
2024-10-29,0.5714285714285714
2024-10-30,0.7142857142857142
2024-10-31,1.0
2024-11-01,0.8571428571428571
2024-11-02,0.8571428571428571
2024-11-03,0.5714285714285714
2024-11-04,0.8571428571428571
2024-11-05,0.8571428571428571
2024-11-06,3.142857142857143
2024-11-07,2.4285714285714284
2024-11-08,1.4285714285714284
2024-11-09,1.4285714285714284
2024-11-10,1.0
2024-11-11,0.8571428571428571
2024-11-12,0.8571428571428571
2024-11-13,0.7142857142857142
2024-11-14,0.42857142857142855
2024-11-15,0.5714285714285714
2024-11-16,0.5714285714285714
2024-11-17,0.5714285714285714
2024-11-18,0.2857142857142857
2024-11-19,0.42857142857142855
2024-11-20,0.42857142857142855
2024-11-21,0.2857142857142857
2024-11-22,0.2857142857142857
2024-11-23,0.2857142857142857
2024-11-24,0.2857142857142857
2024-11-25,0.2857142857142857
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.2857142857142857
2024-11-29,0.0
2024-11-30,0.2857142857142857
2024-12-01,0.2857142857142857
2024-12-02,0.0
2024-12-03,0.2857142857142857
2024-12-04,0.14285714285714285
2024-12-05,0.2857142857142857
2024-12-06,0.2857142857142857
2024-12-07,0.2857142857142857
2024-12-08,0.42857142857142855
2024-12-09,0.42857142857142855
2024-12-10,0.2857142857142857
2024-12-11,0.14285714285714285
2024-12-12,0.2857142857142857
2024-12-13,0.2857142857142857
2024-12-14,0.42857142857142855
2024-12-15,0.42857142857142855
2024-12-16,0.14285714285714285
2024-12-17,0.2857142857142857
2024-12-18,0.14285714285714285
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.14285714285714285
2024-12-27,0.2857142857142857
2024-12-28,0.0
2024-12-29,0.2857142857142857
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.2857142857142857
2025-01-03,0.14285714285714285
2025-01-04,0.42857142857142855
2025-01-05,0.42857142857142855
2025-01-06,0.2857142857142857
2025-01-07,0.14285714285714285
2025-01-08,0.0
2025-01-09,0.42857142857142855
2025-01-10,0.42857142857142855
2025-01-11,0.5714285714285714
2025-01-12,0.5714285714285714
2025-01-13,0.42857142857142855
2025-01-14,0.2857142857142857
2025-01-15,0.2857142857142857
2025-01-16,0.42857142857142855
2025-01-17,0.42857142857142855
2025-01-18,0.42857142857142855
2025-01-19,1.1428571428571428
2025-01-20,14.285714285714285
2025-01-21,3.8571428571428568
2025-01-22,2.0
2025-01-23,1.2857142857142856
2025-01-24,0.8571428571428571
2025-01-25,1.5714285714285714
2025-01-26,1.4285714285714284
2025-01-27,1.0
2025-01-28,0.7142857142857142
2025-01-29,0.7142857142857142
2025-01-30,0.7142857142857142
2025-01-31,0.5714285714285714
2025-02-01,0.42857142857142855
2025-02-02,0.7142857142857142
2025-02-03,0.42857142857142855
2025-02-04,0.2857142857142857
2025-02-05,0.2857142857142857
2025-02-06,0.42857142857142855
2025-02-07,0.2857142857142857
2025-02-08,0.42857142857142855
2025-02-09,0.42857142857142855
2025-02-10,0.5714285714285714
2025-02-11,0.5714285714285714
2025-02-12,0.5714285714285714
2025-02-13,0.5714285714285714
2025-02-14,0.7142857142857142
2025-02-15,1.1428571428571428
2025-02-16,0.7142857142857142
2025-02-17,0.5714285714285714
2025-02-18,0.42857142857142855
2025-02-19,0.42857142857142855
2025-02-20,0.2857142857142857
2025-02-21,0.42857142857142855
2025-02-22,0.42857142857142855
2025-02-23,0.42857142857142855
2025-02-24,0.2857142857142857
2025-02-25,0.42857142857142855
2025-02-26,0.2857142857142857
2025-02-27,0.42857142857142855
2025-02-28,1.0
2025-03-01,1.7142857142857142
2025-03-02,1.857142857142857
2025-03-03,1.1428571428571428
2025-03-04,1.0
2025-03-05,2.0
2025-03-06,0.5714285714285714
2025-03-07,0.42857142857142855
2025-03-08,0.7142857142857142
2025-03-09,0.8571428571428571
2025-03-10,0.7142857142857142
2025-03-11,0.42857142857142855
2025-03-12,0.42857142857142855
