Time,gold price
2022-07-05,8.424556907625073
2022-07-06,9.380390610666446
2022-07-07,8.892731748383067
2022-07-08,8.645955168322532
2022-07-09,7.499321210617925
2022-07-10,6.743003573557002
2022-07-11,8.387039879182192
2022-07-12,8.859696267024601
2022-07-13,9.331640954391524
2022-07-14,9.80287427067052
2022-07-15,9.556647949068974
2022-07-16,7.6980498670669
2022-07-17,6.698388471514811
2022-07-18,8.820120719762462
2022-07-19,8.813531904500227
2022-07-20,8.806945120461267
2022-07-21,8.800360367645581
2022-07-22,8.556107979943622
2022-07-23,7.400292525457112
2022-07-24,6.900360975291395
2022-07-25,8.536905407301633
2022-07-26,9.004425641427499
2022-07-27,8.524113573833707
2022-07-28,8.281117270988107
2022-07-29,8.511329645667171
2022-07-30,6.860953636664612
2022-07-31,6.119996939515708
2022-08-01,7.548594289651083
2022-08-02,8.014352977169468
2022-08-03,7.772787376699035
2022-08-04,7.7669398518945645
2022-08-05,7.290724796980955
2022-08-06,6.57172202592872
2022-08-07,5.592765202121116
2022-08-08,7.274260725417069
2022-08-09,7.03429945667794
2022-08-10,7.49759296710853
2022-08-11,7.257811970374622
2022-08-12,6.784440039201888
2022-08-13,6.044139459315413
2022-08-14,5.796790655556594
2022-08-15,7.002487860662621
2022-08-16,6.530712246123952
2022-08-17,7.224960409854043
2022-08-18,6.520830676560774
2022-08-19,6.515892197492089
2022-08-20,6.243625891252231
2022-08-21,5.757782308921368
2022-08-22,6.9654492676474895
2022-08-23,7.1921701154192235
2022-08-24,6.723052247109063
2022-08-25,6.717946946027102
2022-08-26,6.712843236985006
2022-08-27,5.96296872552874
2022-08-28,5.004040883323549
2022-08-29,6.583271335185173
2022-08-30,6.396229252884034
2022-08-31,6.757299835580511
2022-09-01,6.8690411653860215
2022-09-02,7.163017030343495
2022-09-03,5.498218226222523
2022-09-04,4.82065235043604
2022-09-05,5.527206127657376
2022-09-06,6.84659299293968
2022-09-07,6.660316230510748
2022-09-08,6.176982675132083
2022-09-09,6.172930548350248
2022-09-10,4.905164203520894
2022-09-11,4.794914828897964
2022-09-12,5.979584658921121
2022-09-13,6.996275312193381
2022-09-14,7.172630843590796
2022-09-15,7.9406115891913
2022-09-16,8.116103195313089
2022-09-17,6.399202364491847
2022-09-18,5.728102248961589
2022-09-19,7.444198990764569
2022-09-20,7.619532302526363
2022-09-21,8.08939156904622
2022-09-22,7.904047784582814
2022-09-23,8.552973065170432
2022-09-24,7.505181646827218
2022-09-25,5.883074909108558
2022-09-26,8.650284956681482
2022-09-27,8.173029724853746
2022-09-28,8.166698190885704
2022-09-29,7.680346988587271
2022-09-30,7.514508536881809
2022-10-01,7.066067580137015
2022-10-02,5.935983428093327
2022-10-03,7.497026029428218
2022-10-04,8.128751374660032
2022-10-05,7.166853502840752
2022-10-06,7.320420683218785
2022-10-07,7.155710484447734
2022-10-08,6.0598937373890855
2022-10-09,5.4165734122669855
2022-10-10,6.980364662861035
2022-10-11,7.13344581955208
2022-10-12,7.286281530378779
2022-10-13,7.755419655098281
2022-10-14,7.11676602128442
2022-10-15,5.7007158509968185
2022-10-16,5.220397654517385
2022-10-17,7.100102251934547
2022-10-18,7.409864611872228
2022-10-19,7.0890019773222885
2022-10-20,7.083454511502457
2022-10-21,7.2351956894884575
2022-10-22,6.7612957383148125
2022-10-23,5.340741806171462
2022-10-24,6.59053029425633
2022-10-25,6.271772353125579
2022-10-26,6.580193309565526
2022-10-27,6.575027310607334
2022-10-28,6.100587047199621
2022-10-29,5.308404390619823
2022-10-30,4.679139054946846
2022-10-31,6.242266607005693
2022-11-01,6.081420660425026
2022-11-02,6.388255123701067
2022-11-03,6.694600238773839
2022-11-04,6.844890548817483
2022-11-05,5.580847204585372
2022-11-06,4.955707191662102
2022-11-07,6.207915267718588
2022-11-08,6.20301426594668
2022-11-09,6.198114847277764
2022-11-10,7.122199563468614
2022-11-11,7.425984911098685
2022-11-12,5.6950922978397465
2022-11-13,5.381749977856755
2022-11-14,6.6366646130139015
2022-11-15,6.631407948959109
2022-11-16,6.780249567827009
2022-11-17,6.774874138597523
2022-11-18,6.769500450781328
2022-11-19,5.807280873586436
2022-11-20,5.190664667175544
2022-11-21,5.985959172651972
2022-11-22,5.674473981932489
2022-11-23,5.669962520847475
2022-11-24,4.593610154702213
2022-11-25,5.66094399178825
2022-11-26,5.158780415393942
2022-11-27,4.547184542066662
2022-11-28,5.3421608468695805
2022-11-29,5.642924506113003
2022-11-30,5.943202933220931
2022-12-01,6.395264569699273
2022-12-02,6.390158412034146
2022-12-03,5.2723432315473335
2022-12-04,4.664970387133226
2022-12-05,5.767721349484028
2022-12-06,6.0664289561476625
2022-12-07,6.061573864362498
2022-12-08,5.905302346788316
2022-12-09,6.20316514085367
2022-12-10,5.234313272154407
2022-12-11,4.481907023800893
2022-12-12,5.735456044382462
2022-12-13,6.484912300725395
2022-12-14,6.479704989906351
2022-12-15,6.323929627878301
2022-12-16,6.77019293767194
2022-12-17,5.344888497903815
2022-12-18,4.597757972518641
2022-12-19,6.003436244973825
2022-12-20,6.748426950218488
2022-12-21,6.593145685702682
2022-12-22,7.0370015154341505
2022-12-23,7.0313265449228135
2022-12-24,5.3060518635122484
2022-12-25,5.15327866392656
2022-12-26,6.268109305513311
2022-12-27,6.859525152330432
2022-12-28,7.002979594556353
2022-12-29,6.848436725667464
2022-12-30,6.694136650945409
2022-12-31,5.2673551767555455
2023-01-01,4.238703238482802
2023-01-02,5.647046344556035
2023-01-03,6.393894033845995
2023-01-04,7.5879819074209705
2023-01-05,6.997018281342467
2023-01-06,7.150153024949836
2023-01-07,6.020477208340478
2023-01-08,4.996442113283932
2023-01-09,7.013717245099044
2023-01-10,7.0178945171796805
2023-01-11,7.470290214592462
2023-01-12,7.9232204517376505
2023-01-13,8.227101754231164
2023-01-14,6.791197133935076
2023-01-15,5.614435204469351
2023-01-16,7.192830037023366
2023-01-17,7.796862043989381
2023-01-18,7.951521373189378
2023-01-19,7.806124412245088
2023-01-20,8.41158475943699
2023-01-21,7.421532448611545
2023-01-22,6.535959134905294
2023-01-23,7.523714029551396
2023-01-24,8.13042685637385
2023-01-25,8.13524372408019
2023-01-26,8.441545523739524
2023-01-27,7.541556434478608
2023-01-28,5.969147741135313
2023-01-29,5.5256862869031895
2023-01-30,7.40385055657903
2023-01-31,7.559416072709602
2023-02-01,8.16899436896875
2023-02-02,8.173820542659138
2023-02-03,8.935930090671375
2023-02-04,7.351413844598217
2023-02-05,6.3060200839257545
2023-02-06,7.737962599350697
2023-02-07,7.742526145396089
2023-02-08,7.291379567119619
2023-02-09,6.991690206556588
2023-02-10,7.299974941431489
2023-02-11,6.033245212050362
2023-02-12,5.283106987584422
2023-02-13,6.2464147098609555
2023-02-14,6.554972046155417
2023-02-15,7.016419744172631
2023-02-16,6.867924262804263
2023-02-17,7.635511794236651
2023-02-18,5.913785378201353
2023-02-19,5.159520686186803
2023-02-20,6.119178210737049
2023-02-21,6.735046478435004
2023-02-22,6.738997872890962
2023-02-23,6.58970134665184
2023-02-24,6.746903505298002
2023-02-25,6.097681224862608
2023-02-26,5.492067076454103
2023-02-27,6.605160674858955
2023-02-28,6.45532950117928
2023-03-01,6.612895896702982
2023-03-02,6.46288664364011
2023-03-03,6.466666571993199
2023-03-04,5.670274220644164
2023-03-05,4.600990351511463
2023-03-06,6.478011785543155
2023-03-07,7.562094555038376
2023-03-08,7.10325405022207
2023-03-09,7.107399917241448
2023-03-10,8.193738675746022
2023-03-11,8.165253907932964
2023-03-12,7.400514585467036
2023-03-13,13.00903123337751
2023-03-14,11.467014447579368
2023-03-15,12.093893096274318
2023-03-16,11.325233857298292
2023-03-17,13.660283093858839
2023-03-18,12.08019151976952
2023-03-19,12.399243618474816
2023-03-20,14.461641228268455
2023-03-21,11.6693928470241
2023-03-22,12.298902664753847
2023-03-23,12.617592048441969
2023-03-24,12.780781744585086
2023-03-25,10.431177867599295
2023-03-26,8.101902595877892
2023-03-27,11.553965821384294
2023-03-28,10.62331428658337
2023-03-29,10.785788024658277
2023-03-30,10.635631690617387
2023-03-31,12.363259038243672
2023-04-01,8.764353328770829
2023-04-02,7.517914030028073
2023-04-03,10.817052960135507
2023-04-04,14.117361399584748
2023-04-05,15.69502802743994
2023-04-06,14.290731999537751
2023-04-07,12.413409295572345
2023-04-08,9.596856284890833
2023-04-09,8.187021161966184
2023-04-10,11.49050289440001
2023-04-11,11.812124074202762
2023-04-12,11.503766875920341
2023-04-13,12.614138329302973
2023-04-14,12.30587530839084
2023-04-15,8.856222602004229
2023-04-16,7.913216811716549
2023-04-17,11.22087340808046
2023-04-18,11.38546510167119
2023-04-19,10.442683052746004
2023-04-20,10.13206417846398
2023-04-21,10.929914406950951
2023-04-22,8.266453903608602
2023-04-23,7.795315611413857
2023-04-24,10.314060079322314
2023-04-25,10.319984179354606
2023-04-26,10.228839599364223
2023-04-27,9.136407431276588
2023-04-28,10.081997916005285
2023-04-29,7.117450897515496
2023-04-30,6.492720968512559
2023-05-01,9.625539630588435
2023-05-02,10.359192005475922
2023-05-03,13.037282145659393
2023-05-04,13.200960201522232
2023-05-05,11.476104516557287
2023-05-06,9.511937847637785
2023-05-07,7.047152927296468
2023-05-08,10.604193598043537
2023-05-09,9.921522840671157
2023-05-10,10.084130440582676
2023-05-11,9.988291795447063
2023-05-12,9.620166866646954
2023-05-13,7.071231171908294
2023-05-14,6.5446391952730325
2023-05-15,9.05879058325227
2023-05-16,9.53790151835759
2023-05-17,9.38422353864064
2023-05-18,9.489873903880877
2023-05-19,9.969881609928292
2023-05-20,7.520915180065802
2023-05-21,6.626130683903932
2023-05-22,8.930930011472114
2023-05-23,8.935260700994712
2023-05-24,9.41614579239111
2023-05-25,8.77744971317385
2023-05-26,8.62558426038324
2023-05-27,6.647471235311765
2023-05-28,6.177131075358458
2023-05-29,6.597982514741473
2023-05-30,8.330727365161687
2023-05-31,8.649974802467176
2023-06-01,8.497495275030158
2023-06-02,9.132088319927412
2023-06-03,6.522195967999588
2023-06-04,6.049337426864418
2023-06-05,8.201244835364816
2023-06-06,8.205865406396875
2023-06-07,7.89469908181342
2023-06-08,7.8991439917615995
2023-06-09,8.061661726869131
2023-06-10,6.715161303161201
2023-06-11,5.920008168664034
2023-06-12,8.23361125338672
2023-06-13,8.079811619209904
2023-06-14,8.084351710107994
2023-06-15,7.771681363890797
2023-06-16,7.617350619557309
2023-06-17,6.427746085218632
2023-06-18,5.30670914642305
2023-06-19,6.99433306558696
2023-06-20,8.429716764541489
2023-06-21,7.638740391434369
2023-06-22,7.483791691931828
2023-06-23,8.12525964882287
2023-06-24,6.460181121327323
2023-06-25,5.81833915476512
2023-06-26,7.500568243184799
2023-06-27,7.664440640162326
2023-06-28,7.50896230879745
2023-06-29,7.513160789100317
2023-06-30,7.997191738724338
2023-07-01,6.492696825622454
2023-07-02,5.8476136602547095
2023-07-03,6.889116329625857
2023-07-04,6.412057587727716
2023-07-05,7.21759015136403
2023-07-06,7.703057536499565
2023-07-07,7.70735323040706
2023-07-08,6.362160868151427
2023-07-09,5.55046294671698
2023-07-10,6.916053910170766
2023-07-11,7.4026897837771095
2023-07-12,7.889864117948095
2023-07-13,8.055362593721648
2023-07-14,7.737450682587198
2023-07-15,6.2300717268334385
2023-07-16,5.414182102392506
2023-07-17,7.5888984491576394
2023-07-18,7.754670908340456
2023-07-19,8.243914580390339
2023-07-20,7.439816645461344
2023-07-21,7.1202967235728
2023-07-22,5.931655152863846
2023-07-23,5.770987429793309
2023-07-24,6.807964461250004
2023-07-25,7.298291480903178
2023-07-26,7.626884526406151
2023-07-27,7.4687459835243635
2023-07-28,7.960244427705158
2023-07-29,5.9612096922006526
2023-07-30,5.468317887900118
2023-07-31,7.810745543054936
2023-08-01,7.815065875201431
2023-08-02,7.656483293025873
2023-08-03,7.9867034439181674
2023-08-04,7.664948768467898
2023-08-05,6.157248967152625
2023-08-06,5.495485607534644
2023-08-07,7.1875911838510715
2023-08-08,7.355002307863672
2023-08-09,7.522594677627662
2023-08-10,7.8539932133500985
2023-08-11,8.676898755041382
2023-08-12,6.355010829143083
2023-08-13,5.188009582760986
2023-08-14,7.379362384027355
2023-08-15,7.875654005856181
2023-08-16,8.372488441005208
2023-08-17,8.377095547913383
2023-08-18,8.381703701946712
2023-08-19,6.218373055040574
2023-08-20,6.390932927923494
2023-08-21,7.737061156852738
2023-08-22,7.906020507606223
2023-08-23,8.075161740598936
2023-08-24,7.914705520729419
2023-08-25,7.424108911486272
2023-08-26,6.417940188960618
2023-08-27,5.577388073961107
2023-08-28,6.940576451664215
2023-08-29,7.771092898215028
2023-08-30,7.6099182039414295
2023-08-31,7.283039601604934
2023-09-01,7.287027911537553
2023-09-02,5.6008987919515025
2023-09-03,5.265135816876897
2023-09-04,5.806021344572269
2023-09-05,6.8050590362920245
2023-09-06,6.476644033569367
2023-09-07,6.480183930920796
2023-09-08,6.483724629014992
2023-09-09,5.628389760533125
2023-09-10,5.120293158649532
2023-09-11,6.494351527754183
2023-09-12,6.3312827255163855
2023-09-13,6.834847316813507
2023-09-14,6.671780136593111
2023-09-15,6.675417370740361
2023-09-16,5.655947280368562
2023-09-17,4.630818683186096
2023-09-18,6.352017300788415
2023-09-19,6.689974520075694
2023-09-20,6.526275464081207
2023-09-21,7.3669838246302755
2023-09-22,7.873558681416491
2023-09-23,7.405865700384422
2023-09-24,5.515173895838176
2023-09-25,7.886405986723291
2023-09-26,7.890690351820946
2023-09-27,9.574757741898486
2023-09-28,12.941344089994024
2023-09-29,11.43492230048522
2023-09-30,8.999564322352896
2023-10-01,6.927543284543219
2023-10-02,9.422746352294768
2023-10-03,10.091012995410594
2023-10-04,10.59053857300177
2023-10-05,9.91341827552094
2023-10-06,9.572825385503455
2023-10-07,7.765766850780631
2023-10-08,6.898801435992314
2023-10-09,10.230016761063329
2023-10-10,9.387029020728352
2023-10-11,8.544838778187872
2023-10-12,8.708243092118067
2023-10-13,9.875808395209857
2023-10-14,7.733488136350503
2023-10-15,7.041870459754951
2023-10-16,8.858832362375901
2023-10-17,9.021683289465537
2023-10-18,9.351364537297435
2023-10-19,9.680728413922854
2023-10-20,10.677093341669575
2023-10-21,8.728111211038282
2023-10-22,7.183566118787851
2023-10-23,9.8288743438164
2023-10-24,9.657674101181502
2023-10-25,8.488040621077829
2023-10-26,8.983047441216236
2023-10-27,10.308945002418334
2023-10-28,7.839551263112961
2023-10-29,6.642600408564922
2023-10-30,9.962107395434066
2023-10-31,9.625433983560706
2023-11-01,9.620831673445077
2023-11-02,8.953041927636663
2023-11-03,9.114476362791356
2023-11-04,7.127906846095086
2023-11-05,6.445192715271262
2023-11-06,8.273993923720603
2023-11-07,8.43543145544574
2023-11-08,8.431389860720708
2023-11-09,8.262106880411693
2023-11-10,10.24010104892727
2023-11-11,7.943026152028037
2023-11-12,6.418163146933903
2023-11-13,8.081342455009924
2023-11-14,8.077463689394294
2023-11-15,8.403119754324493
2023-11-16,8.234396250777902
2023-11-17,7.901222916975698
2023-11-18,6.563329244349407
2023-11-19,5.886621093825817
2023-11-20,7.725463155879528
2023-11-21,8.707502565992323
2023-11-22,8.867526879299835
2023-11-23,7.221915138063331
2023-11-24,8.530882044347958
2023-11-25,7.206020789275186
2023-11-26,6.531749889323702
2023-11-27,9.173834842175383
2023-11-28,10.970548327802753
2023-11-29,11.619901888742541
2023-11-30,9.978481713200358
2023-12-01,11.772198692806489
2023-12-02,10.513106890814944
2023-12-03,8.338690351664509
2023-12-04,16.32661246741483
2023-12-05,13.544543895486976
2023-12-06,11.580699365663362
2023-12-07,9.781777346168756
2023-12-08,10.102950706573452
2023-12-09,8.806956716007534
2023-12-10,7.971278209460805
2023-12-11,9.43744056829665
2023-12-12,9.920780564007691
2023-12-13,10.56620604589071
2023-12-14,10.886046098383984
2023-12-15,10.88077310664943
2023-12-16,10.093348230334662
2023-12-17,8.929668602754631
2023-12-18,10.054142144303173
2023-12-19,10.697606078659728
2023-12-20,11.178435593166956
2023-12-21,10.525300503166626
2023-12-22,10.999109343429152
2023-12-23,8.581154635235732
2023-12-24,7.045121869834329
2023-12-25,8.060874504545499
2023-12-26,11.172825325455094
2023-12-27,11.168093423376748
2023-12-28,12.047164904592213
2023-12-29,10.966552743972535
2023-12-30,8.301751583467643
2023-12-31,6.632918468875981
2024-01-01,6.905369107288176
2024-01-02,10.372702011873047
2024-01-03,10.119192448857474
2024-01-04,9.923306092893704
2024-01-05,9.86170458865502
2024-01-06,7.387680827948456
2024-01-07,6.305304294241706
2024-01-08,8.013128975612002
2024-01-09,8.583270577046752
2024-01-10,8.38851760239327
2024-01-11,8.766988861909146
2024-01-12,8.820473732339682
2024-01-13,6.921069522438268
2024-01-14,5.457030522914251
2024-01-15,7.112215649439269
2024-01-16,7.547531546819142
2024-01-17,8.801699434789002
2024-01-18,7.9790698094495065
2024-01-19,8.54677605606568
2024-01-20,6.75219484609533
2024-01-21,5.904522593110686
2024-01-22,7.503890463933353
2024-01-23,7.708537448755947
2024-01-24,7.912980073666012
2024-01-25,7.492816982194362
2024-01-26,6.657001982882613
2024-01-27,6.092753089529386
2024-01-28,5.039158205768067
2024-01-29,6.647166403354124
2024-01-30,6.8515106646969075
2024-01-31,6.640612481731218
2024-02-01,7.052169989109756
2024-02-02,7.256004290090048
2024-02-03,5.857199360293141
2024-02-04,5.226398892999396
2024-02-05,6.831246094984031
2024-02-06,6.207155388341003
2024-02-07,6.410890562476218
2024-02-08,6.201020481007799
2024-02-09,6.611150835249436
2024-02-10,5.623515744097294
2024-02-11,4.579275763386047
2024-02-12,5.1572980933188255
2024-02-13,7.422832185081846
2024-02-14,7.0069804969959995
2024-02-15,7.209494600174691
2024-02-16,6.794154770860215
2024-02-17,5.599069447015559
2024-02-18,5.388337580277517
2024-02-19,6.372897819985796
2024-02-20,6.575211046930111
2024-02-21,5.955827468204169
2024-02-22,6.158141888993242
2024-02-23,6.56542243834296
2024-02-24,6.194083086232108
2024-02-25,5.3648535193650275
2024-02-26,5.941048266306073
2024-02-27,6.347617861631565
2024-02-28,6.139800577764438
2024-02-29,6.341303939122931
2024-03-01,7.155973421857131
2024-03-02,7.194874472433551
2024-03-03,5.957736770990517
2024-03-04,9.390949523602329
2024-03-05,10.814615379444648
2024-03-06,10.809224736361568
2024-03-07,10.192297292974947
2024-03-08,10.798446562020272
2024-03-09,8.800730882899785
2024-03-10,7.363432445755747
2024-03-11,10.171968943462728
2024-03-12,9.760213730388351
2024-03-13,9.348865788868341
2024-03-14,8.531655683226463
2024-03-15,8.527391250781998
2024-03-16,6.928193266849559
2024-03-17,5.905626510229931
2024-03-18,8.10914560514043
2024-03-19,7.699833003688513
2024-03-20,8.303555670373889
2024-03-21,9.918792237592195
2024-03-22,8.9022091079764
2024-03-23,7.100608636505725
2024-03-24,6.285147975547872
2024-03-25,7.878735554734956
2024-03-26,8.0767016622192
2024-03-27,8.476282176783378
2024-03-28,9.884033168599416
2024-03-29,10.483912530822385
2024-03-30,7.877242888235781
2024-03-31,6.661150203087317
2024-04-01,11.675982297796457
2024-04-02,12.474949183192027
2024-04-03,13.273107905698403
2024-04-04,13.065425935872408
2024-04-05,12.657042074217978
2024-04-06,10.255516224430336
2024-04-07,8.641334874959789
2024-04-08,12.236732848642209
2024-04-09,13.634077045456015
2024-04-10,14.629207867024286
2024-04-11,14.020937145930787
2024-04-12,20.019811597322065
2024-04-13,13.413294950611473
2024-04-14,12.604499964165912
2024-04-15,14.392459804756264
2024-04-16,13.785811339522501
2024-04-17,12.580689175997005
2024-04-18,11.975556617995672
2024-04-19,13.76493152190313
2024-04-20,10.56344181440323
2024-04-21,8.764073647099115
2024-04-22,12.349738539085786
2024-04-23,12.74166786864342
2024-04-24,11.74028074225456
2024-04-25,11.933224650310954
2024-04-26,10.13810463493261
2024-04-27,7.540109182830943
2024-04-28,7.1387088513311125
2024-04-29,9.52724863080708
2024-04-30,11.307871620805052
2024-05-01,10.905570411311585
2024-05-02,9.5127601776235
2024-05-03,9.507932572066629
2024-05-04,6.913883933277638
2024-05-05,6.909467471957765
2024-05-06,9.2956750712442
2024-05-07,9.093271896359594
2024-05-08,8.495911902693345
2024-05-09,8.886549999863206
2024-05-10,10.263679439970305
2024-05-11,7.276311522427676
2024-05-12,6.2889970152602785
2024-05-13,8.67139916915559
2024-05-14,8.863960230547118
2024-05-15,9.843827687554835
2024-05-16,9.642035420001777
2024-05-17,12.19390778044432
2024-05-18,9.00571934650724
2024-05-19,7.630383900681
2024-05-20,12.568009344907047
2024-05-21,11.187670621286474
2024-05-22,10.59343487557102
2024-05-23,10.58802495624314
2024-05-24,9.798718605334669
2024-05-25,6.626527206949452
2024-05-26,5.453629829359369
2024-05-27,7.435611892610186
2024-05-28,9.778695566941153
2024-05-29,9.57821840867105
2024-05-30,9.37794232234758
2024-05-31,8.592045935474705
2024-06-01,6.596718170412726
2024-06-02,6.204672982376527
2024-06-03,8.773821329570294
2024-06-04,8.76932363192553
2024-06-05,9.154374673429736
2024-06-06,8.565656859223642
2024-06-07,9.72870647024682
2024-06-08,7.146413041783624
2024-06-09,6.562730307384472
2024-06-10,9.130905093792432
2024-06-11,8.932039172782078
2024-06-12,8.539298783793866
2024-06-13,8.534908785190972
2024-06-14,8.142768754643729
2024-06-15,6.152748362562716
2024-06-16,5.380167539453209
2024-06-17,7.74305218374422
2024-06-18,7.932541819922733
2024-06-19,7.541702004955796
2024-06-20,7.9243708903532895
2024-06-21,8.11346435186233
2024-06-22,5.933473977460673
2024-06-23,5.738343416900211
2024-06-24,8.100917651970974
2024-06-25,7.518398701038459
2024-06-26,7.129157617318139
2024-06-27,7.895797913098049
2024-06-28,7.12179543777466
2024-06-29,5.334932359271962
2024-06-30,4.950641780102298
2024-07-01,6.918574961650897
2024-07-02,6.7229132943490475
2024-07-03,7.679354228415688
2024-07-04,6.332188302350085
2024-07-05,8.246761530928175
2024-07-06,6.258982054289879
2024-07-07,5.307187107847734
2024-07-08,8.042464202796653
2024-07-09,8.038295121363111
2024-07-10,7.651549392305752
2024-07-11,8.603527954789762
2024-07-12,8.79015402891716
2024-07-13,6.419229216377644
2024-07-14,5.471644783254055
2024-07-15,8.58567631562442
2024-07-16,10.297458729115153
2024-07-17,11.245079800801918
2024-07-18,9.524774259616102
2024-07-19,9.51982085304609
2024-07-20,6.577812776125304
2024-07-21,6.1978728261607365
2024-07-22,8.744569184327426
2024-07-23,9.500017012378823
2024-07-24,9.495068498615202
2024-07-25,10.81873789829066
2024-07-26,9.105767430500922
2024-07-27,6.921814538550677
2024-07-28,6.5433606681786785
2024-07-29,8.52330654739464
2024-07-30,8.708166128554687
2024-07-31,9.082038049906211
2024-08-01,9.644625929046482
2024-08-02,11.529702610200143
2024-08-03,8.193527824494097
2024-08-04,6.69938068679621
2024-08-05,16.795657536991936
2024-08-06,11.3169922425173
2024-08-07,10.17996341924738
2024-08-08,9.420958219514233
2024-08-09,9.227704855476437
2024-08-10,7.043639205411067
2024-08-11,6.668516380365879
2024-08-12,9.965306623574152
2024-08-13,9.960081944483806
2024-08-14,9.57920327237904
2024-08-15,9.574177747255222
2024-08-16,11.257827317957538
2024-08-17,9.409664402922253
2024-08-18,8.222254328544453
2024-08-19,11.070691834987814
2024-08-20,13.55779040833506
2024-08-21,11.858873722667292
2024-08-22,10.757493450739515
2024-08-23,11.415566147110777
2024-08-24,8.13229745800404
2024-08-25,6.8091757833496125
2024-08-26,9.643835612409124
2024-08-27,10.003887302709288
2024-08-28,9.999293793391278
2024-08-29,9.563450244082539
2024-08-30,8.831103360012193
2024-08-31,6.29937301841226
2024-09-01,5.935638162897871
2024-09-02,6.850084209304209
2024-09-03,8.613233944022882
2024-09-04,8.55592171078015
2024-09-05,8.565781470948961
2024-09-06,8.57564383934244
2024-09-07,6.409961903614505
2024-09-08,5.690855501670107
2024-09-09,7.57186269945687
2024-09-10,7.880264584602644
