Time,math_playground
2024-09-20,105.97809810282044
2024-09-21,16.598979220923685
2024-09-22,11.491600999101012
2024-09-23,60.01169410641639
2024-09-24,72.78013966097308
2024-09-25,74.05698421642875
2024-09-26,82.99489610461842
2024-09-27,103.4244089919091
2024-09-28,16.598979220923685
2024-09-29,11.491600999101012
2024-09-30,60.01169410641639
2024-10-01,67.6727614391504
2024-10-02,71.50329510551741
2024-10-03,68.94960599460607
2024-10-04,97.04018621463076
2024-10-05,14.045290110012347
2024-10-06,10.214756443645344
2024-10-07,53.627471329138054
2024-10-08,66.39591688369474
2024-10-09,62.565383217327735
2024-10-10,70.22645055006174
2024-10-11,71.50329510551741
2024-10-12,12.76844555455668
2024-10-13,8.937911888189676
2024-10-14,34.47480299730304
2024-10-15,60.01169410641639
2024-10-16,66.39591688369474
2024-10-17,71.50329510551741
2024-10-18,89.37911888189676
2024-10-19,12.76844555455668
2024-10-20,8.937911888189676
2024-10-21,58.734849550960725
2024-10-22,66.39591688369474
2024-10-23,72.78013966097308
2024-10-24,77.88751788279575
2024-10-25,94.48649710371943
2024-10-26,14.045290110012347
2024-10-27,11.491600999101012
2024-10-28,61.28853866187207
2024-10-29,70.22645055006174
2024-10-30,76.61067332734008
2024-10-31,86.82542977098542
2024-11-01,93.20965254826376
2024-11-02,14.045290110012347
2024-11-03,10.214756443645344
2024-11-04,57.45800499550506
2024-11-05,47.243248551859715
2024-11-06,54.90431588459372
2024-11-07,76.61067332734008
2024-11-08,102.14756443645344
2024-11-09,16.598979220923685
2024-11-10,10.214756443645344
2024-11-11,44.68955944094838
2024-11-12,67.6727614391504
2024-11-13,76.61067332734008
2024-11-14,85.54858521552976
2024-11-15,112.36232088009878
2024-11-16,15.322134665468017
2024-11-17,10.214756443645344
2024-11-18,70.22645055006174
2024-11-19,71.50329510551741
2024-11-20,82.99489610461842
2024-11-21,85.54858521552976
2024-11-22,127.6844555455668
2024-11-23,19.15266833183502
2024-11-24,11.491600999101012
2024-11-25,48.52009310731538
2024-11-26,65.11907232823907
2024-11-27,22.983201998202023
2024-11-28,11.491600999101012
2024-11-29,8.937911888189676
2024-11-30,7.661067332734008
2024-12-01,6.38422277727834
2024-12-02,56.18116044004939
2024-12-03,66.39591688369474
2024-12-04,74.05698421642875
2024-12-05,76.61067332734008
2024-12-06,113.63916543555445
2024-12-07,15.322134665468017
2024-12-08,10.214756443645344
2024-12-09,70.22645055006174
2024-12-10,82.99489610461842
2024-12-11,85.54858521552976
2024-12-12,94.48649710371943
2024-12-13,125.13076643465547
2024-12-14,16.598979220923685
2024-12-15,11.491600999101012
2024-12-16,75.33382877188441
2024-12-17,85.54858521552976
2024-12-18,99.5938753255421
2024-12-19,120.02338821283278
2024-12-20,109.80863176918744
2024-12-21,14.045290110012347
2024-12-22,10.214756443645344
2024-12-23,8.937911888189676
2024-12-24,10.214756443645344
2024-12-25,8.937911888189676
2024-12-26,6.38422277727834
2024-12-27,5.107378221822672
2024-12-28,5.107378221822672
2024-12-29,5.107378221822672
2024-12-30,5.107378221822672
2024-12-31,5.107378221822672
2025-01-01,5.107378221822672
2025-01-02,15.322134665468017
2025-01-03,19.15266833183502
2025-01-04,6.38422277727834
2025-01-05,6.38422277727834
2025-01-06,29.367424775480362
2025-01-07,54.90431588459372
2025-01-08,66.39591688369474
2025-01-09,72.78013966097308
2025-01-10,88.10227432644109
2025-01-11,11.491600999101012
2025-01-12,8.937911888189676
2025-01-13,62.565383217327735
2025-01-14,71.50329510551741
2025-01-15,74.05698421642875
2025-01-16,82.99489610461842
2025-01-17,102.14756443645344
2025-01-18,15.322134665468017
2025-01-19,10.214756443645344
2025-01-20,10.214756443645344
2025-01-21,57.45800499550506
2025-01-22,65.11907232823907
2025-01-23,75.33382877188441
2025-01-24,100.87071988099777
2025-01-25,12.76844555455668
2025-01-26,8.937911888189676
2025-01-27,61.28853866187207
2025-01-28,75.33382877188441
2025-01-29,68.94960599460607
2025-01-30,80.44120699370708
2025-01-31,105.97809810282044
2025-02-01,14.045290110012347
2025-02-02,8.937911888189676
2025-02-03,51.07378221822672
2025-02-04,72.78013966097308
2025-02-05,81.71805154916275
2025-02-06,70.22645055006174
2025-02-07,103.4244089919091
2025-02-08,15.322134665468017
2025-02-09,10.214756443645344
2025-02-10,57.45800499550506
2025-02-11,68.94960599460607
2025-02-12,72.78013966097308
2025-02-13,82.99489610461842
2025-02-14,84.27174066007409
2025-02-15,12.76844555455668
2025-02-16,8.937911888189676
2025-02-17,17.875823776379352
2025-02-18,57.45800499550506
2025-02-19,67.6727614391504
2025-02-20,65.11907232823907
2025-02-21,80.44120699370708
2025-02-22,12.76844555455668
2025-02-23,10.214756443645344
2025-02-24,53.627471329138054
2025-02-25,62.565383217327735
2025-02-26,63.8422277727834
2025-02-27,74.05698421642875
2025-02-28,95.7633416591751
2025-03-01,12.76844555455668
2025-03-02,8.937911888189676
2025-03-03,56.18116044004939
2025-03-04,67.6727614391504
2025-03-05,77.88751788279575
2025-03-06,79.16436243825142
2025-03-07,91.9328079928081
2025-03-08,14.045290110012347
2025-03-09,8.937911888189676
2025-03-10,53.627471329138054
2025-03-11,65.11907232823907
2025-03-12,65.11907232823907
2025-03-13,72.78013966097308
2025-03-14,81.71805154916275
2025-03-15,11.491600999101012
2025-03-16,7.661067332734008
2025-03-17,47.243248551859715
2025-03-18,54.90431588459372
2025-03-19,57.45800499550506
2025-03-20,62.565383217327735
2025-03-21,74.05698421642875
2025-03-22,11.491600999101012
2025-03-23,7.661067332734008
2025-03-24,51.07378221822672
2025-03-25,52.350626773682386
2025-03-26,58.734849550960725
2025-03-27,63.8422277727834
2025-03-28,88.10227432644109
2025-03-29,11.491600999101012
2025-03-30,7.661067332734008
2025-03-31,45.96640399640405
2025-04-01,53.627471329138054
2025-04-02,63.8422277727834
2025-04-03,71.50329510551741
2025-04-04,82.99489610461842
2025-04-05,10.214756443645344
2025-04-06,8.937911888189676
2025-04-07,58.734849550960725
2025-04-08,70.22645055006174
2025-04-09,61.28853866187207
2025-04-10,77.88751788279575
2025-04-11,100.87071988099777
2025-04-12,10.214756443645344
2025-04-13,7.661067332734008
2025-04-14,43.41271488549271
2025-04-15,55.30995686312359
2025-04-16,62.551649581020406
2025-04-17,72.77576638013778
2025-04-18,29.465401611036
2025-04-19,6.6032704401689735
2025-04-20,5.396321653852839
2025-04-21,34.86172326488884
2025-04-22,54.7414303545353
2025-04-23,60.137752008388134
2025-04-24,68.58639351260108
2025-04-25,82.99988317925516
2025-04-26,7.810219226485109
2025-04-27,6.034743931580673
2025-04-28,55.94837914085143
2025-04-29,68.58639351260108
2025-04-30,66.1724959399688
2025-05-01,75.18966395277005
2025-05-02,85.41378075188743
2025-05-03,10.224116799117379
2025-05-04,7.241692717896808
2025-05-05,69.15492002118938
2025-05-06,76.96513924767449
2025-05-07,72.77576638013778
2025-05-08,82.99988317925516
2025-05-09,96.84484633732094
2025-05-10,10.224116799117379
2025-05-11,7.241692717896808
2025-05-12,69.79334229891721
2025-05-13,79.37903682030677
2025-05-14,80.01745909803459
2025-05-15,77.31960516800889
2025-05-16,94.37540042565792
2025-05-17,9.09642413741281
2025-05-18,6.822318103059608
2025-05-19,71.63434008212589
2025-05-20,75.04549913365568
2025-05-21,71.63434008212589
2025-05-22,69.36023404777268
2025-05-23,61.40086292753647
2025-05-24,9.09642413741281
2025-05-25,6.822318103059608
2025-05-26,5.685265085883007
2025-05-27,46.61917370424065
2025-05-28,51.16738577294706
2025-05-29,47.756226721417256
2025-05-30,47.756226721417256
2025-05-31,7.959371120236209
2025-06-01,5.685265085883007
2025-06-02,30.700431463768236
2025-06-03,36.38569654965124
2025-06-04,32.974537498121435
2025-06-05,34.11159051529804
2025-06-06,30.700431463768236
2025-06-07,5.685265085883007
2025-06-08,4.548212068706405
2025-06-09,25.01516637788523
2025-06-10,25.01516637788523
2025-06-11,22.741060343532027
2025-06-12,21.604007326355426
2025-06-13,19.329901292002223
2025-06-14,4.548212068706405
2025-06-15,4.548212068706405
2025-06-16,15.918742240472419
2025-06-17,17.05579525764902
2025-06-18,13.644636206119216
2025-06-19,5.685265085883007
2025-06-20,10.233477154589412
2025-06-21,3.411159051529804
2025-06-22,2.2741060343532027
2025-06-23,10.233477154589412
2025-06-24,9.09642413741281
2025-06-25,9.09642413741281
2025-06-26,7.959371120236209
2025-06-27,5.685265085883007
2025-06-28,2.2741060343532027
2025-06-29,2.2741060343532027
2025-06-30,3.411159051529804
2025-07-01,3.411159051529804
2025-07-02,3.411159051529804
2025-07-03,3.411159051529804
2025-07-04,2.2741060343532027
2025-07-05,2.2741060343532027
2025-07-06,2.2741060343532027
2025-07-07,3.411159051529804
2025-07-08,3.411159051529804
2025-07-09,3.411159051529804
2025-07-10,3.411159051529804
2025-07-11,3.411159051529804
2025-07-12,2.2741060343532027
2025-07-13,2.2741060343532027
2025-07-14,3.411159051529804
2025-07-15,3.411159051529804
2025-07-16,3.411159051529804
2025-07-17,3.411159051529804
2025-07-18,3.411159051529804
2025-07-19,2.2741060343532027
2025-07-20,2.2741060343532027
2025-07-21,2.2741060343532027
2025-07-22,3.411159051529804
2025-07-23,3.411159051529804
2025-07-24,3.411159051529804
2025-07-25,3.411159051529804
2025-07-26,2.2741060343532027
2025-07-27,2.2741060343532027
2025-07-28,3.411159051529804
2025-07-29,3.411159051529804
2025-07-30,3.411159051529804
2025-07-31,3.411159051529804
2025-08-01,4.548212068706405
2025-08-02,2.2741060343532027
2025-08-03,2.2741060343532027
2025-08-04,3.411159051529804
2025-08-05,5.685265085883007
2025-08-06,6.822318103059608
2025-08-07,7.959371120236209
2025-08-08,12.507583188942615
2025-08-09,3.411159051529804
2025-08-10,3.411159051529804
2025-08-11,10.233477154589412
2025-08-12,15.918742240472419
2025-08-13,22.741060343532027
2025-08-14,28.426325429415034
2025-08-15,43.20801465271085
2025-08-16,6.822318103059608
2025-08-17,5.685265085883007
2025-08-18,28.426325429415034
2025-08-19,38.659802584004446
2025-08-20,46.61917370424065
2025-08-21,51.16738577294706
2025-08-22,69.36023404777268
2025-08-23,9.09642413741281
2025-08-24,7.959371120236209
2025-08-25,42.070961635534246
2025-08-26,51.16738577294706
2025-08-27,57.98970387600667
2025-08-28,64.81202197906627
2025-08-29,70.49728706494929
2025-08-30,10.233477154589412
2025-08-31,6.822318103059608
2025-09-01,5.685265085883007
2025-09-02,47.756226721417256
2025-09-03,57.98970387600667
2025-09-04,65.94907499624287
2025-09-05,86.4160293054217
2025-09-06,12.507583188942615
2025-09-07,7.959371120236209
2025-09-08,57.98970387600667
2025-09-09,70.49728706494929
2025-09-10,67.08612801341948
2025-09-11,77.31960516800889
2025-09-12,97.78655947718772
2025-09-13,12.507583188942615
2025-09-14,9.09642413741281
2025-09-15,55.71559784165346
2025-09-16,64.81202197906627
2025-09-17,67.08612801341948
2025-09-18,75.04549913365568
2025-09-19,93.2383474084813
2025-09-20,13.644636206119216
2025-09-21,9.09642413741281
2025-09-22,56.85265085883007
2025-09-23,55.71559784165346
2025-09-24,62.53791594471308
2025-09-25,70.49728706494929
2025-09-26,89.82718835695151
2025-09-27,13.644636206119216
2025-09-28,10.233477154589412
2025-09-29,53.44149180730027
2025-09-30,67.08612801341948
2025-10-01,64.81202197906627
2025-10-02,60.26380991035987
2025-10-03,90.96424137412811
2025-10-04,11.370530171766013
2025-10-05,7.959371120236209
2025-10-06,48.89327973859386
2025-10-07,61.40086292753647
2025-10-08,63.674968961889675
2025-10-09,67.08612801341948
2025-10-10,70.49728706494929
2025-10-11,11.370530171766013
2025-10-12,9.09642413741281
2025-10-13,31.837484480944838
2025-10-14,55.71559784165346
2025-10-15,61.40086292753647
2025-10-16,60.26380991035987
2025-10-17,73.90844611647908
2025-10-18,10.233477154589412
2025-10-19,7.959371120236209
2025-10-20,52.30443879012366
2025-10-21,56.85265085883007
2025-10-22,59.12675689318327
2025-10-23,64.81202197906627
2025-10-24,83.0048702538919
2025-10-25,11.370530171766013
2025-10-26,7.959371120236209
2025-10-27,53.44149180730027
2025-10-28,62.53791594471308
2025-10-29,64.81202197906627
2025-10-30,71.63434008212589
2025-10-31,80.7307642195387
2025-11-01,9.09642413741281
2025-11-02,9.09642413741281
2025-11-03,44.345067669887456
2025-11-04,39.79685560118105
2025-11-05,56.85265085883007
2025-11-06,59.12675689318327
2025-11-07,75.04549913365568
2025-11-08,12.507583188942615
2025-11-09,7.959371120236209
2025-11-10,47.756226721417256
2025-11-11,38.659802584004446
2025-11-12,53.44149180730027
2025-11-13,61.40086292753647
2025-11-14,80.7307642195387
2025-11-15,11.370530171766013
2025-11-16,9.09642413741281
2025-11-17,48.89327973859386
2025-11-18,56.85265085883007
2025-11-19,61.40086292753647
2025-11-20,67.08612801341948
2025-11-21,113.70530171766013
2025-11-22,11.370530171766013
2025-11-23,6.822318103059608
2025-11-24,35.248643532474645
2025-11-25,52.30443879012366
2025-11-26,15.918742240472419
2025-11-27,9.09642413741281
2025-11-28,5.685265085883007
2025-11-29,4.548212068706405
2025-11-30,4.548212068706405
2025-12-01,40.93390861835765
2025-12-02,47.756226721417256
2025-12-03,52.30443879012366
2025-12-04,77.31960516800889
2025-12-05,80.7307642195387
2025-12-06,11.370530171766013
2025-12-07,9.09642413741281
2025-12-08,46.61917370424065
2025-12-09,55.71559784165346
2025-12-10,55.71559784165346
2025-12-11,57.989703876006665
2025-12-12,78.45665818518549
2025-12-13,11.228398544618937
2025-12-14,7.817239493089134
2025-12-15,53.15722855300611
2025-12-16,59.979546656065715
2025-12-17,69.64449730206682
2025-12-18,85.2789762882451
2025-12-19,77.03534191371475
2025-12-20,10.233477154589412
2025-12-21,7.817239493089134
2025-12-22,16.06087386761949
2025-12-23,15.634478986178268
2025-12-24,6.395923221618382
2025-12-25,4.40608044155933
2025-12-26,4.40608044155933
2025-12-27,3.411159051529804
2025-12-28,2.4162376615002774
2025-12-29,3.411159051529804
2025-12-30,2.984764170088578
2025-12-31,3.411159051529804
2026-01-01,3.411159051529804
2026-01-02,3.411159051529804
2026-01-03,3.411159051529804
2026-01-04,2.4162376615002774
2026-01-05,21.46187569920835
2026-01-06,34.11159051529803
2026-01-07,39.938987228328116
2026-01-08,43.350146279857924
2026-01-09,68.22318103059607
2026-01-10,6.822318103059607
2026-01-11,5.116738577294705
2026-01-12,40.93390861835764
2026-01-13,48.6090164842997
2026-01-14,52.0201755358295
2026-01-15,56.28412435024176
2026-01-16,75.89828889653813
2026-01-17,8.527897628824508
2026-01-18,5.969528340177156
2026-01-19,5.969528340177156
2026-01-20,42.639488144122545
2026-01-21,50.314596010064605
2026-01-22,56.28412435024176
2026-01-23,69.07597079347852
2026-01-24,12.791846443236764
2026-01-25,8.527897628824508
2026-01-26,21.319744072061273
2026-01-27,31.553221226650685
2026-01-28,39.228329092592745
2026-01-29,49.46180624718215
2026-01-30,67.37039126771361
2026-01-31,8.527897628824508
2026-02-01,6.822318103059607
2026-02-02,35.81717004106294
2026-02-03,41.78669838124009
2026-02-04,46.050647195652346
2026-02-05,48.6090164842997
2026-02-06,69.92876055636097
2026-02-07,8.527897628824508
2026-02-08,5.969528340177156
2026-02-09,32.40601098953314
2026-02-10,41.78669838124009
2026-02-11,50.314596010064605
2026-02-12,52.0201755358295
2026-02-13,52.872965298711954
2026-02-14,6.822318103059607
2026-02-15,5.969528340177156
2026-02-16,11.939056680354312
2026-02-17,28.99485193800333
2026-02-18,31.553221226650685
2026-02-19,40.93390861835764
2026-02-20,57.98970387600666
2026-02-21,8.527897628824508
2026-02-22,5.969528340177156
2026-02-23,33.25880075241559
2026-02-24,40.08111885547519
2026-02-25,38.37553932971029
2026-02-26,49.46180624718215
2026-02-27,60.548073164654014
2026-02-28,6.822318103059607
2026-03-01,5.969528340177156
2026-03-02,34.964380278180485
2026-03-03,40.93390861835764
2026-03-04,41.78669838124009
2026-03-05,52.0201755358295
2026-03-06,66.51760150483118
2026-03-07,6.822318103059607
2026-03-08,5.969528340177156
2026-03-09,33.25880075241559
2026-03-10,36.66995980394539
2026-03-11,44.34506766988745
2026-03-12,50.314596010064605
2026-03-13,55.43133458735931
2026-03-14,7.675107865942058
2026-03-15,5.969528340177156
2026-03-16,28.99485193800333
2026-03-17,34.11159051529803
2026-03-18,34.11159051529803
2026-03-19,37.52274956682784
2026-03-20,42.639488144122545
2026-03-21,5.116738577294705
2026-03-22,4.263948814412254
2026-03-23,28.14206217512088
2026-03-24,34.964380278180485
2026-03-25,37.52274956682784
2026-03-26,40.93390861835764
2026-03-27,57.13691411312421
2026-03-28,5.969528340177156
2026-03-29,4.263948814412254
2026-03-30,23.878113360708625
2026-03-31,31.553221226650685
2026-04-01,34.964380278180485
2026-04-02,40.08111885547519
2026-04-03,16.20300549476657
2026-04-04,3.4111590515298036
2026-04-05,3.4111590515298036
2026-04-06,15.350215731884116
2026-04-07,24.730903123591077
2026-04-08,26.436482649355977
2026-04-09,32.40601098953314
2026-04-10,42.639488144122545
2026-04-11,3.4111590515298036
2026-04-12,3.4111590515298036
2026-04-13,29.84764170088578
2026-04-14,32.40601098953314
2026-04-15,38.37553932971029
2026-04-16,42.639488144122545
2026-04-17,55.43133458735931
2026-04-18,5.969528340177156
2026-04-19,4.263948814412254
2026-04-20,30.700431463768233
2026-04-21,40.08111885547519
2026-04-22,38.37553932971029
2026-04-23,42.639488144122545
2026-04-24,53.725755061594406
2026-04-25,5.969528340177156
2026-04-26,4.263948814412254
2026-04-27,33.25880075241559
2026-04-28,41.78669838124009
2026-04-29,43.492277907005
2026-04-30,46.9034369585348
2026-05-01,59.69528340177156
2026-05-02,5.116738577294705
2026-05-03,4.263948814412254
2026-05-04,38.37553932971029
2026-05-05,43.492277907005
2026-05-06,52.0201755358295
2026-05-07,63.10644245330137
2026-05-08,63.959232216183814
2026-05-09,5.116738577294705
2026-05-10,4.263948814412254
2026-05-11,42.639488144122545
2026-05-12,46.9034369585348
2026-05-13,52.0201755358295
2026-05-14,58.84249363888911
2026-05-15,63.10644245330137
2026-05-16,6.822318103059607
2026-05-17,4.263948814412254
2026-05-18,44.34506766988745
2026-05-19,50.314596010064605
2026-05-20,52.872965298711954
2026-05-21,50.314596010064605
2026-05-22,43.492277907005
2026-05-23,5.116738577294705
2026-05-24,4.263948814412254
2026-05-25,3.4111590515298036
2026-05-26,27.28927241223843
2026-05-27,27.28927241223843
2026-05-28,30.700431463768233
2026-05-29,29.84764170088578
2026-05-30,4.263948814412254
2026-05-31,4.263948814412254
