Time,siobhan
2023-11-12,38.84147737057799
2023-11-13,33.98629269925574
2023-11-14,42.07826715145949
2023-11-15,33.98629269925574
2023-11-16,35.604687589696496
2023-11-17,32.367897808814995
2023-11-18,30.749502918374244
2023-11-19,32.367897808814995
2023-11-20,35.604687589696496
2023-11-21,37.22308248013724
2023-11-22,30.749502918374244
2023-11-23,29.131108027933493
2023-11-24,27.512713137492746
2023-11-25,37.22308248013724
2023-11-26,45.315056932340994
2023-11-27,46.93345182278174
2023-11-28,29.131108027933493
2023-11-29,37.22308248013724
2023-11-30,45.315056932340994
2023-12-01,53.40703138454474
2023-12-02,46.93345182278174
2023-12-03,38.84147737057799
2023-12-04,35.604687589696496
2023-12-05,33.98629269925574
2023-12-06,42.07826715145949
2023-12-07,32.367897808814995
2023-12-08,42.07826715145949
2023-12-09,38.84147737057799
2023-12-10,40.459872261018745
2023-12-11,33.98629269925574
2023-12-12,37.22308248013724
2023-12-13,38.84147737057799
2023-12-14,24.275923356611244
2023-12-15,32.367897808814995
2023-12-16,33.98629269925574
2023-12-17,35.604687589696496
2023-12-18,32.367897808814995
2023-12-19,45.315056932340994
2023-12-20,50.17024160366324
2023-12-21,33.98629269925574
2023-12-22,33.97323109560499
2023-12-23,36.95003276572391
2023-12-24,37.62923615556299
2023-12-25,32.484830260545536
2023-12-26,36.14083532050354
2023-12-27,39.926834435842835
2023-12-28,33.97323109560499
2023-12-29,40.606037825681916
2023-12-30,43.58283949580083
2023-12-31,29.508028590426612
2024-01-01,42.094438660741375
2024-01-02,33.97323109560499
2024-01-03,37.62923615556299
2024-01-04,36.95003276572391
2024-01-05,33.97323109560499
2024-01-06,48.04804200097921
2024-01-07,46.55964116591976
2024-01-08,42.094438660741375
2024-01-09,43.58283949580083
2024-01-10,48.7272453908183
2024-01-11,48.7272453908183
2024-01-12,38.43843360078337
2024-01-13,47.23884455575884
2024-01-14,38.43843360078337
2024-01-15,39.11763699062246
2024-01-16,42.094438660741375
2024-01-17,45.07124033086029
2024-01-18,50.21564622587776
2024-01-19,37.62923615556299
2024-01-20,46.55964116591976
2024-01-21,48.902644068414105
2024-01-22,48.902644068414105
2024-01-23,44.827423729379596
2024-01-24,40.75220339034509
2024-01-25,40.75220339034509
2024-01-26,42.11061017002326
2024-01-27,33.96016949195424
2024-01-28,47.544237288735935
2024-01-29,43.46901694970143
2024-01-30,32.60176271227607
2024-01-31,40.75220339034509
2024-02-01,38.03538983098875
2024-02-02,39.39379661066692
2024-02-03,39.39379661066692
2024-02-04,51.619457627770444
2024-02-05,44.827423729379596
2024-02-06,40.75220339034509
2024-02-07,39.39379661066692
2024-02-08,48.902644068414105
2024-02-09,43.46901694970143
2024-02-10,38.03538983098875
2024-02-11,39.39379661066692
2024-02-12,42.11061017002326
2024-02-13,36.67698305131058
2024-02-14,46.185830509057766
2024-02-15,40.75220339034509
2024-02-16,35.31857627163241
2024-02-17,43.46901694970143
2024-02-18,39.39379661066692
2024-02-19,42.11061017002326
2024-02-20,40.75220339034509
2024-02-21,35.31857627163241
2024-02-22,38.03538983098875
2024-02-23,36.67698305131058
2024-02-24,43.46901694970143
2024-02-25,36.67698305131058
2024-02-26,44.827423729379596
2024-02-27,46.185830509057766
2024-02-28,33.96016949195424
2024-02-29,35.31857627163241
2024-03-01,36.67698305131058
2024-03-02,35.31857627163241
2024-03-03,36.67698305131058
2024-03-04,38.03538983098875
2024-03-05,39.39379661066692
2024-03-06,42.11061017002326
2024-03-07,42.11061017002326
2024-03-08,43.46901694970143
2024-03-09,35.31857627163241
2024-03-10,42.11061017002326
2024-03-11,36.67698305131058
2024-03-12,36.67698305131058
2024-03-13,36.67698305131058
2024-03-14,38.03538983098875
2024-03-15,29.88494915291973
2024-03-16,36.67698305131058
2024-03-17,50.261050848092275
2024-03-18,51.619457627770444
2024-03-19,33.96016949195424
2024-03-20,40.75220339034509
2024-03-21,39.39379661066692
2024-03-22,40.75220339034509
2024-03-23,32.60176271227607
2024-03-24,42.11061017002326
2024-03-25,39.39379661066692
2024-03-26,35.31857627163241
2024-03-27,48.902644068414105
2024-03-28,61.12830508551763
2024-03-29,58.41149152616129
2024-03-30,69.27874576358664
2024-03-31,67.92033898390848
2024-04-01,46.185830509057766
2024-04-02,57.05308474648312
2024-04-03,59.76989830583946
2024-04-04,55.69467796680495
2024-04-05,51.619457627770444
2024-04-06,54.33627118712678
2024-04-07,43.46901694970143
2024-04-08,51.619457627770444
2024-04-09,39.39379661066692
2024-04-10,46.185830509057766
2024-04-11,44.827423729379596
2024-04-12,47.544237288735935
2024-04-13,50.261050848092275
2024-04-14,48.902644068414105
2024-04-15,52.977864407448614
2024-04-16,31.2433559325979
2024-04-17,42.11061017002326
2024-04-18,43.46901694970143
2024-04-19,44.827423729379596
2024-04-20,40.75220339034509
2024-04-21,43.46901694970143
2024-04-22,46.185830509057766
2024-04-23,48.902644068414105
2024-04-24,50.261050848092275
2024-04-25,46.185830509057766
2024-04-26,50.261050848092275
2024-04-27,48.902644068414105
2024-04-28,40.75220339034509
2024-04-29,43.46901694970143
2024-04-30,44.827423729379596
2024-05-01,29.88494915291973
2024-05-02,42.11061017002326
2024-05-03,43.46901694970143
2024-05-04,40.75220339034509
2024-05-05,35.31857627163241
2024-05-06,65.20352542455214
2024-05-07,48.902644068414105
2024-05-08,36.67698305131058
2024-05-09,46.185830509057766
2024-05-10,50.261050848092275
2024-05-11,47.544237288735935
2024-05-12,58.41149152616129
2024-05-13,62.4867118651958
2024-05-14,52.977864407448614
2024-05-15,39.39379661066692
2024-05-16,48.902644068414105
2024-05-17,46.185830509057766
2024-05-18,38.03538983098875
2024-05-19,57.05308474648312
2024-05-20,47.544237288735935
2024-05-21,35.31857627163241
2024-05-22,32.60176271227607
2024-05-23,47.544237288735935
2024-05-24,47.544237288735935
2024-05-25,51.619457627770444
2024-05-26,40.75220339034509
2024-05-27,47.544237288735935
2024-05-28,43.46901694970143
2024-05-29,42.11061017002326
2024-05-30,36.67698305131058
2024-05-31,39.39379661066692
2024-06-01,35.31857627163241
2024-06-02,35.31857627163241
2024-06-03,38.03538983098875
2024-06-04,42.11061017002326
2024-06-05,63.84511864487397
2024-06-06,46.185830509057766
2024-06-07,40.75220339034509
2024-06-08,38.03538983098875
2024-06-09,47.544237288735935
2024-06-10,28.52654237324156
2024-06-11,38.03538983098875
2024-06-12,46.185830509057766
2024-06-13,40.75220339034509
2024-06-14,44.827423729379596
2024-06-15,39.39379661066692
2024-06-16,44.827423729379596
2024-06-17,46.185830509057766
2024-06-18,33.96016949195424
2024-06-19,42.11061017002326
2024-06-20,43.46901694970143
2024-06-21,38.03538983098875
2024-06-22,42.11061017002326
2024-06-23,42.11061017002326
2024-06-24,43.46901694970143
2024-06-25,44.827423729379596
2024-06-26,36.67698305131058
2024-06-27,42.11061017002326
2024-06-28,33.96016949195424
2024-06-29,38.03538983098875
2024-06-30,24.451322034207053
2024-07-01,43.46901694970143
2024-07-02,66.56193220423032
2024-07-03,52.977864407448614
2024-07-04,40.75220339034509
2024-07-05,42.11061017002326
2024-07-06,47.544237288735935
2024-07-07,35.31857627163241
2024-07-08,57.05308474648312
2024-07-09,38.03538983098875
2024-07-10,44.827423729379596
2024-07-11,42.11061017002326
2024-07-12,50.261050848092275
2024-07-13,38.03538983098875
2024-07-14,31.2433559325979
2024-07-15,28.52654237324156
2024-07-16,35.31857627163241
2024-07-17,33.96016949195424
2024-07-18,42.11061017002326
2024-07-19,38.03538983098875
2024-07-20,40.75220339034509
2024-07-21,33.96016949195424
2024-07-22,39.39379661066692
2024-07-23,48.902644068414105
2024-07-24,40.75220339034509
2024-07-25,47.544237288735935
2024-07-26,38.03538983098875
2024-07-27,42.11061017002326
2024-07-28,80.146000001012
2024-07-29,103.23891525554089
2024-07-30,135.84067796781696
2024-07-31,124.9734237303916
2024-08-01,110.03094915393174
2024-08-02,58.41149152616129
2024-08-03,31.2433559325979
2024-08-04,51.619457627770444
2024-08-05,50.261050848092275
2024-08-06,35.31857627163241
2024-08-07,29.88494915291973
2024-08-08,40.75220339034509
2024-08-09,36.67698305131058
2024-08-10,27.16813559356339
2024-08-11,42.11061017002326
2024-08-12,36.67698305131058
2024-08-13,35.31857627163241
2024-08-14,29.88494915291973
2024-08-15,38.03538983098875
2024-08-16,36.67698305131058
2024-08-17,25.809728813885222
2024-08-18,39.39379661066692
2024-08-19,37.35618644114966
2024-08-20,37.35618644114966
2024-08-21,34.63937288179332
2024-08-22,43.46901694970143
2024-08-23,35.9977796614715
2024-08-24,35.31857627163241
2024-08-25,36.67698305131058
2024-08-26,38.71459322082784
2024-08-27,38.03538983098875
2024-08-28,35.9977796614715
2024-08-29,35.31857627163241
2024-08-30,37.35618644114966
2024-08-31,40.75220339034509
2024-09-01,35.9977796614715
2024-09-02,35.9977796614715
2024-09-03,35.31857627163241
2024-09-04,38.71459322082784
2024-09-05,36.67698305131058
2024-09-06,38.03538983098875
2024-09-07,36.67698305131058
2024-09-08,36.67698305131058
2024-09-09,36.67698305131058
2024-09-10,34.63937288179332
2024-09-11,12.225661017103526
2024-09-12,37.35618644114966
2024-09-13,12.225661017103526
2024-09-14,39.39379661066692
2024-09-15,12.904864406942611
2024-09-16,35.9977796614715
2024-09-17,36.67698305131058
2024-09-18,36.67698305131058
2024-09-19,36.67698305131058
2024-09-20,36.67698305131058
2024-09-21,36.67698305131058
2024-09-22,36.67698305131058
