Time,you_tube
2023-05-19,59.53466230288604
2023-05-20,51.08433239407039
2023-05-21,48.95778567303148
2023-05-22,53.53737508094579
2023-05-23,57.408115581847134
2023-05-24,59.15230936170957
2023-05-25,56.69926667483416
2023-05-26,52.239354533839716
2023-05-27,42.44447555874476
2023-05-28,48.321402943801736
2023-05-29,47.01541908045574
2023-05-30,58.11628191889668
2023-05-31,48.321402943801736
2023-06-01,50.28037873882072
2023-06-02,50.93337067049372
2023-06-03,47.668411012128736
2023-06-04,47.01541908045574
2023-06-05,50.93337067049372
2023-06-06,51.586362602166716
2023-06-07,52.239354533839716
2023-06-08,50.93337067049372
2023-06-09,51.586362602166716
2023-06-10,45.70943521710975
2023-06-11,49.62738680714773
2023-06-12,52.239354533839716
2023-06-13,53.5453383971857
2023-06-14,52.239354533839716
2023-06-15,52.89234646551271
2023-06-16,52.239354533839716
2023-06-17,49.62738680714773
2023-06-18,49.62738680714773
2023-06-19,48.97439487547473
2023-06-20,49.62738680714773
2023-06-21,51.586362602166716
2023-06-22,49.62738680714773
2023-06-23,50.93337067049372
2023-06-24,48.321402943801736
2023-06-25,54.1983303288587
2023-06-26,50.28037873882072
2023-06-27,52.239354533839716
2023-06-28,53.5453383971857
2023-06-29,47.668411012128736
2023-06-30,47.01541908045574
2023-07-01,45.70943521710975
2023-07-02,48.321402943801736
2023-07-03,47.01541908045574
2023-07-04,52.89234646551271
2023-07-05,47.668411012128736
2023-07-06,48.321402943801736
2023-07-07,48.97439487547473
2023-07-08,43.750459422090756
2023-07-09,48.97439487547473
2023-07-10,50.28037873882072
2023-07-11,52.239354533839716
2023-07-12,48.97439487547473
2023-07-13,50.93337067049372
2023-07-14,50.28037873882072
2023-07-15,48.97439487547473
2023-07-16,47.668411012128736
2023-07-17,46.36242714878274
2023-07-18,49.62738680714773
2023-07-19,47.01541908045574
2023-07-20,50.28037873882072
2023-07-21,47.01541908045574
2023-07-22,48.321402943801736
2023-07-23,53.5453383971857
2023-07-24,48.97439487547473
2023-07-25,48.321402943801736
2023-07-26,50.93337067049372
2023-07-27,49.62738680714773
2023-07-28,48.321402943801736
2023-07-29,45.70943521710975
2023-07-30,43.750459422090756
2023-07-31,46.36242714878274
2023-08-01,46.36242714878274
2023-08-02,51.586362602166716
2023-08-03,46.36242714878274
2023-08-04,48.321402943801736
2023-08-05,48.321402943801736
2023-08-06,43.750459422090756
2023-08-07,47.668411012128736
2023-08-08,48.97439487547473
2023-08-09,45.70943521710975
2023-08-10,48.97439487547473
2023-08-11,49.62738680714773
2023-08-12,45.70943521710975
2023-08-13,48.321402943801736
2023-08-14,48.321402943801736
2023-08-15,52.239354533839716
2023-08-16,51.586362602166716
2023-08-17,53.5453383971857
2023-08-18,53.5453383971857
2023-08-19,46.36242714878274
2023-08-20,47.01541908045574
2023-08-21,48.97439487547473
2023-08-22,52.89234646551271
2023-08-23,52.89234646551271
2023-08-24,55.504314192204696
2023-08-25,54.851322260531695
2023-08-26,48.321402943801736
2023-08-27,48.321402943801736
2023-08-28,54.1983303288587
2023-08-29,53.5453383971857
2023-08-30,52.89234646551271
2023-08-31,53.5453383971857
2023-09-01,52.239354533839716
2023-09-02,47.01541908045574
2023-09-03,46.36242714878274
2023-09-04,47.01541908045574
2023-09-05,47.01541908045574
2023-09-06,54.851322260531695
2023-09-07,56.15730612387769
2023-09-08,56.15730612387769
2023-09-09,45.05644328543675
2023-09-10,58.11628191889668
2023-09-11,60.72824964558867
2023-09-12,56.81029805555069
2023-09-13,54.1983303288587
2023-09-14,54.851322260531695
2023-09-15,56.81029805555069
2023-09-16,43.750459422090756
2023-09-17,49.62738680714773
2023-09-18,54.851322260531695
2023-09-19,61.38124157726166
2023-09-20,54.851322260531695
2023-09-21,55.504314192204696
2023-09-22,54.1983303288587
2023-09-23,47.01541908045574
2023-09-24,47.668411012128736
2023-09-25,51.586362602166716
2023-09-26,54.1983303288587
2023-09-27,51.586362602166716
2023-09-28,54.851322260531695
2023-09-29,54.1983303288587
2023-09-30,44.40345135376376
2023-10-01,44.40345135376376
2023-10-02,52.239354533839716
2023-10-03,53.5453383971857
2023-10-04,54.851322260531695
2023-10-05,52.239354533839716
2023-10-06,52.239354533839716
2023-10-07,45.05644328543675
2023-10-08,42.44447555874476
2023-10-09,48.97439487547473
2023-10-10,52.89234646551271
2023-10-11,51.586362602166716
2023-10-12,54.1983303288587
2023-10-13,51.586362602166716
2023-10-14,44.40345135376376
2023-10-15,47.668411012128736
2023-10-16,50.28037873882072
2023-10-17,51.586362602166716
2023-10-18,53.5453383971857
2023-10-19,52.239354533839716
2023-10-20,53.5453383971857
2023-10-21,43.09746749041776
2023-10-22,46.36242714878274
2023-10-23,52.239354533839716
2023-10-24,51.586362602166716
2023-10-25,50.93337067049372
2023-10-26,53.5453383971857
2023-10-27,52.89234646551271
2023-10-28,43.750459422090756
2023-10-29,45.05644328543675
2023-10-30,50.93337067049372
2023-10-31,58.769273850569675
2023-11-01,50.28037873882072
2023-11-02,51.586362602166716
2023-11-03,48.97439487547473
2023-11-04,47.01541908045574
2023-11-05,43.09746749041776
2023-11-06,52.239354533839716
2023-11-07,51.586362602166716
2023-11-08,51.586362602166716
2023-11-09,52.239354533839716
2023-11-10,48.97439487547473
2023-11-11,47.668411012128736
2023-11-12,45.05644328543675
2023-11-13,48.97439487547473
2023-11-14,51.586362602166716
2023-11-15,54.1983303288587
2023-11-16,50.93337067049372
2023-11-17,46.36242714878274
2023-11-18,45.70943521710975
2023-11-19,48.321402943801736
2023-11-20,48.321402943801736
2023-11-21,50.28037873882072
2023-11-22,47.01541908045574
2023-11-23,43.750459422090756
2023-11-24,39.832507832052784
2023-11-25,41.13849169539878
2023-11-26,47.668411012128736
2023-11-27,48.97439487547473
2023-11-28,50.28037873882072
2023-11-29,50.28037873882072
2023-11-30,50.93337067049372
2023-12-01,54.1983303288587
2023-12-02,42.44447555874476
2023-12-03,43.750459422090756
2023-12-04,52.239354533839716
2023-12-05,55.504314192204696
2023-12-06,54.1983303288587
2023-12-07,55.504314192204696
2023-12-08,52.89234646551271
2023-12-09,41.79148362707177
2023-12-10,39.832507832052784
2023-12-11,50.28037873882072
2023-12-12,50.93337067049372
2023-12-13,51.586362602166716
2023-12-14,53.5453383971857
2023-12-15,54.1983303288587
2023-12-16,43.09746749041776
2023-12-17,47.01541908045574
2023-12-18,49.62738680714773
2023-12-19,53.5453383971857
2023-12-20,54.1983303288587
2023-12-21,53.5453383971857
2023-12-22,49.96607664035841
2023-12-23,44.448299984614536
2023-12-24,46.3950302433298
2023-12-25,45.74612015709138
2023-12-26,43.47697577797419
2023-12-27,45.09721007085296
2023-12-28,44.774795950451036
2023-12-29,44.12588586421262
2023-12-30,43.1504798121377
2023-12-31,46.7215262091663
2024-01-01,47.04394032956822
2024-01-02,46.3950302433298
2024-01-03,51.91280689907367
2024-01-04,48.34176050204506
2024-01-05,50.93740084699875
2024-01-06,49.63958067452191
2024-01-07,44.774795950451036
2024-01-08,49.63958067452191
2024-01-09,50.614986726596825
2024-01-10,55.15735733026577
2024-01-11,58.07541179562138
2024-01-12,54.83086136442927
2024-01-13,45.42370603668946
2024-01-14,48.34176050204506
2024-01-15,48.34176050204506
2024-01-16,52.23522101947559
2024-01-17,53.210627071550505
2024-01-18,52.56171698531209
2024-01-19,52.56171698531209
2024-01-20,47.692850415806646
2024-01-21,45.13797685626917
2024-01-22,56.10005694993454
2024-01-23,54.81040046832685
2024-01-24,59.324198153953766
2024-01-25,57.389713431542226
2024-01-26,60.61385463556145
2024-01-27,47.71728981948455
2024-01-28,48.362118060288395
2024-01-29,55.455228709130694
2024-01-30,62.54833935797299
2024-01-31,61.903511117169145
2024-02-01,56.10005694993454
2024-02-02,58.67936991314992
2024-02-03,49.65177454189609
2024-02-04,50.941431023503775
2024-02-05,64.48282408038453
2024-02-06,63.83799583958068
2024-02-07,58.03454167234607
2024-02-08,60.61385463556145
2024-02-09,59.96902639475761
2024-02-10,50.29660278269993
2024-02-11,49.65177454189609
2024-02-12,55.455228709130694
2024-02-13,60.61385463556145
2024-02-14,59.324198153953766
2024-02-15,56.10005694993454
2024-02-16,58.67936991314992
2024-02-17,47.0724615786807
2024-02-18,52.23108750511147
2024-02-19,52.875915745915314
2024-02-20,52.875915745915314
2024-02-21,50.941431023503775
2024-02-22,54.165572227523
2024-02-23,53.520743986719154
2024-02-24,48.362118060288395
2024-02-25,49.65177454189609
2024-02-26,56.10005694993454
2024-02-27,58.67936991314992
2024-02-28,55.455228709130694
2024-02-29,57.389713431542226
2024-03-01,57.389713431542226
2024-03-02,49.65177454189609
2024-03-03,52.23108750511147
2024-03-04,59.324198153953766
2024-03-05,59.324198153953766
2024-03-06,59.96902639475761
2024-03-07,60.61385463556145
2024-03-08,57.389713431542226
2024-03-09,47.0724615786807
2024-03-10,50.29660278269993
2024-03-11,54.81040046832685
2024-03-12,54.165572227523
2024-03-13,52.23108750511147
2024-03-14,53.520743986719154
2024-03-15,48.362118060288395
2024-03-16,48.362118060288395
2024-03-17,46.427633337876856
2024-03-18,54.165572227523
2024-03-19,50.941431023503775
2024-03-20,47.71728981948455
2024-03-21,53.520743986719154
2024-03-22,52.875915745915314
2024-03-23,49.00694630109224
2024-03-24,48.362118060288395
2024-03-25,52.23108750511147
2024-03-26,54.81040046832685
2024-03-27,48.362118060288395
2024-03-28,52.23108750511147
2024-03-29,48.362118060288395
2024-03-30,46.427633337876856
2024-03-31,47.71728981948455
2024-04-01,48.362118060288395
2024-04-02,52.875915745915314
2024-04-03,50.941431023503775
2024-04-04,52.23108750511147
2024-04-05,52.875915745915314
2024-04-06,46.427633337876856
2024-04-07,52.875915745915314
2024-04-08,54.165572227523
2024-04-09,53.520743986719154
2024-04-10,51.58625926430762
2024-04-11,52.23108750511147
2024-04-12,53.520743986719154
2024-04-13,45.13797685626917
2024-04-14,48.362118060288395
2024-04-15,50.29660278269993
2024-04-16,54.165572227523
2024-04-17,53.520743986719154
2024-04-18,55.455228709130694
2024-04-19,54.81040046832685
2024-04-20,47.71728981948455
2024-04-21,49.65177454189609
2024-04-22,50.941431023503775
2024-04-23,55.455228709130694
2024-04-24,53.520743986719154
2024-04-25,53.520743986719154
2024-04-26,54.165572227523
2024-04-27,47.0724615786807
2024-04-28,47.71728981948455
2024-04-29,54.165572227523
2024-04-30,53.520743986719154
2024-05-01,54.81040046832685
2024-05-02,51.58625926430762
2024-05-03,49.65177454189609
2024-05-04,44.49314861546532
2024-05-05,46.427633337876856
2024-05-06,52.23108750511147
2024-05-07,49.00694630109224
2024-05-08,53.520743986719154
2024-05-09,58.03454167234607
2024-05-10,52.875915745915314
2024-05-11,43.848320374661476
2024-05-12,46.427633337876856
2024-05-13,53.520743986719154
2024-05-14,56.10005694993454
2024-05-15,55.455228709130694
2024-05-16,52.23108750511147
2024-05-17,49.65177454189609
2024-05-18,48.362118060288395
2024-05-19,45.782805097073016
2024-05-20,50.29660278269993
2024-05-21,53.520743986719154
2024-05-22,52.23108750511147
2024-05-23,49.00694630109224
2024-05-24,52.875915745915314
2024-05-25,47.0724615786807
2024-05-26,47.71728981948455
2024-05-27,46.427633337876856
2024-05-28,49.00694630109224
2024-05-29,52.23108750511147
2024-05-30,49.00694630109224
2024-05-31,46.427633337876856
2024-06-01,47.0724615786807
2024-06-02,49.65177454189609
2024-06-03,47.71728981948455
2024-06-04,52.875915745915314
2024-06-05,56.10005694993454
2024-06-06,54.165572227523
2024-06-07,56.10005694993454
2024-06-08,47.0724615786807
2024-06-09,49.00694630109224
2024-06-10,54.81040046832685
2024-06-11,50.941431023503775
2024-06-12,49.00694630109224
2024-06-13,50.29660278269993
2024-06-14,49.00694630109224
2024-06-15,47.0724615786807
2024-06-16,46.427633337876856
2024-06-17,49.00694630109224
2024-06-18,51.58625926430762
2024-06-19,47.71728981948455
2024-06-20,47.71728981948455
2024-06-21,49.00694630109224
2024-06-22,43.20349213385763
2024-06-23,50.29660278269993
2024-06-24,49.65177454189609
2024-06-25,49.65177454189609
2024-06-26,48.362118060288395
2024-06-27,49.65177454189609
2024-06-28,52.23108750511147
2024-06-29,47.0724615786807
2024-06-30,43.848320374661476
2024-07-01,46.427633337876856
2024-07-02,49.00694630109224
2024-07-03,45.782805097073016
2024-07-04,49.65177454189609
2024-07-05,49.65177454189609
2024-07-06,45.13797685626917
2024-07-07,45.13797685626917
2024-07-08,45.13797685626917
2024-07-09,46.427633337876856
2024-07-10,49.00694630109224
2024-07-11,47.0724615786807
2024-07-12,47.71728981948455
2024-07-13,44.49314861546532
2024-07-14,47.0724615786807
2024-07-15,47.0724615786807
2024-07-16,52.23108750511147
2024-07-17,50.29660278269993
2024-07-18,49.65177454189609
2024-07-19,52.875915745915314
2024-07-20,44.49314861546532
2024-07-21,46.427633337876856
2024-07-22,49.00694630109224
2024-07-23,49.65177454189609
2024-07-24,48.362118060288395
2024-07-25,50.941431023503775
2024-07-26,51.58625926430762
2024-07-27,49.65177454189609
2024-07-28,49.00694630109224
2024-07-29,49.00694630109224
2024-07-30,49.65177454189609
2024-07-31,49.00694630109224
2024-08-01,49.65177454189609
2024-08-02,48.362118060288395
2024-08-03,47.0724615786807
2024-08-04,49.65177454189609
2024-08-05,47.71728981948455
2024-08-06,47.71728981948455
2024-08-07,52.23108750511147
2024-08-08,49.00694630109224
2024-08-09,51.58625926430762
2024-08-10,49.00694630109224
2024-08-11,55.455228709130694
2024-08-12,52.23108750511147
2024-08-13,54.165572227523
2024-08-14,52.875915745915314
2024-08-15,48.362118060288395
2024-08-16,49.65177454189609
2024-08-17,47.71728981948455
2024-08-18,48.256061448672085
2024-08-19,52.701596874988084
2024-08-20,58.094871159849575
2024-08-21,55.241902832882936
2024-08-22,58.417285280251505
2024-08-23,55.87697932235665
2024-08-24,50.47395328616501
2024-08-25,48.56872381774388
2024-08-26,55.55456520195473
2024-08-27,54.606826343409224
2024-08-28,58.094871159849575
2024-08-29,56.512055811830365
2024-08-30,52.37918275458616
2024-08-31,45.08067900130352
2024-09-01,47.620984959198374
2024-09-02,46.98590846972466
2024-09-03,51.431443896040655
2024-09-04,54.91948871248101
2024-09-05,55.55456520195473
2024-09-06,58.72994764932329
2024-09-07,43.81052602235609
2024-09-08,53.01425924405987
2024-09-09,55.55456520195473
2024-09-10,58.094871159849575
2024-09-11,62.540406586165574
2024-09-12,61.27025360721815
2024-09-13,56.82471818090215
2024-09-14,48.256061448672085
2024-09-15,47.93364732827017
2024-09-16,55.241902832882936
2024-09-17,56.904551171065926
2024-09-18,62.532473814358156
2024-09-19,56.27922643292234
2024-09-20,59.40585012364025
2024-09-21,47.5246800989122
2024-09-22,45.64870588448146
2024-09-23,55.65390169477876
2024-09-24,58.155200647353084
2024-09-25,55.02857695663518
2024-09-26,51.27662852777369
2024-09-27,47.5246800989122
2024-09-28,48.15000483705578
2024-09-29,48.15000483705578
2024-09-30,52.527278004060854
