Time,student_loan_forgiveness
2024-09-13,0.5274725274725275
2024-09-14,0.510989010989011
2024-09-15,0.39560439560439564
2024-09-16,0.4450549450549451
2024-09-17,0.4945054945054945
2024-09-18,0.5274725274725275
2024-09-19,0.4945054945054945
2024-09-20,0.46153846153846156
2024-09-21,0.4945054945054945
2024-09-22,0.32967032967032966
2024-09-23,0.4945054945054945
2024-09-24,0.5604395604395604
2024-09-25,0.5604395604395604
2024-09-26,0.5934065934065934
2024-09-27,0.46153846153846156
2024-09-28,0.39560439560439564
2024-09-29,0.39560439560439564
2024-09-30,0.7582417582417582
2024-10-01,0.6923076923076923
2024-10-02,0.6923076923076923
2024-10-03,3.296703296703297
2024-10-04,2.901098901098901
2024-10-05,1.054945054945055
2024-10-06,0.6923076923076923
2024-10-07,0.8571428571428572
2024-10-08,0.8241758241758242
2024-10-09,0.6593406593406593
2024-10-10,0.6263736263736264
2024-10-11,0.5604395604395604
2024-10-12,0.6263736263736264
2024-10-13,0.4285714285714286
2024-10-14,0.6593406593406593
2024-10-15,0.5934065934065934
2024-10-16,0.5934065934065934
2024-10-17,1.6813186813186813
2024-10-18,1.4505494505494505
2024-10-19,0.7252747252747253
2024-10-20,0.6263736263736264
2024-10-21,0.7912087912087913
2024-10-22,0.8901098901098902
2024-10-23,0.8901098901098902
2024-10-24,0.7252747252747253
2024-10-25,0.6263736263736264
2024-10-26,0.46153846153846156
2024-10-27,0.39560439560439564
2024-10-28,0.5274725274725275
2024-10-29,0.5604395604395604
2024-10-30,0.5274725274725275
2024-10-31,0.39560439560439564
2024-11-01,0.39560439560439564
2024-11-02,0.4285714285714286
2024-11-03,0.4285714285714286
2024-11-04,0.5934065934065934
2024-11-05,0.5934065934065934
2024-11-06,0.9560439560439561
2024-11-07,0.9560439560439561
2024-11-08,0.7252747252747253
2024-11-09,0.5604395604395604
2024-11-10,0.46153846153846156
2024-11-11,0.5274725274725275
2024-11-12,0.6923076923076923
2024-11-13,0.6593406593406593
2024-11-14,0.6263736263736264
2024-11-15,0.5604395604395604
2024-11-16,0.32967032967032966
2024-11-17,0.3626373626373626
2024-11-18,0.46153846153846156
2024-11-19,0.5934065934065934
2024-11-20,0.5604395604395604
2024-11-21,0.4945054945054945
2024-11-22,0.4285714285714286
2024-11-23,0.3626373626373626
2024-11-24,0.3626373626373626
2024-11-25,0.3626373626373626
2024-11-26,0.4285714285714286
2024-11-27,0.4945054945054945
2024-11-28,0.2967032967032967
2024-11-29,0.23076923076923078
2024-11-30,0.26373626373626374
2024-12-01,0.32967032967032966
2024-12-02,0.46153846153846156
2024-12-03,0.46153846153846156
2024-12-04,0.4945054945054945
2024-12-05,0.4285714285714286
2024-12-06,0.4285714285714286
2024-12-07,0.4285714285714286
2024-12-08,0.2967032967032967
2024-12-09,0.4285714285714286
2024-12-10,0.4945054945054945
2024-12-11,0.46153846153846156
2024-12-12,0.4945054945054945
2024-12-13,0.46153846153846156
2024-12-14,0.3626373626373626
2024-12-15,0.2967032967032967
2024-12-16,0.3626373626373626
2024-12-17,0.46153846153846156
2024-12-18,0.39560439560439564
2024-12-19,0.4285714285714286
2024-12-20,2.5384615384615383
2024-12-21,2.010989010989011
2024-12-22,1.1868131868131868
2024-12-23,1.054945054945055
2024-12-24,1.2857142857142858
2024-12-25,0.5274725274725275
2024-12-26,0.8241758241758242
2024-12-27,0.6263736263736264
2024-12-28,0.39560439560439564
2024-12-29,0.4285714285714286
2024-12-30,0.5934065934065934
2024-12-31,0.4945054945054945
2025-01-01,0.32967032967032966
2025-01-02,0.4945054945054945
2025-01-03,0.5604395604395604
2025-01-04,0.46153846153846156
2025-01-05,0.39560439560439564
2025-01-06,0.5274725274725275
2025-01-07,0.6263736263736264
2025-01-08,0.5604395604395604
2025-01-09,0.5604395604395604
2025-01-10,0.5274725274725275
2025-01-11,0.4285714285714286
2025-01-12,0.4285714285714286
2025-01-13,1.153846153846154
2025-01-14,1.8131868131868132
2025-01-15,1.3516483516483517
2025-01-16,1.054945054945055
2025-01-17,1.087912087912088
2025-01-18,0.7912087912087913
2025-01-19,0.4945054945054945
2025-01-20,0.6593406593406593
2025-01-21,0.7252747252747253
2025-01-22,0.5934065934065934
2025-01-23,0.6593406593406593
2025-01-24,0.46153846153846156
2025-01-25,0.4285714285714286
2025-01-26,0.39560439560439564
2025-01-27,0.39560439560439564
2025-01-28,0.8241758241758242
2025-01-29,0.5604395604395604
2025-01-30,0.46153846153846156
2025-01-31,0.32967032967032966
2025-02-01,0.32967032967032966
2025-02-02,0.3626373626373626
2025-02-03,0.3626373626373626
2025-02-04,0.4285714285714286
2025-02-05,0.4945054945054945
2025-02-06,0.4945054945054945
2025-02-07,0.39560439560439564
2025-02-08,0.32967032967032966
2025-02-09,0.39560439560439564
2025-02-10,0.5274725274725275
2025-02-11,0.6923076923076923
2025-02-12,0.5604395604395604
2025-02-13,0.5604395604395604
2025-02-14,0.4285714285714286
2025-02-15,0.5604395604395604
2025-02-16,0.46153846153846156
2025-02-17,0.46153846153846156
2025-02-18,0.6593406593406593
2025-02-19,0.6593406593406593
2025-02-20,0.5604395604395604
2025-02-21,0.4285714285714286
2025-02-22,0.2967032967032967
2025-02-23,0.39560439560439564
2025-02-24,0.4945054945054945
2025-02-25,0.6593406593406593
2025-02-26,0.7252747252747253
2025-02-27,0.5934065934065934
2025-02-28,0.5274725274725275
2025-03-01,0.3626373626373626
2025-03-02,0.32967032967032966
2025-03-03,0.46153846153846156
2025-03-04,2.2747252747252746
2025-03-05,0.5604395604395604
2025-03-06,0.46153846153846156
2025-03-07,0.8241758241758242
2025-03-08,0.7252747252747253
2025-03-09,0.4945054945054945
2025-03-10,0.5274725274725275
2025-03-11,0.6593406593406593
2025-03-12,0.6593406593406593
2025-03-13,0.6263736263736264
2025-03-14,0.4285714285714286
2025-03-15,0.3626373626373626
2025-03-16,0.3626373626373626
2025-03-17,0.4945054945054945
2025-03-18,0.5274725274725275
2025-03-19,0.4945054945054945
2025-03-20,0.6263736263736264
2025-03-21,0.8901098901098902
2025-03-22,0.46153846153846156
2025-03-23,0.46153846153846156
2025-03-24,0.46153846153846156
2025-03-25,0.4285714285714286
2025-03-26,0.4285714285714286
2025-03-27,0.4945054945054945
2025-03-28,0.3626373626373626
2025-03-29,0.32967032967032966
2025-03-30,0.2967032967032967
2025-03-31,0.39560439560439564
2025-04-01,0.39560439560439564
2025-04-02,0.39560439560439564
2025-04-03,0.4285714285714286
2025-04-04,0.32967032967032966
2025-04-05,0.2967032967032967
2025-04-06,0.26373626373626374
2025-04-07,0.39560439560439564
2025-04-08,0.3626373626373626
2025-04-09,0.32967032967032966
2025-04-10,0.3626373626373626
2025-04-11,0.39560439560439564
2025-04-12,0.26373626373626374
2025-04-13,0.26373626373626374
2025-04-14,0.4285714285714286
2025-04-15,0.44963911827817155
2025-04-16,0.46953638077898435
2025-04-17,0.3967748228103258
2025-04-18,0.3240132648416672
2025-04-19,0.2876324858573379
2025-04-20,0.23476819038949218
2025-04-21,0.5587814552311594
2025-04-22,1.299466805383965
2025-04-23,1.064698614994473
2025-04-24,0.8299304246049808
2025-04-25,0.5587814552311594
2025-04-26,0.43315560179465507
2025-04-27,0.3967748228103258
2025-04-28,0.5587814552311594
2025-04-29,0.5587814552311594
2025-04-30,0.48601989726250083
2025-05-01,0.43315560179465507
2025-05-02,0.43315560179465507
2025-05-03,0.3603940438259965
2025-05-04,0.3603940438259965
2025-05-05,0.6844073086676636
2025-05-06,0.48601989726250083
2025-05-07,0.3967748228103258
2025-05-08,0.3967748228103258
2025-05-09,0.3603940438259965
2025-05-10,0.3075297483581507
2025-05-11,0.23476819038949218
2025-05-12,0.34391052734248
2025-05-13,0.43315560179465507
2025-05-14,0.48601989726250083
2025-05-15,0.3979452500162559
2025-05-16,0.5173288250211328
2025-05-17,0.23876715000975357
2025-05-18,0.27856167501137913
2025-05-19,0.35815072501463036
2025-05-20,0.31835620001300474
2025-05-21,0.3979452500162559
2025-05-22,0.4377397750178815
2025-05-23,0.3979452500162559
2025-05-24,0.27856167501137913
2025-05-25,0.23876715000975357
2025-05-26,0.23876715000975357
2025-05-27,0.3979452500162559
2025-05-28,0.35815072501463036
2025-05-29,0.35815072501463036
2025-05-30,0.31835620001300474
2025-05-31,0.27856167501137913
2025-06-01,0.23876715000975357
2025-06-02,0.35815072501463036
2025-06-03,0.3979452500162559
2025-06-04,0.35815072501463036
2025-06-05,0.27856167501137913
2025-06-06,0.23876715000975357
2025-06-07,0.19897262500812796
2025-06-08,0.19897262500812796
2025-06-09,0.31835620001300474
2025-06-10,0.35815072501463036
2025-06-11,0.31835620001300474
2025-06-12,0.31835620001300474
2025-06-13,0.27856167501137913
2025-06-14,0.19897262500812796
2025-06-15,0.3979452500162559
2025-06-16,1.1540412250471421
2025-06-17,0.47753430001950714
2025-06-18,0.47753430001950714
2025-06-19,0.47753430001950714
2025-06-20,0.3979452500162559
2025-06-21,0.35815072501463036
2025-06-22,0.23876715000975357
2025-06-23,0.35815072501463036
2025-06-24,0.35815072501463036
2025-06-25,0.31835620001300474
2025-06-26,0.3979452500162559
2025-06-27,0.35815072501463036
2025-06-28,0.27856167501137913
2025-06-29,0.31835620001300474
2025-06-30,0.3979452500162559
2025-07-01,0.4377397750178815
2025-07-02,0.4377397750178815
2025-07-03,0.47753430001950714
2025-07-04,0.5571233500227583
2025-07-05,0.35815072501463036
2025-07-06,0.27856167501137913
2025-07-07,0.3979452500162559
2025-07-08,2.5866441251056633
2025-07-09,0.5173288250211328
2025-07-10,0.5173288250211328
2025-07-11,0.4377397750178815
2025-07-12,0.27856167501137913
2025-07-13,0.875479550035763
2025-07-14,0.7163014500292607
2025-07-15,0.5571233500227583
2025-07-16,0.47753430001950714
2025-07-17,0.5173288250211328
2025-07-18,0.35815072501463036
2025-07-19,0.27856167501137913
2025-07-20,0.27856167501137913
2025-07-21,1.472397425060147
2025-07-22,3.979452500162559
2025-07-23,0.9948631250406398
2025-07-24,0.5173288250211328
2025-07-25,0.4377397750178815
2025-07-26,0.3979452500162559
2025-07-27,0.31835620001300474
2025-07-28,0.4377397750178815
2025-07-29,0.47753430001950714
2025-07-30,0.5969178750243839
2025-07-31,1.1142467000455165
2025-08-01,0.875479550035763
2025-08-02,0.4377397750178815
2025-08-03,0.35815072501463036
2025-08-04,0.5571233500227583
2025-08-05,0.47753430001950714
2025-08-06,0.4377397750178815
2025-08-07,0.5969178750243839
2025-08-08,0.5173288250211328
2025-08-09,0.35815072501463036
2025-08-10,0.31835620001300474
2025-08-11,0.31835620001300474
2025-08-12,0.3979452500162559
2025-08-13,0.3979452500162559
2025-08-14,0.4377397750178815
2025-08-15,0.3979452500162559
2025-08-16,0.31835620001300474
2025-08-17,0.27856167501137913
2025-08-18,0.3979452500162559
2025-08-19,0.35815072501463036
2025-08-20,0.35815072501463036
2025-08-21,0.35815072501463036
2025-08-22,0.35815072501463036
2025-08-23,0.27856167501137913
2025-08-24,0.31835620001300474
2025-08-25,0.23876715000975357
2025-08-26,0.31835620001300474
2025-08-27,0.3979452500162559
2025-08-28,0.31835620001300474
2025-08-29,0.31835620001300474
2025-08-30,0.23876715000975357
2025-08-31,0.19897262500812796
2025-09-01,0.19897262500812796
2025-09-02,0.31835620001300474
2025-09-03,0.31835620001300474
2025-09-04,0.35815072501463036
2025-09-05,0.27856167501137913
2025-09-06,0.27856167501137913
2025-09-07,0.19897262500812796
2025-09-08,0.31835620001300474
2025-09-09,0.27856167501137913
2025-09-10,0.27856167501137913
2025-09-11,0.23876715000975357
2025-09-12,0.19897262500812796
2025-09-13,0.19897262500812796
2025-09-14,0.19897262500812796
2025-09-15,0.23876715000975357
2025-09-16,0.31835620001300474
2025-09-17,0.31835620001300474
2025-09-18,0.31835620001300474
2025-09-19,0.27856167501137913
2025-09-20,0.19897262500812796
2025-09-21,0.23876715000975357
2025-09-22,0.23876715000975357
2025-09-23,0.27856167501137913
2025-09-24,0.23876715000975357
2025-09-25,0.31835620001300474
2025-09-26,0.27856167501137913
2025-09-27,0.19897262500812796
2025-09-28,0.19897262500812796
2025-09-29,0.31835620001300474
2025-09-30,0.23876715000975357
2025-10-01,0.27856167501137913
2025-10-02,0.3979452500162559
2025-10-03,0.27856167501137913
2025-10-04,0.6765069250276351
2025-10-05,0.31835620001300474
2025-10-06,0.31835620001300474
2025-10-07,0.31835620001300474
2025-10-08,0.47753430001950714
2025-10-09,1.6713700500682749
2025-10-10,0.5571233500227583
2025-10-11,0.3979452500162559
2025-10-12,0.27856167501137913
2025-10-13,0.4377397750178815
2025-10-14,0.3979452500162559
2025-10-15,0.3979452500162559
2025-10-16,0.3979452500162559
2025-10-17,0.27856167501137913
2025-10-18,0.4377397750178815
2025-10-19,0.27856167501137913
2025-10-20,0.7560959750308862
2025-10-21,3.8600689251576825
2025-10-22,2.9050003251186682
2025-10-23,1.9101372000780286
2025-10-24,1.074452175043891
2025-10-25,0.5571233500227583
2025-10-26,0.47753430001950714
2025-10-27,0.5571233500227583
2025-10-28,0.5571233500227583
2025-10-29,0.5969178750243839
2025-10-30,0.7163014500292607
2025-10-31,0.6765069250276351
2025-11-01,0.27856167501137913
2025-11-02,0.27856167501137913
2025-11-03,0.3979452500162559
2025-11-04,0.35815072501463036
2025-11-05,0.3979452500162559
2025-11-06,0.35815072501463036
2025-11-07,0.35815072501463036
2025-11-08,0.35815072501463036
2025-11-09,0.27856167501137913
2025-11-10,0.3979452500162559
2025-11-11,0.3979452500162559
2025-11-12,0.35815072501463036
2025-11-13,0.35815072501463036
2025-11-14,0.35815072501463036
2025-11-15,0.23876715000975357
2025-11-16,0.23876715000975357
2025-11-17,0.31835620001300474
2025-11-18,0.35815072501463036
2025-11-19,0.31835620001300474
2025-11-20,0.27856167501137913
2025-11-21,0.4377397750178815
2025-11-22,0.27856167501137913
2025-11-23,0.31835620001300474
2025-11-24,0.27856167501137913
2025-11-25,0.23876715000975357
2025-11-26,0.27856167501137913
2025-11-27,0.19897262500812796
2025-11-28,0.19897262500812796
2025-11-29,0.23876715000975357
2025-11-30,0.19897262500812796
2025-12-01,0.31835620001300474
2025-12-02,0.35815072501463036
2025-12-03,0.3979452500162559
2025-12-04,0.47753430001950714
2025-12-05,0.35815072501463036
2025-12-06,0.23876715000975357
2025-12-07,0.23876715000975357
2025-12-08,0.31835620001300474
2025-12-09,0.5173288250211328
2025-12-10,0.5571233500227583
2025-12-11,0.43250365330714136
2025-12-12,0.3225450973815969
2025-12-13,0.2775144506692311
2025-12-14,0.23248380395686533
2025-12-15,0.3225450973815969
2025-12-16,0.36757574409396276
2025-12-17,0.34244235988240973
2025-12-18,0.400039698700552
2025-12-19,0.2900811427750076
2025-12-20,0.24505049606264184
2025-12-21,0.15498920263791022
2025-12-22,0.24505049606264184
2025-12-23,0.3874730065947755
2025-12-24,0.400039698700552
2025-12-25,0.200019849350276
2025-12-26,0.3225450973815969
2025-12-27,0.3225450973815969
2025-12-28,0.26494775856345465
2025-12-29,0.43250365330714136
2025-12-30,0.43250365330714136
2025-12-31,0.2775144506692311
2026-01-01,0.200019849350276
2026-01-02,0.3550090519881862
2026-01-03,0.30997840527582043
2026-01-04,0.2775144506692311
2026-01-05,0.400039698700552
2026-01-06,0.5550289013384622
2026-01-07,0.47753430001950714
2026-01-08,0.47753430001950714
2026-01-09,0.44507034541291784
2026-01-10,0.3016006105386361
2026-01-11,0.3016006105386361
2026-01-12,0.45240091580795416
2026-01-13,0.4272675315964012
2026-01-14,0.4775343000195072
2026-01-15,0.3770007631732951
2026-01-16,0.3267339947501891
2026-01-17,0.3016006105386361
2026-01-18,0.22620045790397708
2026-01-19,0.2764672263270831
2026-01-20,0.35186737896174214
2026-01-21,0.3770007631732951
2026-01-22,0.35186737896174214
2026-01-23,0.3770007631732951
2026-01-24,0.22620045790397708
2026-01-25,0.22620045790397708
2026-01-26,0.3267339947501891
2026-01-27,0.3016006105386361
2026-01-28,0.4272675315964012
2026-01-29,0.40213414738484815
2026-01-30,0.3770007631732951
2026-01-31,0.3016006105386361
2026-02-01,0.3016006105386361
2026-02-02,0.40213414738484815
2026-02-03,0.35186737896174214
2026-02-04,0.35186737896174214
2026-02-05,0.40213414738484815
2026-02-06,0.35186737896174214
2026-02-07,0.2513338421155301
2026-02-08,0.2513338421155301
2026-02-09,0.2764672263270831
2026-02-10,0.35186737896174214
2026-02-11,0.3267339947501891
2026-02-12,0.3267339947501891
2026-02-13,0.35186737896174214
2026-02-14,0.2513338421155301
2026-02-15,0.2513338421155301
2026-02-16,0.35186737896174214
2026-02-17,0.40213414738484815
2026-02-18,0.40213414738484815
2026-02-19,0.35186737896174214
2026-02-20,0.4272675315964012
2026-02-21,0.35186737896174214
2026-02-22,0.3267339947501891
2026-02-23,0.3770007631732951
2026-02-24,0.40213414738484815
2026-02-25,0.45240091580795416
2026-02-26,0.5026676842310602
2026-02-27,0.40213414738484815
2026-02-28,0.2764672263270831
2026-03-01,0.35186737896174214
2026-03-02,0.40213414738484815
2026-03-03,0.4775343000195072
2026-03-04,0.45240091580795416
2026-03-05,0.3016006105386361
2026-03-06,0.3770007631732951
2026-03-07,0.3267339947501891
2026-03-08,0.2513338421155301
2026-03-09,0.35186737896174214
2026-03-10,0.45240091580795416
2026-03-11,0.5026676842310602
2026-03-12,0.3770007631732951
2026-03-13,0.3267339947501891
2026-03-14,0.2764672263270831
2026-03-15,0.22620045790397708
2026-03-16,0.35186737896174214
2026-03-17,0.45240091580795416
2026-03-18,0.4775343000195072
2026-03-19,0.4272675315964012
2026-03-20,0.40213414738484815
2026-03-21,0.35186737896174214
2026-03-22,0.3016006105386361
2026-03-23,0.4272675315964012
2026-03-24,0.4272675315964012
2026-03-25,0.35186737896174214
2026-03-26,0.35186737896174214
2026-03-27,0.35186737896174214
2026-03-28,0.3267339947501891
2026-03-29,0.40213414738484815
2026-03-30,0.3770007631732951
2026-03-31,0.4272675315964012
2026-04-01,0.5529344526541662
2026-04-02,0.6534679895003782
2026-04-03,0.4775343000195072
2026-04-04,0.2764672263270831
2026-04-05,0.3016006105386361
2026-04-06,0.4775343000195072
2026-04-07,0.5026676842310602
2026-04-08,0.4775343000195072
2026-04-09,0.35186737896174214
2026-04-10,0.3770007631732951
2026-04-11,0.22620045790397708
2026-04-12,0.22620045790397708
2026-04-13,0.35186737896174214
2026-04-14,0.40213414738484815
2026-04-15,0.6283346052888252
2026-04-16,0.7037347579234843
2026-04-17,0.3770007631732951
2026-04-18,0.3016006105386361
2026-04-19,0.2513338421155301
2026-04-20,0.3267339947501891
2026-04-21,0.3770007631732951
2026-04-22,0.3770007631732951
2026-04-23,0.35186737896174214
2026-04-24,0.3016006105386361
2026-04-25,0.22620045790397708
2026-04-26,0.2513338421155301
2026-04-27,0.35186737896174214
2026-04-28,0.3267339947501891
2026-04-29,0.40213414738484815
2026-04-30,0.35186737896174214
2026-05-01,0.3016006105386361
2026-05-02,0.2764672263270831
2026-05-03,0.2764672263270831
2026-05-04,2.513338421155301
2026-05-05,0.6534679895003782
2026-05-06,0.5780678368657192
2026-05-07,0.40213414738484815
2026-05-08,0.35186737896174214
2026-05-09,0.22620045790397708
2026-05-10,0.22620045790397708
2026-05-11,0.3267339947501891
2026-05-12,0.3770007631732951
2026-05-13,0.35186737896174214
2026-05-14,0.3770007631732951
2026-05-15,0.3770007631732951
2026-05-16,0.22620045790397708
2026-05-17,0.2513338421155301
2026-05-18,0.3267339947501891
2026-05-19,0.3770007631732951
2026-05-20,0.4272675315964012
2026-05-21,0.45240091580795416
2026-05-22,0.5529344526541662
2026-05-23,0.45240091580795416
2026-05-24,0.3770007631732951
2026-05-25,0.35186737896174214
2026-05-26,0.40213414738484815
2026-05-27,0.45240091580795416
2026-05-28,0.40213414738484815
2026-05-29,0.40213414738484815
2026-05-30,0.2764672263270831
2026-05-31,0.3016006105386361
