Time,moon knight
2025-06-25,32.0
2025-06-26,43.0
2025-06-27,50.0
2025-06-28,46.0
2025-06-29,43.0
2025-06-30,36.0
2025-07-01,32.0
2025-07-02,38.0
2025-07-03,43.0
2025-07-04,50.0
2025-07-05,46.0
2025-07-06,47.0
2025-07-07,37.0
2025-07-08,38.0
2025-07-09,40.0
2025-07-10,55.0
2025-07-11,87.0
2025-07-12,70.0
2025-07-13,65.0
2025-07-14,53.0
2025-07-15,49.0
2025-07-16,39.0
2025-07-17,52.0
2025-07-18,45.0
2025-07-19,44.0
2025-07-20,59.0
2025-07-21,51.0
2025-07-22,52.0
2025-07-23,56.0
2025-07-24,51.0
2025-07-25,48.0
2025-07-26,64.0
2025-07-27,66.0
2025-07-28,52.0
2025-07-29,64.0
2025-07-30,74.0
2025-07-31,68.0
2025-08-01,50.0
2025-08-02,61.0
2025-08-03,65.0
2025-08-04,61.0
2025-08-05,59.0
2025-08-06,61.0
2025-08-07,62.0
2025-08-08,54.0
2025-08-09,60.0
2025-08-10,65.0
2025-08-11,54.0
2025-08-12,57.0
2025-08-13,50.0
2025-08-14,50.0
2025-08-15,50.0
2025-08-16,62.0
2025-08-17,59.0
2025-08-18,51.0
2025-08-19,47.0
2025-08-20,45.0
2025-08-21,48.0
2025-08-22,50.0
2025-08-23,43.0
2025-08-24,55.0
2025-08-25,45.0
2025-08-26,45.0
2025-08-27,48.0
2025-08-28,41.0
2025-08-29,40.0
2025-08-30,51.0
2025-08-31,43.0
2025-09-01,46.0
2025-09-02,55.0
2025-09-03,53.0
2025-09-04,61.0
2025-09-05,54.0
2025-09-06,64.0
2025-09-07,66.0
2025-09-08,50.0
2025-09-09,41.0
2025-09-10,38.0
2025-09-11,43.0
2025-09-12,40.0
2025-09-13,48.0
2025-09-14,46.0
2025-09-15,44.0
2025-09-16,45.0
2025-09-17,45.0
2025-09-18,41.0
2025-09-19,45.0
2025-09-20,51.0
2025-09-21,50.0
2025-09-22,37.0
2025-09-23,49.0
2025-09-24,46.0
2025-09-25,71.0
2025-09-26,65.0
2025-09-27,72.0
2025-09-28,73.0
2025-09-29,57.0
2025-09-30,100.0
2025-10-01,67.0
2025-10-02,51.0
2025-10-03,53.0
2025-10-04,56.0
2025-10-05,62.0
2025-10-06,46.0
2025-10-07,47.0
2025-10-08,48.0
2025-10-09,47.0
2025-10-10,48.0
2025-10-11,58.0
2025-10-12,62.0
2025-10-13,50.0
2025-10-14,44.0
2025-10-15,50.0
2025-10-16,43.0
2025-10-17,46.0
2025-10-18,53.0
2025-10-19,52.0
2025-10-20,53.0
2025-10-21,53.0
2025-10-22,53.0
2025-10-23,52.0
2025-10-24,48.0
2025-10-25,55.0
2025-10-26,47.0
2025-10-27,48.0
2025-10-28,38.0
2025-10-29,39.0
2025-10-30,41.0
2025-10-31,56.0
2025-11-01,51.0
2025-11-02,38.0
2025-11-03,34.0
2025-11-04,33.0
2025-11-05,41.0
2025-11-06,51.0
2025-11-07,48.0
2025-11-08,61.0
2025-11-09,62.0
2025-11-10,50.0
2025-11-11,65.0
2025-11-12,49.0
2025-11-13,40.0
2025-11-14,38.0
2025-11-15,49.0
2025-11-16,56.0
2025-11-17,36.0
2025-11-18,38.0
2025-11-19,35.0
2025-11-20,41.0
2025-11-21,33.0
2025-11-22,44.0
2025-11-23,38.0
2025-11-24,40.0
2025-11-25,36.0
2025-11-26,40.0
2025-11-27,45.0
2025-11-28,45.0
2025-11-29,42.0
2025-11-30,47.0
2025-12-01,38.0
2025-12-02,33.0
2025-12-03,36.0
2025-12-04,50.0
2025-12-05,43.0
2025-12-06,41.0
2025-12-07,45.0
2025-12-08,39.0
2025-12-09,42.0
2025-12-10,34.0
2025-12-11,40.0
2025-12-12,48.0
2025-12-13,51.0
2025-12-14,37.5
2025-12-15,31.0
2025-12-16,38.0
2025-12-17,39.0
2025-12-18,34.0
2025-12-19,36.5
2025-12-20,51.0
2025-12-21,40.0
2025-12-22,30.5
2025-12-23,44.0
2025-12-24,48.0
2025-12-25,35.5
2025-12-26,46.0
2025-12-27,57.0
2025-12-28,42.0
2025-12-29,47.0
2025-12-30,44.0
2025-12-31,42.0
2026-01-01,55.0
2026-01-02,50.0
2026-01-03,49.0
2026-01-04,58.0
2026-01-05,37.5
2026-01-06,48.0
2026-01-07,47.5
2026-01-08,38.5
2026-01-09,39.5
2026-01-10,49.0
2026-01-11,54.0
2026-01-12,48.0
2026-01-13,43.0
2026-01-14,50.0
2026-01-15,54.0
2026-01-16,36.0
2026-01-17,54.0
2026-01-18,57.0
2026-01-19,55.0
2026-01-20,41.0
2026-01-21,45.0
2026-01-22,51.0
2026-01-23,52.0
2026-01-24,58.0
2026-01-25,51.0
2026-01-26,51.0
2026-01-27,59.0
2026-01-28,50.0
2026-01-29,45.0
2026-01-30,49.0
2026-01-31,70.0
2026-02-01,60.0
2026-02-02,49.0
2026-02-03,42.0
2026-02-04,47.0
2026-02-05,46.0
2026-02-06,46.0
2026-02-07,47.0
2026-02-08,48.0
2026-02-09,46.0
2026-02-10,46.0
2026-02-11,51.0
2026-02-12,54.0
2026-02-13,45.0
2026-02-14,51.0
2026-02-15,53.0
2026-02-16,53.0
2026-02-17,57.0
2026-02-18,48.0
2026-02-19,49.0
2026-02-20,52.0
2026-02-21,57.0
2026-02-22,58.0
2026-02-23,52.0
2026-02-24,46.0
2026-02-25,44.0
2026-02-26,40.0
2026-02-27,45.0
2026-02-28,50.0
2026-03-01,47.0
2026-03-02,42.0
2026-03-03,47.0
2026-03-04,41.0
2026-03-05,41.0
2026-03-06,38.0
2026-03-07,45.0
2026-03-08,49.0
2026-03-09,36.0
2026-03-10,38.0
2026-03-11,42.0
2026-03-12,34.0
2026-03-13,33.0
2026-03-14,43.0
2026-03-15,47.0
2026-03-16,36.0
2026-03-17,41.0
2026-03-18,46.0
2026-03-19,51.0
2026-03-20,45.0
2026-03-21,42.0
2026-03-22,55.0
2026-03-23,46.0
2026-03-24,48.0
2026-03-25,52.0
2026-03-26,46.0
2026-03-27,52.0
2026-03-28,45.0
2026-03-29,46.0
2026-03-30,52.0
2026-03-31,49.0
2026-04-01,53.0
2026-04-02,56.0
2026-04-03,55.0
2026-04-04,53.0
2026-04-05,63.0
2026-04-06,52.0
2026-04-07,49.0
2026-04-08,52.0
2026-04-09,50.0
2026-04-10,38.0
2026-04-11,44.0
2026-04-12,52.0
2026-04-13,38.0
2026-04-14,51.0
2026-04-15,49.0
2026-04-16,45.0
2026-04-17,47.0
2026-04-18,54.0
2026-04-19,61.0
2026-04-20,48.0
2026-04-21,56.0
2026-04-22,57.0
2026-04-23,73.0
2026-04-24,63.0
2026-04-25,96.0
2026-04-26,100.0
2026-04-27,75.0
2026-04-28,64.0
2026-04-29,65.0
2026-04-30,64.0
2026-05-01,56.0
2026-05-02,71.0
2026-05-03,81.0
2026-05-04,63.0
2026-05-05,57.0
2026-05-06,56.0
2026-05-07,45.0
2026-05-08,55.0
2026-05-09,56.0
2026-05-10,57.0
2026-05-11,48.0
2026-05-12,53.0
2026-05-13,83.0
2026-05-14,66.0
2026-05-15,51.0
2026-05-16,53.0
2026-05-17,54.0
2026-05-18,46.0
2026-05-19,54.0
2026-05-20,54.0
2026-05-21,43.0
2026-05-22,47.0
2026-05-23,53.0
2026-05-24,52.0
2026-05-25,48.0
2026-05-26,49.0
2026-05-27,50.0
2026-05-28,46.0
2026-05-29,42.0
2026-05-30,61.0
2026-05-31,73.0
