Time,tampa_bay_lightning
2024-10-30,2.7711482365420315
2024-10-31,4.81304693715195
2024-11-01,2.7711482365420315
2024-11-02,4.81304693715195
2024-11-03,3.937947494033413
2024-11-04,2.3335985149827634
2024-11-05,2.625298329355609
2024-11-06,2.7711482365420315
2024-11-07,2.7711482365420315
2024-11-08,4.958896844338372
2024-11-09,2.625298329355609
2024-11-10,1.7501988862370725
2024-11-11,1.4584990718642272
2024-11-12,2.041898700609918
2024-11-13,1.8960487934234953
2024-11-14,2.9169981437284545
2024-11-15,4.083797401219836
2024-11-16,3.062848050914877
2024-11-17,4.521347122779104
2024-11-18,1.8960487934234953
2024-11-19,2.7711482365420315
2024-11-20,4.375497215592682
2024-11-21,2.625298329355609
2024-11-22,3.937947494033413
2024-11-23,2.9169981437284545
2024-11-24,3.937947494033413
2024-11-25,2.9169981437284545
2024-11-26,4.375497215592682
2024-11-27,2.9169981437284545
2024-11-28,5.542296473084063
2024-11-29,3.937947494033413
2024-11-30,3.500397772474145
2024-12-01,4.083797401219836
2024-12-02,1.7501988862370725
2024-12-03,2.041898700609918
2024-12-04,1.6043489790506498
2024-12-05,2.041898700609918
2024-12-06,4.083797401219836
2024-12-07,2.041898700609918
2024-12-08,3.3545478652877225
2024-12-09,2.041898700609918
2024-12-10,2.479448422169186
2024-12-11,3.7920975868469906
2024-12-12,2.041898700609918
2024-12-13,3.937947494033413
2024-12-14,2.625298329355609
2024-12-15,5.250596658711218
2024-12-16,2.3335985149827634
2024-12-17,3.3545478652877225
2024-12-18,4.667197029965527
2024-12-19,2.9169981437284545
2024-12-20,4.521347122779104
2024-12-21,2.9169981437284545
2024-12-22,5.104746751524795
2024-12-23,3.2086979581012995
2024-12-24,4.375497215592682
2024-12-25,2.3335985149827634
2024-12-26,2.3335985149827634
2024-12-27,2.479448422169186
2024-12-28,3.7920975868469906
2024-12-29,8.167594802439671
2024-12-30,3.3545478652877225
2024-12-31,2.041898700609918
2025-01-01,2.041898700609918
2025-01-02,2.041898700609918
2025-01-03,3.937947494033413
2025-01-04,3.062848050914877
2025-01-05,4.083797401219836
2025-01-06,3.500397772474145
2025-01-07,2.7711482365420315
2025-01-08,4.375497215592682
2025-01-09,2.7711482365420315
2025-01-10,4.521347122779104
2025-01-11,2.479448422169186
2025-01-12,4.81304693715195
2025-01-13,3.7920975868469906
2025-01-14,2.3335985149827634
2025-01-15,4.375497215592682
2025-01-16,2.9169981437284545
2025-01-17,4.375497215592682
2025-01-18,3.6462476796605676
2025-01-19,4.81304693715195
2025-01-20,2.479448422169186
2025-01-21,4.083797401219836
2025-01-22,3.6462476796605676
2025-01-23,1.8960487934234953
2025-01-24,3.062848050914877
2025-01-25,6.125696101829754
2025-01-26,4.229647308406259
2025-01-27,2.625298329355609
2025-01-28,3.062848050914877
2025-01-29,3.7920975868469906
2025-01-30,2.3335985149827634
2025-01-31,3.500397772474145
2025-02-01,3.6462476796605676
2025-02-02,4.521347122779104
2025-02-03,1.8960487934234953
2025-02-04,2.479448422169186
2025-02-05,4.375497215592682
2025-02-06,2.7711482365420315
2025-02-07,3.7920975868469906
2025-02-08,5.542296473084063
2025-02-09,4.958896844338372
2025-02-10,1.7501988862370725
2025-02-11,1.7501988862370725
2025-02-12,1.6043489790506498
2025-02-13,1.6043489790506498
2025-02-14,1.1667992574913817
2025-02-15,1.8960487934234953
2025-02-16,2.3335985149827634
2025-02-17,1.4584990718642272
2025-02-18,1.3126491646778045
2025-02-19,1.4584990718642272
2025-02-20,1.3126491646778045
2025-02-21,3.500397772474145
2025-02-22,2.041898700609918
2025-02-23,4.375497215592682
2025-02-24,3.7920975868469906
2025-02-25,2.9169981437284545
2025-02-26,5.979846194643331
2025-02-27,3.062848050914877
2025-02-28,4.521347122779104
2025-03-01,5.250596658711218
2025-03-02,3.2086979581012995
2025-03-03,3.062848050914877
2025-03-04,4.958896844338372
2025-03-05,6.417395916202599
2025-03-06,5.104746751524795
2025-03-07,8.459294616812517
2025-03-08,7.584195173693981
2025-03-09,2.625298329355609
2025-03-10,2.625298329355609
2025-03-11,2.9169981437284545
2025-03-12,4.375497215592682
2025-03-13,2.625298329355609
2025-03-14,3.3545478652877225
2025-03-15,3.3545478652877225
2025-03-16,4.375497215592682
2025-03-17,3.3545478652877225
2025-03-18,3.6462476796605676
2025-03-19,2.041898700609918
2025-03-20,2.479448422169186
2025-03-21,3.500397772474145
2025-03-22,4.521347122779104
2025-03-23,3.6462476796605676
2025-03-24,3.6462476796605676
2025-03-25,3.3545478652877225
2025-03-26,3.500397772474145
2025-03-27,3.3545478652877225
2025-03-28,4.81304693715195
2025-03-29,6.125696101829754
2025-03-30,3.3545478652877225
2025-03-31,1.8960487934234953
2025-04-01,3.2086979581012995
2025-04-02,4.521347122779104
2025-04-03,3.3545478652877225
2025-04-04,3.500397772474145
2025-04-05,3.7920975868469906
2025-04-06,4.521347122779104
2025-04-07,3.062848050914877
2025-04-08,3.937947494033413
2025-04-09,4.229647308406259
2025-04-10,4.229647308406259
2025-04-11,3.7920975868469906
2025-04-12,5.250596658711218
2025-04-13,4.667197029965527
2025-04-14,4.229647308406259
2025-04-15,4.958896844338372
2025-04-16,7.00079554494829
2025-04-17,4.81304693715195
2025-04-18,4.958896844338372
2025-04-19,3.500397772474145
2025-04-20,3.7920975868469906
2025-04-21,3.2086979581012995
2025-04-22,6.854945637761867
2025-04-23,14.439140811455848
2025-04-24,7.730045080880403
2025-04-25,9.188544152744631
2025-04-26,10.647043224608858
2025-04-27,6.125696101829754
2025-04-28,7.00079554494829
2025-04-29,12.543092018032354
2025-04-30,6.563245823389022
2025-05-01,14.58499071864227
2025-05-02,2.3335985149827634
2025-05-03,1.8960487934234953
2025-05-04,1.6043489790506498
2025-05-05,1.4584990718642272
2025-05-06,1.1667992574913817
2025-05-07,1.1667992574913817
2025-05-08,0.8750994431185363
2025-05-09,1.020949350304959
2025-05-10,1.6043489790506498
2025-05-11,1.1667992574913817
2025-05-12,1.020949350304959
2025-05-13,0.8750994431185363
2025-05-14,1.4584990718642272
2025-05-15,1.020949350304959
2025-05-16,1.020949350304959
2025-05-17,1.3126491646778045
2025-05-18,1.020949350304959
2025-05-19,1.020949350304959
2025-05-20,0.43754972155926813
2025-05-21,0.7292495359321136
2025-05-22,0.8750994431185363
2025-05-23,1.020949350304959
2025-05-24,1.1667992574913817
2025-05-25,0.8750994431185363
2025-05-26,1.020949350304959
2025-05-27,1.020949350304959
2025-05-28,0.8750994431185363
2025-05-29,1.3126491646778045
2025-05-30,1.020949350304959
2025-05-31,0.7292495359321136
2025-06-01,0.8750994431185363
2025-06-02,0.8750994431185363
2025-06-03,0.7292495359321136
2025-06-04,1.020949350304959
2025-06-05,0.8750994431185363
2025-06-06,1.020949350304959
2025-06-07,1.1667992574913817
2025-06-08,0.7292495359321136
2025-06-09,0.7292495359321136
2025-06-10,1.4584990718642272
2025-06-11,0.8750994431185363
2025-06-12,0.7292495359321136
2025-06-13,1.020949350304959
2025-06-14,0.8750994431185363
2025-06-15,1.020949350304959
2025-06-16,0.5833996287456908
2025-06-17,0.5833996287456908
2025-06-18,2.9169981437284545
2025-06-19,1.1667992574913817
2025-06-20,1.3126491646778045
2025-06-21,1.020949350304959
2025-06-22,0.8750994431185363
2025-06-23,0.8750994431185363
2025-06-24,1.1667992574913817
2025-06-25,1.3126491646778045
2025-06-26,1.020949350304959
2025-06-27,1.7501988862370725
2025-06-28,1.8960487934234953
2025-06-29,1.8960487934234953
2025-06-30,1.3126491646778045
2025-07-01,1.7501988862370725
2025-07-02,1.7501988862370725
2025-07-03,1.020949350304959
2025-07-04,0.7292495359321136
2025-07-05,1.1667992574913817
2025-07-06,0.8750994431185363
2025-07-07,1.020949350304959
2025-07-08,1.020949350304959
2025-07-09,1.3126491646778045
2025-07-10,1.1667992574913817
2025-07-11,0.43754972155926813
2025-07-12,1.1667992574913817
2025-07-13,0.8750994431185363
2025-07-14,1.1667992574913817
2025-07-15,0.8750994431185363
2025-07-16,2.3335985149827634
2025-07-17,1.4584990718642272
2025-07-18,1.1667992574913817
2025-07-19,1.020949350304959
2025-07-20,1.020949350304959
2025-07-21,1.1667992574913817
2025-07-22,0.8750994431185363
2025-07-23,1.020949350304959
2025-07-24,1.1667992574913817
2025-07-25,0.7292495359321136
2025-07-26,0.8750994431185363
2025-07-27,0.7292495359321136
2025-07-28,0.8750994431185363
2025-07-29,1.1667992574913817
2025-07-30,1.020949350304959
2025-07-31,1.020949350304959
2025-08-01,0.8750994431185363
2025-08-02,1.1667992574913817
2025-08-03,0.7292495359321136
2025-08-04,0.8750994431185363
2025-08-05,0.7292495359321136
2025-08-06,0.8750994431185363
2025-08-07,0.7292495359321136
2025-08-08,1.020949350304959
2025-08-09,0.8750994431185363
2025-08-10,1.020949350304959
2025-08-11,1.020949350304959
2025-08-12,1.020949350304959
2025-08-13,1.1667992574913817
2025-08-14,1.1667992574913817
2025-08-15,1.1667992574913817
2025-08-16,0.8750994431185363
2025-08-17,0.7292495359321136
2025-08-18,1.020949350304959
2025-08-19,1.1667992574913817
2025-08-20,1.020949350304959
2025-08-21,0.7292495359321136
2025-08-22,0.8750994431185363
2025-08-23,0.7292495359321136
2025-08-24,0.7292495359321136
2025-08-25,0.5833996287456908
2025-08-26,0.7292495359321136
2025-08-27,1.020949350304959
2025-08-28,0.8750994431185363
2025-08-29,0.7292495359321136
2025-08-30,1.020949350304959
2025-08-31,1.020949350304959
2025-09-01,1.020949350304959
2025-09-02,1.020949350304959
2025-09-03,1.020949350304959
2025-09-04,1.1667992574913817
2025-09-05,0.8750994431185363
2025-09-06,1.1667992574913817
2025-09-07,0.7292495359321136
2025-09-08,0.8750994431185363
2025-09-09,0.8750994431185363
2025-09-10,0.7292495359321136
2025-09-11,0.7292495359321136
2025-09-12,1.1667992574913817
2025-09-13,1.1667992574913817
2025-09-14,1.020949350304959
2025-09-15,1.1667992574913817
2025-09-16,1.1667992574913817
2025-09-17,1.020949350304959
2025-09-18,1.020949350304959
2025-09-19,1.6043489790506498
2025-09-20,1.4584990718642272
2025-09-21,1.1667992574913817
2025-09-22,2.479448422169186
2025-09-23,3.062848050914877
2025-09-24,2.479448422169186
2025-09-25,1.8960487934234953
2025-09-26,2.625298329355609
2025-09-27,4.083797401219836
2025-09-28,2.7711482365420315
2025-09-29,1.7501988862370725
2025-09-30,2.479448422169186
2025-10-01,2.9169981437284545
2025-10-02,2.9169981437284545
2025-10-03,3.6462476796605676
2025-10-04,3.062848050914877
2025-10-05,4.521347122779104
2025-10-06,3.2086979581012995
2025-10-07,4.521347122779104
2025-10-08,2.9169981437284545
2025-10-09,6.854945637761867
2025-10-10,6.709095730575445
2025-10-11,4.375497215592682
2025-10-12,5.688146380270486
2025-10-13,6.125696101829754
2025-10-14,3.937947494033413
2025-10-15,4.375497215592682
2025-10-16,2.625298329355609
2025-10-17,4.375497215592682
2025-10-18,5.688146380270486
2025-10-19,4.083797401219836
2025-10-20,2.041898700609918
2025-10-21,2.187748607796341
2025-10-22,2.625298329355609
2025-10-23,4.958896844338372
2025-10-24,4.958896844338372
2025-10-25,5.833996287456909
2025-10-26,6.563245823389022
2025-10-27,3.2086979581012995
2025-10-28,2.625298329355609
2025-10-29,3.937947494033413
2025-10-30,3.3545478652877225
2025-10-31,4.81304693715195
2025-11-01,2.479448422169186
2025-11-02,5.39644656589764
2025-11-03,2.9169981437284545
2025-11-04,2.479448422169186
2025-11-05,4.521347122779104
2025-11-06,2.625298329355609
2025-11-07,4.083797401219836
2025-11-08,4.229647308406259
2025-11-09,5.688146380270486
2025-11-10,2.625298329355609
2025-11-11,2.3335985149827634
2025-11-12,3.937947494033413
2025-11-13,4.81304693715195
2025-11-14,2.187748607796341
2025-11-15,4.375497215592682
2025-11-16,6.417395916202599
2025-11-17,3.3545478652877225
2025-11-18,3.937947494033413
2025-11-19,5.542296473084063
2025-11-20,3.7920975868469906
2025-11-21,6.417395916202599
2025-11-22,3.500397772474145
2025-11-23,5.250596658711218
2025-11-24,3.3545478652877225
2025-11-25,5.250596658711218
2025-11-26,3.6462476796605676
2025-11-27,5.250596658711218
2025-11-28,5.39644656589764
2025-11-29,5.542296473084063
2025-11-30,3.2086979581012995
2025-12-01,2.479448422169186
2025-12-02,3.062848050914877
2025-12-03,4.229647308406259
2025-12-04,3.6462476796605676
2025-12-05,5.39644656589764
2025-12-06,3.937947494033413
2025-12-07,5.688146380270486
2025-12-08,3.500397772474145
2025-12-09,5.979846194643331
2025-12-10,4.667197029965527
2025-12-11,3.98170246618934
2025-12-12,6.009016176080616
2025-12-13,6.009016176080616
2025-12-14,3.3545478652877225
2025-12-15,3.3545478652877225
2025-12-16,5.068284274728189
2025-12-17,3.040970564836914
2025-12-18,3.040970564836914
2025-12-19,4.3682047202333605
2025-12-20,3.668125165738531
2025-12-21,6.3955184301246355
2025-12-22,3.668125165738531
2025-12-23,5.381861575178998
2025-12-24,2.027313709891276
2025-12-25,1.7137364094404668
2025-12-26,2.9680456112437024
2025-12-27,3.59520021214532
2025-12-28,9.363564041368338
2025-12-29,5.3089366215857865
2025-12-30,2.6544683107928932
2025-12-31,3.7410501193317427
2026-01-01,4.054627419782552
2026-01-02,4.995359321134978
2026-01-03,5.936091222487405
2026-01-04,3.7410501193317427
2026-01-05,2.7273932643861047
2026-01-06,3.668125165738531
2026-01-07,6.322593476531425
2026-01-08,3.3545478652877225
2026-01-09,2.7273932643861047
2026-01-10,3.3545478652877225
2026-01-11,4.6963670114028115
2026-01-12,3.3545478652877225
2026-01-13,7.044550517104217
2026-01-14,7.044550517104217
2026-01-15,3.0190930787589503
2026-01-16,4.360912224874039
2026-01-17,8.050914876690534
2026-01-18,6.709095730575445
2026-01-19,3.3545478652877225
2026-01-20,3.3545478652877225
2026-01-21,5.702731370989128
2026-01-22,3.690002651816495
2026-01-23,3.690002651816495
2026-01-24,9.392734022805623
2026-01-25,6.709095730575445
2026-01-26,5.031821797931584
2026-01-27,7.044550517104217
2026-01-28,4.025457438345267
2026-01-29,5.031821797931584
2026-01-30,7.044550517104217
2026-01-31,5.031821797931584
2026-02-01,12.747281888093346
2026-02-02,25.49456377618669
2026-02-03,5.702731370989128
2026-02-04,9.057279236276852
2026-02-05,5.367276584460356
2026-02-06,10.734553168920712
2026-02-07,3.3545478652877225
2026-02-08,2.683638292230178
2026-02-09,2.3481835057014058
2026-02-10,2.3481835057014058
2026-02-11,1.6772739326438613
2026-02-12,2.3481835057014058
2026-02-13,2.0127287191726335
2026-02-14,2.3481835057014058
2026-02-15,2.3481835057014058
2026-02-16,1.341819146115089
2026-02-17,2.683638292230178
2026-02-18,2.0127287191726335
2026-02-19,1.6772739326438613
2026-02-20,2.0127287191726335
2026-02-21,1.6772739326438613
2026-02-22,4.6963670114028115
2026-02-23,2.683638292230178
2026-02-24,2.3481835057014058
2026-02-25,4.360912224874039
2026-02-26,8.721824449748079
2026-02-27,6.0381861575179006
2026-02-28,4.6963670114028115
2026-03-01,7.38000530363299
2026-03-02,3.3545478652877225
2026-03-03,4.025457438345267
2026-03-04,6.373640944046673
2026-03-05,4.6963670114028115
2026-03-06,8.386369663219305
2026-03-07,5.031821797931584
2026-03-08,10.063643595863168
2026-03-09,7.38000530363299
2026-03-10,5.702731370989128
2026-03-11,6.373640944046673
2026-03-12,5.031821797931584
2026-03-13,5.031821797931584
2026-03-14,4.6963670114028115
2026-03-15,5.702731370989128
2026-03-16,3.3545478652877225
2026-03-17,3.0190930787589503
2026-03-18,6.0381861575179006
2026-03-19,3.0190930787589503
2026-03-20,5.367276584460356
2026-03-21,3.690002651816495
2026-03-22,7.715460090161762
2026-03-23,5.367276584460356
2026-03-24,4.6963670114028115
2026-03-25,7.044550517104217
2026-03-26,5.031821797931584
2026-03-27,6.0381861575179006
2026-03-28,7.715460090161762
2026-03-29,8.386369663219305
2026-03-30,4.360912224874039
2026-03-31,4.6963670114028115
2026-04-01,5.702731370989128
2026-04-02,4.6963670114028115
2026-04-03,6.373640944046673
2026-04-04,8.386369663219305
2026-04-05,5.702731370989128
2026-04-06,5.702731370989128
2026-04-07,6.373640944046673
2026-04-08,5.702731370989128
2026-04-09,4.360912224874039
2026-04-10,6.709095730575445
2026-04-11,7.38000530363299
2026-04-12,4.360912224874039
2026-04-13,5.031821797931584
2026-04-14,8.386369663219305
2026-04-15,7.38000530363299
2026-04-16,8.050914876690534
2026-04-17,5.702731370989128
2026-04-18,5.702731370989128
2026-04-19,16.43728453990984
2026-04-20,14.424555820737208
2026-04-21,8.721824449748079
2026-04-22,21.469106337841424
2026-04-23,6.0381861575179006
2026-04-24,9.057279236276852
2026-04-25,17.443648899496157
2026-04-26,11.74091752850703
2026-04-27,16.43728453990984
2026-04-28,6.709095730575445
2026-04-29,11.070007955449483
2026-04-30,18.450013259082475
2026-05-01,10.734553168920712
2026-05-02,33.54547865287722
2026-05-03,31.19729514717582
2026-05-04,26.165473349244238
2026-05-05,3.690002651816495
2026-05-06,3.0190930787589503
2026-05-07,2.3481835057014058
2026-05-08,2.0127287191726335
2026-05-09,2.0127287191726335
2026-05-10,2.0127287191726335
2026-05-11,1.6772739326438613
2026-05-12,1.6772739326438613
2026-05-13,1.6772739326438613
2026-05-14,1.6772739326438613
2026-05-15,1.341819146115089
2026-05-16,1.341819146115089
2026-05-17,1.0063643595863168
2026-05-18,0.6709095730575445
2026-05-19,1.341819146115089
2026-05-20,1.0063643595863168
2026-05-21,1.0063643595863168
2026-05-22,1.341819146115089
2026-05-23,1.0063643595863168
2026-05-24,1.0063643595863168
2026-05-25,1.0063643595863168
2026-05-26,1.0063643595863168
2026-05-27,1.0063643595863168
2026-05-28,1.341819146115089
2026-05-29,1.0063643595863168
2026-05-30,1.0063643595863168
2026-05-31,1.0063643595863168
