Time,tampa bay lightning
2025-06-24,8.0
2025-06-25,9.0
2025-06-26,7.0
2025-06-27,12.0
2025-06-28,13.0
2025-06-29,13.0
2025-06-30,9.0
2025-07-01,12.0
2025-07-02,12.0
2025-07-03,7.0
2025-07-04,5.0
2025-07-05,8.0
2025-07-06,6.0
2025-07-07,7.0
2025-07-08,7.0
2025-07-09,9.0
2025-07-10,8.0
2025-07-11,3.0
2025-07-12,8.0
2025-07-13,6.0
2025-07-14,8.0
2025-07-15,6.0
2025-07-16,16.0
2025-07-17,10.0
2025-07-18,8.0
2025-07-19,7.0
2025-07-20,7.0
2025-07-21,8.0
2025-07-22,6.0
2025-07-23,7.0
2025-07-24,8.0
2025-07-25,5.0
2025-07-26,6.0
2025-07-27,5.0
2025-07-28,6.0
2025-07-29,8.0
2025-07-30,7.0
2025-07-31,7.0
2025-08-01,6.0
2025-08-02,8.0
2025-08-03,5.0
2025-08-04,6.0
2025-08-05,5.0
2025-08-06,6.0
2025-08-07,5.0
2025-08-08,7.0
2025-08-09,6.0
2025-08-10,7.0
2025-08-11,7.0
2025-08-12,7.0
2025-08-13,8.0
2025-08-14,8.0
2025-08-15,8.0
2025-08-16,6.0
2025-08-17,5.0
2025-08-18,7.0
2025-08-19,8.0
2025-08-20,7.0
2025-08-21,5.0
2025-08-22,6.0
2025-08-23,5.0
2025-08-24,5.0
2025-08-25,4.0
2025-08-26,5.0
2025-08-27,7.0
2025-08-28,6.0
2025-08-29,5.0
2025-08-30,7.0
2025-08-31,7.0
2025-09-01,7.0
2025-09-02,7.0
2025-09-03,7.0
2025-09-04,8.0
2025-09-05,6.0
2025-09-06,8.0
2025-09-07,5.0
2025-09-08,6.0
2025-09-09,6.0
2025-09-10,5.0
2025-09-11,5.0
2025-09-12,8.0
2025-09-13,8.0
2025-09-14,7.0
2025-09-15,8.0
2025-09-16,8.0
2025-09-17,7.0
2025-09-18,7.0
2025-09-19,11.0
2025-09-20,10.0
2025-09-21,8.0
2025-09-22,17.0
2025-09-23,21.0
2025-09-24,17.0
2025-09-25,13.0
2025-09-26,18.0
2025-09-27,28.0
2025-09-28,19.0
2025-09-29,12.0
2025-09-30,17.0
2025-10-01,20.0
2025-10-02,20.0
2025-10-03,25.0
2025-10-04,21.0
2025-10-05,31.0
2025-10-06,22.0
2025-10-07,31.0
2025-10-08,20.0
2025-10-09,47.0
2025-10-10,46.0
2025-10-11,30.0
2025-10-12,39.0
2025-10-13,42.0
2025-10-14,27.0
2025-10-15,30.0
2025-10-16,18.0
2025-10-17,30.0
2025-10-18,39.0
2025-10-19,28.0
2025-10-20,14.0
2025-10-21,15.0
2025-10-22,18.0
2025-10-23,34.0
2025-10-24,34.0
2025-10-25,40.0
2025-10-26,45.0
2025-10-27,22.0
2025-10-28,18.0
2025-10-29,27.0
2025-10-30,23.0
2025-10-31,33.0
2025-11-01,17.0
2025-11-02,37.0
2025-11-03,20.0
2025-11-04,17.0
2025-11-05,31.0
2025-11-06,18.0
2025-11-07,28.0
2025-11-08,29.0
2025-11-09,39.0
2025-11-10,18.0
2025-11-11,16.0
2025-11-12,27.0
2025-11-13,33.0
2025-11-14,15.0
2025-11-15,30.0
2025-11-16,44.0
2025-11-17,23.0
2025-11-18,27.0
2025-11-19,38.0
2025-11-20,26.0
2025-11-21,44.0
2025-11-22,24.0
2025-11-23,36.0
2025-11-24,23.0
2025-11-25,36.0
2025-11-26,25.0
2025-11-27,36.0
2025-11-28,37.0
2025-11-29,38.0
2025-11-30,22.0
2025-12-01,17.0
2025-12-02,21.0
2025-12-03,29.0
2025-12-04,25.0
2025-12-05,37.0
2025-12-06,27.0
2025-12-07,39.0
2025-12-08,24.0
2025-12-09,41.0
2025-12-10,32.0
2025-12-11,19.5
2025-12-12,29.5
2025-12-13,29.5
2025-12-14,16.5
2025-12-15,16.5
2025-12-16,25.0
2025-12-17,15.0
2025-12-18,15.0
2025-12-19,21.5
2025-12-20,18.0
2025-12-21,31.5
2025-12-22,18.0
2025-12-23,26.5
2025-12-24,10.0
2025-12-25,8.5
2025-12-26,14.5
2025-12-27,17.5
2025-12-28,46.0
2025-12-29,26.0
2025-12-30,13.0
2025-12-31,18.5
2026-01-01,20.0
2026-01-02,24.5
2026-01-03,29.0
2026-01-04,18.5
2026-01-05,13.5
2026-01-06,18.0
2026-01-07,31.0
2026-01-08,16.5
2026-01-09,13.5
2026-01-10,10.0
2026-01-11,14.0
2026-01-12,10.0
2026-01-13,21.0
2026-01-14,21.0
2026-01-15,9.0
2026-01-16,13.0
2026-01-17,24.0
2026-01-18,20.0
2026-01-19,10.0
2026-01-20,10.0
2026-01-21,17.0
2026-01-22,11.0
2026-01-23,11.0
2026-01-24,28.0
2026-01-25,20.0
2026-01-26,15.0
2026-01-27,21.0
2026-01-28,12.0
2026-01-29,15.0
2026-01-30,21.0
2026-01-31,15.0
2026-02-01,38.0
2026-02-02,76.0
2026-02-03,17.0
2026-02-04,27.0
2026-02-05,16.0
2026-02-06,32.0
2026-02-07,10.0
2026-02-08,8.0
2026-02-09,7.0
2026-02-10,7.0
2026-02-11,5.0
2026-02-12,7.0
2026-02-13,6.0
2026-02-14,7.0
2026-02-15,7.0
2026-02-16,4.0
2026-02-17,8.0
2026-02-18,6.0
2026-02-19,5.0
2026-02-20,6.0
2026-02-21,5.0
2026-02-22,14.0
2026-02-23,8.0
2026-02-24,7.0
2026-02-25,13.0
2026-02-26,26.0
2026-02-27,18.0
2026-02-28,14.0
2026-03-01,22.0
2026-03-02,10.0
2026-03-03,12.0
2026-03-04,19.0
2026-03-05,14.0
2026-03-06,25.0
2026-03-07,15.0
2026-03-08,30.0
2026-03-09,22.0
2026-03-10,17.0
2026-03-11,19.0
2026-03-12,15.0
2026-03-13,15.0
2026-03-14,14.0
2026-03-15,17.0
2026-03-16,10.0
2026-03-17,9.0
2026-03-18,18.0
2026-03-19,9.0
2026-03-20,16.0
2026-03-21,11.0
2026-03-22,23.0
2026-03-23,16.0
2026-03-24,14.0
2026-03-25,21.0
2026-03-26,15.0
2026-03-27,18.0
2026-03-28,23.0
2026-03-29,25.0
2026-03-30,13.0
2026-03-31,14.0
2026-04-01,17.0
2026-04-02,14.0
2026-04-03,19.0
2026-04-04,25.0
2026-04-05,17.0
2026-04-06,17.0
2026-04-07,19.0
2026-04-08,17.0
2026-04-09,13.0
2026-04-10,20.0
2026-04-11,22.0
2026-04-12,13.0
2026-04-13,15.0
2026-04-14,25.0
2026-04-15,22.0
2026-04-16,24.0
2026-04-17,17.0
2026-04-18,17.0
2026-04-19,49.0
2026-04-20,43.0
2026-04-21,26.0
2026-04-22,64.0
2026-04-23,18.0
2026-04-24,27.0
2026-04-25,52.0
2026-04-26,35.0
2026-04-27,49.0
2026-04-28,20.0
2026-04-29,33.0
2026-04-30,55.0
2026-05-01,32.0
2026-05-02,100.0
2026-05-03,93.0
2026-05-04,78.0
2026-05-05,11.0
2026-05-06,9.0
2026-05-07,7.0
2026-05-08,6.0
2026-05-09,6.0
2026-05-10,6.0
2026-05-11,5.0
2026-05-12,5.0
2026-05-13,5.0
2026-05-14,5.0
2026-05-15,4.0
2026-05-16,4.0
2026-05-17,3.0
2026-05-18,2.0
2026-05-19,4.0
2026-05-20,3.0
2026-05-21,3.0
2026-05-22,4.0
2026-05-23,3.0
2026-05-24,3.0
2026-05-25,3.0
2026-05-26,3.0
2026-05-27,3.0
2026-05-28,4.0
2026-05-29,3.0
2026-05-30,3.0
2026-05-31,3.0
