Time,usps tracking
2025-06-25,60.0
2025-06-26,63.0
2025-06-27,68.0
2025-06-28,51.0
2025-06-29,37.0
2025-06-30,67.0
2025-07-01,64.0
2025-07-02,63.0
2025-07-03,62.0
2025-07-04,38.0
2025-07-05,53.0
2025-07-06,35.0
2025-07-07,66.0
2025-07-08,62.0
2025-07-09,61.0
2025-07-10,62.0
2025-07-11,65.0
2025-07-12,57.0
2025-07-13,37.0
2025-07-14,73.0
2025-07-15,69.0
2025-07-16,68.0
2025-07-17,70.0
2025-07-18,66.0
2025-07-19,50.0
2025-07-20,36.0
2025-07-21,67.0
2025-07-22,66.0
2025-07-23,62.0
2025-07-24,64.0
2025-07-25,63.0
2025-07-26,43.0
2025-07-27,33.0
2025-07-28,61.0
2025-07-29,54.0
2025-07-30,56.0
2025-07-31,57.0
2025-08-01,58.0
2025-08-02,42.0
2025-08-03,32.0
2025-08-04,65.0
2025-08-05,63.0
2025-08-06,56.0
2025-08-07,63.0
2025-08-08,54.0
2025-08-09,48.0
2025-08-10,33.0
2025-08-11,61.0
2025-08-12,57.0
2025-08-13,57.0
2025-08-14,60.0
2025-08-15,61.0
2025-08-16,45.0
2025-08-17,36.0
2025-08-18,60.0
2025-08-19,58.0
2025-08-20,51.0
2025-08-21,55.0
2025-08-22,54.0
2025-08-23,43.0
2025-08-24,31.0
2025-08-25,58.0
2025-08-26,52.0
2025-08-27,50.0
2025-08-28,51.0
2025-08-29,48.0
2025-08-30,36.0
2025-08-31,26.0
2025-09-01,30.0
2025-09-02,55.0
2025-09-03,48.0
2025-09-04,46.0
2025-09-05,43.0
2025-09-06,39.0
2025-09-07,29.0
2025-09-08,52.0
2025-09-09,50.0
2025-09-10,45.0
2025-09-11,45.0
2025-09-12,46.0
2025-09-13,36.0
2025-09-14,25.0
2025-09-15,46.0
2025-09-16,43.0
2025-09-17,38.0
2025-09-18,42.0
2025-09-19,40.0
2025-09-20,33.0
2025-09-21,25.0
2025-09-22,42.0
2025-09-23,42.0
2025-09-24,40.0
2025-09-25,42.0
2025-09-26,46.0
2025-09-27,36.0
2025-09-28,25.0
2025-09-29,47.0
2025-09-30,42.0
2025-10-01,41.0
2025-10-02,42.0
2025-10-03,43.0
2025-10-04,36.0
2025-10-05,26.0
2025-10-06,46.0
2025-10-07,42.0
2025-10-08,45.0
2025-10-09,46.0
2025-10-10,47.0
2025-10-11,37.0
2025-10-12,27.0
2025-10-13,37.0
2025-10-14,58.0
2025-10-15,47.0
2025-10-16,47.0
2025-10-17,50.0
2025-10-18,38.0
2025-10-19,28.0
2025-10-20,52.0
2025-10-21,48.0
2025-10-22,45.0
2025-10-23,48.0
2025-10-24,47.0
2025-10-25,36.0
2025-10-26,26.0
2025-10-27,47.0
2025-10-28,43.0
2025-10-29,43.0
2025-10-30,42.0
2025-10-31,42.0
2025-11-01,32.0
2025-11-02,23.0
2025-11-03,39.0
2025-11-04,37.0
2025-11-05,39.0
2025-11-06,39.0
2025-11-07,38.0
2025-11-08,35.0
2025-11-09,24.0
2025-11-10,41.0
2025-11-11,37.0
2025-11-12,43.0
2025-11-13,40.0
2025-11-14,42.0
2025-11-15,38.0
2025-11-16,27.0
2025-11-17,47.0
2025-11-18,47.0
2025-11-19,44.0
2025-11-20,45.0
2025-11-21,45.0
2025-11-22,38.0
2025-11-23,30.0
2025-11-24,50.0
2025-11-25,51.0
2025-11-26,47.0
2025-11-27,27.0
2025-11-28,38.0
2025-11-29,38.0
2025-11-30,30.0
2025-12-01,50.0
2025-12-02,56.0
2025-12-03,58.0
2025-12-04,62.0
2025-12-05,63.0
2025-12-06,61.0
2025-12-07,40.0
2025-12-08,70.0
2025-12-09,77.0
2025-12-10,72.0
2025-12-11,74.0
2025-12-12,78.0
2025-12-13,71.0
2025-12-14,46.0
2025-12-15,81.0
2025-12-16,88.0
2025-12-17,86.0
2025-12-18,91.0
2025-12-19,91.0
2025-12-20,82.0
2025-12-21,64.0
2025-12-22,100.0
2025-12-23,95.0
2025-12-24,82.0
2025-12-25,34.0
2025-12-26,52.0
2025-12-27,44.0
2025-12-28,34.0
2025-12-29,60.0
2025-12-30,52.0
2025-12-31,45.0
2026-01-01,28.0
2026-01-02,46.0
2026-01-03,41.0
2026-01-04,34.0
2026-01-05,51.0
2026-01-06,51.0
2026-01-07,49.0
2026-01-08,53.0
2026-01-09,53.0
2026-01-10,42.0
2026-01-11,31.0
2026-01-12,51.0
2026-01-13,48.0
2026-01-14,47.0
2026-01-15,44.0
2026-01-16,44.0
2026-01-17,37.0
2026-01-18,25.0
2026-01-19,33.0
2026-01-20,52.0
2026-01-21,52.0
2026-01-22,45.0
2026-01-23,44.0
2026-01-24,37.0
2026-01-25,26.0
2026-01-26,44.0
2026-01-27,54.0
2026-01-28,52.0
2026-01-29,60.0
2026-01-30,59.0
2026-01-31,47.0
2026-02-01,33.0
2026-02-02,58.0
2026-02-03,54.0
2026-02-04,53.0
2026-02-05,59.0
2026-02-06,55.0
2026-02-07,45.0
2026-02-08,29.0
2026-02-09,47.0
2026-02-10,50.0
2026-02-11,54.0
2026-02-12,52.0
2026-02-13,51.0
2026-02-14,38.0
2026-02-15,27.0
2026-02-16,37.0
2026-02-17,53.0
2026-02-18,44.0
2026-02-19,42.0
2026-02-20,42.0
2026-02-21,36.0
2026-02-22,25.0
2026-02-23,46.0
2026-02-24,48.0
2026-02-25,45.0
2026-02-26,46.0
2026-02-27,47.0
2026-02-28,39.0
2026-03-01,30.0
2026-03-02,49.0
2026-03-03,53.0
2026-03-04,50.0
2026-03-05,51.0
2026-03-06,53.0
2026-03-07,44.0
2026-03-08,31.0
2026-03-09,56.0
2026-03-10,53.0
2026-03-11,51.0
2026-03-12,53.0
2026-03-13,54.0
2026-03-14,44.0
2026-03-15,30.0
2026-03-16,53.0
2026-03-17,53.0
2026-03-18,52.0
2026-03-19,52.0
2026-03-20,47.0
2026-03-21,41.0
2026-03-22,29.0
2026-03-23,50.0
2026-03-24,49.0
2026-03-25,51.0
2026-03-26,50.0
2026-03-27,48.0
2026-03-28,39.0
2026-03-29,30.0
2026-03-30,54.0
2026-03-31,51.0
2026-04-01,47.0
2026-04-02,50.0
2026-04-03,45.0
2026-04-04,36.0
2026-04-05,26.0
2026-04-06,50.0
2026-04-07,42.0
2026-04-08,43.0
2026-04-09,41.0
2026-04-10,42.0
2026-04-11,36.0
2026-04-12,26.0
2026-04-13,42.0
2026-04-14,41.0
2026-04-15,39.0
2026-04-16,41.0
2026-04-17,38.0
2026-04-18,33.0
2026-04-19,25.0
2026-04-20,42.0
2026-04-21,41.0
2026-04-22,38.0
2026-04-23,41.0
2026-04-24,40.0
2026-04-25,33.0
2026-04-26,24.0
2026-04-27,40.0
2026-04-28,39.0
2026-04-29,40.0
2026-04-30,38.0
2026-05-01,36.0
2026-05-02,30.0
2026-05-03,24.0
2026-05-04,39.0
2026-05-05,39.0
2026-05-06,38.0
2026-05-07,39.0
2026-05-08,43.0
2026-05-09,37.0
2026-05-10,24.0
2026-05-11,40.0
2026-05-12,38.0
2026-05-13,39.0
2026-05-14,44.0
2026-05-15,37.0
2026-05-16,33.0
2026-05-17,28.0
2026-05-18,40.0
2026-05-19,38.0
2026-05-20,38.0
2026-05-21,40.0
2026-05-22,39.0
2026-05-23,34.0
2026-05-24,23.0
2026-05-25,24.0
2026-05-26,44.0
2026-05-27,38.0
2026-05-28,41.0
2026-05-29,39.0
2026-05-30,36.0
2026-05-31,24.0
