Time,drive
2023-10-07,66.21416880991349
2023-10-08,60.8454524199205
2023-10-09,75.16202945990179
2023-10-10,78.74117371989712
2023-10-11,76.95160158989945
2023-10-12,74.26724339490296
2023-10-13,75.16202945990179
2023-10-14,68.00374093991114
2023-10-15,60.8454524199205
2023-10-16,77.84638765489828
2023-10-17,79.63595978489595
2023-10-18,70.68809913490763
2023-10-19,79.63595978489595
2023-10-20,81.42553191489361
2023-10-21,63.52981061491699
2023-10-22,60.8454524199205
2023-10-23,76.05681552490063
2023-10-24,76.95160158989945
2023-10-25,74.26724339490296
2023-10-26,76.05681552490063
2023-10-27,74.26724339490296
2023-10-28,62.63502454991816
2023-10-29,55.476736029927515
2023-10-30,75.16202945990179
2023-10-31,74.26724339490296
2023-11-01,75.16202945990179
2023-11-02,74.26724339490296
2023-11-03,71.58288519990647
2023-11-04,63.52981061491699
2023-11-05,59.05588028992283
2023-11-06,74.26724339490296
2023-11-07,75.16202945990179
2023-11-08,76.05681552490063
2023-11-09,72.4776712649053
2023-11-10,72.4776712649053
2023-11-11,58.16109422492401
2023-11-12,58.16109422492401
2023-11-13,75.16202945990179
2023-11-14,76.05681552490063
2023-11-15,74.26724339490296
2023-11-16,79.63595978489595
2023-11-17,71.58288519990647
2023-11-18,65.31938274491465
2023-11-19,63.52981061491699
2023-11-20,76.05681552490063
2023-11-21,65.31938274491465
2023-11-22,63.52981061491699
2023-11-23,52.79237783493102
2023-11-24,59.05588028992283
2023-11-25,60.8454524199205
2023-11-26,60.8454524199205
2023-11-27,77.84638765489828
2023-11-28,76.05681552490063
2023-11-29,76.95160158989945
2023-11-30,74.26724339490296
2023-12-01,75.16202945990179
2023-12-02,67.10895487491231
2023-12-03,60.8454524199205
2023-12-04,75.16202945990179
2023-12-05,76.05681552490063
2023-12-06,76.05681552490063
2023-12-07,76.95160158989945
2023-12-08,74.26724339490296
2023-12-09,69.7933130699088
2023-12-10,66.21416880991349
2023-12-11,76.05681552490063
2023-12-12,81.42553191489361
2023-12-13,79.63595978489595
2023-12-14,72.4776712649053
2023-12-15,75.16202945990179
2023-12-16,65.31938274491465
2023-12-17,63.52981061491699
2023-12-18,69.7933130699088
2023-12-19,74.26724339490296
2023-12-20,75.16202945990179
2023-12-21,71.58288519990647
2023-12-22,69.69828200592924
2023-12-23,65.41416240396305
2023-12-24,55.57966839174363
2023-12-25,53.45658966306333
2023-12-26,64.147907595676
2023-12-27,68.841458085536
2023-12-28,67.98463416514277
2023-12-29,67.12781024474953
2023-12-30,61.577435834496285
2023-12-31,55.170237503849805
2024-01-01,54.72284447135039
2024-01-02,66.2709863243563
2024-01-03,74.39183249578926
2024-01-04,71.41192984671572
2024-01-05,70.9645368142163
2024-01-06,64.55733848356982
2024-01-07,59.006964073316574
2024-01-08,73.535008575396
2024-01-09,72.26875376710896
2024-01-10,76.96230425696896
2024-01-11,74.83922552828867
2024-01-12,74.39183249578926
2024-01-13,63.70051456317658
2024-01-14,60.72061191410305
2024-01-15,69.69828200592924
2024-01-16,75.6960494486819
2024-01-17,73.535008575396
2024-01-18,75.24865641618248
2024-01-19,74.83922552828867
2024-01-20,62.84369064278334
2024-01-21,60.59577140828561
2024-01-22,76.97300692403847
2024-01-23,76.97300692403847
2024-01-24,76.15414514825083
2024-01-25,72.87869804510025
2024-01-26,71.24097449352497
2024-01-27,62.23349495986089
2024-01-28,59.77690963249796
2024-01-29,72.87869804510025
2024-01-30,72.87869804510025
2024-01-31,74.51642159667554
2024-02-01,70.42211271773732
2024-02-02,71.24097449352497
2024-02-03,63.871218511436176
2024-02-04,60.59577140828561
2024-02-05,72.87869804510025
2024-02-06,72.87869804510025
2024-02-07,76.97300692403847
2024-02-08,73.6975598208879
2024-02-09,72.05983626931261
2024-02-10,60.59577140828561
2024-02-11,58.958047856710316
2024-02-12,67.14666561458675
2024-02-13,75.33528337246318
2024-02-14,76.15414514825083
2024-02-15,74.51642159667554
2024-02-16,74.51642159667554
2024-02-17,64.69008028722382
2024-02-18,66.32780383879911
2024-02-19,72.05983626931261
2024-02-20,75.33528337246318
2024-02-21,76.15414514825083
2024-02-22,76.15414514825083
2024-02-23,80.24845402718904
2024-02-24,72.87869804510025
2024-02-25,67.14666561458675
2024-02-26,79.4295922514014
2024-02-27,76.97300692403847
2024-02-28,77.79186869982611
2024-02-29,72.87869804510025
2024-03-01,75.33528337246318
2024-03-02,67.96552739037439
2024-03-03,65.50894206301146
2024-03-04,79.4295922514014
2024-03-05,74.51642159667554
2024-03-06,72.87869804510025
2024-03-07,71.24097449352497
2024-03-08,76.15414514825083
2024-03-09,66.32780383879911
2024-03-10,62.23349495986089
2024-03-11,72.87869804510025
2024-03-12,73.6975598208879
2024-03-13,75.33528337246318
2024-03-14,72.05983626931261
2024-03-15,71.24097449352497
2024-03-16,65.50894206301146
2024-03-17,65.50894206301146
2024-03-18,75.33528337246318
2024-03-19,74.51642159667554
2024-03-20,76.97300692403847
2024-03-21,71.24097449352497
2024-03-22,71.24097449352497
2024-03-23,66.32780383879911
2024-03-24,62.23349495986089
2024-03-25,71.24097449352497
2024-03-26,72.05983626931261
2024-03-27,73.6975598208879
2024-03-28,76.97300692403847
2024-03-29,67.96552739037439
2024-03-30,62.23349495986089
2024-03-31,58.958047856710316
2024-04-01,75.33528337246318
2024-04-02,73.6975598208879
2024-04-03,72.87869804510025
2024-04-04,73.6975598208879
2024-04-05,72.87869804510025
2024-04-06,68.78438916616204
2024-04-07,65.50894206301146
2024-04-08,77.79186869982611
2024-04-09,75.33528337246318
2024-04-10,76.15414514825083
2024-04-11,73.6975598208879
2024-04-12,77.79186869982611
2024-04-13,65.50894206301146
2024-04-14,64.69008028722382
2024-04-15,76.97300692403847
2024-04-16,75.33528337246318
2024-04-17,74.51642159667554
2024-04-18,77.79186869982611
2024-04-19,76.97300692403847
2024-04-20,67.96552739037439
2024-04-21,67.14666561458675
2024-04-22,81.06731580297668
2024-04-23,76.15414514825083
2024-04-24,75.33528337246318
2024-04-25,76.97300692403847
2024-04-26,71.24097449352497
2024-04-27,67.14666561458675
2024-04-28,66.32780383879911
2024-04-29,76.97300692403847
2024-04-30,75.33528337246318
2024-05-01,77.79186869982611
2024-05-02,71.24097449352497
2024-05-03,76.15414514825083
2024-05-04,64.69008028722382
2024-05-05,63.871218511436176
2024-05-06,76.15414514825083
2024-05-07,75.33528337246318
2024-05-08,72.87869804510025
2024-05-09,74.51642159667554
2024-05-10,75.33528337246318
2024-05-11,66.32780383879911
2024-05-12,63.05235673564854
2024-05-13,75.33528337246318
2024-05-14,76.97300692403847
2024-05-15,74.51642159667554
2024-05-16,76.15414514825083
2024-05-17,76.15414514825083
2024-05-18,71.24097449352497
2024-05-19,66.32780383879911
2024-05-20,73.6975598208879
2024-05-21,77.79186869982611
2024-05-22,76.15414514825083
2024-05-23,76.15414514825083
2024-05-24,76.97300692403847
2024-05-25,70.42211271773732
2024-05-26,68.78438916616204
2024-05-27,65.50894206301146
2024-05-28,75.33528337246318
2024-05-29,76.97300692403847
2024-05-30,76.97300692403847
2024-05-31,77.79186869982611
2024-06-01,72.05983626931261
2024-06-02,67.14666561458675
2024-06-03,76.15414514825083
2024-06-04,76.97300692403847
2024-06-05,77.79186869982611
2024-06-06,77.79186869982611
2024-06-07,80.24845402718904
2024-06-08,74.51642159667554
2024-06-09,67.96552739037439
2024-06-10,79.4295922514014
2024-06-11,78.61073047561376
2024-06-12,77.79186869982611
2024-06-13,76.15414514825083
2024-06-14,79.4295922514014
2024-06-15,77.79186869982611
2024-06-16,68.78438916616204
2024-06-17,81.06731580297668
2024-06-18,76.97300692403847
2024-06-19,76.15414514825083
2024-06-20,76.15414514825083
2024-06-21,74.51642159667554
2024-06-22,75.33528337246318
2024-06-23,67.14666561458675
2024-06-24,76.97300692403847
2024-06-25,80.24845402718904
2024-06-26,71.24097449352497
2024-06-27,80.24845402718904
2024-06-28,75.33528337246318
2024-06-29,71.24097449352497
2024-06-30,68.78438916616204
2024-07-01,81.88617757876433
2024-07-02,74.51642159667554
2024-07-03,73.6975598208879
2024-07-04,65.50894206301146
2024-07-05,75.33528337246318
2024-07-06,72.05983626931261
2024-07-07,67.96552739037439
2024-07-08,79.4295922514014
2024-07-09,75.33528337246318
2024-07-10,76.97300692403847
2024-07-11,79.4295922514014
2024-07-12,76.15414514825083
2024-07-13,72.05983626931261
2024-07-14,62.23349495986089
2024-07-15,74.51642159667554
2024-07-16,76.15414514825083
2024-07-17,76.15414514825083
2024-07-18,78.61073047561376
2024-07-19,77.79186869982611
2024-07-20,74.51642159667554
2024-07-21,68.78438916616204
2024-07-22,76.15414514825083
2024-07-23,77.79186869982611
2024-07-24,74.51642159667554
2024-07-25,77.79186869982611
2024-07-26,78.61073047561376
2024-07-27,73.6975598208879
2024-07-28,68.78438916616204
2024-07-29,76.15414514825083
2024-07-30,74.51642159667554
2024-07-31,73.6975598208879
2024-08-01,73.6975598208879
2024-08-02,74.51642159667554
2024-08-03,66.32780383879911
2024-08-04,66.32780383879911
2024-08-05,73.6975598208879
2024-08-06,70.42211271773732
2024-08-07,73.6975598208879
2024-08-08,73.6975598208879
2024-08-09,76.15414514825083
2024-08-10,68.78438916616204
2024-08-11,64.69008028722382
2024-08-12,79.4295922514014
2024-08-13,75.33528337246318
2024-08-14,78.61073047561376
2024-08-15,77.79186869982611
2024-08-16,77.79186869982611
2024-08-17,69.60325094194968
2024-08-18,64.69008028722382
2024-08-19,76.15414514825083
2024-08-20,76.15414514825083
2024-08-21,72.05983626931261
2024-08-22,77.79186869982611
2024-08-23,80.24845402718904
2024-08-24,70.42211271773732
2024-08-25,70.42211271773732
2024-08-26,79.4295922514014
2024-08-27,78.61073047561376
2024-08-28,76.15414514825083
2024-08-29,75.33528337246318
2024-08-30,77.79186869982611
2024-08-31,66.32780383879911
2024-09-01,67.14666561458675
2024-09-02,64.69008028722382
2024-09-03,76.97300692403847
2024-09-04,74.51642159667554
2024-09-05,74.51642159667554
2024-09-06,76.56357603614465
2024-09-07,62.23349495986089
2024-09-08,63.05235673564854
2024-09-09,74.10699070878172
2024-09-10,77.79186869982611
2024-09-11,72.87869804510025
2024-09-12,80.24845402718904
2024-09-13,73.6975598208879
2024-09-14,65.50894206301146
2024-09-15,58.958047856710316
2024-09-16,75.33528337246318
2024-09-17,77.79186869982611
2024-09-18,77.79186869982611
2024-09-19,74.51642159667554
2024-09-20,78.61073047561376
2024-09-21,67.14666561458675
2024-09-22,62.23349495986089
2024-09-23,76.15414514825083
