Time,young_thug
2024-09-18,3.652125247262025
2024-09-19,3.652125247262025
2024-09-20,3.652125247262025
2024-09-21,3.652125247262025
2024-09-22,2.43475016484135
2024-09-23,2.43475016484135
2024-09-24,2.43475016484135
2024-09-25,2.43475016484135
2024-09-26,2.43475016484135
2024-09-27,2.43475016484135
2024-09-28,2.43475016484135
2024-09-29,2.43475016484135
2024-09-30,3.652125247262025
2024-10-01,3.652125247262025
2024-10-02,2.43475016484135
2024-10-03,2.43475016484135
2024-10-04,2.43475016484135
2024-10-05,2.43475016484135
2024-10-06,2.43475016484135
2024-10-07,2.43475016484135
2024-10-08,2.43475016484135
2024-10-09,2.43475016484135
2024-10-10,2.43475016484135
2024-10-11,2.43475016484135
2024-10-12,2.43475016484135
2024-10-13,2.43475016484135
2024-10-14,2.43475016484135
2024-10-15,2.43475016484135
2024-10-16,2.43475016484135
2024-10-17,2.43475016484135
2024-10-18,2.43475016484135
2024-10-19,2.43475016484135
2024-10-20,2.43475016484135
2024-10-21,2.43475016484135
2024-10-22,2.43475016484135
2024-10-23,2.43475016484135
2024-10-24,4.8695003296827
2024-10-25,4.8695003296827
2024-10-26,3.652125247262025
2024-10-27,3.652125247262025
2024-10-28,3.652125247262025
2024-10-29,3.652125247262025
2024-10-30,4.8695003296827
2024-10-31,65.73825445071645
2024-11-01,121.7375082420675
2024-11-02,34.0865023077789
2024-11-03,20.695376401151474
2024-11-04,12.173750824206751
2024-11-05,8.521625576944725
2024-11-06,6.0868754121033755
2024-11-07,6.0868754121033755
2024-11-08,6.0868754121033755
2024-11-09,8.521625576944725
2024-11-10,7.30425049452405
2024-11-11,4.8695003296827
2024-11-12,4.8695003296827
2024-11-13,3.652125247262025
2024-11-14,3.652125247262025
2024-11-15,3.652125247262025
2024-11-16,2.43475016484135
2024-11-17,3.652125247262025
2024-11-18,2.43475016484135
2024-11-19,2.43475016484135
2024-11-20,2.43475016484135
2024-11-21,2.43475016484135
2024-11-22,2.43475016484135
2024-11-23,2.43475016484135
2024-11-24,2.43475016484135
2024-11-25,2.43475016484135
2024-11-26,2.43475016484135
2024-11-27,2.43475016484135
2024-11-28,3.652125247262025
2024-11-29,2.43475016484135
2024-11-30,2.43475016484135
2024-12-01,2.43475016484135
2024-12-02,2.43475016484135
2024-12-03,3.652125247262025
2024-12-04,2.43475016484135
2024-12-05,2.43475016484135
2024-12-06,2.43475016484135
2024-12-07,2.43475016484135
2024-12-08,2.43475016484135
2024-12-09,2.43475016484135
2024-12-10,2.43475016484135
2024-12-11,2.43475016484135
2024-12-12,2.43475016484135
2024-12-13,2.43475016484135
2024-12-14,2.43475016484135
2024-12-15,2.43475016484135
2024-12-16,2.43475016484135
2024-12-17,2.43475016484135
2024-12-18,2.43475016484135
2024-12-19,2.43475016484135
2024-12-20,2.43475016484135
2024-12-21,2.43475016484135
2024-12-22,2.43475016484135
2024-12-23,2.43475016484135
2024-12-24,8.521625576944725
2024-12-25,8.521625576944725
2024-12-26,7.30425049452405
2024-12-27,4.8695003296827
2024-12-28,3.652125247262025
2024-12-29,3.652125247262025
2024-12-30,3.652125247262025
2024-12-31,2.43475016484135
2025-01-01,2.43475016484135
2025-01-02,2.43475016484135
2025-01-03,3.652125247262025
2025-01-04,3.652125247262025
2025-01-05,3.652125247262025
2025-01-06,2.43475016484135
2025-01-07,2.43475016484135
2025-01-08,2.43475016484135
2025-01-09,2.43475016484135
2025-01-10,2.43475016484135
2025-01-11,2.43475016484135
2025-01-12,2.43475016484135
2025-01-13,2.43475016484135
2025-01-14,2.43475016484135
2025-01-15,2.43475016484135
2025-01-16,2.43475016484135
2025-01-17,2.43475016484135
2025-01-18,2.43475016484135
2025-01-19,2.43475016484135
2025-01-20,1.217375082420675
2025-01-21,2.43475016484135
2025-01-22,1.217375082420675
2025-01-23,2.43475016484135
2025-01-24,2.43475016484135
2025-01-25,2.43475016484135
2025-01-26,2.43475016484135
2025-01-27,1.217375082420675
2025-01-28,1.217375082420675
2025-01-29,1.217375082420675
2025-01-30,1.217375082420675
2025-01-31,2.43475016484135
2025-02-01,2.43475016484135
2025-02-02,1.217375082420675
2025-02-03,1.217375082420675
2025-02-04,2.43475016484135
2025-02-05,1.217375082420675
2025-02-06,1.217375082420675
2025-02-07,2.43475016484135
2025-02-08,2.43475016484135
2025-02-09,2.43475016484135
2025-02-10,1.217375082420675
2025-02-11,1.217375082420675
2025-02-12,1.217375082420675
2025-02-13,1.217375082420675
2025-02-14,2.43475016484135
2025-02-15,2.43475016484135
2025-02-16,2.43475016484135
2025-02-17,1.217375082420675
2025-02-18,1.217375082420675
2025-02-19,2.43475016484135
2025-02-20,1.217375082420675
2025-02-21,2.43475016484135
2025-02-22,2.43475016484135
2025-02-23,2.43475016484135
2025-02-24,1.217375082420675
2025-02-25,1.217375082420675
2025-02-26,2.43475016484135
2025-02-27,1.217375082420675
2025-02-28,2.43475016484135
2025-03-01,2.43475016484135
2025-03-02,2.43475016484135
2025-03-03,2.43475016484135
2025-03-04,1.217375082420675
2025-03-05,1.217375082420675
2025-03-06,1.217375082420675
2025-03-07,1.217375082420675
2025-03-08,2.43475016484135
2025-03-09,2.43475016484135
2025-03-10,1.217375082420675
2025-03-11,1.217375082420675
2025-03-12,1.217375082420675
2025-03-13,2.43475016484135
2025-03-14,2.43475016484135
2025-03-15,2.43475016484135
2025-03-16,2.43475016484135
2025-03-17,1.217375082420675
2025-03-18,2.43475016484135
2025-03-19,2.43475016484135
2025-03-20,2.43475016484135
2025-03-21,1.217375082420675
2025-03-22,2.43475016484135
2025-03-23,2.43475016484135
2025-03-24,1.217375082420675
2025-03-25,1.217375082420675
2025-03-26,2.43475016484135
2025-03-27,2.43475016484135
2025-03-28,2.43475016484135
2025-03-29,2.43475016484135
2025-03-30,2.43475016484135
2025-03-31,1.217375082420675
2025-04-01,2.43475016484135
2025-04-02,2.43475016484135
2025-04-03,4.8695003296827
2025-04-04,2.43475016484135
2025-04-05,2.43475016484135
2025-04-06,3.652125247262025
2025-04-07,3.652125247262025
2025-04-08,3.652125247262025
2025-04-09,2.43475016484135
2025-04-10,2.43475016484135
2025-04-11,2.43475016484135
2025-04-12,2.43475016484135
2025-04-13,2.43475016484135
2025-04-14,1.217375082420675
2025-04-15,2.2474616906227847
2025-04-16,2.43475016484135
2025-04-17,2.528394401950633
2025-04-18,2.528394401950633
2025-04-19,2.43475016484135
2025-04-20,2.528394401950633
2025-04-21,1.5451299123031645
2025-04-22,1.5451299123031645
2025-04-23,1.5451299123031645
2025-04-24,2.43475016484135
2025-04-25,4.7758560925734175
2025-04-26,3.9798800771445144
2025-04-27,3.6053031287073836
2025-04-28,2.7156828761691982
2025-04-29,2.528394401950633
2025-04-30,2.528394401950633
2025-05-01,2.3411059277320674
2025-05-02,2.43475016484135
2025-05-03,2.528394401950633
2025-05-04,2.528394401950633
2025-05-05,2.3411059277320674
2025-05-06,2.43475016484135
2025-05-07,2.3411059277320674
2025-05-08,2.2474616906227847
2025-05-09,2.43475016484135
2025-05-10,2.6220386390599155
2025-05-11,2.2474616906227847
2025-05-12,2.2474616906227847
2025-05-13,2.3411059277320674
2025-05-14,2.43475016484135
2025-05-15,1.872884742185654
2025-05-16,2.6220386390599155
2025-05-17,2.6220386390599155
2025-05-18,2.43475016484135
2025-05-19,2.2474616906227847
2025-05-20,2.0601732164042192
2025-05-21,1.872884742185654
2025-05-22,2.0601732164042192
2025-05-23,2.809327113278481
2025-05-24,2.6220386390599155
2025-05-25,2.2474616906227847
2025-05-26,2.2474616906227847
2025-05-27,1.872884742185654
2025-05-28,2.2474616906227847
2025-05-29,2.0601732164042192
2025-05-30,2.0601732164042192
2025-05-31,2.0601732164042192
2025-06-01,2.0601732164042192
2025-06-02,1.6855962679670886
2025-06-03,2.0601732164042192
2025-06-04,2.6220386390599155
2025-06-05,3.5584810101527427
2025-06-06,2.809327113278481
2025-06-07,2.43475016484135
2025-06-08,2.43475016484135
2025-06-09,2.0601732164042192
2025-06-10,4.1203464328084385
2025-06-11,3.3711925359341772
2025-06-12,3.5584810101527427
2025-06-13,3.183904061715612
2025-06-14,2.6220386390599155
2025-06-15,2.43475016484135
2025-06-16,1.872884742185654
2025-06-17,1.872884742185654
2025-06-18,1.872884742185654
2025-06-19,2.0601732164042192
2025-06-20,2.0601732164042192
2025-06-21,2.0601732164042192
2025-06-22,2.2474616906227847
2025-06-23,2.809327113278481
2025-06-24,2.6220386390599155
2025-06-25,1.872884742185654
2025-06-26,2.2474616906227847
2025-06-27,2.0601732164042192
2025-06-28,1.872884742185654
2025-06-29,1.872884742185654
2025-06-30,1.872884742185654
2025-07-01,1.872884742185654
2025-07-02,2.809327113278481
2025-07-03,2.809327113278481
2025-07-04,2.9966155874970464
2025-07-05,2.2474616906227847
2025-07-06,2.2474616906227847
2025-07-07,1.872884742185654
2025-07-08,2.0601732164042192
2025-07-09,1.872884742185654
2025-07-10,1.872884742185654
2025-07-11,2.0601732164042192
2025-07-12,2.43475016484135
2025-07-13,2.43475016484135
2025-07-14,1.872884742185654
2025-07-15,1.4983077937485232
2025-07-16,1.6855962679670886
2025-07-17,1.872884742185654
2025-07-18,2.0601732164042192
2025-07-19,2.43475016484135
2025-07-20,2.0601732164042192
2025-07-21,1.872884742185654
2025-07-22,1.872884742185654
2025-07-23,2.0601732164042192
2025-07-24,1.6855962679670886
2025-07-25,1.872884742185654
2025-07-26,1.6855962679670886
2025-07-27,2.2474616906227847
2025-07-28,1.6855962679670886
2025-07-29,1.6855962679670886
2025-07-30,2.0601732164042192
2025-07-31,2.0601732164042192
2025-08-01,2.2474616906227847
2025-08-02,2.0601732164042192
2025-08-03,1.872884742185654
2025-08-04,2.0601732164042192
2025-08-05,1.6855962679670886
2025-08-06,1.872884742185654
2025-08-07,2.0601732164042192
2025-08-08,2.809327113278481
2025-08-09,2.6220386390599155
2025-08-10,2.2474616906227847
2025-08-11,2.0601732164042192
2025-08-12,2.0601732164042192
2025-08-13,2.2474616906227847
2025-08-14,2.43475016484135
2025-08-15,2.2474616906227847
2025-08-16,2.43475016484135
2025-08-17,2.43475016484135
2025-08-18,2.0601732164042192
2025-08-19,2.0601732164042192
2025-08-20,2.0601732164042192
2025-08-21,1.872884742185654
2025-08-22,2.2474616906227847
2025-08-23,2.2474616906227847
2025-08-24,2.2474616906227847
2025-08-25,1.872884742185654
2025-08-26,1.872884742185654
2025-08-27,2.6220386390599155
2025-08-28,4.8695003296827
2025-08-29,7.491538968742616
2025-08-30,9.177135236709704
2025-08-31,8.615269814054008
2025-09-01,7.491538968742616
2025-09-02,6.367808123431224
2025-09-03,5.244077278119831
2025-09-04,7.866115917179747
2025-09-05,7.866115917179747
2025-09-06,13.297481669518143
2025-09-07,18.72884742185654
2025-09-08,14.421212514829536
2025-09-09,11.611885401551055
2025-09-10,7.678827442961182
2025-09-11,7.116962020305485
2025-09-12,10.862731504676793
2025-09-13,8.240692865616877
2025-09-14,5.618654226556962
2025-09-15,4.307634907027004
2025-09-16,4.1203464328084385
2025-09-17,4.1203464328084385
2025-09-18,3.3711925359341772
2025-09-19,3.745769484371308
2025-09-20,3.5584810101527427
2025-09-21,2.9966155874970464
2025-09-22,2.809327113278481
2025-09-23,3.3711925359341772
2025-09-24,2.809327113278481
2025-09-25,3.9330579585898735
2025-09-26,18.354270473419408
2025-09-27,16.29409725701519
2025-09-28,10.862731504676793
2025-09-29,8.427981339835442
2025-09-30,6.367808123431224
2025-10-01,6.7423850718683545
2025-10-02,5.993231174994093
2025-10-03,5.618654226556962
2025-10-04,5.244077278119831
2025-10-05,4.8695003296827
2025-10-06,4.1203464328084385
2025-10-07,3.5584810101527427
2025-10-08,3.5584810101527427
2025-10-09,3.183904061715612
2025-10-10,2.9966155874970464
2025-10-11,2.9966155874970464
2025-10-12,2.9966155874970464
2025-10-13,2.6220386390599155
2025-10-14,2.809327113278481
2025-10-15,2.6220386390599155
2025-10-16,2.6220386390599155
2025-10-17,2.9966155874970464
2025-10-18,2.809327113278481
2025-10-19,2.2474616906227847
2025-10-20,2.2474616906227847
2025-10-21,2.0601732164042192
2025-10-22,2.43475016484135
2025-10-23,2.43475016484135
2025-10-24,2.2474616906227847
2025-10-25,2.43475016484135
2025-10-26,2.43475016484135
2025-10-27,2.43475016484135
2025-10-28,2.809327113278481
2025-10-29,2.809327113278481
2025-10-30,2.6220386390599155
2025-10-31,2.809327113278481
2025-11-01,2.809327113278481
2025-11-02,2.2474616906227847
2025-11-03,1.872884742185654
2025-11-04,1.872884742185654
2025-11-05,2.0601732164042192
2025-11-06,2.0601732164042192
2025-11-07,1.872884742185654
2025-11-08,2.2474616906227847
2025-11-09,2.0601732164042192
2025-11-10,1.872884742185654
2025-11-11,1.872884742185654
2025-11-12,1.872884742185654
2025-11-13,2.0601732164042192
2025-11-14,2.43475016484135
2025-11-15,2.809327113278481
2025-11-16,2.43475016484135
2025-11-17,1.872884742185654
2025-11-18,2.0601732164042192
2025-11-19,1.872884742185654
2025-11-20,2.0601732164042192
2025-11-21,2.2474616906227847
2025-11-22,2.6220386390599155
2025-11-23,2.2474616906227847
2025-11-24,1.4983077937485232
2025-11-25,1.872884742185654
2025-11-26,2.0601732164042192
2025-11-27,1.6855962679670886
2025-11-28,1.872884742185654
2025-11-29,1.6855962679670886
2025-11-30,1.872884742185654
2025-12-01,1.6855962679670886
2025-12-02,1.872884742185654
2025-12-03,2.0601732164042192
2025-12-04,1.872884742185654
2025-12-05,2.0601732164042192
2025-12-06,2.2474616906227847
2025-12-07,2.43475016484135
2025-12-08,1.872884742185654
2025-12-09,1.6855962679670886
2025-12-10,2.2474616906227847
2025-12-11,2.071768255202315
2025-12-12,2.2150163802639886
2025-12-13,2.3142241561687698
2025-12-14,2.071768255202315
2025-12-15,2.071768255202315
2025-12-16,3.179276445334309
2025-12-17,9.923533362031055
2025-12-18,7.466061080800612
2025-12-19,4.3363885234186945
2025-12-20,4.3363885234186945
2025-12-21,3.708228596424111
2025-12-22,2.4078683932780525
2025-12-23,2.6007204062921168
2025-12-24,2.9368205443678543
2025-12-25,2.793572419306181
2025-12-26,2.264620268216379
2025-12-27,2.2150163802639886
2025-12-28,2.071768255202315
2025-12-29,1.82931235423586
2025-12-30,1.82931235423586
2025-12-31,2.071768255202315
2026-01-01,1.8789162421882508
2026-01-02,1.8789162421882508
2026-01-03,2.0221643672499243
2026-01-04,1.6860642291741867
2026-01-05,1.8789162421882508
2026-01-06,1.82931235423586
2026-01-07,2.071768255202315
2026-01-08,2.0221643672499243
2026-01-09,2.264620268216379
2026-01-10,2.182571069905192
2026-01-11,1.8849477421908476
2026-01-12,1.6865321903812847
2026-01-13,1.5873244144765033
2026-01-14,1.5873244144765033
2026-01-15,1.7857399662860662
2026-01-16,1.7857399662860662
2026-01-17,1.8849477421908476
2026-01-18,1.7857399662860662
2026-01-19,1.7857399662860662
2026-01-20,1.488116638571722
2026-01-21,1.7857399662860662
2026-01-22,1.6865321903812847
2026-01-23,1.7857399662860662
2026-01-24,1.8849477421908476
2026-01-25,1.5873244144765033
2026-01-26,1.488116638571722
2026-01-27,1.3889088626669404
2026-01-28,1.5873244144765033
2026-01-29,1.6865321903812847
2026-01-30,1.9841555180956292
2026-01-31,1.9841555180956292
2026-02-01,1.7857399662860662
2026-02-02,1.488116638571722
2026-02-03,1.3889088626669404
2026-02-04,1.3889088626669404
2026-02-05,1.6865321903812847
2026-02-06,1.488116638571722
2026-02-07,2.0833632940004105
2026-02-08,1.6865321903812847
2026-02-09,1.3889088626669404
2026-02-10,1.488116638571722
2026-02-11,1.488116638571722
2026-02-12,1.3889088626669404
2026-02-13,1.5873244144765033
2026-02-14,1.7857399662860662
2026-02-15,1.5873244144765033
2026-02-16,1.6865321903812847
2026-02-17,1.7857399662860662
2026-02-18,1.7857399662860662
2026-02-19,1.8849477421908476
2026-02-20,1.9841555180956292
2026-02-21,1.7857399662860662
2026-02-22,1.6865321903812847
2026-02-23,1.6865321903812847
2026-02-24,1.8849477421908476
2026-02-25,1.7857399662860662
2026-02-26,1.6865321903812847
2026-02-27,1.7857399662860662
2026-02-28,1.7857399662860662
2026-03-01,1.9841555180956292
2026-03-02,1.5873244144765033
2026-03-03,1.8849477421908476
2026-03-04,1.7857399662860662
2026-03-05,1.6865321903812847
2026-03-06,1.7857399662860662
2026-03-07,1.8849477421908476
2026-03-08,1.7857399662860662
2026-03-09,1.8849477421908476
2026-03-10,1.488116638571722
2026-03-11,1.6865321903812847
2026-03-12,1.7857399662860662
2026-03-13,1.8849477421908476
2026-03-14,1.6865321903812847
2026-03-15,1.5873244144765033
2026-03-16,1.488116638571722
2026-03-17,1.7857399662860662
2026-03-18,1.7857399662860662
2026-03-19,1.3889088626669404
2026-03-20,1.5873244144765033
2026-03-21,1.9841555180956292
2026-03-22,2.0833632940004105
2026-03-23,2.0833632940004105
2026-03-24,1.5873244144765033
2026-03-25,1.5873244144765033
2026-03-26,1.488116638571722
2026-03-27,1.5873244144765033
2026-03-28,1.7857399662860662
2026-03-29,2.0833632940004105
2026-03-30,1.7857399662860662
2026-03-31,1.6865321903812847
2026-04-01,1.7857399662860662
2026-04-02,1.6865321903812847
2026-04-03,1.9841555180956292
2026-04-04,1.9841555180956292
2026-04-05,1.6865321903812847
2026-04-06,1.6865321903812847
2026-04-07,1.7857399662860662
2026-04-08,1.9841555180956292
2026-04-09,1.7857399662860662
2026-04-10,1.9841555180956292
2026-04-11,2.4801943976195364
2026-04-12,2.8770255012386623
2026-04-13,8.035829848287298
2026-04-14,3.769895484381695
2026-04-15,2.4801943976195364
2026-04-16,2.380986621714755
2026-04-17,2.678609949429099
2026-04-18,2.7778177253338807
2026-04-19,2.678609949429099
2026-04-20,4.563557691619947
2026-04-21,2.0833632940004105
2026-04-22,1.6865321903812847
2026-04-23,1.9841555180956292
2026-04-24,1.7857399662860662
2026-04-25,2.0833632940004105
2026-04-26,2.0833632940004105
2026-04-27,1.7857399662860662
2026-04-28,1.7857399662860662
2026-04-29,1.8849477421908476
2026-04-30,2.380986621714755
2026-05-01,1.7857399662860662
2026-05-02,1.8849477421908476
2026-05-03,1.9841555180956292
2026-05-04,1.5873244144765033
2026-05-05,1.488116638571722
2026-05-06,1.6865321903812847
2026-05-07,1.7857399662860662
2026-05-08,1.6865321903812847
2026-05-09,2.182571069905192
2026-05-10,1.7857399662860662
2026-05-11,1.6865321903812847
2026-05-12,1.6865321903812847
2026-05-13,1.5873244144765033
2026-05-14,1.7857399662860662
2026-05-15,1.8849477421908476
2026-05-16,1.8849477421908476
2026-05-17,1.6865321903812847
2026-05-18,1.5873244144765033
2026-05-19,1.488116638571722
2026-05-20,1.5873244144765033
2026-05-21,1.3889088626669404
2026-05-22,1.6865321903812847
2026-05-23,1.7857399662860662
2026-05-24,1.8849477421908476
2026-05-25,1.488116638571722
2026-05-26,1.488116638571722
2026-05-27,1.3889088626669404
2026-05-28,1.5873244144765033
2026-05-29,1.5873244144765033
2026-05-30,1.6865321903812847
2026-05-31,1.5873244144765033
