Time,spectrum
2023-11-18,52.46532110091742
2023-11-19,44.97027522935779
2023-11-20,52.46532110091742
2023-11-21,53.71449541284402
2023-11-22,51.21614678899081
2023-11-23,44.97027522935779
2023-11-24,51.21614678899081
2023-11-25,53.71449541284402
2023-11-26,46.21944954128439
2023-11-27,52.46532110091742
2023-11-28,52.46532110091742
2023-11-29,53.71449541284402
2023-11-30,53.71449541284402
2023-12-01,56.212844036697234
2023-12-02,49.96697247706421
2023-12-03,46.21944954128439
2023-12-04,51.21614678899081
2023-12-05,53.71449541284402
2023-12-06,53.71449541284402
2023-12-07,54.96366972477063
2023-12-08,52.46532110091742
2023-12-09,49.96697247706421
2023-12-10,47.468623853211
2023-12-11,48.7177981651376
2023-12-12,49.96697247706421
2023-12-13,51.21614678899081
2023-12-14,49.96697247706421
2023-12-15,51.21614678899081
2023-12-16,46.21944954128439
2023-12-17,44.97027522935779
2023-12-18,48.7177981651376
2023-12-19,51.21614678899081
2023-12-20,49.96697247706421
2023-12-21,52.46532110091742
2023-12-22,48.47762430473203
2023-12-23,47.14366287752863
2023-12-24,39.849268585548344
2023-12-25,35.84738430393815
2023-12-26,48.47762430473203
2023-12-27,51.14554715913882
2023-12-28,52.47950858634222
2023-12-29,55.14743144074902
2023-12-30,47.85303714876873
2023-12-31,41.183230012751736
2024-01-01,43.85115286715853
2024-01-02,50.52096000317552
2024-01-03,55.772018596712314
2024-01-04,53.81347001354562
2024-01-05,59.77390287832251
2024-01-06,49.81158573193542
2024-01-07,45.809701450325235
2024-01-08,51.14554715913882
2024-01-09,56.48139286795241
2024-01-10,56.48139286795241
2024-01-11,52.47950858634222
2024-01-12,53.81347001354562
2024-01-13,57.815354295155814
2024-01-14,55.772018596712314
2024-01-15,54.43805716950892
2024-01-16,62.4418257327293
2024-01-17,59.149315722359205
2024-01-18,53.81347001354562
2024-01-19,55.14743144074902
2024-01-20,59.149315722359205
2024-01-21,61.00618732664816
2024-01-22,59.58743878416797
2024-01-23,59.58743878416797
2024-01-24,61.00618732664816
2024-01-25,59.58743878416797
2024-01-26,61.00618732664816
2024-01-27,59.58743878416797
2024-01-28,58.168690241687784
2024-01-29,59.58743878416797
2024-01-30,59.58743878416797
2024-01-31,59.58743878416797
2024-02-01,59.58743878416797
2024-02-02,61.00618732664816
2024-02-03,58.168690241687784
2024-02-04,53.912444614247214
2024-02-05,56.74994169920759
2024-02-06,55.3311931567274
2024-02-07,53.912444614247214
2024-02-08,53.912444614247214
2024-02-09,55.3311931567274
2024-02-10,52.49369607176702
2024-02-11,53.912444614247214
2024-02-12,51.07494752928683
2024-02-13,53.912444614247214
2024-02-14,53.912444614247214
2024-02-15,56.74994169920759
2024-02-16,61.00618732664816
2024-02-17,53.912444614247214
2024-02-18,48.237450444326456
2024-02-19,53.912444614247214
2024-02-20,52.49369607176702
2024-02-21,55.3311931567274
2024-02-22,59.58743878416797
2024-02-23,55.3311931567274
2024-02-24,52.49369607176702
2024-02-25,49.65619898680664
2024-02-26,55.3311931567274
2024-02-27,53.912444614247214
2024-02-28,53.912444614247214
2024-02-29,59.58743878416797
2024-03-01,56.74994169920759
2024-03-02,53.912444614247214
2024-03-03,48.237450444326456
2024-03-04,49.65619898680664
2024-03-05,52.49369607176702
2024-03-06,52.49369607176702
2024-03-07,53.912444614247214
2024-03-08,52.49369607176702
2024-03-09,49.65619898680664
2024-03-10,45.39995335936607
2024-03-11,51.07494752928683
2024-03-12,53.912444614247214
2024-03-13,51.07494752928683
2024-03-14,53.912444614247214
2024-03-15,52.49369607176702
2024-03-16,48.237450444326456
2024-03-17,45.39995335936607
2024-03-18,52.49369607176702
2024-03-19,55.3311931567274
2024-03-20,56.74994169920759
2024-03-21,55.3311931567274
2024-03-22,51.07494752928683
2024-03-23,49.65619898680664
2024-03-24,46.81870190184626
2024-03-25,49.65619898680664
2024-03-26,51.07494752928683
2024-03-27,51.07494752928683
2024-03-28,53.912444614247214
2024-03-29,55.3311931567274
2024-03-30,46.81870190184626
2024-03-31,39.724959189445315
2024-04-01,52.49369607176702
2024-04-02,53.912444614247214
2024-04-03,55.3311931567274
2024-04-04,58.168690241687784
2024-04-05,51.07494752928683
2024-04-06,46.81870190184626
2024-04-07,42.56245627440569
2024-04-08,42.56245627440569
2024-04-09,51.07494752928683
2024-04-10,49.65619898680664
2024-04-11,48.237450444326456
2024-04-12,51.07494752928683
2024-04-13,51.07494752928683
2024-04-14,41.1437077319255
2024-04-15,48.237450444326456
2024-04-16,49.65619898680664
2024-04-17,49.65619898680664
2024-04-18,51.07494752928683
2024-04-19,51.07494752928683
2024-04-20,48.237450444326456
2024-04-21,43.981204816885885
2024-04-22,48.237450444326456
2024-04-23,48.237450444326456
2024-04-24,49.65619898680664
2024-04-25,46.81870190184626
2024-04-26,45.39995335936607
2024-04-27,41.1437077319255
2024-04-28,39.724959189445315
2024-04-29,48.237450444326456
2024-04-30,53.912444614247214
2024-05-01,51.07494752928683
2024-05-02,49.65619898680664
2024-05-03,48.237450444326456
2024-05-04,42.56245627440569
2024-05-05,41.1437077319255
2024-05-06,46.81870190184626
2024-05-07,49.65619898680664
2024-05-08,48.237450444326456
2024-05-09,49.65619898680664
2024-05-10,52.49369607176702
2024-05-11,53.912444614247214
2024-05-12,36.88746210448493
2024-05-13,46.81870190184626
2024-05-14,49.65619898680664
2024-05-15,49.65619898680664
2024-05-16,48.237450444326456
2024-05-17,51.07494752928683
2024-05-18,42.56245627440569
2024-05-19,42.56245627440569
2024-05-20,49.65619898680664
2024-05-21,48.237450444326456
2024-05-22,49.65619898680664
2024-05-23,48.237450444326456
2024-05-24,48.237450444326456
2024-05-25,43.981204816885885
2024-05-26,39.724959189445315
2024-05-27,42.56245627440569
2024-05-28,51.07494752928683
2024-05-29,52.49369607176702
2024-05-30,53.912444614247214
2024-05-31,53.912444614247214
2024-06-01,52.49369607176702
2024-06-02,42.56245627440569
2024-06-03,51.07494752928683
2024-06-04,49.65619898680664
2024-06-05,51.07494752928683
2024-06-06,52.49369607176702
2024-06-07,52.49369607176702
2024-06-08,45.39995335936607
2024-06-09,41.1437077319255
2024-06-10,55.3311931567274
2024-06-11,49.65619898680664
2024-06-12,51.07494752928683
2024-06-13,53.912444614247214
2024-06-14,51.07494752928683
2024-06-15,42.56245627440569
2024-06-16,35.468713562004744
2024-06-17,51.07494752928683
2024-06-18,48.237450444326456
2024-06-19,49.65619898680664
2024-06-20,52.49369607176702
2024-06-21,52.49369607176702
2024-06-22,43.981204816885885
2024-06-23,41.1437077319255
2024-06-24,49.65619898680664
2024-06-25,52.49369607176702
2024-06-26,49.65619898680664
2024-06-27,52.49369607176702
2024-06-28,53.912444614247214
2024-06-29,51.07494752928683
2024-06-30,43.981204816885885
2024-07-01,53.912444614247214
2024-07-02,53.912444614247214
2024-07-03,51.07494752928683
2024-07-04,42.56245627440569
2024-07-05,51.07494752928683
2024-07-06,45.39995335936607
2024-07-07,41.1437077319255
2024-07-08,48.237450444326456
2024-07-09,141.87485424801898
2024-07-10,68.09993003904911
2024-07-11,53.912444614247214
2024-07-12,51.07494752928683
2024-07-13,43.981204816885885
2024-07-14,41.1437077319255
2024-07-15,52.49369607176702
2024-07-16,53.912444614247214
2024-07-17,53.912444614247214
2024-07-18,52.49369607176702
2024-07-19,49.65619898680664
2024-07-20,43.981204816885885
2024-07-21,42.56245627440569
2024-07-22,52.49369607176702
2024-07-23,49.65619898680664
2024-07-24,48.237450444326456
2024-07-25,49.65619898680664
2024-07-26,53.912444614247214
2024-07-27,42.56245627440569
2024-07-28,39.724959189445315
2024-07-29,49.65619898680664
2024-07-30,51.07494752928683
2024-07-31,68.09993003904911
2024-08-01,63.84368441160854
2024-08-02,55.3311931567274
2024-08-03,48.237450444326456
2024-08-04,41.1437077319255
2024-08-05,52.49369607176702
2024-08-06,52.49369607176702
2024-08-07,53.912444614247214
2024-08-08,52.49369607176702
2024-08-09,55.3311931567274
2024-08-10,45.39995335936607
2024-08-11,42.56245627440569
2024-08-12,49.65619898680664
2024-08-13,49.65619898680664
2024-08-14,52.49369607176702
2024-08-15,52.49369607176702
2024-08-16,55.3311931567274
2024-08-17,46.81870190184626
2024-08-18,40.91847879226511
2024-08-19,48.127742635200015
2024-08-20,50.76728867325835
2024-08-21,48.53467513372606
2024-08-22,51.174221171784396
2024-08-23,48.53467513372606
2024-08-24,46.60450336690782
2024-08-25,47.01143586543387
2024-08-26,47.01143586543387
2024-08-27,50.057914402018255
2024-08-28,48.127742635200015
2024-08-29,49.6509819034922
2024-08-30,52.69746044007658
2024-08-31,51.174221171784396
2024-09-01,43.96495732884949
2024-09-02,45.89512909566773
2024-09-03,50.76728867325835
2024-09-04,49.6509819034922
2024-09-05,52.69746044007658
2024-09-06,52.69746044007658
2024-09-07,53.81376720984272
2024-09-08,55.33700647813491
2024-09-09,50.76728867325835
2024-09-10,52.290527941550536
2024-09-11,49.6509819034922
2024-09-12,52.290527941550536
2024-09-13,52.69746044007658
2024-09-14,49.6509819034922
2024-09-15,44.37188982737554
2024-09-16,50.057914402018255
2024-09-17,52.90122480838614
2024-09-18,55.342819799542426
2024-09-19,51.27349481428195
2024-09-20,50.45962981722986
2024-09-21,57.784414790698705
2024-09-22,44.762574837865195
2024-09-23,48.83189982312567
2024-09-24,49.64576482017776
2024-09-25,50.45962981722986
2024-09-26,52.087359811334046
2024-09-27,72.43398473763641
2024-09-28,81.38649970520945
2024-09-29,58.598279787750805
