Time,backward
2022-08-03,44.0
2022-08-04,46.0
2022-08-05,42.0
2022-08-06,41.0
2022-08-07,45.0
2022-08-08,38.0
2022-08-09,47.0
2022-08-10,51.0
2022-08-11,52.0
2022-08-12,54.0
2022-08-13,44.0
2022-08-14,45.0
2022-08-15,44.0
2022-08-16,45.0
2022-08-17,48.0
2022-08-18,47.0
2022-08-19,47.0
2022-08-20,47.0
2022-08-21,45.0
2022-08-22,52.0
2022-08-23,51.0
2022-08-24,51.0
2022-08-25,54.0
2022-08-26,52.0
2022-08-27,43.0
2022-08-28,43.0
2022-08-29,51.353658536585364
2022-08-30,53.0
2022-08-31,50.70731707317073
2022-09-01,47.914634146341456
2022-09-02,53.0
2022-09-03,38.890243902439025
2022-09-04,53.0
2022-09-05,53.0
2022-09-06,49.0609756097561
2022-09-07,54.14634146341463
2022-09-08,56.4390243902439
2022-09-09,56.4390243902439
2022-09-10,37.24390243902439
2022-09-11,42.829268292682926
2022-09-12,58.08536585365853
2022-09-13,50.20731707317073
2022-09-14,65.96341463414635
2022-09-15,62.02439024390243
2022-09-16,63.67073170731707
2022-09-17,47.914634146341456
2022-09-18,53.64634146341463
2022-09-19,64.8170731707317
2022-09-20,65.46341463414635
2022-09-21,74.98780487804878
2022-09-22,62.02439024390243
2022-09-23,60.8780487804878
2022-09-24,49.0609756097561
2022-09-25,63.17073170731707
2022-09-26,64.8170731707317
2022-09-27,58.17073170731707
2022-09-28,58.17073170731707
2022-09-29,71.09756097560975
2022-09-30,56.878048780487795
2022-10-01,46.536585365853654
2022-10-02,51.70731707317073
2022-10-03,67.21951219512194
2022-10-04,60.756097560975604
2022-10-05,68.51219512195121
2022-10-06,63.341463414634134
2022-10-07,69.80487804878048
2022-10-08,43.95121951219512
2022-10-09,54.29268292682926
2022-10-10,74.97560975609755
2022-10-11,71.09756097560975
2022-10-12,62.04878048780487
2022-10-13,68.51219512195121
2022-10-14,58.17073170731707
2022-10-15,52.99999999999999
2022-10-16,55.58536585365853
2022-10-17,69.80487804878048
2022-10-18,69.80487804878048
2022-10-19,59.46341463414633
2022-10-20,63.341463414634134
2022-10-21,54.29268292682926
2022-10-22,58.17073170731707
2022-10-23,45.24390243902438
2022-10-24,60.756097560975604
2022-10-25,64.6341463414634
2022-10-26,64.6341463414634
2022-10-27,60.756097560975604
2022-10-28,60.756097560975604
2022-10-29,52.99999999999999
2022-10-30,52.99999999999999
2022-10-31,72.39024390243901
2022-11-01,64.6341463414634
2022-11-02,81.43902439024389
2022-11-03,69.80487804878048
2022-11-04,67.21951219512194
2022-11-05,62.04878048780487
2022-11-06,87.90243902439023
2022-11-07,71.09756097560975
2022-11-08,67.21951219512194
2022-11-09,60.756097560975604
2022-11-10,62.04878048780487
2022-11-11,55.58536585365853
2022-11-12,50.414634146341456
2022-11-13,47.82926829268292
2022-11-14,68.51219512195121
2022-11-15,65.92682926829268
2022-11-16,68.51219512195121
2022-11-17,62.04878048780487
2022-11-18,58.17073170731707
2022-11-19,46.536585365853654
2022-11-20,46.536585365853654
2022-11-21,55.58536585365853
2022-11-22,56.878048780487795
2022-11-23,42.658536585365844
2022-11-24,43.95121951219512
2022-11-25,46.536585365853654
2022-11-26,47.82926829268292
2022-11-27,51.70731707317073
2022-11-28,62.04878048780487
2022-11-29,60.756097560975604
2022-11-30,64.6341463414634
2022-12-01,63.341463414634134
2022-12-02,77.56097560975608
2022-12-03,56.878048780487795
2022-12-04,64.6341463414634
2022-12-05,63.341463414634134
2022-12-06,64.6341463414634
2022-12-07,65.92682926829268
2022-12-08,68.51219512195121
2022-12-09,49.12195121951219
2022-12-10,47.82926829268292
2022-12-11,46.536585365853654
2022-12-12,74.97560975609755
2022-12-13,78.85365853658536
2022-12-14,65.92682926829268
2022-12-15,55.58536585365853
2022-12-16,51.70731707317073
2022-12-17,45.24390243902438
2022-12-18,36.195121951219505
2022-12-19,49.12195121951219
2022-12-20,42.658536585365844
2022-12-21,41.36585365853658
2022-12-22,45.24390243902438
2022-12-23,42.658536585365844
2022-12-24,38.78048780487804
2022-12-25,34.90243902439024
2022-12-26,37.48780487804878
2022-12-27,45.24390243902438
2022-12-28,34.90243902439024
2022-12-29,32.3170731707317
2022-12-30,41.36585365853658
2022-12-31,33.60975609756097
2023-01-01,37.48780487804878
2023-01-02,38.78048780487804
2023-01-03,45.24390243902438
2023-01-04,41.36585365853658
2023-01-05,49.12195121951219
2023-01-06,52.99999999999999
2023-01-07,50.414634146341456
2023-01-08,47.82926829268292
2023-01-09,52.99999999999999
2023-01-10,50.414634146341456
2023-01-11,60.756097560975604
2023-01-12,47.82926829268292
2023-01-13,50.414634146341456
2023-01-14,43.95121951219512
2023-01-15,46.536585365853654
2023-01-16,51.70731707317073
2023-01-17,63.341463414634134
2023-01-18,63.341463414634134
2023-01-19,60.756097560975604
2023-01-20,60.756097560975604
2023-01-21,49.12195121951219
2023-01-22,52.99999999999999
2023-01-23,65.92682926829268
2023-01-24,72.39024390243901
2023-01-25,64.6341463414634
2023-01-26,62.04878048780487
2023-01-27,69.80487804878048
2023-01-28,50.414634146341456
2023-01-29,50.414634146341456
2023-01-30,64.6341463414634
2023-01-31,73.68292682926828
2023-02-01,60.756097560975604
2023-02-02,65.92682926829268
2023-02-03,68.51219512195121
2023-02-04,60.756097560975604
2023-02-05,59.46341463414633
2023-02-06,67.21951219512194
2023-02-07,69.80487804878048
2023-02-08,71.09756097560975
2023-02-09,67.21951219512194
2023-02-10,62.04878048780487
2023-02-11,47.82926829268292
2023-02-12,59.46341463414633
2023-02-13,64.6341463414634
2023-02-14,72.39024390243901
2023-02-15,69.80487804878048
2023-02-16,72.39024390243901
2023-02-17,64.6341463414634
2023-02-18,51.70731707317073
2023-02-19,50.414634146341456
2023-02-20,54.29268292682926
2023-02-21,65.92682926829268
2023-02-22,67.21951219512194
2023-02-23,58.17073170731707
2023-02-24,72.39024390243901
2023-02-25,50.414634146341456
2023-02-26,54.29268292682926
2023-02-27,69.80487804878048
2023-02-28,72.39024390243901
2023-03-01,72.39024390243901
2023-03-02,90.48780487804876
2023-03-03,62.04878048780487
2023-03-04,51.70731707317073
2023-03-05,52.99999999999999
2023-03-06,71.09756097560975
2023-03-07,71.09756097560975
2023-03-08,77.56097560975608
2023-03-09,74.97560975609755
2023-03-10,67.21951219512194
2023-03-11,69.80487804878048
2023-03-12,129.2682926829268
2023-03-13,59.46341463414633
2023-03-14,58.17073170731707
2023-03-15,60.756097560975604
2023-03-16,63.341463414634134
2023-03-17,60.756097560975604
2023-03-18,73.68292682926828
2023-03-19,58.17073170731707
2023-03-20,73.68292682926828
2023-03-21,73.68292682926828
2023-03-22,71.09756097560975
2023-03-23,85.31707317073169
2023-03-24,69.80487804878048
2023-03-25,51.70731707317073
2023-03-26,64.6341463414634
2023-03-27,65.92682926829268
2023-03-28,65.92682926829268
2023-03-29,72.39024390243901
2023-03-30,73.68292682926828
2023-03-31,54.29268292682926
2023-04-01,47.82926829268292
2023-04-02,52.99999999999999
2023-04-03,67.21951219512194
2023-04-04,59.46341463414633
2023-04-05,60.756097560975604
2023-04-06,58.17073170731707
2023-04-07,50.414634146341456
2023-04-08,49.12195121951219
2023-04-09,55.58536585365853
2023-04-10,63.341463414634134
2023-04-11,62.04878048780487
2023-04-12,63.341463414634134
2023-04-13,67.21951219512194
2023-04-14,54.29268292682926
2023-04-15,52.99999999999999
2023-04-16,49.12195121951219
2023-04-17,65.92682926829268
2023-04-18,55.58536585365853
2023-04-19,73.68292682926828
2023-04-20,64.6341463414634
2023-04-21,69.80487804878048
2023-04-22,54.29268292682926
2023-04-23,55.58536585365853
2023-04-24,64.6341463414634
2023-04-25,68.51219512195121
2023-04-26,77.53224932249321
2023-04-27,68.64146341463413
2023-04-28,51.50623306233062
2023-04-29,46.19186991869918
2023-04-30,54.43631436314362
2023-05-01,69.83360433604335
2023-05-02,60.3970189701897
2023-05-03,56.820596205962055
2023-05-04,68.64146341463413
2023-05-05,60.3970189701897
2023-05-06,44.99972899728997
2023-05-07,42.61544715447154
2023-05-08,64.51924119241193
2023-05-09,66.90352303523034
2023-05-10,60.94281842818428
2023-05-11,57.36639566395664
2023-05-12,55.62845528455284
2023-05-13,44.353387533875335
2023-05-14,37.84688346883469
2023-05-15,58.55853658536585
2023-05-16,60.3970189701897
2023-05-17,61.58915989159891
2023-05-18,56.820596205962055
2023-05-19,58.55853658536585
2023-05-20,49.1219512195122
2023-05-21,44.99972899728997
2023-05-22,50.859891598915986
2023-05-23,50.859891598915986
2023-05-24,54.43631436314362
2023-05-25,53.488346883468836
2023-05-26,45.84715447154472
2023-05-27,42.572357723577234
2023-05-28,50.21355013550136
2023-05-29,55.671544715447155
2023-05-30,52.396747967479676
2023-05-31,60.03794037940379
2023-06-01,48.03035230352304
2023-06-02,50.21355013550136
2023-06-03,45.84715447154472
2023-06-04,51.30514905149052
2023-06-05,61.12953929539296
2023-06-06,49.1219512195122
2023-06-07,54.579945799457995
2023-06-08,45.84715447154472
2023-06-09,48.03035230352304
2023-06-10,53.488346883468836
2023-06-11,46.93875338753388
2023-06-12,54.579945799457995
2023-06-13,57.854742547425474
2023-06-14,61.12953929539296
2023-06-15,42.572357723577234
2023-06-16,49.1219512195122
2023-06-17,49.1219512195122
2023-06-18,54.579945799457995
2023-06-19,53.488346883468836
2023-06-20,57.854742547425474
2023-06-21,60.03794037940379
2023-06-22,51.30514905149052
2023-06-23,52.396747967479676
2023-06-24,41.480758807588074
2023-06-25,60.03794037940379
2023-06-26,50.21355013550136
2023-06-27,51.30514905149052
2023-06-28,51.30514905149052
2023-06-29,52.396747967479676
2023-06-30,52.396747967479676
2023-07-01,48.03035230352304
2023-07-02,55.671544715447155
2023-07-03,56.763143631436314
2023-07-04,50.21355013550136
2023-07-05,50.21355013550136
2023-07-06,50.21355013550136
2023-07-07,49.1219512195122
2023-07-08,46.93875338753388
2023-07-09,53.488346883468836
2023-07-10,51.30514905149052
2023-07-11,51.30514905149052
2023-07-12,50.21355013550136
2023-07-13,53.488346883468836
2023-07-14,42.572357723577234
2023-07-15,44.75555555555556
2023-07-16,48.03035230352304
2023-07-17,57.854742547425474
2023-07-18,53.488346883468836
2023-07-19,53.488346883468836
2023-07-20,41.480758807588074
2023-07-21,51.30514905149052
2023-07-22,38.205962059620596
2023-07-23,52.396747967479676
2023-07-24,50.21355013550136
2023-07-25,45.84715447154472
2023-07-26,49.1219512195122
2023-07-27,55.671544715447155
2023-07-28,51.30514905149052
2023-07-29,41.480758807588074
2023-07-30,48.03035230352304
2023-07-31,45.84715447154472
2023-08-01,44.75555555555556
2023-08-02,50.21355013550136
2023-08-03,37.11436314363144
2023-08-04,54.579945799457995
2023-08-05,42.572357723577234
2023-08-06,58.94634146341463
2023-08-07,60.03794037940379
2023-08-08,52.396747967479676
2023-08-09,51.30514905149052
2023-08-10,52.396747967479676
2023-08-11,49.1219512195122
2023-08-12,34.93116531165312
2023-08-13,42.572357723577234
2023-08-14,41.480758807588074
2023-08-15,48.03035230352304
2023-08-16,40.389159891598915
2023-08-17,48.03035230352304
2023-08-18,49.1219512195122
2023-08-19,42.572357723577234
2023-08-20,39.297560975609755
2023-08-21,55.671544715447155
2023-08-22,43.66395663956639
2023-08-23,51.30514905149052
2023-08-24,57.854742547425474
2023-08-25,62.22113821138212
2023-08-26,39.297560975609755
2023-08-27,54.579945799457995
2023-08-28,73.13712737127372
2023-08-29,62.22113821138212
2023-08-30,61.12953929539296
2023-08-31,57.854742547425474
2023-09-01,45.84715447154472
2023-09-02,41.480758807588074
2023-09-03,49.1219512195122
2023-09-04,46.93875338753388
2023-09-05,51.30514905149052
2023-09-06,60.03794037940379
2023-09-07,65.4959349593496
2023-09-08,57.854742547425474
2023-09-09,44.75555555555556
2023-09-10,45.84715447154472
2023-09-11,70.9539295392954
2023-09-12,63.31273712737128
2023-09-13,70.9539295392954
2023-09-14,66.58753387533875
2023-09-15,61.12953929539296
2023-09-16,43.66395663956639
2023-09-17,56.763143631436314
2023-09-18,64.40433604336043
2023-09-19,70.9539295392954
2023-09-20,70.9539295392954
2023-09-21,76.41192411924119
2023-09-22,65.4959349593496
2023-09-23,50.21355013550136
2023-09-24,57.854742547425474
2023-09-25,70.9539295392954
2023-09-26,75.32032520325204
2023-09-27,63.31273712737128
2023-09-28,69.86233062330624
2023-09-29,69.86233062330624
2023-09-30,55.671544715447155
2023-10-01,53.488346883468836
2023-10-02,72.04552845528455
2023-10-03,64.40433604336043
2023-10-04,70.9539295392954
2023-10-05,72.04552845528455
2023-10-06,65.4959349593496
2023-10-07,50.21355013550136
2023-10-08,52.396747967479676
2023-10-09,70.9539295392954
2023-10-10,67.67913279132792
2023-10-11,72.04552845528455
2023-10-12,73.13712737127372
2023-10-13,63.31273712737128
2023-10-14,44.75555555555556
2023-10-15,60.03794037940379
2023-10-16,69.86233062330624
2023-10-17,75.32032520325204
2023-10-18,73.13712737127372
2023-10-19,73.13712737127372
2023-10-20,64.40433604336043
2023-10-21,49.1219512195122
2023-10-22,61.12953929539296
2023-10-23,76.41192411924119
2023-10-24,70.9539295392954
2023-10-25,75.32032520325204
2023-10-26,62.22113821138212
2023-10-27,69.86233062330624
2023-10-28,54.579945799457995
2023-10-29,58.94634146341463
2023-10-30,69.86233062330624
2023-10-31,66.58753387533875
2023-11-01,78.59512195121951
2023-11-02,89.51111111111112
2023-11-03,73.13712737127372
2023-11-04,70.9539295392954
2023-11-05,109.15989159891599
2023-11-06,79.68672086720868
2023-11-07,75.32032520325204
2023-11-08,74.22872628726287
2023-11-09,66.58753387533875
2023-11-10,60.03794037940379
2023-11-11,53.488346883468836
2023-11-12,57.854742547425474
2023-11-13,70.9539295392954
2023-11-14,73.13712737127372
2023-11-15,81.869918699187
2023-11-16,66.58753387533875
2023-11-17,65.4959349593496
2023-11-18,53.488346883468836
2023-11-19,45.84715447154472
2023-11-20,61.12953929539296
2023-11-21,60.03794037940379
2023-11-22,41.480758807588074
2023-11-23,51.30514905149052
2023-11-24,37.11436314363144
2023-11-25,43.66395663956639
2023-11-26,56.763143631436314
2023-11-27,66.58753387533875
2023-11-28,68.77073170731707
2023-11-29,62.22113821138212
2023-11-30,74.22872628726287
2023-12-01,60.03794037940379
2023-12-02,51.30514905149052
2023-12-03,45.84715447154472
2023-12-04,75.32032520325204
2023-12-05,69.86233062330624
2023-12-06,70.9539295392954
2023-12-07,66.58753387533875
2023-12-08,66.58753387533875
2023-12-09,53.488346883468836
2023-12-10,57.854742547425474
2023-12-11,63.31273712737128
2023-12-12,56.763143631436314
2023-12-13,67.67913279132792
2023-12-14,57.854742547425474
2023-12-15,52.396747967479676
2023-12-16,50.21355013550136
2023-12-17,44.75555555555556
2023-12-18,52.396747967479676
2023-12-19,53.488346883468836
2023-12-20,53.488346883468836
2023-12-21,41.480758807588074
2023-12-22,37.023396567299
2023-12-23,37.023396567299
2023-12-24,37.023396567299
2023-12-25,47.02971996386631
2023-12-26,41.75365853658536
2023-12-27,44.664588979223126
2023-12-28,36.477597109304426
2023-12-29,43.48202348690154
2023-12-30,40.571093044263776
2023-12-31,37.023396567299
2024-01-01,41.11689250225835
2024-01-02,40.571093044263776
2024-01-03,48.2122854561879
2024-01-04,54.67091237579042
2024-01-05,51.759981933152666
2024-01-06,44.664588979223126
2024-01-07,48.758084914182476
2024-01-08,49.394850948509486
2024-01-09,57.581842818428186
2024-01-10,53.488346883468836
2024-01-11,50.57741644083107
2024-01-12,54.67091237579042
2024-01-13,51.123215898825656
2024-01-14,44.664588979223126
2024-01-15,51.123215898825656
2024-01-16,54.67091237579042
2024-01-17,61.12953929539296
2024-01-18,61.76630532971997
2024-01-19,63.49467028003613
2024-01-20,43.30009033423668
2024-01-21,56.03541102077688
2024-01-22,64.95013550135502
2024-01-23,63.67660343270099
2024-01-24,77.68545618789521
2024-01-25,66.22366757000904
2024-01-26,61.12953929539296
2024-01-27,52.214814814814815
2024-01-28,54.761878952122856
2024-01-29,85.32664859981934
2024-01-30,75.13839205058717
2024-01-31,82.7795844625113
2024-02-01,73.86485998193315
2024-02-02,59.85600722673894
2024-02-03,49.667750677506774
2024-02-04,59.85600722673894
2024-02-05,70.04426377597109
2024-02-06,71.31779584462511
2024-02-07,71.31779584462511
2024-02-08,76.41192411924119
2024-02-09,71.31779584462511
2024-02-10,49.667750677506774
2024-02-11,72.59132791327913
2024-02-12,68.77073170731707
2024-02-13,73.86485998193315
2024-02-14,70.04426377597109
2024-02-15,75.13839205058717
2024-02-16,127.35320686540199
2024-02-17,75.13839205058717
2024-02-18,67.49719963866306
2024-02-19,70.04426377597109
2024-02-20,76.41192411924119
2024-02-21,84.05311653116532
2024-02-22,72.59132791327913
2024-02-23,72.59132791327913
2024-02-24,61.12953929539296
2024-02-25,52.214814814814815
2024-02-26,84.05311653116532
2024-02-27,78.95898825654923
2024-02-28,84.05311653116532
2024-02-29,90.42077687443542
2024-03-01,92.96784101174346
2024-03-02,62.40307136404697
2024-03-03,64.95013550135502
2024-03-04,110.79728997289973
2024-03-05,108.25022583559169
2024-03-06,82.7795844625113
2024-03-07,78.95898825654923
2024-03-08,72.59132791327913
2024-03-09,70.04426377597109
2024-03-10,112.07082204155375
2024-03-11,73.86485998193315
2024-03-12,72.59132791327913
2024-03-13,71.31779584462511
2024-03-14,76.41192411924119
2024-03-15,62.40307136404697
2024-03-16,61.12953929539296
2024-03-17,58.58247515808492
2024-03-18,67.49719963866306
2024-03-19,72.59132791327913
2024-03-20,100.60903342366757
2024-03-21,72.59132791327913
2024-03-22,57.3089430894309
2024-03-23,50.941282746160795
2024-03-24,54.761878952122856
2024-03-25,63.67660343270099
2024-03-26,67.49719963866306
2024-03-27,64.95013550135502
2024-03-28,76.41192411924119
2024-03-29,61.12953929539296
2024-03-30,54.761878952122856
2024-03-31,56.03541102077688
2024-04-01,64.95013550135502
2024-04-02,68.77073170731707
2024-04-03,75.13839205058717
2024-04-04,59.85600722673894
2024-04-05,67.49719963866306
2024-04-06,52.214814814814815
2024-04-07,57.3089430894309
2024-04-08,67.49719963866306
2024-04-09,73.86485998193315
2024-04-10,62.40307136404697
2024-04-11,72.59132791327913
2024-04-12,67.49719963866306
2024-04-13,52.214814814814815
2024-04-14,58.58247515808492
2024-04-15,71.31779584462511
2024-04-16,77.68545618789521
2024-04-17,70.04426377597109
2024-04-18,64.95013550135502
2024-04-19,63.67660343270099
2024-04-20,78.95898825654923
2024-04-21,75.13839205058717
2024-04-22,75.13839205058717
2024-04-23,78.95898825654923
2024-04-24,92.96784101174346
2024-04-25,67.49719963866306
2024-04-26,62.40307136404697
2024-04-27,52.214814814814815
2024-04-28,54.761878952122856
2024-04-29,67.49719963866306
2024-04-30,62.40307136404697
2024-05-01,66.22366757000904
2024-05-02,61.12953929539296
2024-05-03,57.3089430894309
2024-05-04,48.39421860885275
2024-05-05,53.488346883468836
2024-05-06,61.12953929539296
2024-05-07,62.40307136404697
2024-05-08,68.77073170731707
2024-05-09,64.95013550135502
2024-05-10,62.40307136404697
2024-05-11,50.941282746160795
2024-05-12,45.84715447154472
2024-05-13,67.49719963866306
2024-05-14,57.3089430894309
2024-05-15,56.03541102077688
2024-05-16,57.3089430894309
2024-05-17,49.667750677506774
2024-05-18,47.12068654019874
2024-05-19,40.75302619692864
2024-05-20,52.214814814814815
2024-05-21,63.67660343270099
2024-05-22,54.761878952122856
2024-05-23,61.12953929539296
2024-05-24,53.488346883468836
2024-05-25,59.85600722673894
2024-05-26,56.03541102077688
2024-05-27,42.02655826558266
2024-05-28,44.5736224028907
2024-05-29,58.58247515808492
2024-05-30,54.761878952122856
2024-05-31,52.214814814814815
2024-06-01,52.214814814814815
2024-06-02,43.30009033423668
2024-06-03,49.667750677506774
2024-06-04,54.761878952122856
2024-06-05,52.214814814814815
2024-06-06,57.3089430894309
2024-06-07,59.85600722673894
2024-06-08,47.12068654019874
2024-06-09,50.941282746160795
2024-06-10,58.58247515808492
2024-06-11,56.03541102077688
2024-06-12,56.03541102077688
2024-06-13,53.488346883468836
2024-06-14,44.5736224028907
2024-06-15,44.5736224028907
2024-06-16,40.75302619692864
2024-06-17,49.667750677506774
2024-06-18,52.214814814814815
2024-06-19,47.12068654019874
2024-06-20,50.941282746160795
2024-06-21,50.941282746160795
2024-06-22,47.12068654019874
2024-06-23,62.40307136404697
2024-06-24,38.205962059620596
2024-06-25,56.03541102077688
2024-06-26,47.12068654019874
2024-06-27,49.667750677506774
2024-06-28,50.941282746160795
2024-06-29,53.488346883468836
2024-06-30,47.12068654019874
2024-07-01,47.12068654019874
2024-07-02,45.84715447154472
2024-07-03,47.12068654019874
2024-07-04,39.47949412827462
2024-07-05,43.30009033423668
2024-07-06,45.84715447154472
2024-07-07,54.761878952122856
2024-07-08,52.214814814814815
2024-07-09,50.941282746160795
2024-07-10,59.85600722673894
2024-07-11,56.03541102077688
2024-07-12,50.941282746160795
2024-07-13,44.5736224028907
2024-07-14,42.02655826558266
2024-07-15,53.488346883468836
2024-07-16,54.761878952122856
2024-07-17,58.58247515808492
2024-07-18,54.761878952122856
2024-07-19,48.39421860885275
2024-07-20,53.488346883468836
2024-07-21,53.488346883468836
2024-07-22,47.12068654019874
2024-07-23,47.12068654019874
2024-07-24,44.5736224028907
2024-07-25,57.3089430894309
2024-07-26,44.5736224028907
2024-07-27,56.03541102077688
2024-07-28,59.85600722673894
2024-07-29,49.667750677506774
2024-07-30,49.667750677506774
2024-07-31,54.761878952122856
2024-08-01,47.12068654019874
2024-08-02,53.488346883468836
2024-08-03,44.5736224028907
2024-08-04,49.667750677506774
2024-08-05,45.84715447154472
2024-08-06,43.30009033423668
2024-08-07,53.488346883468836
2024-08-08,44.5736224028907
2024-08-09,40.75302619692864
2024-08-10,48.39421860885275
2024-08-11,49.667750677506774
2024-08-12,48.39421860885275
2024-08-13,50.941282746160795
2024-08-14,52.214814814814815
2024-08-15,43.30009033423668
2024-08-16,45.84715447154472
2024-08-17,39.47949412827462
2024-08-18,42.89487558511949
2024-08-19,49.14676028578468
2024-08-20,47.87322821713066
2024-08-21,52.214814814814815
2024-08-22,53.488346883468836
2024-08-23,49.78352632011169
2024-08-24,47.23646218280365
2024-08-25,44.805173688100524
2024-08-26,63.445052147491175
2024-08-27,54.125112917795846
2024-08-28,59.10346554980702
2024-08-29,54.125112917795846
2024-08-30,47.87322821713066
2024-08-31,42.89487558511949
2024-09-01,44.168407653773514
2024-09-02,53.488346883468836
2024-09-03,62.17152007883716
2024-09-04,87.70004927322
2024-09-05,71.49145930853248
2024-09-06,62.808286113164165
2024-09-07,48.50999425145767
2024-09-08,64.08181818181819
2024-09-09,66.51310667652132
2024-09-10,59.10346554980702
2024-09-11,59.10346554980702
2024-09-12,64.7185842161452
2024-09-13,62.808286113164165
2024-09-14,57.829933481153
2024-09-15,53.488346883468836
2024-09-16,72.93865484109386
2024-09-17,72.93865484109386
2024-09-18,63.21350086228136
2024-09-19,77.80123183050013
2024-09-20,68.07607785168761
2024-09-21,43.76319290465632
2024-09-22,68.07607785168761
2024-09-23,77.80123183050013
2024-09-24,63.21350086228136
