Time,costly
2022-07-09,0.0
2022-07-10,28.0
2022-07-11,26.0
2022-07-12,21.0
2022-07-13,24.0
2022-07-14,24.0
2022-07-15,27.0
2022-07-16,20.0
2022-07-17,15.0
2022-07-18,25.0
2022-07-19,31.0
2022-07-20,30.0
2022-07-21,32.0
2022-07-22,28.0
2022-07-23,27.0
2022-07-24,25.0
2022-07-25,27.0
2022-07-26,33.0
2022-07-27,23.0
2022-07-28,30.0
2022-07-29,35.0
2022-07-30,20.0
2022-07-31,26.0
2022-08-01,21.0
2022-08-02,32.0
2022-08-03,30.0
2022-08-04,22.0
2022-08-05,23.0
2022-08-06,16.0
2022-08-07,18.0
2022-08-08,34.0
2022-08-09,31.0
2022-08-10,23.0
2022-08-11,26.0
2022-08-12,34.0
2022-08-13,12.0
2022-08-14,23.0
2022-08-15,27.0
2022-08-16,30.0
2022-08-17,24.0
2022-08-18,28.0
2022-08-19,29.0
2022-08-20,19.0
2022-08-21,12.0
2022-08-22,23.0
2022-08-23,35.0
2022-08-24,27.0
2022-08-25,34.0
2022-08-26,35.0
2022-08-27,19.0
2022-08-28,40.0
2022-08-29,34.0
2022-08-30,34.0
2022-08-31,39.974999999999994
2022-09-01,38.625
2022-09-02,28.025
2022-09-03,27.1
2022-09-04,37.2
2022-09-05,29.875
2022-09-06,38.625
2022-09-07,45.025
2022-09-08,51.925
2022-09-09,34.0
2022-09-10,0.0
2022-09-11,45.95
2022-09-12,45.025
2022-09-13,60.175
2022-09-14,66.15
2022-09-15,40.9
2022-09-16,31.725
2022-09-17,28.95
2022-09-18,39.05
2022-09-19,54.2
2022-09-20,34.0
2022-09-21,46.875
2022-09-22,55.125
2022-09-23,45.025
2022-09-24,28.025
2022-09-25,46.875
2022-09-26,45.025
2022-09-27,43.35
2022-09-28,61.199999999999996
2022-09-29,53.55
2022-09-30,55.25
2022-10-01,28.9
2022-10-02,42.5
2022-10-03,66.3
2022-10-04,56.949999999999996
2022-10-05,48.449999999999996
2022-10-06,61.199999999999996
2022-10-07,56.1
2022-10-08,34.85
2022-10-09,38.25
2022-10-10,57.8
2022-10-11,46.75
2022-10-12,64.6
2022-10-13,45.05
2022-10-14,48.449999999999996
2022-10-15,31.45
2022-10-16,36.55
2022-10-17,45.9
2022-10-18,56.1
2022-10-19,57.8
2022-10-20,50.15
2022-10-21,54.4
2022-10-22,20.4
2022-10-23,36.55
2022-10-24,62.05
2022-10-25,34.85
2022-10-26,55.25
2022-10-27,55.25
2022-10-28,56.1
2022-10-29,26.349999999999998
2022-10-30,33.15
2022-10-31,56.949999999999996
2022-11-01,43.35
2022-11-02,42.5
2022-11-03,73.1
2022-11-04,46.75
2022-11-05,31.45
2022-11-06,45.05
2022-11-07,57.8
2022-11-08,41.65
2022-11-09,39.949999999999996
2022-11-10,47.6
2022-11-11,54.4
2022-11-12,24.65
2022-11-13,42.5
2022-11-14,67.14999999999999
2022-11-15,51.85
2022-11-16,67.14999999999999
2022-11-17,53.55
2022-11-18,62.05
2022-11-19,29.75
2022-11-20,43.35
2022-11-21,53.55
2022-11-22,34.85
2022-11-23,32.3
2022-11-24,22.95
2022-11-25,20.4
2022-11-26,19.55
2022-11-27,31.45
2022-11-28,56.1
2022-11-29,50.15
2022-11-30,54.4
2022-12-01,61.199999999999996
2022-12-02,48.449999999999996
2022-12-03,28.05
2022-12-04,51.0
2022-12-05,70.55
2022-12-06,73.95
2022-12-07,63.75
2022-12-08,57.8
2022-12-09,54.4
2022-12-10,34.0
2022-12-11,27.2
2022-12-12,63.75
2022-12-13,61.199999999999996
2022-12-14,41.65
2022-12-15,62.05
2022-12-16,62.9
2022-12-17,39.1
2022-12-18,40.8
2022-12-19,30.599999999999998
2022-12-20,40.8
2022-12-21,39.949999999999996
2022-12-22,51.0
2022-12-23,28.9
2022-12-24,25.5
2022-12-25,29.75
2022-12-26,27.2
2022-12-27,32.3
2022-12-28,29.75
2022-12-29,30.599999999999998
2022-12-30,28.9
2022-12-31,25.5
2023-01-01,15.299999999999999
2023-01-02,23.8
2023-01-03,28.9
2023-01-04,43.35
2023-01-05,43.35
2023-01-06,48.449999999999996
2023-01-07,22.099999999999998
2023-01-08,27.2
2023-01-09,46.75
2023-01-10,48.449999999999996
2023-01-11,46.75
2023-01-12,63.75
2023-01-13,39.949999999999996
2023-01-14,22.95
2023-01-15,28.9
2023-01-16,27.2
2023-01-17,41.65
2023-01-18,57.8
2023-01-19,45.05
2023-01-20,50.15
2023-01-21,28.05
2023-01-22,39.949999999999996
2023-01-23,51.85
2023-01-24,43.35
2023-01-25,46.75
2023-01-26,53.55
2023-01-27,49.3
2023-01-28,28.05
2023-01-29,40.8
2023-01-30,68.85
2023-01-31,72.25
2023-02-01,55.25
2023-02-02,62.9
2023-02-03,56.949999999999996
2023-02-04,35.699999999999996
2023-02-05,39.949999999999996
2023-02-06,62.9
2023-02-07,56.1
2023-02-08,71.39999999999999
2023-02-09,55.25
2023-02-10,55.25
2023-02-11,34.0
2023-02-12,41.65
2023-02-13,58.65
2023-02-14,52.699999999999996
2023-02-15,68.85
2023-02-16,62.9
2023-02-17,56.1
2023-02-18,39.949999999999996
2023-02-19,31.45
2023-02-20,38.25
2023-02-21,72.25
2023-02-22,62.9
2023-02-23,62.05
2023-02-24,54.4
2023-02-25,39.1
2023-02-26,41.65
2023-02-27,68.85
2023-02-28,48.449999999999996
2023-03-01,62.05
2023-03-02,64.6
2023-03-03,46.75
2023-03-04,32.3
2023-03-05,33.15
2023-03-06,60.35
2023-03-07,66.3
2023-03-08,54.4
2023-03-09,67.14999999999999
2023-03-10,40.8
2023-03-11,35.699999999999996
2023-03-12,37.4
2023-03-13,55.25
2023-03-14,45.9
2023-03-15,41.65
2023-03-16,39.949999999999996
2023-03-17,53.55
2023-03-18,22.099999999999998
2023-03-19,31.45
2023-03-20,51.0
2023-03-21,59.5
2023-03-22,64.6
2023-03-23,59.5
2023-03-24,53.55
2023-03-25,24.65
2023-03-26,28.05
2023-03-27,55.25
2023-03-28,42.5
2023-03-29,51.0
2023-03-30,62.9
2023-03-31,51.0
2023-04-01,32.3
2023-04-02,34.85
2023-04-03,62.9
2023-04-04,65.45
2023-04-05,59.5
2023-04-06,56.1
2023-04-07,41.65
2023-04-08,28.05
2023-04-09,39.1
2023-04-10,70.55
2023-04-11,69.7
2023-04-12,71.39999999999999
2023-04-13,68.0
2023-04-14,59.5
2023-04-15,34.85
2023-04-16,42.5
2023-04-17,72.25
2023-04-18,65.45
2023-04-19,67.14999999999999
2023-04-20,53.55
2023-04-21,58.65
2023-04-22,39.949999999999996
2023-04-23,53.55
2023-04-24,73.1
2023-04-25,84.14999999999999
2023-04-26,64.6
2023-04-27,85.0
2023-04-28,59.5
2023-04-29,36.55
2023-04-30,49.3
2023-05-01,71.39999999999999
2023-05-02,72.25
2023-05-03,61.199999999999996
2023-05-04,58.65
2023-05-05,55.25
2023-05-06,28.9
2023-05-07,45.05
2023-05-08,67.14999999999999
2023-05-09,64.6
2023-05-10,59.5
2023-05-11,49.3
2023-05-12,46.75
2023-05-13,26.349999999999998
2023-05-14,32.3
2023-05-15,73.95
2023-05-16,59.5
2023-05-17,64.6
2023-05-18,61.199999999999996
2023-05-19,53.55
2023-05-20,28.05
2023-05-21,27.2
2023-05-22,56.949999999999996
2023-05-23,46.75
2023-05-24,33.15
2023-05-25,41.65
2023-05-26,36.55
2023-05-27,28.05
2023-05-28,29.75
2023-05-29,25.5
2023-05-30,42.5
2023-05-31,29.75
2023-06-01,36.55
2023-06-02,17.0
2023-06-03,14.45
2023-06-04,18.7
2023-06-05,39.1
2023-06-06,37.4
2023-06-07,32.3
2023-06-08,32.3
2023-06-09,24.65
2023-06-10,0.0
2023-06-11,28.05
2023-06-12,34.0
2023-06-13,28.05
2023-06-14,51.0
2023-06-15,31.45
2023-06-16,30.599999999999998
2023-06-17,28.9
2023-06-18,23.8
2023-06-19,34.0
2023-06-20,28.9
2023-06-21,49.3
2023-06-22,38.25
2023-06-23,28.05
2023-06-24,24.65
2023-06-25,31.45
2023-06-26,51.85
2023-06-27,42.5
2023-06-28,24.65
2023-06-29,27.2
2023-06-30,36.55
2023-07-01,22.95
2023-07-02,28.05
2023-07-03,34.0
2023-07-04,19.55
2023-07-05,24.65
2023-07-06,26.349999999999998
2023-07-07,29.75
2023-07-08,18.7
2023-07-09,30.599999999999998
2023-07-10,34.85
2023-07-11,41.65
2023-07-12,22.099999999999998
2023-07-13,29.75
2023-07-14,18.7
2023-07-15,29.75
2023-07-16,23.8
2023-07-17,31.45
2023-07-18,36.55
2023-07-19,40.8
2023-07-20,29.75
2023-07-21,26.349999999999998
2023-07-22,29.75
2023-07-23,23.8
2023-07-24,30.599999999999998
2023-07-25,29.75
2023-07-26,29.75
2023-07-27,34.0
2023-07-28,38.25
2023-07-29,17.849999999999998
2023-07-30,24.65
2023-07-31,35.699999999999996
2023-08-01,29.75
2023-08-02,29.75
2023-08-03,34.0
2023-08-04,31.45
2023-08-05,37.4
2023-08-06,21.25
2023-08-07,18.7
2023-08-08,36.55
2023-08-09,31.45
2023-08-10,22.95
2023-08-11,25.5
2023-08-12,18.7
2023-08-13,17.849999999999998
2023-08-14,27.2
2023-08-15,22.95
2023-08-16,26.349999999999998
2023-08-17,31.45
2023-08-18,36.55
2023-08-19,18.7
2023-08-20,21.25
2023-08-21,35.699999999999996
2023-08-22,39.949999999999996
2023-08-23,34.85
2023-08-24,35.699999999999996
2023-08-25,35.699999999999996
2023-08-26,20.4
2023-08-27,20.4
2023-08-28,34.0
2023-08-29,45.9
2023-08-30,34.0
2023-08-31,32.3
2023-09-01,39.1
2023-09-02,43.35
2023-09-03,30.599999999999998
2023-09-04,35.699999999999996
2023-09-05,51.0
2023-09-06,52.699999999999996
2023-09-07,45.05
2023-09-08,38.25
2023-09-09,23.8
2023-09-10,42.5
2023-09-11,42.5
2023-09-12,59.5
2023-09-13,50.15
2023-09-14,51.0
2023-09-15,47.6
2023-09-16,31.45
2023-09-17,46.75
2023-09-18,68.85
2023-09-19,62.9
2023-09-20,58.65
2023-09-21,77.35
2023-09-22,57.8
2023-09-23,37.4
2023-09-24,39.949999999999996
2023-09-25,75.64999999999999
2023-09-26,49.3
2023-09-27,62.05
2023-09-28,73.1
2023-09-29,50.15
2023-09-30,37.4
2023-10-01,36.55
2023-10-02,57.8
2023-10-03,78.2
2023-10-04,62.05
2023-10-05,59.5
2023-10-06,52.699999999999996
2023-10-07,28.05
2023-10-08,47.6
2023-10-09,60.35
2023-10-10,57.8
2023-10-11,62.9
2023-10-12,59.5
2023-10-13,64.6
2023-10-14,24.65
2023-10-15,44.199999999999996
2023-10-16,63.75
2023-10-17,64.6
2023-10-18,55.25
2023-10-19,61.199999999999996
2023-10-20,43.35
2023-10-21,42.5
2023-10-22,30.599999999999998
2023-10-23,72.25
2023-10-24,62.05
2023-10-25,56.949999999999996
2023-10-26,64.6
2023-10-27,62.05
2023-10-28,19.55
2023-10-29,38.25
2023-10-30,73.95
2023-10-31,52.699999999999996
2023-11-01,69.7
2023-11-02,75.64999999999999
2023-11-03,50.15
2023-11-04,37.4
2023-11-05,45.9
2023-11-06,77.35
2023-11-07,56.1
2023-11-08,55.25
2023-11-09,62.9
2023-11-10,51.85
2023-11-11,0.0
2023-11-12,53.55
2023-11-13,62.9
2023-11-14,70.55
2023-11-15,67.14999999999999
2023-11-16,73.1
2023-11-17,72.25
2023-11-18,47.6
2023-11-19,45.05
2023-11-20,61.199999999999996
2023-11-21,67.14999999999999
2023-11-22,42.5
2023-11-23,26.349999999999998
2023-11-24,27.2
2023-11-25,21.25
2023-11-26,38.25
2023-11-27,71.39999999999999
2023-11-28,60.35
2023-11-29,79.05
2023-11-30,77.35
2023-12-01,72.25
2023-12-02,34.85
2023-12-03,37.4
2023-12-04,81.6
2023-12-05,79.89999999999999
2023-12-06,72.25
2023-12-07,77.35
2023-12-08,84.14999999999999
2023-12-09,31.45
2023-12-10,43.35
2023-12-11,75.64999999999999
2023-12-12,57.8
2023-12-13,62.05
2023-12-14,59.5
2023-12-15,53.55
2023-12-16,39.949999999999996
2023-12-17,30.599999999999998
2023-12-18,49.3
2023-12-19,32.3
2023-12-20,44.199999999999996
2023-12-21,31.45
2023-12-22,29.87047014413178
2023-12-23,0.0
2023-12-24,19.477951269732326
2023-12-25,16.879821551132466
2023-12-26,17.74586479066575
2023-12-27,19.477951269732326
2023-12-28,13.415648592999313
2023-12-29,27.272340425531915
2023-12-30,23.808167467398764
2023-12-31,13.8566918325326
2024-01-01,22.942124227865477
2024-01-02,20.343994509265613
2024-01-03,30.295470144131777
2024-01-04,28.563383665065203
2024-01-05,47.61633493479753
2024-01-06,22.076080988332187
2024-01-07,32.02755662319835
2024-01-08,47.61633493479753
2024-01-09,36.798816060398075
2024-01-10,51.08050789293068
2024-01-11,57.14281056966369
2024-01-12,27.697340425531912
2024-01-13,30.736513383665063
2024-01-14,22.942124227865477
2024-01-15,25.54025394646534
2024-01-16,49.3484214138641
2024-01-17,57.14281056966369
2024-01-18,61.473026767330126
2024-01-19,45.884248455730955
2024-01-20,28.226767330130404
2024-01-21,44.10432395332876
2024-01-22,50.27892930679478
2024-01-23,41.45806451612903
2024-01-24,65.27439945092655
2024-01-25,60.86396705559368
2024-01-26,68.80274536719286
2024-01-27,38.811805078929304
2024-01-28,52.925188743994504
2024-01-29,67.03857240905971
2024-01-30,64.39231297185998
2024-01-31,74.97735072065889
2024-02-01,73.21317776252573
2024-02-02,69.68483184625943
2024-02-03,38.811805078929304
2024-02-04,56.45353466026081
2024-02-05,72.33109128345916
2024-02-06,65.27439945092655
2024-02-07,67.92065888812628
2024-02-08,73.21317776252573
2024-02-09,76.74152367879203
2024-02-10,53.80727522306108
2024-02-11,40.575978037062455
2024-02-12,82.03404255319148
2024-02-13,71.44900480439259
2024-02-14,55.571448181194235
2024-02-15,68.80274536719286
2024-02-16,59.09979409746053
2024-02-17,32.637199725463276
2024-02-18,47.632669869595055
2024-02-19,62.628140013726835
2024-02-20,78.50569663692518
2024-02-21,79.38778311599177
2024-02-22,73.21317776252573
2024-02-23,56.45353466026081
2024-02-24,22.05216197666438
2024-02-25,46.75058339052848
2024-02-26,79.38778311599177
2024-02-27,74.0952642415923
2024-02-28,73.21317776252573
2024-02-29,80.26986959505834
2024-03-01,50.27892930679478
2024-03-02,34.40137268359643
2024-03-03,40.575978037062455
2024-03-04,81.15195607412491
2024-03-05,62.628140013726835
2024-03-06,66.15648592999314
2024-03-07,61.746053534660255
2024-03-08,54.689361702127655
2024-03-09,29.10885380919698
2024-03-10,24.698421413864104
2024-03-11,80.26986959505834
2024-03-12,58.21770761839396
2024-03-13,58.21770761839396
2024-03-14,55.571448181194235
2024-03-15,52.925188743994504
2024-03-16,40.575978037062455
2024-03-17,36.16554564172958
2024-03-18,67.03857240905971
2024-03-19,61.746053534660255
2024-03-20,71.44900480439259
2024-03-21,62.628140013726835
2024-03-22,53.80727522306108
2024-03-23,46.75058339052848
2024-03-24,63.51022649279341
2024-03-25,57.33562113932738
2024-03-26,64.39231297185998
2024-03-27,73.21317776252573
2024-03-28,63.51022649279341
2024-03-29,49.39684282772821
2024-03-30,27.344680851063828
2024-03-31,48.51475634866163
2024-04-01,68.80274536719286
2024-04-02,55.571448181194235
2024-04-03,64.39231297185998
2024-04-04,67.03857240905971
2024-04-05,62.628140013726835
2024-04-06,45.868496911461904
2024-04-07,31.755113246396704
2024-04-08,67.92065888812628
2024-04-09,82.03404255319148
2024-04-10,69.68483184625943
2024-04-11,72.33109128345916
2024-04-12,67.03857240905971
2024-04-13,40.575978037062455
2024-04-14,52.04310226492793
2024-04-15,88.20864790665752
2024-04-16,63.51022649279341
2024-04-17,71.44900480439259
2024-04-18,71.44900480439259
2024-04-19,59.98188057652711
2024-04-20,23.816334934797528
2024-04-21,47.632669869595055
2024-04-22,77.62361015785861
2024-04-23,70.56691832532601
2024-04-24,70.56691832532601
2024-04-25,81.15195607412491
2024-04-26,68.80274536719286
2024-04-27,35.28345916266301
2024-04-28,30.873026767330128
2024-04-29,86.44447494852436
2024-04-30,82.03404255319148
2024-05-01,69.68483184625943
2024-05-02,69.68483184625943
2024-05-03,64.39231297185998
2024-05-04,33.519286204529855
2024-05-05,42.34015099519561
2024-05-06,68.80274536719286
2024-05-07,66.15648592999314
2024-05-08,69.68483184625943
2024-05-09,64.39231297185998
2024-05-10,68.80274536719286
2024-05-11,20.287989018531228
2024-05-12,37.04763212079615
2024-05-13,66.15648592999314
2024-05-14,67.03857240905971
2024-05-15,59.09979409746053
2024-05-16,52.925188743994504
2024-05-17,38.811805078929304
2024-05-18,38.811805078929304
2024-05-19,27.344680851063828
2024-05-20,57.33562113932738
2024-05-21,55.571448181194235
2024-05-22,64.39231297185998
2024-05-23,67.92065888812628
2024-05-24,35.28345916266301
2024-05-25,28.226767330130404
2024-05-26,22.05216197666438
2024-05-27,29.10885380919698
2024-05-28,49.39684282772821
2024-05-29,55.571448181194235
2024-05-30,41.45806451612903
2024-05-31,33.519286204529855
2024-06-01,28.226767330130404
2024-06-02,26.462594371997252
2024-06-03,32.637199725463276
2024-06-04,42.34015099519561
2024-06-05,45.868496911461904
2024-06-06,48.51475634866163
2024-06-07,43.22223747426218
2024-06-08,30.873026767330128
2024-06-09,37.92971859986273
2024-06-10,49.39684282772821
2024-06-11,33.519286204529855
2024-06-12,34.40137268359643
2024-06-13,45.868496911461904
2024-06-14,26.462594371997252
2024-06-15,27.344680851063828
2024-06-16,37.04763212079615
2024-06-17,40.575978037062455
2024-06-18,42.34015099519561
2024-06-19,39.69389155799588
2024-06-20,32.637199725463276
2024-06-21,34.40137268359643
2024-06-22,19.405902539464652
2024-06-23,35.28345916266301
2024-06-24,44.98641043239533
2024-06-25,38.811805078929304
2024-06-26,40.575978037062455
2024-06-27,43.22223747426218
2024-06-28,51.16101578586136
2024-06-29,20.287989018531228
2024-06-30,22.05216197666438
2024-07-01,35.28345916266301
2024-07-02,32.637199725463276
2024-07-03,30.873026767330128
2024-07-04,38.811805078929304
2024-07-05,28.226767330130404
2024-07-06,25.58050789293068
2024-07-07,29.10885380919698
2024-07-08,29.10885380919698
2024-07-09,37.92971859986273
2024-07-10,29.10885380919698
2024-07-11,41.45806451612903
2024-07-12,34.40137268359643
2024-07-13,31.755113246396704
2024-07-14,35.28345916266301
2024-07-15,32.637199725463276
2024-07-16,43.22223747426218
2024-07-17,36.16554564172958
2024-07-18,23.816334934797528
2024-07-19,21.170075497597804
2024-07-20,26.462594371997252
2024-07-21,34.40137268359643
2024-07-22,47.632669869595055
2024-07-23,31.755113246396704
2024-07-24,28.226767330130404
2024-07-25,26.462594371997252
2024-07-26,25.58050789293068
2024-07-27,25.58050789293068
2024-07-28,26.462594371997252
2024-07-29,29.10885380919698
2024-07-30,22.05216197666438
2024-07-31,31.755113246396704
2024-08-01,29.990940288263555
2024-08-02,25.58050789293068
2024-08-03,19.405902539464652
2024-08-04,29.990940288263555
2024-08-05,25.58050789293068
2024-08-06,23.816334934797528
2024-08-07,22.05216197666438
2024-08-08,29.10885380919698
2024-08-09,24.698421413864104
2024-08-10,25.58050789293068
2024-08-11,22.05216197666438
2024-08-12,32.637199725463276
2024-08-13,27.344680851063828
2024-08-14,31.755113246396704
2024-08-15,33.519286204529855
2024-08-16,27.344680851063828
2024-08-17,25.58050789293068
2024-08-18,32.56756131922118
2024-08-19,38.904656287252095
2024-08-20,33.03181736083516
2024-08-21,30.756962756926633
2024-08-22,34.37815988151573
2024-08-23,23.07352526821515
2024-08-24,29.851663475779358
2024-08-25,29.851663475779358
2024-08-26,44.33645197413575
2024-08-27,47.49339305711086
2024-08-28,52.925188743994504
2024-08-29,36.629801683343565
2024-08-30,38.904656287252095
2024-08-31,27.60002167395152
2024-09-01,32.56756131922118
2024-09-02,40.71525484954665
2024-09-03,58.35698443087816
2024-09-04,47.95764909872484
2024-09-05,49.30399161940541
2024-09-06,51.11459018169995
2024-09-07,29.851663475779358
2024-09-08,36.18875844381028
2024-09-09,52.01988946284723
2024-09-10,60.60862623270599
2024-09-11,45.24175125528302
2024-09-12,71.47221760647328
2024-09-13,54.735787306289055
2024-09-14,34.37815988151573
2024-09-15,37.09405772495755
2024-09-16,63.13882165950221
2024-09-17,64.99584582595816
2024-09-18,61.28179749304627
2024-09-19,68.70989415887006
2024-09-20,61.28179749304627
2024-09-21,35.283459162663
2024-09-22,43.640067911714766
2024-09-23,76.13799082469384
2024-09-24,71.49543040855397
2024-09-25,70.566918325326
2024-09-26,79.85203915760574
2024-09-27,64.06733374273018
2024-09-28,45.497092078170716
2024-09-29,55.710724993678426
2024-09-30,67.78138207564209
2024-10-01,72.42394249178196
2024-10-02,59.42477332659032
2024-10-03,51.99667666076653
2024-10-04,58.49626124336235
2024-10-05,31.569410829751106
2024-10-06,50.13965249431058
2024-10-07,83.56608749051763
2024-10-08,73.35245457500993
2024-10-09,77.06650290792182
2024-10-10,53.853700827222475
2024-10-11,40.854531662030844
2024-10-12,44.56857999494274
2024-10-13,48.28262832785463
2024-10-14,62.21030957627424
2024-10-15,61.28179749304627
2024-10-16,72.42394249178196
2024-10-17,73.35245457500993
2024-10-18,36.21197124589098
2024-10-19,38.06899541234692
2024-10-20,32.49792291297908
2024-10-21,62.21030957627424
2024-10-22,60.35328540981829
2024-10-23,68.70989415887006
2024-10-24,63.13882165950221
2024-10-25,56.6392370769064
2024-10-26,35.283459162663
2024-10-27,38.06899541234692
2024-10-28,72.42394249178196
2024-10-29,74.2809666582379
2024-10-30,67.78138207564209
2024-10-31,63.13882165950221
2024-11-01,55.710724993678426
2024-11-02,38.997507495574894
2024-11-03,57.56774916013437
2024-11-04,62.21030957627424
2024-11-05,65.92435790918614
2024-11-06,51.06816457753855
2024-11-07,69.63840624209803
2024-11-08,72.42394249178196
2024-11-09,40.854531662030844
2024-11-10,46.42560416139869
2024-11-11,54.782212910450454
2024-11-12,71.49543040855397
2024-11-13,65.92435790918614
2024-11-14,64.99584582595816
2024-11-15,63.13882165950221
2024-11-16,43.640067911714766
2024-11-17,51.06816457753855
2024-11-18,79.85203915760574
2024-11-19,87.28013582342953
2024-11-20,80.78055124083372
2024-11-21,86.35162374020156
2024-11-22,60.35328540981829
2024-11-23,42.711555828486794
2024-11-24,53.853700827222475
2024-11-25,48.28262832785463
2024-11-26,51.06816457753855
2024-11-27,45.497092078170716
2024-11-28,30.640898746523135
2024-11-29,25.06982624715529
2024-11-30,36.21197124589098
2024-12-01,45.497092078170716
2024-12-02,64.99584582595816
2024-12-03,59.42477332659032
2024-12-04,67.78138207564209
2024-12-05,68.70989415887006
2024-12-06,74.2809666582379
2024-12-07,50.13965249431058
2024-12-08,46.42560416139869
2024-12-09,87.28013582342953
2024-12-10,77.99501499114979
2024-12-11,72.42394249178196
2024-12-12,64.99584582595816
2024-12-13,67.78138207564209
2024-12-14,88.2086479066575
2024-12-15,58.49626124336235
2024-12-16,58.49626124336235
2024-12-17,62.21030957627424
2024-12-18,64.06733374273018
2024-12-19,56.6392370769064
2024-12-20,54.782212910450454
2024-12-21,19.498753747787447
2024-12-22,35.283459162663
2024-12-23,25.06982624715529
2024-12-24,27.855362496839213
2024-12-25,23.212802080699344
2024-12-26,19.498753747787447
2024-12-27,38.997507495574894
2024-12-28,35.283459162663
2024-12-29,36.21197124589098
2024-12-30,28.783874580067184
2024-12-31,26.926850413611238
2025-01-01,0.0
2025-01-02,25.998338330383266
2025-01-03,29.71238666329516
2025-01-04,21.355777914243397
2025-01-05,38.997507495574894
2025-01-06,42.711555828486794
2025-01-07,51.99667666076653
