Time,stock_market_today
2024-09-20,21.903501208444524
2024-09-21,6.258143202412721
2024-09-22,3.1290716012063604
2024-09-23,18.77442960723816
2024-09-24,18.77442960723816
2024-09-25,15.645358006031802
2024-09-26,18.77442960723816
2024-09-27,15.645358006031802
2024-09-28,3.1290716012063604
2024-09-29,3.1290716012063604
2024-09-30,15.645358006031802
2024-10-01,28.161644410857242
2024-10-02,18.77442960723816
2024-10-03,18.77442960723816
2024-10-04,18.77442960723816
2024-10-05,3.1290716012063604
2024-10-06,3.1290716012063604
2024-10-07,18.77442960723816
2024-10-08,15.645358006031802
2024-10-09,12.516286404825442
2024-10-10,15.645358006031802
2024-10-11,15.645358006031802
2024-10-12,3.1290716012063604
2024-10-13,3.1290716012063604
2024-10-14,40.677930815682686
2024-10-15,18.77442960723816
2024-10-16,15.645358006031802
2024-10-17,15.645358006031802
2024-10-18,15.645358006031802
2024-10-19,3.1290716012063604
2024-10-20,3.1290716012063604
2024-10-21,15.645358006031802
2024-10-22,15.645358006031802
2024-10-23,25.032572809650883
2024-10-24,18.77442960723816
2024-10-25,15.645358006031802
2024-10-26,3.1290716012063604
2024-10-27,3.1290716012063604
2024-10-28,12.516286404825442
2024-10-29,15.645358006031802
2024-10-30,15.645358006031802
2024-10-31,31.290716012063605
2024-11-01,25.032572809650883
2024-11-02,6.258143202412721
2024-11-03,3.1290716012063604
2024-11-04,15.645358006031802
2024-11-05,21.903501208444524
2024-11-06,115.77564924463533
2024-11-07,65.71050362533357
2024-11-08,40.677930815682686
2024-11-09,12.516286404825442
2024-11-10,6.258143202412721
2024-11-11,46.936074018095404
2024-11-12,31.290716012063605
2024-11-13,25.032572809650883
2024-11-14,21.903501208444524
2024-11-15,28.161644410857242
2024-11-16,9.38721480361908
2024-11-17,3.1290716012063604
2024-11-18,18.77442960723816
2024-11-19,18.77442960723816
2024-11-20,21.903501208444524
2024-11-21,18.77442960723816
2024-11-22,15.645358006031802
2024-11-23,3.1290716012063604
2024-11-24,3.1290716012063604
2024-11-25,15.645358006031802
2024-11-26,18.77442960723816
2024-11-27,25.032572809650883
2024-11-28,9.38721480361908
2024-11-29,65.71050362533357
2024-11-30,6.258143202412721
2024-12-01,3.1290716012063604
2024-12-02,15.645358006031802
2024-12-03,15.645358006031802
2024-12-04,15.645358006031802
2024-12-05,12.516286404825442
2024-12-06,15.645358006031802
2024-12-07,6.258143202412721
2024-12-08,3.1290716012063604
2024-12-09,15.645358006031802
2024-12-10,15.645358006031802
2024-12-11,15.645358006031802
2024-12-12,15.645358006031802
2024-12-13,15.645358006031802
2024-12-14,3.1290716012063604
2024-12-15,3.1290716012063604
2024-12-16,15.645358006031802
2024-12-17,15.645358006031802
2024-12-18,59.45236042292085
2024-12-19,62.58143202412721
2024-12-20,34.41978761326997
2024-12-21,9.38721480361908
2024-12-22,3.1290716012063604
2024-12-23,21.903501208444524
2024-12-24,53.19421722050813
2024-12-25,9.38721480361908
2024-12-26,28.161644410857242
2024-12-27,31.290716012063605
2024-12-28,6.258143202412721
2024-12-29,3.1290716012063604
2024-12-30,28.161644410857242
2024-12-31,59.45236042292085
2025-01-01,18.77442960723816
2025-01-02,25.032572809650883
2025-01-03,18.77442960723816
2025-01-04,6.258143202412721
2025-01-05,3.1290716012063604
2025-01-06,18.77442960723816
2025-01-07,25.032572809650883
2025-01-08,21.903501208444524
2025-01-09,81.35586163136537
2025-01-10,31.290716012063605
2025-01-11,9.38721480361908
2025-01-12,3.1290716012063604
2025-01-13,25.032572809650883
2025-01-14,18.77442960723816
2025-01-15,21.903501208444524
2025-01-16,18.77442960723816
2025-01-17,18.77442960723816
2025-01-18,6.258143202412721
2025-01-19,3.1290716012063604
2025-01-20,65.71050362533357
2025-01-21,37.54885921447632
2025-01-22,28.161644410857242
2025-01-23,21.903501208444524
2025-01-24,21.903501208444524
2025-01-25,6.258143202412721
2025-01-26,3.1290716012063604
2025-01-27,56.323288821714485
2025-01-28,50.06514561930177
2025-01-29,34.41978761326997
2025-01-30,21.903501208444524
2025-01-31,28.161644410857242
2025-02-01,15.645358006031802
2025-02-02,12.516286404825442
2025-02-03,84.48493323257173
2025-02-04,43.80700241688905
2025-02-05,28.161644410857242
2025-02-06,25.032572809650883
2025-02-07,25.032572809650883
2025-02-08,6.258143202412721
2025-02-09,3.1290716012063604
2025-02-10,21.903501208444524
2025-02-11,21.903501208444524
2025-02-12,21.903501208444524
2025-02-13,21.903501208444524
2025-02-14,18.77442960723816
2025-02-15,6.258143202412721
2025-02-16,3.1290716012063604
2025-02-17,40.677930815682686
2025-02-18,21.903501208444524
2025-02-19,18.77442960723816
2025-02-20,28.161644410857242
2025-02-21,46.936074018095404
2025-02-22,21.903501208444524
2025-02-23,9.38721480361908
2025-02-24,37.54885921447632
2025-02-25,43.80700241688905
2025-02-26,31.290716012063605
2025-02-27,37.54885921447632
2025-02-28,43.80700241688905
2025-03-01,15.645358006031802
2025-03-02,6.258143202412721
2025-03-03,53.19421722050813
2025-03-04,153.32450845911166
2025-03-05,109.51750604222262
2025-03-06,81.35586163136537
2025-03-07,65.71050362533357
2025-03-08,18.77442960723816
2025-03-09,9.38721480361908
2025-03-10,93.87214803619081
2025-03-11,156.45358006031802
2025-03-12,125.16286404825442
2025-03-13,90.74307643498445
2025-03-14,78.22679003015901
2025-03-15,21.903501208444524
2025-03-16,9.38721480361908
2025-03-17,59.45236042292085
2025-03-18,59.45236042292085
2025-03-19,56.323288821714485
2025-03-20,43.80700241688905
2025-03-21,43.80700241688905
2025-03-22,12.516286404825442
2025-03-23,6.258143202412721
2025-03-24,40.677930815682686
2025-03-25,34.41978761326997
2025-03-26,40.677930815682686
2025-03-27,40.677930815682686
2025-03-28,59.45236042292085
2025-03-29,15.645358006031802
2025-03-30,9.38721480361908
2025-03-31,56.323288821714485
2025-04-01,50.06514561930177
2025-04-02,87.6140048337781
2025-04-03,265.97108610254065
2025-04-04,278.4873725073661
2025-04-05,78.22679003015901
2025-04-06,34.41978761326997
2025-04-07,300.3908737158106
2025-04-08,244.06758489409611
2025-04-09,312.90716012063604
2025-04-10,237.8094416916834
2025-04-11,165.8407948639371
2025-04-12,40.677930815682686
2025-04-13,18.77442960723816
2025-04-14,90.74307643498445
2025-04-15,76.15252275672682
2025-04-16,75.6088091857092
2025-04-17,78.26077212834761
2025-04-18,107.56557432226938
2025-04-19,18.630345510918495
2025-04-20,10.130743111985666
2025-04-21,91.58719175398929
2025-04-22,93.69544112561009
2025-04-23,78.80448569936523
2025-04-24,68.67374258737956
2025-04-25,59.086713046411504
2025-04-26,14.890955426244865
2025-04-27,9.587029540968054
2025-04-28,59.086713046411504
2025-04-29,53.23907359011709
2025-04-30,60.17414018844673
2025-05-01,50.58711064747868
2025-05-02,47.935147704840276
2025-05-03,14.890955426244865
2025-05-04,9.043315969950442
2025-05-05,49.49968350544346
2025-05-06,47.935147704840276
2025-05-07,46.30400699178743
2025-05-08,50.04339707646106
2025-05-09,43.652044049149026
2025-05-10,12.23899248360646
2025-05-11,9.043315969950442
2025-05-12,72.4131326720532
2025-05-13,62.826103131085134
2025-05-14,43.652044049149026
2025-05-15,40.23480425530334
2025-05-16,35.88509568716243
2025-05-17,10.874271420352253
2025-05-18,8.699417136281802
2025-05-19,40.23480425530334
2025-05-20,38.05994997123288
2025-05-21,48.93422139158514
2025-05-22,42.40965853937379
2025-05-23,45.67193996547946
2025-05-24,9.786844278317027
2025-05-25,5.437135710176126
2025-05-26,14.136552846457928
2025-05-27,38.05994997123288
2025-05-28,38.05994997123288
2025-05-29,39.14737711326811
2025-05-30,38.05994997123288
2025-05-31,9.786844278317027
2025-06-01,6.524562852211352
2025-06-02,31.535387119021532
2025-06-03,31.535387119021532
2025-06-04,30.447959976986308
2025-06-05,32.62281426105676
2025-06-06,39.14737711326811
2025-06-07,8.699417136281802
2025-06-08,5.437135710176126
2025-06-09,30.447959976986308
2025-06-10,29.360532834951083
2025-06-11,35.88509568716243
2025-06-12,29.360532834951083
2025-06-13,43.49708568140901
2025-06-14,8.699417136281802
2025-06-15,5.437135710176126
2025-06-16,31.535387119021532
2025-06-17,32.62281426105676
2025-06-18,31.535387119021532
2025-06-19,58.72106566990217
2025-06-20,29.360532834951083
2025-06-21,8.699417136281802
2025-06-22,11.961698562387479
2025-06-23,48.93422139158514
2025-06-24,36.97252282919766
2025-06-25,30.447959976986308
2025-06-26,30.447959976986308
2025-06-27,39.14737711326811
2025-06-28,11.961698562387479
2025-06-29,6.524562852211352
2025-06-30,30.447959976986308
2025-07-01,36.97252282919766
2025-07-02,32.62281426105676
2025-07-03,77.20732708450099
2025-07-04,19.573688556634053
2025-07-05,7.611989994246577
2025-07-06,7.611989994246577
2025-07-07,42.40965853937379
2025-07-08,35.88509568716243
2025-07-09,30.447959976986308
2025-07-10,30.447959976986308
2025-07-11,34.79766854512721
2025-07-12,9.786844278317027
2025-07-13,5.437135710176126
2025-07-14,31.535387119021532
2025-07-15,33.710241403091985
2025-07-16,32.62281426105676
2025-07-17,42.40965853937379
2025-07-18,32.62281426105676
2025-07-19,14.136552846457928
2025-07-20,11.961698562387479
2025-07-21,42.40965853937379
2025-07-22,38.05994997123288
2025-07-23,38.05994997123288
2025-07-24,36.97252282919766
2025-07-25,35.88509568716243
2025-07-26,9.786844278317027
2025-07-27,10.874271420352253
2025-07-28,46.759367107514684
2025-07-29,54.37135710176126
2025-07-30,67.42048280618397
2025-07-31,64.1582013800783
2025-08-01,91.34387993095892
2025-08-02,16.31140713052838
2025-08-03,8.699417136281802
2025-08-04,43.49708568140901
2025-08-05,40.23480425530334
2025-08-06,40.23480425530334
2025-08-07,43.49708568140901
2025-08-08,38.05994997123288
2025-08-09,11.961698562387479
2025-08-10,9.786844278317027
2025-08-11,40.23480425530334
2025-08-12,34.79766854512721
2025-08-13,34.79766854512721
2025-08-14,38.05994997123288
2025-08-15,34.79766854512721
2025-08-16,9.786844278317027
2025-08-17,7.611989994246577
2025-08-18,30.447959976986308
2025-08-19,44.584512823444236
2025-08-20,40.23480425530334
2025-08-21,31.535387119021532
2025-08-22,47.846794249549916
2025-08-23,13.049125704422703
2025-08-24,6.524562852211352
2025-08-25,35.88509568716243
2025-08-26,32.62281426105676
2025-08-27,31.535387119021532
2025-08-28,29.360532834951083
2025-08-29,38.05994997123288
2025-08-30,8.699417136281802
2025-08-31,6.524562852211352
2025-09-01,15.223979988493154
2025-09-02,42.40965853937379
2025-09-03,29.360532834951083
2025-09-04,27.18567855088063
2025-09-05,30.447959976986308
2025-09-06,8.699417136281802
2025-09-07,5.437135710176126
2025-09-08,25.010824266810182
2025-09-09,27.18567855088063
2025-09-10,26.098251408845407
2025-09-11,27.18567855088063
2025-09-12,22.83596998273973
2025-09-13,5.437135710176126
2025-09-14,3.262281426105676
2025-09-15,22.83596998273973
2025-09-16,27.18567855088063
2025-09-17,38.05994997123288
2025-09-18,28.273105692915856
2025-09-19,26.098251408845407
2025-09-20,7.611989994246577
2025-09-21,5.437135710176126
2025-09-22,29.360532834951083
2025-09-23,33.710241403091985
2025-09-24,27.18567855088063
2025-09-25,34.79766854512721
2025-09-26,27.18567855088063
2025-09-27,7.611989994246577
2025-09-28,5.437135710176126
2025-09-29,23.923397124774958
2025-09-30,25.010824266810182
2025-10-01,32.62281426105676
2025-10-02,28.273105692915856
2025-10-03,28.273105692915856
2025-10-04,5.437135710176126
2025-10-05,3.262281426105676
2025-10-06,23.923397124774958
2025-10-07,30.447959976986308
2025-10-08,26.098251408845407
2025-10-09,29.360532834951083
2025-10-10,92.43130707299414
2025-10-11,40.23480425530334
2025-10-12,14.136552846457928
2025-10-13,67.42048280618397
2025-10-14,48.93422139158514
2025-10-15,32.62281426105676
2025-10-16,40.23480425530334
2025-10-17,38.05994997123288
2025-10-18,7.611989994246577
2025-10-19,5.437135710176126
2025-10-20,31.535387119021532
2025-10-21,31.535387119021532
2025-10-22,41.32223139733856
2025-10-23,28.273105692915856
2025-10-24,30.447959976986308
2025-10-25,6.524562852211352
2025-10-26,4.349708568140901
2025-10-27,28.273105692915856
2025-10-28,30.447959976986308
2025-10-29,39.14737711326811
2025-10-30,45.67193996547946
2025-10-31,34.79766854512721
2025-11-01,10.874271420352253
2025-11-02,8.699417136281802
2025-11-03,33.710241403091985
2025-11-04,55.45878424379649
2025-11-05,45.67193996547946
2025-11-06,51.10907567565559
2025-11-07,50.021648533620365
2025-11-08,14.136552846457928
2025-11-09,8.699417136281802
2025-11-10,34.79766854512721
2025-11-11,53.28392995972604
2025-11-12,36.97252282919766
2025-11-13,66.33305566414874
2025-11-14,56.54621138583171
2025-11-15,14.136552846457928
2025-11-16,10.874271420352253
2025-11-17,44.584512823444236
2025-11-18,53.28392995972604
2025-11-19,45.67193996547946
2025-11-20,72.85761851636009
2025-11-21,58.72106566990217
2025-11-22,16.31140713052838
2025-11-23,11.961698562387479
2025-11-24,35.88509568716243
2025-11-25,34.79766854512721
2025-11-26,58.72106566990217
2025-11-27,25.010824266810182
2025-11-28,85.9067442207828
2025-11-29,15.223979988493154
2025-11-30,10.874271420352253
2025-12-01,34.79766854512721
2025-12-02,33.710241403091985
2025-12-03,31.535387119021532
2025-12-04,30.447959976986308
2025-12-05,30.447959976986308
2025-12-06,14.136552846457928
2025-12-07,11.961698562387479
2025-12-08,31.535387119021532
2025-12-09,32.62281426105676
2025-12-10,38.05994997123288
2025-12-11,37.1900082576047
2025-12-12,43.497085681409004
2025-12-13,15.006494560086107
2025-12-14,8.699417136281802
2025-12-15,31.426644404818006
2025-12-16,30.447959976986304
2025-12-17,39.14737711326811
2025-12-18,36.75503740079061
2025-12-19,27.07693583667711
2025-12-20,10.113072420927594
2025-12-21,7.285761851636009
2025-12-22,26.098251408845407
2025-12-23,29.469275549154602
2025-12-24,65.68059937892761
2025-12-25,14.027810132254405
2025-12-26,52.19650281769081
2025-12-27,11.091756848759296
2025-12-28,8.264446279467712
2025-12-29,28.4905911213229
2025-12-30,28.4905911213229
2025-12-31,72.9663612305636
2026-01-01,26.098251408845407
2026-01-02,33.8189841172955
2026-01-03,12.070441276591
2026-01-04,10.113072420927594
2026-01-05,32.840299689463805
2026-01-06,31.861615261632096
2026-01-07,30.447959976986304
2026-01-08,29.034304692340513
2026-01-09,29.469275549154602
2026-01-10,11.30924227716634
2026-01-11,8.6994171362818
2026-01-12,33.05778511787084
2026-01-13,29.57801826335812
2026-01-14,32.18784340424266
2026-01-15,27.838134836101762
2026-01-16,24.35836798158904
2026-01-17,8.6994171362818
2026-01-18,7.829475422653621
2026-01-19,57.41615309945988
2026-01-20,62.63580338122897
2026-01-21,61.76586166760079
2026-01-22,35.66761025875538
2026-01-23,28.70807654972994
2026-01-24,10.439300563538161
2026-01-25,8.6994171362818
2026-01-26,31.317901690614484
2026-01-27,26.968193122473583
2026-01-28,31.317901690614484
2026-01-29,47.8467942495499
2026-01-30,46.10691082229354
2026-01-31,14.78900913167906
2026-02-01,12.17918399079452
2026-02-02,37.40749368601174
2026-02-03,43.497085681409004
2026-02-04,47.8467942495499
2026-02-05,61.76586166760079
2026-02-06,61.76586166760079
2026-02-07,18.26877598619178
2026-02-08,12.17918399079452
2026-02-09,31.317901690614484
2026-02-10,33.05778511787084
2026-02-11,33.05778511787084
2026-02-12,53.066444531318986
2026-02-13,41.757202254152645
2026-02-14,13.919067418050881
2026-02-15,11.30924227716634
2026-02-16,59.15603652671624
2026-02-17,37.40749368601174
2026-02-18,30.4479599769863
2026-02-19,30.4479599769863
2026-02-20,40.017318826896286
2026-02-21,12.17918399079452
2026-02-22,7.829475422653621
2026-02-23,46.10691082229354
2026-02-24,37.40749368601174
2026-02-25,33.05778511787084
2026-02-26,37.40749368601174
2026-02-27,39.14737711326811
2026-02-28,13.919067418050881
2026-03-01,13.919067418050881
2026-03-02,61.76586166760079
2026-03-03,66.98551194936987
2026-03-04,48.71673596317808
2026-03-05,56.546211385831704
2026-03-06,55.676269672203524
2026-03-07,17.3988342725636
2026-03-08,13.919067418050881
2026-03-09,66.98551194936987
2026-03-10,52.196502817690806
2026-03-11,45.23696910866536
2026-03-12,50.45661939043445
2026-03-13,50.45661939043445
2026-03-14,15.658950845307242
2026-03-15,13.049125704422702
2026-03-16,46.10691082229354
2026-03-17,39.14737711326811
2026-03-18,49.58667767680626
2026-03-19,53.066444531318986
2026-03-20,54.806327958575345
2026-03-21,19.13871769981996
2026-03-22,13.049125704422702
2026-03-23,58.28609481308806
2026-03-24,46.97685253592172
2026-03-25,44.367027395037184
2026-03-26,51.32656110406263
2026-03-27,57.41615309945988
2026-03-28,17.3988342725636
2026-03-29,13.919067418050881
2026-03-30,60.8959199539726
2026-03-31,67.85545366299804
2026-04-01,50.45661939043445
2026-04-02,64.37568680848533
2026-04-03,86.99417136281801
2026-04-04,13.919067418050881
2026-04-05,35.66761025875538
2026-04-06,69.5953370902544
2026-04-07,61.76586166760079
2026-04-08,64.37568680848533
2026-04-09,48.71673596317808
2026-04-10,40.017318826896286
2026-04-11,12.17918399079452
2026-04-12,11.30924227716634
2026-04-13,46.97685253592172
2026-04-14,52.196502817690806
2026-04-15,40.017318826896286
2026-04-16,40.017318826896286
2026-04-17,56.546211385831704
2026-04-18,15.658950845307242
2026-04-19,11.30924227716634
2026-04-20,46.10691082229354
2026-04-21,42.627143967780825
2026-04-22,40.017318826896286
2026-04-23,42.627143967780825
2026-04-24,36.53755197238356
2026-04-25,13.919067418050881
2026-04-26,10.439300563538161
2026-04-27,35.66761025875538
2026-04-28,36.53755197238356
2026-04-29,37.40749368601174
2026-04-30,40.017318826896286
2026-05-01,33.05778511787084
2026-05-02,9.56935884990998
2026-05-03,8.6994171362818
2026-05-04,33.05778511787084
2026-05-05,35.66761025875538
2026-05-06,40.887260540524466
2026-05-07,42.627143967780825
2026-05-08,36.53755197238356
2026-05-09,13.049125704422702
2026-05-10,9.56935884990998
2026-05-11,36.53755197238356
2026-05-12,48.71673596317808
2026-05-13,36.53755197238356
2026-05-14,39.14737711326811
2026-05-15,50.45661939043445
2026-05-16,15.658950845307242
2026-05-17,10.439300563538161
2026-05-18,41.757202254152645
2026-05-19,40.887260540524466
2026-05-20,40.887260540524466
2026-05-21,40.017318826896286
2026-05-22,44.367027395037184
2026-05-23,17.3988342725636
2026-05-24,12.17918399079452
2026-05-25,25.228309695217224
2026-05-26,40.017318826896286
2026-05-27,40.887260540524466
2026-05-28,41.757202254152645
2026-05-29,40.887260540524466
2026-05-30,14.78900913167906
2026-05-31,13.049125704422702
