Time,blooket_join
2024-02-09,122.09337209739807
2024-02-10,7.751960133168132
2024-02-11,7.751960133168132
2024-02-12,65.89166113192913
2024-02-13,73.64362126509725
2024-02-14,93.02352159801758
2024-02-15,89.14754153143352
2024-02-16,81.39558139826539
2024-02-17,5.813970099876099
2024-02-18,3.875980066584066
2024-02-19,13.56593023304423
2024-02-20,62.015681065345056
2024-02-21,69.76764119851319
2024-02-22,79.45759136497335
2024-02-23,96.89950166460164
2024-02-24,5.813970099876099
2024-02-25,3.875980066584066
2024-02-26,65.89166113192913
2024-02-27,71.70563123180523
2024-02-28,79.45759136497335
2024-02-29,83.33357143155742
2024-03-01,104.65146179776978
2024-03-02,5.813970099876099
2024-03-03,5.813970099876099
2024-03-04,69.76764119851319
2024-03-05,71.70563123180523
2024-03-06,77.51960133168132
2024-03-07,83.33357143155742
2024-03-08,96.89950166460164
2024-03-09,7.751960133168132
2024-03-10,5.813970099876099
2024-03-11,52.32573089888489
2024-03-12,60.077691032053025
2024-03-13,62.015681065345056
2024-03-14,69.76764119851319
2024-03-15,71.70563123180523
2024-03-16,5.813970099876099
2024-03-17,3.875980066584066
2024-03-18,58.13970099876099
2024-03-19,67.82965116522115
2024-03-20,73.64362126509725
2024-03-21,79.45759136497335
2024-03-22,91.08553156472556
2024-03-23,5.813970099876099
2024-03-24,3.875980066584066
2024-03-25,56.201710965468955
2024-03-26,65.89166113192913
2024-03-27,71.70563123180523
2024-03-28,77.51960133168132
2024-03-29,27.13186046608846
2024-03-30,3.875980066584066
2024-03-31,1.937990033292033
2024-04-01,31.007840532672528
2024-04-02,52.32573089888489
2024-04-03,60.077691032053025
2024-04-04,60.077691032053025
2024-04-05,75.58161129838929
2024-04-06,3.875980066584066
2024-04-07,1.937990033292033
2024-04-08,52.32573089888489
2024-04-09,73.64362126509725
2024-04-10,75.58161129838929
2024-04-11,91.08553156472556
2024-04-12,104.65146179776978
2024-04-13,5.813970099876099
2024-04-14,3.875980066584066
2024-04-15,77.51960133168132
2024-04-16,81.39558139826539
2024-04-17,83.33357143155742
2024-04-18,89.14754153143352
2024-04-19,93.02352159801758
2024-04-20,5.813970099876099
2024-04-21,3.875980066584066
2024-04-22,87.20955149814148
2024-04-23,83.33357143155742
2024-04-24,89.14754153143352
2024-04-25,94.96151163130962
2024-04-26,104.65146179776978
2024-04-27,5.813970099876099
2024-04-28,3.875980066584066
2024-04-29,79.45759136497335
2024-04-30,81.39558139826539
2024-05-01,83.33357143155742
2024-05-02,93.02352159801758
2024-05-03,104.65146179776978
2024-05-04,5.813970099876099
2024-05-05,3.875980066584066
2024-05-06,75.58161129838929
2024-05-07,79.45759136497335
2024-05-08,85.27156146484946
2024-05-09,91.08553156472556
2024-05-10,98.83749169789368
2024-05-11,5.813970099876099
2024-05-12,3.875980066584066
2024-05-13,87.20955149814148
2024-05-14,89.14754153143352
2024-05-15,93.02352159801758
2024-05-16,91.08553156472556
2024-05-17,94.96151163130962
2024-05-18,5.813970099876099
2024-05-19,3.875980066584066
2024-05-20,79.45759136497335
2024-05-21,79.45759136497335
2024-05-22,75.58161129838929
2024-05-23,71.70563123180523
2024-05-24,58.13970099876099
2024-05-25,3.875980066584066
2024-05-26,1.937990033292033
2024-05-27,3.875980066584066
2024-05-28,46.51176079900879
2024-05-29,44.57377076571676
2024-05-30,44.57377076571676
2024-05-31,44.57377076571676
2024-06-01,1.937990033292033
2024-06-02,3.875980066584066
2024-06-03,32.94583056596456
2024-06-04,34.883820599256595
2024-06-05,34.883820599256595
2024-06-06,32.94583056596456
2024-06-07,27.13186046608846
2024-06-08,1.937990033292033
2024-06-09,1.937990033292033
2024-06-10,21.317890366212364
2024-06-11,23.255880399504395
2024-06-12,21.317890366212364
2024-06-13,21.317890366212364
2024-06-14,13.56593023304423
2024-06-15,1.937990033292033
2024-06-16,1.937990033292033
2024-06-17,11.627940199752198
2024-06-18,13.56593023304423
2024-06-19,5.813970099876099
2024-06-20,11.627940199752198
2024-06-21,9.689950166460164
2024-06-22,1.937990033292033
2024-06-23,0.0
2024-06-24,7.751960133168132
2024-06-25,7.751960133168132
2024-06-26,7.751960133168132
2024-06-27,5.813970099876099
2024-06-28,3.875980066584066
2024-06-29,1.937990033292033
2024-06-30,0.0
2024-07-01,3.875980066584066
2024-07-02,3.875980066584066
2024-07-03,3.875980066584066
2024-07-04,0.0
2024-07-05,1.937990033292033
2024-07-06,0.0
2024-07-07,1.937990033292033
2024-07-08,3.875980066584066
2024-07-09,3.875980066584066
2024-07-10,3.875980066584066
2024-07-11,3.875980066584066
2024-07-12,1.937990033292033
2024-07-13,1.937990033292033
2024-07-14,1.937990033292033
2024-07-15,3.875980066584066
2024-07-16,3.875980066584066
2024-07-17,3.875980066584066
2024-07-18,3.875980066584066
2024-07-19,1.937990033292033
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,3.875980066584066
2024-07-23,1.937990033292033
2024-07-24,3.875980066584066
2024-07-25,3.875980066584066
2024-07-26,3.875980066584066
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,1.937990033292033
2024-07-30,3.875980066584066
2024-07-31,3.875980066584066
2024-08-01,5.813970099876099
2024-08-02,5.813970099876099
2024-08-03,0.0
2024-08-04,1.937990033292033
2024-08-05,5.813970099876099
2024-08-06,9.689950166460164
2024-08-07,9.689950166460164
2024-08-08,13.56593023304423
2024-08-09,21.317890366212364
2024-08-10,1.937990033292033
2024-08-11,0.0
2024-08-12,17.441910299628297
2024-08-13,23.255880399504395
2024-08-14,31.007840532672528
2024-08-15,46.51176079900879
2024-08-16,65.89166113192913
2024-08-17,3.875980066584066
2024-08-18,1.937990033292033
2024-08-19,38.75980066584066
2024-08-20,52.32573089888489
2024-08-21,58.13970099876099
2024-08-22,73.64362126509725
2024-08-23,112.40342193093791
2024-08-24,5.813970099876099
2024-08-25,3.875980066584066
2024-08-26,65.89166113192913
2024-08-27,85.27156146484946
2024-08-28,91.08553156472556
2024-08-29,112.40342193093791
2024-08-30,129.8453322305662
2024-08-31,7.751960133168132
2024-09-01,3.875980066584066
2024-09-02,3.875980066584066
2024-09-03,77.51960133168132
2024-09-04,100.77548173118572
2024-09-05,114.34141196422995
2024-09-06,172.48111296299095
2024-09-07,7.751960133168132
2024-09-08,5.813970099876099
2024-09-09,96.89950166460164
2024-09-10,106.58945183106182
2024-09-11,110.46543189764589
2024-09-12,143.41126246361046
2024-09-13,193.7990033292033
2024-09-14,7.751960133168132
2024-09-15,5.813970099876099
2024-09-16,96.89950166460164
2024-09-17,104.65146179776978
2024-09-18,125.96935216398215
2024-09-19,127.90734219727418
2024-09-20,153.10121263007062
2024-09-21,9.689950166460164
