Time,ebay
2022-12-26,82.45479452054795
2022-12-27,84.28712328767124
2022-12-28,83.37095890410959
2022-12-29,85.20328767123289
2022-12-30,83.37095890410959
2022-12-31,78.79013698630138
2023-01-01,74.20931506849315
2023-01-02,83.37095890410959
2023-01-03,75.12547945205479
2023-01-04,78.79013698630138
2023-01-05,76.04164383561644
2023-01-06,75.12547945205479
2023-01-07,81.5386301369863
2023-01-08,84.28712328767124
2023-01-09,76.95780821917809
2023-01-10,76.04164383561644
2023-01-11,77.87397260273973
2023-01-12,80.62246575342466
2023-01-13,76.95780821917809
2023-01-14,87.03561643835617
2023-01-15,86.11945205479452
2023-01-16,85.20328767123289
2023-01-17,81.5386301369863
2023-01-18,81.5386301369863
2023-01-19,75.12547945205479
2023-01-20,76.95780821917809
2023-01-21,85.20328767123289
2023-01-22,84.28712328767124
2023-01-23,79.70630136986301
2023-01-24,77.87397260273973
2023-01-25,79.70630136986301
2023-01-26,75.12547945205479
2023-01-27,77.87397260273973
2023-01-28,84.28712328767124
2023-01-29,83.37095890410959
2023-01-30,78.79013698630138
2023-01-31,80.62246575342466
2023-02-01,79.70630136986301
2023-02-02,76.95780821917809
2023-02-03,79.70630136986301
2023-02-04,88.86794520547946
2023-02-05,87.03561643835617
2023-02-06,80.62246575342466
2023-02-07,80.62246575342466
2023-02-08,79.70630136986301
2023-02-09,77.87397260273973
2023-02-10,77.87397260273973
2023-02-11,86.11945205479452
2023-02-12,86.11945205479452
2023-02-13,68.7123287671233
2023-02-14,74.20931506849315
2023-02-15,78.79013698630138
2023-02-16,79.70630136986301
2023-02-17,81.5386301369863
2023-02-18,83.37095890410959
2023-02-19,90.70027397260274
2023-02-20,83.37095890410959
2023-02-21,81.5386301369863
2023-02-22,79.70630136986301
2023-02-23,81.5386301369863
2023-02-24,76.95780821917809
2023-02-25,85.20328767123289
2023-02-26,91.61643835616438
2023-02-27,82.45479452054795
2023-02-28,77.87397260273973
2023-03-01,76.95780821917809
2023-03-02,78.79013698630138
2023-03-03,76.95780821917809
2023-03-04,85.20328767123289
2023-03-05,85.20328767123289
2023-03-06,79.70630136986301
2023-03-07,80.62246575342466
2023-03-08,77.87397260273973
2023-03-09,76.95780821917809
2023-03-10,79.70630136986301
2023-03-11,81.5386301369863
2023-03-12,87.03561643835617
2023-03-13,78.79013698630138
2023-03-14,79.70630136986301
2023-03-15,75.12547945205479
2023-03-16,77.87397260273973
2023-03-17,75.12547945205479
2023-03-18,83.37095890410959
2023-03-19,88.86794520547946
2023-03-20,80.62246575342466
2023-03-21,78.79013698630138
2023-03-22,79.70630136986301
2023-03-23,79.70630136986301
2023-03-24,76.04164383561644
2023-03-25,83.37095890410959
2023-03-26,84.28712328767124
2023-03-27,84.28712328767124
2023-03-28,75.12547945205479
2023-03-29,79.70630136986301
2023-03-30,76.95780821917809
2023-03-31,76.95780821917809
2023-04-01,81.5386301369863
2023-04-02,81.5386301369863
2023-04-03,79.70630136986301
2023-04-04,74.20931506849315
2023-04-05,74.20931506849315
2023-04-06,75.12547945205479
2023-04-07,78.79013698630138
2023-04-08,79.70630136986301
2023-04-09,76.04164383561644
2023-04-10,77.87397260273973
2023-04-11,77.87397260273973
2023-04-12,77.87397260273973
2023-04-13,74.20931506849315
2023-04-14,73.2931506849315
2023-04-15,77.87397260273973
2023-04-16,78.79013698630138
2023-04-17,79.70630136986301
2023-04-18,74.20931506849315
2023-04-19,76.95780821917809
2023-04-20,73.2931506849315
2023-04-21,74.20931506849315
2023-04-22,79.70630136986301
2023-04-23,85.20328767123289
2023-04-24,75.12547945205479
2023-04-25,71.46082191780822
2023-04-26,76.13170396175471
2023-04-27,72.54715073284078
2023-04-28,70.31681800293616
2023-04-29,79.71625719066864
2023-04-30,82.40467211235409
2023-05-01,77.02784226898319
2023-05-02,82.40467211235409
2023-05-03,74.79750953907856
2023-05-04,72.10909461739311
2023-05-05,72.10909461739311
2023-05-06,79.71625719066864
2023-05-07,77.92398057621168
2023-05-08,74.79750953907856
2023-05-09,74.79750953907856
2023-05-10,74.33942734729774
2023-05-11,71.6510124256123
2023-05-12,73.0052329246216
2023-05-13,78.82011888344016
2023-05-14,75.23556565452623
2023-05-15,77.02784226898319
2023-05-16,73.90137123185008
2023-05-17,73.0052329246216
2023-05-18,73.44328904006926
2023-05-19,74.33942734729774
2023-05-20,80.17433938244946
2023-05-21,80.61239549789713
2023-05-22,73.0052329246216
2023-05-23,72.54715073284078
2023-05-24,71.21295631016463
2023-05-25,74.33942734729774
2023-05-26,73.59342739520702
2023-05-27,77.09787631878831
2023-05-28,77.09787631878831
2023-05-29,83.23066193505555
2023-05-30,75.34565185699766
2023-05-31,73.59342739520702
2023-06-01,75.34565185699766
2023-06-02,75.34565185699766
2023-06-03,79.72621301147427
2023-06-04,84.9828863968462
2023-06-05,75.34565185699766
2023-06-06,77.97398854968363
2023-06-07,77.09787631878831
2023-06-08,78.85010078057894
2023-06-09,76.22176408789298
2023-06-10,81.47843747326492
2023-06-11,80.60232524236959
2023-06-12,80.60232524236959
2023-06-13,75.34565185699766
2023-06-14,79.72621301147427
2023-06-15,76.22176408789298
2023-06-16,76.22176408789298
2023-06-17,84.9828863968462
2023-06-18,78.85010078057894
2023-06-19,79.72621301147427
2023-06-20,76.22176408789298
2023-06-21,78.85010078057894
2023-06-22,73.59342739520702
2023-06-23,78.85010078057894
2023-06-24,81.47843747326492
2023-06-25,78.85010078057894
2023-06-26,79.72621301147427
2023-06-27,74.46953962610235
2023-06-28,75.34565185699766
2023-06-29,75.34565185699766
2023-06-30,72.7173151643117
2023-07-01,77.97398854968363
2023-07-02,81.47843747326492
2023-07-03,78.85010078057894
2023-07-04,80.60232524236959
2023-07-05,77.09787631878831
2023-07-06,76.22176408789298
2023-07-07,77.09787631878831
2023-07-08,83.23066193505555
2023-07-09,82.35454970416023
2023-07-10,77.97398854968363
2023-07-11,80.60232524236959
2023-07-12,77.97398854968363
2023-07-13,78.85010078057894
2023-07-14,75.34565185699766
2023-07-15,81.47843747326492
2023-07-16,80.60232524236959
2023-07-17,79.72621301147427
2023-07-18,76.22176408789298
2023-07-19,76.22176408789298
2023-07-20,76.22176408789298
2023-07-21,76.22176408789298
2023-07-22,80.60232524236959
2023-07-23,80.60232524236959
2023-07-24,77.09787631878831
2023-07-25,78.85010078057894
2023-07-26,77.97398854968363
2023-07-27,76.22176408789298
2023-07-28,77.97398854968363
2023-07-29,80.60232524236959
2023-07-30,79.72621301147427
2023-07-31,77.97398854968363
2023-08-01,77.97398854968363
2023-08-02,78.85010078057894
2023-08-03,82.35454970416023
2023-08-04,83.23066193505555
2023-08-05,78.85010078057894
2023-08-06,80.60232524236959
2023-08-07,77.09787631878831
2023-08-08,71.84120293341637
2023-08-09,77.97398854968363
2023-08-10,74.46953962610235
2023-08-11,80.60232524236959
2023-08-12,78.85010078057894
2023-08-13,78.85010078057894
2023-08-14,74.46953962610235
2023-08-15,77.97398854968363
2023-08-16,75.34565185699766
2023-08-17,76.22176408789298
2023-08-18,75.34565185699766
2023-08-19,81.47843747326492
2023-08-20,83.23066193505555
2023-08-21,77.09787631878831
2023-08-22,71.84120293341637
2023-08-23,77.09787631878831
2023-08-24,74.46953962610235
2023-08-25,71.84120293341637
2023-08-26,77.09787631878831
2023-08-27,80.60232524236959
2023-08-28,75.34565185699766
2023-08-29,72.7173151643117
2023-08-30,72.7173151643117
2023-08-31,73.59342739520702
2023-09-01,76.22176408789298
2023-09-02,72.7173151643117
2023-09-03,74.46953962610235
2023-09-04,79.72621301147427
2023-09-05,70.96509070252105
2023-09-06,70.96509070252105
2023-09-07,69.2128662407304
2023-09-08,68.33675400983509
2023-09-09,78.85010078057894
2023-09-10,70.96509070252105
2023-09-11,69.2128662407304
2023-09-12,70.96509070252105
2023-09-13,73.59342739520702
2023-09-14,70.96509070252105
2023-09-15,70.08897847162574
2023-09-16,78.85010078057894
2023-09-17,74.46953962610235
2023-09-18,72.7173151643117
2023-09-19,71.84120293341637
2023-09-20,71.84120293341637
2023-09-21,72.7173151643117
2023-09-22,70.96509070252105
2023-09-23,74.46953962610235
2023-09-24,77.97398854968363
2023-09-25,75.34565185699766
2023-09-26,70.96509070252105
2023-09-27,73.59342739520702
2023-09-28,70.08897847162574
2023-09-29,70.08897847162574
2023-09-30,73.59342739520702
2023-10-01,74.46953962610235
2023-10-02,70.08897847162574
2023-10-03,72.7173151643117
2023-10-04,70.08897847162574
2023-10-05,70.08897847162574
2023-10-06,70.08897847162574
2023-10-07,72.7173151643117
2023-10-08,71.84120293341637
2023-10-09,73.59342739520702
2023-10-10,70.96509070252105
2023-10-11,75.34565185699766
2023-10-12,69.2128662407304
2023-10-13,67.46064177893976
2023-10-14,76.22176408789298
2023-10-15,76.22176408789298
2023-10-16,72.7173151643117
2023-10-17,70.96509070252105
2023-10-18,70.08897847162574
2023-10-19,70.96509070252105
2023-10-20,69.2128662407304
2023-10-21,70.96509070252105
2023-10-22,76.22176408789298
2023-10-23,71.84120293341637
2023-10-24,70.96509070252105
2023-10-25,70.08897847162574
2023-10-26,68.33675400983509
2023-10-27,66.58452954804444
2023-10-28,70.96509070252105
2023-10-29,67.46064177893976
2023-10-30,69.2128662407304
2023-10-31,68.33675400983509
2023-11-01,69.2128662407304
2023-11-02,70.08897847162574
2023-11-03,69.2128662407304
2023-11-04,74.46953962610235
2023-11-05,72.7173151643117
2023-11-06,70.96509070252105
2023-11-07,74.46953962610235
2023-11-08,67.46064177893976
2023-11-09,70.96509070252105
2023-11-10,71.84120293341637
2023-11-11,75.34565185699766
2023-11-12,77.09787631878831
2023-11-13,73.59342739520702
2023-11-14,71.84120293341637
2023-11-15,73.59342739520702
2023-11-16,69.2128662407304
2023-11-17,73.59342739520702
2023-11-18,76.22176408789298
2023-11-19,80.60232524236959
2023-11-20,74.46953962610235
2023-11-21,73.59342739520702
2023-11-22,75.34565185699766
2023-11-23,76.22176408789298
2023-11-24,83.23066193505555
2023-11-25,87.61122308953216
2023-11-26,87.61122308953216
2023-11-27,81.47843747326492
2023-11-28,87.61122308953216
2023-11-29,79.72621301147427
2023-11-30,73.59342739520702
2023-12-01,77.09787631878831
2023-12-02,87.61122308953216
2023-12-03,79.72621301147427
2023-12-04,78.85010078057894
2023-12-05,79.72621301147427
2023-12-06,77.97398854968363
2023-12-07,74.46953962610235
2023-12-08,73.59342739520702
2023-12-09,81.47843747326492
2023-12-10,84.10677416595088
2023-12-11,77.97398854968363
2023-12-12,77.97398854968363
2023-12-13,77.97398854968363
2023-12-14,77.09787631878831
2023-12-15,80.60232524236959
2023-12-16,84.10677416595088
2023-12-17,82.35454970416023
2023-12-18,79.72621301147427
2023-12-19,75.34565185699766
2023-12-20,77.09787631878831
2023-12-21,74.46953962610235
2023-12-22,75.37437415756091
2023-12-23,76.23604317445871
2023-12-24,69.780747154724
2023-12-25,74.51270514066312
2023-12-26,82.26772629274329
2023-12-27,81.82967017729564
2023-12-28,77.95938120825431
2023-12-29,84.85273334343668
2023-12-30,78.8210502251521
2023-12-31,72.78936710686753
2024-01-01,69.34269103927633
2024-01-02,73.2274232223152
2024-01-03,77.95938120825431
2024-01-04,76.23604317445871
2024-01-05,77.95938120825431
2024-01-06,82.26772629274329
2024-01-07,80.54438825894769
2024-01-08,72.78936710686753
2024-01-09,76.23604317445871
2024-01-10,71.92769808996974
2024-01-11,74.08909223921299
2024-01-12,71.92769808996974
2024-01-13,78.8210502251521
2024-01-14,78.8210502251521
2024-01-15,72.78936710686753
2024-01-16,69.34269103927633
2024-01-17,75.81243027300857
2024-01-18,73.65103612376532
2024-01-19,73.65103612376532
2024-01-20,78.8210502251521
2024-01-21,77.94477386682499
2024-01-22,73.70864485232363
2024-01-23,75.40309645812417
2024-01-24,72.01419324652309
2024-01-25,75.40309645812417
2024-01-26,72.86141904942336
2024-01-27,76.25032226102445
2024-01-28,76.25032226102445
2024-01-29,72.01419324652309
2024-01-30,72.86141904942336
2024-01-31,69.47251583782227
2024-02-01,66.08361262622118
2024-02-02,66.93083842912145
2024-02-03,76.25032226102445
2024-02-04,77.09754806392472
2024-02-05,70.31974164072254
2024-02-06,71.16696744362281
2024-02-07,66.93083842912145
2024-02-08,66.08361262622118
2024-02-09,68.625290034922
2024-02-10,75.40309645812417
2024-02-11,72.01419324652309
2024-02-12,60.153032005919286
2024-02-13,67.77806423202173
2024-02-14,65.23638682332091
2024-02-15,65.23638682332091
2024-02-16,69.47251583782227
2024-02-17,76.25032226102445
2024-02-18,78.79199966972526
2024-02-19,75.40309645812417
2024-02-20,72.01419324652309
2024-02-21,69.47251583782227
2024-02-22,68.625290034922
2024-02-23,67.77806423202173
2024-02-24,75.40309645812417
2024-02-25,75.40309645812417
2024-02-26,74.5558706552239
2024-02-27,67.77806423202173
2024-02-28,66.93083842912145
2024-02-29,70.31974164072254
2024-03-01,69.47251583782227
2024-03-02,74.5558706552239
2024-03-03,78.79199966972526
2024-03-04,73.70864485232363
2024-03-05,73.70864485232363
2024-03-06,71.16696744362281
2024-03-07,69.47251583782227
2024-03-08,66.93083842912145
2024-03-09,76.25032226102445
2024-03-10,80.48645127552581
2024-03-11,72.86141904942336
2024-03-12,72.86141904942336
2024-03-13,72.01419324652309
2024-03-14,70.31974164072254
2024-03-15,66.93083842912145
2024-03-16,77.09754806392472
2024-03-17,79.63922547262553
2024-03-18,72.01419324652309
2024-03-19,70.31974164072254
2024-03-20,69.47251583782227
2024-03-21,66.93083842912145
2024-03-22,67.77806423202173
2024-03-23,74.5558706552239
2024-03-24,78.79199966972526
2024-03-25,70.31974164072254
2024-03-26,72.01419324652309
2024-03-27,72.86141904942336
2024-03-28,69.47251583782227
2024-03-29,69.47251583782227
2024-03-30,72.01419324652309
2024-03-31,72.01419324652309
2024-04-01,70.31974164072254
2024-04-02,70.31974164072254
2024-04-03,70.31974164072254
2024-04-04,66.93083842912145
2024-04-05,67.77806423202173
2024-04-06,72.86141904942336
2024-04-07,75.40309645812417
2024-04-08,61.000257808819555
2024-04-09,66.93083842912145
2024-04-10,68.625290034922
2024-04-11,67.77806423202173
2024-04-12,71.16696744362281
2024-04-13,73.70864485232363
2024-04-14,75.40309645812417
2024-04-15,66.08361262622118
2024-04-16,66.08361262622118
2024-04-17,66.08361262622118
2024-04-18,68.625290034922
2024-04-19,66.93083842912145
2024-04-20,73.70864485232363
2024-04-21,74.5558706552239
2024-04-22,68.625290034922
2024-04-23,67.77806423202173
2024-04-24,63.54193521752037
2024-04-25,65.23638682332091
2024-04-26,66.93083842912145
2024-04-27,71.16696744362281
2024-04-28,77.09754806392472
2024-04-29,72.01419324652309
2024-04-30,66.08361262622118
2024-05-01,64.38916102042064
2024-05-02,66.08361262622118
2024-05-03,64.38916102042064
2024-05-04,69.47251583782227
2024-05-05,73.70864485232363
2024-05-06,67.77806423202173
2024-05-07,66.08361262622118
2024-05-08,66.08361262622118
2024-05-09,66.08361262622118
2024-05-10,64.38916102042064
2024-05-11,67.77806423202173
2024-05-12,68.625290034922
2024-05-13,66.08361262622118
2024-05-14,68.625290034922
2024-05-15,66.08361262622118
2024-05-16,62.6947094146201
2024-05-17,64.38916102042064
2024-05-18,73.70864485232363
2024-05-19,77.09754806392472
2024-05-20,67.77806423202173
2024-05-21,66.93083842912145
2024-05-22,68.625290034922
2024-05-23,66.93083842912145
2024-05-24,66.93083842912145
2024-05-25,70.31974164072254
2024-05-26,69.47251583782227
2024-05-27,76.25032226102445
2024-05-28,66.08361262622118
2024-05-29,69.47251583782227
2024-05-30,68.625290034922
2024-05-31,64.38916102042064
2024-06-01,74.5558706552239
2024-06-02,72.86141904942336
2024-06-03,68.625290034922
2024-06-04,68.625290034922
2024-06-05,69.47251583782227
2024-06-06,71.16696744362281
2024-06-07,69.47251583782227
2024-06-08,67.77806423202173
2024-06-09,70.31974164072254
2024-06-10,72.86141904942336
2024-06-11,71.16696744362281
2024-06-12,71.16696744362281
2024-06-13,68.625290034922
2024-06-14,66.93083842912145
2024-06-15,69.47251583782227
2024-06-16,67.77806423202173
2024-06-17,69.47251583782227
2024-06-18,72.01419324652309
2024-06-19,77.09754806392472
2024-06-20,66.93083842912145
2024-06-21,69.47251583782227
2024-06-22,72.86141904942336
2024-06-23,75.40309645812417
2024-06-24,71.16696744362281
2024-06-25,72.86141904942336
2024-06-26,68.625290034922
2024-06-27,66.93083842912145
2024-06-28,66.08361262622118
2024-06-29,69.47251583782227
2024-06-30,69.47251583782227
2024-07-01,72.01419324652309
2024-07-02,68.625290034922
2024-07-03,71.16696744362281
2024-07-04,67.77806423202173
2024-07-05,69.47251583782227
2024-07-06,70.31974164072254
2024-07-07,72.01419324652309
2024-07-08,70.31974164072254
2024-07-09,68.625290034922
2024-07-10,66.08361262622118
2024-07-11,72.86141904942336
2024-07-12,69.47251583782227
2024-07-13,70.31974164072254
2024-07-14,62.6947094146201
2024-07-15,68.625290034922
2024-07-16,67.77806423202173
2024-07-17,69.47251583782227
2024-07-18,73.70864485232363
2024-07-19,66.08361262622118
2024-07-20,71.16696744362281
2024-07-21,66.93083842912145
2024-07-22,70.31974164072254
2024-07-23,71.16696744362281
2024-07-24,71.16696744362281
2024-07-25,71.16696744362281
2024-07-26,69.47251583782227
2024-07-27,68.625290034922
2024-07-28,72.01419324652309
2024-07-29,69.47251583782227
2024-07-30,70.31974164072254
2024-07-31,66.08361262622118
2024-08-01,64.38916102042064
2024-08-02,68.625290034922
2024-08-03,73.70864485232363
2024-08-04,67.77806423202173
2024-08-05,66.93083842912145
2024-08-06,66.93083842912145
2024-08-07,69.47251583782227
2024-08-08,66.08361262622118
2024-08-09,64.38916102042064
2024-08-10,69.47251583782227
2024-08-11,72.01419324652309
2024-08-12,69.47251583782227
2024-08-13,68.625290034922
2024-08-14,71.16696744362281
2024-08-15,68.625290034922
2024-08-16,67.77806423202173
2024-08-17,71.16696744362281
2024-08-18,76.79496742003175
2024-08-19,68.5748599276065
2024-08-20,71.86290292457662
2024-08-21,66.93083842912145
2024-08-22,67.32923627691383
2024-08-23,67.75284917836399
2024-08-24,72.261300772369
2024-08-25,74.72733302009657
2024-08-26,71.04089217533408
2024-08-27,70.61727927388395
2024-08-28,69.39687067684903
2024-08-29,62.82078468290882
2024-08-30,66.10882767987893
2024-08-31,68.5748599276065
2024-09-01,71.04089217533408
2024-09-02,74.72733302009657
2024-09-03,66.10882767987893
2024-09-04,63.642795432151345
2024-09-05,68.5748599276065
2024-09-06,65.2868169306364
2024-09-07,69.39687067684903
2024-09-08,67.75284917836399
2024-09-09,66.10882767987893
2024-09-10,63.642795432151345
2024-09-11,59.134343838146336
2024-09-12,66.93083842912145
2024-09-13,65.2868169306364
2024-09-14,69.39687067684903
2024-09-15,66.93083842912145
2024-09-16,66.50722552767132
2024-09-17,65.33724703795188
2024-09-18,65.33724703795188
2024-09-19,63.74365564678233
2024-09-20,64.5404513423671
2024-09-21,66.93083842912145
2024-09-22,68.524429820291
2024-09-23,64.5404513423671
2024-09-24,62.150064255612776
