Time,house_of_the_dragon
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,4.0
2022-07-21,6.0
2022-07-22,3.0
2022-07-23,3.0
2022-07-24,3.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,1.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,3.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,3.0
2022-08-07,4.0
2022-08-08,3.0
2022-08-09,3.0
2022-08-10,3.0
2022-08-11,3.0
2022-08-12,3.0
2022-08-13,4.0
2022-08-14,5.0
2022-08-15,5.0
2022-08-16,5.0
2022-08-17,5.0
2022-08-18,6.0
2022-08-19,8.0
2022-08-20,12.0
2022-08-21,54.0
2022-08-22,100.0
2022-08-23,42.0
2022-08-24,21.0
2022-08-25,15.0
2022-08-26,13.0
2022-08-27,15.0
2022-08-28,26.0
2022-08-29,48.869602763385146
2022-08-30,20.276338514680482
2022-08-31,12.16580310880829
2022-09-01,9.197754749568222
2022-09-02,8.110535405872195
2022-09-03,9.991364421416236
2022-09-04,16.72107081174439
2022-09-05,42.639896373057
2022-09-06,18.895509499136445
2022-09-07,11.078583765112263
2022-09-08,7.81692573402418
2022-09-09,7.023316062176166
2022-09-10,7.81692573402418
2022-09-11,12.16580310880829
2022-09-12,38.87823834196891
2022-09-13,18.895509499136445
2022-09-14,11.078583765112263
2022-09-15,8.904145077720209
2022-09-16,7.31692573402418
2022-09-17,8.110535405872195
2022-09-18,12.959412780656304
2022-09-19,34.82297063903282
2022-09-20,17.0146804835924
2022-09-21,11.372193436960277
2022-09-22,8.904145077720209
2022-09-23,7.023316062176166
2022-09-24,7.81692573402418
2022-09-25,11.372193436960277
2022-09-26,38.87823834196891
2022-09-27,16.22107081174439
2022-09-28,9.395509499136443
2022-09-29,7.63385146804836
2022-09-30,5.872193436960277
2022-10-01,6.459412780656304
2022-10-02,9.395509499136443
2022-10-03,29.360967184801385
2022-10-04,14.680483592400693
2022-10-05,8.808290155440416
2022-10-06,7.046632124352332
2022-10-07,6.459412780656304
2022-10-08,7.046632124352332
2022-10-09,9.98272884283247
2022-10-10,39.343696027633854
2022-10-11,18.791018998272886
2022-10-12,12.331606217616581
2022-10-13,8.221070811744388
2022-10-14,7.63385146804836
2022-10-15,7.63385146804836
2022-10-16,11.157167530224527
2022-10-17,39.343696027633854
2022-10-18,18.20379965457686
2022-10-19,10.569948186528498
2022-10-20,8.221070811744388
2022-10-21,7.63385146804836
2022-10-22,12.331606217616581
2022-10-23,17.029360967184804
2022-10-24,58.72193436960277
2022-10-25,24.075993091537136
2022-10-26,14.680483592400693
2022-10-27,9.395509499136443
2022-10-28,7.63385146804836
2022-10-29,8.808290155440416
2022-10-30,8.221070811744388
2022-10-31,9.395509499136443
2022-11-01,5.284974093264249
2022-11-02,4.6977547495682215
2022-11-03,4.110535405872194
2022-11-04,4.110535405872194
2022-11-05,4.6977547495682215
2022-11-06,4.6977547495682215
2022-11-07,4.110535405872194
2022-11-08,2.9360967184801385
2022-11-09,2.9360967184801385
2022-11-10,2.9360967184801385
2022-11-11,2.9360967184801385
2022-11-12,2.9360967184801385
2022-11-13,3.523316062176166
2022-11-14,2.9360967184801385
2022-11-15,2.3488773747841107
2022-11-16,2.3488773747841107
2022-11-17,1.761658031088083
2022-11-18,1.761658031088083
2022-11-19,2.3488773747841107
2022-11-20,2.3488773747841107
2022-11-21,2.3488773747841107
2022-11-22,1.761658031088083
2022-11-23,1.761658031088083
2022-11-24,2.3488773747841107
2022-11-25,2.3488773747841107
2022-11-26,2.3488773747841107
2022-11-27,2.9360967184801385
2022-11-28,1.761658031088083
2022-11-29,1.761658031088083
2022-11-30,1.761658031088083
2022-12-01,1.1744386873920554
2022-12-02,1.1744386873920554
2022-12-03,1.761658031088083
2022-12-04,1.761658031088083
2022-12-05,1.1744386873920554
2022-12-06,1.1744386873920554
2022-12-07,1.1744386873920554
2022-12-08,1.1744386873920554
2022-12-09,1.1744386873920554
2022-12-10,1.761658031088083
2022-12-11,1.761658031088083
2022-12-12,1.761658031088083
2022-12-13,1.1744386873920554
2022-12-14,1.1744386873920554
2022-12-15,1.1744386873920554
2022-12-16,1.1744386873920554
2022-12-17,1.761658031088083
2022-12-18,1.761658031088083
2022-12-19,1.1744386873920554
2022-12-20,1.1744386873920554
2022-12-21,1.1744386873920554
2022-12-22,1.761658031088083
2022-12-23,1.761658031088083
2022-12-24,1.1744386873920554
2022-12-25,1.761658031088083
2022-12-26,1.761658031088083
2022-12-27,1.761658031088083
2022-12-28,1.761658031088083
2022-12-29,1.761658031088083
2022-12-30,1.761658031088083
2022-12-31,1.761658031088083
2023-01-01,1.761658031088083
2023-01-02,2.3488773747841107
2023-01-03,1.1744386873920554
2023-01-04,1.761658031088083
2023-01-05,1.1744386873920554
2023-01-06,1.1744386873920554
2023-01-07,1.1744386873920554
2023-01-08,1.761658031088083
2023-01-09,1.1744386873920554
2023-01-10,1.1744386873920554
2023-01-11,4.110535405872194
2023-01-12,1.761658031088083
2023-01-13,1.1744386873920554
2023-01-14,1.761658031088083
2023-01-15,1.761658031088083
2023-01-16,1.761658031088083
2023-01-17,1.1744386873920554
2023-01-18,1.1744386873920554
2023-01-19,1.1744386873920554
2023-01-20,1.1744386873920554
2023-01-21,1.1744386873920554
2023-01-22,1.761658031088083
2023-01-23,1.1744386873920554
2023-01-24,1.1744386873920554
2023-01-25,1.1744386873920554
2023-01-26,1.1744386873920554
2023-01-27,1.1744386873920554
2023-01-28,1.1744386873920554
2023-01-29,1.1744386873920554
2023-01-30,1.1744386873920554
2023-01-31,1.1744386873920554
2023-02-01,1.1744386873920554
2023-02-02,1.1744386873920554
2023-02-03,1.1744386873920554
2023-02-04,1.1744386873920554
2023-02-05,1.1744386873920554
2023-02-06,1.1744386873920554
2023-02-07,0.5872193436960277
2023-02-08,0.5872193436960277
2023-02-09,1.1744386873920554
2023-02-10,0.5872193436960277
2023-02-11,1.1744386873920554
2023-02-12,1.1744386873920554
2023-02-13,0.5872193436960277
2023-02-14,0.5872193436960277
2023-02-15,0.5872193436960277
2023-02-16,0.5872193436960277
2023-02-17,0.5872193436960277
2023-02-18,1.1744386873920554
2023-02-19,1.1744386873920554
2023-02-20,1.1744386873920554
2023-02-21,1.1744386873920554
2023-02-22,1.1744386873920554
2023-02-23,1.1744386873920554
2023-02-24,1.1744386873920554
2023-02-25,1.1744386873920554
2023-02-26,1.1744386873920554
2023-02-27,1.1744386873920554
2023-02-28,0.5872193436960277
2023-03-01,0.5872193436960277
2023-03-02,0.5872193436960277
2023-03-03,0.5872193436960277
2023-03-04,0.5872193436960277
2023-03-05,1.1744386873920554
2023-03-06,0.5872193436960277
2023-03-07,0.5872193436960277
2023-03-08,0.5872193436960277
2023-03-09,0.5872193436960277
2023-03-10,0.5872193436960277
2023-03-11,1.1744386873920554
2023-03-12,1.1744386873920554
2023-03-13,1.1744386873920554
2023-03-14,1.1744386873920554
2023-03-15,0.5872193436960277
2023-03-16,0.5872193436960277
2023-03-17,0.5872193436960277
2023-03-18,1.1744386873920554
2023-03-19,1.1744386873920554
2023-03-20,1.1744386873920554
2023-03-21,0.5872193436960277
2023-03-22,0.5872193436960277
2023-03-23,0.5872193436960277
2023-03-24,0.5872193436960277
2023-03-25,0.5872193436960277
2023-03-26,1.1744386873920554
2023-03-27,0.5872193436960277
2023-03-28,0.5872193436960277
2023-03-29,0.5872193436960277
2023-03-30,0.5872193436960277
2023-03-31,0.5872193436960277
2023-04-01,0.5872193436960277
2023-04-02,0.5872193436960277
2023-04-03,0.5872193436960277
2023-04-04,0.5872193436960277
2023-04-05,0.5872193436960277
2023-04-06,0.5872193436960277
2023-04-07,0.5872193436960277
2023-04-08,0.5872193436960277
2023-04-09,1.1744386873920554
2023-04-10,0.5872193436960277
2023-04-11,0.5872193436960277
2023-04-12,0.5872193436960277
2023-04-13,0.5872193436960277
2023-04-14,0.5872193436960277
2023-04-15,0.5872193436960277
2023-04-16,1.1744386873920554
2023-04-17,0.5872193436960277
2023-04-18,0.5872193436960277
2023-04-19,0.5872193436960277
2023-04-20,0.5872193436960277
2023-04-21,0.5872193436960277
2023-04-22,0.5872193436960277
2023-04-23,1.1744386873920554
2023-04-24,0.5872193436960277
2023-04-25,0.5872193436960277
2023-04-26,0.5676453655728267
2023-04-27,0.5480713874496258
2023-04-28,0.5480713874496258
2023-04-29,0.6263672999424295
2023-04-30,0.6655152561888313
2023-05-01,0.5872193436960276
2023-05-02,0.5872193436960276
2023-05-03,0.5676453655728267
2023-05-04,0.5872193436960276
2023-05-05,0.5872193436960276
2023-05-06,0.6067933218192285
2023-05-07,0.9786989061600461
2023-05-08,0.5872193436960276
2023-05-09,0.5676453655728267
2023-05-10,0.5480713874496258
2023-05-11,0.5480713874496258
2023-05-12,0.5284974093264249
2023-05-13,0.5480713874496258
2023-05-14,0.6459412780656304
2023-05-15,0.5872193436960276
2023-05-16,0.5284974093264249
2023-05-17,0.5676453655728267
2023-05-18,0.5872193436960276
2023-05-19,0.5284974093264249
2023-05-20,0.6067933218192285
2023-05-21,0.6263672999424295
2023-05-22,0.6263672999424295
2023-05-23,0.6067933218192285
2023-05-24,0.6067933218192285
2023-05-25,0.6459412780656304
2023-05-26,0.8221070811744386
2023-05-27,1.0961427748992516
2023-05-28,0.8221070811744386
2023-05-29,0.9395509499136442
2023-05-30,0.7046632124352331
2023-05-31,0.6263672999424295
2023-06-01,0.6263672999424295
2023-06-02,0.5872193436960276
2023-06-03,0.7829591249280368
2023-06-04,0.8221070811744386
2023-06-05,0.7829591249280368
2023-06-06,0.7046632124352331
2023-06-07,0.5872193436960276
2023-06-08,0.5480713874496258
2023-06-09,0.5872193436960276
2023-06-10,0.7046632124352331
2023-06-11,0.7829591249280368
2023-06-12,0.6655152561888313
2023-06-13,0.5089234312032239
2023-06-14,0.6263672999424295
2023-06-15,0.6263672999424295
2023-06-16,0.5872193436960276
2023-06-17,0.743811168681635
2023-06-18,0.7829591249280368
2023-06-19,0.743811168681635
2023-06-20,0.6655152561888313
2023-06-21,0.5872193436960276
2023-06-22,0.5872193436960276
2023-06-23,0.6263672999424295
2023-06-24,0.6263672999424295
2023-06-25,1.213586643638457
2023-06-26,0.9395509499136442
2023-06-27,0.743811168681635
2023-06-28,0.6655152561888313
2023-06-29,0.5480713874496258
2023-06-30,0.6263672999424295
2023-07-01,0.6655152561888313
2023-07-02,0.743811168681635
2023-07-03,0.743811168681635
2023-07-04,0.743811168681635
2023-07-05,0.5872193436960276
2023-07-06,0.5480713874496258
2023-07-07,0.6263672999424295
2023-07-08,0.7046632124352331
2023-07-09,0.9004029936672423
2023-07-10,0.8221070811744386
2023-07-11,0.6655152561888313
2023-07-12,0.7829591249280368
2023-07-13,0.8221070811744386
2023-07-14,0.8612550374208405
2023-07-15,0.8612550374208405
2023-07-16,0.9395509499136442
2023-07-17,0.7046632124352331
2023-07-18,0.6263672999424295
2023-07-19,0.6655152561888313
2023-07-20,0.5480713874496258
2023-07-21,0.6263672999424295
2023-07-22,0.5872193436960276
2023-07-23,0.7829591249280368
2023-07-24,0.6655152561888313
2023-07-25,0.5872193436960276
2023-07-26,0.5872193436960276
2023-07-27,0.5480713874496258
2023-07-28,0.6655152561888313
2023-07-29,0.6263672999424295
2023-07-30,0.7046632124352331
2023-07-31,0.5872193436960276
2023-08-01,0.5872193436960276
2023-08-02,0.5480713874496258
2023-08-03,0.6263672999424295
2023-08-04,0.6655152561888313
2023-08-05,0.6655152561888313
2023-08-06,0.7829591249280368
2023-08-07,0.7829591249280368
2023-08-08,0.743811168681635
2023-08-09,0.7046632124352331
2023-08-10,0.6263672999424295
2023-08-11,0.6655152561888313
2023-08-12,0.743811168681635
2023-08-13,0.9004029936672423
2023-08-14,0.7829591249280368
2023-08-15,0.7046632124352331
2023-08-16,0.743811168681635
2023-08-17,0.743811168681635
2023-08-18,0.6655152561888313
2023-08-19,1.2918825561312608
2023-08-20,1.213586643638457
2023-08-21,1.0178468624064478
2023-08-22,0.9395509499136442
2023-08-23,0.8221070811744386
2023-08-24,0.743811168681635
2023-08-25,0.743811168681635
2023-08-26,0.743811168681635
2023-08-27,0.9004029936672423
2023-08-28,0.9004029936672423
2023-08-29,0.743811168681635
2023-08-30,0.5480713874496258
2023-08-31,0.6655152561888313
2023-09-01,0.6263672999424295
2023-09-02,0.743811168681635
2023-09-03,0.7829591249280368
2023-09-04,0.8612550374208405
2023-09-05,0.743811168681635
2023-09-06,0.6263672999424295
2023-09-07,0.6263672999424295
2023-09-08,0.5480713874496258
2023-09-09,0.6655152561888313
2023-09-10,0.7829591249280368
2023-09-11,0.7046632124352331
2023-09-12,0.5480713874496258
2023-09-13,0.6263672999424295
2023-09-14,0.5872193436960276
2023-09-15,0.7046632124352331
2023-09-16,0.8612550374208405
2023-09-17,0.9395509499136442
2023-09-18,0.8221070811744386
2023-09-19,0.7046632124352331
2023-09-20,0.6655152561888313
2023-09-21,0.6655152561888313
2023-09-22,0.6655152561888313
2023-09-23,0.7046632124352331
2023-09-24,0.9004029936672423
2023-09-25,0.8221070811744386
2023-09-26,0.6655152561888313
2023-09-27,0.7046632124352331
2023-09-28,0.6655152561888313
2023-09-29,0.6263672999424295
2023-09-30,0.743811168681635
2023-10-01,0.743811168681635
2023-10-02,0.5872193436960276
2023-10-03,0.743811168681635
2023-10-04,0.5872193436960276
2023-10-05,0.5872193436960276
2023-10-06,0.5089234312032239
2023-10-07,0.5480713874496258
2023-10-08,0.7046632124352331
2023-10-09,0.6263672999424295
2023-10-10,0.4697754749568221
2023-10-11,0.5872193436960276
2023-10-12,0.6263672999424295
2023-10-13,0.5480713874496258
2023-10-14,0.5872193436960276
2023-10-15,0.6263672999424295
2023-10-16,0.5480713874496258
2023-10-17,0.5480713874496258
2023-10-18,0.4697754749568221
2023-10-19,0.5089234312032239
2023-10-20,0.43062751871042027
2023-10-21,0.5872193436960276
2023-10-22,0.8221070811744386
2023-10-23,0.6263672999424295
2023-10-24,0.4697754749568221
2023-10-25,0.4697754749568221
2023-10-26,0.5089234312032239
2023-10-27,0.5089234312032239
2023-10-28,0.5480713874496258
2023-10-29,0.5872193436960276
2023-10-30,0.5480713874496258
2023-10-31,0.5089234312032239
2023-11-01,0.5089234312032239
2023-11-02,0.6655152561888313
2023-11-03,0.7046632124352331
2023-11-04,0.743811168681635
2023-11-05,0.7829591249280368
2023-11-06,0.7046632124352331
2023-11-07,0.6263672999424295
2023-11-08,0.6263672999424295
2023-11-09,0.6263672999424295
2023-11-10,0.5480713874496258
2023-11-11,0.5872193436960276
2023-11-12,0.743811168681635
2023-11-13,0.5480713874496258
2023-11-14,0.5480713874496258
2023-11-15,0.5872193436960276
2023-11-16,0.5872193436960276
2023-11-17,0.5872193436960276
2023-11-18,0.5480713874496258
2023-11-19,0.7046632124352331
2023-11-20,0.743811168681635
2023-11-21,0.7046632124352331
2023-11-22,0.743811168681635
2023-11-23,0.8221070811744386
2023-11-24,0.7829591249280368
2023-11-25,0.9004029936672423
2023-11-26,0.8221070811744386
2023-11-27,0.743811168681635
2023-11-28,0.7046632124352331
2023-11-29,0.6655152561888313
2023-11-30,0.5480713874496258
2023-12-01,0.9004029936672423
2023-12-02,2.936096718480138
2023-12-03,3.9147956246401843
2023-12-04,3.8756476683937824
2023-12-05,2.388025331030512
2023-12-06,1.6050662061024754
2023-12-07,1.48762233736327
2023-12-08,0.9004029936672423
2023-12-09,0.9786989061600461
2023-12-10,1.1744386873920551
2023-12-11,0.8221070811744386
2023-12-12,0.8612550374208405
2023-12-13,0.7829591249280368
2023-12-14,0.6655152561888313
2023-12-15,0.6263672999424295
2023-12-16,0.7046632124352331
2023-12-17,0.7829591249280368
2023-12-18,0.6655152561888313
2023-12-19,0.7829591249280368
2023-12-20,0.743811168681635
2023-12-21,0.7046632124352331
2023-12-22,0.5626477541371159
2023-12-23,0.5626477541371159
2023-12-24,0.8708337926726197
2023-12-25,0.8708337926726197
2023-12-26,0.9687036832886242
2023-12-27,0.9295557270422224
2023-12-28,0.9491297051654234
2023-12-29,0.9295557270422224
2023-12-30,1.007851639535026
2023-12-31,0.9491297051654234
2024-01-01,0.9295557270422224
2024-01-02,0.9491297051654234
2024-01-03,0.9295557270422224
2024-01-04,0.8708337926726197
2024-01-05,0.9099817489190215
2024-01-06,0.9491297051654234
2024-01-07,1.007851639535026
2024-01-08,0.8904077707958207
2024-01-09,0.8512598145494188
2024-01-10,0.8904077707958207
2024-01-11,0.8316858364262179
2024-01-12,0.8708337926726197
2024-01-13,0.9099817489190215
2024-01-14,0.8904077707958207
2024-01-15,0.9491297051654234
2024-01-16,0.9099817489190215
2024-01-17,0.8316858364262179
2024-01-18,0.5822217322603167
2024-01-19,0.8121118583030169
2024-01-20,0.8121118583030169
2024-01-21,0.9195605041708007
2024-01-22,0.9195605041708007
2024-01-23,0.9195605041708007
2024-01-24,0.9195605041708007
2024-01-25,0.9195605041708007
2024-01-26,0.45978025208540035
2024-01-27,0.9195605041708007
2024-01-28,0.9195605041708007
2024-01-29,0.9195605041708007
2024-01-30,0.9195605041708007
2024-01-31,0.9195605041708007
2024-02-01,0.9195605041708007
2024-02-02,0.9195605041708007
2024-02-03,0.9195605041708007
2024-02-04,0.9195605041708007
2024-02-05,0.9195605041708007
2024-02-06,0.45978025208540035
2024-02-07,0.45978025208540035
2024-02-08,0.45978025208540035
2024-02-09,0.45978025208540035
2024-02-10,0.9195605041708007
2024-02-11,0.9195605041708007
2024-02-12,0.45978025208540035
2024-02-13,0.45978025208540035
2024-02-14,0.45978025208540035
2024-02-15,0.45978025208540035
2024-02-16,0.45978025208540035
2024-02-17,0.9195605041708007
2024-02-18,0.9195605041708007
2024-02-19,0.9195605041708007
2024-02-20,0.45978025208540035
2024-02-21,0.45978025208540035
2024-02-22,0.9195605041708007
2024-02-23,0.45978025208540035
2024-02-24,0.9195605041708007
2024-02-25,0.9195605041708007
2024-02-26,0.45978025208540035
2024-02-27,0.45978025208540035
2024-02-28,0.45978025208540035
2024-02-29,0.45978025208540035
2024-03-01,0.45978025208540035
2024-03-02,0.45978025208540035
2024-03-03,0.9195605041708007
2024-03-04,0.9195605041708007
2024-03-05,0.9195605041708007
2024-03-06,0.9195605041708007
2024-03-07,0.45978025208540035
2024-03-08,0.45978025208540035
2024-03-09,0.45978025208540035
2024-03-10,0.9195605041708007
2024-03-11,0.45978025208540035
2024-03-12,0.45978025208540035
2024-03-13,0.45978025208540035
2024-03-14,0.45978025208540035
2024-03-15,0.45978025208540035
2024-03-16,0.9195605041708007
2024-03-17,0.9195605041708007
2024-03-18,0.9195605041708007
2024-03-19,0.9195605041708007
2024-03-20,1.379340756256201
2024-03-21,2.2989012604270016
2024-03-22,2.2989012604270016
2024-03-23,1.8391210083416014
2024-03-24,2.2989012604270016
2024-03-25,1.8391210083416014
2024-03-26,1.379340756256201
2024-03-27,1.379340756256201
2024-03-28,1.379340756256201
2024-03-29,0.9195605041708007
2024-03-30,0.9195605041708007
2024-03-31,1.379340756256201
2024-04-01,0.9195605041708007
2024-04-02,0.9195605041708007
2024-04-03,0.9195605041708007
2024-04-04,0.9195605041708007
2024-04-05,0.9195605041708007
2024-04-06,0.9195605041708007
2024-04-07,0.9195605041708007
2024-04-08,0.9195605041708007
2024-04-09,0.9195605041708007
2024-04-10,0.9195605041708007
2024-04-11,0.9195605041708007
2024-04-12,0.9195605041708007
2024-04-13,0.9195605041708007
2024-04-14,0.9195605041708007
2024-04-15,0.9195605041708007
2024-04-16,0.45978025208540035
2024-04-17,0.9195605041708007
2024-04-18,0.9195605041708007
2024-04-19,0.9195605041708007
2024-04-20,0.9195605041708007
2024-04-21,0.9195605041708007
2024-04-22,0.9195605041708007
2024-04-23,0.9195605041708007
2024-04-24,0.9195605041708007
2024-04-25,0.9195605041708007
2024-04-26,0.9195605041708007
2024-04-27,0.9195605041708007
2024-04-28,0.9195605041708007
2024-04-29,0.9195605041708007
2024-04-30,0.9195605041708007
2024-05-01,0.9195605041708007
2024-05-02,0.9195605041708007
2024-05-03,0.9195605041708007
2024-05-04,0.9195605041708007
2024-05-05,0.9195605041708007
2024-05-06,0.9195605041708007
2024-05-07,0.9195605041708007
2024-05-08,0.9195605041708007
2024-05-09,0.9195605041708007
2024-05-10,0.9195605041708007
2024-05-11,0.9195605041708007
2024-05-12,1.379340756256201
2024-05-13,1.379340756256201
2024-05-14,1.8391210083416014
2024-05-15,2.2989012604270016
2024-05-16,1.8391210083416014
2024-05-17,1.379340756256201
2024-05-18,1.8391210083416014
2024-05-19,1.8391210083416014
2024-05-20,1.8391210083416014
2024-05-21,1.379340756256201
2024-05-22,1.379340756256201
2024-05-23,1.379340756256201
2024-05-24,1.379340756256201
2024-05-25,1.8391210083416014
2024-05-26,2.2989012604270016
2024-05-27,2.758681512512402
2024-05-28,2.2989012604270016
2024-05-29,2.2989012604270016
2024-05-30,1.8391210083416014
2024-05-31,1.8391210083416014
2024-06-01,2.758681512512402
2024-06-02,4.138022268768603
2024-06-03,3.678242016683203
2024-06-04,5.057582772939404
2024-06-05,4.138022268768603
2024-06-06,4.597802520854003
2024-06-07,4.597802520854003
2024-06-08,5.517363025024804
2024-06-09,7.356484033366406
2024-06-10,7.816264285451806
2024-06-11,6.896703781281006
2024-06-12,6.896703781281006
2024-06-13,7.356484033366406
2024-06-14,6.896703781281006
2024-06-15,9.655385293793408
2024-06-16,30.345496637636423
2024-06-17,45.97802520854003
2024-06-18,17.011869327159815
2024-06-19,11.494506302135008
2024-06-20,8.276044537537206
2024-06-21,7.816264285451806
2024-06-22,8.276044537537206
2024-06-23,14.253187814647411
2024-06-24,26.66725462095322
2024-06-25,11.034726050049608
2024-06-26,7.356484033366406
2024-06-27,5.977143277110205
2024-06-28,4.597802520854003
2024-06-29,5.057582772939404
2024-06-30,8.735824789622606
2024-07-01,21.149891595928416
2024-07-02,9.195605041708006
2024-07-03,6.896703781281006
2024-07-04,6.896703781281006
2024-07-05,5.057582772939404
2024-07-06,5.977143277110205
2024-07-07,8.276044537537206
2024-07-08,30.345496637636423
2024-07-09,13.793407562562011
2024-07-10,8.735824789622606
2024-07-11,6.896703781281006
2024-07-12,5.977143277110205
2024-07-13,7.356484033366406
2024-07-14,8.735824789622606
2024-07-15,20.690111343843014
2024-07-16,7.816264285451806
2024-07-17,7.356484033366406
2024-07-18,5.517363025024804
2024-07-19,4.138022268768603
2024-07-20,5.057582772939404
2024-07-21,8.276044537537206
2024-07-22,22.989012604270016
2024-07-23,9.655385293793408
2024-07-24,6.896703781281006
2024-07-25,5.517363025024804
2024-07-26,4.138022268768603
2024-07-27,4.138022268768603
2024-07-28,7.356484033366406
2024-07-29,25.74769411678242
2024-07-30,11.034726050049608
2024-07-31,8.276044537537206
2024-08-01,6.436923529195605
2024-08-02,5.057582772939404
2024-08-03,5.977143277110205
2024-08-04,10.574945797964208
2024-08-05,42.759563443942234
2024-08-06,14.253187814647411
2024-08-07,8.735824789622606
2024-08-08,5.977143277110205
2024-08-09,5.517363025024804
2024-08-10,5.057582772939404
2024-08-11,6.436923529195605
2024-08-12,7.816264285451806
2024-08-13,4.138022268768603
2024-08-14,3.678242016683203
2024-08-15,3.2184617645978024
2024-08-16,2.758681512512402
2024-08-17,3.2184617645978024
2024-08-18,3.6447096560823042
2024-08-19,3.2162047787881267
