Time,amc
2022-08-04,35.0
2022-08-05,40.0
2022-08-06,39.0
2022-08-07,35.0
2022-08-08,37.0
2022-08-09,37.0
2022-08-10,29.0
2022-08-11,30.0
2022-08-12,35.0
2022-08-13,32.0
2022-08-14,29.0
2022-08-15,29.0
2022-08-16,36.0
2022-08-17,28.0
2022-08-18,28.0
2022-08-19,38.0
2022-08-20,40.0
2022-08-21,32.0
2022-08-22,37.0
2022-08-23,32.0
2022-08-24,25.0
2022-08-25,23.0
2022-08-26,27.0
2022-08-27,30.0
2022-08-28,26.0
2022-08-29,28.0
2022-08-30,29.0
2022-08-31,28.0
2022-09-01,30.0
2022-09-02,42.0
2022-09-03,100.0
2022-09-04,48.0
2022-09-05,30.0
2022-09-06,20.0
2022-09-07,18.0
2022-09-08,16.0
2022-09-09,23.0
2022-09-10,29.0
2022-09-11,22.0
2022-09-12,18.0
2022-09-13,19.0
2022-09-14,18.0
2022-09-15,18.0
2022-09-16,24.0
2022-09-17,30.0
2022-09-18,24.0
2022-09-19,18.0
2022-09-20,19.0
2022-09-21,17.0
2022-09-22,19.0
2022-09-23,26.0
2022-09-24,33.0
2022-09-25,28.0
2022-09-26,22.0
2022-09-27,22.0
2022-09-28,19.0
2022-09-29,19.0
2022-09-30,27.0
2022-10-01,35.0
2022-10-02,32.0
2022-10-03,26.0
2022-10-04,24.0
2022-10-05,22.0
2022-10-06,22.0
2022-10-07,28.0
2022-10-08,33.0
2022-10-09,34.0
2022-10-10,25.0
2022-10-11,22.0
2022-10-12,20.0
2022-10-13,23.0
2022-10-14,30.0
2022-10-15,37.0
2022-10-16,29.0
2022-10-17,21.0
2022-10-18,21.0
2022-10-19,19.0
2022-10-20,22.0
2022-10-21,31.0
2022-10-22,38.0
2022-10-23,33.0
2022-10-24,20.0
2022-10-25,21.0
2022-10-26,19.0
2022-10-27,19.0
2022-10-28,24.0
2022-10-29,31.0
2022-10-30,27.0
2022-10-31,21.0
2022-11-01,20.0
2022-11-02,17.0
2022-11-03,19.0
2022-11-04,26.0
2022-11-05,33.0
2022-11-06,26.0
2022-11-07,21.0
2022-11-08,24.0
2022-11-09,21.0
2022-11-10,31.0
2022-11-11,49.0
2022-11-12,56.0
2022-11-13,45.0
2022-11-14,29.0
2022-11-15,28.0
2022-11-16,24.0
2022-11-17,23.0
2022-11-18,29.0
2022-11-19,39.0
2022-11-20,34.0
2022-11-21,28.0
2022-11-22,29.0
2022-11-23,29.0
2022-11-24,29.0
2022-11-25,39.0
2022-11-26,35.0
2022-11-27,29.0
2022-11-28,16.0
2022-11-29,18.0
2022-11-30,17.0
2022-12-01,20.0
2022-12-02,22.0
2022-12-03,28.0
2022-12-04,24.0
2022-12-05,16.0
2022-12-06,17.0
2022-12-07,16.0
2022-12-08,15.0
2022-12-09,20.0
2022-12-10,25.0
2022-12-11,23.0
2022-12-12,17.0
2022-12-13,19.0
2022-12-14,19.0
2022-12-15,23.0
2022-12-16,35.0
2022-12-17,42.0
2022-12-18,37.0
2022-12-19,30.0
2022-12-20,32.0
2022-12-21,29.0
2022-12-22,32.0
2022-12-23,34.0
2022-12-24,31.0
2022-12-25,45.0
2022-12-26,52.0
2022-12-27,48.0
2022-12-28,37.0
2022-12-29,36.0
2022-12-30,37.0
2022-12-31,32.0
2023-01-01,35.0
2023-01-02,38.0
2023-01-03,27.0
2023-01-04,23.0
2023-01-05,22.0
2023-01-06,31.0
2023-01-07,42.0
2023-01-08,37.0
2023-01-09,22.0
2023-01-10,24.0
2023-01-11,25.0
2023-01-12,23.0
2023-01-13,30.0
2023-01-14,43.0
2023-01-15,40.0
2023-01-16,33.0
2023-01-17,25.0
2023-01-18,22.0
2023-01-19,20.0
2023-01-20,28.0
2023-01-21,36.0
2023-01-22,30.0
2023-01-23,21.0
2023-01-24,23.0
2023-01-25,22.0
2023-01-26,22.0
2023-01-27,28.0
2023-01-28,38.0
2023-01-29,28.0
2023-01-30,19.0
2023-01-31,21.0
2023-02-01,21.0
2023-02-02,21.0
2023-02-03,29.0
2023-02-04,36.0
2023-02-05,30.0
2023-02-06,22.0
2023-02-07,28.0
2023-02-08,21.0
2023-02-09,20.0
2023-02-10,26.0
2023-02-11,34.0
2023-02-12,22.0
2023-02-13,18.0
2023-02-14,25.0
2023-02-15,23.0
2023-02-16,24.0
2023-02-17,35.0
2023-02-18,43.0
2023-02-19,38.0
2023-02-20,27.0
2023-02-21,22.0
2023-02-22,22.0
2023-02-23,21.0
2023-02-24,28.0
2023-02-25,39.0
2023-02-26,31.0
2023-02-27,22.0
2023-02-28,25.0
2023-03-01,21.0
2023-03-02,22.0
2023-03-03,32.0
2023-03-04,46.0
2023-03-05,38.0
2023-03-06,23.0
2023-03-07,23.0
2023-03-08,21.0
2023-03-09,23.0
2023-03-10,35.0
2023-03-11,50.0
2023-03-12,42.0
2023-03-13,26.0
2023-03-14,28.0
2023-03-15,24.0
2023-03-16,24.0
2023-03-17,29.0
2023-03-18,39.0
2023-03-19,33.0
2023-03-20,21.0
2023-03-21,23.0
2023-03-22,21.0
2023-03-23,23.0
2023-03-24,30.0
2023-03-25,40.0
2023-03-26,34.0
2023-03-27,21.0
2023-03-28,25.0
2023-03-29,26.0
2023-03-30,24.0
2023-03-31,32.0
2023-04-01,44.0
2023-04-02,36.0
2023-04-03,26.0
2023-04-04,31.0
2023-04-05,34.0
2023-04-06,38.0
2023-04-07,48.0
2023-04-08,52.0
2023-04-09,42.0
2023-04-10,31.0
2023-04-11,29.0
2023-04-12,25.0
2023-04-13,25.0
2023-04-14,35.0
2023-04-15,45.0
2023-04-16,39.0
2023-04-17,21.0
2023-04-18,22.0
2023-04-19,20.0
2023-04-20,21.0
2023-04-21,31.0
2023-04-22,46.0
2023-04-23,36.0
2023-04-24,20.0
2023-04-25,20.0
2023-04-26,20.0
2023-04-27,20.0
2023-04-28,28.0
2023-04-29,39.5
2023-04-30,34.0
2023-05-01,20.0
2023-05-02,21.0
2023-05-03,21.0
2023-05-04,24.0
2023-05-05,31.0
2023-05-06,38.5
2023-05-07,34.0
2023-05-08,22.0
2023-05-09,23.0
2023-05-10,21.0
2023-05-11,20.0
2023-05-12,28.0
2023-05-13,36.5
2023-05-14,32.5
2023-05-15,20.0
2023-05-16,20.0
2023-05-17,20.0
2023-05-18,21.0
2023-05-19,31.5
2023-05-20,40.5
2023-05-21,34.5
2023-05-22,22.0
2023-05-23,24.5
2023-05-24,22.5
2023-05-25,28.0
2023-05-26,40.0
2023-05-27,54.0
2023-05-28,52.0
2023-05-29,45.0
2023-05-30,32.0
2023-05-31,32.0
2023-06-01,36.0
2023-06-02,51.0
2023-06-03,62.0
2023-06-04,53.0
2023-06-05,34.0
2023-06-06,36.0
2023-06-07,33.0
2023-06-08,32.0
2023-06-09,42.0
2023-06-10,52.0
2023-06-11,47.0
2023-06-12,31.0
2023-06-13,33.0
2023-06-14,31.0
2023-06-15,31.0
2023-06-16,42.0
2023-06-17,50.0
2023-06-18,49.0
2023-06-19,35.0
2023-06-20,32.0
2023-06-21,27.0
2023-06-22,27.0
2023-06-23,34.0
2023-06-24,40.0
2023-06-25,39.0
2023-06-26,26.0
2023-06-27,29.0
2023-06-28,26.0
2023-06-29,27.0
2023-06-30,33.0
2023-07-01,41.0
2023-07-02,42.0
2023-07-03,34.0
2023-07-04,38.0
2023-07-05,29.0
2023-07-06,31.0
2023-07-07,40.0
2023-07-08,49.0
2023-07-09,47.0
2023-07-10,36.0
2023-07-11,40.0
2023-07-12,36.0
2023-07-13,37.0
2023-07-14,44.0
2023-07-15,54.0
2023-07-16,54.0
2023-07-17,39.0
2023-07-18,43.0
2023-07-19,49.0
2023-07-20,57.0
2023-07-21,91.0
2023-07-22,100.0
2023-07-23,92.0
2023-07-24,74.0
2023-07-25,69.0
2023-07-26,55.0
2023-07-27,54.0
2023-07-28,63.0
2023-07-29,73.0
2023-07-30,64.0
2023-07-31,47.0
2023-08-01,46.0
2023-08-02,41.0
2023-08-03,39.0
2023-08-04,48.0
2023-08-05,58.0
2023-08-06,50.0
2023-08-07,37.0
2023-08-08,39.0
2023-08-09,31.0
2023-08-10,32.0
2023-08-11,38.0
2023-08-12,47.0
2023-08-13,41.0
2023-08-14,33.0
2023-08-15,37.0
2023-08-16,30.0
2023-08-17,26.0
2023-08-18,32.0
2023-08-19,39.0
2023-08-20,34.0
2023-08-21,27.0
2023-08-22,35.0
2023-08-23,32.0
2023-08-24,36.0
2023-08-25,40.0
2023-08-26,48.0
2023-08-27,85.0
2023-08-28,32.0
2023-08-29,24.0
2023-08-30,22.0
2023-08-31,65.0
2023-09-01,43.0
2023-09-02,42.0
2023-09-03,38.0
2023-09-04,35.0
2023-09-05,23.0
2023-09-06,23.0
2023-09-07,24.0
2023-09-08,31.0
2023-09-09,39.0
2023-09-10,31.0
2023-09-11,20.0
2023-09-12,20.0
2023-09-13,18.0
2023-09-14,19.0
2023-09-15,24.0
2023-09-16,33.0
2023-09-17,26.0
2023-09-18,16.0
2023-09-19,18.0
2023-09-20,16.0
2023-09-21,17.0
2023-09-22,23.0
2023-09-23,32.0
2023-09-24,26.0
2023-09-25,19.0
2023-09-26,18.0
2023-09-27,18.0
2023-09-28,19.0
2023-09-29,28.0
2023-09-30,35.0
2023-10-01,31.0
2023-10-02,27.0
2023-10-03,24.0
2023-10-04,21.0
2023-10-05,21.0
2023-10-06,29.0
2023-10-07,36.0
2023-10-08,31.0
2023-10-09,23.0
2023-10-10,20.0
2023-10-11,21.0
2023-10-12,34.0
2023-10-13,40.0
2023-10-14,48.0
2023-10-15,36.0
2023-10-16,23.0
2023-10-17,22.0
2023-10-18,20.0
2023-10-19,23.0
2023-10-20,29.0
2023-10-21,35.0
2023-10-22,29.0
2023-10-23,21.0
2023-10-24,21.0
2023-10-25,23.0
2023-10-26,26.0
2023-10-27,35.0
2023-10-28,40.0
2023-10-29,32.0
2023-10-30,20.0
2023-10-31,21.0
2023-11-01,21.0
2023-11-02,19.0
2023-11-03,26.0
2023-11-04,33.0
2023-11-05,26.0
2023-11-06,21.0
2023-11-07,21.0
2023-11-08,21.0
2023-11-09,25.0
2023-11-10,30.0
2023-11-11,33.0
2023-11-12,27.0
2023-11-13,19.0
2023-11-14,19.0
2023-11-15,19.0
2023-11-16,20.0
2023-11-17,28.0
2023-11-18,37.0
2023-11-19,33.0
2023-11-20,25.0
2023-11-21,28.0
2023-11-22,29.0
2023-11-23,31.0
2023-11-24,39.0
2023-11-25,38.0
2023-11-26,31.0
2023-11-27,19.0
2023-11-28,20.0
2023-11-29,19.0
2023-11-30,20.0
2023-12-01,29.0
2023-12-02,37.0
2023-12-03,30.0
2023-12-04,21.0
2023-12-05,21.0
2023-12-06,18.0
2023-12-07,18.0
2023-12-08,25.0
2023-12-09,32.0
2023-12-10,30.0
2023-12-11,19.0
2023-12-12,20.0
2023-12-13,20.0
2023-12-14,20.0
2023-12-15,24.0
2023-12-16,32.0
2023-12-17,29.0
2023-12-18,22.0
2023-12-19,24.0
2023-12-20,25.0
2023-12-21,27.0
2023-12-22,35.125
2023-12-23,36.0
2023-12-24,33.0
2023-12-25,51.875
2023-12-26,57.0
2023-12-27,45.0
2023-12-28,42.0
2023-12-29,41.125
2023-12-30,42.875
2023-12-31,32.125
2024-01-01,35.125
2024-01-02,31.75
2024-01-03,27.0
2024-01-04,24.375
2024-01-05,29.125
2024-01-06,38.125
2024-01-07,27.875
2024-01-08,18.375
2024-01-09,19.25
2024-01-10,19.75
2024-01-11,22.25
2024-01-12,30.0
2024-01-13,41.125
2024-01-14,36.375
2024-01-15,27.375
2024-01-16,18.875
2024-01-17,18.0
2024-01-18,16.75
2024-01-19,24.0
2024-01-20,33.875
2024-01-21,25.5
2024-01-22,14.25
2024-01-23,16.5
2024-01-24,15.75
2024-01-25,15.75
2024-01-26,23.25
2024-01-27,33.75
2024-01-28,22.5
2024-01-29,15.0
2024-01-30,15.0
2024-01-31,13.5
2024-02-01,15.0
2024-02-02,21.0
2024-02-03,31.5
2024-02-04,25.5
2024-02-05,12.75
2024-02-06,15.0
2024-02-07,12.75
2024-02-08,15.0
2024-02-09,19.5
2024-02-10,29.25
2024-02-11,18.0
2024-02-12,14.25
2024-02-13,18.75
2024-02-14,30.0
2024-02-15,25.5
2024-02-16,27.0
2024-02-17,36.0
2024-02-18,35.25
2024-02-19,24.75
2024-02-20,16.5
2024-02-21,15.75
2024-02-22,16.5
2024-02-23,24.0
2024-02-24,33.75
2024-02-25,30.0
2024-02-26,18.75
2024-02-27,17.25
2024-02-28,18.75
2024-02-29,20.25
2024-03-01,28.5
2024-03-02,39.75
2024-03-03,35.25
2024-03-04,22.5
2024-03-05,21.0
2024-03-06,20.25
2024-03-07,21.0
2024-03-08,31.5
2024-03-09,45.0
2024-03-10,36.0
2024-03-11,20.25
2024-03-12,20.25
2024-03-13,18.0
2024-03-14,18.0
2024-03-15,27.0
2024-03-16,34.5
2024-03-17,27.75
2024-03-18,16.5
2024-03-19,17.25
2024-03-20,15.75
2024-03-21,18.0
2024-03-22,27.0
2024-03-23,38.25
2024-03-24,32.25
2024-03-25,20.25
2024-03-26,19.5
2024-03-27,19.5
2024-03-28,24.0
2024-03-29,33.0
2024-03-30,36.75
2024-03-31,32.25
2024-04-01,24.0
2024-04-02,21.0
2024-04-03,18.75
2024-04-04,18.0
2024-04-05,24.75
2024-04-06,31.5
2024-04-07,25.5
2024-04-08,13.5
2024-04-09,17.25
2024-04-10,15.75
2024-04-11,16.5
2024-04-12,23.25
2024-04-13,31.5
2024-04-14,24.0
2024-04-15,15.0
2024-04-16,15.0
2024-04-17,15.0
2024-04-18,15.0
2024-04-19,25.5
2024-04-20,30.75
2024-04-21,25.5
2024-04-22,16.5
2024-04-23,16.5
2024-04-24,14.25
2024-04-25,15.75
2024-04-26,21.0
2024-04-27,30.75
2024-04-28,24.0
2024-04-29,15.0
2024-04-30,15.0
2024-05-01,13.5
2024-05-02,14.25
2024-05-03,21.0
2024-05-04,32.25
2024-05-05,25.5
2024-05-06,14.25
2024-05-07,15.0
2024-05-08,15.75
2024-05-09,16.5
2024-05-10,25.5
2024-05-11,30.75
2024-05-12,28.5
2024-05-13,34.5
2024-05-14,75.0
2024-05-15,45.75
2024-05-16,32.25
2024-05-17,35.25
2024-05-18,37.5
2024-05-19,30.75
2024-05-20,25.5
2024-05-21,22.5
2024-05-22,20.25
2024-05-23,22.5
2024-05-24,30.0
2024-05-25,35.25
2024-05-26,39.0
2024-05-27,36.0
2024-05-28,24.0
2024-05-29,18.75
2024-05-30,21.0
2024-05-31,27.0
2024-06-01,31.5
2024-06-02,27.75
2024-06-03,27.0
2024-06-04,25.5
2024-06-05,24.75
2024-06-06,28.5
2024-06-07,38.25
2024-06-08,39.0
2024-06-09,35.25
2024-06-10,28.5
2024-06-11,29.25
2024-06-12,27.0
2024-06-13,33.75
2024-06-14,54.0
2024-06-15,62.25
2024-06-16,57.0
2024-06-17,40.5
2024-06-18,45.0
2024-06-19,42.0
2024-06-20,32.25
2024-06-21,40.5
2024-06-22,48.75
2024-06-23,45.0
2024-06-24,30.0
2024-06-25,31.5
2024-06-26,29.25
2024-06-27,30.75
2024-06-28,37.5
2024-06-29,45.75
2024-06-30,40.5
2024-07-01,30.0
2024-07-02,32.25
2024-07-03,35.25
2024-07-04,39.75
2024-07-05,42.75
2024-07-06,45.0
2024-07-07,39.0
2024-07-08,27.75
2024-07-09,30.0
2024-07-10,27.0
2024-07-11,25.5
2024-07-12,34.5
2024-07-13,39.0
2024-07-14,33.75
2024-07-15,23.25
2024-07-16,26.25
2024-07-17,26.25
2024-07-18,25.5
2024-07-19,33.0
2024-07-20,41.25
2024-07-21,36.0
2024-07-22,29.25
2024-07-23,33.75
2024-07-24,30.75
2024-07-25,44.25
2024-07-26,56.25
2024-07-27,66.0
2024-07-28,59.25
2024-07-29,36.0
2024-07-30,36.75
2024-07-31,31.5
2024-08-01,31.5
2024-08-02,39.0
2024-08-03,48.0
2024-08-04,42.0
2024-08-05,27.75
2024-08-06,30.0
2024-08-07,27.0
2024-08-08,29.25
2024-08-09,39.75
2024-08-10,44.25
2024-08-11,40.5
2024-08-12,26.25
2024-08-13,29.25
2024-08-14,24.75
2024-08-15,29.25
2024-08-16,34.5
2024-08-17,46.5
2024-08-18,39.75669417312227
2024-08-19,22.817531155271137
2024-08-20,23.92901650387336
2024-08-21,21.71956045806669
2024-08-22,20.983075109464465
2024-08-23,24.665501852475582
2024-08-24,36.81075277871338
2024-08-25,30.91886998989559
2024-08-26,18.773619063657797
2024-08-27,21.34456045806669
2024-08-28,20.246589760862243
2024-08-29,20.246589760862243
2024-08-30,26.874957898282254
2024-08-31,32.766840687100036
2024-09-01,34.601296732906704
2024-09-02,27.9729285954867
2024-09-03,16.93916301785113
2024-09-04,16.202677669248907
2024-09-05,20.246589760862243
2024-09-06,28.709413944088922
2024-09-07,40.493179521724485
2024-09-08,30.182384641293368
2024-09-09,17.675648366453352
2024-09-10,16.56416301785113
2024-09-11,13.618221623442238
2024-09-12,16.56416301785113
2024-09-13,24.665501852475582
2024-09-14,35.337782081508934
2024-09-15,25.40198720107781
2024-09-16,14.354706972044461
2024-09-17,15.905355338497813
2024-09-18,15.182384641293368
2024-09-19,15.182384641293368
2024-09-20,22.41209161333783
2024-09-21,31.08773997979118
2024-09-22,24.581003704951165
2024-09-23,14.459413944088922
2024-09-24,14.459413944088922
2024-09-25,13.736443246884475
2024-09-26,13.736443246884475
2024-09-27,23.85803300774672
2024-09-28,33.25665207140452
2024-09-29,24.581003704951165
2024-09-30,15.182384641293368
2024-10-01,15.905355338497813
2024-10-02,15.182384641293368
2024-10-03,17.351296732906704
2024-10-04,25.303974402155614
2024-10-05,31.08773997979118
2024-10-06,24.581003704951165
2024-10-07,15.182384641293368
2024-10-08,14.459413944088922
2024-10-09,15.182384641293368
2024-10-10,15.905355338497813
2024-10-11,25.303974402155614
2024-10-12,31.08773997979118
2024-10-13,28.195857190973395
2024-10-14,20.24317952172449
2024-10-15,16.62832603570226
2024-10-16,14.459413944088922
2024-10-17,15.182384641293368
2024-10-18,22.41209161333783
2024-10-19,28.195857190973395
2024-10-20,21.689120916133383
2024-10-21,14.459413944088922
2024-10-22,14.459413944088922
2024-10-23,13.736443246884475
2024-10-24,15.905355338497813
2024-10-25,21.689120916133383
2024-10-26,26.02694509936006
2024-10-27,23.135062310542274
2024-10-28,16.62832603570226
2024-10-29,13.736443246884475
2024-10-30,14.459413944088922
2024-10-31,13.736443246884475
2024-11-01,23.85803300774672
2024-11-02,29.64179858538229
2024-11-03,21.689120916133383
2024-11-04,15.182384641293368
2024-11-05,14.459413944088922
2024-11-06,10.121589760862244
2024-11-07,15.182384641293368
2024-11-08,22.41209161333783
2024-11-09,28.918827888177844
2024-11-10,26.749915796564505
2024-11-11,20.966150218928934
2024-11-12,17.351296732906704
2024-11-13,14.459413944088922
2024-11-14,15.182384641293368
2024-11-15,18.797238127315598
2024-11-16,25.303974402155614
2024-11-17,22.41209161333783
2024-11-18,17.351296732906704
2024-11-19,19.520208824520044
2024-11-20,19.520208824520044
2024-11-21,24.581003704951165
2024-11-22,34.70259346581341
2024-11-23,46.27012462108455
2024-11-24,41.20932974065342
2024-11-25,32.53368137420007
2024-11-26,37.594476254631196
2024-11-27,47.71606601549344
2024-11-28,44.10121252947121
2024-11-29,72.29706972044461
2024-11-30,59.28359717076458
2024-12-01,41.20932974065342
2024-12-02,21.689120916133383
2024-12-03,22.41209161333783
2024-12-04,18.074267430111153
2024-12-05,18.797238127315598
2024-12-06,28.195857190973395
2024-12-07,37.594476254631196
2024-12-08,31.08773997979118
2024-12-09,19.520208824520044
2024-12-10,20.24317952172449
2024-12-11,18.797238127315598
2024-12-12,17.351296732906704
2024-12-13,22.41209161333783
2024-12-14,29.64179858538229
2024-12-15,27.47288649376895
2024-12-16,18.797238127315598
2024-12-17,19.520208824520044
2024-12-18,18.074267430111153
2024-12-19,19.520208824520044
2024-12-20,30.364769282586735
2024-12-21,34.70259346581341
2024-12-22,33.97962276860896
2024-12-23,28.918827888177844
2024-12-24,32.53368137420007
2024-12-25,48.439036712697884
2024-12-26,47.71606601549344
2024-12-27,42.65527113506232
2024-12-28,44.82418322667566
2024-12-29,39.04041764904009
2024-12-30,31.08773997979118
2024-12-31,28.918827888177844
2025-01-01,33.97962276860896
2025-01-02,25.303974402155614
2025-01-03,28.195857190973395
2025-01-04,34.70259346581341
2025-01-05,26.02694509936006
2025-01-06,16.62832603570226
2025-01-07,15.905355338497813
2025-01-08,13.736443246884475
2025-01-09,14.459413944088922
2025-01-10,20.24317952172449
2025-01-11,28.918827888177844
2025-01-12,26.02694509936006
2025-01-13,14.459413944088922
2025-01-14,14.459413944088922
2025-01-15,14.459413944088922
2025-01-16,14.459413944088922
2025-01-17,21.689120916133383
2025-01-18,28.918827888177844
2025-01-19,23.135062310542274
2025-01-20,19.520208824520044
2025-01-21,14.459413944088922
2025-01-22,13.736443246884475
2025-01-23,14.459413944088922
2025-01-24,18.797238127315598
2025-01-25,29.64179858538229
2025-01-26,20.966150218928934
2025-01-27,13.01347254968003
2025-01-28,14.459413944088922
2025-01-29,13.736443246884475
2025-01-30,13.01347254968003
2025-01-31,19.520208824520044
2025-02-01,29.64179858538229
2025-02-02,22.41209161333783
2025-02-03,13.01347254968003
2025-02-04,13.01347254968003
2025-02-05,12.290501852475582
2025-02-06,14.459413944088922
2025-02-07,18.797238127315598
2025-02-08,26.749915796564505
2025-02-09,16.62832603570226
2025-02-10,13.01347254968003
2025-02-11,14.459413944088922
2025-02-12,16.62832603570226
2025-02-13,19.520208824520044
2025-02-14,35.42556416301786
2025-02-15,40.48635904344898
2025-02-16,34.70259346581341
2025-02-17,25.303974402155614
2025-02-18,17.351296732906704
2025-02-19,14.459413944088922
2025-02-20,13.736443246884475
2025-02-21,21.689120916133383
2025-02-22,29.64179858538229
2025-02-23,22.41209161333783
2025-02-24,13.01347254968003
2025-02-25,13.736443246884475
2025-02-26,12.290501852475582
2025-02-27,12.290501852475582
2025-02-28,15.182384641293368
2025-03-01,23.135062310542274
2025-03-02,18.074267430111153
2025-03-03,12.290501852475582
2025-03-04,12.290501852475582
2025-03-05,13.736443246884475
2025-03-06,11.567531155271137
2025-03-07,14.459413944088922
2025-03-08,21.689120916133383
2025-03-09,18.074267430111153
2025-03-10,12.290501852475582
2025-03-11,12.290501852475582
2025-03-12,12.290501852475582
2025-03-13,12.290501852475582
2025-03-14,16.62832603570226
2025-03-15,21.689120916133383
2025-03-16,18.797238127315598
2025-03-17,12.290501852475582
2025-03-18,13.736443246884475
2025-03-19,13.01347254968003
2025-03-20,13.01347254968003
2025-03-21,17.351296732906704
2025-03-22,21.689120916133383
2025-03-23,18.797238127315598
2025-03-24,13.01347254968003
2025-03-25,13.01347254968003
2025-03-26,13.01347254968003
2025-03-27,14.459413944088922
2025-03-28,19.520208824520044
2025-03-29,26.749915796564505
2025-03-30,23.135062310542274
2025-03-31,16.62832603570226
2025-04-01,16.62832603570226
2025-04-02,15.182384641293368
