Time,the_last_of_us
2024-09-24,29.809448798293936
2024-09-25,29.809448798293936
2024-09-26,79.49186346211717
2024-09-27,79.49186346211717
2024-09-28,59.61889759658787
2024-09-29,59.61889759658787
2024-09-30,49.68241466382323
2024-10-01,39.74593173105858
2024-10-02,39.74593173105858
2024-10-03,39.74593173105858
2024-10-04,39.74593173105858
2024-10-05,39.74593173105858
2024-10-06,39.74593173105858
2024-10-07,39.74593173105858
2024-10-08,29.809448798293936
2024-10-09,39.74593173105858
2024-10-10,29.809448798293936
2024-10-11,29.809448798293936
2024-10-12,29.809448798293936
2024-10-13,39.74593173105858
2024-10-14,39.74593173105858
2024-10-15,29.809448798293936
2024-10-16,29.809448798293936
2024-10-17,29.809448798293936
2024-10-18,29.809448798293936
2024-10-19,29.809448798293936
2024-10-20,39.74593173105858
2024-10-21,29.809448798293936
2024-10-22,29.809448798293936
2024-10-23,29.809448798293936
2024-10-24,29.809448798293936
2024-10-25,29.809448798293936
2024-10-26,29.809448798293936
2024-10-27,29.809448798293936
2024-10-28,29.809448798293936
2024-10-29,29.809448798293936
2024-10-30,29.809448798293936
2024-10-31,29.809448798293936
2024-11-01,29.809448798293936
2024-11-02,29.809448798293936
2024-11-03,39.74593173105858
2024-11-04,29.809448798293936
2024-11-05,29.809448798293936
2024-11-06,29.809448798293936
2024-11-07,29.809448798293936
2024-11-08,29.809448798293936
2024-11-09,29.809448798293936
2024-11-10,39.74593173105858
2024-11-11,39.74593173105858
2024-11-12,29.809448798293936
2024-11-13,29.809448798293936
2024-11-14,29.809448798293936
2024-11-15,29.809448798293936
2024-11-16,29.809448798293936
2024-11-17,29.809448798293936
2024-11-18,29.809448798293936
2024-11-19,29.809448798293936
2024-11-20,29.809448798293936
2024-11-21,29.809448798293936
2024-11-22,29.809448798293936
2024-11-23,39.74593173105858
2024-11-24,39.74593173105858
2024-11-25,39.74593173105858
2024-11-26,29.809448798293936
2024-11-27,29.809448798293936
2024-11-28,39.74593173105858
2024-11-29,39.74593173105858
2024-11-30,49.68241466382323
2024-12-01,39.74593173105858
2024-12-02,39.74593173105858
2024-12-03,29.809448798293936
2024-12-04,29.809448798293936
2024-12-05,29.809448798293936
2024-12-06,29.809448798293936
2024-12-07,29.809448798293936
2024-12-08,39.74593173105858
2024-12-09,29.809448798293936
2024-12-10,29.809448798293936
2024-12-11,29.809448798293936
2024-12-12,29.809448798293936
2024-12-13,49.68241466382323
2024-12-14,39.74593173105858
2024-12-15,39.74593173105858
2024-12-16,39.74593173105858
2024-12-17,39.74593173105858
2024-12-18,39.74593173105858
2024-12-19,29.809448798293936
2024-12-20,29.809448798293936
2024-12-21,29.809448798293936
2024-12-22,39.74593173105858
2024-12-23,39.74593173105858
2024-12-24,39.74593173105858
2024-12-25,49.68241466382323
2024-12-26,49.68241466382323
2024-12-27,49.68241466382323
2024-12-28,49.68241466382323
2024-12-29,49.68241466382323
2024-12-30,49.68241466382323
2024-12-31,39.74593173105858
2025-01-01,49.68241466382323
2025-01-02,49.68241466382323
2025-01-03,49.68241466382323
2025-01-04,49.68241466382323
2025-01-05,59.61889759658787
2025-01-06,49.68241466382323
2025-01-07,59.61889759658787
2025-01-08,49.68241466382323
2025-01-09,49.68241466382323
2025-01-10,49.68241466382323
2025-01-11,49.68241466382323
2025-01-12,49.68241466382323
2025-01-13,49.68241466382323
2025-01-14,39.74593173105858
2025-01-15,39.74593173105858
2025-01-16,39.74593173105858
2025-01-17,39.74593173105858
2025-01-18,39.74593173105858
2025-01-19,49.68241466382323
2025-01-20,49.68241466382323
2025-01-21,39.74593173105858
2025-01-22,39.74593173105858
2025-01-23,39.74593173105858
2025-01-24,39.74593173105858
2025-01-25,39.74593173105858
2025-01-26,49.68241466382323
2025-01-27,39.74593173105858
2025-01-28,39.74593173105858
2025-01-29,39.74593173105858
2025-01-30,39.74593173105858
2025-01-31,29.809448798293936
2025-02-01,39.74593173105858
2025-02-02,49.68241466382323
2025-02-03,39.74593173105858
2025-02-04,39.74593173105858
2025-02-05,39.74593173105858
2025-02-06,39.74593173105858
2025-02-07,39.74593173105858
2025-02-08,39.74593173105858
2025-02-09,39.74593173105858
2025-02-10,29.809448798293936
2025-02-11,39.74593173105858
2025-02-12,39.74593173105858
2025-02-13,29.809448798293936
2025-02-14,39.74593173105858
2025-02-15,39.74593173105858
2025-02-16,49.68241466382323
2025-02-17,49.68241466382323
2025-02-18,49.68241466382323
2025-02-19,49.68241466382323
2025-02-20,69.55538052935252
2025-02-21,49.68241466382323
2025-02-22,49.68241466382323
2025-02-23,49.68241466382323
2025-02-24,49.68241466382323
2025-02-25,39.74593173105858
2025-02-26,39.74593173105858
2025-02-27,39.74593173105858
2025-02-28,39.74593173105858
2025-03-01,39.74593173105858
2025-03-02,39.74593173105858
2025-03-03,49.68241466382323
2025-03-04,39.74593173105858
2025-03-05,39.74593173105858
2025-03-06,49.68241466382323
2025-03-07,39.74593173105858
2025-03-08,59.61889759658787
2025-03-09,89.42834639488181
2025-03-10,79.49186346211717
2025-03-11,69.55538052935252
2025-03-12,59.61889759658787
2025-03-13,59.61889759658787
2025-03-14,59.61889759658787
2025-03-15,59.61889759658787
2025-03-16,69.55538052935252
2025-03-17,59.61889759658787
2025-03-18,49.68241466382323
2025-03-19,59.61889759658787
2025-03-20,59.61889759658787
2025-03-21,49.68241466382323
2025-03-22,59.61889759658787
2025-03-23,69.55538052935252
2025-03-24,59.61889759658787
2025-03-25,79.49186346211717
2025-03-26,69.55538052935252
2025-03-27,59.61889759658787
2025-03-28,59.61889759658787
2025-03-29,69.55538052935252
2025-03-30,89.42834639488181
2025-03-31,69.55538052935252
2025-04-01,79.49186346211717
2025-04-02,79.49186346211717
2025-04-03,99.36482932764646
2025-04-04,99.36482932764646
2025-04-05,109.30131226041111
2025-04-06,129.1742781259404
2025-04-07,129.1742781259404
2025-04-08,119.23779519317574
2025-04-09,129.1742781259404
2025-04-10,129.1742781259404
2025-04-11,149.04724399146968
2025-04-12,188.79317572252828
2025-04-13,536.5700783692909
2025-04-14,963.8388444781706
2025-04-15,437.20524904164444
2025-04-16,298.09448798293937
2025-04-17,238.47559038635148
2025-04-18,218.60262452082222
2025-04-19,248.41207331911613
2025-04-20,347.7769026467626
2025-04-21,993.6482932764645
2025-04-22,695.5538052935252
2025-04-23,447.1417319744091
2025-04-24,327.9039367812333
2025-04-25,288.1580050501747
2025-04-26,278.2215221174101
2025-04-27,427.2687661088798
2025-04-28,536.5700783692909
2025-04-29,308.030970915704
2025-04-30,208.66614158805757
2025-05-01,178.85669278976363
2025-05-02,149.04724399146968
2025-05-03,188.79317572252828
2025-05-04,278.2215221174101
2025-05-05,486.8876637054676
2025-05-06,308.030970915704
2025-05-07,218.60262452082222
2025-05-08,178.85669278976363
2025-05-09,168.92020985699898
2025-05-10,178.85669278976363
2025-05-11,238.47559038635148
2025-05-12,427.2687661088798
2025-05-13,238.47559038635148
2025-05-14,178.85669278976363
2025-05-15,149.04724399146968
2025-05-16,139.11076105870504
2025-05-17,168.92020985699898
2025-05-18,208.66614158805757
2025-05-19,377.58635144505655
2025-05-20,208.66614158805757
2025-05-21,158.98372692423433
2025-05-22,158.98372692423433
2025-05-23,139.11076105870504
2025-05-24,139.11076105870504
2025-05-25,188.79317572252828
2025-05-26,765.1091858228777
2025-05-27,407.3958002433505
2025-05-28,268.2850391846454
2025-05-29,188.79317572252828
2025-05-30,178.85669278976363
2025-05-31,168.92020985699898
2025-06-01,198.72965865529292
2025-06-02,308.030970915704
2025-06-03,158.98372692423433
2025-06-04,139.11076105870504
2025-06-05,119.23779519317574
2025-06-06,109.30131226041111
2025-06-07,119.23779519317574
2025-06-08,139.11076105870504
2025-06-09,119.23779519317574
2025-06-10,109.30131226041111
2025-06-11,99.36482932764646
2025-06-12,89.42834639488181
2025-06-13,89.42834639488181
2025-06-14,89.42834639488181
2025-06-15,99.36482932764646
2025-06-16,89.42834639488181
2025-06-17,79.49186346211717
2025-06-18,69.55538052935252
2025-06-19,69.55538052935252
2025-06-20,69.55538052935252
2025-06-21,69.55538052935252
2025-06-22,89.42834639488181
2025-06-23,69.55538052935252
2025-06-24,59.61889759658787
2025-06-25,59.61889759658787
2025-06-26,59.61889759658787
2025-06-27,59.61889759658787
2025-06-28,59.61889759658787
2025-06-29,69.55538052935252
2025-06-30,49.68241466382323
2025-07-01,49.68241466382323
2025-07-02,49.68241466382323
2025-07-03,49.68241466382323
2025-07-04,59.61889759658787
2025-07-05,59.61889759658787
2025-07-06,69.55538052935252
2025-07-07,49.68241466382323
2025-07-08,49.68241466382323
2025-07-09,49.68241466382323
2025-07-10,49.68241466382323
2025-07-11,49.68241466382323
2025-07-12,49.68241466382323
2025-07-13,59.61889759658787
2025-07-14,49.68241466382323
2025-07-15,49.68241466382323
2025-07-16,49.68241466382323
2025-07-17,59.61889759658787
2025-07-18,49.68241466382323
2025-07-19,79.49186346211717
2025-07-20,238.47559038635148
2025-07-21,69.55538052935252
2025-07-22,49.68241466382323
2025-07-23,49.68241466382323
2025-07-24,49.68241466382323
2025-07-25,49.68241466382323
2025-07-26,49.68241466382323
2025-07-27,59.61889759658787
2025-07-28,49.68241466382323
2025-07-29,49.68241466382323
2025-07-30,69.55538052935252
2025-07-31,69.55538052935252
2025-08-01,49.68241466382323
2025-08-02,39.74593173105858
2025-08-03,39.74593173105858
2025-08-04,39.74593173105858
2025-08-05,39.74593173105858
2025-08-06,39.74593173105858
2025-08-07,39.74593173105858
2025-08-08,39.74593173105858
2025-08-09,39.74593173105858
2025-08-10,49.68241466382323
2025-08-11,89.42834639488181
2025-08-12,39.74593173105858
2025-08-13,39.74593173105858
2025-08-14,39.74593173105858
2025-08-15,39.74593173105858
2025-08-16,39.74593173105858
2025-08-17,39.74593173105858
2025-08-18,39.74593173105858
2025-08-19,29.809448798293936
2025-08-20,29.809448798293936
2025-08-21,29.809448798293936
2025-08-22,39.74593173105858
2025-08-23,29.809448798293936
2025-08-24,39.74593173105858
2025-08-25,39.74593173105858
2025-08-26,29.809448798293936
2025-08-27,29.809448798293936
2025-08-28,29.809448798293936
2025-08-29,29.809448798293936
2025-08-30,29.809448798293936
2025-08-31,39.74593173105858
2025-09-01,39.74593173105858
2025-09-02,39.74593173105858
2025-09-03,29.809448798293936
2025-09-04,29.809448798293936
2025-09-05,29.809448798293936
2025-09-06,29.809448798293936
2025-09-07,39.74593173105858
2025-09-08,29.809448798293936
2025-09-09,29.809448798293936
2025-09-10,29.809448798293936
2025-09-11,29.809448798293936
2025-09-12,29.809448798293936
2025-09-13,29.809448798293936
2025-09-14,29.809448798293936
2025-09-15,39.74593173105858
2025-09-16,39.74593173105858
2025-09-17,29.809448798293936
2025-09-18,39.74593173105858
2025-09-19,29.809448798293936
2025-09-20,39.74593173105858
2025-09-21,39.74593173105858
2025-09-22,39.74593173105858
2025-09-23,39.74593173105858
2025-09-24,39.74593173105858
2025-09-25,29.809448798293936
2025-09-26,39.74593173105858
2025-09-27,39.74593173105858
2025-09-28,39.74593173105858
2025-09-29,39.74593173105858
2025-09-30,39.74593173105858
2025-10-01,39.74593173105858
2025-10-02,39.74593173105858
2025-10-03,29.809448798293936
2025-10-04,29.809448798293936
2025-10-05,39.74593173105858
2025-10-06,39.74593173105858
2025-10-07,39.74593173105858
2025-10-08,39.74593173105858
2025-10-09,29.809448798293936
2025-10-10,29.809448798293936
2025-10-11,29.809448798293936
2025-10-12,39.74593173105858
2025-10-13,39.74593173105858
2025-10-14,29.809448798293936
2025-10-15,29.809448798293936
2025-10-16,29.809448798293936
2025-10-17,29.809448798293936
2025-10-18,29.809448798293936
2025-10-19,39.74593173105858
2025-10-20,29.809448798293936
2025-10-21,29.809448798293936
2025-10-22,29.809448798293936
2025-10-23,39.74593173105858
2025-10-24,29.809448798293936
2025-10-25,29.809448798293936
2025-10-26,39.74593173105858
2025-10-27,39.74593173105858
2025-10-28,29.809448798293936
2025-10-29,29.809448798293936
2025-10-30,39.74593173105858
2025-10-31,39.74593173105858
2025-11-01,39.74593173105858
2025-11-02,39.74593173105858
2025-11-03,39.74593173105858
2025-11-04,39.74593173105858
2025-11-05,39.74593173105858
2025-11-06,29.809448798293936
2025-11-07,39.74593173105858
2025-11-08,29.809448798293936
2025-11-09,39.74593173105858
2025-11-10,39.74593173105858
2025-11-11,39.74593173105858
2025-11-12,39.74593173105858
2025-11-13,39.74593173105858
2025-11-14,39.74593173105858
2025-11-15,29.809448798293936
2025-11-16,39.74593173105858
2025-11-17,39.74593173105858
2025-11-18,39.74593173105858
2025-11-19,39.74593173105858
2025-11-20,39.74593173105858
2025-11-21,39.74593173105858
2025-11-22,39.74593173105858
2025-11-23,39.74593173105858
2025-11-24,39.74593173105858
2025-11-25,39.74593173105858
2025-11-26,39.74593173105858
2025-11-27,39.74593173105858
2025-11-28,39.74593173105858
2025-11-29,49.68241466382323
2025-11-30,49.68241466382323
2025-12-01,49.68241466382323
2025-12-02,49.68241466382323
2025-12-03,49.68241466382323
2025-12-04,49.68241466382323
2025-12-05,49.68241466382323
2025-12-06,49.68241466382323
2025-12-07,49.68241466382323
2025-12-08,49.68241466382323
2025-12-09,49.68241466382323
2025-12-10,49.68241466382323
2025-12-11,40.573971975455635
2025-12-12,49.682414663823224
2025-12-13,40.15995185325711
2025-12-14,47.61231405283059
2025-12-15,40.98799209765416
2025-12-16,41.402012219852686
2025-12-17,48.02633417502912
2025-12-18,48.44035429722764
2025-12-19,40.573971975455635
2025-12-20,40.15995185325711
2025-12-21,47.19829393063206
2025-12-22,41.402012219852686
2025-12-23,40.573971975455635
2025-12-24,38.91789148666153
2025-12-25,41.816032342051216
2025-12-26,50.51045490822028
2025-12-27,50.09643478602175
2025-12-28,58.37683722999229
2025-12-29,51.338495152617334
2025-12-30,51.75251527481586
2025-12-31,50.924475030418805
2026-01-01,49.682414663823224
2026-01-02,48.44035429722764
2026-01-03,67.48527991835988
2026-01-04,59.61889759658787
2026-01-05,49.2683945416247
2026-01-06,48.85437441942617
2026-01-07,49.2683945416247
2026-01-08,48.02633417502912
2026-01-09,47.61231405283059
2026-01-10,46.37025368623501
2026-01-11,48.02633417502911
2026-01-12,50.510454908220275
2026-01-13,46.37025368623501
2026-01-14,47.19829393063206
2026-01-15,48.02633417502911
2026-01-16,41.402012219852686
2026-01-17,48.02633417502911
2026-01-18,56.30673661899965
2026-01-19,48.85437441942617
2026-01-20,47.19829393063206
2026-01-21,49.682414663823224
2026-01-22,48.85437441942617
2026-01-23,45.54221344183795
2026-01-24,48.85437441942617
2026-01-25,59.618897596587864
2026-01-26,54.65065613020555
2026-01-27,52.166535397014385
2026-01-28,51.33849515261733
2026-01-29,51.33849515261733
2026-01-30,73.69558175133778
2026-01-31,82.80402443970537
2026-02-01,80.31990370651421
2026-02-02,68.72734028495546
2026-02-03,63.759098818573136
2026-02-04,60.44693784098492
2026-02-05,60.44693784098492
2026-02-06,55.4786963746026
2026-02-07,63.759098818573136
2026-02-08,57.96281710779376
2026-02-09,57.1347768633967
2026-02-10,54.65065613020555
2026-02-11,49.682414663823224
2026-02-12,47.19829393063206
2026-02-13,46.37025368623501
2026-02-14,44.7141731974409
2026-02-15,53.82261588580849
2026-02-16,57.96281710779376
2026-02-17,52.99457564141144
2026-02-18,44.7141731974409
2026-02-19,44.7141731974409
2026-02-20,44.7141731974409
2026-02-21,48.85437441942617
2026-02-22,55.4786963746026
2026-02-23,52.166535397014385
2026-02-24,46.37025368623501
2026-02-25,48.02633417502911
2026-02-26,47.19829393063206
2026-02-27,52.166535397014385
2026-02-28,49.682414663823224
2026-03-01,52.99457564141144
2026-03-02,62.931058574176085
2026-03-03,63.759098818573136
2026-03-04,54.65065613020555
2026-03-05,50.510454908220275
2026-03-06,48.85437441942617
2026-03-07,48.85437441942617
2026-03-08,51.33849515261733
2026-03-09,50.510454908220275
2026-03-10,47.19829393063206
2026-03-11,47.19829393063206
2026-03-12,45.54221344183795
2026-03-13,42.23005246424974
2026-03-14,43.88613295304385
2026-03-15,52.166535397014385
2026-03-16,47.19829393063206
2026-03-17,48.02633417502911
2026-03-18,48.02633417502911
2026-03-19,48.85437441942617
2026-03-20,49.682414663823224
2026-03-21,50.510454908220275
2026-03-22,50.510454908220275
2026-03-23,49.682414663823224
2026-03-24,43.88613295304385
2026-03-25,44.7141731974409
2026-03-26,43.88613295304385
2026-03-27,44.7141731974409
2026-03-28,42.23005246424974
2026-03-29,54.65065613020555
2026-03-30,45.54221344183795
2026-03-31,47.19829393063206
2026-04-01,44.7141731974409
2026-04-02,45.54221344183795
2026-04-03,43.88613295304385
2026-04-04,39.745931731058576
2026-04-05,48.85437441942617
2026-04-06,48.85437441942617
2026-04-07,47.19829393063206
2026-04-08,48.02633417502911
2026-04-09,43.88613295304385
2026-04-10,41.402012219852686
2026-04-11,43.05809270864679
2026-04-12,42.23005246424974
2026-04-13,46.37025368623501
2026-04-14,43.05809270864679
2026-04-15,43.88613295304385
2026-04-16,53.82261588580849
2026-04-17,55.4786963746026
2026-04-18,43.05809270864679
2026-04-19,44.7141731974409
2026-04-20,45.54221344183795
2026-04-21,44.7141731974409
2026-04-22,44.7141731974409
2026-04-23,45.54221344183795
2026-04-24,42.23005246424974
2026-04-25,36.43377075347036
2026-04-26,52.99457564141144
2026-04-27,49.682414663823224
2026-04-28,43.88613295304385
2026-04-29,44.7141731974409
2026-04-30,44.7141731974409
2026-05-01,43.05809270864679
2026-05-02,38.917891486661524
2026-05-03,48.02633417502911
2026-05-04,42.23005246424974
2026-05-05,43.88613295304385
2026-05-06,45.54221344183795
2026-05-07,46.37025368623501
2026-05-08,47.19829393063206
2026-05-09,40.573971975455635
2026-05-10,50.510454908220275
2026-05-11,46.37025368623501
2026-05-12,43.05809270864679
2026-05-13,44.7141731974409
2026-05-14,43.05809270864679
2026-05-15,43.05809270864679
2026-05-16,36.43377075347036
2026-05-17,39.745931731058576
2026-05-18,38.917891486661524
2026-05-19,34.77769026467625
2026-05-20,40.573971975455635
2026-05-21,34.77769026467625
2026-05-22,47.19829393063206
2026-05-23,48.02633417502911
2026-05-24,40.573971975455635
2026-05-25,43.88613295304385
2026-05-26,41.402012219852686
2026-05-27,38.917891486661524
2026-05-28,34.77769026467625
2026-05-29,37.261810997867414
2026-05-30,40.573971975455635
2026-05-31,42.23005246424974
