Time,harbor_freight
2024-09-23,40.24561372987765
2024-09-24,40.24561372987765
2024-09-25,44.59649088986442
2024-09-26,44.59649088986442
2024-09-27,51.12280662984458
2024-09-28,79.40350816975861
2024-09-29,67.43859597979498
2024-09-30,45.68421017986111
2024-10-01,44.59649088986442
2024-10-02,42.42105230987104
2024-10-03,42.42105230987104
2024-10-04,47.8596487598545
2024-10-05,61.99999952981151
2024-10-06,68.52631526979167
2024-10-07,52.210525919841274
2024-10-08,46.77192946985781
2024-10-09,45.68421017986111
2024-10-10,43.50877159986773
2024-10-11,55.473683789831355
2024-10-12,67.43859597979498
2024-10-13,64.1754381098049
2024-10-14,46.77192946985781
2024-10-15,41.333333019874345
2024-10-16,38.070175149884264
2024-10-17,38.070175149884264
2024-10-18,43.50877159986773
2024-10-19,51.12280662984458
2024-10-20,52.210525919841274
2024-10-21,40.24561372987765
2024-10-22,36.982455859887565
2024-10-23,39.157894439880955
2024-10-24,38.070175149884264
2024-10-25,42.42105230987104
2024-10-26,50.03508733984789
2024-10-27,50.03508733984789
2024-10-28,35.894736569890874
2024-10-29,40.24561372987765
2024-10-30,39.157894439880955
2024-10-31,41.333333019874345
2024-11-01,40.24561372987765
2024-11-02,54.38596449983466
2024-11-03,55.473683789831355
2024-11-04,39.157894439880955
2024-11-05,35.894736569890874
2024-11-06,27.19298224991733
2024-11-07,36.982455859887565
2024-11-08,42.42105230987104
2024-11-09,54.38596449983466
2024-11-10,51.12280662984458
2024-11-11,44.59649088986442
2024-11-12,40.24561372987765
2024-11-13,36.982455859887565
2024-11-14,35.894736569890874
2024-11-15,41.333333019874345
2024-11-16,48.94736804985119
2024-11-17,50.03508733984789
2024-11-18,41.333333019874345
2024-11-19,42.42105230987104
2024-11-20,39.157894439880955
2024-11-21,34.80701727989418
2024-11-22,43.50877159986773
2024-11-23,53.298245209837965
2024-11-24,58.73684165982144
2024-11-25,51.12280662984458
2024-11-26,48.94736804985119
2024-11-27,55.473683789831355
2024-11-28,66.35087668979828
2024-11-29,108.77192899966931
2024-11-30,75.05263100977183
2024-12-01,60.91228023981482
2024-12-02,47.8596487598545
2024-12-03,41.333333019874345
2024-12-04,39.157894439880955
2024-12-05,36.982455859887565
2024-12-06,42.42105230987104
2024-12-07,50.03508733984789
2024-12-08,52.210525919841274
2024-12-09,38.070175149884264
2024-12-10,35.894736569890874
2024-12-11,35.894736569890874
2024-12-12,38.070175149884264
2024-12-13,46.77192946985781
2024-12-14,58.73684165982144
2024-12-15,53.298245209837965
2024-12-16,40.24561372987765
2024-12-17,43.50877159986773
2024-12-18,43.50877159986773
2024-12-19,44.59649088986442
2024-12-20,48.94736804985119
2024-12-21,54.38596449983466
2024-12-22,53.298245209837965
2024-12-23,51.12280662984458
2024-12-24,48.94736804985119
2024-12-25,35.894736569890874
2024-12-26,47.8596487598545
2024-12-27,52.210525919841274
2024-12-28,52.210525919841274
2024-12-29,51.12280662984458
2024-12-30,46.77192946985781
2024-12-31,47.8596487598545
2025-01-01,51.12280662984458
2025-01-02,44.59649088986442
2025-01-03,48.94736804985119
2025-01-04,55.473683789831355
2025-01-05,45.68421017986111
2025-01-06,38.070175149884264
2025-01-07,39.157894439880955
2025-01-08,39.157894439880955
2025-01-09,40.24561372987765
2025-01-10,41.333333019874345
2025-01-11,47.8596487598545
2025-01-12,50.03508733984789
2025-01-13,38.070175149884264
2025-01-14,34.80701727989418
2025-01-15,38.070175149884264
2025-01-16,35.894736569890874
2025-01-17,36.982455859887565
2025-01-18,48.94736804985119
2025-01-19,45.68421017986111
2025-01-20,39.157894439880955
2025-01-21,34.80701727989418
2025-01-22,33.71929798989749
2025-01-23,35.894736569890874
2025-01-24,40.24561372987765
2025-01-25,48.94736804985119
2025-01-26,46.77192946985781
2025-01-27,34.80701727989418
2025-01-28,35.894736569890874
2025-01-29,32.6315786999008
2025-01-30,36.982455859887565
2025-01-31,39.157894439880955
2025-02-01,45.68421017986111
2025-02-02,42.42105230987104
2025-02-03,33.71929798989749
2025-02-04,35.894736569890874
2025-02-05,34.80701727989418
2025-02-06,33.71929798989749
2025-02-07,39.157894439880955
2025-02-08,46.77192946985781
2025-02-09,42.42105230987104
2025-02-10,31.5438594099041
2025-02-11,32.6315786999008
2025-02-12,38.070175149884264
2025-02-13,32.6315786999008
2025-02-14,39.157894439880955
2025-02-15,46.77192946985781
2025-02-16,48.94736804985119
2025-02-17,42.42105230987104
2025-02-18,36.982455859887565
2025-02-19,34.80701727989418
2025-02-20,35.894736569890874
2025-02-21,38.070175149884264
2025-02-22,45.68421017986111
2025-02-23,47.8596487598545
2025-02-24,36.982455859887565
2025-02-25,36.982455859887565
2025-02-26,36.982455859887565
2025-02-27,38.070175149884264
2025-02-28,41.333333019874345
2025-03-01,55.473683789831355
2025-03-02,55.473683789831355
2025-03-03,41.333333019874345
2025-03-04,40.24561372987765
2025-03-05,39.157894439880955
2025-03-06,40.24561372987765
2025-03-07,44.59649088986442
2025-03-08,59.82456094981813
2025-03-09,61.99999952981151
2025-03-10,40.24561372987765
2025-03-11,39.157894439880955
2025-03-12,39.157894439880955
2025-03-13,39.157894439880955
2025-03-14,45.68421017986111
2025-03-15,55.473683789831355
2025-03-16,56.56140307982805
2025-03-17,40.24561372987765
2025-03-18,40.24561372987765
2025-03-19,39.157894439880955
2025-03-20,38.070175149884264
2025-03-21,41.333333019874345
2025-03-22,54.38596449983466
2025-03-23,53.298245209837965
2025-03-24,41.333333019874345
2025-03-25,40.24561372987765
2025-03-26,40.24561372987765
2025-03-27,40.24561372987765
2025-03-28,44.59649088986442
2025-03-29,59.82456094981813
2025-03-30,60.91228023981482
2025-03-31,41.333333019874345
2025-04-01,38.070175149884264
2025-04-02,38.070175149884264
2025-04-03,44.59649088986442
2025-04-04,44.59649088986442
2025-04-05,56.56140307982805
2025-04-06,52.210525919841274
2025-04-07,41.333333019874345
2025-04-08,40.24561372987765
2025-04-09,40.24561372987765
2025-04-10,42.42105230987104
2025-04-11,45.68421017986111
2025-04-12,60.91228023981482
2025-04-13,57.64912236982474
2025-04-14,41.333333019874345
2025-04-15,38.054636302884305
2025-04-16,39.126816745881044
2025-04-17,42.871678872869666
2025-04-18,50.37694197384685
2025-04-19,56.81002463182729
2025-04-20,51.44912241684359
2025-04-21,41.27117763187454
2025-04-22,39.126816745881044
2025-04-23,39.65513754387945
2025-04-24,40.19899718887779
2025-04-25,43.415538517868015
2025-04-26,53.59348330283707
2025-04-27,52.52130285984033
2025-04-28,41.799498429872926
2025-04-29,39.126816745881044
2025-04-30,43.943859315866405
2025-05-01,45.55989940386149
2025-05-02,43.415538517868015
2025-05-03,52.52130285984033
2025-05-04,55.73784418883055
2025-05-05,36.982455859887565
2025-05-06,39.126816745881044
2025-05-07,36.982455859887565
2025-05-08,39.126816745881044
2025-05-09,40.19899718887779
2025-05-10,51.44912241684359
2025-05-11,48.23258108785336
2025-05-12,39.126816745881044
2025-05-13,38.054636302884305
2025-05-14,37.510776657885955
2025-05-15,38.03909745588435
2025-05-16,44.37894703186508
2025-05-17,56.002004587829745
2025-05-18,54.94536299183296
2025-05-19,41.20902224387472
2025-05-20,38.03909745588435
2025-05-21,40.15238064787793
2025-05-22,41.20902224387472
2025-05-23,47.54887181985544
2025-05-24,56.002004587829745
2025-05-25,63.39849575980726
2025-05-26,68.6817037397912
2025-05-27,44.37894703186508
2025-05-28,41.20902224387472
2025-05-29,38.03909745588435
2025-05-30,50.7187966078458
2025-05-31,63.39849575980726
2025-06-01,61.28521256781368
2025-06-02,44.37894703186508
2025-06-03,46.492230223858655
2025-06-04,40.15238064787793
2025-06-05,42.26566383987151
2025-06-06,47.54887181985544
2025-06-07,61.28521256781368
2025-06-08,59.171929375820106
2025-06-09,47.54887181985544
2025-06-10,45.43558862786187
2025-06-11,45.43558862786187
2025-06-12,47.54887181985544
2025-06-13,51.7754382038426
2025-06-14,63.39849575980726
2025-06-15,63.39849575980726
2025-06-16,45.43558862786187
2025-06-17,38.03909745588435
2025-06-18,41.20902224387472
2025-06-19,47.54887181985544
2025-06-20,51.7754382038426
2025-06-21,56.002004587829745
2025-06-22,52.832079799839384
2025-06-23,41.20902224387472
2025-06-24,40.15238064787793
2025-06-25,39.09573905188114
2025-06-26,42.26566383987151
2025-06-27,47.54887181985544
2025-06-28,53.88872139583617
2025-06-29,53.88872139583617
2025-06-30,42.26566383987151
2025-07-01,42.26566383987151
2025-07-02,44.37894703186508
2025-07-03,50.7187966078458
2025-07-04,62.341854163810474
2025-07-05,53.88872139583617
2025-07-06,58.11528777982332
2025-07-07,44.37894703186508
2025-07-08,41.20902224387472
2025-07-09,41.20902224387472
2025-07-10,45.43558862786187
2025-07-11,54.94536299183296
2025-07-12,58.11528777982332
2025-07-13,56.002004587829745
2025-07-14,45.43558862786187
2025-07-15,41.20902224387472
2025-07-16,45.43558862786187
2025-07-17,39.09573905188114
2025-07-18,46.492230223858655
2025-07-19,57.05864618382653
2025-07-20,57.05864618382653
2025-07-21,51.7754382038426
2025-07-22,47.54887181985544
2025-07-23,42.26566383987151
2025-07-24,44.37894703186508
2025-07-25,46.492230223858655
2025-07-26,54.94536299183296
2025-07-27,54.94536299183296
2025-07-28,42.26566383987151
2025-07-29,39.09573905188114
2025-07-30,36.982455859887565
2025-07-31,38.03909745588435
2025-08-01,45.43558862786187
2025-08-02,54.94536299183296
2025-08-03,51.7754382038426
2025-08-04,41.20902224387472
2025-08-05,38.03909745588435
2025-08-06,43.322305435868294
2025-08-07,42.26566383987151
2025-08-08,46.492230223858655
2025-08-09,60.22857097181689
2025-08-10,56.002004587829745
2025-08-11,42.26566383987151
2025-08-12,42.26566383987151
2025-08-13,45.43558862786187
2025-08-14,42.26566383987151
2025-08-15,48.60551341585223
2025-08-16,58.11528777982332
2025-08-17,60.22857097181689
2025-08-18,45.43558862786187
2025-08-19,41.20902224387472
2025-08-20,38.03909745588435
2025-08-21,39.09573905188114
2025-08-22,44.37894703186508
2025-08-23,51.7754382038426
2025-08-24,53.88872139583617
2025-08-25,42.26566383987151
2025-08-26,38.03909745588435
2025-08-27,40.15238064787793
2025-08-28,38.03909745588435
2025-08-29,39.09573905188114
2025-08-30,57.05864618382653
2025-08-31,58.11528777982332
2025-09-01,67.62506214379441
2025-09-02,41.20902224387472
2025-09-03,38.03909745588435
2025-09-04,38.03909745588435
2025-09-05,40.15238064787793
2025-09-06,49.662155011849016
2025-09-07,45.43558862786187
2025-09-08,40.15238064787793
2025-09-09,36.982455859887565
2025-09-10,34.86917266789399
2025-09-11,34.86917266789399
2025-09-12,38.03909745588435
2025-09-13,47.54887181985544
2025-09-14,44.37894703186508
2025-09-15,38.03909745588435
2025-09-16,33.812531071897205
2025-09-17,38.03909745588435
2025-09-18,38.03909745588435
2025-09-19,42.26566383987151
2025-09-20,45.43558862786187
2025-09-21,45.43558862786187
2025-09-22,38.03909745588435
2025-09-23,36.982455859887565
2025-09-24,38.03909745588435
2025-09-25,41.20902224387472
2025-09-26,44.37894703186508
2025-09-27,51.7754382038426
2025-09-28,45.43558862786187
2025-09-29,39.09573905188114
2025-09-30,36.982455859887565
2025-10-01,34.86917266789399
2025-10-02,38.03909745588435
2025-10-03,41.20902224387472
2025-10-04,49.662155011849016
2025-10-05,50.7187966078458
2025-10-06,42.26566383987151
2025-10-07,39.09573905188114
2025-10-08,40.15238064787793
2025-10-09,40.15238064787793
2025-10-10,45.43558862786187
2025-10-11,56.002004587829745
2025-10-12,52.832079799839384
2025-10-13,43.322305435868294
2025-10-14,41.20902224387472
2025-10-15,35.92581426389078
2025-10-16,38.03909745588435
2025-10-17,43.322305435868294
2025-10-18,54.94536299183296
2025-10-19,50.7187966078458
2025-10-20,41.20902224387472
2025-10-21,39.09573905188114
2025-10-22,38.03909745588435
2025-10-23,35.92581426389078
2025-10-24,40.15238064787793
2025-10-25,48.60551341585223
2025-10-26,47.54887181985544
2025-10-27,36.982455859887565
2025-10-28,35.92581426389078
2025-10-29,38.03909745588435
2025-10-30,39.09573905188114
2025-10-31,39.09573905188114
2025-11-01,49.662155011849016
2025-11-02,50.7187966078458
2025-11-03,40.15238064787793
2025-11-04,38.03909745588435
2025-11-05,38.03909745588435
2025-11-06,35.92581426389078
2025-11-07,42.26566383987151
2025-11-08,58.11528777982332
2025-11-09,53.88872139583617
2025-11-10,44.37894703186508
2025-11-11,44.37894703186508
2025-11-12,43.322305435868294
2025-11-13,41.20902224387472
2025-11-14,47.54887181985544
2025-11-15,56.002004587829745
2025-11-16,56.002004587829745
2025-11-17,43.322305435868294
2025-11-18,42.26566383987151
2025-11-19,41.20902224387472
2025-11-20,44.37894703186508
2025-11-21,42.26566383987151
2025-11-22,56.002004587829745
2025-11-23,54.94536299183296
2025-11-24,47.54887181985544
2025-11-25,49.662155011849016
2025-11-26,52.832079799839384
2025-11-27,60.22857097181689
2025-11-28,105.66415959967877
2025-11-29,72.90827012377835
2025-11-30,64.45513735580404
2025-12-01,49.662155011849016
2025-12-02,44.37894703186508
2025-12-03,41.20902224387472
2025-12-04,40.15238064787793
2025-12-05,41.20902224387472
2025-12-06,57.05864618382653
2025-12-07,52.832079799839384
2025-12-08,44.37894703186508
2025-12-09,39.09573905188114
2025-12-10,40.15238064787793
2025-12-11,40.25783329786446
2025-12-12,50.58645202132976
2025-12-13,64.33472795460168
2025-12-14,57.95408723894134
2025-12-15,45.65147951157354
2025-12-16,40.25783329786446
2025-12-17,41.70350150376856
2025-12-18,41.2448277998157
2025-12-19,47.62546851547603
2025-12-20,67.75438516440826
2025-12-21,55.98009823503885
2025-12-22,50.58645202132976
2025-12-23,48.612463017427274
2025-12-24,52.03212022723386
2025-12-25,34.864187084155375
2025-12-26,54.00610923113636
2025-12-27,54.99310373308761
2025-12-28,49.59945751937852
2025-12-29,44.6644850096223
2025-12-30,43.2188168037182
2025-12-31,42.231822301766954
2026-01-01,49.59945751937852
2026-01-02,44.6644850096223
2026-01-03,51.573446523281014
2026-01-04,47.62546851547603
2026-01-05,34.864187084155375
2026-01-06,35.32286078810823
2026-01-07,34.864187084155375
2026-01-08,34.864187084155375
2026-01-09,38.81216509196035
2026-01-10,47.70206521109662
2026-01-11,43.115328171568095
2026-01-12,38.52859113203957
2026-01-13,37.61124372413387
2026-01-14,33.94185409251105
2026-01-15,35.77654890832246
2026-01-16,39.445938539945274
2026-01-17,49.53676002690802
2026-01-18,48.61941261900232
2026-01-19,43.115328171568095
2026-01-20,45.86737039528521
2026-01-21,71.55309781664492
2026-01-22,82.56126671151337
2026-01-23,91.73474079057041
2026-01-24,82.56126671151337
2026-01-25,44.032675579473796
2026-01-26,38.52859113203957
2026-01-27,40.36328594785098
2026-01-28,41.280633355756684
2026-01-29,39.445938539945274
2026-01-30,43.115328171568095
2026-01-31,51.37145484271943
2026-02-01,45.86737039528521
2026-02-02,35.77654890832246
2026-02-03,32.10715927669965
2026-02-04,31.18981186879394
2026-02-05,33.94185409251105
2026-02-06,42.19798076366239
2026-02-07,46.78471780319091
2026-02-08,42.19798076366239
2026-02-09,29.355117052982532
2026-02-10,33.02450668460535
2026-02-11,34.85920150041676
2026-02-12,34.85920150041676
2026-02-13,38.52859113203957
2026-02-14,49.53676002690802
2026-02-15,47.70206521109662
2026-02-16,44.950022987379505
2026-02-17,34.85920150041676
2026-02-18,33.94185409251105
2026-02-19,38.52859113203957
2026-02-20,37.61124372413387
2026-02-21,52.28880225062513
2026-02-22,48.61941261900232
2026-02-23,36.69389631622816
2026-02-24,40.36328594785098
2026-02-25,34.85920150041676
2026-02-26,37.61124372413387
2026-02-27,38.52859113203957
2026-02-28,53.20614965853084
2026-03-01,53.20614965853084
2026-03-02,41.280633355756684
2026-03-03,40.36328594785098
2026-03-04,39.445938539945274
2026-03-05,43.115328171568095
2026-03-06,48.61941261900232
2026-03-07,60.544928921776474
2026-03-08,62.37962373758788
2026-03-09,46.78471780319091
2026-03-10,42.19798076366239
2026-03-11,41.280633355756684
2026-03-12,41.280633355756684
2026-03-13,45.86737039528521
2026-03-14,65.13166596130499
2026-03-15,66.9663607771164
2026-03-16,42.19798076366239
2026-03-17,39.445938539945274
2026-03-18,41.280633355756684
2026-03-19,43.115328171568095
2026-03-20,49.53676002690802
2026-03-21,62.37962373758788
2026-03-22,65.13166596130499
2026-03-23,44.032675579473796
2026-03-24,41.280633355756684
2026-03-25,42.19798076366239
2026-03-26,41.280633355756684
2026-03-27,44.950022987379505
2026-03-28,55.04084447434225
2026-03-29,59.627581513870766
2026-03-30,41.280633355756684
2026-03-31,40.36328594785098
2026-04-01,41.280633355756684
2026-04-02,41.280633355756684
2026-04-03,49.53676002690802
2026-04-04,61.462276329682176
2026-04-05,50.45410743481373
2026-04-06,45.86737039528521
2026-04-07,42.19798076366239
2026-04-08,41.280633355756684
2026-04-09,41.280633355756684
2026-04-10,47.70206521109662
2026-04-11,61.462276329682176
2026-04-12,65.13166596130499
2026-04-13,44.032675579473796
2026-04-14,44.032675579473796
2026-04-15,41.280633355756684
2026-04-16,44.032675579473796
2026-04-17,46.78471780319091
2026-04-18,60.544928921776474
2026-04-19,61.462276329682176
2026-04-20,40.36328594785098
2026-04-21,41.280633355756684
2026-04-22,39.445938539945274
2026-04-23,40.36328594785098
2026-04-24,44.950022987379505
2026-04-25,55.04084447434225
2026-04-26,57.79288669805936
2026-04-27,42.19798076366239
2026-04-28,38.52859113203957
2026-04-29,39.445938539945274
2026-04-30,44.950022987379505
2026-05-01,46.78471780319091
2026-05-02,56.875539290153654
2026-05-03,54.12349706643654
2026-05-04,42.19798076366239
2026-05-05,41.280633355756684
2026-05-06,39.445938539945274
2026-05-07,41.280633355756684
2026-05-08,44.032675579473796
2026-05-09,55.95819188224795
2026-05-10,49.53676002690802
2026-05-11,38.52859113203957
2026-05-12,40.36328594785098
2026-05-13,38.52859113203957
2026-05-14,39.445938539945274
2026-05-15,47.70206521109662
2026-05-16,56.875539290153654
2026-05-17,53.20614965853084
2026-05-18,41.280633355756684
2026-05-19,42.19798076366239
2026-05-20,39.445938539945274
2026-05-21,41.280633355756684
2026-05-22,48.61941261900232
2026-05-23,60.544928921776474
2026-05-24,60.544928921776474
2026-05-25,59.627581513870766
2026-05-26,38.52859113203957
2026-05-27,38.52859113203957
2026-05-28,43.115328171568095
2026-05-29,47.70206521109662
2026-05-30,56.875539290153654
2026-05-31,63.296971145493586
