Time,benevolent
2023-07-15,36.85163687021128
2023-07-16,43.98421174831669
2023-07-17,59.43812398421174
2023-07-18,47.5504991873694
2023-07-19,72.51451126073833
2023-07-20,47.5504991873694
2023-07-21,52.305549106106334
2023-07-22,43.98421174831669
2023-07-23,51.1167866264221
2023-07-24,35.662874390527044
2023-07-25,42.79544926863245
2023-07-26,39.22916182957975
2023-07-27,52.305549106106334
2023-07-28,45.172974228000925
2023-07-29,43.98421174831669
2023-07-30,42.79544926863245
2023-07-31,46.36173670768516
2023-08-01,45.172974228000925
2023-08-02,48.73926166705363
2023-08-03,47.5504991873694
2023-08-04,35.662874390527044
2023-08-05,48.73926166705363
2023-08-06,35.662874390527044
2023-08-07,51.1167866264221
2023-08-08,41.606686788948224
2023-08-09,36.85163687021128
2023-08-10,54.683074065474806
2023-08-11,51.1167866264221
2023-08-12,39.22916182957975
2023-08-13,49.92802414673786
2023-08-14,64.19317390294869
2023-08-15,63.00441142326445
2023-08-16,55.87183654515904
2023-08-17,68.94822382168562
2023-08-18,51.1167866264221
2023-08-19,43.98421174831669
2023-08-20,45.172974228000925
2023-08-21,55.87183654515904
2023-08-22,71.32574878105409
2023-08-23,79.64708613884373
2023-08-24,67.75946134200139
2023-08-25,104.61109821221267
2023-08-26,48.73926166705363
2023-08-27,51.1167866264221
2023-08-28,78.4583236591595
2023-08-29,74.8920362201068
2023-08-30,78.4583236591595
2023-08-31,87.96842349663338
2023-09-01,70.13698630136986
2023-09-02,38.040399349895516
2023-09-03,43.98421174831669
2023-09-04,63.00441142326445
2023-09-05,93.91223589505455
2023-09-06,90.34594845600185
2023-09-07,77.26956117947526
2023-09-08,78.4583236591595
2023-09-09,48.73926166705363
2023-09-10,54.683074065474806
2023-09-11,93.91223589505455
2023-09-12,90.34594845600185
2023-09-13,71.32574878105409
2023-09-14,84.40213605758068
2023-09-15,74.8920362201068
2023-09-16,40.41792430926399
2023-09-17,60.62688646389598
2023-09-18,96.28976085442302
2023-09-19,87.96842349663338
2023-09-20,80.83584861852798
2023-09-21,91.53471093568608
2023-09-22,85.5908985372649
2023-09-23,43.98421174831669
2023-09-24,60.62688646389598
2023-09-25,92.72347341537032
2023-09-26,79.64708613884373
2023-09-27,79.64708613884373
2023-09-28,87.96842349663338
2023-09-29,78.4583236591595
2023-09-30,58.249361504527506
2023-10-01,54.683074065474806
2023-10-02,96.28976085442302
2023-10-03,86.77966101694915
2023-10-04,91.53471093568608
2023-10-05,79.64708613884373
2023-10-06,76.08079869979103
2023-10-07,42.79544926863245
2023-10-08,42.79544926863245
2023-10-09,77.26956117947526
2023-10-10,85.5908985372649
2023-10-11,96.28976085442302
2023-10-12,95.1009983747388
2023-10-13,84.40213605758068
2023-10-14,45.172974228000925
2023-10-15,65.38193638263292
2023-10-16,99.85604829347572
2023-10-17,96.28976085442302
2023-10-18,85.5908985372649
2023-10-19,85.5908985372649
2023-10-20,82.0246110982122
2023-10-21,40.41792430926399
2023-10-22,52.305549106106334
2023-10-23,77.26956117947526
2023-10-24,97.47852333410727
2023-10-25,96.28976085442302
2023-10-26,72.51451126073833
2023-10-27,77.26956117947526
2023-10-28,38.040399349895516
2023-10-29,45.172974228000925
2023-10-30,92.72347341537032
2023-10-31,80.83584861852798
2023-11-01,84.40213605758068
2023-11-02,86.77966101694915
2023-11-03,87.96842349663338
2023-11-04,49.92802414673786
2023-11-05,51.1167866264221
2023-11-06,90.34594845600185
2023-11-07,91.53471093568608
2023-11-08,89.15718597631762
2023-11-09,85.5908985372649
2023-11-10,79.64708613884373
2023-11-11,48.73926166705363
2023-11-12,52.305549106106334
2023-11-13,84.40213605758068
2023-11-14,92.72347341537032
2023-11-15,82.0246110982122
2023-11-16,80.83584861852798
2023-11-17,82.0246110982122
2023-11-18,43.98421174831669
2023-11-19,40.41792430926399
2023-11-20,72.51451126073833
2023-11-21,58.249361504527506
2023-11-22,42.79544926863245
2023-11-23,32.09658695147434
2023-11-24,43.98421174831669
2023-11-25,41.606686788948224
2023-11-26,57.06059902484327
2023-11-27,89.15718597631762
2023-11-28,92.72347341537032
2023-11-29,97.47852333410727
2023-11-30,104.61109821221267
2023-12-01,78.4583236591595
2023-12-02,45.172974228000925
2023-12-03,49.92802414673786
2023-12-04,118.87624796842348
2023-12-05,108.17738565126537
2023-12-06,91.53471093568608
2023-12-07,84.40213605758068
2023-12-08,87.96842349663338
2023-12-09,51.1167866264221
2023-12-10,46.36173670768516
2023-12-11,96.28976085442302
2023-12-12,92.72347341537032
2023-12-13,79.64708613884373
2023-12-14,73.70327374042256
2023-12-15,72.51451126073833
2023-12-16,45.172974228000925
2023-12-17,41.606686788948224
2023-12-18,66.57069886231716
2023-12-19,65.38193638263292
2023-12-20,67.75946134200139
2023-12-21,65.38193638263292
2023-12-22,39.68368866004725
2023-12-23,42.90034007566342
2023-12-24,40.278069899889374
2023-12-25,35.75028339638618
2023-12-26,44.211475163550446
2023-12-27,47.42812657916661
2023-12-28,41.5892049877764
2023-12-29,44.80585640339256
2023-12-30,55.88931834633087
2023-12-31,47.42812657916661
2024-01-01,44.211475163550446
2024-01-02,59.82272360999194
2024-01-03,63.03937502560811
2024-01-04,61.728239937721085
2024-01-05,79.96175855993663
2024-01-06,32.53363198077002
2024-01-07,48.73926166705363
2024-01-08,74.71721820838853
2024-01-09,66.97278028926918
2024-01-10,93.5451180704462
2024-01-11,67.5671615291113
2024-01-12,71.50056679277236
2024-01-13,67.5671615291113
2024-01-14,48.73926166705363
2024-01-15,54.57818325844384
2024-01-16,68.87829661699831
2024-01-17,77.33948838416258
2024-01-18,73.4060831205015
2024-01-19,73.4060831205015
2024-01-20,45.87224627487401
2024-01-21,45.87224627487401
2024-01-22,80.27643098102952
2024-01-23,90.3109848536582
2024-01-24,84.57695406929895
2024-01-25,83.14344637320914
2024-01-26,70.24187710840083
2024-01-27,51.60627705923326
2024-01-28,64.50784632404158
2024-01-29,100.34553872628689
2024-01-30,84.57695406929895
2024-01-31,83.14344637320914
2024-02-01,87.44396946147857
2024-02-02,87.44396946147857
2024-02-03,51.60627705923326
2024-02-04,55.9068001475027
2024-02-05,100.34553872628689
2024-02-06,97.47852333410727
2024-02-07,78.8429232849397
2024-02-08,81.70993867711933
2024-02-09,94.61150794192764
2024-02-10,41.57172318660457
2024-02-11,48.73926166705363
2024-02-12,78.8429232849397
2024-02-13,84.57695406929895
2024-02-14,75.97590789276008
2024-02-15,80.27643098102952
2024-02-16,64.50784632404158
2024-02-17,55.9068001475027
2024-02-18,57.34030784359251
2024-02-19,61.64083093186195
2024-02-20,77.4094155888499
2024-02-21,80.27643098102952
2024-02-22,68.80836941231101
2024-02-23,81.70993867711933
2024-02-24,32.97067701006569
2024-02-25,44.438738578784196
2024-02-26,87.44396946147857
2024-02-27,93.17800024583784
2024-02-28,77.4094155888499
2024-02-29,91.74449254974802
2024-03-01,77.4094155888499
2024-03-02,43.005230882694384
2024-03-03,47.30575397096382
2024-03-04,84.57695406929895
2024-03-05,80.27643098102952
2024-03-06,143.35076960898127
2024-03-07,101.77904642237671
2024-03-08,77.4094155888499
2024-03-09,47.30575397096382
2024-03-10,55.9068001475027
2024-03-11,70.24187710840083
2024-03-12,70.24187710840083
2024-03-13,65.94135402013139
2024-03-14,63.07433862795176
2024-03-15,57.34030784359251
2024-03-16,43.005230882694384
2024-03-17,43.005230882694384
2024-03-18,63.07433862795176
2024-03-19,74.54240019667026
2024-03-20,75.97590789276008
2024-03-21,80.27643098102952
2024-03-22,58.773815539682325
2024-03-23,41.57172318660457
2024-03-24,37.27120009833513
2024-03-25,65.94135402013139
2024-03-26,68.80836941231101
2024-03-27,54.47329245141289
2024-03-28,60.20732323577214
2024-03-29,47.30575397096382
2024-03-30,41.57172318660457
2024-03-31,41.57172318660457
2024-04-01,73.10889250058045
2024-04-02,63.07433862795176
2024-04-03,60.20732323577214
2024-04-04,65.94135402013139
2024-04-05,64.50784632404158
2024-04-06,41.57172318660457
2024-04-07,48.73926166705363
2024-04-08,64.50784632404158
2024-04-09,68.80836941231101
2024-04-10,75.97590789276008
2024-04-11,67.3748617162212
2024-04-12,68.80836941231101
2024-04-13,43.005230882694384
2024-04-14,47.30575397096382
2024-04-15,80.27643098102952
2024-04-16,91.74449254974802
2024-04-17,64.50784632404158
2024-04-18,71.67538480449063
2024-04-19,71.67538480449063
2024-04-20,41.57172318660457
2024-04-21,55.9068001475027
2024-04-22,84.57695406929895
2024-04-23,75.97590789276008
2024-04-24,75.97590789276008
2024-04-25,67.3748617162212
2024-04-26,70.24187710840083
2024-04-27,48.73926166705363
2024-04-28,55.9068001475027
2024-04-29,67.3748617162212
2024-04-30,70.24187710840083
2024-05-01,65.94135402013139
2024-05-02,67.3748617162212
2024-05-03,61.64083093186195
2024-05-04,40.13821549051476
2024-05-05,53.03978475532307
2024-05-06,63.07433862795176
2024-05-07,68.80836941231101
2024-05-08,64.50784632404158
2024-05-09,80.27643098102952
2024-05-10,61.64083093186195
2024-05-11,44.438738578784196
2024-05-12,48.73926166705363
2024-05-13,53.03978475532307
2024-05-14,61.64083093186195
2024-05-15,55.9068001475027
2024-05-16,58.773815539682325
2024-05-17,48.73926166705363
2024-05-18,43.005230882694384
2024-05-19,43.005230882694384
2024-05-20,51.60627705923326
2024-05-21,51.60627705923326
2024-05-22,48.73926166705363
2024-05-23,65.94135402013139
2024-05-24,44.438738578784196
2024-05-25,41.57172318660457
2024-05-26,47.30575397096382
2024-05-27,45.87224627487401
2024-05-28,45.87224627487401
2024-05-29,55.9068001475027
2024-05-30,58.773815539682325
2024-05-31,51.60627705923326
2024-06-01,34.404184706155505
2024-06-02,35.83769240224532
2024-06-03,43.005230882694384
2024-06-04,45.87224627487401
2024-06-05,38.70470779442495
2024-06-06,48.73926166705363
2024-06-07,43.005230882694384
2024-06-08,40.13821549051476
2024-06-09,37.27120009833513
2024-06-10,48.73926166705363
2024-06-11,44.438738578784196
2024-06-12,41.57172318660457
2024-06-13,45.87224627487401
2024-06-14,37.27120009833513
2024-06-15,35.83769240224532
2024-06-16,30.10366161788607
2024-06-17,43.005230882694384
2024-06-18,48.73926166705363
2024-06-19,34.404184706155505
2024-06-20,44.438738578784196
2024-06-21,44.438738578784196
2024-06-22,45.87224627487401
2024-06-23,22.936123137437004
2024-06-24,54.47329245141289
2024-06-25,38.70470779442495
2024-06-26,55.9068001475027
2024-06-27,37.27120009833513
2024-06-28,38.70470779442495
2024-06-29,34.404184706155505
2024-06-30,31.53716931397588
2024-07-01,47.30575397096382
2024-07-02,50.172769363143445
2024-07-03,37.27120009833513
2024-07-04,31.53716931397588
2024-07-05,34.404184706155505
2024-07-06,40.13821549051476
2024-07-07,41.57172318660457
2024-07-08,44.438738578784196
2024-07-09,44.438738578784196
2024-07-10,44.438738578784196
2024-07-11,38.70470779442495
2024-07-12,35.83769240224532
2024-07-13,34.404184706155505
2024-07-14,50.172769363143445
2024-07-15,51.60627705923326
2024-07-16,41.57172318660457
2024-07-17,48.73926166705363
2024-07-18,35.83769240224532
2024-07-19,45.87224627487401
2024-07-20,43.005230882694384
2024-07-21,41.57172318660457
2024-07-22,35.83769240224532
2024-07-23,53.03978475532307
2024-07-24,40.13821549051476
2024-07-25,50.172769363143445
2024-07-26,37.27120009833513
2024-07-27,43.005230882694384
2024-07-28,47.30575397096382
2024-07-29,45.87224627487401
2024-07-30,41.57172318660457
2024-07-31,38.70470779442495
2024-08-01,35.83769240224532
2024-08-02,41.57172318660457
2024-08-03,40.13821549051476
2024-08-04,37.27120009833513
2024-08-05,34.404184706155505
2024-08-06,41.57172318660457
2024-08-07,45.87224627487401
2024-08-08,38.70470779442495
2024-08-09,41.57172318660457
2024-08-10,43.005230882694384
2024-08-11,44.438738578784196
2024-08-12,45.87224627487401
2024-08-13,45.87224627487401
2024-08-14,47.30575397096382
2024-08-15,54.47329245141289
2024-08-16,43.005230882694384
2024-08-17,32.97067701006569
2024-08-18,41.34773760909054
2024-08-19,57.22831505483549
2024-08-20,73.10889250058045
2024-08-21,51.50548354935194
2024-08-22,66.669307147052
2024-08-23,67.3860609950969
2024-08-24,42.63565467979623
2024-08-25,56.51156120679059
2024-08-26,74.39680957128614
2024-08-27,70.53305835916908
2024-08-28,73.10889250058045
2024-08-29,74.39680957128614
2024-08-30,59.804149196246875
2024-08-31,34.3369890329013
2024-09-01,44.49473497316271
2024-09-02,40.05982053838485
2024-09-03,76.25588986465262
2024-09-04,71.82097542987475
2024-09-05,59.087395348201966
2024-09-06,69.96189513650829
2024-09-07,51.50548354935194
2024-09-08,47.64173233723487
2024-09-09,93.99554760376405
2024-09-10,79.40288722872478
2024-09-11,88.98946994632541
2024-09-12,73.10889250058045
2024-09-13,74.96797279394693
2024-09-14,52.07664677201273
2024-09-15,48.35848618527977
2024-09-16,90.243789180404
2024-09-17,82.247504063153
2024-09-18,89.10146273508242
2024-09-19,87.95913628976086
2024-09-20,77.67819828186673
2024-09-21,51.40469003947063
2024-09-22,51.40469003947063
2024-09-23,81.10517761783144
2024-09-24,93.67076851636871
