Time,evan_peters
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,1.0
2022-07-22,1.0
2022-07-23,1.0
2022-07-24,1.0
2022-07-25,1.0
2022-07-26,1.0
2022-07-27,1.0
2022-07-28,1.0
2022-07-29,1.0
2022-07-30,1.0
2022-07-31,1.0
2022-08-01,1.0
2022-08-02,1.0
2022-08-03,1.0
2022-08-04,1.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,1.0
2022-08-08,1.0
2022-08-09,2.0
2022-08-10,2.0
2022-08-11,2.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,1.0
2022-08-15,1.0
2022-08-16,1.0
2022-08-17,2.0
2022-08-18,1.0
2022-08-19,1.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,1.0
2022-08-25,2.0
2022-08-26,3.0
2022-08-27,3.0
2022-08-28,2.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,1.0
2022-09-01,1.0
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,1.0
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.0
2022-09-11,1.0
2022-09-12,1.0
2022-09-13,1.0
2022-09-14,1.0
2022-09-15,1.0
2022-09-16,6.0
2022-09-17,9.0
2022-09-18,5.0
2022-09-19,3.0
2022-09-20,4.0
2022-09-21,14.0
2022-09-22,39.0
2022-09-23,65.0
2022-09-24,100.0
2022-09-25,95.0
2022-09-26,77.0
2022-09-27,72.0
2022-09-28,61.0
2022-09-29,55.0
2022-09-30,48.0
2022-10-01,48.0
2022-10-02,50.0
2022-10-03,38.0
2022-10-04,32.0
2022-10-05,34.0
2022-10-06,32.0
2022-10-07,33.0
2022-10-08,33.0
2022-10-09,32.0
2022-10-10,28.0
2022-10-11,25.0
2022-10-12,24.0
2022-10-13,21.0
2022-10-14,21.0
2022-10-15,22.0
2022-10-16,23.0
2022-10-17,18.0
2022-10-18,14.0
2022-10-19,14.0
2022-10-20,13.0
2022-10-21,12.0
2022-10-22,13.0
2022-10-23,14.0
2022-10-24,10.0
2022-10-25,10.0
2022-10-26,10.0
2022-10-27,9.0
2022-10-28,11.0
2022-10-29,13.0
2022-10-30,13.0
2022-10-31,11.0
2022-11-01,8.0
2022-11-02,6.0
2022-11-03,6.0
2022-11-04,6.0
2022-11-05,7.0
2022-11-06,6.0
2022-11-07,5.0
2022-11-08,5.0
2022-11-09,4.0
2022-11-10,4.0
2022-11-11,4.0
2022-11-12,5.0
2022-11-13,5.0
2022-11-14,4.0
2022-11-15,4.0
2022-11-16,4.0
2022-11-17,4.0
2022-11-18,4.0
2022-11-19,4.0
2022-11-20,4.0
2022-11-21,3.0
2022-11-22,4.0
2022-11-23,3.0
2022-11-24,4.0
2022-11-25,4.0
2022-11-26,4.0
2022-11-27,4.0
2022-11-28,3.0
2022-11-29,3.0
2022-11-30,3.0
2022-12-01,3.0
2022-12-02,3.0
2022-12-03,3.0
2022-12-04,3.0
2022-12-05,3.0
2022-12-06,2.0
2022-12-07,3.0
2022-12-08,2.0
2022-12-09,3.0
2022-12-10,3.0
2022-12-11,3.0
2022-12-12,3.0
2022-12-13,3.0
2022-12-14,2.0
2022-12-15,2.0
2022-12-16,2.0
2022-12-17,3.0
2022-12-18,3.0
2022-12-19,2.0
2022-12-20,3.0
2022-12-21,2.0
2022-12-22,2.0
2022-12-23,3.0
2022-12-24,2.0
2022-12-25,3.0
2022-12-26,3.0
2022-12-27,3.0
2022-12-28,3.0
2022-12-29,2.0
2022-12-30,2.0
2022-12-31,2.0
2023-01-01,3.0
2023-01-02,2.0
2023-01-03,2.0
2023-01-04,2.0
2023-01-05,2.0
2023-01-06,2.0
2023-01-07,2.0
2023-01-08,2.0
2023-01-09,2.0
2023-01-10,2.0
2023-01-11,19.0
2023-01-12,11.0
2023-01-13,7.0
2023-01-14,5.0
2023-01-15,4.0
2023-01-16,4.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,3.0
2023-01-20,4.0
2023-01-21,4.0
2023-01-22,3.0
2023-01-23,3.0
2023-01-24,3.0
2023-01-25,2.0
2023-01-26,2.0
2023-01-27,2.0
2023-01-28,3.0
2023-01-29,3.0
2023-01-30,2.0
2023-01-31,2.0
2023-02-01,2.0
2023-02-02,2.0
2023-02-03,2.0
2023-02-04,2.0
2023-02-05,2.0
2023-02-06,2.0
2023-02-07,2.0
2023-02-08,1.0
2023-02-09,2.0
2023-02-10,2.0
2023-02-11,2.0
2023-02-12,2.0
2023-02-13,2.0
2023-02-14,1.0
2023-02-15,1.0
2023-02-16,2.0
2023-02-17,2.0
2023-02-18,2.0
2023-02-19,2.0
2023-02-20,2.0
2023-02-21,2.0
2023-02-22,2.0
2023-02-23,2.0
2023-02-24,2.0
2023-02-25,2.0
2023-02-26,2.0
2023-02-27,2.0
2023-02-28,2.0
2023-03-01,1.0
2023-03-02,2.0
2023-03-03,2.0
2023-03-04,2.0
2023-03-05,2.0
2023-03-06,2.0
2023-03-07,1.0
2023-03-08,1.0
2023-03-09,1.0
2023-03-10,1.0
2023-03-11,1.0
2023-03-12,2.0
2023-03-13,2.0
2023-03-14,2.0
2023-03-15,2.0
2023-03-16,2.0
2023-03-17,2.0
2023-03-18,3.0
2023-03-19,4.0
2023-03-20,2.0
2023-03-21,2.0
2023-03-22,2.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,2.0
2023-03-26,2.0
2023-03-27,1.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,1.0
2023-03-31,1.0
2023-04-01,2.0
2023-04-02,3.0
2023-04-03,2.0
2023-04-04,2.0
2023-04-05,2.0
2023-04-06,4.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,2.0
2023-04-11,2.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,2.0
2023-04-16,2.0
2023-04-17,1.0
2023-04-18,2.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,2.0
2023-04-23,2.0
2023-04-24,2.0
2023-04-25,1.0
2023-04-26,1.059322033898305
2023-04-27,1.6271186440677967
2023-04-28,1.042372881355932
2023-04-29,1.6101694915254239
2023-04-30,1.711864406779661
2023-05-01,1.042372881355932
2023-05-02,1.059322033898305
2023-05-03,1.1101694915254239
2023-05-04,0.9576271186440678
2023-05-05,1.042372881355932
2023-05-06,1.076271186440678
2023-05-07,1.042372881355932
2023-05-08,1.6610169491525424
2023-05-09,1.1101694915254239
2023-05-10,0.9745762711864407
2023-05-11,1.042372881355932
2023-05-12,1.0084745762711864
2023-05-13,1.6779661016949152
2023-05-14,1.6440677966101696
2023-05-15,1.0254237288135593
2023-05-16,0.9745762711864407
2023-05-17,0.9576271186440678
2023-05-18,0.923728813559322
2023-05-19,1.042372881355932
2023-05-20,1.694915254237288
2023-05-21,1.6779661016949152
2023-05-22,0.9915254237288136
2023-05-23,1.042372881355932
2023-05-24,1.042372881355932
2023-05-25,2.5338983050847457
2023-05-26,1.5593220338983051
2023-05-27,1.3220338983050848
2023-05-28,1.2203389830508475
2023-05-29,1.3898305084745763
2023-05-30,1.3898305084745763
2023-05-31,1.2542372881355932
2023-06-01,1.2542372881355932
2023-06-02,1.11864406779661
2023-06-03,1.6271186440677967
2023-06-04,1.2542372881355932
2023-06-05,1.1864406779661016
2023-06-06,1.152542372881356
2023-06-07,1.11864406779661
2023-06-08,1.728813559322034
2023-06-09,1.2203389830508475
2023-06-10,1.3559322033898304
2023-06-11,1.5254237288135593
2023-06-12,1.3559322033898304
2023-06-13,1.1864406779661016
2023-06-14,1.2203389830508475
2023-06-15,1.2203389830508475
2023-06-16,1.423728813559322
2023-06-17,1.4915254237288136
2023-06-18,1.423728813559322
2023-06-19,1.3559322033898304
2023-06-20,1.3220338983050848
2023-06-21,1.2203389830508475
2023-06-22,1.2203389830508475
2023-06-23,1.3898305084745763
2023-06-24,1.5254237288135593
2023-06-25,1.423728813559322
2023-06-26,1.0847457627118644
2023-06-27,1.0847457627118644
2023-06-28,1.2881355932203389
2023-06-29,1.7627118644067796
2023-06-30,1.1864406779661016
2023-07-01,1.2542372881355932
2023-07-02,1.3559322033898304
2023-07-03,1.4576271186440677
2023-07-04,1.6271186440677967
2023-07-05,1.11864406779661
2023-07-06,1.0169491525423728
2023-07-07,1.3559322033898304
2023-07-08,1.5254237288135593
2023-07-09,1.423728813559322
2023-07-10,1.4915254237288136
2023-07-11,1.2542372881355932
2023-07-12,1.2881355932203389
2023-07-13,1.3220338983050848
2023-07-14,1.3220338983050848
2023-07-15,2.0338983050847457
2023-07-16,3.389830508474576
2023-07-17,2.135593220338983
2023-07-18,1.7627118644067796
2023-07-19,1.3220338983050848
2023-07-20,1.423728813559322
2023-07-21,1.5593220338983051
2023-07-22,2.2033898305084745
2023-07-23,2.1016949152542375
2023-07-24,1.728813559322034
2023-07-25,1.4915254237288136
2023-07-26,1.4576271186440677
2023-07-27,1.3559322033898304
2023-07-28,1.3559322033898304
2023-07-29,1.423728813559322
2023-07-30,1.6610169491525424
2023-07-31,1.5254237288135593
2023-08-01,1.11864406779661
2023-08-02,1.0508474576271187
2023-08-03,1.0508474576271187
2023-08-04,1.2203389830508475
2023-08-05,1.423728813559322
2023-08-06,1.423728813559322
2023-08-07,1.2881355932203389
2023-08-08,1.5254237288135593
2023-08-09,1.5593220338983051
2023-08-10,1.4915254237288136
2023-08-11,1.3559322033898304
2023-08-12,1.6271186440677967
2023-08-13,1.728813559322034
2023-08-14,1.2203389830508475
2023-08-15,1.1864406779661016
2023-08-16,1.2203389830508475
2023-08-17,1.3220338983050848
2023-08-18,1.1864406779661016
2023-08-19,1.2542372881355932
2023-08-20,1.3898305084745763
2023-08-21,1.2881355932203389
2023-08-22,1.3559322033898304
2023-08-23,1.1864406779661016
2023-08-24,1.5932203389830508
2023-08-25,1.3220338983050848
2023-08-26,1.5254237288135593
2023-08-27,1.2203389830508475
2023-08-28,1.152542372881356
2023-08-29,1.0847457627118644
2023-08-30,1.0508474576271187
2023-08-31,1.3220338983050848
2023-09-01,1.11864406779661
2023-09-02,1.3898305084745763
2023-09-03,1.2881355932203389
2023-09-04,1.423728813559322
2023-09-05,1.3559322033898304
2023-09-06,1.3220338983050848
2023-09-07,1.1864406779661016
2023-09-08,1.0847457627118644
2023-09-09,1.5254237288135593
2023-09-10,1.3898305084745763
2023-09-11,1.2203389830508475
2023-09-12,1.2542372881355932
2023-09-13,1.0169491525423728
2023-09-14,1.0508474576271187
2023-09-15,1.152542372881356
2023-09-16,1.152542372881356
2023-09-17,1.5593220338983051
2023-09-18,1.0847457627118644
2023-09-19,1.152542372881356
2023-09-20,1.7627118644067796
2023-09-21,2.711864406779661
2023-09-22,1.8644067796610169
2023-09-23,1.7627118644067796
2023-09-24,2.2033898305084745
2023-09-25,1.9322033898305084
2023-09-26,1.4576271186440677
2023-09-27,1.3220338983050848
2023-09-28,1.3559322033898304
2023-09-29,1.3559322033898304
2023-09-30,1.5932203389830508
2023-10-01,1.5593220338983051
2023-10-02,1.6271186440677967
2023-10-03,1.2203389830508475
2023-10-04,1.4576271186440677
2023-10-05,1.2203389830508475
2023-10-06,1.4915254237288136
2023-10-07,1.8983050847457628
2023-10-08,1.7627118644067796
2023-10-09,1.6610169491525424
2023-10-10,1.3559322033898304
2023-10-11,1.5932203389830508
2023-10-12,1.3898305084745763
2023-10-13,1.3559322033898304
2023-10-14,1.694915254237288
2023-10-15,1.8644067796610169
2023-10-16,1.5593220338983051
2023-10-17,1.4915254237288136
2023-10-18,1.8305084745762712
2023-10-19,1.423728813559322
2023-10-20,1.5593220338983051
2023-10-21,1.5593220338983051
2023-10-22,1.6610169491525424
2023-10-23,1.5254237288135593
2023-10-24,1.3559322033898304
2023-10-25,1.2542372881355932
2023-10-26,1.6271186440677967
2023-10-27,1.6610169491525424
2023-10-28,2.0338983050847457
2023-10-29,1.5932203389830508
2023-10-30,1.4576271186440677
2023-10-31,1.8305084745762712
2023-11-01,1.8305084745762712
2023-11-02,1.5932203389830508
2023-11-03,1.3559322033898304
2023-11-04,1.423728813559322
2023-11-05,1.7627118644067796
2023-11-06,1.6610169491525424
2023-11-07,1.6271186440677967
2023-11-08,1.2881355932203389
2023-11-09,1.4576271186440677
2023-11-10,1.3559322033898304
2023-11-11,1.5254237288135593
2023-11-12,1.1864406779661016
2023-11-13,1.0847457627118644
2023-11-14,0.9830508474576272
2023-11-15,1.2203389830508475
2023-11-16,1.0169491525423728
2023-11-17,1.0847457627118644
2023-11-18,1.0169491525423728
2023-11-19,1.3898305084745763
2023-11-20,1.2203389830508475
2023-11-21,1.2203389830508475
2023-11-22,1.0508474576271187
2023-11-23,1.0847457627118644
2023-11-24,0.9491525423728814
2023-11-25,1.11864406779661
2023-11-26,1.6610169491525424
2023-11-27,1.3220338983050848
2023-11-28,1.152542372881356
2023-11-29,0.9830508474576272
2023-11-30,1.0169491525423728
2023-12-01,1.0847457627118644
2023-12-02,1.0508474576271187
2023-12-03,1.0508474576271187
2023-12-04,1.0847457627118644
2023-12-05,1.11864406779661
2023-12-06,0.9152542372881356
2023-12-07,0.9491525423728814
2023-12-08,0.6779661016949152
2023-12-09,1.2203389830508475
2023-12-10,0.9152542372881356
2023-12-11,0.7796610169491526
2023-12-12,0.847457627118644
2023-12-13,0.7796610169491526
2023-12-14,0.7457627118644068
2023-12-15,0.8135593220338984
2023-12-16,1.0169491525423728
2023-12-17,1.11864406779661
2023-12-18,1.0169491525423728
2023-12-19,1.0508474576271187
2023-12-20,0.8135593220338984
2023-12-21,0.9152542372881356
2023-12-22,1.0871670702179177
2023-12-23,1.1573849878934626
2023-12-24,1.0169491525423728
2023-12-25,1.0871670702179177
2023-12-26,0.8765133171912833
2023-12-27,1.0169491525423728
2023-12-28,1.1573849878934626
2023-12-29,1.4721549636803872
2023-12-30,1.1573849878934626
2023-12-31,1.1743341404358354
2024-01-01,1.2276029055690074
2024-01-02,1.1743341404358354
2024-01-03,1.314769975786925
2024-01-04,1.0169491525423728
2024-01-05,0.8062953995157385
2024-01-06,1.2276029055690074
2024-01-07,1.2445520581113803
2024-01-08,1.1573849878934626
2024-01-09,1.3317191283292977
2024-01-10,0.9467312348668281
2024-01-11,1.0871670702179177
2024-01-12,0.963680387409201
2024-01-13,1.0338983050847457
2024-01-14,1.3317191283292977
2024-01-15,0.8595641646489104
2024-01-16,2.699757869249394
2024-01-17,1.665859564164649
2024-01-18,1.1573849878934626
2024-01-19,1.3317191283292977
2024-01-20,1.8765133171912831
2024-01-21,1.9612590799031475
2024-01-22,1.0895883777239708
2024-01-23,1.307506053268765
2024-01-24,1.0169491525423728
2024-01-25,0.8716707021791767
2024-01-26,1.162227602905569
2024-01-27,1.452784503631961
2024-01-28,1.3801452784503632
2024-01-29,0.7990314769975786
2024-01-30,0.7263922518159805
2024-01-31,0.9443099273607748
2024-02-01,0.7263922518159805
2024-02-02,0.8716707021791767
2024-02-03,1.3801452784503632
2024-02-04,0.7990314769975786
2024-02-05,1.0169491525423728
2024-02-06,0.6537530266343825
2024-02-07,0.6537530266343825
2024-02-08,0.7263922518159805
2024-02-09,0.7990314769975786
2024-02-10,0.7990314769975786
2024-02-11,0.7263922518159805
2024-02-12,0.7990314769975786
2024-02-13,0.9443099273607748
2024-02-14,0.8716707021791767
2024-02-15,0.7263922518159805
2024-02-16,0.8716707021791767
2024-02-17,0.8716707021791767
2024-02-18,1.162227602905569
2024-02-19,0.9443099273607748
2024-02-20,0.7990314769975786
2024-02-21,0.6537530266343825
2024-02-22,0.6537530266343825
2024-02-23,0.6537530266343825
2024-02-24,1.0169491525423728
2024-02-25,0.9443099273607748
2024-02-26,0.7990314769975786
2024-02-27,0.5811138014527845
2024-02-28,0.7990314769975786
2024-02-29,0.7990314769975786
2024-03-01,0.9443099273607748
2024-03-02,0.7263922518159805
2024-03-03,1.162227602905569
2024-03-04,0.7990314769975786
2024-03-05,0.5811138014527845
2024-03-06,0.6537530266343825
2024-03-07,0.7263922518159805
2024-03-08,3.0508474576271185
2024-03-09,5.738498789346247
2024-03-10,3.849878934624697
2024-03-11,2.25181598062954
2024-03-12,1.8886198547215496
2024-03-13,1.8886198547215496
2024-03-14,2.25181598062954
2024-03-15,2.1065375302663436
2024-03-16,1.8159806295399514
2024-03-17,2.324455205811138
2024-03-18,2.687651331719128
2024-03-19,2.397094430992736
2024-03-20,1.8886198547215496
2024-03-21,1.3801452784503632
2024-03-22,1.5254237288135593
2024-03-23,1.5980629539951572
2024-03-24,1.5254237288135593
2024-03-25,1.162227602905569
2024-03-26,1.307506053268765
2024-03-27,1.234866828087167
2024-03-28,1.234866828087167
2024-03-29,1.307506053268765
2024-03-30,1.5980629539951572
2024-03-31,1.3801452784503632
2024-04-01,1.162227602905569
2024-04-02,1.0169491525423728
2024-04-03,1.234866828087167
2024-04-04,1.5254237288135593
2024-04-05,1.5980629539951572
2024-04-06,1.452784503631961
2024-04-07,1.5254237288135593
2024-04-08,1.307506053268765
2024-04-09,0.9443099273607748
2024-04-10,1.0895883777239708
2024-04-11,1.0169491525423728
2024-04-12,1.3801452784503632
2024-04-13,3.4140435835351086
2024-04-14,7.263922518159806
2024-04-15,2.8329297820823243
2024-04-16,1.8159806295399514
2024-04-17,1.5254237288135593
2024-04-18,1.234866828087167
2024-04-19,1.307506053268765
2024-04-20,2.25181598062954
2024-04-21,2.7602905569007263
2024-04-22,1.8159806295399514
2024-04-23,1.3801452784503632
2024-04-24,1.8886198547215496
2024-04-25,1.9612590799031475
2024-04-26,1.307506053268765
2024-04-27,1.307506053268765
2024-04-28,1.234866828087167
2024-04-29,1.307506053268765
2024-04-30,1.162227602905569
2024-05-01,1.5254237288135593
2024-05-02,1.452784503631961
2024-05-03,1.0169491525423728
2024-05-04,1.234866828087167
2024-05-05,1.7433414043583535
2024-05-06,1.0895883777239708
2024-05-07,0.8716707021791767
2024-05-08,0.8716707021791767
2024-05-09,0.8716707021791767
2024-05-10,0.9443099273607748
2024-05-11,1.0895883777239708
2024-05-12,1.307506053268765
2024-05-13,1.0169491525423728
2024-05-14,0.8716707021791767
2024-05-15,0.9443099273607748
2024-05-16,1.0169491525423728
2024-05-17,0.9443099273607748
2024-05-18,0.7990314769975786
2024-05-19,1.0169491525423728
2024-05-20,0.7990314769975786
2024-05-21,0.6537530266343825
2024-05-22,1.0169491525423728
2024-05-23,0.7990314769975786
2024-05-24,0.8716707021791767
2024-05-25,0.7990314769975786
2024-05-26,1.0895883777239708
2024-05-27,1.0169491525423728
2024-05-28,1.0169491525423728
2024-05-29,0.8716707021791767
2024-05-30,1.0169491525423728
2024-05-31,0.9443099273607748
2024-06-01,1.0169491525423728
2024-06-02,1.162227602905569
2024-06-03,0.9443099273607748
2024-06-04,1.0895883777239708
2024-06-05,1.0895883777239708
2024-06-06,1.0895883777239708
2024-06-07,1.234866828087167
2024-06-08,1.6707021791767553
2024-06-09,1.452784503631961
2024-06-10,1.234866828087167
2024-06-11,1.307506053268765
2024-06-12,1.162227602905569
2024-06-13,1.452784503631961
2024-06-14,1.452784503631961
2024-06-15,1.452784503631961
2024-06-16,1.5980629539951572
2024-06-17,1.3801452784503632
2024-06-18,1.234866828087167
2024-06-19,1.162227602905569
2024-06-20,0.9443099273607748
2024-06-21,0.9443099273607748
2024-06-22,1.5254237288135593
2024-06-23,1.452784503631961
2024-06-24,1.234866828087167
2024-06-25,1.0895883777239708
2024-06-26,1.0169491525423728
2024-06-27,1.0169491525423728
2024-06-28,1.0895883777239708
2024-06-29,1.0169491525423728
2024-06-30,1.307506053268765
2024-07-01,1.0895883777239708
2024-07-02,0.7990314769975786
2024-07-03,1.0169491525423728
2024-07-04,1.162227602905569
2024-07-05,1.3801452784503632
2024-07-06,1.3801452784503632
2024-07-07,1.0895883777239708
2024-07-08,1.234866828087167
2024-07-09,1.162227602905569
2024-07-10,1.0169491525423728
2024-07-11,1.0895883777239708
2024-07-12,1.234866828087167
2024-07-13,1.307506053268765
2024-07-14,1.0895883777239708
2024-07-15,1.0169491525423728
2024-07-16,1.0895883777239708
2024-07-17,1.307506053268765
2024-07-18,1.0169491525423728
2024-07-19,1.307506053268765
2024-07-20,1.0169491525423728
2024-07-21,1.307506053268765
2024-07-22,1.0895883777239708
2024-07-23,0.8716707021791767
2024-07-24,1.0169491525423728
2024-07-25,0.8716707021791767
2024-07-26,0.9443099273607748
2024-07-27,1.162227602905569
2024-07-28,1.452784503631961
2024-07-29,1.162227602905569
2024-07-30,1.162227602905569
2024-07-31,1.234866828087167
2024-08-01,1.162227602905569
2024-08-02,1.0169491525423728
2024-08-03,1.0169491525423728
2024-08-04,1.307506053268765
2024-08-05,1.0895883777239708
2024-08-06,1.0895883777239708
2024-08-07,1.162227602905569
2024-08-08,1.162227602905569
2024-08-09,1.234866828087167
2024-08-10,1.9612590799031475
2024-08-11,1.7433414043583535
2024-08-12,1.0895883777239708
2024-08-13,1.307506053268765
2024-08-14,1.0895883777239708
2024-08-15,0.8716707021791767
2024-08-16,1.0169491525423728
2024-08-17,1.307506053268765
2024-08-18,1.2362605829721414
2024-08-19,1.289305254182631
2024-08-20,1.0967211233117802
2024-08-21,1.0799960646920894
2024-08-22,1.1664908531419607
2024-08-23,1.0799960646920894
2024-08-24,1.1664908531419607
2024-08-25,1.3227553714220126
2024-08-26,0.9404566050317285
2024-08-27,1.0967211233117802
2024-08-28,0.8539618165818572
2024-08-29,0.870686875201548
2024-08-30,0.9237315464120377
2024-08-31,0.9404566050317285
2024-09-01,1.2362605829721414
2024-09-02,1.0967211233117802
2024-09-03,0.7841920867516765
2024-09-04,0.8874119338212387
2024-09-05,1.0269513934815997
2024-09-06,1.010226334861909
2024-09-07,1.1664908531419607
2024-09-08,0.9571816636514192
2024-09-09,0.9404566050317285
2024-09-10,0.9571816636514192
2024-09-11,0.7841920867516765
2024-09-12,0.9571816636514192
2024-09-13,0.8874119338212387
2024-09-14,1.3060303128023218
2024-09-15,1.0799960646920894
2024-09-16,0.9404566050317285
2024-09-17,0.9700533999420635
2024-09-18,1.003503517181445
2024-09-19,1.070403751660208
2024-09-20,1.1707541033783526
2024-09-21,1.605605627490312
2024-09-22,1.873206565405364
2024-09-23,1.471805158532786
2024-09-24,2.3749583239960868
2024-09-25,1.2711044550964972
2024-09-26,1.471805158532786
2024-09-27,1.7728562136872197
2024-09-28,1.940106799884127
2024-09-29,1.7394060964478382
2024-09-30,1.538705393011549
2024-10-01,1.137303986138971
2024-10-02,1.5721555102509306
2024-10-03,1.605605627490312
2024-10-04,1.5721555102509306
2024-10-05,1.9735569171235086
2024-10-06,1.940106799884127
2024-10-07,1.5052552757721676
2024-10-08,1.3045545723358787
2024-10-09,1.3714548068146415
2024-10-10,1.2711044550964972
2024-10-11,1.3380046895752602
2024-10-12,1.471805158532786
2024-10-13,1.605605627490312
2024-10-14,1.2711044550964972
2024-10-15,1.471805158532786
2024-10-16,1.605605627490312
2024-10-17,3.3450117239381503
2024-10-18,2.1742576205597977
2024-10-19,2.3415082067567052
2024-10-20,1.7059559792084567
2024-10-21,1.471805158532786
2024-10-22,1.471805158532786
2024-10-23,1.4383550412934045
2024-10-24,1.5721555102509306
2024-10-25,1.538705393011549
2024-10-26,1.471805158532786
2024-10-27,1.6725058619690751
2024-10-28,1.3380046895752602
