Time,sam_s_club
2024-10-17,32.81890684852723
2024-10-18,35.10859802400587
2024-10-19,43.50413233409423
2024-10-20,43.50413233409423
2024-10-21,32.05567645670101
2024-10-22,35.10859802400587
2024-10-23,32.05567645670101
2024-10-24,32.05567645670101
2024-10-25,33.58213724035344
2024-10-26,39.68798037496315
2024-10-27,48.08351468505152
2024-10-28,32.05567645670101
2024-10-29,31.292446064874795
2024-10-30,32.81890684852723
2024-10-31,32.81890684852723
2024-11-01,37.398289199484516
2024-11-02,42.74090194226802
2024-11-03,48.08351468505152
2024-11-04,34.34536763217965
2024-11-05,28.23952449756994
2024-11-06,21.37045097113401
2024-11-07,32.81890684852723
2024-11-08,35.10859802400587
2024-11-09,42.74090194226802
2024-11-10,48.08351468505152
2024-11-11,35.871828415832084
2024-11-12,32.81890684852723
2024-11-13,34.34536763217965
2024-11-14,32.81890684852723
2024-11-15,33.58213724035344
2024-11-16,40.45121076678937
2024-11-17,45.793823509572874
2024-11-18,35.10859802400587
2024-11-19,34.34536763217965
2024-11-20,33.58213724035344
2024-11-21,35.10859802400587
2024-11-22,37.398289199484516
2024-11-23,47.3202842932253
2024-11-24,53.42612742783502
2024-11-25,41.9776715504418
2024-11-26,41.214441158615585
2024-11-27,54.18935781966123
2024-11-28,49.609975468703944
2024-11-29,55.715818603313664
2024-11-30,46.55705390139909
2024-12-01,48.08351468505152
2024-12-02,37.398289199484516
2024-12-03,33.58213724035344
2024-12-04,33.58213724035344
2024-12-05,34.34536763217965
2024-12-06,35.10859802400587
2024-12-07,45.03059311774666
2024-12-08,48.84674507687773
2024-12-09,35.10859802400587
2024-12-10,32.81890684852723
2024-12-11,35.871828415832084
2024-12-12,34.34536763217965
2024-12-13,35.871828415832084
2024-12-14,43.50413233409423
2024-12-15,45.03059311774666
2024-12-16,35.871828415832084
2024-12-17,36.6350588076583
2024-12-18,37.398289199484516
2024-12-19,38.16151959131073
2024-12-20,39.68798037496315
2024-12-21,47.3202842932253
2024-12-22,49.609975468703944
2024-12-23,48.08351468505152
2024-12-24,58.76874017061852
2024-12-25,28.23952449756994
2024-12-26,38.16151959131073
2024-12-27,40.45121076678937
2024-12-28,39.68798037496315
2024-12-29,39.68798037496315
2024-12-30,38.16151959131073
2024-12-31,47.3202842932253
2025-01-01,58.00550977879231
2025-01-02,35.871828415832084
2025-01-03,36.6350588076583
2025-01-04,43.50413233409423
2025-01-05,42.74090194226802
2025-01-06,30.529215673048583
2025-01-07,31.292446064874795
2025-01-08,32.81890684852723
2025-01-09,33.58213724035344
2025-01-10,32.05567645670101
2025-01-11,36.6350588076583
2025-01-12,40.45121076678937
2025-01-13,30.529215673048583
2025-01-14,29.765985281222367
2025-01-15,29.002754889396154
2025-01-16,32.05567645670101
2025-01-17,33.58213724035344
2025-01-18,39.68798037496315
2025-01-19,36.6350588076583
2025-01-20,34.34536763217965
2025-01-21,28.23952449756994
2025-01-22,28.23952449756994
2025-01-23,29.765985281222367
2025-01-24,35.10859802400587
2025-01-25,36.6350588076583
2025-01-26,47.3202842932253
2025-01-27,30.529215673048583
2025-01-28,32.05567645670101
2025-01-29,31.292446064874795
2025-01-30,30.529215673048583
2025-01-31,30.529215673048583
2025-02-01,36.6350588076583
2025-02-02,43.50413233409423
2025-02-03,30.529215673048583
2025-02-04,30.529215673048583
2025-02-05,28.23952449756994
2025-02-06,32.05567645670101
2025-02-07,33.58213724035344
2025-02-08,38.16151959131073
2025-02-09,42.74090194226802
2025-02-10,26.71306371391751
2025-02-11,26.71306371391751
2025-02-12,28.23952449756994
2025-02-13,30.529215673048583
2025-02-14,34.34536763217965
2025-02-15,38.16151959131073
2025-02-16,41.214441158615585
2025-02-17,35.10859802400587
2025-02-18,32.81890684852723
2025-02-19,29.002754889396154
2025-02-20,29.002754889396154
2025-02-21,31.292446064874795
2025-02-22,40.45121076678937
2025-02-23,41.9776715504418
2025-02-24,29.765985281222367
2025-02-25,30.529215673048583
2025-02-26,29.002754889396154
2025-02-27,30.529215673048583
2025-02-28,33.58213724035344
2025-03-01,38.92474998313694
2025-03-02,41.214441158615585
2025-03-03,31.292446064874795
2025-03-04,29.002754889396154
2025-03-05,29.002754889396154
2025-03-06,30.529215673048583
2025-03-07,31.292446064874795
2025-03-08,38.16151959131073
2025-03-09,39.68798037496315
2025-03-10,30.529215673048583
2025-03-11,29.765985281222367
2025-03-12,29.765985281222367
2025-03-13,29.765985281222367
2025-03-14,32.05567645670101
2025-03-15,38.16151959131073
2025-03-16,38.92474998313694
2025-03-17,29.002754889396154
2025-03-18,29.765985281222367
2025-03-19,29.765985281222367
2025-03-20,29.002754889396154
2025-03-21,32.05567645670101
2025-03-22,36.6350588076583
2025-03-23,39.68798037496315
2025-03-24,33.58213724035344
2025-03-25,29.765985281222367
2025-03-26,29.765985281222367
2025-03-27,30.529215673048583
2025-03-28,32.81890684852723
2025-03-29,44.26736272592044
2025-03-30,35.871828415832084
2025-03-31,31.292446064874795
2025-04-01,28.23952449756994
2025-04-02,26.71306371391751
2025-04-03,29.765985281222367
2025-04-04,29.765985281222367
2025-04-05,39.68798037496315
2025-04-06,39.68798037496315
2025-04-07,30.529215673048583
2025-04-08,30.529215673048583
2025-04-09,27.476294105743722
2025-04-10,30.529215673048583
2025-04-11,32.05567645670101
2025-04-12,38.92474998313694
2025-04-13,41.214441158615585
2025-04-14,35.871828415832084
2025-04-15,34.284983321723175
2025-04-16,33.90336812581006
2025-04-17,32.74392113418635
2025-04-18,35.82604550926
2025-04-19,45.461334532336224
2025-04-20,52.00719847839662
2025-04-21,31.591774844504833
2025-04-22,31.202858946649528
2025-04-23,29.661796759112708
2025-04-24,33.13283703204165
2025-04-25,31.202858946649528
2025-04-26,38.13763879056523
2025-04-27,40.06761687595735
2025-04-28,31.202858946649528
2025-04-29,31.97339004041794
2025-04-30,28.120734571575888
2025-05-01,36.5965766030284
2025-05-02,36.5965766030284
2025-05-03,43.5313564469441
2025-05-04,46.61348082201774
2025-05-05,31.591774844504833
2025-05-06,28.8912656653443
2025-05-07,29.2801815631996
2025-05-08,33.13283703204165
2025-05-09,33.51445222795476
2025-05-10,44.30188754071251
2025-05-11,43.14974125103099
2025-05-12,32.74392113418635
2025-05-13,31.591774844504833
2025-05-14,29.2801815631996
2025-05-15,29.55760823700305
2025-05-16,31.891103624134868
2025-05-17,42.00291696837275
2025-05-18,44.33641235550457
2025-05-19,35.002430806977294
2025-05-20,32.668935419845475
2025-05-21,31.113271828424264
2025-05-22,31.891103624134868
2025-05-23,32.668935419845475
2025-05-24,39.66942158124093
2025-05-25,50.559066721189424
2025-05-26,70.00486161395459
2025-05-27,32.668935419845475
2025-05-28,31.891103624134868
2025-05-29,31.891103624134868
2025-05-30,35.002430806977294
2025-05-31,42.00291696837275
2025-06-01,45.11424415121518
2025-06-02,35.002430806977294
2025-06-03,34.22459901126669
2025-06-04,33.44676721555608
2025-06-05,33.44676721555608
2025-06-06,35.780262602687905
2025-06-07,39.66942158124093
2025-06-08,43.55858055979397
2025-06-09,33.44676721555608
2025-06-10,31.891103624134868
2025-06-11,34.22459901126669
2025-06-12,32.668935419845475
2025-06-13,36.55809439839851
2025-06-14,42.78074876408336
2025-06-15,41.22508517266215
2025-06-16,33.44676721555608
2025-06-17,37.33592619410911
2025-06-18,35.780262602687905
2025-06-19,35.002430806977294
2025-06-20,34.22459901126669
2025-06-21,37.33592619410911
2025-06-22,41.22508517266215
2025-06-23,34.22459901126669
2025-06-24,36.55809439839851
2025-06-25,31.113271828424264
2025-06-26,38.89158978553033
2025-06-27,35.780262602687905
2025-06-28,39.66942158124093
2025-06-29,42.00291696837275
2025-06-30,34.22459901126669
2025-07-01,36.55809439839851
2025-07-02,38.89158978553033
2025-07-03,52.89256210832124
2025-07-04,77.78317957106066
2025-07-05,41.22508517266215
2025-07-06,44.33641235550457
2025-07-07,35.780262602687905
2025-07-08,33.44676721555608
2025-07-09,37.33592619410911
2025-07-10,35.002430806977294
2025-07-11,38.113757989819725
2025-07-12,41.22508517266215
2025-07-13,44.33641235550457
2025-07-14,34.22459901126669
2025-07-15,35.780262602687905
2025-07-16,34.22459901126669
2025-07-17,35.002430806977294
2025-07-18,36.55809439839851
2025-07-19,42.00291696837275
2025-07-20,44.33641235550457
2025-07-21,36.55809439839851
2025-07-22,33.44676721555608
2025-07-23,34.22459901126669
2025-07-24,36.55809439839851
2025-07-25,38.89158978553033
2025-07-26,41.22508517266215
2025-07-27,46.6699077426364
2025-07-28,35.002430806977294
2025-07-29,33.44676721555608
2025-07-30,34.22459901126669
2025-07-31,35.780262602687905
2025-08-01,38.89158978553033
2025-08-02,45.11424415121518
2025-08-03,43.55858055979397
2025-08-04,35.002430806977294
2025-08-05,36.55809439839851
2025-08-06,34.22459901126669
2025-08-07,35.780262602687905
2025-08-08,36.55809439839851
2025-08-09,44.33641235550457
2025-08-10,45.892075946925786
2025-08-11,35.780262602687905
2025-08-12,35.002430806977294
2025-08-13,37.33592619410911
2025-08-14,38.113757989819725
2025-08-15,36.55809439839851
2025-08-16,45.11424415121518
2025-08-17,47.447739538347
2025-08-18,31.891103624134868
2025-08-19,33.44676721555608
2025-08-20,33.44676721555608
2025-08-21,33.44676721555608
2025-08-22,35.780262602687905
2025-08-23,43.55858055979397
2025-08-24,46.6699077426364
2025-08-25,36.55809439839851
2025-08-26,35.780262602687905
2025-08-27,35.002430806977294
2025-08-28,34.22459901126669
2025-08-29,36.55809439839851
2025-08-30,42.78074876408336
2025-08-31,53.670393904031855
2025-09-01,71.56052520537581
2025-09-02,38.113757989819725
2025-09-03,35.002430806977294
2025-09-04,33.44676721555608
2025-09-05,33.44676721555608
2025-09-06,40.447253376951544
2025-09-07,43.55858055979397
2025-09-08,31.891103624134868
2025-09-09,31.891103624134868
2025-09-10,29.55760823700305
2025-09-11,30.335440032713656
2025-09-12,34.22459901126669
2025-09-13,41.22508517266215
2025-09-14,45.11424415121518
2025-09-15,31.113271828424264
2025-09-16,30.335440032713656
2025-09-17,31.891103624134868
2025-09-18,29.55760823700305
2025-09-19,33.44676721555608
2025-09-20,40.447253376951544
2025-09-21,40.447253376951544
2025-09-22,29.55760823700305
2025-09-23,31.113271828424264
2025-09-24,31.891103624134868
2025-09-25,34.22459901126669
2025-09-26,33.44676721555608
2025-09-27,41.22508517266215
2025-09-28,37.33592619410911
2025-09-29,29.55760823700305
2025-09-30,37.33592619410911
2025-10-01,33.44676721555608
2025-10-02,31.113271828424264
2025-10-03,35.002430806977294
2025-10-04,45.11424415121518
2025-10-05,45.11424415121518
2025-10-06,33.44676721555608
2025-10-07,32.668935419845475
2025-10-08,34.22459901126669
2025-10-09,34.22459901126669
2025-10-10,34.22459901126669
2025-10-11,43.55858055979397
2025-10-12,41.22508517266215
2025-10-13,37.33592619410911
2025-10-14,35.002430806977294
2025-10-15,31.891103624134868
2025-10-16,33.44676721555608
2025-10-17,35.780262602687905
2025-10-18,42.78074876408336
2025-10-19,42.00291696837275
2025-10-20,34.22459901126669
2025-10-21,32.668935419845475
2025-10-22,35.002430806977294
2025-10-23,35.002430806977294
2025-10-24,39.66942158124093
2025-10-25,42.78074876408336
2025-10-26,45.11424415121518
2025-10-27,38.89158978553033
2025-10-28,33.44676721555608
2025-10-29,36.55809439839851
2025-10-30,35.002430806977294
2025-10-31,37.33592619410911
2025-11-01,46.6699077426364
2025-11-02,45.892075946925786
2025-11-03,35.780262602687905
2025-11-04,31.891103624134868
2025-11-05,30.335440032713656
2025-11-06,33.44676721555608
2025-11-07,38.113757989819725
2025-11-08,46.6699077426364
2025-11-09,50.559066721189424
2025-11-10,34.22459901126669
2025-11-11,38.89158978553033
2025-11-12,32.668935419845475
2025-11-13,33.44676721555608
2025-11-14,39.66942158124093
2025-11-15,49.003403129768216
2025-11-16,51.336898516900035
2025-11-17,39.66942158124093
2025-11-18,38.89158978553033
2025-11-19,37.33592619410911
2025-11-20,37.33592619410911
2025-11-21,39.66942158124093
2025-11-22,47.447739538347
2025-11-23,49.003403129768216
2025-11-24,41.22508517266215
2025-11-25,39.66942158124093
2025-11-26,54.44822569974246
2025-11-27,49.78123492547882
2025-11-28,52.11473031261064
2025-11-29,44.33641235550457
2025-11-30,46.6699077426364
2025-12-01,37.33592619410911
2025-12-02,35.002430806977294
2025-12-03,34.22459901126669
2025-12-04,35.780262602687905
2025-12-05,35.780262602687905
2025-12-06,43.55858055979397
2025-12-07,45.11424415121518
2025-12-08,39.66942158124093
2025-12-09,37.33592619410911
2025-12-10,36.55809439839851
2025-12-11,36.55809439839851
2025-12-12,36.55809439839851
2025-12-13,43.307945870065
2025-12-14,49.668881443876174
2025-12-15,36.55809439839851
2025-12-16,36.55809439839851
2025-12-17,37.353211345124905
2025-12-18,38.9434452385777
2025-12-19,39.7385621853041
2025-12-20,52.054232284055374
2025-12-21,54.43958312423456
2025-12-22,47.28353060369699
2025-12-23,52.46043333292646
2025-12-24,67.16145427185693
2025-12-25,28.218009033279227
2025-12-26,38.14832829185131
2025-12-27,40.9225950298858
2025-12-28,42.5128289233386
2025-12-29,34.96786050494571
2025-12-30,37.353211345124905
2025-12-31,50.46399839060257
2026-01-01,60.80051869804575
2026-01-02,39.7385621853041
2026-01-03,39.7385621853041
2026-01-04,44.89817976351779
2026-01-05,32.19359376691121
2026-01-06,30.99227577131372
2026-01-07,32.19359376691121
2026-01-08,30.197158824587326
2026-01-09,30.99227577131372
2026-01-10,44.6821153758204
2026-01-11,46.306919571304775
2026-01-12,32.49608390968756
2026-01-13,30.871279714203183
2026-01-14,30.871279714203183
2026-01-15,32.49608390968756
2026-01-16,33.30848600742975
2026-01-17,38.995300691625076
2026-01-18,39.80770278936726
2026-01-19,39.80770278936726
2026-01-20,34.12088810517194
2026-01-21,33.30848600742975
2026-01-22,34.93329020291413
2026-01-23,35.745692300656316
2026-01-24,38.18289859388289
2026-01-25,30.058877616460997
2026-01-26,28.434073420976617
2026-01-27,28.434073420976617
2026-01-28,30.871279714203183
2026-01-29,31.683681811945373
2026-01-30,33.30848600742975
2026-01-31,39.80770278936726
2026-02-01,40.620104887109456
2026-02-02,30.871279714203183
2026-02-03,28.434073420976617
2026-02-04,30.058877616460997
2026-02-05,30.058877616460997
2026-02-06,33.30848600742975
2026-02-07,37.370496496140696
2026-02-08,37.370496496140696
2026-02-09,25.18446503000786
2026-02-10,32.49608390968756
2026-02-11,30.871279714203183
2026-02-12,32.49608390968756
2026-02-13,34.12088810517194
2026-02-14,38.995300691625076
2026-02-15,36.55809439839851
2026-02-16,32.49608390968756
2026-02-17,27.62167132323443
2026-02-18,27.62167132323443
2026-02-19,29.246475518718807
2026-02-20,30.871279714203183
2026-02-21,38.995300691625076
2026-02-22,38.995300691625076
2026-02-23,30.871279714203183
2026-02-24,28.434073420976617
2026-02-25,29.246475518718807
2026-02-26,30.871279714203183
2026-02-27,34.12088810517194
2026-02-28,42.244909082593836
2026-03-01,40.620104887109456
2026-03-02,33.30848600742975
2026-03-03,33.30848600742975
2026-03-04,33.30848600742975
2026-03-05,31.683681811945373
2026-03-06,36.55809439839851
2026-03-07,42.244909082593836
2026-03-08,44.6821153758204
2026-03-09,34.93329020291413
2026-03-10,32.49608390968756
2026-03-11,34.12088810517194
2026-03-12,34.12088810517194
2026-03-13,36.55809439839851
2026-03-14,44.6821153758204
2026-03-15,44.6821153758204
2026-03-16,34.93329020291413
2026-03-17,34.12088810517194
2026-03-18,34.93329020291413
2026-03-19,35.745692300656316
2026-03-20,38.18289859388289
2026-03-21,44.6821153758204
2026-03-22,50.36893006001572
2026-03-23,36.55809439839851
2026-03-24,39.80770278936726
2026-03-25,34.93329020291413
2026-03-26,34.12088810517194
2026-03-27,35.745692300656316
2026-03-28,42.244909082593836
2026-03-29,48.74412586453134
2026-03-30,34.12088810517194
2026-03-31,34.93329020291413
2026-04-01,34.12088810517194
2026-04-02,37.370496496140696
2026-04-03,40.620104887109456
2026-04-04,47.11932166904697
2026-04-05,54.43094054872667
2026-04-06,35.745692300656316
2026-04-07,34.93329020291413
2026-04-08,34.93329020291413
2026-04-09,47.931723766789155
2026-04-10,56.868146841953234
2026-04-11,46.306919571304775
2026-04-12,52.80613635324229
2026-04-13,33.30848600742975
2026-04-14,32.49608390968756
2026-04-15,33.30848600742975
2026-04-16,39.80770278936726
2026-04-17,35.745692300656316
2026-04-18,47.11932166904697
2026-04-19,49.556527962273535
2026-04-20,34.93329020291413
2026-04-21,31.683681811945373
2026-04-22,35.745692300656316
2026-04-23,33.30848600742975
2026-04-24,32.49608390968756
2026-04-25,38.18289859388289
2026-04-26,46.306919571304775
2026-04-27,31.683681811945373
2026-04-28,33.30848600742975
2026-04-29,34.93329020291413
2026-04-30,42.244909082593836
2026-05-01,43.05731118033602
2026-05-02,43.86971327807821
2026-05-03,50.36893006001572
2026-05-04,35.745692300656316
2026-05-05,35.745692300656316
2026-05-06,33.30848600742975
2026-05-07,36.55809439839851
2026-05-08,37.370496496140696
2026-05-09,46.306919571304775
2026-05-10,44.6821153758204
2026-05-11,34.12088810517194
2026-05-12,34.93329020291413
2026-05-13,32.49608390968756
2026-05-14,33.30848600742975
2026-05-15,37.370496496140696
2026-05-16,43.86971327807821
2026-05-17,47.931723766789155
2026-05-18,46.306919571304775
2026-05-19,34.93329020291413
2026-05-20,34.93329020291413
2026-05-21,38.18289859388289
2026-05-22,41.43250698485164
2026-05-23,49.556527962273535
2026-05-24,60.93015733066418
2026-05-25,81.24020977421891
2026-05-26,38.995300691625076
2026-05-27,55.24334264646886
2026-05-28,35.745692300656316
2026-05-29,38.18289859388289
2026-05-30,46.306919571304775
2026-05-31,51.181332157757915
