Time,donald_trump
2024-09-23,53.89664436601171
2024-09-24,53.89664436601171
2024-09-25,26.948322183005853
2024-09-26,26.948322183005853
2024-09-27,26.948322183005853
2024-09-28,26.948322183005853
2024-09-29,53.89664436601171
2024-09-30,26.948322183005853
2024-10-01,53.89664436601171
2024-10-02,53.89664436601171
2024-10-03,53.89664436601171
2024-10-04,53.89664436601171
2024-10-05,53.89664436601171
2024-10-06,53.89664436601171
2024-10-07,26.948322183005853
2024-10-08,53.89664436601171
2024-10-09,26.948322183005853
2024-10-10,53.89664436601171
2024-10-11,53.89664436601171
2024-10-12,53.89664436601171
2024-10-13,53.89664436601171
2024-10-14,53.89664436601171
2024-10-15,53.89664436601171
2024-10-16,53.89664436601171
2024-10-17,53.89664436601171
2024-10-18,53.89664436601171
2024-10-19,53.89664436601171
2024-10-20,80.84496654901756
2024-10-21,80.84496654901756
2024-10-22,80.84496654901756
2024-10-23,80.84496654901756
2024-10-24,80.84496654901756
2024-10-25,80.84496654901756
2024-10-26,107.79328873202341
2024-10-27,80.84496654901756
2024-10-28,107.79328873202341
2024-10-29,107.79328873202341
2024-10-30,80.84496654901756
2024-10-31,80.84496654901756
2024-11-01,107.79328873202341
2024-11-02,107.79328873202341
2024-11-03,107.79328873202341
2024-11-04,134.74161091502927
2024-11-05,727.6046989411581
2024-11-06,2694.8322183005853
2024-11-07,458.1214771110995
2024-11-08,269.48322183005854
2024-11-09,215.58657746404683
2024-11-10,161.6899330980351
2024-11-11,107.79328873202341
2024-11-12,107.79328873202341
2024-11-13,107.79328873202341
2024-11-14,80.84496654901756
2024-11-15,80.84496654901756
2024-11-16,53.89664436601171
2024-11-17,80.84496654901756
2024-11-18,53.89664436601171
2024-11-19,53.89664436601171
2024-11-20,53.89664436601171
2024-11-21,53.89664436601171
2024-11-22,53.89664436601171
2024-11-23,53.89664436601171
2024-11-24,26.948322183005853
2024-11-25,26.948322183005853
2024-11-26,26.948322183005853
2024-11-27,53.89664436601171
2024-11-28,53.89664436601171
2024-11-29,26.948322183005853
2024-11-30,26.948322183005853
2024-12-01,26.948322183005853
2024-12-02,26.948322183005853
2024-12-03,26.948322183005853
2024-12-04,26.948322183005853
2024-12-05,26.948322183005853
2024-12-06,26.948322183005853
2024-12-07,26.948322183005853
2024-12-08,26.948322183005853
2024-12-09,26.948322183005853
2024-12-10,26.948322183005853
2024-12-11,53.89664436601171
2024-12-12,53.89664436601171
2024-12-13,26.948322183005853
2024-12-14,26.948322183005853
2024-12-15,26.948322183005853
2024-12-16,26.948322183005853
2024-12-17,26.948322183005853
2024-12-18,26.948322183005853
2024-12-19,26.948322183005853
2024-12-20,26.948322183005853
2024-12-21,26.948322183005853
2024-12-22,26.948322183005853
2024-12-23,26.948322183005853
2024-12-24,26.948322183005853
2024-12-25,26.948322183005853
2024-12-26,26.948322183005853
2024-12-27,26.948322183005853
2024-12-28,26.948322183005853
2024-12-29,26.948322183005853
2024-12-30,26.948322183005853
2024-12-31,26.948322183005853
2025-01-01,26.948322183005853
2025-01-02,26.948322183005853
2025-01-03,26.948322183005853
2025-01-04,26.948322183005853
2025-01-05,26.948322183005853
2025-01-06,26.948322183005853
2025-01-07,53.89664436601171
2025-01-08,53.89664436601171
2025-01-09,53.89664436601171
2025-01-10,80.84496654901756
2025-01-11,26.948322183005853
2025-01-12,26.948322183005853
2025-01-13,26.948322183005853
2025-01-14,26.948322183005853
2025-01-15,26.948322183005853
2025-01-16,53.89664436601171
2025-01-17,53.89664436601171
2025-01-18,53.89664436601171
2025-01-19,134.74161091502927
2025-01-20,485.06979929410534
2025-01-21,350.3281883790761
2025-01-22,215.58657746404683
2025-01-23,134.74161091502927
2025-01-24,134.74161091502927
2025-01-25,107.79328873202341
2025-01-26,107.79328873202341
2025-01-27,80.84496654901756
2025-01-28,107.79328873202341
2025-01-29,107.79328873202341
2025-01-30,80.84496654901756
2025-01-31,80.84496654901756
2025-02-01,80.84496654901756
2025-02-02,80.84496654901756
2025-02-03,80.84496654901756
2025-02-04,80.84496654901756
2025-02-05,80.84496654901756
2025-02-06,80.84496654901756
2025-02-07,53.89664436601171
2025-02-08,53.89664436601171
2025-02-09,80.84496654901756
2025-02-10,107.79328873202341
2025-02-11,53.89664436601171
2025-02-12,53.89664436601171
2025-02-13,53.89664436601171
2025-02-14,53.89664436601171
2025-02-15,53.89664436601171
2025-02-16,53.89664436601171
2025-02-17,53.89664436601171
2025-02-18,53.89664436601171
2025-02-19,53.89664436601171
2025-02-20,53.89664436601171
2025-02-21,53.89664436601171
2025-02-22,53.89664436601171
2025-02-23,53.89664436601171
2025-02-24,53.89664436601171
2025-02-25,53.89664436601171
2025-02-26,53.89664436601171
2025-02-27,53.89664436601171
2025-02-28,53.89664436601171
2025-03-01,53.89664436601171
2025-03-02,53.89664436601171
2025-03-03,53.89664436601171
2025-03-04,53.89664436601171
2025-03-05,107.79328873202341
2025-03-06,53.89664436601171
2025-03-07,53.89664436601171
2025-03-08,53.89664436601171
2025-03-09,53.89664436601171
2025-03-10,53.89664436601171
2025-03-11,53.89664436601171
2025-03-12,53.89664436601171
2025-03-13,53.89664436601171
2025-03-14,53.89664436601171
2025-03-15,53.89664436601171
2025-03-16,53.89664436601171
2025-03-17,26.948322183005853
2025-03-18,26.948322183005853
2025-03-19,53.89664436601171
2025-03-20,53.89664436601171
2025-03-21,26.948322183005853
2025-03-22,26.948322183005853
2025-03-23,26.948322183005853
2025-03-24,53.89664436601171
2025-03-25,26.948322183005853
2025-03-26,26.948322183005853
2025-03-27,26.948322183005853
2025-03-28,26.948322183005853
2025-03-29,26.948322183005853
2025-03-30,26.948322183005853
2025-03-31,26.948322183005853
2025-04-01,26.948322183005853
2025-04-02,53.89664436601171
2025-04-03,53.89664436601171
2025-04-04,53.89664436601171
2025-04-05,53.89664436601171
2025-04-06,53.89664436601171
2025-04-07,53.89664436601171
2025-04-08,53.89664436601171
2025-04-09,53.89664436601171
2025-04-10,53.89664436601171
2025-04-11,53.89664436601171
2025-04-12,26.948322183005853
2025-04-13,53.89664436601171
2025-04-14,53.89664436601171
2025-04-15,28.873202338934842
2025-04-16,43.30980350840227
2025-04-17,27.910762260970348
2025-04-18,27.910762260970348
2025-04-19,26.948322183005853
2025-04-20,44.272243586366756
2025-04-21,43.30980350840227
2025-04-22,27.910762260970348
2025-04-23,26.948322183005853
2025-04-24,42.34736343043777
2025-04-25,26.948322183005853
2025-04-26,43.30980350840227
2025-04-27,44.272243586366756
2025-04-28,27.910762260970348
2025-04-29,43.30980350840227
2025-04-30,28.873202338934842
2025-05-01,46.197123742295744
2025-05-02,27.910762260970348
2025-05-03,46.197123742295744
2025-05-04,45.23468366433126
2025-05-05,43.30980350840227
2025-05-06,27.910762260970348
2025-05-07,26.948322183005853
2025-05-08,46.197123742295744
2025-05-09,25.985882105041355
2025-05-10,27.910762260970348
2025-05-11,26.948322183005853
2025-05-12,26.948322183005853
2025-05-13,26.948322183005853
2025-05-14,27.910762260970348
2025-05-15,28.873202338934842
2025-05-16,28.873202338934842
2025-05-17,26.948322183005853
2025-05-18,28.873202338934842
2025-05-19,32.72296265079282
2025-05-20,26.948322183005853
2025-05-21,25.02344202707686
2025-05-22,25.02344202707686
2025-05-23,23.098561871147872
2025-05-24,23.098561871147872
2025-05-25,26.948322183005853
2025-05-26,30.79808249486383
2025-05-27,25.02344202707686
2025-05-28,28.873202338934842
2025-05-29,30.79808249486383
2025-05-30,26.948322183005853
2025-05-31,25.02344202707686
2025-06-01,26.948322183005853
2025-06-02,25.02344202707686
2025-06-03,25.02344202707686
2025-06-04,23.098561871147872
2025-06-05,55.821524521940695
2025-06-06,73.1454459253016
2025-06-07,40.42248327450878
2025-06-08,38.49760311857979
2025-06-09,38.49760311857979
2025-06-10,36.5727229626508
2025-06-11,46.197123742295744
2025-06-12,42.34736343043777
2025-06-13,51.97176421008272
2025-06-14,94.31912764052048
2025-06-15,76.99520623715958
2025-06-16,40.42248327450878
2025-06-17,44.272243586366756
2025-06-18,36.5727229626508
2025-06-19,34.64784280672181
2025-06-20,32.72296265079282
2025-06-21,30.79808249486383
2025-06-22,102.01864826423643
2025-06-23,46.197123742295744
2025-06-24,51.97176421008272
2025-06-25,36.5727229626508
2025-06-26,30.79808249486383
2025-06-27,34.64784280672181
2025-06-28,34.64784280672181
2025-06-29,26.948322183005853
2025-06-30,25.02344202707686
2025-07-01,28.873202338934842
2025-07-02,28.873202338934842
2025-07-03,30.79808249486383
2025-07-04,42.34736343043777
2025-07-05,38.49760311857979
2025-07-06,32.72296265079282
2025-07-07,28.873202338934842
2025-07-08,28.873202338934842
2025-07-09,26.948322183005853
2025-07-10,26.948322183005853
2025-07-11,28.873202338934842
2025-07-12,34.64784280672181
2025-07-13,38.49760311857979
2025-07-14,32.72296265079282
2025-07-15,30.79808249486383
2025-07-16,32.72296265079282
2025-07-17,55.821524521940695
2025-07-18,63.52104514565665
2025-07-19,53.89664436601171
2025-07-20,50.04688405415372
2025-07-21,48.12200389822473
2025-07-22,40.42248327450878
2025-07-23,38.49760311857979
2025-07-24,51.97176421008272
2025-07-25,51.97176421008272
2025-07-26,38.49760311857979
2025-07-27,36.5727229626508
2025-07-28,32.72296265079282
2025-07-29,34.64784280672181
2025-07-30,44.272243586366756
2025-07-31,40.42248327450878
2025-08-01,34.64784280672181
2025-08-02,28.873202338934842
2025-08-03,26.948322183005853
2025-08-04,26.948322183005853
2025-08-05,28.873202338934842
2025-08-06,30.79808249486383
2025-08-07,40.42248327450878
2025-08-08,34.64784280672181
2025-08-09,30.79808249486383
2025-08-10,30.79808249486383
2025-08-11,28.873202338934842
2025-08-12,26.948322183005853
2025-08-13,26.948322183005853
2025-08-14,26.948322183005853
2025-08-15,32.72296265079282
2025-08-16,26.948322183005853
2025-08-17,25.02344202707686
2025-08-18,25.02344202707686
2025-08-19,26.948322183005853
2025-08-20,25.02344202707686
2025-08-21,25.02344202707686
2025-08-22,25.02344202707686
2025-08-23,26.948322183005853
2025-08-24,28.873202338934842
2025-08-25,26.948322183005853
2025-08-26,28.873202338934842
2025-08-27,26.948322183005853
2025-08-28,23.098561871147872
2025-08-29,26.948322183005853
2025-08-30,192.48801559289893
2025-08-31,105.86840857609442
2025-09-01,84.69472686087553
2025-09-02,117.41768951166836
2025-09-03,40.42248327450878
2025-09-04,26.948322183005853
2025-09-05,26.948322183005853
2025-09-06,32.72296265079282
2025-09-07,30.79808249486383
2025-09-08,30.79808249486383
2025-09-09,34.64784280672181
2025-09-10,59.67128483379867
2025-09-11,55.821524521940695
2025-09-12,46.197123742295744
2025-09-13,32.72296265079282
2025-09-14,28.873202338934842
2025-09-15,25.02344202707686
2025-09-16,25.02344202707686
2025-09-17,28.873202338934842
2025-09-18,36.5727229626508
2025-09-19,30.79808249486383
2025-09-20,30.79808249486383
2025-09-21,44.272243586366756
2025-09-22,42.34736343043777
2025-09-23,40.42248327450878
2025-09-24,38.49760311857979
2025-09-25,30.79808249486383
2025-09-26,30.79808249486383
2025-09-27,32.72296265079282
2025-09-28,28.873202338934842
2025-09-29,26.948322183005853
2025-09-30,30.79808249486383
2025-10-01,36.5727229626508
2025-10-02,32.72296265079282
2025-10-03,32.72296265079282
2025-10-04,30.79808249486383
2025-10-05,28.873202338934842
2025-10-06,25.02344202707686
2025-10-07,26.948322183005853
2025-10-08,25.02344202707686
2025-10-09,28.873202338934842
2025-10-10,32.72296265079282
2025-10-11,30.79808249486383
2025-10-12,26.948322183005853
2025-10-13,30.79808249486383
2025-10-14,28.873202338934842
2025-10-15,26.948322183005853
2025-10-16,26.948322183005853
2025-10-17,26.948322183005853
2025-10-18,32.72296265079282
2025-10-19,38.49760311857979
2025-10-20,28.873202338934842
2025-10-21,30.79808249486383
2025-10-22,30.79808249486383
2025-10-23,28.873202338934842
2025-10-24,32.72296265079282
2025-10-25,30.79808249486383
2025-10-26,26.948322183005853
2025-10-27,28.873202338934842
2025-10-28,26.948322183005853
2025-10-29,26.948322183005853
2025-10-30,30.79808249486383
2025-10-31,30.79808249486383
2025-11-01,26.948322183005853
2025-11-02,26.948322183005853
2025-11-03,30.79808249486383
2025-11-04,28.873202338934842
2025-11-05,46.197123742295744
2025-11-06,30.79808249486383
2025-11-07,32.72296265079282
2025-11-08,28.873202338934842
2025-11-09,36.5727229626508
2025-11-10,46.197123742295744
2025-11-11,32.72296265079282
2025-11-12,36.5727229626508
2025-11-13,44.272243586366756
2025-11-14,55.821524521940695
2025-11-15,84.69472686087553
2025-11-16,73.1454459253016
2025-11-17,53.89664436601171
2025-11-18,40.42248327450878
2025-11-19,40.42248327450878
2025-11-20,40.42248327450878
2025-11-21,38.49760311857979
2025-11-22,32.72296265079282
2025-11-23,28.873202338934842
2025-11-24,26.948322183005853
2025-11-25,26.948322183005853
2025-11-26,30.79808249486383
2025-11-27,25.02344202707686
2025-11-28,26.948322183005853
2025-11-29,26.948322183005853
2025-11-30,25.02344202707686
2025-12-01,23.098561871147872
2025-12-02,28.873202338934842
2025-12-03,28.873202338934842
2025-12-04,26.948322183005853
2025-12-05,25.02344202707686
2025-12-06,30.79808249486383
2025-12-07,28.873202338934842
2025-12-08,25.02344202707686
2025-12-09,26.948322183005853
2025-12-10,25.02344202707686
2025-12-11,25.392420394768344
2025-12-12,26.35486047273284
2025-12-13,27.07045488280117
2025-12-14,26.35486047273284
2025-12-15,45.99758299333439
2025-12-16,52.462875277569516
2025-12-17,40.24788511916759
2025-12-18,61.56864212780196
2025-12-19,50.06924637946836
2025-12-20,34.49818724500079
2025-12-21,31.142118268935143
2025-12-22,28.748489370833994
2025-12-23,31.142118268935143
2025-12-24,35.21378165506912
2025-12-25,32.82015275696797
2025-12-26,31.142118268935143
2025-12-27,28.748489370833994
2025-12-28,27.07045488280117
2025-12-29,24.676825984700017
2025-12-30,27.07045488280117
2025-12-31,27.07045488280117
2026-01-01,27.07045488280117
2026-01-02,24.676825984700017
2026-01-03,63.96227102590311
2026-01-04,42.64151401726874
2026-01-05,32.10455834689964
2026-01-06,34.49818724500079
2026-01-07,34.49818724500079
2026-01-08,36.176221733033614
2026-01-09,36.176221733033614
2026-01-10,35.77972050341643
2026-01-11,32.91734286314311
2026-01-12,57.247552805466285
2026-01-13,40.0732869638264
2026-01-14,40.0732869638264
2026-01-15,42.93566460409971
2026-01-16,35.77972050341643
2026-01-17,37.21090932355309
2026-01-18,31.486154043006458
2026-01-19,35.77972050341643
2026-01-20,47.22923106450968
2026-01-21,45.79804224437303
2026-01-22,38.64209814368974
2026-01-23,32.91734286314311
2026-01-24,32.91734286314311
2026-01-25,40.0732869638264
2026-01-26,34.348531683279774
2026-01-27,34.348531683279774
2026-01-28,31.486154043006458
2026-01-29,32.91734286314311
2026-01-30,41.50447578396306
2026-01-31,51.52279752491966
2026-02-01,45.79804224437303
2026-02-02,47.22923106450968
2026-02-03,44.366853424236375
2026-02-04,42.93566460409971
2026-02-05,40.0732869638264
2026-02-06,80.1465739276528
2026-02-07,71.55944100683286
2026-02-08,48.660419884646345
2026-02-09,60.1099304457396
2026-02-10,40.0732869638264
2026-02-11,37.21090932355309
2026-02-12,32.91734286314311
2026-02-13,31.486154043006458
2026-02-14,28.623776402733142
2026-02-15,30.0549652228698
2026-02-16,30.0549652228698
2026-02-17,30.0549652228698
2026-02-18,27.192587582596484
2026-02-19,34.348531683279774
2026-02-20,35.77972050341643
2026-02-21,35.77972050341643
2026-02-22,32.91734286314311
2026-02-23,34.348531683279774
2026-02-24,32.91734286314311
2026-02-25,61.541119265876254
2026-02-26,31.486154043006458
2026-02-27,32.91734286314311
2026-02-28,40.0732869638264
2026-03-01,38.64209814368974
2026-03-02,40.0732869638264
2026-03-03,40.0732869638264
2026-03-04,32.91734286314311
2026-03-05,35.77972050341643
2026-03-06,34.348531683279774
2026-03-07,34.348531683279774
2026-03-08,34.348531683279774
2026-03-09,31.486154043006458
2026-03-10,34.348531683279774
2026-03-11,32.91734286314311
2026-03-12,31.486154043006458
2026-03-13,28.623776402733142
2026-03-14,30.0549652228698
2026-03-15,30.0549652228698
2026-03-16,28.623776402733142
2026-03-17,28.623776402733142
2026-03-18,27.192587582596484
2026-03-19,30.0549652228698
2026-03-20,30.0549652228698
2026-03-21,34.348531683279774
2026-03-22,37.21090932355309
2026-03-23,30.0549652228698
2026-03-24,28.623776402733142
2026-03-25,27.192587582596484
2026-03-26,30.0549652228698
2026-03-27,30.0549652228698
2026-03-28,31.486154043006458
2026-03-29,31.486154043006458
2026-03-30,30.0549652228698
2026-03-31,28.623776402733142
2026-04-01,40.0732869638264
2026-04-02,47.22923106450968
2026-04-03,30.0549652228698
2026-04-04,45.79804224437303
2026-04-05,143.1188820136657
2026-04-06,74.42181864710618
2026-04-07,74.42181864710618
2026-04-08,48.660419884646345
2026-04-09,30.0549652228698
2026-04-10,34.348531683279774
2026-04-11,31.486154043006458
2026-04-12,34.348531683279774
2026-04-13,65.83468572628622
2026-04-14,51.52279752491966
2026-04-15,32.91734286314311
2026-04-16,28.623776402733142
2026-04-17,32.91734286314311
2026-04-18,27.192587582596484
2026-04-19,28.623776402733142
2026-04-20,27.192587582596484
2026-04-21,28.623776402733142
2026-04-22,25.76139876245983
2026-04-23,27.192587582596484
2026-04-24,27.192587582596484
2026-04-25,24.330209942323172
2026-04-26,88.73370684847275
2026-04-27,32.91734286314311
2026-04-28,34.348531683279774
2026-04-29,32.91734286314311
2026-04-30,28.623776402733142
2026-05-01,37.21090932355309
2026-05-02,32.91734286314311
2026-05-03,28.623776402733142
2026-05-04,25.76139876245983
2026-05-05,25.76139876245983
2026-05-06,25.76139876245983
2026-05-07,24.330209942323172
2026-05-08,22.899021122186515
2026-05-09,24.330209942323172
2026-05-10,25.76139876245983
2026-05-11,24.330209942323172
2026-05-12,25.76139876245983
2026-05-13,28.623776402733142
2026-05-14,27.192587582596484
2026-05-15,27.192587582596484
2026-05-16,24.330209942323172
2026-05-17,27.192587582596484
2026-05-18,25.76139876245983
2026-05-19,27.192587582596484
2026-05-20,25.76139876245983
2026-05-21,31.486154043006458
2026-05-22,41.50447578396306
2026-05-23,51.52279752491966
2026-05-24,38.64209814368974
2026-05-25,34.348531683279774
2026-05-26,31.486154043006458
2026-05-27,34.348531683279774
2026-05-28,31.486154043006458
2026-05-29,31.486154043006458
2026-05-30,34.348531683279774
2026-05-31,31.486154043006458
