Time,nba_standings
2024-11-10,18.449443109849312
2024-11-11,24.906748198296572
2024-11-12,20.294387420834244
2024-11-13,23.984276042804108
2024-11-14,23.984276042804108
2024-11-15,15.682026643371916
2024-11-16,25.829220353789037
2024-11-17,25.829220353789037
2024-11-18,25.829220353789037
2024-11-19,24.906748198296572
2024-11-20,27.67416466477397
2024-11-21,23.984276042804108
2024-11-22,19.37191526534178
2024-11-23,27.67416466477397
2024-11-24,23.984276042804108
2024-11-25,19.37191526534178
2024-11-26,23.06180388731164
2024-11-27,26.751692509281504
2024-11-28,28.596636820266436
2024-11-29,18.449443109849312
2024-11-30,31.364053286743832
2024-12-01,23.06180388731164
2024-12-02,24.906748198296572
2024-12-03,19.37191526534178
2024-12-04,30.441581131251365
2024-12-05,18.449443109849312
2024-12-06,19.37191526534178
2024-12-07,21.21685957632671
2024-12-08,19.37191526534178
2024-12-09,19.37191526534178
2024-12-10,14.75955448787945
2024-12-11,15.682026643371916
2024-12-12,15.682026643371916
2024-12-13,11.992138021402054
2024-12-14,18.449443109849312
2024-12-15,15.682026643371916
2024-12-16,18.449443109849312
2024-12-17,15.682026643371916
2024-12-18,14.75955448787945
2024-12-19,9.224721554924656
2024-12-20,19.37191526534178
2024-12-21,13.837082332386984
2024-12-22,22.139331731819176
2024-12-23,13.837082332386984
2024-12-24,23.06180388731164
2024-12-25,20.294387420834244
2024-12-26,24.906748198296572
2024-12-27,17.526970954356848
2024-12-28,22.139331731819176
2024-12-29,23.06180388731164
2024-12-30,18.449443109849312
2024-12-31,19.37191526534178
2025-01-01,17.526970954356848
2025-01-02,16.60449879886438
2025-01-03,21.21685957632671
2025-01-04,26.751692509281504
2025-01-05,23.984276042804108
2025-01-06,17.526970954356848
2025-01-07,16.60449879886438
2025-01-08,19.37191526534178
2025-01-09,18.449443109849312
2025-01-10,15.682026643371916
2025-01-11,17.526970954356848
2025-01-12,16.60449879886438
2025-01-13,15.682026643371916
2025-01-14,15.682026643371916
2025-01-15,14.75955448787945
2025-01-16,19.37191526534178
2025-01-17,17.526970954356848
2025-01-18,18.449443109849312
2025-01-19,15.682026643371916
2025-01-20,17.526970954356848
2025-01-21,13.837082332386984
2025-01-22,15.682026643371916
2025-01-23,19.37191526534178
2025-01-24,22.139331731819176
2025-01-25,18.449443109849312
2025-01-26,23.984276042804108
2025-01-27,12.914610176894518
2025-01-28,23.984276042804108
2025-01-29,17.526970954356848
2025-01-30,21.21685957632671
2025-01-31,19.37191526534178
2025-02-01,18.449443109849312
2025-02-02,41.51124699716095
2025-02-03,24.906748198296572
2025-02-04,22.139331731819176
2025-02-05,25.829220353789037
2025-02-06,28.596636820266436
2025-02-07,27.67416466477397
2025-02-08,23.984276042804108
2025-02-09,28.596636820266436
2025-02-10,11.992138021402054
2025-02-11,26.751692509281504
2025-02-12,20.294387420834244
2025-02-13,24.906748198296572
2025-02-14,19.37191526534178
2025-02-15,10.147193710417122
2025-02-16,9.224721554924656
2025-02-17,8.30224939943219
2025-02-18,7.379777243939725
2025-02-19,8.30224939943219
2025-02-20,14.75955448787945
2025-02-21,20.294387420834244
2025-02-22,23.06180388731164
2025-02-23,29.5191089757589
2025-02-24,26.751692509281504
2025-02-25,24.906748198296572
2025-02-26,28.596636820266436
2025-02-27,28.596636820266436
2025-02-28,30.441581131251365
2025-03-01,33.20899759772876
2025-03-02,29.5191089757589
2025-03-03,37.82135837519109
2025-03-04,30.441581131251365
2025-03-05,33.20899759772876
2025-03-06,29.5191089757589
2025-03-07,33.20899759772876
2025-03-08,26.751692509281504
2025-03-09,36.898886219698625
2025-03-10,23.984276042804108
2025-03-11,27.67416466477397
2025-03-12,21.21685957632671
2025-03-13,25.829220353789037
2025-03-14,26.751692509281504
2025-03-15,29.5191089757589
2025-03-16,50.73596855208561
2025-03-17,25.829220353789037
2025-03-18,30.441581131251365
2025-03-19,24.906748198296572
2025-03-20,31.364053286743832
2025-03-21,25.829220353789037
2025-03-22,27.67416466477397
2025-03-23,31.364053286743832
2025-03-24,22.139331731819176
2025-03-25,30.441581131251365
2025-03-26,25.829220353789037
2025-03-27,25.829220353789037
2025-03-28,34.13146975322123
2025-03-29,29.5191089757589
2025-03-30,34.13146975322123
2025-03-31,30.441581131251365
2025-04-01,31.364053286743832
2025-04-02,45.20113561913082
2025-04-03,36.898886219698625
2025-04-04,48.89102424110068
2025-04-05,59.960690107010265
2025-04-06,51.65844070757807
2025-04-07,59.0382179515178
2025-04-08,39.666302686176024
2025-04-09,63.65057872898013
2025-04-10,71.95282812841232
2025-04-11,63.65057872898013
2025-04-12,88.5573269272767
2025-04-13,92.24721554924656
2025-04-14,41.51124699716095
2025-04-15,21.259868728270888
2025-04-16,28.31336964711682
2025-04-17,18.614805883703667
2025-04-18,12.904228657459715
2025-04-19,24.92676970006369
2025-04-20,22.001405830756795
2025-04-21,12.162691554973811
2025-04-22,11.140853427748233
2025-04-23,10.259165812892494
2025-04-24,9.377478198036751
2025-04-25,8.495790583181012
2025-04-26,9.377478198036751
2025-04-27,13.785916272315456
2025-04-28,10.860552403008562
2025-04-29,11.140853427748233
2025-04-30,11.000702915378398
2025-05-01,11.88239053023414
2025-05-02,10.119015300522658
2025-05-03,9.237327685666916
2025-05-04,11.140853427748233
2025-05-05,11.000702915378398
2025-05-06,8.355640070811175
2025-05-07,7.473952455955434
2025-05-08,7.614102968325271
2025-05-09,6.4521143287298575
2025-05-10,9.978864788152821
2025-05-11,9.978864788152821
2025-05-12,8.957026660927244
2025-05-13,12.623927632720044
2025-05-14,10.119015300522658
2025-05-15,9.249933816409175
2025-05-16,6.727224593752128
2025-05-17,11.772643039066224
2025-05-18,9.530234841148848
2025-05-19,6.166622544272784
2025-05-20,4.765117420574424
2025-05-21,5.886321519533112
2025-05-22,5.60602049479344
2025-05-23,4.765117420574424
2025-05-24,6.166622544272784
2025-05-25,6.727224593752128
2025-05-26,6.446923569012456
2025-05-27,5.325719470053768
2025-05-28,5.60602049479344
2025-05-29,6.727224593752128
2025-05-30,5.0454184453140964
2025-05-31,4.484816395834752
2025-06-01,7.2878266432314724
2025-06-02,3.083311272136392
2025-06-03,2.80301024739672
2025-06-04,2.5227092226570482
2025-06-05,2.80301024739672
2025-06-06,4.484816395834752
2025-06-07,3.083311272136392
2025-06-08,3.6439133216157362
2025-06-09,3.363612296876064
2025-06-10,2.242408197917376
2025-06-11,3.083311272136392
2025-06-12,3.924214346355408
2025-06-13,2.5227092226570482
2025-06-14,4.484816395834752
2025-06-15,3.6439133216157362
2025-06-16,3.363612296876064
2025-06-17,3.6439133216157362
2025-06-18,2.5227092226570482
2025-06-19,3.083311272136392
2025-06-20,4.484816395834752
2025-06-21,2.242408197917376
2025-06-22,4.765117420574424
2025-06-23,5.886321519533112
2025-06-24,2.242408197917376
2025-06-25,2.242408197917376
2025-06-26,3.083311272136392
2025-06-27,1.681806148438032
2025-06-28,1.40150512369836
2025-06-29,1.40150512369836
2025-06-30,1.40150512369836
2025-07-01,1.681806148438032
2025-07-02,1.681806148438032
2025-07-03,1.121204098958688
2025-07-04,1.40150512369836
2025-07-05,1.40150512369836
2025-07-06,1.681806148438032
2025-07-07,1.40150512369836
2025-07-08,1.121204098958688
2025-07-09,1.121204098958688
2025-07-10,1.121204098958688
2025-07-11,1.40150512369836
2025-07-12,1.40150512369836
2025-07-13,1.681806148438032
2025-07-14,1.681806148438032
2025-07-15,1.681806148438032
2025-07-16,1.681806148438032
2025-07-17,3.083311272136392
2025-07-18,2.5227092226570482
2025-07-19,2.242408197917376
2025-07-20,2.242408197917376
2025-07-21,1.681806148438032
2025-07-22,1.121204098958688
2025-07-23,1.121204098958688
2025-07-24,1.121204098958688
2025-07-25,0.840903074219016
2025-07-26,1.121204098958688
2025-07-27,1.121204098958688
2025-07-28,0.840903074219016
2025-07-29,1.121204098958688
2025-07-30,1.962107173177704
2025-07-31,1.962107173177704
2025-08-01,1.121204098958688
2025-08-02,1.121204098958688
2025-08-03,0.840903074219016
2025-08-04,0.840903074219016
2025-08-05,1.121204098958688
2025-08-06,0.840903074219016
2025-08-07,0.840903074219016
2025-08-08,0.840903074219016
2025-08-09,0.840903074219016
2025-08-10,1.121204098958688
2025-08-11,0.840903074219016
2025-08-12,0.840903074219016
2025-08-13,0.840903074219016
2025-08-14,1.121204098958688
2025-08-15,0.840903074219016
2025-08-16,0.840903074219016
2025-08-17,0.840903074219016
2025-08-18,0.560602049479344
2025-08-19,0.560602049479344
2025-08-20,0.560602049479344
2025-08-21,0.840903074219016
2025-08-22,0.840903074219016
2025-08-23,0.560602049479344
2025-08-24,0.560602049479344
2025-08-25,0.560602049479344
2025-08-26,0.560602049479344
2025-08-27,0.560602049479344
2025-08-28,0.560602049479344
2025-08-29,0.560602049479344
2025-08-30,0.560602049479344
2025-08-31,0.560602049479344
2025-09-01,0.560602049479344
2025-09-02,0.560602049479344
2025-09-03,0.560602049479344
2025-09-04,0.840903074219016
2025-09-05,0.560602049479344
2025-09-06,0.560602049479344
2025-09-07,0.560602049479344
2025-09-08,0.560602049479344
2025-09-09,0.560602049479344
2025-09-10,0.840903074219016
2025-09-11,0.560602049479344
2025-09-12,0.560602049479344
2025-09-13,0.560602049479344
2025-09-14,0.560602049479344
2025-09-15,0.560602049479344
2025-09-16,0.840903074219016
2025-09-17,0.560602049479344
2025-09-18,0.560602049479344
2025-09-19,0.840903074219016
2025-09-20,0.840903074219016
2025-09-21,0.560602049479344
2025-09-22,0.560602049479344
2025-09-23,0.560602049479344
2025-09-24,1.121204098958688
2025-09-25,0.840903074219016
2025-09-26,0.840903074219016
2025-09-27,0.840903074219016
2025-09-28,0.560602049479344
2025-09-29,0.840903074219016
2025-09-30,0.840903074219016
2025-10-01,0.840903074219016
2025-10-02,0.560602049479344
2025-10-03,1.121204098958688
2025-10-04,1.121204098958688
2025-10-05,1.121204098958688
2025-10-06,1.681806148438032
2025-10-07,1.40150512369836
2025-10-08,1.121204098958688
2025-10-09,1.40150512369836
2025-10-10,1.40150512369836
2025-10-11,1.121204098958688
2025-10-12,1.40150512369836
2025-10-13,1.962107173177704
2025-10-14,1.962107173177704
2025-10-15,1.962107173177704
2025-10-16,1.962107173177704
2025-10-17,1.962107173177704
2025-10-18,1.962107173177704
2025-10-19,1.681806148438032
2025-10-20,2.242408197917376
2025-10-21,3.083311272136392
2025-10-22,5.60602049479344
2025-10-23,7.2878266432314724
2025-10-24,7.2878266432314724
2025-10-25,10.931739964847209
2025-10-26,12.052944063805896
2025-10-27,13.734750212243927
2025-10-28,16.537760459640648
2025-10-29,17.939265583339008
2025-10-30,18.49986763281835
2025-10-31,15.977158410161303
2025-11-01,19.34077070703737
2025-11-02,16.257459434900976
2025-11-03,19.62107173177704
2025-11-04,18.780168657558026
2025-11-05,18.21956660807868
2025-11-06,23.264985053392778
2025-11-07,14.295352261723272
2025-11-08,21.583178904954742
2025-11-09,20.461974805996057
2025-11-10,17.939265583339008
2025-11-11,22.984684028653103
2025-11-12,22.42408197917376
2025-11-13,20.181673781256386
2025-11-14,15.696857385421632
2025-11-15,24.386189152351463
2025-11-16,20.74227583073573
2025-11-17,21.583178904954742
2025-11-18,19.90137275651671
2025-11-19,22.14378095443409
2025-11-20,21.0225768554754
2025-11-21,17.939265583339008
2025-11-22,24.94679120183081
2025-11-23,21.0225768554754
2025-11-24,20.181673781256386
2025-11-25,20.74227583073573
2025-11-26,22.14378095443409
2025-11-27,27.74980144922753
2025-11-28,14.855954311202616
2025-11-29,26.067995300789494
2025-11-30,20.461974805996057
2025-12-01,21.30287788021507
2025-12-02,19.62107173177704
2025-12-03,22.42408197917376
2025-12-04,19.90137275651671
2025-12-05,19.62107173177704
2025-12-06,23.54528607813245
2025-12-07,20.461974805996057
2025-12-08,21.0225768554754
2025-12-09,17.658964558599337
2025-12-10,16.257459434900976
2025-12-11,19.35991497805696
2025-12-12,14.778654801802759
2025-12-13,18.605341729756475
2025-12-14,20.588760449918254
2025-12-15,17.236345745525345
2025-12-16,16.90222403433437
2025-12-17,16.6219230095947
2025-12-18,12.514935056901308
2025-12-19,19.500065490426795
2025-12-20,19.500065490426795
2025-12-21,20.869061474657926
2025-12-22,16.147650786033886
2025-12-23,18.131069506195665
2025-12-24,25.924593874472937
2025-12-25,23.326752418380515
2025-12-26,24.835898914981478
2025-12-27,20.25463873872728
2025-12-28,22.097906946519217
2025-12-29,17.99091899382583
2025-12-30,18.885642754496146
2025-12-31,18.131069506195665
2026-01-01,14.024081553502274
2026-01-02,15.252927025363569
2026-01-03,18.131069506195665
2026-01-04,20.72891096228809
2026-01-05,17.99091899382583
2026-01-06,23.186601906010676
2026-01-07,19.219764465687124
2026-01-08,25.450321650912127
2026-01-09,14.498353777063086
2026-01-10,23.38851978336825
2026-01-11,16.0378421371668
2026-01-12,17.3743289819307
2026-01-13,16.70608555954875
2026-01-14,17.3743289819307
2026-01-15,16.0378421371668
2026-01-16,18.7108158266946
2026-01-17,16.70608555954875
2026-01-18,21.3837895162224
2026-01-19,17.3743289819307
2026-01-20,20.0473026714585
2026-01-21,18.04257240431265
2026-01-22,14.7013552924029
2026-01-23,18.04257240431265
2026-01-24,19.37905924907655
2026-01-25,15.36959871478485
2026-01-26,15.36959871478485
2026-01-27,16.70608555954875
2026-01-28,17.3743289819307
2026-01-29,19.37905924907655
2026-01-30,19.37905924907655
2026-01-31,22.7202763609863
2026-02-01,20.0473026714585
2026-02-02,20.71554609384045
2026-02-03,21.3837895162224
2026-02-04,26.06149347289605
2026-02-05,26.06149347289605
2026-02-06,21.3837895162224
2026-02-07,20.71554609384045
2026-02-08,24.72500662813215
2026-02-09,14.7013552924029
2026-02-10,20.0473026714585
2026-02-11,17.3743289819307
2026-02-12,20.71554609384045
2026-02-13,16.70608555954875
2026-02-14,10.02365133572925
2026-02-15,9.3554079133473
2026-02-16,9.3554079133473
2026-02-17,8.68716449096535
2026-02-18,8.0189210685834
2026-02-19,9.3554079133473
2026-02-20,18.7108158266946
2026-02-21,22.05203293860435
2026-02-22,22.05203293860435
2026-02-23,18.7108158266946
2026-02-24,15.36959871478485
2026-02-25,20.71554609384045
2026-02-26,20.71554609384045
2026-02-27,20.71554609384045
2026-02-28,20.0473026714585
2026-03-01,21.3837895162224
2026-03-02,22.05203293860435
2026-03-03,16.70608555954875
2026-03-04,22.7202763609863
2026-03-05,22.05203293860435
2026-03-06,24.0567632057502
2026-03-07,25.3932500505141
2026-03-08,24.0567632057502
2026-03-09,20.71554609384045
2026-03-10,19.37905924907655
2026-03-11,24.72500662813215
2026-03-12,21.3837895162224
2026-03-13,22.05203293860435
2026-03-14,22.7202763609863
2026-03-15,28.0662237400419
2026-03-16,19.37905924907655
2026-03-17,23.38851978336825
2026-03-18,20.0473026714585
2026-03-19,26.729736895278002
2026-03-20,25.3932500505141
2026-03-21,23.38851978336825
2026-03-22,28.0662237400419
2026-03-23,21.3837895162224
2026-03-24,24.72500662813215
2026-03-25,45.4405527219726
2026-03-26,42.7675790324448
2026-03-27,52.1229869457921
2026-03-28,58.8054211696116
2026-03-29,66.824342238195
2026-03-30,60.81015143675745
2026-03-31,30.7391974295697
2026-04-01,25.3932500505141
2026-04-02,28.0662237400419
2026-04-03,29.4027105848058
2026-04-04,33.4121711190975
2026-04-05,32.74392769671555
2026-04-06,34.7486579638614
2026-04-07,32.74392769671555
2026-04-08,31.40744085195165
2026-04-09,30.7391974295697
2026-04-10,34.08041454147945
2026-04-11,45.4405527219726
2026-04-12,35.41690138624335
2026-04-13,48.78176983388235
2026-04-14,18.7108158266946
2026-04-15,23.38851978336825
2026-04-16,20.71554609384045
2026-04-17,12.69662502525705
2026-04-18,23.38851978336825
2026-04-19,18.7108158266946
2026-04-20,11.36013818049315
2026-04-21,9.3554079133473
2026-04-22,9.3554079133473
2026-04-23,8.0189210685834
2026-04-24,8.0189210685834
2026-04-25,11.36013818049315
2026-04-26,12.0283816028751
2026-04-27,9.3554079133473
2026-04-28,9.3554079133473
2026-04-29,8.68716449096535
2026-04-30,7.35067764620145
2026-05-01,11.36013818049315
2026-05-02,12.69662502525705
2026-05-03,14.03311187002095
2026-05-04,8.0189210685834
2026-05-05,8.0189210685834
2026-05-06,6.6824342238195005
2026-05-07,7.35067764620145
2026-05-08,6.6824342238195005
2026-05-09,9.3554079133473
2026-05-10,11.36013818049315
2026-05-11,7.35067764620145
2026-05-12,8.0189210685834
2026-05-13,6.01419080143755
2026-05-14,6.01419080143755
2026-05-15,5.3459473790556
2026-05-16,8.68716449096535
2026-05-17,6.01419080143755
2026-05-18,8.0189210685834
2026-05-19,6.6824342238195005
2026-05-20,5.3459473790556
2026-05-21,5.3459473790556
2026-05-22,5.3459473790556
2026-05-23,6.01419080143755
2026-05-24,7.35067764620145
2026-05-25,6.6824342238195005
2026-05-26,8.0189210685834
2026-05-27,5.3459473790556
2026-05-28,4.67770395667365
2026-05-29,6.01419080143755
2026-05-30,5.3459473790556
2026-05-31,8.68716449096535
