Time,deficit
2022-07-06,33.347617400575004
2022-07-07,32.604364602330335
2022-07-08,34.63388705666416
2022-07-09,24.89924149598167
2022-07-10,29.696378482780585
2022-07-11,33.09990283513148
2022-07-12,32.361810757000214
2022-07-13,34.37585105099382
2022-07-14,35.69721360385415
2022-07-15,28.78901478492958
2022-07-16,26.692402969121467
2022-07-17,26.652149352236894
2022-07-18,32.75310244351054
2022-07-19,34.7475320010732
2022-07-20,33.33430863019424
2022-07-21,31.92521383540601
2022-07-22,29.163792167077006
2022-07-23,25.73343207013639
2022-07-24,28.398864344356028
2022-07-25,32.40630205188961
2022-07-26,34.37905658497596
2022-07-27,32.980283230414535
2022-07-28,39.65005678009972
2022-07-29,33.550135832848746
2022-07-30,23.448970042200273
2022-07-31,28.764352430299322
2022-08-01,29.387876521912954
2022-08-02,34.010581168878716
2022-08-03,34.623783820265544
2022-08-04,32.575682773523454
2022-08-05,32.525107716412066
2022-08-06,28.498059272447534
2022-08-07,32.42395760218929
2022-08-08,33.694745097938224
2022-08-09,33.64210575278148
2022-08-10,29.63776447731594
2022-08-11,26.96097861884681
2022-08-12,27.575213414256307
2022-08-13,23.598740027403164
2022-08-14,24.87055966717478
2022-08-15,26.791706999127065
2022-08-16,30.011509715440685
2022-08-17,31.91820703107543
2022-08-18,34.46907131877743
2022-08-19,27.27176307158799
2022-08-20,23.33863973368746
2022-08-21,21.359692336465024
2022-08-22,29.080406705068004
2022-08-23,30.32435845622723
2022-08-24,36.07335043576654
2022-08-25,38.5880896826747
2022-08-26,32.10513420109485
2022-08-27,27.566033219966272
2022-08-28,27.521651026990977
2022-08-29,32.66193319645944
2022-08-30,31.956703042734144
2022-08-31,31.253584092691597
2022-09-01,29.251851714747207
2022-09-02,25.308532805998308
2022-09-03,20.08137889512686
2022-09-04,22.6374607369355
2022-09-05,23.892817947159518
2022-09-06,30.94971150928673
2022-09-07,29.281838442362016
2022-09-08,28.276528236541157
2022-09-09,25.020517708032816
2022-09-10,21.775063197938263
2022-09-11,21.099389895771573
2022-09-12,31.59686773923716
2022-09-13,31.870583682705902
2022-09-14,31.181187556601287
2022-09-15,31.12948652419243
2022-09-16,28.215357880698246
2022-09-17,22.790939537081517
2022-09-18,25.282629666566056
2022-09-19,33.75679393888573
2022-09-20,32.13159312376037
2022-09-21,30.190030050774553
2022-09-22,31.074696695035183
2022-09-23,27.580182888511708
2022-09-24,20.96683987722172
2022-09-25,21.86208599771483
2022-09-26,28.369939198323042
2022-09-27,31.201203766304435
2022-09-28,31.784010043837462
2022-09-29,31.09545591961699
2022-09-30,24.7073611807073
2022-10-01,19.605733678792163
2022-10-02,20.8350107538027
2022-10-03,30.253675323665735
2022-10-04,33.34790967456355
2022-10-05,33.91884629583575
2022-10-06,33.233529350595504
2022-10-07,27.54262121318689
2022-10-08,21.246246545383652
2022-10-09,21.20955851694107
2022-10-10,29.89111127788021
2022-10-11,31.70427369008385
2022-10-12,30.40809491614861
2022-10-13,32.21370391073171
2022-10-14,26.59185559156796
2022-10-15,21.606766532941027
2022-10-16,22.801513698829133
2022-10-17,30.143725299429995
2022-10-18,33.16134641446242
2022-10-19,32.49005724480317
2022-10-20,29.373162641043752
2022-10-21,47.03636080951517
2022-10-22,42.68479383244483
2022-10-23,34.696111434366465
2022-10-24,42.5337254800342
2022-10-25,35.7861898132272
2022-10-26,35.1170587628881
2022-10-27,31.428148478196416
2022-10-28,27.752186909425642
2022-10-29,22.282486002332597
2022-10-30,24.04601167017274
2022-10-31,28.803419140523648
2022-11-01,26.954647759537497
2022-11-02,34.678960540897265
2022-11-03,29.84170265570074
2022-11-04,29.191994679243
2022-11-05,22.597685484166785
2022-11-06,21.369487468816324
2022-11-07,30.218408538159256
2022-11-08,33.12057026956356
2022-11-09,34.24086231890642
2022-11-10,30.05331241016763
2022-11-11,24.116264609169686
2022-11-12,21.72353309841325
2022-11-13,23.4417382605302
2022-11-14,33.34297062063121
2022-11-15,28.61038152246206
2022-11-16,30.888732709250444
2022-11-17,35.48536029025003
2022-11-18,27.29046343600514
2022-11-19,18.54621115368958
2022-11-20,19.09017128345987
2022-11-21,25.983494065469138
2022-11-22,20.747949104612573
2022-11-23,18.408091517199857
2022-11-24,13.20599740580565
2022-11-25,12.60808429303156
2022-11-26,14.872407704238961
2022-11-27,19.982781744526704
2022-11-28,26.213447834157325
2022-11-29,28.43892509760199
2022-11-30,30.655769883766048
2022-12-01,27.764398748962506
2022-12-02,26.014900856703346
2022-12-03,18.06279242597555
2022-12-04,22.5353281460664
2022-12-05,27.55290305558762
2022-12-06,33.11227997555898
2022-12-07,35.289199554300225
2022-12-08,32.42588397065865
2022-12-09,26.78341945686145
2022-12-10,21.162536136265764
2022-12-11,21.121531869182878
2022-12-12,27.182785592181567
2022-12-13,29.898270002392724
2022-12-14,27.62963035254502
2022-12-15,27.57567736954122
2022-12-16,23.118248484691435
2022-12-17,19.227439982473538
2022-12-18,15.900014683907301
2022-12-19,19.69910311501874
2022-12-20,20.752493465436896
2022-12-21,22.346606766645113
2022-12-22,17.95068428241966
2022-12-23,14.657788892975852
2022-12-24,12.461446240353238
2022-12-25,9.192290163431103
2022-12-26,14.030741169379711
2022-12-27,19.388333932916865
2022-12-28,20.424459328773803
2022-12-29,19.84704834954116
2022-12-30,18.736467837138974
2022-12-31,15.493209192058664
2023-01-01,16.528255528255528
2023-01-02,24.545284502797454
2023-01-03,26.70083747803955
2023-01-04,27.790898603333837
2023-01-05,28.34779019545859
2023-01-06,25.158515984940852
2023-01-07,19.821313746702348
2023-01-08,20.909256831018492
2023-01-09,26.291361537993662
2023-01-10,38.66270449897393
2023-01-11,33.31914813780098
2023-01-12,31.19409495264417
2023-01-13,26.374388744336933
2023-01-14,23.16308690764649
2023-01-15,21.024901868425186
2023-01-16,24.278564524678515
2023-01-17,34.55662491517413
2023-01-18,34.04336496719916
2023-01-19,35.69243572559635
2023-01-20,32.473085333188955
2023-01-21,25.457159762859245
2023-01-22,26.019134653331545
2023-01-23,30.379379154508687
2023-01-24,34.7464013868159
2023-01-25,34.23017618147152
2023-01-26,36.975662188097424
2023-01-27,27.753350659050138
2023-01-28,22.87349208696359
2023-01-29,24.526375319121435
2023-01-30,31.63634190888077
2023-01-31,33.29854452134245
2023-02-01,32.23178184680775
2023-02-02,34.44367471206849
2023-02-03,27.357430181264377
2023-02-04,25.735893955583073
2023-02-05,26.851795180810726
2023-02-06,32.905165692730456
2023-02-07,40.065541657769636
2023-02-08,54.926664460343225
2023-02-09,38.47831769593427
2023-02-10,35.75740096465485
2023-02-11,25.875261051944992
2023-02-12,26.446131714525496
2023-02-13,31.980311763731454
2023-02-14,33.10849762663234
2023-02-15,35.89507362823425
2023-02-16,36.4752636711186
2023-02-17,28.760114154932804
2023-02-18,24.354119968627742
2023-02-19,22.15705339021401
2023-02-20,37.14144617771561
2023-02-21,37.16982792682275
2023-02-22,39.41899831329883
2023-02-23,34.448487587347685
2023-02-24,28.914307538141735
2023-02-25,24.48459129288145
2023-02-26,29.515254382611893
2023-02-27,37.340118421465576
2023-02-28,38.483977787604736
2023-03-01,37.95504433639149
2023-03-02,40.21819379332332
2023-03-03,32.42255871996805
2023-03-04,25.733929099732205
2023-03-05,29.672413023190227
2023-03-06,40.34019295366445
2023-03-07,39.24928461197891
2023-03-08,42.08457555607815
2023-03-09,45.48565386441033
2023-03-10,34.842443209282585
2023-03-11,28.11992493339644
2023-03-12,25.88981691572365
2023-03-13,35.48448004872875
2023-03-14,36.63850601156301
2023-03-15,36.666040544278886
2023-03-16,35.00002545805654
2023-03-17,28.811947539926816
2023-03-18,24.31064150960524
2023-03-19,28.289368211648007
2023-03-20,40.76719001485841
2023-03-21,38.53115148244682
2023-03-22,40.828189595028974
2023-03-23,40.29120758809877
2023-03-24,34.074324312666285
2023-03-25,26.143134616709744
2023-03-26,29.575136323322848
2023-03-27,36.99645493686945
2023-03-28,37.023989469585324
2023-03-29,40.47166467943669
2023-03-30,36.508611480632204
2023-03-31,33.11049842966941
2023-04-01,24.56565364337385
2023-04-02,28.014176069616486
2023-04-03,37.18919666588061
2023-04-04,37.7892962939595
2023-04-05,42.40116406334023
2023-04-06,39.56544951104537
2023-04-07,29.839467837395297
2023-04-08,24.693159710258158
2023-04-09,24.7113748626702
2023-04-10,35.081511416744576
2023-04-11,39.711594338537346
2023-04-12,41.468685186819904
2023-04-13,38.61729713128677
2023-04-14,36.91527534843597
2023-04-15,24.82066577714246
2023-04-16,27.149474504396782
2023-04-17,39.88696813152772
2023-04-18,39.916197097026114
2023-04-19,42.261102935714334
2023-04-20,40.55399785451599
2023-04-21,37.105051820077726
2023-04-22,27.26893201556414
2023-04-23,29.03068255399862
2023-04-24,40.67260814929208
2023-04-25,44.19102592781349
2023-04-26,40.90783185909105
2023-04-27,38.43233353492421
2023-04-28,35.14685217099363
2023-04-29,26.32335901843072
2023-04-30,29.88466875361682
2023-05-01,41.056735065531306
2023-05-02,44.926059433970025
2023-05-03,41.633140298232476
2023-05-04,39.88705875535012
2023-05-05,31.545910113351976
2023-05-06,22.674687153630405
2023-05-07,26.99467218965954
2023-05-08,40.00253631974923
2023-05-09,43.59673479821691
2023-05-10,41.84422524724971
2023-05-11,39.04946696993931
2023-05-12,32.971928490008985
2023-05-13,37.31790139627228
2023-05-14,29.667404459981878
2023-05-15,37.37157156952313
2023-05-16,40.23349144854748
2023-05-17,39.21819109939365
2023-05-18,38.27013797894025
2023-05-19,36.729058502139594
2023-05-20,27.47530034647157
2023-05-21,31.91096186445024
2023-05-22,40.93066442241644
2023-05-23,39.38691522884799
2023-05-24,43.543638383094944
2023-05-25,38.75917123067382
2023-05-26,33.76733548814523
2023-05-27,26.941785906673246
2023-05-28,32.90151843057012
2023-05-29,30.63847210411857
2023-05-30,36.609257846515355
2023-05-31,37.09320623719949
2023-06-01,30.703816131132676
2023-06-02,32.101370494670896
2023-06-03,25.240385595066883
2023-06-04,25.71750699785403
2023-06-05,32.16964037364085
2023-06-06,30.35283145710908
2023-06-07,30.374287704785356
2023-06-08,28.553577652312445
2023-06-09,26.26940017284637
2023-06-10,22.137204689319404
2023-06-11,25.383427246242043
2023-06-12,29.09604308211369
2023-06-13,29.57869109415079
2023-06-14,30.061989295511406
2023-06-15,29.15748597318666
2023-06-16,27.325397607552087
2023-06-17,22.246436495671343
2023-06-18,23.18962608274574
2023-06-19,28.775292211633946
2023-06-20,28.795448080663167
2023-06-21,29.280371755332595
2023-06-22,30.231038519627507
2023-06-23,27.925079697823403
2023-06-24,22.821411391648773
2023-06-25,27.49802287294757
2023-06-26,27.517203457991506
2023-06-27,33.60372289997546
2023-06-28,30.82486890598711
2023-06-29,31.313693716597683
2023-06-30,28.997006770955444
2023-07-01,23.868956365148676
2023-07-02,24.822223886737685
2023-07-03,28.12013649488044
2023-07-04,23.918695848398222
2023-07-05,26.751190461577256
2023-07-06,30.996518887397308
2023-07-07,27.72818989347487
2023-07-08,24.455309574287767
2023-07-09,27.29593155401084
2023-07-10,34.378956107598114
2023-07-11,29.218721330276942
2023-07-12,30.65366157991776
2023-07-13,28.787113180136437
2023-07-14,25.973474057339587
2023-07-15,21.738223566034147
2023-07-16,24.117653781396402
2023-07-17,29.339656544452307
2023-07-18,27.465630967450462
2023-07-19,29.37996828251076
2023-07-20,29.40012415153999
2023-07-21,24.20055292014564
2023-07-22,22.317749787276238
2023-07-23,22.808200071195614
2023-07-24,30.43173948661357
2023-07-25,31.404187593246515
2023-07-26,28.56876712811163
2023-07-27,30.017686448208195
2023-07-28,26.22379694689612
2023-07-29,21.470463125421556
2023-07-30,23.872324872445372
2023-07-31,26.277437566086803
2023-08-01,28.20770451957342
2023-08-02,30.14057223035413
2023-08-03,28.246065689661307
2023-08-04,25.869886420916664
2023-08-05,23.969853270973893
2023-08-06,23.026663683899496
2023-08-07,28.802835284580073
2023-08-08,27.86159626547625
2023-08-09,29.803241532124535
2023-08-10,27.418284707512324
2023-08-11,25.511424569672556
2023-08-12,18.785236394020586
2023-08-13,22.65389766753787
2023-08-14,27.492406290394
2023-08-15,26.54564066204023
2023-08-16,28.495413295232552
2023-08-17,28.99789208163711
2023-08-18,23.69754150509663
2023-08-19,20.325832408733962
2023-08-20,21.79230684056567
2023-08-21,27.62211906043693
2023-08-22,29.09542048016563
2023-08-23,31.05592123719609
2023-08-24,30.10557956756294
2023-08-25,26.238543767354468
2023-08-26,22.852530505874288
2023-08-27,25.7871048428465
2023-08-28,29.212454558399855
2023-08-29,28.744760900803804
2023-08-30,31.201563645665345
2023-08-31,28.295272544266403
2023-09-01,25.873254928213363
2023-09-02,20.028488353901057
2023-09-03,23.95241571991783
2023-09-04,26.4140948847058
2023-09-05,30.34744999591367
2023-09-06,31.837006148730456
2023-09-07,32.348262491002586
2023-09-08,25.993865047726963
2023-09-09,21.59411665757009
2023-09-10,25.046124135387902
2023-09-11,31.451236345898355
2023-09-12,32.455543729383955
2023-09-13,31.00077270537567
2023-09-14,31.02125366906666
2023-09-15,29.07083084655082
2023-09-16,24.159501019460052
2023-09-17,26.148935201387307
2023-09-18,31.103177523830617
2023-09-19,36.06392173950916
2023-09-20,34.60459939023622
2023-09-21,35.61670904560409
2023-09-22,31.680102987778614
2023-09-23,26.74764200767334
2023-09-24,31.226063305976552
2023-09-25,36.70229009453013
2023-09-26,35.733743123838316
2023-09-27,35.75714993948516
2023-09-28,36.77446110944123
2023-09-29,34.80940902714611
2023-09-30,27.86573252277554
2023-10-01,26.888082901554405
2023-10-02,34.84021483855244
2023-10-03,34.3280001487791
2023-10-04,40.778365662827
2023-10-05,37.28152769446233
2023-10-06,29.81261577736389
2023-10-07,21.853340226049138
2023-10-08,24.822835850793282
2023-10-09,31.26353647488325
2023-10-10,33.730482299811975
2023-10-11,29.25375748822843
2023-10-12,31.719442675336555
2023-10-13,30.21977731542074
2023-10-14,21.788627484591782
2023-10-15,24.2543126716999
2023-10-16,30.181327861892505
2023-10-17,33.63047169937787
2023-10-18,34.6048957787075
2023-10-19,35.57847943282339
2023-10-20,30.130061923854857
2023-10-21,26.16744275877555
2023-10-22,23.688730980854583
2023-10-23,36.01127393989907
2023-10-24,39.447601292875035
2023-10-25,38.445022968885375
2023-10-26,34.979911052339105
2023-10-27,31.02527592679025
2023-10-28,19.69018363788824
2023-10-29,23.12609077825733
2023-10-30,31.969234592122103
2023-10-31,33.43045049850968
2023-11-01,34.89040576707666
2023-11-02,33.40187604124279
2023-11-03,31.914606953229526
2023-11-04,23.066840800689228
2023-11-05,26.000408247546332
2023-11-06,34.325454395141634
2023-11-07,36.76151459346571
2023-11-08,39.19547372875545
2023-11-09,35.75053201733874
2023-11-10,31.32948537616494
2023-11-11,23.976342032258067
2023-11-12,23.96604682338985
2023-11-13,34.222502306459475
2023-11-14,40.07198827068531
2023-11-15,35.17003277894968
2023-11-16,32.71359226919261
2023-11-17,28.795095427834234
2023-11-18,21.9529061358801
2023-11-19,25.84450937039906
2023-11-20,30.70759519599958
2023-11-21,26.79666218156479
2023-11-22,23.863094734707687
2023-11-23,16.0641302929123
2023-11-24,14.597451622635461
2023-11-25,17.023006505787887
2023-11-26,22.849590882939527
2023-11-27,33.53064672725094
2023-11-28,33.516149392314055
2023-11-29,36.900370382038645
2023-11-30,33.001833639506394
2023-12-01,32.98754641087295
2023-12-02,23.76014264602553
2023-12-03,24.71922896520455
2023-12-04,35.36708801357355
2023-12-05,35.8360208048397
2023-12-06,39.692956499292215
2023-12-07,37.256476088361275
2023-12-08,43.52762092558083
2023-12-09,31.422958203196348
2023-12-10,27.5435411342765
2023-12-11,37.67477326050007
2023-12-12,37.17558516153957
2023-12-13,35.71163787320737
2023-12-14,33.28419203332405
2023-12-15,36.16271162868171
2023-12-16,29.88148168889737
2023-12-17,29.868455098084528
2023-12-18,27.929271829383183
2023-12-19,28.398414726952765
2023-12-20,25.49930471385867
2023-12-21,22.602715976405776
2023-12-22,20.27562652064243
2023-12-23,17.131267976317194
2023-12-24,15.073356993370973
2023-12-25,12.174042888955487
2023-12-26,20.240177816114507
2023-12-27,23.12150358855146
2023-12-28,23.111375387257766
2023-12-29,24.54507513508683
2023-12-30,20.806572106399805
2023-12-31,21.638428859415647
2024-01-01,23.070862582083
2024-01-02,33.511662940593816
2024-01-03,36.617359231416835
2024-01-04,33.12068709366526
2024-01-05,35.98492152641911
2024-01-06,25.058980560901677
2024-01-07,28.162885560804394
2024-01-08,34.26138429099071
2024-01-09,35.68316185293523
2024-01-10,35.0685023736126
2024-01-11,37.08732011576751
2024-01-12,34.201035295835425
2024-01-13,29.88294976581685
2024-01-14,25.80659546092312
2024-01-15,26.990439873227928
2024-01-16,32.11089723834725
2024-01-17,35.79501775216237
2024-01-18,34.944852120371735
2024-01-19,32.06832646886706
2024-01-20,28.71972720622697
2024-01-21,26.55398710010882
2024-01-22,32.99844379959604
2024-01-23,40.87125838437766
2024-01-24,45.87019312978234
2024-01-25,42.26783095710143
2024-01-26,34.37213094726896
2024-01-27,30.06226474758067
2024-01-28,27.902563850850928
2024-01-29,41.477685117410424
2024-01-30,41.45924963611946
2024-01-31,42.155310950601404
2024-02-01,41.42237867353752
2024-02-02,32.83761011798865
2024-02-03,28.54172945583144
2024-02-04,30.668691480613433
2024-02-05,38.49700662779617
2024-02-06,39.90502191304537
2024-02-07,42.736309433577645
2024-02-08,39.869422362966255
2024-02-09,34.15853364679432
2024-02-10,24.18482099353863
2024-02-11,25.59601481004488
2024-02-12,29.137984888841604
2024-02-13,36.228599962074874
2024-02-14,34.082248896624805
2024-02-15,36.19617894325283
2024-02-16,31.21409041351058
2024-02-17,24.81826524225642
2024-02-18,27.64224214089747
2024-02-19,37.548252078377715
2024-02-20,41.78024426226796
2024-02-21,45.300600328516644
2024-02-22,44.57275370146407
2024-02-23,41.72398425901794
2024-02-24,30.395337792506012
2024-02-25,30.381670108100636
2024-02-26,43.080189484777
2024-02-27,47.296289012381926
2024-02-28,42.335814495187705
2024-02-29,42.316743307645325
2024-03-01,37.36294370609094
2024-03-02,28.890377303916388
2024-03-03,30.28599631726304
2024-03-04,45.0564891279742
2024-03-05,41.51769758043455
2024-03-06,43.60906005513742
2024-03-07,40.07408274510625
2024-03-08,62.543524480837675
2024-03-09,26.691898325850488
2024-03-10,30.892423050295797
2024-03-11,43.51052558616847
2024-03-12,42.087889057136785
2024-03-13,39.26423001162145
2024-03-14,42.049746682052024
2024-03-15,34.32505165384955
2024-03-16,28.007736204644846
2024-03-17,30.094648735587846
2024-03-18,42.67301963074723
2024-03-19,41.255150898601144
2024-03-20,41.93531955679776
2024-03-21,41.916248369255385
2024-03-22,34.91431431809418
2024-03-23,30.012642629155618
2024-03-24,29.998974944750245
2024-03-25,39.74796543813158
2024-03-26,39.72984780996632
2024-03-27,40.40842720253441
2024-03-28,41.0863708888511
2024-03-29,29.930636522723393
2024-03-30,26.438251531536856
2024-03-31,25.73074750452949
2024-04-01,43.09668081649887
2024-04-02,43.07697392270507
2024-04-03,45.83515522432492
2024-04-04,40.95509754793439
2024-04-05,36.77332615790574
2024-04-06,27.047221089575263
2024-04-07,29.11442672672447
2024-04-08,37.41567029414332
2024-04-09,45.01672045644605
2024-04-10,46.380554157222065
2024-04-11,44.28347032625648
2024-04-12,36.655402648268705
2024-04-13,28.343034221450136
2024-04-14,31.09390490117873
2024-04-15,43.51144211473073
2024-04-16,49.01413703356503
2024-04-17,48.301547356546365
2024-04-18,46.8998891338113
2024-04-19,37.22686553747378
2024-04-20,27.562741828656023
2024-04-21,34.43753462953472
2024-04-22,46.81343308361919
2024-04-23,49.544279016428284
2024-04-24,48.833596458163846
2024-04-25,45.37363248579936
2024-04-26,37.106717055956786
2024-04-27,30.907960822640543
2024-04-28,36.38586319766976
2024-04-29,42.54488779027272
2024-04-30,48.01230101215363
2024-05-01,44.562190486686035
2024-05-02,44.54153003351512
2024-05-03,41.78112376001534
2024-05-04,26.01550687434747
2024-05-05,28.740631450893854
2024-05-06,41.03897374230598
2024-05-07,41.019902554763604
2024-05-08,43.734220125035975
2024-05-09,43.030848188662794
2024-05-10,40.962688992136464
2024-05-11,27.978138833139298
2024-05-12,27.965106854985336
2024-05-13,37.49668581038356
2024-05-14,42.249284383365854
2024-05-15,40.86733305442458
2024-05-16,34.72102258684987
2024-05-17,36.06578510008351
2024-05-18,29.247252302454836
2024-05-19,29.233584618049466
2024-05-20,40.09244416476748
2024-05-21,42.11133612680932
2024-05-22,40.05493749593413
2024-05-23,37.32186659124509
2024-05-24,33.91307697211931
2024-05-25,26.43980376635052
2024-05-26,28.460284994020892
2024-05-27,30.47885910293703
2024-05-28,34.52649647391761
2024-05-29,41.95368097645899
2024-05-30,36.52313871716001
2024-05-31,33.80182837812211
2024-06-01,27.704467291906166
2024-06-02,31.74384048161839
2024-06-03,35.1043164256368
2024-06-04,38.461613838398165
2024-06-05,43.164627323770276
2024-06-06,35.72886078683483
2024-06-07,34.3643913798074
2024-06-08,28.286737187385253
2024-06-09,26.253859687812326
2024-06-10,37.68005003310123
2024-06-11,36.989710074882005
2024-06-12,35.627783492860225
2024-06-13,40.986173092623865
2024-06-14,33.57933119012769
2024-06-15,30.87836345113499
2024-06-16,30.863742207352498
2024-06-17,36.214185478973484
2024-06-18,34.85639098758589
2024-06-19,36.17985734139721
2024-06-20,35.49301376756075
2024-06-21,34.80680589997571
2024-06-22,32.78314614104826
2024-06-23,32.76757133788866
2024-06-24,40.772893645274934
2024-06-25,42.7577753228662
2024-06-26,36.7274812461743
2024-06-27,36.70999932426046
2024-06-28,66.71366800426655
2024-06-29,31.34048486509709
2024-06-30,31.992046741980143
2024-07-01,34.641522274608434
2024-07-02,36.62258971469122
2024-07-03,33.277370720706706
2024-07-04,30.600559819267676
2024-07-05,28.59120345099703
2024-07-06,27.912941911554636
2024-07-07,32.549524093654135
2024-07-08,37.18165633199374
2024-07-09,34.50929537431461
2024-07-10,36.48273433938044
2024-07-11,33.813234059832666
2024-07-12,32.47165007785609
2024-07-13,23.84527979365456
2024-07-14,26.482041201254585
2024-07-15,31.10145931456595
2024-07-16,31.747935541437702
2024-07-17,36.360360885983525
2024-07-18,36.34287896406967
2024-07-19,31.041702926933162
2024-07-20,27.726044273639328
2024-07-21,30.351998674965348
2024-07-22,33.634918456311425
2024-07-23,34.277898298800416
2024-07-24,38.8734774276838
2024-07-25,35.56195086502415
2024-07-26,30.278892456052894
2024-07-27,27.632595454681677
2024-07-28,27.619245623402012
2024-07-29,34.17872812358005
2024-07-30,35.47613052108345
2024-07-31,34.80231892540095
2024-08-01,32.16015401466391
2024-08-02,30.17654374957547
2024-08-03,26.22775870068954
2024-08-04,26.870420690052825
2024-08-05,32.752913063291295
2024-08-06,32.737020407005986
2024-08-07,32.72112775072067
2024-08-08,30.742920988769235
2024-08-09,26.80526079928303
2024-08-10,25.485290829854485
2024-08-11,28.085499127998293
2024-08-12,29.377498022364684
2024-08-13,32.625771813008775
2024-08-14,33.914274322992405
2024-08-15,34.54962569046443
2024-08-16,30.623408213503666
2024-08-17,27.352248997808715
2024-08-18,27.675585116855764
2024-08-19,30.903895081532042
2024-08-20,33.26572082441632
2024-08-21,32.06158001377924
2024-08-22,34.42050123672173
2024-08-23,30.843502987647845
2024-08-24,24.36059441270885
2024-08-25,26.71977868651398
2024-08-26,31.122400590047697
2024-08-27,34.01226481329094
2024-08-28,34.319456824104954
2024-08-29,31.076629739945986
2024-08-30,29.878719946618016
2024-08-31,25.459153183348384
2024-09-01,26.628132862010766
2024-09-02,29.974903959522138
2024-09-03,33.02281288631515
2024-09-04,37.61881201381081
2024-09-05,38.103728255001904
2024-09-06,31.353348874357987
2024-09-07,27.300065098381687
2024-09-08,27.412053804443502
2024-09-09,35.404513451143934
2024-09-10,40.67320458662624
2024-09-11,53.033678931236444
2024-09-12,48.97950449581469
2024-09-13,48.27482001305358
2024-09-14,30.235249935945877
