Time,mlb scores
2025-06-25,32.0
2025-06-26,33.0
2025-06-27,21.0
2025-06-28,46.0
2025-06-29,42.0
2025-06-30,17.0
2025-07-01,26.0
2025-07-02,34.0
2025-07-03,35.0
2025-07-04,49.0
2025-07-05,46.0
2025-07-06,50.0
2025-07-07,21.0
2025-07-08,25.0
2025-07-09,36.0
2025-07-10,34.0
2025-07-11,28.0
2025-07-12,51.0
2025-07-13,49.0
2025-07-14,12.0
2025-07-15,6.0
2025-07-16,15.0
2025-07-17,5.0
2025-07-18,15.0
2025-07-19,39.0
2025-07-20,53.0
2025-07-21,19.0
2025-07-22,29.0
2025-07-23,41.0
2025-07-24,24.0
2025-07-25,25.0
2025-07-26,43.0
2025-07-27,53.0
2025-07-28,19.0
2025-07-29,32.0
2025-07-30,40.0
2025-07-31,29.0
2025-08-01,26.0
2025-08-02,57.0
2025-08-03,49.0
2025-08-04,20.0
2025-08-05,33.0
2025-08-06,46.0
2025-08-07,26.0
2025-08-08,21.0
2025-08-09,51.0
2025-08-10,59.0
2025-08-11,22.0
2025-08-12,29.0
2025-08-13,41.0
2025-08-14,35.0
2025-08-15,28.0
2025-08-16,52.0
2025-08-17,58.0
2025-08-18,27.0
2025-08-19,32.0
2025-08-20,42.0
2025-08-21,33.0
2025-08-22,26.0
2025-08-23,50.0
2025-08-24,54.0
2025-08-25,22.0
2025-08-26,29.0
2025-08-27,40.0
2025-08-28,35.0
2025-08-29,27.0
2025-08-30,49.0
2025-08-31,54.0
2025-09-01,34.0
2025-09-02,22.0
2025-09-03,35.0
2025-09-04,31.0
2025-09-05,29.0
2025-09-06,47.0
2025-09-07,49.0
2025-09-08,17.0
2025-09-09,27.0
2025-09-10,34.0
2025-09-11,31.0
2025-09-12,28.0
2025-09-13,55.0
2025-09-14,55.0
2025-09-15,21.0
2025-09-16,32.0
2025-09-17,41.0
2025-09-18,38.0
2025-09-19,28.0
2025-09-20,55.0
2025-09-21,62.0
2025-09-22,21.0
2025-09-23,24.0
2025-09-24,49.0
2025-09-25,56.0
2025-09-26,46.0
2025-09-27,82.0
2025-09-28,84.0
2025-09-29,16.0
2025-09-30,40.0
2025-10-01,89.0
2025-10-02,100.0
2025-10-03,60.0
2025-10-04,54.0
2025-10-05,96.0
2025-10-06,53.0
2025-10-07,69.0
2025-10-08,100.0
2025-10-09,90.0
2025-10-10,73.0
2025-10-11,74.0
2025-10-12,53.0
2025-10-13,49.0
2025-10-14,51.0
2025-10-15,45.0
2025-10-16,49.0
2025-10-17,67.0
2025-10-18,69.0
2025-10-19,29.0
2025-10-20,41.0
2025-10-21,50.0
2025-10-22,6.0
2025-10-23,5.0
2025-10-24,9.0
2025-10-25,54.0
2025-10-26,48.0
2025-10-27,12.0
2025-10-28,78.0
2025-10-29,54.0
2025-10-30,52.0
2025-10-31,16.0
2025-11-01,74.0
2025-11-02,92.0
2025-11-03,3.0
2025-11-04,2.0
2025-11-05,1.0
2025-11-06,1.0
2025-11-07,1.0
2025-11-08,1.0
2025-11-09,2.0
2025-11-10,1.0
2025-11-11,1.0
2025-11-12,1.0
2025-11-13,1.0
2025-11-14,1.0
2025-11-15,1.0
2025-11-16,1.0
2025-11-17,1.0
2025-11-18,1.0
2025-11-19,0.0
2025-11-20,1.0
2025-11-21,1.0
2025-11-22,1.0
2025-11-23,1.0
2025-11-24,1.0
2025-11-25,1.0
2025-11-26,0.0
2025-11-27,1.0
2025-11-28,1.0
2025-11-29,1.0
2025-11-30,1.0
2025-12-01,0.0
2025-12-02,1.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,1.0
2025-12-06,0.0
2025-12-07,1.0
2025-12-08,1.0
2025-12-09,1.0
2025-12-10,1.0
2025-12-11,1.0
2025-12-12,1.0
2025-12-13,1.0
2025-12-14,1.0
2025-12-15,1.0
2025-12-16,1.0
2025-12-17,0.5
2025-12-18,0.5
2025-12-19,1.0
2025-12-20,1.0
2025-12-21,1.0
2025-12-22,1.0
2025-12-23,0.5
2025-12-24,0.5
2025-12-25,1.0
2025-12-26,1.0
2025-12-27,1.0
2025-12-28,1.0
2025-12-29,1.0
2025-12-30,1.0
2025-12-31,0.5
2026-01-01,1.0
2026-01-02,0.5
2026-01-03,1.0
2026-01-04,1.0
2026-01-05,1.0
2026-01-06,0.0
2026-01-07,0.0
2026-01-08,0.5
2026-01-09,1.0
2026-01-10,1.0
2026-01-11,1.0
2026-01-12,1.0
2026-01-13,1.0
2026-01-14,0.0
2026-01-15,1.0
2026-01-16,1.0
2026-01-17,1.0
2026-01-18,1.0
2026-01-19,1.0
2026-01-20,1.0
2026-01-21,1.0
2026-01-22,1.0
2026-01-23,0.0
2026-01-24,1.0
2026-01-25,1.0
2026-01-26,1.0
2026-01-27,0.0
2026-01-28,0.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,1.0
2026-02-01,0.0
2026-02-02,0.0
2026-02-03,0.0
2026-02-04,0.0
2026-02-05,0.0
2026-02-06,1.0
2026-02-07,0.0
2026-02-08,1.0
2026-02-09,1.0
2026-02-10,0.0
2026-02-11,0.0
2026-02-12,1.0
2026-02-13,1.0
2026-02-14,1.0
2026-02-15,0.0
2026-02-16,1.0
2026-02-17,0.0
2026-02-18,0.0
2026-02-19,1.0
2026-02-20,3.0
2026-02-21,4.0
2026-02-22,5.0
2026-02-23,4.0
2026-02-24,4.0
2026-02-25,4.0
2026-02-26,4.0
2026-02-27,4.0
2026-02-28,6.0
2026-03-01,5.0
2026-03-02,4.0
2026-03-03,4.0
2026-03-04,4.0
2026-03-05,4.0
2026-03-06,4.0
2026-03-07,6.0
2026-03-08,6.0
2026-03-09,4.0
2026-03-10,5.0
2026-03-11,4.0
2026-03-12,4.0
2026-03-13,4.0
2026-03-14,6.0
2026-03-15,5.0
2026-03-16,4.0
2026-03-17,4.0
2026-03-18,5.0
2026-03-19,4.0
2026-03-20,4.0
2026-03-21,6.0
2026-03-22,6.0
2026-03-23,5.0
2026-03-24,6.0
2026-03-25,30.0
2026-03-26,69.0
2026-03-27,75.0
2026-03-28,98.0
2026-03-29,100.0
2026-03-30,63.0
2026-03-31,44.0
2026-04-01,48.0
2026-04-02,27.0
2026-04-03,39.0
2026-04-04,48.0
2026-04-05,66.0
2026-04-06,28.0
2026-04-07,41.0
2026-04-08,45.0
2026-04-09,31.0
2026-04-10,28.0
2026-04-11,51.0
2026-04-12,54.0
2026-04-13,24.0
2026-04-14,34.0
2026-04-15,42.0
2026-04-16,45.0
2026-04-17,30.0
2026-04-18,60.0
2026-04-19,62.0
2026-04-20,30.0
2026-04-21,33.0
2026-04-22,45.0
2026-04-23,48.0
2026-04-24,30.0
2026-04-25,61.0
2026-04-26,67.0
2026-04-27,23.0
2026-04-28,36.0
2026-04-29,47.0
2026-04-30,37.0
2026-05-01,30.0
2026-05-02,59.0
2026-05-03,63.0
2026-05-04,24.0
2026-05-05,36.0
2026-05-06,43.0
2026-05-07,42.0
2026-05-08,29.0
2026-05-09,53.0
2026-05-10,65.0
2026-05-11,22.0
2026-05-12,31.0
2026-05-13,38.0
2026-05-14,41.0
2026-05-15,33.0
2026-05-16,65.0
2026-05-17,66.0
2026-05-18,23.0
2026-05-19,38.0
2026-05-20,47.0
2026-05-21,41.0
2026-05-22,36.0
2026-05-23,56.0
2026-05-24,54.0
2026-05-25,40.0
2026-05-26,30.0
2026-05-27,46.0
2026-05-28,38.0
2026-05-29,29.0
2026-05-30,58.0
2026-05-31,64.0
