Time,hustle
2023-06-06,4.24944812362031
2023-06-07,4.172185430463577
2023-06-08,4.403973509933775
2023-06-09,5.099337748344372
2023-06-10,5.0220750551876385
2023-06-11,5.176600441501104
2023-06-12,4.635761589403974
2023-06-13,4.403973509933775
2023-06-14,4.326710816777043
2023-06-15,4.481236203090508
2023-06-16,4.713024282560707
2023-06-17,4.713024282560707
2023-06-18,4.713024282560707
2023-06-19,4.481236203090508
2023-06-20,4.172185430463577
2023-06-21,4.0176600441501105
2023-06-22,4.0949227373068435
2023-06-23,4.635761589403974
2023-06-24,4.558498896247241
2023-06-25,4.9448123620309055
2023-06-26,4.326710816777043
2023-06-27,4.326710816777043
2023-06-28,4.0949227373068435
2023-06-29,4.403973509933775
2023-06-30,4.0176600441501105
2023-07-01,4.326710816777043
2023-07-02,4.867549668874172
2023-07-03,4.867549668874172
2023-07-04,5.099337748344372
2023-07-05,4.403973509933775
2023-07-06,4.558498896247241
2023-07-07,4.403973509933775
2023-07-08,4.635761589403974
2023-07-09,5.408388520971303
2023-07-10,5.099337748344372
2023-07-11,4.867549668874172
2023-07-12,4.481236203090508
2023-07-13,4.24944812362031
2023-07-14,4.558498896247241
2023-07-15,5.0220750551876385
2023-07-16,6.567328918322296
2023-07-17,4.790286975717439
2023-07-18,4.558498896247241
2023-07-19,4.713024282560707
2023-07-20,4.172185430463577
2023-07-21,4.403973509933775
2023-07-22,4.326710816777043
2023-07-23,5.099337748344372
2023-07-24,4.172185430463577
2023-07-25,4.481236203090508
2023-07-26,4.0949227373068435
2023-07-27,4.481236203090508
2023-07-28,4.326710816777043
2023-07-29,4.867549668874172
2023-07-30,5.0220750551876385
2023-07-31,4.326710816777043
2023-08-01,4.172185430463577
2023-08-02,4.326710816777043
2023-08-03,4.24944812362031
2023-08-04,4.0949227373068435
2023-08-05,4.635761589403974
2023-08-06,7.72626931567329
2023-08-07,4.867549668874172
2023-08-08,4.403973509933775
2023-08-09,4.172185430463577
2023-08-10,4.172185430463577
2023-08-11,4.24944812362031
2023-08-12,4.635761589403974
2023-08-13,5.176600441501104
2023-08-14,4.713024282560707
2023-08-15,4.558498896247241
2023-08-16,4.481236203090508
2023-08-17,4.713024282560707
2023-08-18,4.403973509933775
2023-08-19,4.867549668874172
2023-08-20,5.176600441501104
2023-08-21,4.481236203090508
2023-08-22,4.172185430463577
2023-08-23,4.403973509933775
2023-08-24,4.24944812362031
2023-08-25,4.0949227373068435
2023-08-26,4.326710816777043
2023-08-27,4.558498896247241
2023-08-28,5.176600441501104
2023-08-29,4.172185430463577
2023-08-30,4.481236203090508
2023-08-31,4.403973509933775
2023-09-01,3.785871964679912
2023-09-02,4.326710816777043
2023-09-03,4.403973509933775
2023-09-04,4.635761589403974
2023-09-05,3.940397350993378
2023-09-06,3.708609271523179
2023-09-07,4.326710816777043
2023-09-08,3.708609271523179
2023-09-09,4.24944812362031
2023-09-10,4.0949227373068435
2023-09-11,3.785871964679912
2023-09-12,3.785871964679912
2023-09-13,4.24944812362031
2023-09-14,3.708609271523179
2023-09-15,4.0949227373068435
2023-09-16,4.24944812362031
2023-09-17,4.24944812362031
2023-09-18,3.863134657836645
2023-09-19,3.5540838852097134
2023-09-20,3.708609271523179
2023-09-21,3.940397350993378
2023-09-22,4.0176600441501105
2023-09-23,4.481236203090508
2023-09-24,4.790286975717439
2023-09-25,4.481236203090508
2023-09-26,4.24944812362031
2023-09-27,4.403973509933775
2023-09-28,4.790286975717439
2023-09-29,3.940397350993378
2023-09-30,4.0949227373068435
2023-10-01,4.481236203090508
2023-10-02,4.0176600441501105
2023-10-03,3.940397350993378
2023-10-04,4.0176600441501105
2023-10-05,3.940397350993378
2023-10-06,4.0176600441501105
2023-10-07,4.172185430463577
2023-10-08,4.326710816777043
2023-10-09,3.940397350993378
2023-10-10,3.940397350993378
2023-10-11,3.5540838852097134
2023-10-12,3.863134657836645
2023-10-13,3.785871964679912
2023-10-14,4.24944812362031
2023-10-15,4.326710816777043
2023-10-16,3.940397350993378
2023-10-17,3.863134657836645
2023-10-18,5.485651214128036
2023-10-19,4.24944812362031
2023-10-20,3.785871964679912
2023-10-21,4.481236203090508
2023-10-22,4.867549668874172
2023-10-23,3.785871964679912
2023-10-24,4.0949227373068435
2023-10-25,3.708609271523179
2023-10-26,3.785871964679912
2023-10-27,3.5540838852097134
2023-10-28,4.558498896247241
2023-10-29,4.172185430463577
2023-10-30,3.631346578366446
2023-10-31,3.863134657836645
2023-11-01,4.0949227373068435
2023-11-02,3.940397350993378
2023-11-03,3.863134657836645
2023-11-04,4.481236203090508
2023-11-05,4.403973509933775
2023-11-06,3.940397350993378
2023-11-07,3.940397350993378
2023-11-08,3.863134657836645
2023-11-09,4.0949227373068435
2023-11-10,3.785871964679912
2023-11-11,4.713024282560707
2023-11-12,4.326710816777043
2023-11-13,3.785871964679912
2023-11-14,4.326710816777043
2023-11-15,4.172185430463577
2023-11-16,4.172185430463577
2023-11-17,3.940397350993378
2023-11-18,4.403973509933775
2023-11-19,4.172185430463577
2023-11-20,3.863134657836645
2023-11-21,3.940397350993378
2023-11-22,4.326710816777043
2023-11-23,4.558498896247241
2023-11-24,4.713024282560707
2023-11-25,4.713024282560707
2023-11-26,4.713024282560707
2023-11-27,4.172185430463577
2023-11-28,4.481236203090508
2023-11-29,4.24944812362031
2023-11-30,3.863134657836645
2023-12-01,4.0949227373068435
2023-12-02,5.0220750551876385
2023-12-03,4.713024282560707
2023-12-04,4.326710816777043
2023-12-05,3.785871964679912
2023-12-06,4.403973509933775
2023-12-07,4.172185430463577
2023-12-08,3.631346578366446
2023-12-09,4.635761589403974
2023-12-10,4.403973509933775
2023-12-11,3.708609271523179
2023-12-12,3.631346578366446
2023-12-13,3.708609271523179
2023-12-14,3.708609271523179
2023-12-15,3.863134657836645
2023-12-16,4.24944812362031
2023-12-17,4.558498896247241
2023-12-18,3.708609271523179
2023-12-19,3.785871964679912
2023-12-20,3.863134657836645
2023-12-21,3.863134657836645
2023-12-22,4.085040299810052
2023-12-23,4.3464756917706255
2023-12-24,4.43362082242415
2023-12-25,3.872118691924637
2023-12-26,4.472252169002516
2023-12-27,3.9978951691565277
2023-12-28,4.2593305611171015
2023-12-29,4.646542430309564
2023-12-30,4.820832691616613
2023-12-31,4.685173776887931
2024-01-01,5.246675907387443
2024-01-02,4.820832691616613
2024-01-03,4.472252169002516
2024-01-04,4.820832691616613
2024-01-05,4.2593305611171015
2024-01-06,4.472252169002516
2024-01-07,5.1208994301555535
2024-01-08,4.3464756917706255
2024-01-09,4.13355408388521
2024-01-10,4.472252169002516
2024-01-11,3.9978951691565277
2024-01-12,4.085040299810052
2024-01-13,4.297961907695468
2024-01-14,4.646542430309564
2024-01-15,4.172185430463577
2024-01-16,4.085040299810052
2024-01-17,3.9978951691565277
2024-01-18,3.9592638225781616
2024-01-19,4.172185430463577
2024-01-20,4.172185430463577
2024-01-21,4.56029570306484
2024-01-22,3.9781302941629453
2024-01-23,3.9781302941629453
2024-01-24,4.075157862313261
2024-01-25,4.2692129986138925
2024-01-26,3.784075157862314
2024-01-27,4.463268134914524
2024-01-28,4.851378407515787
2024-01-29,4.2692129986138925
2024-01-30,4.2692129986138925
2024-01-31,4.075157862313261
2024-02-01,3.9781302941629453
2024-02-02,3.88110272601263
2024-02-03,4.754350839365471
2024-02-04,4.948405975666103
2024-02-05,3.590020021561682
2024-02-06,3.590020021561682
2024-02-07,3.590020021561682
2024-02-08,3.9781302941629453
2024-02-09,4.172185430463577
2024-02-10,4.948405975666103
2024-02-11,4.948405975666103
2024-02-12,4.172185430463577
2024-02-13,4.657323271215155
2024-02-14,4.172185430463577
2024-02-15,4.172185430463577
2024-02-16,4.172185430463577
2024-02-17,5.627598952718313
2024-02-18,5.23948868011705
2024-02-19,5.045433543816419
2024-02-20,4.172185430463577
2024-02-21,4.2692129986138925
2024-02-22,3.9781302941629453
2024-02-23,4.172185430463577
2024-02-24,4.948405975666103
2024-02-25,5.045433543816419
2024-02-26,4.463268134914524
2024-02-27,4.172185430463577
2024-02-28,3.9781302941629453
2024-02-29,4.172185430463577
2024-03-01,4.56029570306484
2024-03-02,5.23948868011705
2024-03-03,5.530571384567997
2024-03-04,4.366240566764208
2024-03-05,3.9781302941629453
2024-03-06,3.784075157862314
2024-03-07,4.463268134914524
2024-03-08,4.366240566764208
2024-03-09,4.366240566764208
2024-03-10,4.172185430463577
2024-03-11,3.88110272601263
2024-03-12,3.9781302941629453
2024-03-13,3.88110272601263
2024-03-14,3.784075157862314
2024-03-15,3.88110272601263
2024-03-16,4.754350839365471
2024-03-17,4.754350839365471
2024-03-18,3.9781302941629453
2024-03-19,3.9781302941629453
2024-03-20,3.88110272601263
2024-03-21,3.4929924534113668
2024-03-22,4.56029570306484
2024-03-23,4.754350839365471
2024-03-24,4.56029570306484
2024-03-25,3.9781302941629453
2024-03-26,3.784075157862314
2024-03-27,4.172185430463577
2024-03-28,4.075157862313261
2024-03-29,3.9781302941629453
2024-03-30,4.657323271215155
2024-03-31,4.56029570306484
2024-04-01,3.9781302941629453
2024-04-02,4.075157862313261
2024-04-03,4.172185430463577
2024-04-04,3.88110272601263
2024-04-05,3.9781302941629453
2024-04-06,4.2692129986138925
2024-04-07,4.366240566764208
2024-04-08,3.590020021561682
2024-04-09,3.9781302941629453
2024-04-10,4.56029570306484
2024-04-11,4.2692129986138925
2024-04-12,4.075157862313261
2024-04-13,4.172185430463577
2024-04-14,4.56029570306484
2024-04-15,4.075157862313261
2024-04-16,4.463268134914524
2024-04-17,4.2692129986138925
2024-04-18,3.784075157862314
2024-04-19,4.075157862313261
2024-04-20,4.754350839365471
2024-04-21,5.1424611119667345
2024-04-22,4.366240566764208
2024-04-23,4.172185430463577
2024-04-24,4.463268134914524
2024-04-25,4.56029570306484
2024-04-26,4.2692129986138925
2024-04-27,5.045433543816419
2024-04-28,4.657323271215155
2024-04-29,4.754350839365471
2024-04-30,4.075157862313261
2024-05-01,3.9781302941629453
2024-05-02,3.9781302941629453
2024-05-03,4.172185430463577
2024-05-04,4.657323271215155
2024-05-05,4.948405975666103
2024-05-06,4.075157862313261
2024-05-07,4.172185430463577
2024-05-08,3.9781302941629453
2024-05-09,3.784075157862314
2024-05-10,3.9781302941629453
2024-05-11,4.172185430463577
2024-05-12,4.366240566764208
2024-05-13,3.9781302941629453
2024-05-14,4.075157862313261
2024-05-15,3.9781302941629453
2024-05-16,3.687047589711998
2024-05-17,3.784075157862314
2024-05-18,4.463268134914524
2024-05-19,4.657323271215155
2024-05-20,4.851378407515787
2024-05-21,4.56029570306484
2024-05-22,4.56029570306484
2024-05-23,4.2692129986138925
2024-05-24,4.366240566764208
2024-05-25,4.851378407515787
2024-05-26,4.463268134914524
2024-05-27,4.463268134914524
2024-05-28,4.2692129986138925
2024-05-29,4.2692129986138925
2024-05-30,4.172185430463577
2024-05-31,4.075157862313261
2024-06-01,4.463268134914524
2024-06-02,4.754350839365471
2024-06-03,4.366240566764208
2024-06-04,4.172185430463577
2024-06-05,4.075157862313261
2024-06-06,4.2692129986138925
2024-06-07,4.172185430463577
2024-06-08,4.754350839365471
2024-06-09,4.366240566764208
2024-06-10,4.075157862313261
2024-06-11,4.463268134914524
2024-06-12,4.075157862313261
2024-06-13,4.172185430463577
2024-06-14,3.9781302941629453
2024-06-15,4.56029570306484
2024-06-16,4.075157862313261
2024-06-17,3.784075157862314
2024-06-18,3.590020021561682
2024-06-19,3.88110272601263
2024-06-20,4.075157862313261
2024-06-21,3.784075157862314
2024-06-22,3.9781302941629453
2024-06-23,4.754350839365471
2024-06-24,4.2692129986138925
2024-06-25,4.075157862313261
2024-06-26,3.88110272601263
2024-06-27,3.88110272601263
2024-06-28,4.172185430463577
2024-06-29,4.463268134914524
2024-06-30,4.657323271215155
2024-07-01,7.180040043123364
2024-07-02,4.657323271215155
2024-07-03,3.9781302941629453
2024-07-04,4.754350839365471
2024-07-05,3.784075157862314
2024-07-06,5.045433543816419
2024-07-07,4.948405975666103
2024-07-08,4.56029570306484
2024-07-09,4.463268134914524
2024-07-10,4.657323271215155
2024-07-11,4.366240566764208
2024-07-12,4.2692129986138925
2024-07-13,9.702756815031574
2024-07-14,5.1424611119667345
2024-07-15,4.851378407515787
2024-07-16,4.172185430463577
2024-07-17,4.463268134914524
2024-07-18,3.9781302941629453
2024-07-19,4.366240566764208
2024-07-20,4.851378407515787
2024-07-21,4.754350839365471
2024-07-22,4.075157862313261
2024-07-23,4.172185430463577
2024-07-24,4.172185430463577
2024-07-25,4.754350839365471
2024-07-26,4.172185430463577
2024-07-27,4.657323271215155
2024-07-28,4.075157862313261
2024-07-29,4.2692129986138925
2024-07-30,4.2692129986138925
2024-07-31,3.88110272601263
2024-08-01,3.9781302941629453
2024-08-02,4.2692129986138925
2024-08-03,4.851378407515787
2024-08-04,5.433543816417681
2024-08-05,4.2692129986138925
2024-08-06,4.366240566764208
2024-08-07,4.366240566764208
2024-08-08,4.172185430463577
2024-08-09,4.56029570306484
2024-08-10,5.045433543816419
2024-08-11,4.657323271215155
2024-08-12,4.463268134914524
2024-08-13,4.366240566764208
2024-08-14,4.366240566764208
2024-08-15,4.075157862313261
2024-08-16,4.172185430463577
2024-08-17,4.56029570306484
2024-08-18,5.031234387501739
2024-08-19,4.264479946508999
2024-08-20,4.072791336260814
2024-08-21,3.785258420888537
2024-08-22,3.785258420888537
2024-08-23,4.072791336260814
2024-08-24,4.360324251633092
2024-08-25,4.552012861881277
2024-08-26,4.168635641384906
2024-08-27,3.689414115764445
2024-08-28,3.88110272601263
2024-08-29,3.5935698106403526
2024-08-30,4.168635641384906
2024-08-31,4.552012861881277
2024-09-01,4.168635641384906
2024-09-02,4.360324251633092
2024-09-03,3.49772550551626
2024-09-04,3.49772550551626
2024-09-05,3.689414115764445
2024-09-06,3.49772550551626
2024-09-07,4.02546081521188
2024-09-08,3.9296165100877873
2024-09-09,3.5935698106403526
2024-09-10,3.49772550551626
2024-09-11,2.8268153696476137
2024-09-12,3.258706374219141
2024-09-13,3.5935698106403526
2024-09-14,3.88110272601263
