Time,advantage
2022-07-05,63.190131896940386
2022-07-06,73.67307050578995
2022-07-07,64.06272040474045
2022-07-08,62.10924776094913
2022-07-09,43.92511347607727
2022-07-10,41.03320811375069
2022-07-11,63.893044938615084
2022-07-12,68.61559816701536
2022-07-13,62.855845903977
2022-07-14,66.62097289151455
2022-07-15,69.4299398730112
2022-07-16,46.57263551779047
2022-07-17,41.79246860499687
2022-07-18,69.2912871600207
2022-07-19,67.34794439480405
2022-07-20,66.35506357893004
2022-07-21,62.52155991101361
2022-07-22,58.693121182384516
2022-07-23,40.679295481048925
2022-07-24,40.65207143237956
2022-07-25,64.24394469982077
2022-07-26,66.08915426634553
2022-07-27,65.10133838975885
2022-07-28,61.286195126758976
2022-07-29,61.24504249504947
2022-07-30,42.37192375154305
2022-07-31,41.40246827987292
2022-08-01,63.94258081222499
2022-08-02,61.08043196821144
2022-08-03,64.79554268028666
2022-08-04,61.93655942332769
2022-08-05,60.019174471958564
2022-08-06,44.98399121824498
2022-08-07,38.39786801840338
2022-08-08,62.705316675737606
2022-08-09,60.792363546244886
2022-08-10,62.62047894267493
2022-08-11,62.578060076143586
2022-08-12,56.00206675487664
2022-08-13,42.90579444450331
2022-08-14,40.08036641032286
2022-08-15,64.27132146404863
2022-08-16,64.22763636269546
2022-08-17,61.39334468476219
2022-08-18,62.28112801042422
2022-08-19,58.52296531440674
2022-08-20,41.7736277982279
2022-08-21,40.817467792186996
2022-08-22,60.25737933402129
2022-08-23,66.70105111640689
2022-08-24,70.3585481440888
2022-08-25,70.31043122085923
2022-08-26,61.01727294267838
2022-08-27,46.193550904210575
2022-08-28,42.46894343097162
2022-08-29,68.27275396141616
2022-08-30,71.51123892738053
2022-08-31,62.53423190049307
2022-09-01,70.01251580463371
2022-09-02,66.2063302856061
2022-09-03,45.98490965822406
2022-09-04,41.26215749639262
2022-09-05,47.79672204623313
2022-09-06,66.02409947702203
2022-09-07,72.5324877429225
2022-09-08,74.35366759346913
2022-09-09,67.75739638893094
2022-09-10,45.76325614437721
2022-09-11,46.66528337959656
2022-09-12,74.60503360192871
2022-09-13,69.4347917086
2022-09-14,76.36515329090854
2022-09-15,75.85624671197914
2022-09-16,66.49898201281927
2022-09-17,47.40122875878349
2022-09-18,48.29743755582506
2022-09-19,76.57409028350187
2022-09-20,71.88140674011561
2022-09-21,75.54023195246597
2022-09-22,73.16152601316392
2022-09-23,67.10148675122248
2022-09-24,46.69830859418331
2022-09-25,46.21292544807075
2022-09-26,72.95734118957036
2022-09-27,72.5687953213316
2022-09-28,64.98364927230533
2022-09-29,68.70264691995278
2022-09-30,66.77353193236824
2022-10-01,48.870245418111914
2022-10-02,47.89677969483367
2022-10-03,76.01790660899641
2022-10-04,75.0266244267462
2022-10-05,77.78535372813168
2022-10-06,77.73058461351418
2022-10-07,69.25313670985967
2022-10-08,50.500439816278
2022-10-09,50.46480689833408
2022-10-10,74.7098873783558
2022-10-11,83.05602138069844
2022-10-12,77.40196992580914
2022-10-13,82.93856472525367
2022-10-14,68.91132464513836
2022-10-15,53.04273213459671
2022-10-16,49.28546209360208
2022-10-17,83.63290592463787
2022-10-18,88.21649093517938
2022-10-19,85.36999907663574
2022-10-20,86.2365660460822
2022-10-21,74.12920278964006
2022-10-22,52.77944446312219
2022-10-23,54.592422532963575
2022-10-24,81.36791769198936
2022-10-25,83.15780035205228
2022-10-26,86.7916749179448
2022-10-27,85.80699142420274
2022-10-28,73.75967623318459
2022-10-29,50.67348462351968
2022-10-30,49.71651562151176
2022-10-31,76.36135674807649
2022-11-01,81.82272649852831
2022-11-02,84.52008799678815
2022-11-03,82.62330658289346
2022-11-04,73.39014967672912
2022-11-05,52.252869120173145
2022-11-06,46.71891379613185
2022-11-07,79.63956200338065
2022-11-08,67.69056727113369
2022-11-09,74.95435718981389
2022-11-10,73.98683028619295
2022-11-11,62.98028744123603
2022-11-12,49.25328768824079
2022-11-13,47.39477866769329
2022-11-14,85.61314915039219
2022-11-15,82.82076653761523
2022-11-16,76.39450935894574
2022-11-17,79.97427467907158
2022-11-18,72.65109656381817
2022-11-19,49.00385726263335
2022-11-20,43.52731052861283
2022-11-21,70.68040983863241
2022-11-22,66.1014439100466
2022-11-23,56.100040493206954
2022-11-24,31.646282287999654
2022-11-25,46.07950087969373
2022-11-26,43.33726829957859
2022-11-27,46.012194256910774
2022-11-28,75.72936155732589
2022-11-29,77.47569287323513
2022-11-30,83.72048611793095
2022-12-01,84.55867872679246
2022-12-02,75.50764562345262
2022-12-03,49.403237085704
2022-12-04,48.469363493474546
2022-12-05,89.69209365839005
2022-12-06,87.83358463784255
2022-12-07,85.08211389381601
2022-12-08,71.59530640251684
2022-12-09,63.49398374382596
2022-12-10,41.106593247172356
2022-12-11,40.18327755655592
2022-12-12,66.03033724248732
2022-12-13,64.19822297597236
2022-12-14,64.1507124187138
2022-12-15,62.3225573653037
2022-12-16,55.159067511947136
2022-12-17,39.11611045646218
2022-12-18,31.091992453316447
2022-12-19,52.37328358767832
2022-12-20,55.88244294076713
2022-12-21,51.409056028311454
2022-12-22,45.17086147212376
2022-12-23,38.94190507984746
2022-12-24,26.531502852553412
2022-12-25,21.20936542962321
2022-12-26,33.556420247239174
2022-12-27,48.53221020263039
2022-12-28,51.141149274881236
2022-12-29,49.34070871320531
2022-12-30,44.901634980991915
2022-12-31,34.31080951204739
2023-01-01,30.76865671641791
2023-01-02,44.84382488367537
2023-01-03,55.40704409364572
2023-01-04,61.57641677299163
2023-01-05,61.589451219710234
2023-01-06,59.84241464738801
2023-01-07,40.49019893149689
2023-01-08,39.61835650277103
2023-01-09,64.28337139258113
2023-01-10,63.41618412339762
2023-01-11,65.19152406573737
2023-01-12,63.4429978423616
2023-01-13,64.33774365603585
2023-01-14,43.19473286812435
2023-01-15,37.91358877909341
2023-01-16,54.67764954691601
2023-01-17,66.1562834789287
2023-01-18,67.05251894365651
2023-01-19,67.94912682114771
2023-01-20,64.43289511708166
2023-01-21,44.14143026229132
2023-01-22,42.384710958121
2023-01-23,71.53928245874643
2023-01-24,72.43775240005458
2023-01-25,68.03515416949048
2023-01-26,70.70077097234383
2023-01-27,64.52804657812744
2023-01-28,45.09073454580202
2023-01-29,42.447276302370284
2023-01-30,67.22233916376172
2023-01-31,68.12118151783326
2023-02-01,71.67502691100158
2023-02-02,74.3452988733973
2023-02-03,66.39369661558894
2023-02-04,46.92808121324598
2023-02-05,46.937950151475775
2023-02-06,71.75044049558777
2023-02-07,75.30949966744352
2023-02-08,70.00824528918959
2023-02-09,70.90932211984146
2023-02-10,66.49145496597845
2023-02-11,48.770641659377375
2023-02-12,43.45933213651196
2023-02-13,68.30757410590925
2023-02-14,68.32191199729972
2023-02-15,72.7736687126311
2023-02-16,66.57524783774089
2023-02-17,64.81350096126482
2023-02-18,45.29016158059662
2023-02-19,42.63497233511815
2023-02-20,59.52379137867594
2023-02-21,72.8652822524247
2023-02-22,71.10297675680354
2023-02-23,72.89582009902257
2023-02-24,69.35445053342777
2023-02-25,48.914020573281995
2023-02-26,44.47660174934108
2023-02-27,72.06717755084979
2023-02-28,69.41254692451638
2023-03-01,70.31716167642044
2023-03-02,71.22214884108789
2023-03-03,65.89426695025168
2023-03-04,46.31376221040334
2023-03-05,46.32344494225144
2023-03-06,73.06377825531084
2023-03-07,76.64387874829805
2023-03-08,73.0943161019087
2023-03-09,70.43484410965125
2023-03-10,63.31542232126788
2023-03-11,49.94935220513546
2023-03-12,43.71480729219655
2023-03-13,59.78578375771983
2023-03-14,63.368304933669066
2023-03-15,66.05961821719623
2023-03-16,66.0733974894416
2023-03-17,58.049547155535876
2023-03-18,41.983039643173264
2023-03-19,41.991791343112894
2023-03-20,68.80940030457542
2023-03-21,72.39899732302904
2023-03-22,67.05007411106136
2023-03-23,67.9582267842176
2023-03-24,64.39488486558288
2023-03-25,44.72798036462839
2023-03-26,45.63203649738736
2023-03-27,73.38442564458843
2023-03-28,68.92410343569911
2023-03-29,67.14783246145088
2023-03-30,67.16179794007795
2023-03-31,64.48873288195682
2023-04-01,43.897289546256964
2023-04-02,43.01036440061387
2023-04-03,67.21765985458624
2023-04-04,67.23162533321332
2023-04-05,64.55576717936677
2023-04-06,65.46596812272166
2023-04-07,56.5097582860394
2023-04-08,42.16682534190554
2023-04-09,34.99675541770131
2023-04-10,67.31541820497576
2023-04-11,71.81800926250968
2023-04-12,69.13917180655604
2023-04-13,65.56111958376745
2023-04-14,69.16784758933694
2023-04-15,43.12655718279111
2023-04-16,45.831463532181964
2023-04-17,70.10970361757987
2023-04-18,70.12422771535202
2023-04-19,69.23953704628926
2023-04-20,70.15327591089633
2023-04-21,61.17192821268535
2023-04-22,43.1891225270404
2023-04-23,44.99797961808513
2023-04-24,73.81195549695856
2023-04-25,72.92689241513239
2023-04-26,74.34903483752898
2023-04-27,70.53641472589158
2023-04-28,65.31457025958764
2023-04-29,41.956389927227626
2023-04-30,43.88024411557159
2023-05-01,77.2992726228583
2023-05-02,75.39926448927007
2023-05-03,70.62390844949019
2023-05-04,68.27072009753573
2023-05-05,58.2479045760701
2023-05-06,40.09952348469818
2023-05-07,40.10779803078473
2023-05-08,71.65599461691492
2023-05-09,69.75202959771568
2023-05-10,66.88770278174057
2023-05-11,62.610764982531876
2023-05-12,61.211956547341345
2023-05-13,40.665767399801496
2023-05-14,34.91197590632255
2023-05-15,67.4651889071387
2023-05-16,67.93120572794295
2023-05-17,65.57106955037153
2023-05-18,70.84264275848672
2023-05-19,62.26161594203848
2023-05-20,38.29226940499143
2023-05-21,37.8475615769923
2023-05-22,60.37616681991897
2023-05-23,65.19929643450229
2023-05-24,56.551641137751986
2023-05-25,58.0920043554309
2023-05-26,50.96837266636582
2023-05-27,38.74392354925546
2023-05-28,37.73209745438676
2023-05-29,37.739848295024785
2023-05-30,60.19211754065151
2023-05-31,60.20447698923647
2023-06-01,59.19621209141768
2023-06-02,55.125026743490594
2023-06-03,38.79964580897748
2023-06-04,36.76510054591097
2023-06-05,58.22334968191852
2023-06-06,62.3219771953478
2023-06-07,67.44416180569252
2023-06-08,58.25917113459696
2023-06-09,53.159610599628095
2023-06-10,41.92289712675473
2023-06-11,37.84060922331912
2023-06-12,59.32986172187877
2023-06-13,58.3188735557277
2023-06-14,64.47089972837004
2023-06-15,56.295640330349116
2023-06-16,53.23586211293192
2023-06-17,39.93506638969578
2023-06-18,35.846494020877984
2023-06-19,52.24414630728621
2023-06-20,58.40245694531073
2023-06-21,60.464025409520616
2023-06-22,55.351267497249175
2023-06-23,54.33734658058641
2023-06-24,41.01769746120373
2023-06-25,37.94912099225147
2023-06-26,61.55168405333433
2023-06-27,59.512111217962065
2023-06-28,64.65566301060622
2023-06-29,54.40396191363755
2023-06-30,57.49516245796567
2023-07-01,42.10326128322337
2023-07-02,39.030495170683
2023-07-03,52.39371658338215
2023-07-04,36.99134129966955
2023-07-05,55.49832398719226
2023-07-06,57.565548470246114
2023-07-07,59.63361088201761
2023-07-08,44.22013304279648
2023-07-09,43.200556107289756
2023-07-10,66.8716198410384
2023-07-11,66.8852361826998
2023-07-12,67.92806564012061
2023-07-13,58.67708808251212
2023-07-14,56.629764406501835
2023-07-15,44.28318717879771
2023-07-16,42.23209282355812
2023-07-17,62.845892126042436
2023-07-18,61.828200530150376
2023-07-19,69.05552589802146
2023-07-20,59.7915604452898
2023-07-21,54.64821813482506
2023-07-22,43.31493337724548
2023-07-23,39.197661949849056
2023-07-24,63.96706791856111
2023-07-25,61.91618304550094
2023-07-26,57.80016851118094
2023-07-27,59.876610210128675
2023-07-28,56.79106568464453
2023-07-29,41.31097251237227
2023-07-30,37.187416619593655
2023-07-31,56.82563024424653
2023-08-01,57.87055452346139
2023-08-02,57.88228552550813
2023-08-03,60.995481698673885
2023-08-04,56.87171632371587
2023-08-05,42.403868210671114
2023-08-06,36.205755958559436
2023-08-07,61.044919493013715
2023-08-08,58.98754067239195
2023-08-09,66.2450314740975
2023-08-10,60.04670973980642
2023-08-11,59.02336212507039
2023-08-12,39.35686840619769
2023-08-13,40.40074527451552
2023-08-14,61.13143563310843
2023-08-15,62.18013059155261
2023-08-16,64.2657895063942
2023-08-17,61.16851397886332
2023-08-18,65.32872925303799
2023-08-19,41.48693754307338
2023-08-20,39.42055098873714
2023-08-21,63.29313657907445
2023-08-22,66.41932064736338
2023-08-23,64.35670477225645
2023-08-24,65.4079135168535
2023-08-25,60.228959235889725
2023-08-26,41.545592553307095
2023-08-27,42.59282113649542
2023-08-28,63.382585469680855
2023-08-29,65.47390040336641
2023-08-30,69.6450087508702
2023-08-31,69.65904405689041
2023-09-01,65.51349253527417
2023-09-02,43.68445994171783
2023-09-03,43.69325819325289
2023-09-04,49.94520736547194
2023-09-05,71.81068985824493
2023-09-06,69.74325589301166
2023-09-07,71.83959839900298
2023-09-08,65.60587417639226
2023-09-09,47.91233795984068
2023-09-10,47.92197414009336
2023-09-11,72.93940700922222
2023-09-12,78.16507581619356
2023-09-13,69.84150303515312
2023-09-14,74.0260182421389
2023-09-15,67.78391473235193
2023-09-16,47.97979122160944
2023-09-17,47.98942740186212
2023-09-18,77.21588489296728
2023-09-19,78.27505396038175
2023-09-20,73.07138078224806
2023-09-21,86.65916709127056
2023-09-22,65.79063745862842
2023-09-23,51.180760427946346
2023-09-24,51.19102505473724
2023-09-25,76.27947238268477
2023-09-26,74.20449705899289
2023-09-27,78.40074326802541
2023-09-28,83.64421806024627
2023-09-29,72.15759234734142
2023-09-30,54.39052788581831
2023-10-01,52.309058614564826
2023-10-02,85.77567248455219
2023-10-03,83.67267204021276
2023-10-04,81.57021713945059
2023-10-05,88.87902844069188
2023-10-06,73.18494699737926
2023-10-07,51.22277998934388
2023-10-08,51.21609708052227
2023-10-09,72.11121587443562
2023-10-10,83.59629593939435
2023-10-11,77.3164811877602
2023-10-12,83.57447419630338
2023-10-13,75.20720699228211
2023-10-14,55.35363225025322
2023-10-15,56.39067556762518
2023-10-16,93.97218454888662
2023-10-17,93.95990981839795
2023-10-18,93.94763508790928
2023-10-19,85.5855505478721
2023-10-20,79.31282786274252
2023-10-21,56.34648653786596
2023-10-22,57.38243876808336
2023-10-23,92.84308075284964
2023-10-24,100.0
2023-10-25,90.73298824200563
2023-10-26,87.59280809439993
2023-10-27,74.02709487176996
2023-10-28,50.03994015094537
2023-10-29,50.033393628018075
2023-10-30,85.46253047119676
2023-10-31,88.57761561424786
2023-11-01,84.39820997496109
2023-11-02,88.55443001221369
2023-11-03,72.91763064451486
2023-11-04,55.20183474987665
2023-11-05,51.028975633517184
2023-11-06,81.2191598474746
2023-11-07,86.4141962187253
2023-11-08,89.52587171441841
2023-11-09,82.22810767061691
2023-11-10,73.89152729281732
2023-11-11,52.02946753121176
2023-11-12,49.941742307035994
2023-11-13,85.30595946451903
2023-11-14,85.29477582118491
2023-11-15,89.44376740603865
2023-11-16,82.15268627105874
2023-11-17,70.70443039756601
2023-11-18,49.90246316947225
2023-11-19,48.856418383075265
2023-11-20,68.5978839199743
2023-11-21,70.66733343431136
2023-11-22,63.38443545299059
2023-11-23,37.40229791612685
2023-11-24,49.863184031908496
2023-11-25,46.740597664669885
2023-11-26,48.81154742384446
2023-11-27,79.95735257626562
2023-11-28,89.29128797619049
2023-11-29,93.43209640738507
2023-11-30,86.15383554647114
2023-12-01,87.18037714998056
2023-12-02,53.961712835864354
2023-12-03,53.954620769359785
2023-12-04,91.29581780483191
2023-12-05,100.0
2023-12-06,100.0
2023-12-07,90.22276861135985
2023-12-08,79.8418337237778
2023-12-09,48.72821564241581
2023-12-10,43.53863470693786
2023-12-11,72.55484416562746
2023-12-12,71.5089357651248
2023-12-13,71.49952513841683
2023-12-14,69.4179372794854
2023-12-15,66.30094273391384
2023-12-16,42.46844961724649
2023-12-17,38.32013996186436
2023-12-18,57.99041206192909
2023-12-19,64.19521457168803
2023-12-20,57.97513684176541
2023-12-21,57.967499231683576
2023-12-22,47.48709001503507
2023-12-23,36.106129881269275
2023-12-24,26.70992890114714
2023-12-25,25.71565841480747
2023-12-26,46.471440461854634
2023-12-27,59.81499704143732
2023-12-28,53.391692959304834
2023-12-29,55.83831269563497
2023-12-30,40.50635152926726
2023-12-31,36.0680620353771
2024-01-01,35.07346792149159
2024-01-02,65.18915496358221
2024-01-03,65.69723269903884
2024-01-04,79.49699446994443
2024-01-05,64.69057768000745
2024-01-06,46.40404386962065
2024-01-07,43.43076093020132
2024-01-08,64.14861729631396
2024-01-09,65.64520725941962
2024-01-10,68.08631376934383
2024-01-11,75.9855557539067
2024-01-12,67.07992574303776
2024-01-13,46.8771536487492
2024-01-14,38.449926211409846
2024-01-15,55.713110444650525
2024-01-16,64.0808404417136
2024-01-17,72.44635590171303
2024-01-18,70.97720344721745
2024-01-19,68.99284767219342
2024-01-20,48.12695930360017
2024-01-21,46.23351100558769
2024-01-22,77.36012947933973
2024-01-23,71.69014529001987
2024-01-24,79.2259908406946
2024-01-25,74.5002966589112
2024-01-26,72.60460146108046
2024-01-27,49.96797993918645
2024-01-28,48.07602957438616
2024-01-29,73.51830866553497
2024-01-30,82.9327480098681
2024-01-31,80.09488487655149
2024-02-01,79.14210658081271
2024-02-02,73.47936240201838
2024-02-03,49.92166883737665
2024-02-04,49.91505296568953
2024-02-05,78.15849582645663
2024-02-06,78.14813512173907
2024-02-07,76.25493647926196
2024-02-08,94.12941411120958
2024-02-09,72.47003712751992
2024-02-10,50.81640222114358
2024-02-11,46.10506323264352
2024-02-12,69.61881742306139
2024-02-13,80.89762019553724
2024-02-14,71.48143326245656
2024-02-15,74.29320739232776
2024-02-16,68.64157288485706
2024-02-17,47.94870525135112
2024-02-18,47.942339035199375
2024-02-19,72.37391974640524
2024-02-20,75.18369663199353
2024-02-21,77.05305317084347
2024-02-22,82.68009660808094
2024-02-23,66.69894244637811
2024-02-24,50.722032428776444
2024-02-25,48.83694759119862
2024-02-26,79.8190155099756
2024-02-27,77.93056032267037
2024-02-28,77.92019961795282
2024-02-29,72.27780236529054
2024-03-01,76.0223823480715
2024-03-02,47.859578225226606
2024-03-03,45.97661545969936
2024-03-04,80.68291643512522
2024-03-05,83.48632710456175
2024-03-06,76.90975089354522
2024-03-07,69.39712330765921
2024-03-08,70.32556018870014
2024-03-09,45.93991609600103
2024-03-10,43.12152609444273
2024-03-11,68.42287463587924
2024-03-12,71.22528668317432
2024-03-13,66.5305497877759
2024-03-14,70.26938769324352
2024-03-15,61.8288225373873
2024-03-16,44.96042465797843
2024-03-17,43.08133155324931
2024-03-18,71.1683652211116
2024-03-19,73.0314803715775
2024-03-20,74.89409621097266
2024-03-21,79.56436686390553
2024-03-22,65.51485829712568
2024-03-23,43.982680808703364
2024-03-24,44.912490795188766
2024-03-25,70.16640478490635
2024-03-26,71.0924699383613
2024-03-27,72.9535878445443
2024-03-28,68.26796337618661
2024-03-29,57.038217916409565
2024-03-30,42.07175662321549
2024-03-31,39.261730082091844
2024-04-01,71.03554847629859
2024-04-02,71.0260615659548
2024-04-03,82.22971802228643
2024-04-04,71.94139153138917
2024-04-05,65.39252708479792
2024-04-06,53.241085443434734
2024-04-07,50.432182352220224
2024-04-08,67.23392220368724
2024-04-09,79.36277001910007
2024-04-10,70.95016628320451
2024-04-11,70.94067937286073
2024-04-12,68.13127697057547
2024-04-13,42.92629546578901
2024-04-14,42.92055338847567
2024-04-15,77.43324649622767
2024-04-16,71.82605067405154
2024-04-17,69.95107688565592
2024-04-18,71.80682719782861
2024-04-19,65.27019587247014
2024-04-20,42.8861009245956
2024-04-21,43.812540561353615
2024-04-22,73.6324940179901
2024-04-23,69.89490439019929
2024-04-24,67.09012061531826
2024-04-25,68.94449782204644
2024-04-26,62.41435754060741
2024-04-27,41.91447363593692
2024-04-28,41.90885638639126
2024-04-29,72.63228117053237
2024-04-30,71.691486340491
2024-05-01,68.8890742931959
2024-05-02,69.81064564701435
2024-05-03,65.14786466014236
2024-05-04,43.73627079530027
2024-05-05,40.9391015142478
2024-05-06,67.91257872159765
2024-05-07,70.69401970392227
2024-05-08,66.96429422549541
2024-05-09,70.6750458832347
2024-05-10,61.36745910803683
2024-05-11,39.97646182486219
2024-05-12,33.46417191420158
2024-05-13,68.77822723549482
2024-05-14,70.62761133151577
2024-05-15,67.83056687823097
2024-05-16,68.75051547106955
2024-05-17,59.45191629514476
2024-05-18,41.79651139547799
2024-05-19,38.07614799962724
2024-05-20,63.14219619898431
2024-05-21,64.9905816728638
2024-05-22,56.62703524966702
2024-05-23,64.9731057853884
2024-05-24,56.61180626200989
2024-05-25,38.9733779387478
2024-05-26,33.401258719290155
2024-05-27,38.96289240626256
2024-05-28,60.29160063336419
2024-05-29,57.50117205176653
2024-05-30,60.27537302356561
2024-05-31,56.558504805209935
2024-06-01,39.86374235064588
2024-06-02,39.858374756635584
2024-06-03,60.242917803968446
2024-06-04,56.528046829895665
2024-06-05,60.22669019416986
2024-06-06,66.70365384657664
2024-06-07,53.72625892143899
2024-06-08,40.75235917379642
2024-06-09,37.042606138198586
2024-06-10,62.03800182104798
2024-06-11,59.25219186685452
2024-06-12,58.318512219570984
2024-06-13,59.236213912591296
2024-06-14,53.67557884776034
2024-06-15,39.78859603450168
2024-06-16,36.0824630041666
2024-06-17,58.27919147275135
2024-06-18,57.346385619841584
2024-06-19,53.639378795132735
2024-06-20,55.48152288062815
2024-06-21,58.247734875295635
2024-06-22,40.67546526890468
2024-06-23,39.74565528241927
2024-06-24,60.072527901083326
2024-06-25,59.14034618701198
2024-06-26,58.208414128475994
2024-06-27,60.048186486385454
2024-06-28,54.49791212627206
2024-06-29,39.713449718357474
2024-06-30,40.63152589468083
2024-07-01,58.169093381656346
2024-07-02,61.85400569148559
2024-07-03,58.153365082928495
2024-07-04,39.68661174830598
2024-07-05,46.14098157476241
2024-07-06,39.675876560285374
2024-07-07,38.747938990315184
2024-07-08,60.88137978068546
2024-07-09,60.87314114801848
2024-07-10,59.02051153003783
2024-07-11,57.16838122312791
2024-07-12,51.628966878802785
2024-07-13,38.71648239285947
2024-07-14,33.18106253710016
2024-07-15,58.058995290561356
2024-07-16,57.12968461514667
2024-07-17,61.728553784965776
2024-07-18,64.4837809360773
2024-07-19,51.58003439387168
2024-07-20,40.52167745912119
2024-07-21,38.67454026291852
2024-07-22,58.00394624501385
2024-07-23,57.996082095649925
2024-07-24,62.5904574658325
2024-07-25,60.74132302534692
2024-07-26,51.53110190894057
2024-07-27,40.48323050667532
2024-07-28,36.797943713543035
2024-07-29,54.26960213918277
2024-07-30,58.860731987405636
2024-07-31,58.852743010274025
2024-08-01,57.00585546960672
2024-08-02,57.917440602010636
2024-08-03,41.36398318046193
2024-08-04,37.68206673705704
2024-08-05,55.13699824182748
2024-08-06,56.96715886162549
2024-08-07,60.63422080067628
2024-08-08,56.033104731038904
2024-08-09,54.188588917957546
2024-08-10,40.40633660178357
2024-08-11,34.891638155459376
2024-08-12,56.92072293204801
2024-08-13,59.666837656118766
2024-08-14,62.412203413583455
2024-08-15,62.40371512538112
2024-08-16,57.807342510915646
2024-08-17,38.53298557436781
2024-08-18,38.52774280812518
2024-08-19,60.5353572086726
2024-08-20,63.278351238551345
2024-08-21,56.85106903768178
2024-08-22,63.26112500661131
2024-08-23,56.83559039448929
2024-08-24,43.079177426225364
2024-08-25,43.07331052114434
2024-08-26,60.47768678000379
2024-08-27,65.50856882628156
2024-08-28,62.293367378750766
2024-08-29,68.69655782045783
2024-08-30,65.02387863186136
2024-08-31,41.206700193183366
2024-09-01,43.03224218557716
2024-09-02,47.84381867007222
2024-09-03,65.64427481788506
2024-09-04,67.82145781430094
2024-09-05,70.01661607068964
2024-09-06,62.84926262769384
2024-09-07,47.127125546446464
2024-09-08,46.87829813314542
2024-09-09,78.97700169597242
2024-09-10,77.43794042859098
2024-09-11,73.47960947398244
2024-09-12,82.50849059401664
2024-09-13,69.8043888639455
2024-09-14,51.62195844171061
2024-09-15,48.92465154372664
