Time,rebel_wilson
2023-06-21,1.751451800232288
2023-06-22,1.6910569105691058
2023-06-23,1.6910569105691058
2023-06-24,2.2950058072009294
2023-06-25,2.2950058072009294
2023-06-26,1.6910569105691058
2023-06-27,1.751451800232288
2023-06-28,1.751451800232288
2023-06-29,2.415795586527294
2023-06-30,3.2009291521486647
2023-07-01,1.872241579558653
2023-07-02,1.9930313588850175
2023-07-03,1.9326364692218352
2023-07-04,2.596980255516841
2023-07-05,1.570267131242741
2023-07-06,1.4494773519163764
2023-07-07,1.5098722415795587
2023-07-08,2.0534262485481998
2023-07-09,3.9256678281068527
2023-07-10,2.234610917537747
2023-07-11,1.2682926829268293
2023-07-12,1.389082462253194
2023-07-13,1.6910569105691058
2023-07-14,1.8118466898954706
2023-07-15,2.6573751451800236
2023-07-16,3.0801393728222997
2023-07-17,2.234610917537747
2023-07-18,3.140534262485482
2023-07-19,2.717770034843206
2023-07-20,1.9326364692218352
2023-07-21,1.8118466898954706
2023-07-22,2.8989547038327528
2023-07-23,2.1742160278745644
2023-07-24,1.9326364692218352
2023-07-25,1.3286875725900118
2023-07-26,1.570267131242741
2023-07-27,1.872241579558653
2023-07-28,1.9930313588850175
2023-07-29,1.9930313588850175
2023-07-30,1.872241579558653
2023-07-31,1.570267131242741
2023-08-01,1.4494773519163764
2023-08-02,1.6306620209059235
2023-08-03,1.570267131242741
2023-08-04,1.389082462253194
2023-08-05,1.872241579558653
2023-08-06,2.6573751451800236
2023-08-07,2.4761904761904763
2023-08-08,2.5365853658536586
2023-08-09,2.113821138211382
2023-08-10,1.751451800232288
2023-08-11,1.9930313588850175
2023-08-12,2.234610917537747
2023-08-13,3.744483159117306
2023-08-14,2.5365853658536586
2023-08-15,2.0534262485481998
2023-08-16,1.4494773519163764
2023-08-17,1.389082462253194
2023-08-18,1.1475029036004647
2023-08-19,1.6910569105691058
2023-08-20,1.9326364692218352
2023-08-21,1.3286875725900118
2023-08-22,1.9326364692218352
2023-08-23,1.3286875725900118
2023-08-24,1.1475029036004647
2023-08-25,0.9059233449477353
2023-08-26,1.2682926829268293
2023-08-27,1.4494773519163764
2023-08-28,1.0267131242740999
2023-08-29,0.9059233449477353
2023-08-30,1.0267131242740999
2023-08-31,0.8455284552845529
2023-09-01,1.2682926829268293
2023-09-02,1.6306620209059235
2023-09-03,1.570267131242741
2023-09-04,1.5098722415795587
2023-09-05,1.1475029036004647
2023-09-06,0.9059233449477353
2023-09-07,0.7247386759581882
2023-09-08,1.0267131242740999
2023-09-09,1.4494773519163764
2023-09-10,1.6306620209059235
2023-09-11,0.9663182346109176
2023-09-12,1.0267131242740999
2023-09-13,1.2682926829268293
2023-09-14,0.9059233449477353
2023-09-15,1.1475029036004647
2023-09-16,1.2682926829268293
2023-09-17,1.872241579558653
2023-09-18,0.9663182346109176
2023-09-19,1.2682926829268293
2023-09-20,1.4494773519163764
2023-09-21,1.8118466898954706
2023-09-22,1.751451800232288
2023-09-23,1.751451800232288
2023-09-24,1.9930313588850175
2023-09-25,2.0534262485481998
2023-09-26,1.389082462253194
2023-09-27,1.2682926829268293
2023-09-28,1.2682926829268293
2023-09-29,1.2682926829268293
2023-09-30,2.2950058072009294
2023-10-01,1.872241579558653
2023-10-02,0.8455284552845529
2023-10-03,1.0871080139372822
2023-10-04,0.8455284552845529
2023-10-05,1.751451800232288
2023-10-06,1.207897793263647
2023-10-07,1.6910569105691058
2023-10-08,1.872241579558653
2023-10-09,1.389082462253194
2023-10-10,1.5098722415795587
2023-10-11,1.207897793263647
2023-10-12,1.207897793263647
2023-10-13,1.1475029036004647
2023-10-14,1.5098722415795587
2023-10-15,1.2682926829268293
2023-10-16,1.207897793263647
2023-10-17,1.207897793263647
2023-10-18,1.872241579558653
2023-10-19,1.6910569105691058
2023-10-20,1.872241579558653
2023-10-21,3.3821138211382116
2023-10-22,3.623693379790941
2023-10-23,3.0197444831591174
2023-10-24,1.6910569105691058
2023-10-25,1.570267131242741
2023-10-26,1.8118466898954706
2023-10-27,1.4494773519163764
2023-10-28,1.570267131242741
2023-10-29,1.0267131242740999
2023-10-30,1.0267131242740999
2023-10-31,1.3286875725900118
2023-11-01,1.0267131242740999
2023-11-02,1.0871080139372822
2023-11-03,0.9059233449477353
2023-11-04,2.4761904761904763
2023-11-05,2.5365853658536586
2023-11-06,1.751451800232288
2023-11-07,2.3554006968641117
2023-11-08,1.872241579558653
2023-11-09,1.389082462253194
2023-11-10,1.9326364692218352
2023-11-11,2.6573751451800236
2023-11-12,2.717770034843206
2023-11-13,1.4494773519163764
2023-11-14,1.6306620209059235
2023-11-15,1.6910569105691058
2023-11-16,1.4494773519163764
2023-11-17,1.570267131242741
2023-11-18,2.1742160278745644
2023-11-19,2.415795586527294
2023-11-20,1.872241579558653
2023-11-21,1.6910569105691058
2023-11-22,2.1742160278745644
2023-11-23,2.0534262485481998
2023-11-24,2.113821138211382
2023-11-25,1.4494773519163764
2023-11-26,1.570267131242741
2023-11-27,1.570267131242741
2023-11-28,0.9059233449477353
2023-11-29,1.2682926829268293
2023-11-30,0.9663182346109176
2023-12-01,1.3286875725900118
2023-12-02,1.2682926829268293
2023-12-03,1.3286875725900118
2023-12-04,1.389082462253194
2023-12-05,1.389082462253194
2023-12-06,1.0871080139372822
2023-12-07,1.0871080139372822
2023-12-08,1.0267131242740999
2023-12-09,1.0267131242740999
2023-12-10,1.4494773519163764
2023-12-11,1.1475029036004647
2023-12-12,0.6039488966318235
2023-12-13,0.6643437862950059
2023-12-14,0.8455284552845529
2023-12-15,0.7851335656213705
2023-12-16,1.0871080139372822
2023-12-17,1.751451800232288
2023-12-18,1.2682926829268293
2023-12-19,1.1475029036004647
2023-12-20,1.389082462253194
2023-12-21,1.0871080139372822
2023-12-22,1.40793404630991
2023-12-23,1.6256000214832866
2023-12-24,1.6859949111464692
2023-12-25,1.3475391566467276
2023-12-26,1.3173417118151365
2023-12-27,2.205635334635758
2023-12-28,1.3173417118151365
2023-12-29,1.3475391566467276
2023-12-30,2.5440910891354993
2023-12-31,2.5440910891354993
2024-01-01,2.6950783132934553
2024-01-02,1.3475391566467276
2024-01-03,1.2871442669835451
2024-01-04,1.6256000214832866
2024-01-05,1.1965519324887717
2024-01-06,2.0848455553093928
2024-01-07,2.6044859787986816
2024-01-08,1.2267493773203628
2024-01-09,1.3173417118151365
2024-01-10,1.3173417118151365
2024-01-11,1.6256000214832866
2024-01-12,1.3777366014783188
2024-01-13,1.7161923559780603
2024-01-14,1.7463898008096514
2024-01-15,4.320678334776742
2024-01-16,3.462582156787712
2024-01-17,3.4323847119561206
2024-01-18,3.093928957456379
2024-01-19,2.6950783132934553
2024-01-20,4.230086000281968
2024-01-21,2.6119917020805223
2024-01-22,1.7413278013870148
2024-01-23,2.6119917020805223
2024-01-24,2.1766597517337685
2024-01-25,1.3059958510402612
2024-01-26,1.7413278013870148
2024-01-27,1.7413278013870148
2024-01-28,2.1766597517337685
2024-01-29,1.3059958510402612
2024-01-30,0.8706639006935074
2024-01-31,0.8706639006935074
2024-02-01,1.3059958510402612
2024-02-02,0.8706639006935074
2024-02-03,1.3059958510402612
2024-02-04,2.1766597517337685
2024-02-05,0.8706639006935074
2024-02-06,0.4353319503467537
2024-02-07,1.3059958510402612
2024-02-08,1.7413278013870148
2024-02-09,1.7413278013870148
2024-02-10,2.1766597517337685
2024-02-11,2.1766597517337685
2024-02-12,1.3059958510402612
2024-02-13,1.3059958510402612
2024-02-14,1.3059958510402612
2024-02-15,1.7413278013870148
2024-02-16,1.3059958510402612
2024-02-17,2.6119917020805223
2024-02-18,2.1766597517337685
2024-02-19,1.7413278013870148
2024-02-20,1.3059958510402612
2024-02-21,1.7413278013870148
2024-02-22,1.3059958510402612
2024-02-23,0.8706639006935074
2024-02-24,2.6119917020805223
2024-02-25,3.0473236524272758
2024-02-26,1.7413278013870148
2024-02-27,1.3059958510402612
2024-02-28,0.8706639006935074
2024-02-29,1.3059958510402612
2024-03-01,1.3059958510402612
2024-03-02,2.1766597517337685
2024-03-03,3.0473236524272758
2024-03-04,2.1766597517337685
2024-03-05,0.8706639006935074
2024-03-06,1.3059958510402612
2024-03-07,0.8706639006935074
2024-03-08,1.3059958510402612
2024-03-09,2.1766597517337685
2024-03-10,1.7413278013870148
2024-03-11,1.3059958510402612
2024-03-12,1.3059958510402612
2024-03-13,1.7413278013870148
2024-03-14,0.8706639006935074
2024-03-15,1.3059958510402612
2024-03-16,2.1766597517337685
2024-03-17,1.7413278013870148
2024-03-18,1.7413278013870148
2024-03-19,1.7413278013870148
2024-03-20,1.7413278013870148
2024-03-21,1.3059958510402612
2024-03-22,1.3059958510402612
2024-03-23,4.788651453814291
2024-03-24,6.529979255201305
2024-03-25,29.1672406732325
2024-03-26,16.54261411317664
2024-03-27,13.05995851040261
2024-03-28,19.589937765603917
2024-03-29,11.318630709015597
2024-03-30,8.706639006935074
2024-03-31,16.107282162829886
2024-04-01,28.29657677253899
2024-04-02,14.801286311789626
2024-04-03,24.378589219418206
2024-04-04,39.615207481554584
2024-04-05,43.53319503467537
2024-04-06,27.861244822192237
2024-04-07,13.495290460749365
2024-04-08,6.529979255201305
2024-04-09,8.706639006935074
2024-04-10,7.400643155894813
2024-04-11,4.788651453814291
2024-04-12,4.788651453814291
2024-04-13,5.223983404161045
2024-04-14,7.400643155894813
2024-04-15,4.788651453814291
2024-04-16,4.353319503467537
2024-04-17,4.353319503467537
2024-04-18,3.0473236524272758
2024-04-19,3.9179875531207835
2024-04-20,3.0473236524272758
2024-04-21,3.4826556027740296
2024-04-22,3.9179875531207835
2024-04-23,6.965311205548059
2024-04-24,3.9179875531207835
2024-04-25,4.788651453814291
2024-04-26,4.788651453814291
2024-04-27,3.4826556027740296
2024-04-28,3.4826556027740296
2024-04-29,3.0473236524272758
2024-04-30,3.4826556027740296
2024-05-01,3.0473236524272758
2024-05-02,2.6119917020805223
2024-05-03,2.6119917020805223
2024-05-04,2.6119917020805223
2024-05-05,3.9179875531207835
2024-05-06,5.6593153545077985
2024-05-07,4.788651453814291
2024-05-08,3.4826556027740296
2024-05-09,3.4826556027740296
2024-05-10,2.6119917020805223
2024-05-11,3.0473236524272758
2024-05-12,3.4826556027740296
2024-05-13,2.1766597517337685
2024-05-14,2.6119917020805223
2024-05-15,2.1766597517337685
2024-05-16,1.7413278013870148
2024-05-17,2.1766597517337685
2024-05-18,2.6119917020805223
2024-05-19,2.6119917020805223
2024-05-20,2.6119917020805223
2024-05-21,1.7413278013870148
2024-05-22,1.7413278013870148
2024-05-23,2.1766597517337685
2024-05-24,1.7413278013870148
2024-05-25,2.1766597517337685
2024-05-26,2.6119917020805223
2024-05-27,2.6119917020805223
2024-05-28,1.7413278013870148
2024-05-29,2.1766597517337685
2024-05-30,2.1766597517337685
2024-05-31,1.7413278013870148
2024-06-01,1.7413278013870148
2024-06-02,2.6119917020805223
2024-06-03,2.1766597517337685
2024-06-04,1.7413278013870148
2024-06-05,1.7413278013870148
2024-06-06,1.7413278013870148
2024-06-07,1.3059958510402612
2024-06-08,2.1766597517337685
2024-06-09,1.7413278013870148
2024-06-10,1.7413278013870148
2024-06-11,1.3059958510402612
2024-06-12,1.7413278013870148
2024-06-13,1.7413278013870148
2024-06-14,1.3059958510402612
2024-06-15,2.6119917020805223
2024-06-16,2.6119917020805223
2024-06-17,1.7413278013870148
2024-06-18,1.3059958510402612
2024-06-19,1.3059958510402612
2024-06-20,1.7413278013870148
2024-06-21,2.1766597517337685
2024-06-22,2.1766597517337685
2024-06-23,3.0473236524272758
2024-06-24,1.7413278013870148
2024-06-25,1.7413278013870148
2024-06-26,2.1766597517337685
2024-06-27,1.7413278013870148
2024-06-28,1.3059958510402612
2024-06-29,1.7413278013870148
2024-06-30,1.7413278013870148
2024-07-01,1.3059958510402612
2024-07-02,1.3059958510402612
2024-07-03,1.3059958510402612
2024-07-04,1.7413278013870148
2024-07-05,2.6119917020805223
2024-07-06,2.6119917020805223
2024-07-07,2.6119917020805223
2024-07-08,3.0473236524272758
2024-07-09,1.7413278013870148
2024-07-10,3.0473236524272758
2024-07-11,3.0473236524272758
2024-07-12,2.1766597517337685
2024-07-13,2.6119917020805223
2024-07-14,2.6119917020805223
2024-07-15,1.7413278013870148
2024-07-16,1.7413278013870148
2024-07-17,1.3059958510402612
2024-07-18,1.7413278013870148
2024-07-19,1.7413278013870148
2024-07-20,2.6119917020805223
2024-07-21,2.6119917020805223
2024-07-22,1.7413278013870148
2024-07-23,1.7413278013870148
2024-07-24,1.3059958510402612
2024-07-25,1.3059958510402612
2024-07-26,1.7413278013870148
2024-07-27,2.1766597517337685
2024-07-28,1.7413278013870148
2024-07-29,1.3059958510402612
2024-07-30,1.7413278013870148
2024-07-31,1.3059958510402612
2024-08-01,1.3059958510402612
2024-08-02,1.3059958510402612
2024-08-03,1.7413278013870148
2024-08-04,2.1766597517337685
2024-08-05,1.7413278013870148
2024-08-06,1.7413278013870148
2024-08-07,1.3059958510402612
2024-08-08,1.3059958510402612
2024-08-09,1.3059958510402612
2024-08-10,1.7413278013870148
2024-08-11,2.1766597517337685
2024-08-12,1.3059958510402612
2024-08-13,0.8706639006935074
2024-08-14,1.3059958510402612
2024-08-15,1.3059958510402612
2024-08-16,1.3059958510402612
2024-08-17,2.1766597517337685
2024-08-18,2.1984263492511062
2024-08-19,1.3059958510402612
2024-08-20,1.175396265936235
2024-08-21,1.3059958510402612
2024-08-22,0.9577302907628582
2024-08-23,1.654261411317664
2024-08-24,1.240696058488248
2024-08-25,1.7195612038696773
2024-08-26,1.240696058488248
2024-08-27,1.240696058488248
2024-08-28,1.240696058488248
2024-08-29,1.371295643592274
2024-08-30,1.371295643592274
2024-08-31,1.7195612038696773
2024-09-01,2.1984263492511062
2024-09-02,2.6772914946325352
2024-09-03,1.240696058488248
2024-09-04,0.9577302907628582
2024-09-05,1.371295643592274
2024-09-06,1.7848609964216902
2024-09-07,2.6772914946325352
2024-09-08,2.133126556699093
2024-09-09,0.8924304982108451
2024-09-10,0.9577302907628582
2024-09-11,1.3059958510402612
2024-09-12,1.371295643592274
