Time,inter_miami
2024-02-23,2.926829268292683
2024-02-24,3.512195121951219
2024-02-25,6.439024390243902
2024-02-26,22.829268292682926
2024-02-27,3.512195121951219
2024-02-28,2.926829268292683
2024-02-29,2.926829268292683
2024-03-01,2.926829268292683
2024-03-02,18.73170731707317
2024-03-03,11.707317073170731
2024-03-04,2.926829268292683
2024-03-05,2.926829268292683
2024-03-06,3.512195121951219
2024-03-07,5.853658536585366
2024-03-08,26.926829268292682
2024-03-09,4.682926829268292
2024-03-10,18.146341463414632
2024-03-11,7.024390243902438
2024-03-12,3.512195121951219
2024-03-13,8.195121951219512
2024-03-14,21.65853658536585
2024-03-15,4.682926829268292
2024-03-16,18.73170731707317
2024-03-17,7.024390243902438
2024-03-18,3.512195121951219
2024-03-19,2.926829268292683
2024-03-20,2.926829268292683
2024-03-21,2.926829268292683
2024-03-22,2.926829268292683
2024-03-23,11.707317073170731
2024-03-24,4.097560975609756
2024-03-25,1.7560975609756095
2024-03-26,1.7560975609756095
2024-03-27,1.7560975609756095
2024-03-28,1.7560975609756095
2024-03-29,2.341463414634146
2024-03-30,7.024390243902438
2024-03-31,9.365853658536585
2024-04-01,2.341463414634146
2024-04-02,2.926829268292683
2024-04-03,9.365853658536585
2024-04-04,20.48780487804878
2024-04-05,3.512195121951219
2024-04-06,8.195121951219512
2024-04-07,14.048780487804876
2024-04-08,2.926829268292683
2024-04-09,4.682926829268292
2024-04-10,9.365853658536585
2024-04-11,39.21951219512195
2024-04-12,3.512195121951219
2024-04-13,5.853658536585366
2024-04-14,20.48780487804878
2024-04-15,2.341463414634146
2024-04-16,2.341463414634146
2024-04-17,2.341463414634146
2024-04-18,2.341463414634146
2024-04-19,2.341463414634146
2024-04-20,7.024390243902438
2024-04-21,12.878048780487804
2024-04-22,2.341463414634146
2024-04-23,2.341463414634146
2024-04-24,2.341463414634146
2024-04-25,2.341463414634146
2024-04-26,2.341463414634146
2024-04-27,8.195121951219512
2024-04-28,16.97560975609756
2024-04-29,2.341463414634146
2024-04-30,1.7560975609756095
2024-05-01,1.7560975609756095
2024-05-02,1.7560975609756095
2024-05-03,2.341463414634146
2024-05-04,7.024390243902438
2024-05-05,17.560975609756095
2024-05-06,2.341463414634146
2024-05-07,1.7560975609756095
2024-05-08,1.7560975609756095
2024-05-09,2.341463414634146
2024-05-10,2.341463414634146
2024-05-11,7.024390243902438
2024-05-12,15.804878048780488
2024-05-13,2.341463414634146
2024-05-14,2.341463414634146
2024-05-15,5.853658536585366
2024-05-16,8.195121951219512
2024-05-17,1.7560975609756095
2024-05-18,7.609756097560975
2024-05-19,14.634146341463413
2024-05-20,1.7560975609756095
2024-05-21,2.341463414634146
2024-05-22,2.341463414634146
2024-05-23,1.7560975609756095
2024-05-24,2.341463414634146
2024-05-25,4.682926829268292
2024-05-26,12.878048780487804
2024-05-27,2.341463414634146
2024-05-28,1.7560975609756095
2024-05-29,5.268292682926829
2024-05-30,9.951219512195122
2024-05-31,2.341463414634146
2024-06-01,5.853658536585366
2024-06-02,12.878048780487804
2024-06-03,1.7560975609756095
2024-06-04,1.7560975609756095
2024-06-05,2.341463414634146
2024-06-06,2.341463414634146
2024-06-07,1.7560975609756095
2024-06-08,2.341463414634146
2024-06-09,2.341463414634146
2024-06-10,1.7560975609756095
2024-06-11,1.170731707317073
2024-06-12,1.170731707317073
2024-06-13,1.170731707317073
2024-06-14,1.170731707317073
2024-06-15,4.682926829268292
2024-06-16,10.536585365853657
2024-06-17,1.170731707317073
2024-06-18,1.170731707317073
2024-06-19,4.097560975609756
2024-06-20,8.195121951219512
2024-06-21,1.170731707317073
2024-06-22,1.7560975609756095
2024-06-23,1.7560975609756095
2024-06-24,1.170731707317073
2024-06-25,1.170731707317073
2024-06-26,1.170731707317073
2024-06-27,1.170731707317073
2024-06-28,1.170731707317073
2024-06-29,1.7560975609756095
2024-06-30,8.195121951219512
2024-07-01,1.170731707317073
2024-07-02,1.170731707317073
2024-07-03,2.926829268292683
2024-07-04,7.609756097560975
2024-07-05,1.170731707317073
2024-07-06,2.926829268292683
2024-07-07,8.195121951219512
2024-07-08,1.170731707317073
2024-07-09,1.170731707317073
2024-07-10,1.170731707317073
2024-07-11,1.170731707317073
2024-07-12,0.5853658536585366
2024-07-13,1.170731707317073
2024-07-14,1.7560975609756095
2024-07-15,2.341463414634146
2024-07-16,1.7560975609756095
2024-07-17,3.512195121951219
2024-07-18,7.609756097560975
2024-07-19,1.170731707317073
2024-07-20,3.512195121951219
2024-07-21,8.780487804878048
2024-07-22,1.7560975609756095
2024-07-23,1.170731707317073
2024-07-24,1.170731707317073
2024-07-25,1.170731707317073
2024-07-26,1.170731707317073
2024-07-27,3.512195121951219
2024-07-28,11.707317073170731
2024-07-29,1.170731707317073
2024-07-30,1.170731707317073
2024-07-31,1.170731707317073
2024-08-01,1.170731707317073
2024-08-02,1.170731707317073
2024-08-03,4.682926829268292
2024-08-04,14.048780487804876
2024-08-05,1.7560975609756095
2024-08-06,1.170731707317073
2024-08-07,1.170731707317073
2024-08-08,4.097560975609756
2024-08-09,10.536585365853657
2024-08-10,1.7560975609756095
2024-08-11,1.7560975609756095
2024-08-12,1.170731707317073
2024-08-13,5.268292682926829
2024-08-14,9.951219512195122
2024-08-15,1.170731707317073
2024-08-16,1.170731707317073
2024-08-17,1.170731707317073
2024-08-18,1.4634146341463414
2024-08-19,1.170731707317073
2024-08-20,1.170731707317073
2024-08-21,1.170731707317073
2024-08-22,1.170731707317073
2024-08-23,1.170731707317073
2024-08-24,4.97560975609756
2024-08-25,9.95121951219512
2024-08-26,1.4634146341463414
2024-08-27,1.170731707317073
2024-08-28,1.170731707317073
2024-08-29,1.170731707317073
2024-08-30,1.4634146341463414
2024-08-31,3.5121951219512195
2024-09-01,11.707317073170731
2024-09-02,1.4634146341463414
2024-09-03,1.170731707317073
2024-09-04,1.170731707317073
2024-09-05,1.170731707317073
2024-09-06,0.8780487804878048
2024-09-07,1.4634146341463414
2024-09-08,1.170731707317073
2024-09-09,0.8780487804878048
2024-09-10,1.170731707317073
2024-09-11,1.170731707317073
2024-09-12,1.170731707317073
2024-09-13,1.4634146341463414
2024-09-14,7.024390243902438
2024-09-15,18.146341463414636
2024-09-16,1.7560975609756095
2024-09-17,1.7560975609756095
2024-09-18,6.439024390243902
2024-09-19,11.707317073170731
2024-09-20,2.341463414634146
2024-09-21,16.390243902439025
2024-09-22,4.682926829268292
2024-09-23,1.7560975609756095
2024-09-24,1.7560975609756095
2024-09-25,1.7560975609756095
2024-09-26,1.7560975609756095
2024-09-27,1.7560975609756095
2024-09-28,7.024390243902438
2024-09-29,13.463414634146341
2024-09-30,1.7560975609756095
2024-10-01,1.7560975609756095
2024-10-02,5.853658536585366
2024-10-03,22.24390243902439
2024-10-04,2.341463414634146
2024-10-05,12.878048780487804
2024-10-06,5.268292682926829
2024-10-07,1.7560975609756095
2024-10-08,1.170731707317073
2024-10-09,1.170731707317073
2024-10-10,1.170731707317073
2024-10-11,1.170731707317073
2024-10-12,1.7560975609756095
2024-10-13,1.7560975609756095
2024-10-14,1.170731707317073
2024-10-15,1.170731707317073
2024-10-16,1.170731707317073
2024-10-17,1.170731707317073
2024-10-18,1.7560975609756095
2024-10-19,11.121951219512194
2024-10-20,14.634146341463413
2024-10-21,1.7560975609756095
2024-10-22,1.7560975609756095
2024-10-23,2.341463414634146
2024-10-24,2.341463414634146
2024-10-25,7.609756097560975
2024-10-26,28.097560975609753
2024-10-27,2.926829268292683
2024-10-28,2.341463414634146
2024-10-29,1.7560975609756095
2024-10-30,1.7560975609756095
2024-10-31,2.341463414634146
2024-11-01,2.341463414634146
2024-11-02,12.292682926829267
2024-11-03,18.146341463414632
2024-11-04,2.341463414634146
2024-11-05,1.7560975609756095
2024-11-06,1.170731707317073
2024-11-07,1.7560975609756095
2024-11-08,2.341463414634146
2024-11-09,5.853658536585366
2024-11-10,33.36585365853659
2024-11-11,1.7560975609756095
2024-11-12,1.170731707317073
2024-11-13,1.170731707317073
2024-11-14,0.5853658536585366
2024-11-15,0.5853658536585366
2024-11-16,0.5853658536585366
2024-11-17,0.5853658536585366
2024-11-18,0.5853658536585366
2024-11-19,1.170731707317073
2024-11-20,1.170731707317073
2024-11-21,0.5853658536585366
2024-11-22,1.170731707317073
2024-11-23,1.170731707317073
2024-11-24,1.170731707317073
2024-11-25,0.5853658536585366
2024-11-26,1.170731707317073
2024-11-27,1.170731707317073
2024-11-28,0.5853658536585366
2024-11-29,0.5853658536585366
2024-11-30,0.5853658536585366
2024-12-01,1.170731707317073
2024-12-02,0.5853658536585366
2024-12-03,0.5853658536585366
2024-12-04,0.5853658536585366
2024-12-05,1.170731707317073
2024-12-06,1.170731707317073
2024-12-07,1.170731707317073
2024-12-08,1.170731707317073
2024-12-09,1.170731707317073
2024-12-10,1.170731707317073
2024-12-11,1.170731707317073
2024-12-12,1.170731707317073
2024-12-13,1.170731707317073
2024-12-14,1.170731707317073
2024-12-15,1.170731707317073
2024-12-16,1.170731707317073
2024-12-17,1.170731707317073
2024-12-18,1.170731707317073
2024-12-19,1.7560975609756095
2024-12-20,1.7560975609756095
2024-12-21,1.170731707317073
2024-12-22,1.170731707317073
2024-12-23,0.5853658536585366
2024-12-24,0.5853658536585366
2024-12-25,1.170731707317073
2024-12-26,1.170731707317073
2024-12-27,1.170731707317073
2024-12-28,1.170731707317073
2024-12-29,1.170731707317073
2024-12-30,0.5853658536585366
2024-12-31,0.5853658536585366
2025-01-01,0.5853658536585366
2025-01-02,1.170731707317073
2025-01-03,1.170731707317073
2025-01-04,1.170731707317073
2025-01-05,1.170731707317073
2025-01-06,1.170731707317073
2025-01-07,1.170731707317073
2025-01-08,1.170731707317073
2025-01-09,1.170731707317073
2025-01-10,1.170731707317073
2025-01-11,1.170731707317073
2025-01-12,1.7560975609756095
2025-01-13,1.170731707317073
2025-01-14,1.7560975609756095
2025-01-15,1.7560975609756095
2025-01-16,1.7560975609756095
2025-01-17,2.341463414634146
2025-01-18,7.609756097560975
2025-01-19,58.536585365853654
2025-01-20,4.682926829268292
