Time,american express
2025-06-25,81.0
2025-06-26,84.0
2025-06-27,92.0
2025-06-28,76.0
2025-06-29,73.0
2025-06-30,86.0
2025-07-01,96.0
2025-07-02,82.0
2025-07-03,82.0
2025-07-04,66.0
2025-07-05,61.0
2025-07-06,67.0
2025-07-07,79.0
2025-07-08,90.0
2025-07-09,83.0
2025-07-10,80.0
2025-07-11,83.0
2025-07-12,71.0
2025-07-13,72.0
2025-07-14,90.0
2025-07-15,91.0
2025-07-16,84.0
2025-07-17,80.0
2025-07-18,82.0
2025-07-19,80.0
2025-07-20,77.0
2025-07-21,100.0
2025-07-22,82.0
2025-07-23,82.0
2025-07-24,79.0
2025-07-25,84.0
2025-07-26,70.0
2025-07-27,72.0
2025-07-28,88.0
2025-07-29,88.0
2025-07-30,93.0
2025-07-31,89.0
2025-08-01,95.0
2025-08-02,73.0
2025-08-03,68.0
2025-08-04,86.0
2025-08-05,89.0
2025-08-06,97.0
2025-08-07,83.0
2025-08-08,81.0
2025-08-09,75.0
2025-08-10,68.0
2025-08-11,83.0
2025-08-12,78.0
2025-08-13,77.0
2025-08-14,81.0
2025-08-15,78.0
2025-08-16,68.0
2025-08-17,65.0
2025-08-18,81.0
2025-08-19,79.0
2025-08-20,79.0
2025-08-21,78.0
2025-08-22,74.0
2025-08-23,66.0
2025-08-24,63.0
2025-08-25,80.0
2025-08-26,72.0
2025-08-27,78.0
2025-08-28,90.0
2025-08-29,77.0
2025-08-30,63.0
2025-08-31,60.0
2025-09-01,74.0
2025-09-02,84.0
2025-09-03,85.0
2025-09-04,77.0
2025-09-05,75.0
2025-09-06,63.0
2025-09-07,59.0
2025-09-08,83.0
2025-09-09,80.0
2025-09-10,67.0
2025-09-11,73.0
2025-09-12,68.0
2025-09-13,61.0
2025-09-14,58.0
2025-09-15,76.0
2025-09-16,75.0
2025-09-17,73.0
2025-09-18,98.0
2025-09-19,99.0
2025-09-20,78.0
2025-09-21,73.0
2025-09-22,82.0
2025-09-23,88.0
2025-09-24,79.0
2025-09-25,79.0
2025-09-26,77.0
2025-09-27,73.0
2025-09-28,72.0
2025-09-29,85.0
2025-09-30,100.0
2025-10-01,84.0
2025-10-02,79.0
2025-10-03,79.0
2025-10-04,66.0
2025-10-05,66.0
2025-10-06,86.0
2025-10-07,82.0
2025-10-08,82.0
2025-10-09,81.0
2025-10-10,75.0
2025-10-11,70.0
2025-10-12,63.0
2025-10-13,83.0
2025-10-14,78.0
2025-10-15,76.0
2025-10-16,83.0
2025-10-17,80.0
2025-10-18,68.0
2025-10-19,65.0
2025-10-20,85.0
2025-10-21,76.0
2025-10-22,75.0
2025-10-23,73.0
2025-10-24,76.0
2025-10-25,57.0
2025-10-26,62.0
2025-10-27,79.0
2025-10-28,73.0
2025-10-29,72.0
2025-10-30,78.0
2025-10-31,77.0
2025-11-01,74.0
2025-11-02,77.0
2025-11-03,86.0
2025-11-04,86.0
2025-11-05,83.0
2025-11-06,75.0
2025-11-07,77.0
2025-11-08,71.0
2025-11-09,69.0
2025-11-10,86.0
2025-11-11,81.0
2025-11-12,77.0
2025-11-13,83.0
2025-11-14,76.0
2025-11-15,70.0
2025-11-16,65.0
2025-11-17,80.0
2025-11-18,81.0
2025-11-19,83.0
2025-11-20,77.0
2025-11-21,78.0
2025-11-22,68.0
2025-11-23,65.0
2025-11-24,77.0
2025-11-25,77.0
2025-11-26,82.0
2025-11-27,61.0
2025-11-28,79.0
2025-11-29,75.0
2025-11-30,78.0
2025-12-01,90.0
2025-12-02,91.0
2025-12-03,83.0
2025-12-04,84.0
2025-12-05,74.0
2025-12-06,71.0
2025-12-07,69.0
2025-12-08,81.0
2025-12-09,82.0
2025-12-10,80.0
2025-12-11,63.0
2025-12-12,66.5
2025-12-13,60.5
2025-12-14,53.0
2025-12-15,66.0
2025-12-16,62.5
2025-12-17,67.5
2025-12-18,64.5
2025-12-19,60.0
2025-12-20,59.0
2025-12-21,58.0
2025-12-22,67.5
2025-12-23,63.0
2025-12-24,59.0
2025-12-25,45.0
2025-12-26,68.5
2025-12-27,66.0
2025-12-28,63.5
2025-12-29,71.5
2025-12-30,65.5
2025-12-31,74.0
2026-01-01,57.5
2026-01-02,70.0
2026-01-03,67.0
2026-01-04,60.5
2026-01-05,69.0
2026-01-06,70.5
2026-01-07,63.0
2026-01-08,63.0
2026-01-09,61.5
2026-01-10,46.0
2026-01-11,42.0
2026-01-12,42.0
2026-01-13,46.0
2026-01-14,43.0
2026-01-15,46.0
2026-01-16,45.0
2026-01-17,43.0
2026-01-18,45.0
2026-01-19,51.0
2026-01-20,47.0
2026-01-21,56.0
2026-01-22,69.0
2026-01-23,71.0
2026-01-24,87.0
2026-01-25,100.0
2026-01-26,67.0
2026-01-27,48.0
2026-01-28,50.0
2026-01-29,47.0
2026-01-30,49.0
2026-01-31,46.0
2026-02-01,46.0
2026-02-02,52.0
2026-02-03,46.0
2026-02-04,47.0
2026-02-05,43.0
2026-02-06,42.0
2026-02-07,42.0
2026-02-08,37.0
2026-02-09,40.0
2026-02-10,44.0
2026-02-11,43.0
2026-02-12,42.0
2026-02-13,44.0
2026-02-14,43.0
2026-02-15,41.0
2026-02-16,46.0
2026-02-17,42.0
2026-02-18,40.0
2026-02-19,46.0
2026-02-20,44.0
2026-02-21,43.0
2026-02-22,44.0
2026-02-23,48.0
2026-02-24,45.0
2026-02-25,48.0
2026-02-26,45.0
2026-02-27,49.0
2026-02-28,42.0
2026-03-01,44.0
2026-03-02,48.0
2026-03-03,50.0
2026-03-04,42.0
2026-03-05,45.0
2026-03-06,46.0
2026-03-07,43.0
2026-03-08,42.0
2026-03-09,45.0
2026-03-10,45.0
2026-03-11,45.0
2026-03-12,43.0
2026-03-13,45.0
2026-03-14,43.0
2026-03-15,46.0
2026-03-16,45.0
2026-03-17,46.0
2026-03-18,46.0
2026-03-19,46.0
2026-03-20,45.0
2026-03-21,44.0
2026-03-22,40.0
2026-03-23,46.0
2026-03-24,46.0
2026-03-25,46.0
2026-03-26,44.0
2026-03-27,45.0
2026-03-28,41.0
2026-03-29,43.0
2026-03-30,51.0
2026-03-31,47.0
2026-04-01,50.0
2026-04-02,49.0
2026-04-03,44.0
2026-04-04,41.0
2026-04-05,42.0
2026-04-06,50.0
2026-04-07,46.0
2026-04-08,50.0
2026-04-09,48.0
2026-04-10,46.0
2026-04-11,45.0
2026-04-12,44.0
2026-04-13,47.0
2026-04-14,50.0
2026-04-15,51.0
2026-04-16,49.0
2026-04-17,52.0
2026-04-18,45.0
2026-04-19,42.0
2026-04-20,47.0
2026-04-21,49.0
2026-04-22,47.0
2026-04-23,47.0
2026-04-24,45.0
2026-04-25,43.0
2026-04-26,44.0
2026-04-27,44.0
2026-04-28,43.0
2026-04-29,44.0
2026-04-30,44.0
2026-05-01,45.0
2026-05-02,42.0
2026-05-03,39.0
2026-05-04,44.0
2026-05-05,47.0
2026-05-06,45.0
2026-05-07,45.0
2026-05-08,45.0
2026-05-09,39.0
2026-05-10,39.0
2026-05-11,45.0
2026-05-12,43.0
2026-05-13,48.0
2026-05-14,47.0
2026-05-15,51.0
2026-05-16,46.0
2026-05-17,43.0
2026-05-18,46.0
2026-05-19,49.0
2026-05-20,47.0
2026-05-21,47.0
2026-05-22,46.0
2026-05-23,41.0
2026-05-24,41.0
2026-05-25,44.0
2026-05-26,44.0
2026-05-27,49.0
2026-05-28,47.0
2026-05-29,46.0
2026-05-30,41.0
2026-05-31,43.0
