Time,american_express
2024-09-23,63.71631443579393
2024-09-24,59.63193530529433
2024-09-25,62.899438609694016
2024-09-26,56.36443200089464
2024-09-27,56.36443200089464
2024-09-28,56.36443200089464
2024-09-29,48.19567373989541
2024-09-30,62.899438609694016
2024-10-01,67.80069356629355
2024-10-02,64.53319026189386
2024-10-03,60.44881113139425
2024-10-04,62.899438609694016
2024-10-05,51.4631770442951
2024-10-06,48.19567373989541
2024-10-07,62.08256278359409
2024-10-08,57.99818365309448
2024-10-09,59.63193530529433
2024-10-10,56.36443200089464
2024-10-11,55.547556174794714
2024-10-12,50.64630121819518
2024-10-13,48.19567373989541
2024-10-14,64.53319026189386
2024-10-15,57.99818365309448
2024-10-16,57.99818365309448
2024-10-17,62.899438609694016
2024-10-18,62.08256278359409
2024-10-19,50.64630121819518
2024-10-20,48.19567373989541
2024-10-21,57.99818365309448
2024-10-22,57.99818365309448
2024-10-23,57.99818365309448
2024-10-24,58.8150594791944
2024-10-25,53.91380452259487
2024-10-26,45.74504626159565
2024-10-27,44.92817043549572
2024-10-28,53.91380452259487
2024-10-29,59.63193530529433
2024-10-30,55.547556174794714
2024-10-31,55.547556174794714
2024-11-01,63.71631443579393
2024-11-02,52.280052870395025
2024-11-03,49.012549565995336
2024-11-04,60.44881113139425
2024-11-05,53.09692869649495
2024-11-06,42.47754295719596
2024-11-07,55.547556174794714
2024-11-08,59.63193530529433
2024-11-09,50.64630121819518
2024-11-10,46.56192208769557
2024-11-11,60.44881113139425
2024-11-12,62.08256278359409
2024-11-13,63.71631443579393
2024-11-14,59.63193530529433
2024-11-15,59.63193530529433
2024-11-16,49.012549565995336
2024-11-17,49.82942539209526
2024-11-18,62.08256278359409
2024-11-19,60.44881113139425
2024-11-20,66.1669419140937
2024-11-21,57.181307826994555
2024-11-22,56.36443200089464
2024-11-23,51.4631770442951
2024-11-24,49.012549565995336
2024-11-25,58.8150594791944
2024-11-26,58.8150594791944
2024-11-27,60.44881113139425
2024-11-28,40.84379130499612
2024-11-29,56.36443200089464
2024-11-30,55.547556174794714
2024-12-01,57.99818365309448
2024-12-02,70.25132104459331
2024-12-03,68.61756939239348
2024-12-04,69.4344452184934
2024-12-05,61.26568695749417
2024-12-06,61.26568695749417
2024-12-07,53.09692869649495
2024-12-08,50.64630121819518
2024-12-09,64.53319026189386
2024-12-10,60.44881113139425
2024-12-11,62.899438609694016
2024-12-12,59.63193530529433
2024-12-13,58.8150594791944
2024-12-14,56.36443200089464
2024-12-15,52.280052870395025
2024-12-16,57.99818365309448
2024-12-17,65.35006608799378
2024-12-18,63.71631443579393
2024-12-19,61.26568695749417
2024-12-20,62.08256278359409
2024-12-21,57.99818365309448
2024-12-22,50.64630121819518
2024-12-23,67.80069356629355
2024-12-24,59.63193530529433
2024-12-25,42.47754295719596
2024-12-26,65.35006608799378
2024-12-27,70.25132104459331
2024-12-28,60.44881113139425
2024-12-29,53.09692869649495
2024-12-30,70.25132104459331
2024-12-31,68.61756939239348
2025-01-01,53.09692869649495
2025-01-02,73.51882434899301
2025-01-03,75.15257600119284
2025-01-04,63.71631443579393
2025-01-05,54.73068034869479
2025-01-06,62.08256278359409
2025-01-07,65.35006608799378
2025-01-08,66.98381774019363
2025-01-09,63.71631443579393
2025-01-10,58.8150594791944
2025-01-11,59.63193530529433
2025-01-12,54.73068034869479
2025-01-13,68.61756939239348
2025-01-14,68.61756939239348
2025-01-15,72.70194852289308
2025-01-16,81.68758260999223
2025-01-17,75.96945182729277
2025-01-18,71.06819687069324
2025-01-19,60.44881113139425
2025-01-20,65.35006608799378
2025-01-21,62.899438609694016
2025-01-22,61.26568695749417
2025-01-23,63.71631443579393
2025-01-24,62.08256278359409
2025-01-25,53.91380452259487
2025-01-26,53.91380452259487
2025-01-27,60.44881113139425
2025-01-28,62.899438609694016
2025-01-29,58.8150594791944
2025-01-30,62.08256278359409
2025-01-31,62.899438609694016
2025-02-01,61.26568695749417
2025-02-02,55.547556174794714
2025-02-03,61.26568695749417
2025-02-04,60.44881113139425
2025-02-05,58.8150594791944
2025-02-06,60.44881113139425
2025-02-07,58.8150594791944
2025-02-08,50.64630121819518
2025-02-09,48.19567373989541
2025-02-10,53.91380452259487
2025-02-11,64.53319026189386
2025-02-12,59.63193530529433
2025-02-13,62.08256278359409
2025-02-14,58.8150594791944
2025-02-15,54.73068034869479
2025-02-16,57.99818365309448
2025-02-17,61.26568695749417
2025-02-18,67.80069356629355
2025-02-19,61.26568695749417
2025-02-20,61.26568695749417
2025-02-21,65.35006608799378
2025-02-22,55.547556174794714
2025-02-23,57.181307826994555
2025-02-24,56.36443200089464
2025-02-25,60.44881113139425
2025-02-26,61.26568695749417
2025-02-27,57.99818365309448
2025-02-28,68.61756939239348
2025-03-01,60.44881113139425
2025-03-02,62.899438609694016
2025-03-03,59.63193530529433
2025-03-04,62.899438609694016
2025-03-05,60.44881113139425
2025-03-06,56.36443200089464
2025-03-07,60.44881113139425
2025-03-08,56.36443200089464
2025-03-09,51.4631770442951
2025-03-10,62.08256278359409
2025-03-11,67.80069356629355
2025-03-12,61.26568695749417
2025-03-13,60.44881113139425
2025-03-14,61.26568695749417
2025-03-15,56.36443200089464
2025-03-16,53.91380452259487
2025-03-17,61.26568695749417
2025-03-18,60.44881113139425
2025-03-19,57.99818365309448
2025-03-20,59.63193530529433
2025-03-21,55.547556174794714
2025-03-22,51.4631770442951
2025-03-23,50.64630121819518
2025-03-24,55.547556174794714
2025-03-25,61.26568695749417
2025-03-26,56.36443200089464
2025-03-27,57.99818365309448
2025-03-28,56.36443200089464
2025-03-29,53.09692869649495
2025-03-30,52.280052870395025
2025-03-31,59.63193530529433
2025-04-01,60.44881113139425
2025-04-02,59.63193530529433
2025-04-03,61.26568695749417
2025-04-04,57.99818365309448
2025-04-05,52.280052870395025
2025-04-06,53.09692869649495
2025-04-07,60.44881113139425
2025-04-08,66.1669419140937
2025-04-09,58.8150594791944
2025-04-10,57.181307826994555
2025-04-11,60.44881113139425
2025-04-12,53.09692869649495
2025-04-13,51.4631770442951
2025-04-14,59.63193530529433
2025-04-15,60.40342914105537
2025-04-16,56.37577749847936
2025-04-17,57.181307826994555
2025-04-18,57.181307826994555
2025-04-19,46.709413556296944
2025-04-20,44.701260483801306
2025-04-21,59.597898812540166
2025-04-22,58.79236848402496
2025-04-23,57.181307826994555
2025-04-24,53.959186512933755
2025-04-25,51.95103344043811
2025-04-26,46.709413556296944
2025-04-27,49.12600454184255
2025-04-28,57.181307826994555
2025-04-29,57.181307826994555
2025-04-30,56.37577749847936
2025-05-01,63.217112542066204
2025-05-02,61.20895946957056
2025-05-03,49.93153487035775
2025-05-04,51.54259552738815
2025-05-05,65.23661111214656
2025-05-06,63.62555045511617
2025-05-07,57.98683815550976
2025-05-08,55.570247169964155
2025-05-09,57.98683815550976
2025-05-10,50.73706519887295
2025-05-11,45.5067908123165
2025-05-12,62.411582213551
2025-05-13,59.597898812540166
2025-05-14,57.98683815550976
2025-05-15,59.563862319786
2025-05-16,56.38712299606408
2025-05-17,49.23945951768976
2025-05-18,46.06272019396784
2025-05-19,60.35804715071648
2025-05-20,63.5347864744384
2025-05-21,57.97549265792504
2025-05-22,55.592938165133596
2025-05-23,63.5347864744384
2025-05-24,46.85690502489832
2025-05-25,42.09179603931544
2025-05-26,52.41619884141168
2025-05-27,65.12315613629936
2025-05-28,63.5347864744384
2025-05-29,63.5347864744384
2025-05-30,62.740601643507915
2025-05-31,52.41619884141168
2025-06-01,57.181307826994555
2025-06-02,65.91734096722983
2025-06-03,64.32897130536888
2025-06-04,61.94641681257744
2025-06-05,66.71152579816032
2025-06-06,67.5057106290908
2025-06-07,59.563862319786
2025-06-08,61.94641681257744
2025-06-09,62.740601643507915
2025-06-10,67.5057106290908
2025-06-11,62.740601643507915
2025-06-12,73.85918927653464
2025-06-13,68.29989546002128
2025-06-14,54.00456850327264
2025-06-15,54.79875333420312
2025-06-16,73.06500444560416
2025-06-17,68.29989546002128
2025-06-18,61.94641681257744
2025-06-19,69.09408029095175
2025-06-20,66.71152579816032
2025-06-21,57.97549265792504
2025-06-22,50.82782917955072
2025-06-23,77.03592860025655
2025-06-24,73.85918927653464
2025-06-25,64.32897130536888
2025-06-26,66.71152579816032
2025-06-27,73.06500444560416
2025-06-28,60.35804715071648
2025-06-29,57.97549265792504
2025-06-30,68.29989546002128
2025-07-01,76.24174376932608
2025-07-02,65.12315613629936
2025-07-03,65.12315613629936
2025-07-04,52.41619884141168
2025-07-05,48.44527468675928
2025-07-06,53.21038367234216
2025-07-07,62.740601643507915
2025-07-08,71.4766347837432
2025-07-09,65.91734096722983
2025-07-10,63.5347864744384
2025-07-11,65.91734096722983
2025-07-12,56.38712299606408
2025-07-13,57.181307826994555
2025-07-14,71.4766347837432
2025-07-15,72.27081961467368
2025-07-16,66.71152579816032
2025-07-17,63.5347864744384
2025-07-18,65.12315613629936
2025-07-19,63.5347864744384
2025-07-20,61.152231981646956
2025-07-21,79.418483093048
2025-07-22,65.12315613629936
2025-07-23,65.12315613629936
2025-07-24,62.740601643507915
2025-07-25,66.71152579816032
2025-07-26,55.592938165133596
2025-07-27,57.181307826994555
2025-07-28,69.88826512188224
2025-07-29,69.88826512188224
2025-07-30,73.85918927653464
2025-07-31,70.68244995281272
2025-08-01,75.4475589383956
2025-08-02,57.97549265792504
2025-08-03,54.00456850327264
2025-08-04,68.29989546002128
2025-08-05,70.68244995281272
2025-08-06,77.03592860025655
2025-08-07,65.91734096722983
2025-08-08,64.32897130536888
2025-08-09,59.563862319786
2025-08-10,54.00456850327264
2025-08-11,65.91734096722983
2025-08-12,61.94641681257744
2025-08-13,61.152231981646956
2025-08-14,64.32897130536888
2025-08-15,61.94641681257744
2025-08-16,54.00456850327264
2025-08-17,51.6220140104812
2025-08-18,64.32897130536888
2025-08-19,62.740601643507915
2025-08-20,62.740601643507915
2025-08-21,61.94641681257744
2025-08-22,58.76967748885552
2025-08-23,52.41619884141168
2025-08-24,50.033644348620236
2025-08-25,63.5347864744384
2025-08-26,57.181307826994555
2025-08-27,61.94641681257744
2025-08-28,71.4766347837432
2025-08-29,61.152231981646956
2025-08-30,50.033644348620236
2025-08-31,47.6510898558288
2025-09-01,58.76967748885552
2025-09-02,66.71152579816032
2025-09-03,67.5057106290908
2025-09-04,61.152231981646956
2025-09-05,59.563862319786
2025-09-06,50.033644348620236
2025-09-07,46.85690502489832
2025-09-08,65.91734096722983
2025-09-09,63.5347864744384
2025-09-10,53.21038367234216
2025-09-11,57.97549265792504
2025-09-12,54.00456850327264
2025-09-13,48.44527468675928
2025-09-14,46.06272019396784
2025-09-15,60.35804715071648
2025-09-16,59.563862319786
2025-09-17,57.97549265792504
2025-09-18,77.83011343118704
2025-09-19,78.62429826211752
2025-09-20,61.94641681257744
2025-09-21,57.97549265792504
2025-09-22,65.12315613629936
2025-09-23,69.88826512188224
2025-09-24,62.740601643507915
2025-09-25,62.740601643507915
2025-09-26,61.152231981646956
2025-09-27,57.97549265792504
2025-09-28,57.181307826994555
2025-09-29,67.5057106290908
2025-09-30,79.418483093048
2025-10-01,66.71152579816032
2025-10-02,62.740601643507915
2025-10-03,62.740601643507915
2025-10-04,52.41619884141168
2025-10-05,52.41619884141168
2025-10-06,68.29989546002128
2025-10-07,65.12315613629936
2025-10-08,65.12315613629936
2025-10-09,64.32897130536888
2025-10-10,59.563862319786
2025-10-11,55.592938165133596
2025-10-12,50.033644348620236
2025-10-13,65.91734096722983
2025-10-14,61.94641681257744
2025-10-15,60.35804715071648
2025-10-16,65.91734096722983
2025-10-17,63.5347864744384
2025-10-18,54.00456850327264
2025-10-19,51.6220140104812
2025-10-20,67.5057106290908
2025-10-21,60.35804715071648
2025-10-22,59.563862319786
2025-10-23,57.97549265792504
2025-10-24,60.35804715071648
2025-10-25,45.26853536303736
2025-10-26,49.23945951768976
2025-10-27,62.740601643507915
2025-10-28,57.97549265792504
2025-10-29,57.181307826994555
2025-10-30,61.94641681257744
2025-10-31,61.152231981646956
2025-11-01,58.76967748885552
2025-11-02,61.152231981646956
2025-11-03,68.29989546002128
2025-11-04,68.29989546002128
2025-11-05,65.91734096722983
2025-11-06,59.563862319786
2025-11-07,61.152231981646956
2025-11-08,56.38712299606408
2025-11-09,54.79875333420312
2025-11-10,68.29989546002128
2025-11-11,64.32897130536888
2025-11-12,61.152231981646956
2025-11-13,65.91734096722983
2025-11-14,60.35804715071648
2025-11-15,55.592938165133596
2025-11-16,51.6220140104812
2025-11-17,63.5347864744384
2025-11-18,64.32897130536888
2025-11-19,65.91734096722983
2025-11-20,61.152231981646956
2025-11-21,61.94641681257744
2025-11-22,54.00456850327264
2025-11-23,51.6220140104812
2025-11-24,61.152231981646956
2025-11-25,61.152231981646956
2025-11-26,65.12315613629936
2025-11-27,48.44527468675928
2025-11-28,62.740601643507915
2025-11-29,59.563862319786
2025-11-30,61.94641681257744
2025-12-01,71.4766347837432
2025-12-02,72.27081961467368
2025-12-03,65.91734096722983
2025-12-04,66.71152579816032
2025-12-05,58.76967748885552
2025-12-06,56.38712299606408
2025-12-07,54.79875333420312
2025-12-08,64.32897130536888
2025-12-09,65.12315613629936
2025-12-10,63.5347864744384
2025-12-11,64.4485609643134
2025-12-12,67.86887083326755
2025-12-13,61.822435926289714
2025-12-14,54.264392292567436
2025-12-15,67.47177841780231
2025-12-16,64.05146854884815
2025-12-17,68.98338714454675
2025-12-18,65.96016969105784
2025-12-19,61.425343510824476
2025-12-20,60.31082719954526
2025-12-21,59.19631088826604
2025-12-22,68.98338714454675
2025-12-23,64.4485609643134
2025-12-24,60.31082719954526
2025-12-25,45.98892476303118
2025-12-26,70.09790345582599
2025-12-27,67.47177841780231
2025-12-28,64.84565337977864
2025-12-29,73.1211209093149
2025-12-30,67.07468600233707
2025-12-31,75.74724594733857
2026-01-01,58.7992184728008
2026-01-02,71.60951218257043
2026-01-03,68.58629472908152
2026-01-04,61.822435926289714
2026-01-05,70.49499587129122
2026-01-06,72.00660459803568
2026-01-07,64.4485609643134
2026-01-08,64.4485609643134
2026-01-09,62.93695223756893
2026-01-10,66.00299841488585
2026-01-11,60.26360724837404
2026-01-12,60.26360724837404
2026-01-13,66.00299841488585
2026-01-14,61.698455040001996
2026-01-15,66.00299841488585
2026-01-16,64.5681506232579
2026-01-17,61.698455040001996
2026-01-18,64.5681506232579
2026-01-19,73.17723737302562
2026-01-20,67.43784620651381
2026-01-21,80.35147633116539
2026-01-22,99.00449762232878
2026-01-23,101.87419320558469
2026-01-24,124.83175787163195
2026-01-25,143.48477916279535
2026-01-26,96.13480203907288
2026-01-27,68.87269399814176
2026-01-28,71.74238958139767
2026-01-29,67.43784620651381
2026-01-30,70.30754178976972
2026-01-31,66.00299841488585
2026-02-01,66.00299841488585
2026-02-02,74.61208516465358
2026-02-03,66.00299841488585
2026-02-04,67.43784620651381
2026-02-05,61.698455040001996
2026-02-06,60.26360724837404
2026-02-07,60.26360724837404
2026-02-08,53.089368290234276
2026-02-09,57.39391166511814
2026-02-10,63.13330283162995
2026-02-11,61.698455040001996
2026-02-12,60.26360724837404
2026-02-13,63.13330283162995
2026-02-14,61.698455040001996
2026-02-15,58.82875945674609
2026-02-16,66.00299841488585
2026-02-17,60.26360724837404
2026-02-18,57.39391166511814
2026-02-19,66.00299841488585
2026-02-20,63.13330283162995
2026-02-21,61.698455040001996
2026-02-22,63.13330283162995
2026-02-23,68.87269399814176
2026-02-24,64.5681506232579
2026-02-25,68.87269399814176
2026-02-26,64.5681506232579
2026-02-27,70.30754178976972
2026-02-28,60.26360724837404
2026-03-01,63.13330283162995
2026-03-02,68.87269399814176
2026-03-03,71.74238958139767
2026-03-04,60.26360724837404
2026-03-05,64.5681506232579
2026-03-06,66.00299841488585
2026-03-07,61.698455040001996
2026-03-08,60.26360724837404
2026-03-09,64.5681506232579
2026-03-10,64.5681506232579
2026-03-11,64.5681506232579
2026-03-12,61.698455040001996
2026-03-13,64.5681506232579
2026-03-14,61.698455040001996
2026-03-15,66.00299841488585
2026-03-16,64.5681506232579
2026-03-17,66.00299841488585
2026-03-18,66.00299841488585
2026-03-19,66.00299841488585
2026-03-20,64.5681506232579
2026-03-21,63.13330283162995
2026-03-22,57.39391166511814
2026-03-23,66.00299841488585
2026-03-24,66.00299841488585
2026-03-25,66.00299841488585
2026-03-26,63.13330283162995
2026-03-27,64.5681506232579
2026-03-28,58.82875945674609
2026-03-29,61.698455040001996
2026-03-30,73.17723737302562
2026-03-31,67.43784620651381
2026-04-01,71.74238958139767
2026-04-02,70.30754178976972
2026-04-03,63.13330283162995
2026-04-04,58.82875945674609
2026-04-05,60.26360724837404
2026-04-06,71.74238958139767
2026-04-07,66.00299841488585
2026-04-08,71.74238958139767
2026-04-09,68.87269399814176
2026-04-10,66.00299841488585
2026-04-11,64.5681506232579
2026-04-12,63.13330283162995
2026-04-13,67.43784620651381
2026-04-14,71.74238958139767
2026-04-15,73.17723737302562
2026-04-16,70.30754178976972
2026-04-17,74.61208516465358
2026-04-18,64.5681506232579
2026-04-19,60.26360724837404
2026-04-20,67.43784620651381
2026-04-21,70.30754178976972
2026-04-22,67.43784620651381
2026-04-23,67.43784620651381
2026-04-24,64.5681506232579
2026-04-25,61.698455040001996
2026-04-26,63.13330283162995
2026-04-27,63.13330283162995
2026-04-28,61.698455040001996
2026-04-29,63.13330283162995
2026-04-30,63.13330283162995
2026-05-01,64.5681506232579
2026-05-02,60.26360724837404
2026-05-03,55.95906387349018
2026-05-04,63.13330283162995
2026-05-05,67.43784620651381
2026-05-06,64.5681506232579
2026-05-07,64.5681506232579
2026-05-08,64.5681506232579
2026-05-09,55.95906387349018
2026-05-10,55.95906387349018
2026-05-11,64.5681506232579
2026-05-12,61.698455040001996
2026-05-13,68.87269399814176
2026-05-14,67.43784620651381
2026-05-15,73.17723737302562
2026-05-16,66.00299841488585
2026-05-17,61.698455040001996
2026-05-18,66.00299841488585
2026-05-19,70.30754178976972
2026-05-20,67.43784620651381
2026-05-21,67.43784620651381
2026-05-22,66.00299841488585
2026-05-23,58.82875945674609
2026-05-24,58.82875945674609
2026-05-25,63.13330283162995
2026-05-26,63.13330283162995
2026-05-27,70.30754178976972
2026-05-28,67.43784620651381
2026-05-29,66.00299841488585
2026-05-30,58.82875945674609
2026-05-31,61.698455040001996
