Time,piper_rockelle
2024-09-23,10.441647597254006
2024-09-24,10.441647597254006
2024-09-25,10.441647597254006
2024-09-26,10.441647597254006
2024-09-27,10.441647597254006
2024-09-28,10.441647597254006
2024-09-29,10.441647597254006
2024-09-30,10.441647597254006
2024-10-01,10.441647597254006
2024-10-02,10.441647597254006
2024-10-03,10.441647597254006
2024-10-04,10.441647597254006
2024-10-05,10.441647597254006
2024-10-06,10.441647597254006
2024-10-07,10.441647597254006
2024-10-08,10.441647597254006
2024-10-09,10.441647597254006
2024-10-10,20.883295194508012
2024-10-11,10.441647597254006
2024-10-12,20.883295194508012
2024-10-13,10.441647597254006
2024-10-14,10.441647597254006
2024-10-15,10.441647597254006
2024-10-16,10.441647597254006
2024-10-17,10.441647597254006
2024-10-18,10.441647597254006
2024-10-19,10.441647597254006
2024-10-20,10.441647597254006
2024-10-21,10.441647597254006
2024-10-22,10.441647597254006
2024-10-23,10.441647597254006
2024-10-24,10.441647597254006
2024-10-25,10.441647597254006
2024-10-26,10.441647597254006
2024-10-27,10.441647597254006
2024-10-28,10.441647597254006
2024-10-29,10.441647597254006
2024-10-30,10.441647597254006
2024-10-31,10.441647597254006
2024-11-01,10.441647597254006
2024-11-02,10.441647597254006
2024-11-03,10.441647597254006
2024-11-04,10.441647597254006
2024-11-05,10.441647597254006
2024-11-06,10.441647597254006
2024-11-07,10.441647597254006
2024-11-08,10.441647597254006
2024-11-09,10.441647597254006
2024-11-10,10.441647597254006
2024-11-11,0.0
2024-11-12,10.441647597254006
2024-11-13,10.441647597254006
2024-11-14,10.441647597254006
2024-11-15,10.441647597254006
2024-11-16,10.441647597254006
2024-11-17,10.441647597254006
2024-11-18,10.441647597254006
2024-11-19,10.441647597254006
2024-11-20,10.441647597254006
2024-11-21,10.441647597254006
2024-11-22,10.441647597254006
2024-11-23,10.441647597254006
2024-11-24,10.441647597254006
2024-11-25,10.441647597254006
2024-11-26,10.441647597254006
2024-11-27,10.441647597254006
2024-11-28,10.441647597254006
2024-11-29,10.441647597254006
2024-11-30,10.441647597254006
2024-12-01,10.441647597254006
2024-12-02,10.441647597254006
2024-12-03,10.441647597254006
2024-12-04,10.441647597254006
2024-12-05,10.441647597254006
2024-12-06,10.441647597254006
2024-12-07,10.441647597254006
2024-12-08,10.441647597254006
2024-12-09,10.441647597254006
2024-12-10,10.441647597254006
2024-12-11,10.441647597254006
2024-12-12,20.883295194508012
2024-12-13,10.441647597254006
2024-12-14,10.441647597254006
2024-12-15,10.441647597254006
2024-12-16,10.441647597254006
2024-12-17,10.441647597254006
2024-12-18,20.883295194508012
2024-12-19,31.32494279176202
2024-12-20,20.883295194508012
2024-12-21,20.883295194508012
2024-12-22,31.32494279176202
2024-12-23,31.32494279176202
2024-12-24,31.32494279176202
2024-12-25,31.32494279176202
2024-12-26,31.32494279176202
2024-12-27,31.32494279176202
2024-12-28,20.883295194508012
2024-12-29,52.20823798627003
2024-12-30,52.20823798627003
2024-12-31,31.32494279176202
2025-01-01,20.883295194508012
2025-01-02,31.32494279176202
2025-01-03,20.883295194508012
2025-01-04,20.883295194508012
2025-01-05,20.883295194508012
2025-01-06,20.883295194508012
2025-01-07,10.441647597254006
2025-01-08,20.883295194508012
2025-01-09,20.883295194508012
2025-01-10,20.883295194508012
2025-01-11,20.883295194508012
2025-01-12,20.883295194508012
2025-01-13,10.441647597254006
2025-01-14,10.441647597254006
2025-01-15,20.883295194508012
2025-01-16,20.883295194508012
2025-01-17,20.883295194508012
2025-01-18,20.883295194508012
2025-01-19,20.883295194508012
2025-01-20,20.883295194508012
2025-01-21,10.441647597254006
2025-01-22,10.441647597254006
2025-01-23,10.441647597254006
2025-01-24,20.883295194508012
2025-01-25,10.441647597254006
2025-01-26,20.883295194508012
2025-01-27,10.441647597254006
2025-01-28,10.441647597254006
2025-01-29,10.441647597254006
2025-01-30,10.441647597254006
2025-01-31,10.441647597254006
2025-02-01,20.883295194508012
2025-02-02,20.883295194508012
2025-02-03,10.441647597254006
2025-02-04,10.441647597254006
2025-02-05,10.441647597254006
2025-02-06,10.441647597254006
2025-02-07,10.441647597254006
2025-02-08,10.441647597254006
2025-02-09,10.441647597254006
2025-02-10,10.441647597254006
2025-02-11,10.441647597254006
2025-02-12,10.441647597254006
2025-02-13,10.441647597254006
2025-02-14,10.441647597254006
2025-02-15,20.883295194508012
2025-02-16,20.883295194508012
2025-02-17,20.883295194508012
2025-02-18,20.883295194508012
2025-02-19,20.883295194508012
2025-02-20,20.883295194508012
2025-02-21,41.766590389016024
2025-02-22,62.64988558352404
2025-02-23,177.5080091533181
2025-02-24,104.41647597254006
2025-02-25,83.53318077803205
2025-02-26,93.97482837528605
2025-02-27,83.53318077803205
2025-02-28,104.41647597254006
2025-03-01,114.85812356979406
2025-03-02,104.41647597254006
2025-03-03,62.64988558352404
2025-03-04,52.20823798627003
2025-03-05,41.766590389016024
2025-03-06,52.20823798627003
2025-03-07,41.766590389016024
2025-03-08,52.20823798627003
2025-03-09,52.20823798627003
2025-03-10,41.766590389016024
2025-03-11,31.32494279176202
2025-03-12,41.766590389016024
2025-03-13,93.97482837528605
2025-03-14,146.1830663615561
2025-03-15,229.71624713958812
2025-03-16,271.48283752860414
2025-03-17,167.0663615560641
2025-03-18,146.1830663615561
2025-03-19,135.74141876430207
2025-03-20,125.29977116704808
2025-03-21,125.29977116704808
2025-03-22,125.29977116704808
2025-03-23,135.74141876430207
2025-03-24,93.97482837528605
2025-03-25,93.97482837528605
2025-03-26,73.09153318077804
2025-03-27,62.64988558352404
2025-03-28,62.64988558352404
2025-03-29,73.09153318077804
2025-03-30,62.64988558352404
2025-03-31,52.20823798627003
2025-04-01,62.64988558352404
2025-04-02,73.09153318077804
2025-04-03,73.09153318077804
2025-04-04,62.64988558352404
2025-04-05,83.53318077803205
2025-04-06,83.53318077803205
2025-04-07,93.97482837528605
2025-04-08,93.97482837528605
2025-04-09,678.7070938215104
2025-04-10,1044.1647597254007
2025-04-11,877.0983981693365
2025-04-12,856.2151029748285
2025-04-13,699.5903890160184
2025-04-14,459.43249427917624
2025-04-15,353.1175369253173
2025-04-16,288.56916996047437
2025-04-17,248.70106095277725
2025-04-18,228.76700644892867
2025-04-19,238.73403370085296
2025-04-20,208.83295194508014
2025-04-21,164.2186394840857
2025-04-22,139.06376118161018
2025-04-23,114.38350322446433
2025-04-24,94.44944872061578
2025-04-25,84.48242146869151
2025-04-26,94.44944872061578
2025-04-27,104.41647597254007
2025-04-28,79.73621801539423
2025-04-29,74.51539421676722
2025-04-30,64.54836696484296
2025-05-01,64.54836696484296
2025-05-02,69.76919076346995
2025-05-03,84.48242146869151
2025-05-04,94.44944872061578
2025-05-05,59.80216351154567
2025-05-06,64.54836696484296
2025-05-07,64.54836696484296
2025-05-08,64.54836696484296
2025-05-09,49.83513625962139
2025-05-10,54.58133971291866
2025-05-11,59.80216351154567
2025-05-12,69.76919076346995
2025-05-13,79.73621801539423
2025-05-14,84.48242146869151
2025-05-15,104.41647597254007
2025-05-16,132.89369669232372
2025-05-17,113.90888287913461
2025-05-18,123.40128978572916
2025-05-19,75.93925525275641
2025-05-20,56.954441439567304
2025-05-21,47.46203453297276
2025-05-22,56.954441439567304
2025-05-23,56.954441439567304
2025-05-24,66.44684834616186
2025-05-25,66.44684834616186
2025-05-26,66.44684834616186
2025-05-27,47.46203453297276
2025-05-28,47.46203453297276
2025-05-29,47.46203453297276
2025-05-30,37.969627626378205
2025-05-31,47.46203453297276
2025-06-01,56.954441439567304
2025-06-02,47.46203453297276
2025-06-03,37.969627626378205
2025-06-04,37.969627626378205
2025-06-05,47.46203453297276
2025-06-06,37.969627626378205
2025-06-07,56.954441439567304
2025-06-08,56.954441439567304
2025-06-09,56.954441439567304
2025-06-10,37.969627626378205
2025-06-11,37.969627626378205
2025-06-12,28.477220719783652
2025-06-13,37.969627626378205
2025-06-14,37.969627626378205
2025-06-15,47.46203453297276
2025-06-16,37.969627626378205
2025-06-17,37.969627626378205
2025-06-18,37.969627626378205
2025-06-19,47.46203453297276
2025-06-20,37.969627626378205
2025-06-21,37.969627626378205
2025-06-22,28.477220719783652
2025-06-23,47.46203453297276
2025-06-24,47.46203453297276
2025-06-25,47.46203453297276
2025-06-26,47.46203453297276
2025-06-27,47.46203453297276
2025-06-28,47.46203453297276
2025-06-29,47.46203453297276
2025-06-30,37.969627626378205
2025-07-01,37.969627626378205
2025-07-02,37.969627626378205
2025-07-03,37.969627626378205
2025-07-04,47.46203453297276
2025-07-05,37.969627626378205
2025-07-06,37.969627626378205
2025-07-07,37.969627626378205
2025-07-08,37.969627626378205
2025-07-09,28.477220719783652
2025-07-10,37.969627626378205
2025-07-11,28.477220719783652
2025-07-12,37.969627626378205
2025-07-13,37.969627626378205
2025-07-14,37.969627626378205
2025-07-15,28.477220719783652
2025-07-16,37.969627626378205
2025-07-17,47.46203453297276
2025-07-18,47.46203453297276
2025-07-19,37.969627626378205
2025-07-20,47.46203453297276
2025-07-21,47.46203453297276
2025-07-22,37.969627626378205
2025-07-23,47.46203453297276
2025-07-24,47.46203453297276
2025-07-25,47.46203453297276
2025-07-26,37.969627626378205
2025-07-27,47.46203453297276
2025-07-28,37.969627626378205
2025-07-29,28.477220719783652
2025-07-30,37.969627626378205
2025-07-31,28.477220719783652
2025-08-01,37.969627626378205
2025-08-02,37.969627626378205
2025-08-03,37.969627626378205
2025-08-04,37.969627626378205
2025-08-05,37.969627626378205
2025-08-06,37.969627626378205
2025-08-07,37.969627626378205
2025-08-08,28.477220719783652
2025-08-09,47.46203453297276
2025-08-10,47.46203453297276
2025-08-11,37.969627626378205
2025-08-12,37.969627626378205
2025-08-13,37.969627626378205
2025-08-14,37.969627626378205
2025-08-15,37.969627626378205
2025-08-16,47.46203453297276
2025-08-17,56.954441439567304
2025-08-18,56.954441439567304
2025-08-19,56.954441439567304
2025-08-20,56.954441439567304
2025-08-21,104.41647597254007
2025-08-22,85.43166215935096
2025-08-23,94.92406906594552
2025-08-24,85.43166215935096
2025-08-25,66.44684834616186
2025-08-26,47.46203453297276
2025-08-27,56.954441439567304
2025-08-28,47.46203453297276
2025-08-29,47.46203453297276
2025-08-30,37.969627626378205
2025-08-31,56.954441439567304
2025-09-01,56.954441439567304
2025-09-02,47.46203453297276
2025-09-03,28.477220719783652
2025-09-04,37.969627626378205
2025-09-05,28.477220719783652
2025-09-06,37.969627626378205
2025-09-07,37.969627626378205
2025-09-08,37.969627626378205
2025-09-09,28.477220719783652
2025-09-10,37.969627626378205
2025-09-11,37.969627626378205
2025-09-12,37.969627626378205
2025-09-13,47.46203453297276
2025-09-14,47.46203453297276
2025-09-15,28.477220719783652
2025-09-16,28.477220719783652
2025-09-17,28.477220719783652
2025-09-18,28.477220719783652
2025-09-19,28.477220719783652
2025-09-20,37.969627626378205
2025-09-21,47.46203453297276
2025-09-22,28.477220719783652
2025-09-23,28.477220719783652
2025-09-24,18.984813813189103
2025-09-25,28.477220719783652
2025-09-26,28.477220719783652
2025-09-27,37.969627626378205
2025-09-28,37.969627626378205
2025-09-29,37.969627626378205
2025-09-30,28.477220719783652
2025-10-01,28.477220719783652
2025-10-02,28.477220719783652
2025-10-03,28.477220719783652
2025-10-04,28.477220719783652
2025-10-05,28.477220719783652
2025-10-06,18.984813813189103
2025-10-07,28.477220719783652
2025-10-08,18.984813813189103
2025-10-09,28.477220719783652
2025-10-10,18.984813813189103
2025-10-11,18.984813813189103
2025-10-12,28.477220719783652
2025-10-13,28.477220719783652
2025-10-14,18.984813813189103
2025-10-15,28.477220719783652
2025-10-16,18.984813813189103
2025-10-17,18.984813813189103
2025-10-18,28.477220719783652
2025-10-19,28.477220719783652
2025-10-20,18.984813813189103
2025-10-21,28.477220719783652
2025-10-22,18.984813813189103
2025-10-23,18.984813813189103
2025-10-24,18.984813813189103
2025-10-25,37.969627626378205
2025-10-26,18.984813813189103
2025-10-27,18.984813813189103
2025-10-28,28.477220719783652
2025-10-29,18.984813813189103
2025-10-30,18.984813813189103
2025-10-31,18.984813813189103
2025-11-01,28.477220719783652
2025-11-02,18.984813813189103
2025-11-03,18.984813813189103
2025-11-04,18.984813813189103
2025-11-05,18.984813813189103
2025-11-06,28.477220719783652
2025-11-07,18.984813813189103
2025-11-08,28.477220719783652
2025-11-09,28.477220719783652
2025-11-10,18.984813813189103
2025-11-11,18.984813813189103
2025-11-12,113.90888287913461
2025-11-13,303.75702101102564
2025-11-14,322.7418348242147
2025-11-15,313.2494279176202
2025-11-16,246.80257957145832
2025-11-17,218.32535885167468
2025-11-18,180.35573122529647
2025-11-19,142.38610359891828
2025-11-20,104.41647597254007
2025-11-21,104.41647597254007
2025-11-22,123.40128978572916
2025-11-23,132.89369669232372
2025-11-24,123.40128978572916
2025-11-25,104.41647597254007
2025-11-26,113.90888287913461
2025-11-27,94.92406906594552
2025-11-28,85.43166215935096
2025-11-29,94.92406906594552
2025-11-30,113.90888287913461
2025-12-01,85.43166215935096
2025-12-02,104.41647597254007
2025-12-03,66.44684834616186
2025-12-04,66.44684834616186
2025-12-05,56.954441439567304
2025-12-06,66.44684834616186
2025-12-07,85.43166215935096
2025-12-08,75.93925525275641
2025-12-09,85.43166215935096
2025-12-10,56.954441439567304
2025-12-11,66.44684834616186
2025-12-12,66.44684834616186
2025-12-13,75.93925525275641
2025-12-14,113.90888287913461
2025-12-15,75.93925525275641
2025-12-16,66.44684834616186
2025-12-17,85.43166215935096
2025-12-18,85.43166215935096
2025-12-19,75.93925525275641
2025-12-20,75.93925525275641
2025-12-21,94.92406906594552
2025-12-22,85.43166215935096
2025-12-23,85.43166215935096
2025-12-24,75.93925525275641
2025-12-25,94.92406906594552
2025-12-26,85.43166215935096
2025-12-27,85.43166215935096
2025-12-28,85.43166215935096
2025-12-29,75.93925525275641
2025-12-30,75.93925525275641
2025-12-31,75.93925525275641
2026-01-01,284.77220719783656
2026-01-02,654.9760765550241
2026-01-03,901.7786561264824
2026-01-04,949.2406906594551
2026-01-05,673.9608903682132
2026-01-06,427.1583107967548
2026-01-07,389.1886831703766
2026-01-08,360.71146245059293
2026-01-09,265.78739338464743
2026-01-10,275.279800291242
2026-01-11,199.34054503848557
2026-01-12,170.86332431870193
2026-01-13,123.40128978572916
2026-01-14,170.86332431870193
2026-01-15,275.279800291242
2026-01-16,227.81776575826922
2026-01-17,246.80257957145832
2026-01-18,227.81776575826922
2026-01-19,180.35573122529647
2026-01-20,142.38610359891828
2026-01-21,142.38610359891828
2026-01-22,170.86332431870193
2026-01-23,142.38610359891828
2026-01-24,151.87851050551282
2026-01-25,151.87851050551282
2026-01-26,161.37091741210736
2026-01-27,132.89369669232372
2026-01-28,123.40128978572916
2026-01-29,151.87851050551282
2026-01-30,123.40128978572916
2026-01-31,132.89369669232372
2026-02-01,113.90888287913461
2026-02-02,94.92406906594552
2026-02-03,85.43166215935096
2026-02-04,94.92406906594552
2026-02-05,85.43166215935096
2026-02-06,94.92406906594552
2026-02-07,104.41647597254007
2026-02-08,94.92406906594552
2026-02-09,104.41647597254007
2026-02-10,94.92406906594552
2026-02-11,142.38610359891828
2026-02-12,170.86332431870193
2026-02-13,199.34054503848557
2026-02-14,199.34054503848557
2026-02-15,189.84813813189103
2026-02-16,199.34054503848557
2026-02-17,161.37091741210736
2026-02-18,142.38610359891828
2026-02-19,132.89369669232372
2026-02-20,132.89369669232372
2026-02-21,132.89369669232372
2026-02-22,113.90888287913461
2026-02-23,104.41647597254007
2026-02-24,104.41647597254007
2026-02-25,85.43166215935096
2026-02-26,85.43166215935096
2026-02-27,85.43166215935096
2026-02-28,104.41647597254007
2026-03-01,113.90888287913461
2026-03-02,104.41647597254007
2026-03-03,94.92406906594552
2026-03-04,75.93925525275641
2026-03-05,94.92406906594552
2026-03-06,113.90888287913461
2026-03-07,132.89369669232372
2026-03-08,142.38610359891828
2026-03-09,113.90888287913461
2026-03-10,94.92406906594552
2026-03-11,94.92406906594552
2026-03-12,85.43166215935096
2026-03-13,94.92406906594552
2026-03-14,132.89369669232372
2026-03-15,142.38610359891828
2026-03-16,123.40128978572916
2026-03-17,94.92406906594552
2026-03-18,104.41647597254007
2026-03-19,94.92406906594552
2026-03-20,75.93925525275641
2026-03-21,94.92406906594552
2026-03-22,104.41647597254007
2026-03-23,85.43166215935096
2026-03-24,85.43166215935096
2026-03-25,75.93925525275641
2026-03-26,66.44684834616186
2026-03-27,66.44684834616186
2026-03-28,85.43166215935096
2026-03-29,94.92406906594552
2026-03-30,75.93925525275641
2026-03-31,75.93925525275641
2026-04-01,75.93925525275641
2026-04-02,75.93925525275641
2026-04-03,113.90888287913461
2026-04-04,142.38610359891828
2026-04-05,132.89369669232372
2026-04-06,142.38610359891828
2026-04-07,132.89369669232372
2026-04-08,104.41647597254007
2026-04-09,94.92406906594552
2026-04-10,94.92406906594552
2026-04-11,104.41647597254007
2026-04-12,151.87851050551282
2026-04-13,113.90888287913461
2026-04-14,75.93925525275641
2026-04-15,66.44684834616186
2026-04-16,75.93925525275641
2026-04-17,75.93925525275641
2026-04-18,85.43166215935096
2026-04-19,75.93925525275641
2026-04-20,66.44684834616186
2026-04-21,75.93925525275641
2026-04-22,56.954441439567304
2026-04-23,66.44684834616186
2026-04-24,66.44684834616186
2026-04-25,75.93925525275641
2026-04-26,75.93925525275641
2026-04-27,66.44684834616186
2026-04-28,75.93925525275641
2026-04-29,94.92406906594552
2026-04-30,104.41647597254007
2026-05-01,104.41647597254007
2026-05-02,113.90888287913461
2026-05-03,94.92406906594552
2026-05-04,104.41647597254007
2026-05-05,104.41647597254007
2026-05-06,85.43166215935096
2026-05-07,75.93925525275641
2026-05-08,75.93925525275641
2026-05-09,104.41647597254007
2026-05-10,113.90888287913461
2026-05-11,85.43166215935096
2026-05-12,75.93925525275641
2026-05-13,85.43166215935096
2026-05-14,75.93925525275641
2026-05-15,66.44684834616186
2026-05-16,75.93925525275641
2026-05-17,75.93925525275641
2026-05-18,75.93925525275641
2026-05-19,75.93925525275641
2026-05-20,75.93925525275641
2026-05-21,85.43166215935096
2026-05-22,66.44684834616186
2026-05-23,94.92406906594552
2026-05-24,104.41647597254007
2026-05-25,104.41647597254007
2026-05-26,85.43166215935096
2026-05-27,66.44684834616186
2026-05-28,85.43166215935096
2026-05-29,94.92406906594552
2026-05-30,94.92406906594552
2026-05-31,94.92406906594552
