Time,stocks
2022-12-28,33.81132075471698
2022-12-29,32.60377358490566
2022-12-30,31.39622641509434
2022-12-31,24.150943396226413
2023-01-01,19.92452830188679
2023-01-02,25.962264150943394
2023-01-03,28.9811320754717
2023-01-04,34.41509433962264
2023-01-05,36.83018867924528
2023-01-06,34.41509433962264
2023-01-07,29.58490566037736
2023-01-08,24.754716981132074
2023-01-09,35.62264150943396
2023-01-10,35.0188679245283
2023-01-11,38.0377358490566
2023-01-12,37.43396226415094
2023-01-13,35.62264150943396
2023-01-14,25.962264150943394
2023-01-15,23.547169811320753
2023-01-16,25.962264150943394
2023-01-17,32.60377358490566
2023-01-18,35.62264150943396
2023-01-19,31.39622641509434
2023-01-20,33.81132075471698
2023-01-21,24.754716981132074
2023-01-22,22.943396226415093
2023-01-23,36.22641509433962
2023-01-24,36.83018867924528
2023-01-25,36.83018867924528
2023-01-26,36.83018867924528
2023-01-27,39.24528301886792
2023-01-28,25.962264150943394
2023-01-29,24.150943396226413
2023-01-30,33.20754716981132
2023-01-31,37.43396226415094
2023-02-01,39.24528301886792
2023-02-02,53.13207547169811
2023-02-03,44.075471698113205
2023-02-04,27.773584905660375
2023-02-05,26.566037735849054
2023-02-06,39.24528301886792
2023-02-07,39.24528301886792
2023-02-08,38.64150943396226
2023-02-09,35.62264150943396
2023-02-10,34.41509433962264
2023-02-11,25.358490566037734
2023-02-12,24.150943396226413
2023-02-13,30.79245283018868
2023-02-14,33.20754716981132
2023-02-15,38.0377358490566
2023-02-16,36.22641509433962
2023-02-17,33.20754716981132
2023-02-18,24.150943396226413
2023-02-19,21.132075471698112
2023-02-20,25.358490566037734
2023-02-21,33.20754716981132
2023-02-22,32.60377358490566
2023-02-23,33.20754716981132
2023-02-24,30.79245283018868
2023-02-25,22.943396226415093
2023-02-26,21.132075471698112
2023-02-27,32.60377358490566
2023-02-28,30.18867924528302
2023-03-01,32.60377358490566
2023-03-02,34.41509433962264
2023-03-03,32.0
2023-03-04,22.339622641509433
2023-03-05,21.735849056603772
2023-03-06,32.60377358490566
2023-03-07,32.0
2023-03-08,32.60377358490566
2023-03-09,36.22641509433962
2023-03-10,40.45283018867924
2023-03-11,25.358490566037734
2023-03-12,25.358490566037734
2023-03-13,60.37735849056604
2023-03-14,45.886792452830186
2023-03-15,43.471698113207545
2023-03-16,36.22641509433962
2023-03-17,35.0188679245283
2023-03-18,24.150943396226413
2023-03-19,23.547169811320753
2023-03-20,34.41509433962264
2023-03-21,35.0188679245283
2023-03-22,35.62264150943396
2023-03-23,35.62264150943396
2023-03-24,33.81132075471698
2023-03-25,23.547169811320753
2023-03-26,22.339622641509433
2023-03-27,32.60377358490566
2023-03-28,32.0
2023-03-29,33.81132075471698
2023-03-30,35.62264150943396
2023-03-31,31.39622641509434
2023-04-01,24.150943396226413
2023-04-02,22.339622641509433
2023-04-03,36.22641509433962
2023-04-04,36.22641509433962
2023-04-05,33.81132075471698
2023-04-06,36.83018867924528
2023-04-07,25.358490566037734
2023-04-08,22.339622641509433
2023-04-09,20.528301886792452
2023-04-10,30.18867924528302
2023-04-11,36.22641509433962
2023-04-12,34.41509433962264
2023-04-13,34.41509433962264
2023-04-14,33.81132075471698
2023-04-15,21.735849056603772
2023-04-16,24.150943396226413
2023-04-17,30.79245283018868
2023-04-18,38.64150943396226
2023-04-19,32.0
2023-04-20,32.0
2023-04-21,30.79245283018868
2023-04-22,20.528301886792452
2023-04-23,21.132075471698112
2023-04-24,31.39622641509434
2023-04-25,34.41509433962264
2023-04-26,33.90357729930433
2023-04-27,30.794339391445277
2023-04-28,32.49990174160122
2023-04-29,22.368438939919034
2023-04-30,21.66660116106748
2023-05-01,32.69987723480058
2023-05-02,36.11100193511247
2023-05-03,34.405439584956525
2023-05-04,36.31097742831183
2023-05-05,31.496177170296832
2023-05-06,21.16473887541529
2023-05-07,19.96103881091154
2023-05-08,31.29620167709747
2023-05-09,35.10727736380808
2023-05-10,31.29620167709747
2023-05-11,31.998039455949026
2023-05-12,29.088777041289337
2023-05-13,17.55363868190404
2023-05-14,18.055500967556235
2023-05-15,30.794339391445277
2023-05-16,31.29620167709747
2023-05-17,32.49990174160122
2023-05-18,31.798063962749666
2023-05-19,30.794339391445277
2023-05-20,19.96103881091154
2023-05-21,19.96103881091154
2023-05-22,29.390663833742167
2023-05-23,31.998039455949026
2023-05-24,31.29620167709747
2023-05-25,36.61286422076466
2023-05-26,31.596127925499328
2023-05-27,23.19715721112609
2023-05-28,20.397500306335008
2023-05-29,21.99730425192991
2023-05-30,31.996078911898053
2023-05-31,33.19593187109423
2023-06-01,31.596127925499328
2023-06-02,34.39578483029041
2023-06-03,22.397255238328636
2023-06-04,23.99705918392354
2023-06-05,32.39602989829678
2023-06-06,31.596127925499328
2023-06-07,33.59588285749296
2023-06-08,30.796225952701878
2023-06-09,31.596127925499328
2023-06-10,22.397255238328636
2023-06-11,20.397500306335008
2023-06-12,33.59588285749296
2023-06-13,34.79573581668913
2023-06-14,36.39553976228404
2023-06-15,34.39578483029041
2023-06-16,31.196176939100603
2023-06-17,22.397255238328636
2023-06-18,19.597598333537558
2023-06-19,24.397010170322265
2023-06-20,30.796225952701878
2023-06-21,31.596127925499328
2023-06-22,29.5963729935057
2023-06-23,29.5963729935057
2023-06-24,21.19740227913246
2023-06-25,19.997549319936283
2023-06-26,28.39652003430952
2023-06-27,30.796225952701878
2023-06-28,29.996323979904425
2023-06-29,29.5963729935057
2023-06-30,29.5963729935057
2023-07-01,23.597108197524815
2023-07-02,23.597108197524815
2023-07-03,29.196422007106975
2023-07-04,23.99705918392354
2023-07-05,29.5963729935057
2023-07-06,32.7959808846955
2023-07-07,31.196176939100603
2023-07-08,22.397255238328636
2023-07-09,21.597353265531186
2023-07-10,30.39627496630315
2023-07-11,31.196176939100603
2023-07-12,36.39553976228404
2023-07-13,34.39578483029041
2023-07-14,33.99583384389168
2023-07-15,23.597108197524815
2023-07-16,22.797206224727365
2023-07-17,33.99583384389168
2023-07-18,35.99558877588531
2023-07-19,36.79549074868276
2023-07-20,35.99558877588531
2023-07-21,30.39627496630315
2023-07-22,23.99705918392354
2023-07-23,21.597353265531186
2023-07-24,31.596127925499328
2023-07-25,35.19568680308786
2023-07-26,32.7959808846955
2023-07-27,33.59588285749296
2023-07-28,32.7959808846955
2023-07-29,22.797206224727365
2023-07-30,21.597353265531186
2023-07-31,34.39578483029041
2023-08-01,33.59588285749296
2023-08-02,34.39578483029041
2023-08-03,32.7959808846955
2023-08-04,31.996078911898053
2023-08-05,23.19715721112609
2023-08-06,20.797451292733736
2023-08-07,29.196422007106975
2023-08-08,30.796225952701878
2023-08-09,33.59588285749296
2023-08-10,31.596127925499328
2023-08-11,27.196667075113346
2023-08-12,20.397500306335008
2023-08-13,19.597598333537558
2023-08-14,28.79647102070825
2023-08-15,28.79647102070825
2023-08-16,29.196422007106975
2023-08-17,29.996323979904425
2023-08-18,28.39652003430952
2023-08-19,19.197647347138833
2023-08-20,17.997794387942655
2023-08-21,29.196422007106975
2023-08-22,31.996078911898053
2023-08-23,29.5963729935057
2023-08-24,30.39627496630315
2023-08-25,28.79647102070825
2023-08-26,19.997549319936283
2023-08-27,17.59784340154393
2023-08-28,27.59661806151207
2023-08-29,30.39627496630315
2023-08-30,32.7959808846955
2023-08-31,34.79573581668913
2023-09-01,31.196176939100603
2023-09-02,19.997549319936283
2023-09-03,19.597598333537558
2023-09-04,21.597353265531186
2023-09-05,28.79647102070825
2023-09-06,30.39627496630315
2023-09-07,29.196422007106975
2023-09-08,29.196422007106975
2023-09-09,19.197647347138833
2023-09-10,18.39774537434138
2023-09-11,29.5963729935057
2023-09-12,30.796225952701878
2023-09-13,32.39602989829678
2023-09-14,31.996078911898053
2023-09-15,28.39652003430952
2023-09-16,19.197647347138833
2023-09-17,17.997794387942655
2023-09-18,27.996569047910796
2023-09-19,27.996569047910796
2023-09-20,29.5963729935057
2023-09-21,34.79573581668913
2023-09-22,29.5963729935057
2023-09-23,19.197647347138833
2023-09-24,18.39774537434138
2023-09-25,26.79671608871462
2023-09-26,29.5963729935057
2023-09-27,29.996323979904425
2023-09-28,29.196422007106975
2023-09-29,31.996078911898053
2023-09-30,18.39774537434138
2023-10-01,17.997794387942655
2023-10-02,32.39602989829678
2023-10-03,31.996078911898053
2023-10-04,30.796225952701878
2023-10-05,29.196422007106975
2023-10-06,31.996078911898053
2023-10-07,19.597598333537558
2023-10-08,17.997794387942655
2023-10-09,29.5963729935057
2023-10-10,30.796225952701878
2023-10-11,31.996078911898053
2023-10-12,32.39602989829678
2023-10-13,28.39652003430952
2023-10-14,18.797696360740108
2023-10-15,19.197647347138833
2023-10-16,29.5963729935057
2023-10-17,31.196176939100603
2023-10-18,31.996078911898053
2023-10-19,30.796225952701878
2023-10-20,29.5963729935057
2023-10-21,19.997549319936283
2023-10-22,19.197647347138833
2023-10-23,34.79573581668913
2023-10-24,31.196176939100603
2023-10-25,31.596127925499328
2023-10-26,34.39578483029041
2023-10-27,30.39627496630315
2023-10-28,19.997549319936283
2023-10-29,18.797696360740108
2023-10-30,31.996078911898053
2023-10-31,31.196176939100603
2023-11-01,29.5963729935057
2023-11-02,31.996078911898053
2023-11-03,33.19593187109423
2023-11-04,21.99730425192991
2023-11-05,19.997549319936283
2023-11-06,34.39578483029041
2023-11-07,31.596127925499328
2023-11-08,31.996078911898053
2023-11-09,31.196176939100603
2023-11-10,30.796225952701878
2023-11-11,21.19740227913246
2023-11-12,19.197647347138833
2023-11-13,33.59588285749296
2023-11-14,33.99583384389168
2023-11-15,36.39553976228404
2023-11-16,35.19568680308786
2023-11-17,30.39627496630315
2023-11-18,21.99730425192991
2023-11-19,19.197647347138833
2023-11-20,33.99583384389168
2023-11-21,29.996323979904425
2023-11-22,31.196176939100603
2023-11-23,20.797451292733736
2023-11-24,21.99730425192991
2023-11-25,19.597598333537558
2023-11-26,19.997549319936283
2023-11-27,30.39627496630315
2023-11-28,29.996323979904425
2023-11-29,33.59588285749296
2023-11-30,32.7959808846955
2023-12-01,32.7959808846955
2023-12-02,23.99705918392354
2023-12-03,22.397255238328636
2023-12-04,33.99583384389168
2023-12-05,34.39578483029041
2023-12-06,33.19593187109423
2023-12-07,35.19568680308786
2023-12-08,33.19593187109423
2023-12-09,23.597108197524815
2023-12-10,21.99730425192991
2023-12-11,31.596127925499328
2023-12-12,33.19593187109423
2023-12-13,36.39553976228404
2023-12-14,39.995098639872566
2023-12-15,34.79573581668913
2023-12-16,25.596863129518443
2023-12-17,23.597108197524815
2023-12-18,31.596127925499328
2023-12-19,35.99558877588531
2023-12-20,39.595147653473845
2023-12-21,34.39578483029041
2023-12-22,35.61734774178562
2023-12-23,25.66809128762312
2023-12-24,19.698537415125628
2023-12-25,21.688388705958126
2023-12-26,32.93253404533591
2023-12-27,36.91223662700091
2023-12-28,37.80717452581747
2023-12-29,35.61734774178562
2023-12-30,26.56302918643969
2023-12-31,23.18325308437278
2024-01-01,22.98327759117342
2024-01-02,38.702112424634045
2024-01-03,38.00715001901684
2024-01-04,38.90208791783341
2024-01-05,34.72240984296904
2024-01-06,25.173104375205277
2024-01-07,22.783302097974058
2024-01-08,33.62749645095312
2024-01-09,34.72240984296904
2024-01-10,37.80717452581747
2024-01-11,35.61734774178562
2024-01-12,36.91223662700091
2024-01-13,25.66809128762312
2024-01-14,21.688388705958126
2024-01-15,23.678239996790623
2024-01-16,30.942682754503416
2024-01-17,36.01729872818434
2024-01-18,33.62749645095312
2024-01-19,36.51228564060219
2024-01-20,30.542731768104687
2024-01-21,24.749345620892115
2024-01-22,36.62903151892033
2024-01-23,39.59895299342739
2024-01-24,42.56887446793444
2024-01-25,42.56887446793444
2024-01-26,39.59895299342739
2024-01-27,28.709240920234855
2024-01-28,26.729293270563485
2024-01-29,36.62903151892033
2024-01-30,42.56887446793444
2024-01-31,38.6089791685917
2024-02-01,40.58892681826307
2024-02-02,43.55884829277012
2024-02-03,31.67916239474191
2024-02-04,28.709240920234855
2024-02-05,39.59895299342739
2024-02-06,41.578900643098756
2024-02-07,43.55884829277012
2024-02-08,40.58892681826307
2024-02-09,42.56887446793444
2024-02-10,30.689188569906225
2024-02-11,25.7393194457278
2024-02-12,35.63905769408465
2024-02-13,42.56887446793444
2024-02-14,41.578900643098756
2024-02-15,41.578900643098756
2024-02-16,42.56887446793444
2024-02-17,28.709240920234855
2024-02-18,27.719267095399168
2024-02-19,28.709240920234855
2024-02-20,35.63905769408465
2024-02-21,40.58892681826307
2024-02-22,47.51874359211286
2024-02-23,45.538795942441496
2024-02-24,32.669136219577595
2024-02-25,29.699214745070538
2024-02-26,45.538795942441496
2024-02-27,45.538795942441496
2024-02-28,46.528769767277176
2024-02-29,49.49869124178423
2024-03-01,38.6089791685917
2024-03-02,35.63905769408465
2024-03-03,30.689188569906225
2024-03-04,47.51874359211286
2024-03-05,53.45858654112697
2024-03-06,45.538795942441496
2024-03-07,48.50871741694855
2024-03-08,42.56887446793444
2024-03-09,31.67916239474191
2024-03-10,27.719267095399168
2024-03-11,39.59895299342739
2024-03-12,42.56887446793444
2024-03-13,41.578900643098756
2024-03-14,41.578900643098756
2024-03-15,35.63905769408465
2024-03-16,28.709240920234855
2024-03-17,25.7393194457278
2024-03-18,37.619005343756015
2024-03-19,41.578900643098756
2024-03-20,39.59895299342739
2024-03-21,42.56887446793444
2024-03-22,37.619005343756015
2024-03-23,27.719267095399168
2024-03-24,26.729293270563485
2024-03-25,38.6089791685917
2024-03-26,38.6089791685917
2024-03-27,38.6089791685917
2024-03-28,37.619005343756015
2024-03-29,28.709240920234855
2024-03-30,23.75937179605643
2024-03-31,23.75937179605643
2024-04-01,36.62903151892033
2024-04-02,36.62903151892033
2024-04-03,40.58892681826307
2024-04-04,39.59895299342739
2024-04-05,35.63905769408465
2024-04-06,24.749345620892115
2024-04-07,23.75937179605643
2024-04-08,32.669136219577595
2024-04-09,34.64908386924896
2024-04-10,35.63905769408465
2024-04-11,33.659110044413275
2024-04-12,36.62903151892033
2024-04-13,24.749345620892115
2024-04-14,24.749345620892115
2024-04-15,36.62903151892033
2024-04-16,35.63905769408465
2024-04-17,35.63905769408465
2024-04-18,31.67916239474191
2024-04-19,35.63905769408465
2024-04-20,23.75937179605643
2024-04-21,21.77942414638506
2024-04-22,33.659110044413275
2024-04-23,36.62903151892033
2024-04-24,32.669136219577595
2024-04-25,34.64908386924896
2024-04-26,30.689188569906225
2024-04-27,20.789450321549378
2024-04-28,22.769397971220748
2024-04-29,31.67916239474191
2024-04-30,34.64908386924896
2024-05-01,34.64908386924896
2024-05-02,33.659110044413275
2024-05-03,32.669136219577595
2024-05-04,22.769397971220748
2024-05-05,20.789450321549378
2024-05-06,32.669136219577595
2024-05-07,32.669136219577595
2024-05-08,32.669136219577595
2024-05-09,32.669136219577595
2024-05-10,29.699214745070538
2024-05-11,20.789450321549378
2024-05-12,17.819528847042324
2024-05-13,36.62903151892033
2024-05-14,44.54882211760581
2024-05-15,40.58892681826307
2024-05-16,38.6089791685917
2024-05-17,38.6089791685917
2024-05-18,26.729293270563485
2024-05-19,21.77942414638506
2024-05-20,38.6089791685917
2024-05-21,37.619005343756015
2024-05-22,34.64908386924896
2024-05-23,37.619005343756015
2024-05-24,34.64908386924896
2024-05-25,22.769397971220748
2024-05-26,19.799476496713694
2024-05-27,22.769397971220748
2024-05-28,36.62903151892033
2024-05-29,39.59895299342739
2024-05-30,34.64908386924896
2024-05-31,30.689188569906225
2024-06-01,22.769397971220748
2024-06-02,25.7393194457278
2024-06-03,36.62903151892033
2024-06-04,35.63905769408465
2024-06-05,37.619005343756015
2024-06-06,41.578900643098756
2024-06-07,43.55884829277012
2024-06-08,25.7393194457278
2024-06-09,23.75937179605643
2024-06-10,34.64908386924896
2024-06-11,37.619005343756015
2024-06-12,35.63905769408465
2024-06-13,36.62903151892033
2024-06-14,64.3482986143195
2024-06-15,38.6089791685917
2024-06-16,27.719267095399168
2024-06-17,37.619005343756015
2024-06-18,38.6089791685917
2024-06-19,32.669136219577595
2024-06-20,35.63905769408465
2024-06-21,33.659110044413275
2024-06-22,24.749345620892115
2024-06-23,21.77942414638506
2024-06-24,30.689188569906225
2024-06-25,35.63905769408465
2024-06-26,33.659110044413275
2024-06-27,34.64908386924896
2024-06-28,31.67916239474191
2024-06-29,23.75937179605643
2024-06-30,19.799476496713694
2024-07-01,31.67916239474191
2024-07-02,35.63905769408465
2024-07-03,32.669136219577595
2024-07-04,25.7393194457278
2024-07-05,32.669136219577595
2024-07-06,23.75937179605643
2024-07-07,23.75937179605643
2024-07-08,32.669136219577595
2024-07-09,34.64908386924896
2024-07-10,34.64908386924896
2024-07-11,36.62903151892033
2024-07-12,36.62903151892033
2024-07-13,25.7393194457278
2024-07-14,20.789450321549378
2024-07-15,32.669136219577595
2024-07-16,37.619005343756015
2024-07-17,41.578900643098756
2024-07-18,35.63905769408465
2024-07-19,37.619005343756015
2024-07-20,25.7393194457278
2024-07-21,23.75937179605643
2024-07-22,34.64908386924896
2024-07-23,36.62903151892033
2024-07-24,39.59895299342739
2024-07-25,36.62903151892033
2024-07-26,32.669136219577595
2024-07-27,22.769397971220748
2024-07-28,20.789450321549378
2024-07-29,27.719267095399168
2024-07-30,31.67916239474191
2024-07-31,31.67916239474191
2024-08-01,36.62903151892033
2024-08-02,41.578900643098756
2024-08-03,28.709240920234855
2024-08-04,24.749345620892115
2024-08-05,98.99738248356846
2024-08-06,59.398429490141076
2024-08-07,39.59895299342739
2024-08-08,36.62903151892033
2024-08-09,32.669136219577595
2024-08-10,22.769397971220748
2024-08-11,22.769397971220748
2024-08-12,29.699214745070538
2024-08-13,31.67916239474191
2024-08-14,36.62903151892033
2024-08-15,33.659110044413275
2024-08-16,31.67916239474191
2024-08-17,25.7393194457278
2024-08-18,22.203698642743213
2024-08-19,32.92841507846313
2024-08-20,33.423401990880976
2024-08-21,31.67916239474191
2024-08-22,31.67916239474191
2024-08-23,32.17414930715975
2024-08-24,24.442925151300116
2024-08-25,21.449432871439832
2024-08-26,31.67916239474191
2024-08-27,31.67916239474191
2024-08-28,33.423401990880976
2024-08-29,32.92841507846313
2024-08-30,31.184175482324065
2024-08-31,21.449432871439832
2024-09-01,21.449432871439832
2024-09-02,22.203698642743213
2024-09-03,34.67265467460219
2024-09-04,34.67265467460219
2024-09-05,29.934922798602845
2024-09-06,31.184175482324065
2024-09-07,21.449432871439832
2024-09-08,17.960953679161708
2024-09-09,29.934922798602845
2024-09-10,30.429909711020688
2024-09-11,31.67916239474191
2024-09-12,33.423401990880976
2024-09-13,29.934922798602845
2024-09-14,24.442925151300116
2024-09-15,20.954445959021992
2024-09-16,32.92841507846313
2024-09-17,31.67916239474191
2024-09-18,34.69622547995542
2024-09-19,34.69622547995542
2024-09-20,33.18769393734867
2024-09-21,24.13650468170812
2024-09-22,21.119441596494607
2024-09-23,34.69622547995542
2024-09-24,33.18769393734867
2024-09-25,33.18769393734867
2024-09-26,34.69622547995542
