Time,lucrative
2022-07-08,70.42193170370199
2022-07-09,67.77662145059405
2022-07-10,71.64758074926674
2022-07-11,72.91032035520972
2022-07-12,91.08797084350297
2022-07-13,71.52988954806658
2022-07-14,63.69167814973927
2022-07-15,97.43376647354519
2022-07-16,74.00900555947975
2022-07-17,76.56372925166391
2022-07-18,88.1944391478638
2022-07-19,73.88703467823593
2022-07-20,82.91523112176432
2022-07-21,80.27990678875821
2022-07-22,82.82393128083328
2022-07-23,56.91006843525284
2022-07-24,81.43993407365377
2022-07-25,91.73087012312513
2022-07-26,78.76751918026945
2022-07-27,73.56177899491915
2022-07-28,92.86878572779521
2022-07-29,52.854369614696274
2022-07-30,41.22936595855458
2022-07-31,68.24833352847051
2022-08-01,74.64548531903644
2022-08-02,79.74922646334659
2022-08-03,75.84830940436841
2022-08-04,77.09107717010774
2022-08-05,83.46897040047725
2022-08-06,60.320962129234
2022-08-07,75.67997532265183
2022-08-08,80.76588446678014
2022-08-09,74.31452339566144
2022-08-10,83.2371543981133
2022-08-11,78.07135789317033
2022-08-12,69.07383248995473
2022-08-13,54.97256594242895
2022-08-14,89.44029402670077
2022-08-15,89.39036442619161
2022-08-16,81.6826832691954
2022-08-17,100.0
2022-08-18,82.86624879433099
2022-08-19,78.99742933568012
2022-08-20,64.94537910865624
2022-08-21,73.81808051059896
2022-08-22,82.68079599243983
2022-08-23,85.17703072402757
2022-08-24,97.83509782377011
2022-08-25,100.0
2022-08-26,91.37945707260776
2022-08-27,68.49607568406304
2022-08-28,69.72529112966416
2022-08-29,94.21344240715511
2022-08-30,96.17594115413137
2022-08-31,100.0
2022-09-01,85.34774061647481
2022-09-02,100.0
2022-09-03,45.49483266825865
2022-09-04,72.78641545256316
2022-09-05,73.98629335798067
2022-09-06,100.0
2022-09-07,100.0
2022-09-08,100.0
2022-09-09,68.86628125304232
2022-09-10,58.927386030236406
2022-09-11,70.02504451004057
2022-09-12,100.0
2022-09-13,91.71136626905857
2022-09-14,100.0
2022-09-15,100.0
2022-09-16,83.39253484735484
2022-09-17,50.06555972759565
2022-09-18,61.12394025499927
2022-09-19,100.0
2022-09-20,100.0
2022-09-21,94.98412158997778
2022-09-22,99.84622353228607
2022-09-23,82.59209937979257
2022-09-24,68.28112416707518
2022-09-25,80.51176083161464
2022-09-26,89.80820022046929
2022-09-27,89.76929551360321
2022-09-28,100.0
2022-09-29,94.51338542938545
2022-09-30,83.56009091762938
2022-10-01,58.095434457280604
2022-10-02,78.62577397910734
2022-10-03,93.08784352399738
2022-10-04,100.0
2022-10-05,100.0
2022-10-06,94.13431990231992
2022-10-07,94.0801676841677
2022-10-08,71.12224246788351
2022-10-09,77.10511856234935
2022-10-10,95.12178424804067
2022-10-11,98.677074648049
2022-10-12,87.79598309382926
2022-10-13,86.54331173100405
2022-10-14,91.29850979409956
2022-10-15,45.62287304718075
2022-10-16,71.99445978522903
2022-10-17,91.14021869488538
2022-10-18,100.0
2022-10-19,88.63904152447743
2022-10-20,100.0
2022-10-21,96.9113457311919
2022-10-22,58.59136328438894
2022-10-23,64.53258382642998
2022-10-24,100.0
2022-10-25,100.0
2022-10-26,85.89348511317745
2022-10-27,95.38166494474189
2022-10-28,79.83562902434697
2022-10-29,46.44440944240945
2022-10-30,82.12297435897435
2022-10-31,95.15950199847637
2022-11-01,89.1599636830406
2022-11-02,92.67221001221004
2022-11-03,100.0
2022-11-04,96.12405579036349
2022-11-05,55.743056510441136
2022-11-06,72.30502140404705
2022-11-07,91.21681496091753
2022-11-08,92.34729670329672
2022-11-09,86.37691727455831
2022-11-10,87.50878753535164
2022-11-11,69.72955849848158
2022-11-12,53.1523199023199
2022-11-13,69.64763591204618
2022-11-14,100.0
2022-11-15,100.0
2022-11-16,91.91407895807897
2022-11-17,95.39300084530855
2022-11-18,74.15081788297174
2022-11-19,38.817994051532516
2022-11-20,47.02434363357441
2022-11-21,64.62028823977543
2022-11-22,58.71100362126004
2022-11-23,52.80866159481544
2022-11-24,42.22193594439749
2022-11-25,55.0904528557862
2022-11-26,51.543493566262796
2022-11-27,58.53743881949011
2022-11-28,99.45463396053141
2022-11-29,86.53265909019757
2022-11-30,99.33660989532787
2022-12-01,100.0
2022-12-02,71.20392630161862
2022-12-03,52.49624495162956
2022-12-04,59.46033705895244
2022-12-05,89.71999211045366
2022-12-06,91.99553503856069
2022-12-07,89.61307619256338
2022-12-08,93.04895400895401
2022-12-09,74.39473061791011
2022-12-10,36.013425607630744
2022-12-11,58.0514573745343
2022-12-12,68.45975840873278
2022-12-13,86.97304718073948
2022-12-14,75.33151404151407
2022-12-15,67.17862241841729
2022-12-16,53.247661166943224
2022-12-17,47.431407282176515
2022-12-18,40.46592665643948
2022-12-19,65.86207920854076
2022-12-20,57.73904073134843
2022-12-21,56.55024121557456
2022-12-22,46.135691848512366
2022-12-23,47.2606195172349
2022-12-24,35.71211711175815
2022-12-25,32.23666652056396
2022-12-26,36.81968830030369
2022-12-27,71.29510201099946
2022-12-28,52.86443008463522
2022-12-29,58.5751565699258
2022-12-30,58.53974935036474
2022-12-31,29.825743047076383
2023-01-01,42.41863905325444
2023-01-02,69.94460711755592
2023-01-03,65.36851787048523
2023-01-04,83.73094907632768
2023-01-05,80.30277512879483
2023-01-06,82.61033049103715
2023-01-07,72.29558074339965
2023-01-08,60.82980130600818
2023-01-09,86.09364746533801
2023-01-10,90.69978141802319
2023-01-11,81.52800058546264
2023-01-12,70.05635876648783
2023-01-13,75.8107744175598
2023-01-14,64.33455261297306
2023-01-15,50.55663782772731
2023-01-16,71.25025712156979
2023-01-17,79.30728175042313
2023-01-18,88.51643526557734
2023-01-19,70.13458492074017
2023-01-20,86.24478699053282
2023-01-21,51.75511616842122
2023-01-22,75.91959487570006
2023-01-23,92.03840731844319
2023-01-24,95.50505314511653
2023-01-25,87.46433326504179
2023-01-26,93.23340487007202
2023-01-27,73.67762490742106
2023-01-28,48.358635721323175
2023-01-29,69.09475728164468
2023-01-30,86.38218655889173
2023-01-31,85.24398082885125
2023-02-01,86.4096664725635
2023-02-02,86.4234064293994
2023-02-03,100.0
2023-02-04,66.85535210530837
2023-02-05,64.56025430393062
2023-02-06,81.86618672305002
2023-02-07,85.33887813073113
2023-02-08,88.81266873495913
2023-02-09,79.59801923707059
2023-02-10,86.53332608408653
2023-02-11,66.92973107164667
2023-02-12,62.32378031838598
2023-02-13,77.3399277194375
2023-02-14,87.74279639024917
2023-02-15,85.44733219002244
2023-02-16,72.75724329308557
2023-02-17,73.92384493392024
2023-02-18,58.917407102366084
2023-02-19,67.01473560460471
2023-02-20,62.40292246976072
2023-02-21,91.30763710844302
2023-02-22,100.0
2023-02-23,73.99419351291998
2023-02-24,80.94397311446974
2023-02-25,57.8262836244166
2023-02-26,74.02936780241987
2023-02-27,90.23758156430854
2023-02-28,82.15234422408551
2023-03-01,90.26616067452721
2023-03-02,84.4932418815829
2023-03-03,69.4574921421122
2023-03-04,57.89040342298409
2023-03-05,55.58358085843969
2023-03-06,100.0
2023-03-07,88.03518267171692
2023-03-08,85.7320240956621
2023-03-09,79.95196052516313
2023-03-10,59.10427051533419
2023-03-11,47.52270904167229
2023-03-12,67.23787250361958
2023-03-13,89.27817847255912
2023-03-14,71.89768388767698
2023-03-15,80.02780508689725
2023-03-16,75.40042000097259
2023-03-17,71.93175898062998
2023-03-18,55.697897299314306
2023-03-19,55.70669087168927
2023-03-20,94.01987999935841
2023-03-21,89.39102931803791
2023-03-22,85.92181869942188
2023-03-23,90.5805308869324
2023-03-24,74.33421164475216
2023-03-25,48.78952076769672
2023-03-26,52.282730510919436
2023-03-27,89.475667452147
2023-03-28,90.65197866247902
2023-03-29,74.3928354605853
2023-03-30,79.05484523773642
2023-03-31,65.11424936355374
2023-04-01,58.14688261725404
2023-04-02,61.64540514378666
2023-04-03,87.24780383955284
2023-04-04,76.7901585408221
2023-04-05,90.76629510335363
2023-04-06,65.17580437017854
2023-04-07,67.51413723573323
2023-04-08,48.8972420292901
2023-04-09,62.877775378009105
2023-04-10,94.33150222039642
2023-04-11,80.36910561470077
2023-04-12,71.06212360687503
2023-04-13,76.89897899896236
2023-04-14,69.91915469179813
2023-04-15,83.91617598872021
2023-04-16,88.5921089221317
2023-04-17,100.0
2023-04-18,89.78600727721366
2023-04-19,96.79752508481266
2023-04-20,71.15152492602057
2023-04-21,64.16309024590586
2023-04-22,53.67210265192001
2023-04-23,58.34840198418045
2023-04-24,91.03779665043085
2023-04-25,92.21942064407273
2023-04-26,82.00688793534817
2023-04-27,78.13771204372465
2023-04-28,71.24092624516611
2023-04-29,60.45871089066034
2023-04-30,63.057440582202986
2023-05-01,76.45375852611127
2023-05-02,84.67415535004093
2023-05-03,70.00156933972583
2023-05-04,77.78515596740596
2023-05-05,75.20606868915661
2023-05-06,57.494897541000554
2023-05-07,70.04545793261893
2023-05-08,82.16130391178845
2023-05-09,80.43900886847122
2023-05-10,75.26498976367128
2023-05-11,85.2324712434262
2023-05-12,56.2518832528192
2023-05-13,46.30187353740746
2023-05-14,39.821790036729006
2023-05-15,87.44205561782611
2023-05-16,78.37063205623663
2023-05-17,71.45325437813673
2023-05-18,51.970546295203114
2023-05-19,60.20895831638416
2023-05-20,43.755227970703935
2023-05-21,62.825559640244585
2023-05-22,78.4441857443983
2023-05-23,75.41818455740945
2023-05-24,70.23198445241464
2023-05-25,79.79757750850715
2023-05-26,70.17779565328746
2023-05-27,42.66375359306016
2023-05-28,61.940926031505434
2023-05-29,56.44387712752031
2023-05-30,61.96026766305134
2023-05-31,70.23259694266754
2023-06-01,55.092986039642
2023-06-02,57.856661436345526
2023-06-03,56.48793306604154
2023-06-04,64.76456048600127
2023-06-05,85.44742530170494
2023-06-06,68.91995930384668
2023-06-07,62.03763418923498
2023-06-08,68.94145000556436
2023-06-09,55.16175628513856
2023-06-10,59.308129008262554
2023-06-11,68.97368605814088
2023-06-12,64.84536552445974
2023-06-13,71.7549838302529
2023-06-14,81.42698809064652
2023-06-15,66.25600076311318
2023-06-16,56.60247850619675
2023-06-17,60.75357918369863
2023-06-18,52.47716667075609
2023-06-19,75.96561375151275
2023-06-20,49.7306838354267
2023-06-21,58.02815723605257
2023-06-22,44.21880634725638
2023-06-23,62.19236724160224
2023-06-24,41.46802537158346
2023-06-25,100.0
2023-06-26,88.49262889091001
2023-06-27,81.59182177282109
2023-06-28,66.39010274183147
2023-06-29,60.86705008876797
2023-06-30,59.492949043034564
2023-07-01,53.96710259874775
2023-07-02,60.895417815035294
2023-07-03,70.59428545257602
2023-07-04,55.37666330231532
2023-07-05,62.308417030877685
2023-07-06,66.47262703642734
2023-07-07,62.3277586624236
2023-07-08,58.181600846316776
2023-07-09,72.04553811747587
2023-07-10,80.37094943033473
2023-07-11,52.66499540376857
2023-07-12,80.39587864432723
2023-07-13,70.70388803133615
2023-07-14,74.87454524740113
2023-07-15,70.72580854708819
2023-07-16,63.801791471144185
2023-07-17,73.52214981040257
2023-07-18,79.08324100550638
2023-07-19,62.44380845169904
2023-07-20,56.90205888814115
2023-07-21,63.851220085094845
2023-07-22,37.48369253941075
2023-07-23,74.97899005774903
2023-07-24,77.7680244824794
2023-07-25,97.22507409430165
2023-07-26,73.6246604575959
2023-07-27,83.36156663717689
2023-07-28,58.36212274074525
2023-07-29,65.32009512540318
2023-07-30,63.94019159020601
2023-07-31,69.51095360108276
2023-08-01,73.6930008890581
2023-08-02,69.53244430280044
2023-08-03,48.6802327575615
2023-08-04,65.38069890424703
2023-08-05,68.17338674826942
2023-08-06,64.00939164973693
2023-08-07,69.58617105709463
2023-08-08,90.4759913303395
2023-08-09,79.35273440504604
2023-08-10,66.8336708252843
2023-08-11,77.98465075579358
2023-08-12,44.56953459928884
2023-08-13,57.11352739304308
2023-08-14,68.26816074284436
2023-08-15,65.49180583212741
2023-08-16,93.3750581478644
2023-08-17,97.57107439195622
2023-08-18,73.88663211153435
2023-08-19,58.56069682461657
2023-08-20,73.9094122553551
2023-08-21,73.92080232726546
2023-08-22,96.25134482156852
2023-08-23,93.47584953892027
2023-08-24,93.49024830907113
2023-08-25,61.406036887847264
2023-08-26,47.45742625192053
2023-08-27,79.57322900466939
2023-08-28,78.18924223614584
2023-08-29,92.16579078430556
2023-08-30,100.0
2023-08-31,100.0
2023-09-01,97.7967267599918
2023-09-02,50.30319612918557
2023-09-03,71.27382144088891
2023-09-04,100.0
2023-09-05,99.2548564494413
2023-09-06,100.0
2023-09-07,95.09021662985728
2023-09-08,100.0
2023-09-09,61.54787551918392
2023-09-10,78.34569454465053
2023-09-11,100.0
2023-09-12,100.0
2023-09-13,90.97887375053311
2023-09-14,100.0
2023-09-15,92.40691645757788
2023-09-16,58.813427476816436
2023-09-17,84.03207653076836
2023-09-18,93.85021756284219
2023-09-19,100.0
2023-09-20,100.0
2023-09-21,100.0
2023-09-22,100.0
2023-09-23,85.5112671079012
2023-09-24,74.30806477221797
2023-09-25,93.95100895389808
2023-09-26,88.35553263604602
2023-09-27,100.0
2023-09-28,100.0
2023-09-29,94.00860403450145
2023-09-30,87.00636080430512
2023-10-01,85.61614173228345
2023-10-02,100.0
2023-10-03,100.0
2023-10-04,89.7926811190228
2023-10-05,100.0
2023-10-06,98.18588729251
2023-10-07,78.53876676143952
2023-10-08,86.94262622696438
2023-10-09,96.74647790222996
2023-10-10,81.31282817029602
2023-10-11,100.0
2023-10-12,100.0
2023-10-13,84.08475892074499
2023-10-14,54.64816865865978
2023-10-15,71.45393448616923
2023-10-16,85.45367902870925
2023-10-17,100.0
2023-10-18,99.43726607832545
2023-10-19,86.8215338074697
2023-10-20,93.81137422873758
2023-10-21,65.79963385781427
2023-10-22,72.79036205341863
2023-10-23,100.0
2023-10-24,100.0
2023-10-25,100.0
2023-10-26,100.0
2023-10-27,74.1431246684591
2023-10-28,54.551223701117124
2023-10-29,61.53715791530452
2023-10-30,100.0
2023-10-31,100.0
2023-11-01,100.0
2023-11-02,100.0
2023-11-03,88.05409177735197
2023-11-04,64.28529631353607
2023-11-05,74.05843099675974
2023-11-06,100.0
2023-11-07,90.80329550478729
2023-11-08,89.39495821628373
2023-11-09,100.0
2023-11-10,61.44340894537317
2023-11-11,48.86922451346427
2023-11-12,75.38864414365385
2023-11-13,100.0
2023-11-14,96.30543161187107
2023-11-15,97.68873366408616
2023-11-16,97.67630482337555
2023-11-17,73.9455061011606
2023-11-18,69.75103367282455
2023-11-19,55.793724743567864
2023-11-20,82.28526825959224
2023-11-21,82.27479252242188
2023-11-22,66.92690179139106
2023-11-23,50.18878436832071
2023-11-24,46.00052636033994
2023-11-25,65.50755610111526
2023-11-26,75.2544126639794
2023-11-27,100.0
2023-11-28,100.0
2023-11-29,83.58405419497525
2023-11-30,100.0
2023-12-01,93.31173483217161
2023-12-02,64.05660564446109
2023-12-03,64.04843812056555
2023-12-04,100.0
2023-12-05,87.6961411648868
2023-12-06,100.0
2023-12-07,97.41529916845303
2023-12-08,100.0
2023-12-09,62.60814095594904
2023-12-10,86.24909691531309
2023-12-11,93.19277307108446
2023-12-12,91.79011753833433
2023-12-13,97.34072612418944
2023-12-14,69.52021234534205
2023-12-15,75.07224137013552
2023-12-16,58.38206376123459
2023-12-17,72.27332227985782
2023-12-18,79.21255956394684
2023-12-19,72.25485657365921
2023-12-20,80.58165722677838
2023-12-21,68.06890677895328
2023-12-22,57.52161953801571
2023-12-23,56.728149758159326
2023-12-24,44.96012917300697
2023-12-25,62.72590012072477
2023-12-26,70.03578315566094
2023-12-27,52.25985137940535
2023-12-28,61.39575232950736
2023-12-29,61.38789803919846
2023-12-30,47.537135609744595
2023-12-31,55.364547112347246
2024-01-01,68.67662398790749
2024-01-02,81.20017958801422
2024-01-03,68.65904354347649
2024-01-04,78.56956246915219
2024-01-05,63.42247519441604
2024-01-06,57.411324045746156
2024-01-07,58.708383817424924
2024-01-08,85.05054975935347
2024-01-09,78.51926084023854
2024-01-10,93.63653522896698
2024-01-11,92.32079199512029
2024-01-12,100.0
2024-01-13,56.056442526505464
2024-01-14,66.47520220899453
2024-01-15,72.4627892304533
2024-01-16,65.938952590627
2024-01-17,100.0
2024-01-18,87.54674193073754
2024-01-19,75.0304388606937
2024-01-20,82.71676194105868
2024-01-21,70.17491417586199
2024-01-22,100.0
2024-01-23,93.96013939574068
2024-01-24,100.0
2024-01-25,100.0
2024-01-26,100.0
2024-01-27,73.87735981766741
2024-01-28,77.62386586729649
2024-01-29,88.88042928344399
2024-01-30,100.0
2024-01-31,95.11517217421631
2024-02-01,98.85701489601006
2024-02-02,100.0
2024-02-03,65.05371652627146
2024-02-04,87.56105439987428
2024-02-05,95.05406649913242
2024-02-06,83.78688999204931
2024-02-07,100.0
2024-02-08,100.0
2024-02-09,87.50477285703384
2024-02-10,61.24546158392603
2024-02-11,72.48530134162948
2024-02-12,83.72224661998686
2024-02-13,99.95399728315597
2024-02-14,94.9440762839814
2024-02-15,100.0
2024-02-16,77.43443827453639
2024-02-17,67.43421441397733
2024-02-18,78.66311947192894
2024-02-19,73.65914823585463
2024-02-20,100.0
2024-02-21,93.61038980808941
2024-02-22,100.0
2024-02-23,82.35591684924742
2024-02-24,83.59295987586198
2024-02-25,79.83970004109206
2024-02-26,100.0
2024-02-27,89.79650671145991
2024-02-28,100.0
2024-02-29,93.51390716322008
2024-03-01,86.02169908600253
2024-03-02,56.09387190120166
2024-03-03,77.27492030168578
2024-03-04,100.0
2024-03-05,87.22336514283165
2024-03-06,100.0
2024-03-07,100.0
2024-03-08,100.0
2024-03-09,48.5707893776259
2024-03-10,78.4503752399921
2024-03-11,100.0
2024-03-12,95.85902808114054
2024-03-13,89.62283795069514
2024-03-14,72.18684836016705
2024-03-15,68.44420161633275
2024-03-16,48.52688977421035
2024-03-17,92.06476312230116
2024-03-18,97.02869406075469
2024-03-19,100.0
2024-03-20,100.0
2024-03-21,96.99106582925566
2024-03-22,68.38229191920827
2024-03-23,52.212450953163646
2024-03-24,65.8786178548859
2024-03-25,98.18372683923032
2024-03-26,72.07492849211864
2024-03-27,82.00568484837179
2024-03-28,86.96447004576565
2024-03-29,81.98445866650054
2024-03-30,58.37531427350835
2024-03-31,60.85149078404298
2024-04-01,85.67773845704339
2024-04-02,83.18355185279982
2024-04-03,94.34524066815915
2024-04-04,74.47343647353344
2024-04-05,80.66910389313374
2024-04-06,62.045116620466324
2024-04-07,78.16671626407629
2024-04-08,89.32181209870288
2024-04-09,89.31023418131855
2024-04-10,80.61684246049617
2024-04-11,80.60639017396868
2024-04-12,73.15631285167736
2024-04-13,57.02972827141582
2024-04-14,70.65810613723092
2024-04-15,95.43804214069407
2024-04-16,78.07554016467479
2024-04-17,95.41327826184427
2024-04-18,83.01116952729997
2024-04-19,75.5675243813333
2024-04-20,76.79636638313396
2024-04-21,81.74035757498118
2024-04-22,91.63638017908137
2024-04-23,99.053492597709
2024-04-24,92.85058897974352
2024-04-25,73.03297587065275
2024-04-26,80.44960587605603
2024-04-27,49.501017593556014
2024-04-28,66.81769031326237
2024-04-29,100.0
2024-04-30,96.48935607593519
2024-05-01,74.21293333238627
2024-05-02,69.25639939670607
2024-05-03,69.24739434985159
2024-05-04,61.81999044910457
2024-05-05,59.33947221955085
2024-05-06,79.10900481061506
2024-05-07,72.91912634970694
2024-05-08,77.85266525502665
2024-05-09,67.95776828178326
2024-05-10,60.53631414413653
2024-05-11,41.99932205625962
2024-05-12,53.10987506983819
2024-05-13,75.33210672785216
2024-05-14,69.14833883445243
2024-05-15,69.13933378759795
2024-05-16,66.66138842857409
2024-05-17,77.76148915562514
2024-05-18,61.70742736342371
2024-05-19,53.061472942995415
2024-05-20,76.49727018403907
2024-05-21,67.85163737242702
2024-05-22,69.07629845961667
2024-05-23,74.00067151367377
2024-05-24,60.426002320169275
2024-05-25,48.08789374005495
2024-05-26,54.2459329281562
2024-05-27,61.63506537977172
2024-05-28,62.85956566255325
2024-05-29,56.689466143843354
2024-05-30,80.0942281341207
2024-05-31,51.746439778444824
2024-06-01,62.82676156329769
2024-06-02,45.57424980242942
2024-06-03,65.27351086714715
2024-06-04,66.49640310584755
2024-06-05,82.49402255080042
2024-06-06,81.25215539194241
2024-06-07,65.23942033262666
2024-06-08,57.84626777080825
2024-06-09,79.98970526884561
2024-06-10,72.59655270702719
2024-06-11,100.0
2024-06-12,63.96667872741046
2024-06-13,73.7980579594482
2024-06-14,52.88169361472225
2024-06-15,49.18584095364957
2024-06-16,51.63837921619119
2024-06-17,70.07149165642547
2024-06-18,77.43730746886423
2024-06-19,67.59515434148273
2024-06-20,65.12862609543507
2024-06-21,73.72087184355274
2024-06-22,72.4827031860814
2024-06-23,62.64633901739206
2024-06-24,84.74571610760576
2024-06-25,58.94582302848402
2024-06-26,74.90050769647006
2024-06-27,83.48471322418197
2024-06-28,71.19822285907276
2024-06-29,63.824527630636325
2024-06-30,52.771060181938765
2024-07-01,63.80780397219231
2024-07-02,57.664880398453924
2024-07-03,62.56432876925314
2024-07-04,52.743401823742886
2024-07-05,65.00078659098321
2024-07-06,66.2185330886239
2024-07-07,72.34039128489914
2024-07-08,68.65306125745659
2024-07-09,74.77298980083445
2024-07-10,79.6656843864928
2024-07-11,68.62604611689318
2024-07-12,84.54599703272628
2024-07-13,40.42973551366214
2024-07-14,63.69910019230621
2024-07-15,75.93895727906194
2024-07-16,53.885087836344944
2024-07-17,71.02101640132945
2024-07-18,82.03074505101957
2024-07-19,67.32982706809211
2024-07-20,55.0808041300738
2024-07-21,72.20756684379572
2024-07-22,70.97438312297594
2024-07-23,53.83556007864535
2024-07-24,67.28560585586033
2024-07-25,58.714264680797655
2024-07-26,48.922121724340094
2024-07-27,56.25304298021779
2024-07-28,58.69110884602902
2024-07-29,75.79937905281766
2024-07-30,66.01013057570617
2024-07-31,57.445703990192456
2024-08-01,68.4369401329493
2024-08-02,73.31564473510161
2024-08-03,58.64479717649174
2024-08-04,58.637078564902204
2024-08-05,62.293694950394695
2024-08-06,46.40879939553079
2024-08-07,46.402688828022406
2024-08-08,68.37390480496802
2024-08-09,58.59848550695446
2024-08-10,61.032048849338466
2024-08-11,59.803528456354044
2024-08-12,75.65980082657339
2024-08-13,59.787769624358724
2024-08-14,68.3198745238412
2024-08-15,73.1902172967715
2024-08-16,76.8395974838988
2024-08-17,58.5367366142381
2024-08-18,64.51494029837399
2024-08-19,59.51882153977025
2024-08-20,65.74466249511414
2024-08-21,87.38482112148542
2024-08-22,59.95228774980611
2024-08-23,54.50244142574396
2024-08-24,58.23349025498723
2024-08-25,60.71763639834147
2024-08-26,91.06443264068274
2024-08-27,91.05241068385328
2024-08-28,65.67528270230355
2024-08-29,79.3644492770687
2024-08-30,74.83012754149428
2024-08-31,50.71011515307175
2024-09-01,67.34177125409158
2024-09-02,68.75578577116791
2024-09-03,65.96455309850296
2024-09-04,80.38010330579054
2024-09-05,86.86225553714678
2024-09-06,87.0745089146972
2024-09-07,67.87566850704447
2024-09-08,76.10261710209642
2024-09-09,73.74854893850862
2024-09-10,85.37870267309285
2024-09-11,91.96222048272931
2024-09-12,71.25803414807504
2024-09-13,74.46240834433668
2024-09-14,78.02390760914294
2024-09-15,69.66826485983242
2024-09-16,88.94748029386609
2024-09-17,94.40379509555972
2024-09-18,89.37079933108002
2024-09-19,79.04334604384145
2024-09-20,85.83261314616334
2024-09-21,59.56264713103737
2024-09-22,70.31653209546938
2024-09-23,98.40813488800734
2024-09-24,75.97828113581092
2024-09-25,88.18028608011322
2024-09-26,93.74243064111032
2024-09-27,91.27573499854269
2024-09-28,67.27014302731592
2024-09-29,83.60796103260164
2024-09-30,100.0
2024-10-01,77.22022448763708
2024-10-02,82.82905864832689
2024-10-03,80.29699756618948
2024-10-04,94.12143032921485
2024-10-05,77.92990640296631
2024-10-06,72.6261109602689
2024-10-07,100.0
2024-10-08,90.85093118253639
2024-10-09,68.98209501604872
2024-10-10,82.96527241802931
2024-10-11,67.90749183372014
