Time,home depot
2025-06-25,61.0
2025-06-26,56.0
2025-06-27,60.0
2025-06-28,66.0
2025-06-29,70.0
2025-06-30,61.0
2025-07-01,64.0
2025-07-02,67.0
2025-07-03,68.0
2025-07-04,88.0
2025-07-05,74.0
2025-07-06,69.0
2025-07-07,66.0
2025-07-08,62.0
2025-07-09,60.0
2025-07-10,59.0
2025-07-11,63.0
2025-07-12,67.0
2025-07-13,69.0
2025-07-14,63.0
2025-07-15,59.0
2025-07-16,59.0
2025-07-17,59.0
2025-07-18,61.0
2025-07-19,64.0
2025-07-20,67.0
2025-07-21,63.0
2025-07-22,59.0
2025-07-23,56.0
2025-07-24,59.0
2025-07-25,57.0
2025-07-26,63.0
2025-07-27,64.0
2025-07-28,60.0
2025-07-29,54.0
2025-07-30,55.0
2025-07-31,56.0
2025-08-01,57.0
2025-08-02,69.0
2025-08-03,67.0
2025-08-04,61.0
2025-08-05,57.0
2025-08-06,56.0
2025-08-07,55.0
2025-08-08,55.0
2025-08-09,64.0
2025-08-10,64.0
2025-08-11,56.0
2025-08-12,55.0
2025-08-13,53.0
2025-08-14,54.0
2025-08-15,54.0
2025-08-16,61.0
2025-08-17,64.0
2025-08-18,55.0
2025-08-19,55.0
2025-08-20,54.0
2025-08-21,51.0
2025-08-22,55.0
2025-08-23,63.0
2025-08-24,63.0
2025-08-25,55.0
2025-08-26,55.0
2025-08-27,53.0
2025-08-28,53.0
2025-08-29,54.0
2025-08-30,59.0
2025-08-31,70.0
2025-09-01,81.0
2025-09-02,56.0
2025-09-03,56.0
2025-09-04,53.0
2025-09-05,52.0
2025-09-06,63.0
2025-09-07,56.0
2025-09-08,52.0
2025-09-09,50.0
2025-09-10,48.0
2025-09-11,47.0
2025-09-12,46.0
2025-09-13,57.0
2025-09-14,53.0
2025-09-15,47.0
2025-09-16,48.0
2025-09-17,47.0
2025-09-18,47.0
2025-09-19,49.0
2025-09-20,58.0
2025-09-21,52.0
2025-09-22,48.0
2025-09-23,47.0
2025-09-24,47.0
2025-09-25,45.0
2025-09-26,51.0
2025-09-27,57.0
2025-09-28,53.0
2025-09-29,50.0
2025-09-30,47.0
2025-10-01,47.0
2025-10-02,50.0
2025-10-03,51.0
2025-10-04,61.0
2025-10-05,59.0
2025-10-06,52.0
2025-10-07,49.0
2025-10-08,51.0
2025-10-09,50.0
2025-10-10,51.0
2025-10-11,58.0
2025-10-12,58.0
2025-10-13,56.0
2025-10-14,59.0
2025-10-15,56.0
2025-10-16,57.0
2025-10-17,54.0
2025-10-18,57.0
2025-10-19,57.0
2025-10-20,55.0
2025-10-21,52.0
2025-10-22,52.0
2025-10-23,53.0
2025-10-24,53.0
2025-10-25,57.0
2025-10-26,56.0
2025-10-27,49.0
2025-10-28,49.0
2025-10-29,51.0
2025-10-30,53.0
2025-10-31,52.0
2025-11-01,72.0
2025-11-02,64.0
2025-11-03,55.0
2025-11-04,52.0
2025-11-05,54.0
2025-11-06,55.0
2025-11-07,58.0
2025-11-08,71.0
2025-11-09,70.0
2025-11-10,60.0
2025-11-11,63.0
2025-11-12,54.0
2025-11-13,59.0
2025-11-14,56.0
2025-11-15,68.0
2025-11-16,69.0
2025-11-17,57.0
2025-11-18,58.0
2025-11-19,58.0
2025-11-20,55.0
2025-11-21,55.0
2025-11-22,69.0
2025-11-23,69.0
2025-11-24,61.0
2025-11-25,59.0
2025-11-26,67.0
2025-11-27,79.0
2025-11-28,100.0
2025-11-29,86.0
2025-11-30,78.0
2025-12-01,66.0
2025-12-02,62.0
2025-12-03,55.0
2025-12-04,52.0
2025-12-05,54.0
2025-12-06,66.0
2025-12-07,62.0
2025-12-08,53.0
2025-12-09,49.0
2025-12-10,49.0
2025-12-11,52.0
2025-12-12,49.0
2025-12-13,63.5
2025-12-14,59.5
2025-12-15,52.0
2025-12-16,49.0
2025-12-17,49.0
2025-12-18,48.0
2025-12-19,50.5
2025-12-20,59.0
2025-12-21,56.0
2025-12-22,54.0
2025-12-23,56.5
2025-12-24,61.5
2025-12-25,41.5
2025-12-26,63.5
2025-12-27,60.5
2025-12-28,60.5
2025-12-29,56.5
2025-12-30,55.0
2025-12-31,57.0
2026-01-01,66.0
2026-01-02,57.5
2026-01-03,63.0
2026-01-04,56.5
2026-01-05,47.0
2026-01-06,45.5
2026-01-07,45.0
2026-01-08,44.0
2026-01-09,46.5
2026-01-10,57.0
2026-01-11,57.0
2026-01-12,48.0
2026-01-13,46.0
2026-01-14,43.0
2026-01-15,46.0
2026-01-16,51.0
2026-01-17,56.0
2026-01-18,55.0
2026-01-19,56.0
2026-01-20,50.0
2026-01-21,62.0
2026-01-22,64.0
2026-01-23,69.0
2026-01-24,73.0
2026-01-25,50.0
2026-01-26,55.0
2026-01-27,54.0
2026-01-28,54.0
2026-01-29,55.0
2026-01-30,53.0
2026-01-31,60.0
2026-02-01,60.0
2026-02-02,52.0
2026-02-03,48.0
2026-02-04,47.0
2026-02-05,46.0
2026-02-06,49.0
2026-02-07,59.0
2026-02-08,48.0
2026-02-09,40.0
2026-02-10,44.0
2026-02-11,47.0
2026-02-12,44.0
2026-02-13,47.0
2026-02-14,54.0
2026-02-15,54.0
2026-02-16,57.0
2026-02-17,47.0
2026-02-18,48.0
2026-02-19,49.0
2026-02-20,48.0
2026-02-21,63.0
2026-02-22,60.0
2026-02-23,52.0
2026-02-24,52.0
2026-02-25,51.0
2026-02-26,53.0
2026-02-27,54.0
2026-02-28,65.0
2026-03-01,70.0
2026-03-02,57.0
2026-03-03,53.0
2026-03-04,54.0
2026-03-05,54.0
2026-03-06,59.0
2026-03-07,76.0
2026-03-08,68.0
2026-03-09,62.0
2026-03-10,61.0
2026-03-11,59.0
2026-03-12,59.0
2026-03-13,59.0
2026-03-14,74.0
2026-03-15,72.0
2026-03-16,58.0
2026-03-17,60.0
2026-03-18,59.0
2026-03-19,62.0
2026-03-20,61.0
2026-03-21,79.0
2026-03-22,76.0
2026-03-23,64.0
2026-03-24,64.0
2026-03-25,64.0
2026-03-26,62.0
2026-03-27,61.0
2026-03-28,77.0
2026-03-29,79.0
2026-03-30,67.0
2026-03-31,66.0
2026-04-01,62.0
2026-04-02,60.0
2026-04-03,67.0
2026-04-04,78.0
2026-04-05,89.0
2026-04-06,72.0
2026-04-07,60.0
2026-04-08,64.0
2026-04-09,69.0
2026-04-10,69.0
2026-04-11,86.0
2026-04-12,94.0
2026-04-13,69.0
2026-04-14,67.0
2026-04-15,65.0
2026-04-16,68.0
2026-04-17,69.0
2026-04-18,86.0
2026-04-19,83.0
2026-04-20,69.0
2026-04-21,66.0
2026-04-22,67.0
2026-04-23,65.0
2026-04-24,68.0
2026-04-25,78.0
2026-04-26,78.0
2026-04-27,68.0
2026-04-28,66.0
2026-04-29,59.0
2026-04-30,62.0
2026-05-01,62.0
2026-05-02,80.0
2026-05-03,81.0
2026-05-04,83.0
2026-05-05,66.0
2026-05-06,64.0
2026-05-07,61.0
2026-05-08,64.0
2026-05-09,78.0
2026-05-10,70.0
2026-05-11,64.0
2026-05-12,65.0
2026-05-13,65.0
2026-05-14,63.0
2026-05-15,66.0
2026-05-16,86.0
2026-05-17,88.0
2026-05-18,72.0
2026-05-19,69.0
2026-05-20,70.0
2026-05-21,69.0
2026-05-22,74.0
2026-05-23,87.0
2026-05-24,88.0
2026-05-25,100.0
2026-05-26,73.0
2026-05-27,69.0
2026-05-28,69.0
2026-05-29,72.0
2026-05-30,82.0
2026-05-31,83.0
