Time,google_slides
2024-09-22,16.988473959342013
2024-09-23,44.67339448567714
2024-09-24,42.785786267972476
2024-09-25,45.302597224912034
2024-09-26,42.785786267972476
2024-09-27,37.12296161485847
2024-09-28,12.584054784697788
2024-09-29,16.988473959342013
2024-09-30,42.785786267972476
2024-10-01,48.44861092108648
2024-10-02,44.04419174644225
2024-10-03,40.89817805026781
2024-10-04,34.60615065791892
2024-10-05,12.584054784697788
2024-10-06,15.730068480872234
2024-10-07,42.785786267972476
2024-10-08,44.67339448567714
2024-10-09,40.26897531103292
2024-10-10,40.89817805026781
2024-10-11,32.71854244021424
2024-10-12,11.325649306228009
2024-10-13,13.842460263167565
2024-10-14,32.71854244021424
2024-10-15,40.89817805026781
2024-10-16,39.63977257179803
2024-10-17,40.26897531103292
2024-10-18,34.60615065791892
2024-10-19,11.954852045462898
2024-10-20,14.471663002402455
2024-10-21,45.302597224912034
2024-10-22,45.93179996414692
2024-10-23,42.785786267972476
2024-10-24,47.1902054426167
2024-10-25,40.89817805026781
2024-10-26,12.584054784697788
2024-10-27,16.35927122010712
2024-10-28,44.67339448567714
2024-10-29,45.93179996414692
2024-10-30,41.52738078950269
2024-10-31,37.12296161485847
2024-11-01,33.347745179449134
2024-11-02,11.954852045462898
2024-11-03,16.988473959342013
2024-11-04,40.89817805026781
2024-11-05,33.347745179449134
2024-11-06,33.347745179449134
2024-11-07,43.41498900720737
2024-11-08,39.63977257179803
2024-11-09,14.471663002402455
2024-11-10,17.6176766985769
2024-11-11,36.493758875623584
2024-11-12,50.33621913879115
2024-11-13,50.33621913879115
2024-11-14,48.44861092108648
2024-11-15,42.156583528737585
2024-11-16,15.730068480872234
2024-11-17,20.13448765551646
2024-11-18,51.594624617260926
2024-11-19,50.965421878026035
2024-11-20,54.740638313435376
2024-11-21,54.111435574200485
2024-11-22,41.52738078950269
2024-11-23,15.730068480872234
2024-11-24,16.988473959342013
2024-11-25,36.493758875623584
2024-11-26,32.71854244021424
2024-11-27,18.246879437811792
2024-11-28,10.696446566993119
2024-11-29,11.954852045462898
2024-11-30,14.471663002402455
2024-12-01,21.392893133986238
2024-12-02,57.25744927037493
2024-12-03,62.920273923488935
2024-12-04,59.1450574880796
2024-12-05,57.88665200960982
2024-12-06,45.93179996414692
2024-12-07,18.246879437811792
2024-12-08,22.022095873221126
2024-12-09,57.25744927037493
2024-12-10,55.99904379190515
2024-12-11,51.594624617260926
2024-12-12,57.25744927037493
2024-12-13,38.38136709332825
2024-12-14,15.100865741637344
2024-12-15,15.100865741637344
2024-12-16,45.302597224912034
2024-12-17,43.41498900720737
2024-12-18,37.75216435409336
2024-12-19,33.347745179449134
2024-12-20,22.651298612456017
2024-12-21,8.17963561005356
2024-12-22,6.292027392348894
2024-12-23,7.550432870818672
2024-12-24,6.292027392348894
2024-12-25,5.033621913879115
2024-12-26,5.662824653114004
2024-12-27,6.292027392348894
2024-12-28,5.662824653114004
2024-12-29,6.292027392348894
2024-12-30,6.9212301315837825
2024-12-31,6.9212301315837825
2025-01-01,6.9212301315837825
2025-01-02,13.213257523932675
2025-01-03,13.213257523932675
2025-01-04,7.550432870818672
2025-01-05,8.80883834928845
2025-01-06,24.538906830160684
2025-01-07,31.460136961744467
2025-01-08,32.71854244021424
2025-01-09,37.75216435409336
2025-01-10,31.460136961744467
2025-01-11,10.06724382775823
2025-01-12,11.325649306228009
2025-01-13,37.75216435409336
2025-01-14,40.26897531103292
2025-01-15,42.156583528737585
2025-01-16,40.89817805026781
2025-01-17,38.38136709332825
2025-01-18,9.43804108852334
2025-01-19,9.43804108852334
2025-01-20,13.213257523932675
2025-01-21,31.460136961744467
2025-01-22,35.2353533971538
2025-01-23,37.12296161485847
2025-01-24,34.60615065791892
2025-01-25,11.954852045462898
2025-01-26,13.213257523932675
2025-01-27,36.493758875623584
2025-01-28,40.89817805026781
2025-01-29,38.38136709332825
2025-01-30,41.52738078950269
2025-01-31,37.75216435409336
2025-02-01,11.954852045462898
2025-02-02,14.471663002402455
2025-02-03,35.86455613638869
2025-02-04,42.785786267972476
2025-02-05,40.89817805026781
2025-02-06,41.52738078950269
2025-02-07,38.38136709332825
2025-02-08,12.584054784697788
2025-02-09,13.842460263167565
2025-02-10,38.38136709332825
2025-02-11,39.01056983256314
2025-02-12,39.01056983256314
2025-02-13,39.01056983256314
2025-02-14,32.71854244021424
2025-02-15,10.696446566993119
2025-02-16,11.954852045462898
2025-02-17,20.13448765551646
2025-02-18,36.493758875623584
2025-02-19,35.86455613638869
2025-02-20,36.493758875623584
2025-02-21,35.86455613638869
2025-02-22,11.954852045462898
2025-02-23,15.100865741637344
2025-02-24,42.156583528737585
2025-02-25,42.785786267972476
2025-02-26,44.04419174644225
2025-02-27,41.52738078950269
2025-02-28,38.38136709332825
2025-03-01,13.842460263167565
2025-03-02,15.100865741637344
2025-03-03,42.785786267972476
2025-03-04,42.785786267972476
2025-03-05,38.38136709332825
2025-03-06,40.26897531103292
2025-03-07,37.12296161485847
2025-03-08,12.584054784697788
2025-03-09,14.471663002402455
2025-03-10,40.26897531103292
2025-03-11,37.75216435409336
2025-03-12,37.75216435409336
2025-03-13,39.01056983256314
2025-03-14,30.830934222509576
2025-03-15,10.696446566993119
2025-03-16,13.213257523932675
2025-03-17,33.976947918684026
2025-03-18,35.86455613638869
2025-03-19,38.38136709332825
2025-03-20,35.2353533971538
2025-03-21,29.5725287440398
2025-03-22,10.696446566993119
2025-03-23,13.213257523932675
2025-03-24,33.976947918684026
2025-03-25,37.12296161485847
2025-03-26,36.493758875623584
2025-03-27,35.86455613638869
2025-03-28,31.460136961744467
2025-03-29,11.325649306228009
2025-03-30,13.213257523932675
2025-03-31,33.347745179449134
2025-04-01,38.38136709332825
2025-04-02,35.2353533971538
2025-04-03,40.26897531103292
2025-04-04,33.347745179449134
2025-04-05,12.584054784697788
2025-04-06,14.471663002402455
2025-04-07,39.01056983256314
2025-04-08,38.38136709332825
2025-04-09,40.89817805026781
2025-04-10,40.89817805026781
2025-04-11,33.347745179449134
2025-04-12,13.213257523932675
2025-04-13,14.471663002402455
2025-04-14,40.89817805026781
2025-04-15,40.84864365873773
2025-04-16,40.272509537407416
2025-04-17,34.82576969372172
2025-04-18,21.995423508551085
2025-04-19,11.99267931212745
2025-04-20,13.144947554788075
2025-04-21,39.12024129474679
2025-04-22,46.5569162541363
2025-04-23,45.980782132805984
2025-04-24,42.262444653111224
2025-04-25,39.6963754160771
2025-04-26,13.406480306500946
2025-04-27,18.853220150186644
2025-04-28,51.68905472820455
2025-04-29,49.69911961250074
2025-04-30,48.546851369840105
2025-05-01,50.53678648554392
2025-05-02,38.2825744217036
2025-05-03,13.144947554788075
2025-05-04,17.439419155813145
2025-05-05,50.27525373383105
2025-05-06,50.27525373383105
2025-05-07,49.38451824288329
2025-05-08,47.39458312717948
2025-05-09,43.99084701710217
2025-05-10,13.144947554788075
2025-05-11,14.558748549161574
2025-05-12,52.265188849534866
2025-05-13,50.53678648554392
2025-05-14,49.69911961250074
2025-05-15,48.645091818593734
2025-05-16,39.22991275693043
2025-05-17,12.030506578792
2025-05-18,13.599703089069216
2025-05-19,43.414436784336345
2025-05-20,43.414436784336345
2025-05-21,41.84524027405913
2025-05-22,37.660716246653216
2025-05-23,30.860864702118608
2025-05-24,8.892113558237565
2025-05-25,8.369048054811826
2025-05-26,11.50744107536626
2025-05-27,33.99925772267304
2025-05-28,33.4761922192473
2025-05-29,33.4761922192473
2025-05-30,28.76860268841565
2025-05-31,9.415179061663304
2025-06-01,9.938244565089043
2025-06-02,29.29166819184139
2025-06-03,28.76860268841565
2025-06-04,26.676340674712694
2025-06-05,25.107144164435475
2025-06-06,18.830358123326608
2025-06-07,7.845982551386086
2025-06-08,8.892113558237565
2025-06-09,21.968751143881043
2025-06-10,20.922620137029565
2025-06-11,17.78422711647513
2025-06-12,17.26116161304939
2025-06-13,13.076637585643477
2025-06-14,6.799851544534608
2025-06-15,7.845982551386086
2025-06-16,13.076637585643477
2025-06-17,12.030506578792
2025-06-18,12.030506578792
2025-06-19,8.892113558237565
2025-06-20,9.938244565089043
2025-06-21,5.75372053768313
2025-06-22,6.799851544534608
2025-06-23,10.461310068514782
2025-06-24,11.50744107536626
2025-06-25,10.461310068514782
2025-06-26,10.984375571940522
2025-06-27,9.415179061663304
2025-06-28,6.276786041108869
2025-06-29,6.276786041108869
2025-06-30,9.938244565089043
2025-07-01,9.415179061663304
2025-07-02,10.461310068514782
2025-07-03,8.369048054811826
2025-07-04,5.230655034257391
2025-07-05,4.707589530831652
2025-07-06,6.799851544534608
2025-07-07,10.461310068514782
2025-07-08,12.030506578792
2025-07-09,12.030506578792
2025-07-10,11.50744107536626
2025-07-11,9.938244565089043
2025-07-12,6.799851544534608
2025-07-13,6.799851544534608
2025-07-14,12.553572082217737
2025-07-15,12.030506578792
2025-07-16,12.030506578792
2025-07-17,12.030506578792
2025-07-18,10.461310068514782
2025-07-19,7.322917047960347
2025-07-20,7.845982551386086
2025-07-21,13.076637585643477
2025-07-22,13.076637585643477
2025-07-23,12.553572082217737
2025-07-24,13.076637585643477
2025-07-25,10.984375571940522
2025-07-26,7.322917047960347
2025-07-27,7.845982551386086
2025-07-28,14.122768592494955
2025-07-29,15.691965102772173
2025-07-30,15.168899599346434
2025-07-31,15.691965102772173
2025-08-01,13.076637585643477
2025-08-02,7.322917047960347
2025-08-03,7.845982551386086
2025-08-04,15.168899599346434
2025-08-05,16.73809610962365
2025-08-06,18.830358123326608
2025-08-07,20.399554633603824
2025-08-08,17.26116161304939
2025-08-09,8.892113558237565
2025-08-10,9.938244565089043
2025-08-11,21.445685640455302
2025-08-12,23.53794765415826
2025-08-13,25.630209667861216
2025-08-14,28.24553718498991
2025-08-15,27.722471681564173
2025-08-16,9.415179061663304
2025-08-17,11.50744107536626
2025-08-18,30.337799198692867
2025-08-19,32.95312671582156
2025-08-20,34.52232322609878
2025-08-21,38.18378175007896
2025-08-22,31.906995708970086
2025-08-23,9.938244565089043
2025-08-24,13.076637585643477
2025-08-25,37.137650743227475
2025-08-26,40.79910926720765
2025-08-27,40.79910926720765
2025-08-28,38.70684725350469
2025-08-29,32.95312671582156
2025-08-30,8.892113558237565
2025-08-31,9.938244565089043
2025-09-01,14.122768592494955
2025-09-02,38.18378175007896
2025-09-03,39.22991275693043
2025-09-04,40.79910926720765
2025-09-05,37.137650743227475
2025-09-06,12.030506578792
2025-09-07,14.122768592494955
2025-09-08,43.414436784336345
2025-09-09,40.79910926720765
2025-09-10,42.891371280910604
2025-09-11,40.276043763781914
2025-09-12,36.091519736376
2025-09-13,11.50744107536626
2025-09-14,14.122768592494955
2025-09-15,40.276043763781914
2025-09-16,42.36830577748486
2025-09-17,41.84524027405913
2025-09-18,40.276043763781914
2025-09-19,34.52232322609878
2025-09-20,11.50744107536626
2025-09-21,13.599703089069216
2025-09-22,38.70684725350469
2025-09-23,37.660716246653216
2025-09-24,40.276043763781914
2025-09-25,43.414436784336345
2025-09-26,37.137650743227475
2025-09-27,11.50744107536626
2025-09-28,14.645834095920694
2025-09-29,42.891371280910604
2025-09-30,42.36830577748486
2025-10-01,39.22991275693043
2025-10-02,38.70684725350469
2025-10-03,36.614585239801734
2025-10-04,10.984375571940522
2025-10-05,14.645834095920694
2025-10-06,39.22991275693043
2025-10-07,39.75297826035617
2025-10-08,40.79910926720765
2025-10-09,42.891371280910604
2025-10-10,31.383930205544345
2025-10-11,9.415179061663304
2025-10-12,13.076637585643477
2025-10-13,31.383930205544345
2025-10-14,40.79910926720765
2025-10-15,42.36830577748486
2025-10-16,41.32217477063339
2025-10-17,36.091519736376
2025-10-18,11.50744107536626
2025-10-19,15.691965102772173
2025-10-20,40.79910926720765
2025-10-21,41.84524027405913
2025-10-22,42.36830577748486
2025-10-23,42.891371280910604
2025-10-24,38.70684725350469
2025-10-25,12.030506578792
2025-10-26,15.168899599346434
2025-10-27,40.79910926720765
2025-10-28,42.891371280910604
2025-10-29,42.891371280910604
2025-10-30,41.84524027405913
2025-10-31,33.4761922192473
2025-11-01,10.461310068514782
2025-11-02,14.122768592494955
2025-11-03,39.75297826035617
2025-11-04,36.091519736376
2025-11-05,42.36830577748486
2025-11-06,42.891371280910604
2025-11-07,38.18378175007896
2025-11-08,12.553572082217737
2025-11-09,15.691965102772173
2025-11-10,38.70684725350469
2025-11-11,35.04538872952452
2025-11-12,47.07589530831652
2025-11-13,46.55282980489078
2025-11-14,40.276043763781914
2025-11-15,13.599703089069216
2025-11-16,17.78422711647513
2025-11-17,49.168157322019475
2025-11-18,42.36830577748486
2025-11-19,43.937502287762086
2025-11-20,43.937502287762086
2025-11-21,36.091519736376
2025-11-22,13.076637585643477
2025-11-23,13.076637585643477
2025-11-24,29.29166819184139
2025-11-25,25.630209667861216
2025-11-26,14.122768592494955
2025-11-27,8.369048054811826
2025-11-28,8.892113558237565
2025-11-29,10.461310068514782
2025-11-30,15.691965102772173
2025-12-01,41.32217477063339
2025-12-02,44.46056779118782
2025-12-03,46.02976430146504
2025-12-04,44.98363329461356
2025-12-05,38.18378175007896
2025-12-06,15.691965102772173
2025-12-07,17.26116161304939
2025-12-08,44.46056779118782
2025-12-09,42.891371280910604
2025-12-10,50.21428832887095
2025-12-11,42.69019224113147
2025-12-12,38.606257733615124
2025-12-13,13.438759857245913
2025-12-14,12.694397410063129
2025-12-15,35.487982617038604
2025-12-16,37.15776864720539
2025-12-17,34.52232322609878
2025-12-18,30.921218414052348
2025-12-19,20.862266425095825
2025-12-20,7.906336263319825
2025-12-21,7.202209624092869
2025-12-22,10.32048474066939
2025-12-23,7.202209624092869
2025-12-24,5.049593898456173
2025-12-25,5.049593898456173
2025-12-26,4.56676420298626
2025-12-27,4.7880611467433045
2025-12-28,4.7880611467433045
2025-12-29,5.532423593926087
2025-12-30,5.270890842213217
2025-12-31,6.457847176910086
2026-01-01,5.270890842213217
2026-01-02,5.7537205376831295
2026-01-03,6.457847176910086
2026-01-04,7.202209624092869
2026-01-05,19.896607034156
2026-01-06,27.802943297475824
2026-01-07,32.369707500462084
2026-01-08,31.404048109522257
2026-01-09,30.6999214702953
2026-01-10,8.851877750281737
2026-01-11,9.294471637795825
2026-01-12,32.751947676042434
2026-01-13,32.30935378852834
2026-01-14,33.637135451070606
2026-01-15,32.751947676042434
2026-01-16,31.42416601350017
2026-01-17,8.851877750281737
2026-01-18,8.409283862767651
2026-01-19,11.064847187852173
2026-01-20,31.42416601350017
2026-01-21,34.52232322609878
2026-01-22,36.29269877615513
2026-01-23,29.211196575929737
2026-01-24,10.179659412823998
2026-01-25,10.622253300338086
2026-01-26,21.687100488190257
2026-01-27,26.9982271383593
2026-01-28,28.768602688415648
2026-01-29,33.19454156355652
2026-01-30,29.653790463443823
2026-01-31,10.179659412823998
2026-02-01,11.950034962880347
2026-02-02,33.19454156355652
2026-02-03,32.751947676042434
2026-02-04,33.637135451070606
2026-02-05,30.981572125986084
2026-02-06,34.07972933858469
2026-02-07,10.622253300338086
2026-02-08,11.064847187852173
2026-02-09,29.211196575929737
2026-02-10,34.96491711361286
2026-02-11,34.96491711361286
2026-02-12,33.637135451070606
2026-02-13,25.67044547581704
2026-02-14,10.179659412823998
2026-02-15,9.294471637795825
2026-02-16,16.818567725535303
2026-02-17,27.440821025873387
2026-02-18,31.42416601350017
2026-02-19,31.866759901014255
2026-02-20,29.653790463443823
2026-02-21,11.507441075366259
2026-02-22,11.507441075366259
2026-02-23,30.981572125986084
2026-02-24,34.52232322609878
2026-02-25,35.40751100112695
2026-02-26,38.50566821372556
2026-02-27,32.30935378852834
2026-02-28,11.064847187852173
2026-03-01,12.83522273790852
2026-03-02,36.29269877615513
2026-03-03,34.96491711361286
2026-03-04,38.50566821372556
2026-03-05,38.06307432621147
2026-03-06,35.40751100112695
2026-03-07,11.950034962880347
2026-03-08,13.277816625422608
2026-03-09,34.52232322609878
2026-03-10,34.52232322609878
2026-03-11,34.52232322609878
2026-03-12,33.637135451070606
2026-03-13,27.440821025873387
2026-03-14,11.507441075366259
2026-03-15,12.392628850394434
2026-03-16,26.113039363331126
2026-03-17,31.866759901014255
2026-03-18,32.751947676042434
2026-03-19,30.981572125986084
2026-03-20,24.78525770078887
2026-03-21,9.737065525309912
2026-03-22,11.507441075366259
2026-03-23,31.866759901014255
2026-03-24,34.96491711361286
2026-03-25,34.07972933858469
2026-03-26,32.751947676042434
2026-03-27,28.768602688415648
2026-03-28,11.064847187852173
2026-03-29,11.950034962880347
2026-03-30,31.42416601350017
2026-03-31,29.653790463443823
2026-04-01,30.09638435095791
2026-04-02,26.555633250845215
2026-04-03,15.048192175478954
2026-04-04,8.409283862767651
2026-04-05,8.851877750281737
2026-04-06,26.113039363331126
2026-04-07,28.326008800901562
2026-04-08,32.30935378852834
2026-04-09,28.768602688415648
2026-04-10,27.883414913387476
2026-04-11,11.507441075366259
2026-04-12,13.277816625422608
2026-04-13,35.85010488864104
2026-04-14,37.1778865511833
2026-04-15,35.85010488864104
2026-04-16,38.06307432621147
2026-04-17,31.866759901014255
2026-04-18,11.950034962880347
2026-04-19,13.720410512936693
2026-04-20,39.83344987626782
2026-04-21,37.1778865511833
2026-04-22,39.83344987626782
2026-04-23,38.94826210123965
2026-04-24,32.751947676042434
2026-04-25,11.950034962880347
2026-04-26,15.490786062993042
2026-04-27,42.48901320135234
2026-04-28,44.25938875140869
2026-04-29,39.390855988753735
2026-04-30,39.390855988753735
2026-05-01,33.19454156355652
2026-05-02,11.950034962880347
2026-05-03,14.163004400450781
2026-05-04,40.27604376378191
2026-05-05,35.85010488864104
2026-05-06,39.390855988753735
2026-05-07,38.94826210123965
2026-05-08,36.73529266366921
2026-05-09,12.392628850394434
2026-05-10,11.950034962880347
2026-05-11,41.60382542632417
2026-05-12,39.390855988753735
2026-05-13,42.04641931383826
2026-05-14,42.48901320135234
2026-05-15,37.1778865511833
2026-05-16,11.064847187852173
2026-05-17,12.392628850394434
2026-05-18,38.50566821372556
2026-05-19,36.29269877615513
2026-05-20,34.52232322609878
2026-05-21,33.19454156355652
2026-05-22,27.883414913387476
2026-05-23,9.294471637795825
2026-05-24,8.409283862767651
2026-05-25,11.064847187852173
2026-05-26,31.42416601350017
2026-05-27,29.653790463443823
2026-05-28,27.883414913387476
2026-05-29,24.34266381327478
2026-05-30,8.851877750281737
2026-05-31,10.622253300338086
