Time,crisis
2022-07-06,51.85801345687091
2022-07-07,47.59310378938502
2022-07-08,49.67534584699565
2022-07-09,44.36123896992791
2022-07-10,41.165190256523225
2022-07-11,53.79558653709334
2022-07-12,50.59743099392086
2022-07-13,55.83077606322334
2022-07-14,53.68813821893608
2022-07-15,48.39229053318918
2022-07-16,43.10346561333492
2022-07-17,44.1252740359355
2022-07-18,49.34527585004198
2022-07-19,52.459860479092136
2022-07-20,50.32775678364382
2022-07-21,48.198462194552555
2022-07-22,43.97779595219024
2022-07-23,39.762747922542026
2022-07-24,39.73606141215003
2022-07-25,50.159210402220666
2022-07-26,49.08121985247904
2022-07-27,46.961054859048204
2022-07-28,50.058082573366775
2022-07-29,44.813501078636094
2022-07-30,37.49299801559814
2022-07-31,41.630795620427406
2022-08-01,49.92324546822826
2022-08-02,47.81080551727931
2022-08-03,49.855826915658994
2022-08-04,46.70823528691347
2022-08-05,44.60211582526789
2022-08-06,40.42569300802915
2022-08-07,38.326596312276195
2022-08-08,45.546673823049524
2022-08-09,44.48132425191463
2022-08-10,46.51862060781242
2022-08-11,47.520063009324375
2022-08-12,43.35838800046016
2022-08-13,37.13905061460952
2022-08-14,37.113768657396044
2022-08-15,42.23966540854127
2022-08-16,48.38807285887633
2022-08-17,46.29740348219454
2022-08-18,46.26580103567769
2022-08-19,44.17934531853148
2022-08-20,35.935352555389784
2022-08-21,35.91077287476558
2022-08-22,45.114071444063434
2022-08-23,48.15702386100876
2022-08-24,47.10010160894502
2022-08-25,47.067796885838916
2022-08-26,43.96796006516328
2022-08-27,36.7851032136209
2022-08-28,37.78092740241875
2022-08-29,49.313944377970756
2022-08-30,61.014931374421124
2022-08-31,69.25854369091257
2022-09-01,67.25768479945957
2022-09-02,56.985306731640094
2022-09-03,46.72704327199173
2022-09-04,53.51657457803775
2022-09-05,51.99797638776792
2022-09-06,62.159780430971345
2022-09-07,58.73371445834948
2022-09-08,55.777492706558
2022-09-09,52.82531192333752
2022-09-10,44.56014777446735
2022-09-11,43.09520450235027
2022-09-12,55.6228767296104
2022-09-13,60.89017757876506
2022-09-14,65.68687436684523
2022-09-15,61.309722513440796
2022-09-16,65.59545177020033
2022-09-17,43.37789776850752
2022-09-18,48.63515375988954
2022-09-19,58.24562071608063
2022-09-20,57.24117908361055
2022-09-21,61.514520641844705
2022-09-22,56.198756951665395
2022-09-23,55.197682793004475
2022-09-24,41.24400351431303
2022-09-25,42.17550048334753
2022-09-26,58.92062555180048
2022-09-27,61.51052470404927
2022-09-28,58.71506047755854
2022-09-29,61.42413317083893
2022-09-30,52.21960346330334
2022-10-01,41.1969906521386
2022-10-02,42.99766650653882
2022-10-03,54.85195531738948
2022-10-04,57.55393616839141
2022-10-05,64.81659788889196
2022-10-06,56.56043722216971
2022-10-07,62.901807845101985
2022-10-08,48.28171160274325
2022-10-09,44.606217906486194
2022-10-10,59.1296072086841
2022-10-11,57.269617764318575
2022-10-12,59.95419136609156
2022-10-13,59.91164031242079
2022-10-14,54.426444780681855
2022-10-15,41.6972842035401
2022-10-16,42.573445395700006
2022-10-17,54.31039645248887
2022-10-18,58.79435648279325
2022-10-19,58.75245014205689
2022-10-20,68.64617429077477
2022-10-21,52.35047650329049
2022-10-22,36.97993809098093
2022-10-23,40.55872484707716
2022-10-24,60.34423900570972
2022-10-25,61.20105880983745
2022-10-26,58.45910575690238
2022-10-27,58.417199416166035
2022-10-28,52.98680448385154
2022-10-29,37.692342197801835
2022-10-30,38.56205626061767
2022-10-31,55.56113217384119
2022-11-01,52.83465223133185
2022-11-02,58.165761371747884
2022-11-03,56.335428722365016
2022-11-04,56.29481180749747
2022-11-05,38.395720323541056
2022-11-06,39.26027668288166
2022-11-07,55.2813267603092
2022-11-08,48.113437841166245
2022-11-09,48.96896821942517
2022-11-10,56.9408104820746
2022-11-11,48.00899434579256
2022-11-12,37.3132509923714
2022-11-13,42.61276919900156
2022-11-14,56.7757639708668
2022-11-15,55.84802574395446
2022-11-16,57.57907260143888
2022-11-17,60.19272778042725
2022-11-18,54.84163253904465
2022-11-19,37.12370538965619
2022-11-20,39.74638654972623
2022-11-21,50.30867432572545
2022-11-22,48.50799847132524
2022-11-23,37.8967125123112
2022-11-24,30.823596394525854
2022-11-25,30.80103144182166
2022-11-26,31.657851245949402
2022-11-27,39.543301975388495
2022-11-28,51.80762452682389
2022-11-29,58.78919140792366
2022-11-30,57.86918973622418
2022-12-01,59.57896106687321
2022-12-02,55.157538191206164
2022-12-03,42.86871654826337
2022-12-04,41.08867150776414
2022-12-05,62.024346169981754
2022-12-06,62.851509179126836
2022-12-07,62.80508984784964
2022-12-08,67.98855972628682
2022-12-09,59.22823723055663
2022-12-10,44.38829756326279
2022-12-11,46.96455939205565
2022-12-12,71.26368669027805
2022-12-13,85.10561442080936
2022-12-14,86.77799240126288
2022-12-15,84.11211547458765
2022-12-16,73.65169234222451
2022-12-17,71.86520017238122
2022-12-18,69.21608578200053
2022-12-19,68.29995238790751
2022-12-20,69.11293171249565
2022-12-21,77.69402401246111
2022-12-22,65.55928876084124
2022-12-23,59.47644802460557
2022-12-24,55.9866316534573
2022-12-25,60.24816572139177
2022-12-26,64.50325265998221
2022-12-27,63.59550053403645
2022-12-28,60.11277600516662
2022-12-29,56.635209179772055
2022-12-30,55.73519360903916
2022-12-31,49.69554863940865
2023-01-01,47.94580510682647
2023-01-02,52.22593582785174
2023-01-03,60.78669782945305
2023-01-04,55.64900021750795
2023-01-05,55.64820664748845
2023-01-06,55.64741307746895
2023-01-07,47.94170296026414
2023-01-08,48.79710889897704
2023-01-09,58.2132646305217
2023-01-10,53.93210837285585
2023-01-11,56.49949823086948
2023-01-12,58.210774041537434
2023-01-13,54.7858295013735
2023-01-14,45.36886799103979
2023-01-15,41.088200084155176
2023-01-16,47.93554974042065
2023-01-17,61.630542063420336
2023-01-18,60.77369548990281
2023-01-19,57.349007333899024
2023-01-20,55.63630309719598
2023-01-21,44.508407621741185
2023-01-22,44.50777276572558
2023-01-23,56.48982888540113
2023-01-24,58.20081168560034
2023-01-25,57.34409940854766
2023-01-26,57.343281420989115
2023-01-27,52.20731745431736
2023-01-28,42.792272720799986
2023-01-29,40.22416254538405
2023-01-30,53.916725323247114
2023-01-31,59.05080913941113
2023-02-01,54.77098363762412
2023-02-02,53.9144178658058
2023-02-03,57.33673752052063
2023-02-04,43.643759644493514
2023-02-05,49.63337148706573
2023-02-06,56.47854798235473
2023-02-07,56.4777422035657
2023-02-08,55.62122526682551
2023-02-09,56.47613064598764
2023-02-10,57.33101160761071
2023-02-11,41.07237751884333
2023-02-12,37.64914220641371
2023-02-13,50.48335673210697
2023-02-14,58.18337756271045
2023-02-15,63.31630154576904
2023-02-16,62.45978460902886
2023-02-17,65.88129848495466
2023-02-18,39.357097231769295
2023-02-19,41.92326621282985
2023-02-20,47.9116205521404
2023-02-21,56.4664613005193
2023-02-22,58.17673599208573
2023-02-23,56.46484974294124
2023-02-24,53.04198069359753
2023-02-25,40.20866961684954
2023-02-26,41.0635872047812
2023-02-27,59.883543393105434
2023-02-28,62.44908972691993
2023-03-01,60.73728893916215
2023-03-02,58.170094421461
2023-03-03,54.747542800125096
2023-03-04,35.072144046779385
2023-03-05,39.348673180793085
2023-03-06,58.16677363614865
2023-03-07,55.59979887629906
2023-03-08,61.58659049310967
2023-03-09,58.164283047164375
2023-03-10,58.163452850836286
2023-03-11,43.62196699088115
2023-03-12,48.75326720759215
2023-03-13,66.71404494741849
2023-03-14,65.00250054382086
2023-03-15,65.00157267733653
2023-03-16,68.4217313798444
2023-03-17,62.43393864393228
2023-03-18,53.025327931957605
2023-03-19,53.87980600418616
2023-03-20,72.69393860944423
2023-03-21,76.96895385603612
2023-03-22,63.28468083268444
2023-03-23,65.84933592632318
2023-03-24,59.862178046426635
2023-03-25,49.59938227269215
2023-03-26,51.30897327316487
2023-03-27,65.8455756253077
2023-03-28,64.13438527602646
2023-03-29,70.97437304426491
2023-03-30,64.98765468007147
2023-03-31,53.87057617442092
2023-04-01,41.04366249290703
2023-04-02,41.89814056513559
2023-04-03,64.98394321413413
2023-04-04,60.70781696951494
2023-04-05,62.41700508059315
2023-04-06,64.12614435659322
2023-04-07,51.300182959102735
2023-04-08,39.32957866524701
2023-04-09,38.47403843006928
2023-04-10,61.55758245670463
2023-04-11,61.55670342529842
2023-04-12,62.410766399362934
2023-04-13,64.97466454929076
2023-04-14,59.84423115521645
2023-04-15,41.035458199782376
2023-04-16,47.01912437159312
2023-04-17,62.40631019848422
2023-04-18,66.67976272257617
2023-04-19,62.40452771813273
2023-04-20,59.839103472013534
2023-04-21,58.983416731601444
2023-04-22,42.74099588877088
2023-04-23,47.01442399532379
2023-04-24,65.81925351819943
2023-04-25,67.52788002587921
2023-04-26,64.04396899496913
2023-04-27,64.04305424940378
2023-04-28,60.515081425771704
2023-04-29,41.23356912026879
2023-04-30,43.60557121905396
2023-05-01,68.78450962075588
2023-05-02,68.35617818042998
2023-05-03,69.14603155855765
2023-05-04,72.30831785067114
2023-05-05,63.244929079092344
2023-05-06,40.86597493342836
2023-05-07,41.656175770330265
2023-05-08,69.14109297095177
2023-05-09,66.76781919550584
2023-05-10,66.40341472511867
2023-05-11,73.0918269487287
2023-05-12,72.3000546186591
2023-05-13,47.55105823254635
2023-05-14,41.22473460204112
2023-05-15,63.2358945896396
2023-05-16,64.02567408366198
2023-05-17,63.66134504101762
2023-05-18,61.288454438505056
2023-05-19,58.91563161571298
2023-05-20,38.12249008454189
2023-05-21,42.01123828673546
2023-05-22,56.96848763248757
2023-05-23,59.702868387901916
2023-05-24,57.330237607651256
2023-05-25,56.68615043465029
2023-05-26,50.871459374562185
2023-05-27,35.6095127231324
2023-05-28,35.609003884071264
2023-05-29,37.788606986541375
2023-05-30,50.8685517227843
2023-05-31,50.14114159827068
2023-06-01,50.14042506979684
2023-06-02,46.506396328183655
2023-06-03,37.059254966018955
2023-06-04,43.598500421195936
2023-06-05,50.13755895590149
2023-06-06,48.683600617936996
2023-06-07,49.40951537867912
2023-06-08,54.49501018530432
2023-06-09,45.7751543340056
2023-06-10,34.87580960941377
2023-06-11,36.328449119607576
2023-06-12,47.952867462820066
2023-06-13,44.319441020503724
2023-06-14,42.13919408085424
2023-06-15,47.22428389312466
2023-06-16,39.95843830214361
2023-06-17,35.59882710284863
2023-06-18,34.871821972689794
2023-06-19,39.956724864488784
2023-06-20,43.58853132938601
2023-06-21,39.955582572718896
2023-06-22,39.95501142683395
2023-06-23,38.501551543459954
2023-06-24,34.86883124514682
2023-06-25,35.59475639035958
2023-06-26,40.67914005862679
2023-06-27,42.857767020857175
2023-06-28,40.677976997915636
2023-06-29,40.67739546756005
2023-06-30,39.22407058230432
2023-07-01,31.959896891095564
2023-07-02,35.59119451693166
2023-07-03,38.49604777402322
2023-07-04,34.13751655967432
2023-07-05,39.94758653032968
2023-07-06,41.399634125697276
2023-07-07,41.39904221087106
2023-07-08,37.04071868593486
2023-07-09,34.861354426289374
2023-07-10,40.670998633648686
2023-07-11,41.39667455156621
2023-07-12,41.39608263673999
2023-07-13,44.30043743924105
2023-07-14,41.39489880708756
2023-07-15,38.48944325069914
2023-07-16,37.03648182191564
2023-07-17,42.84551334550748
2023-07-18,42.844900661739985
2023-07-19,42.8442879779725
2023-07-20,40.665183330092894
2023-07-21,37.03383378190364
2023-07-22,37.75944739299733
2023-07-23,37.032774565898826
2023-07-24,42.84122455913508
2023-07-25,43.566723941051784
2023-07-26,53.73152440980352
2023-07-27,45.0176603980614
2023-07-28,41.38661199952056
2023-07-29,34.12531480667779
2023-07-30,33.39876659322691
2023-07-31,40.65878649618152
2023-08-01,40.658204965825945
2023-08-02,42.1096814153086
2023-08-03,41.38306051056327
2023-08-04,38.47843571182568
2023-08-05,33.39590047933156
2023-08-06,33.395422793682336
2023-08-07,39.2027616485606
2023-08-08,40.65413425333689
2023-08-09,39.201640125731984
2023-08-10,42.1048630209338
2023-08-11,50.0895515481543
2023-08-12,45.00735900319115
2023-08-13,36.29573803710625
2023-08-14,40.650645071203414
2023-08-15,38.472381565445275
2023-08-16,40.64948201049226
2023-08-17,42.100646925855855
2023-08-18,38.47073043461426
2023-08-19,32.66336042632408
2023-08-20,32.66289312514549
2023-08-21,42.09823772866845
2023-08-22,42.09763542937161
2023-08-23,43.548654962146294
2023-08-24,43.548031893908174
2023-08-25,39.91845809019755
2023-08-26,31.93430955545008
2023-08-27,36.2884689076615
2023-08-28,42.8197806272731
2023-08-29,43.54491655271757
2023-08-30,44.9957699339621
2023-08-31,44.995126096782705
2023-09-01,39.914460069002935
2023-09-02,34.10823235248266
2023-09-03,35.55913765608036
2023-09-04,37.01000142179552
2023-09-05,45.717582828803266
2023-09-06,53.69924947506888
2023-09-07,61.680687662980525
2023-09-08,52.24642304440364
2023-09-09,42.81242842206328
2023-09-10,46.43993571611747
2023-09-11,58.049088887496005
2023-09-12,50.06662263699146
2023-09-13,55.145056003584635
2023-09-14,52.24193695308917
2023-09-15,50.06447305156995
2023-09-16,40.631454569469305
2023-09-17,43.53307825619328
2023-09-18,52.96448714534545
2023-09-19,58.04244282628939
2023-09-20,52.962971012632686
2023-09-21,58.04078131098773
2023-09-22,50.78495673416979
2023-09-23,39.1764058620881
2023-09-24,42.07775955257556
2023-09-25,53.684648909355595
2023-09-26,55.86025399063108
2023-09-27,58.035796765082765
2023-09-28,55.13321770706034
2023-09-29,52.23072172480301
2023-09-30,42.07414575679446
2023-10-01,40.62273161413562
2023-10-02,56.56954270813574
2023-10-03,54.38213800495577
2023-10-04,58.72012373994813
2023-10-05,53.63404745871923
2023-10-06,49.27477546643845
2023-10-07,38.39710487232096
2023-10-08,37.66455174016356
2023-10-09,52.8638937844903
2023-10-10,55.748581689868
2023-10-11,52.84120915993475
2023-10-12,52.82986684765697
2023-10-13,49.200817375421714
2023-10-14,37.61607500823663
2023-10-15,38.33122623662539
2023-10-16,52.78449759854587
2023-10-17,53.49607522169642
2023-10-18,53.48457753527786
2023-10-19,53.473079848859285
2023-10-20,49.84931309741094
2023-10-21,35.39262350439304
2023-10-22,36.107153236218636
2023-10-23,62.81292908077157
2023-10-24,54.13742373320924
2023-10-25,54.84744761495188
2023-10-26,53.392596043929316
2023-10-27,49.77426738740867
2023-10-28,33.17569771446271
2023-10-29,34.610661395463964
2023-10-30,53.34660529825504
2023-10-31,54.776597006750976
2023-11-01,52.60302060210146
2023-11-02,54.752980137350676
2023-11-03,48.258664527336656
2023-11-04,36.006160044704195
2023-11-05,37.43832699117121
2023-11-06,53.26612149332507
2023-11-07,51.81530964996309
2023-11-08,54.68212952914977
2023-11-09,52.512282103879244
2023-11-10,47.466603099256126
2023-11-11,35.951779095427185
2023-11-12,35.94401038838761
2023-11-13,55.341812189275984
2023-11-14,56.76698729940738
2023-11-15,55.3178845715941
2023-11-16,57.46069689636692
2023-11-17,48.83102692033806
2023-11-18,36.61534610907319
2023-11-19,35.88962943911061
2023-11-20,49.51696781025803
2023-11-21,46.6363196325409
2023-11-22,38.73562918343124
2023-11-23,31.555528057638035
2023-11-24,32.26570731352147
2023-11-25,35.12615685293571
2023-11-26,38.70206836902028
2023-11-27,53.741219674191036
2023-11-28,55.16235505666186
2023-11-29,55.15039124782091
2023-11-30,56.57059438544699
2023-12-01,51.54682313467546
2023-12-02,40.0832725973077
2023-12-03,39.358954294612246
2023-12-04,57.236958133627226
2023-12-05,59.37044800995256
2023-12-06,62.2181568698219
2023-12-07,56.48467248558932
2023-12-08,60.046600329002665
2023-12-09,40.73705104008384
2023-12-10,38.58460551858195
2023-12-11,54.292451184044815
2023-12-12,54.280642749344665
2023-12-13,52.126643486434865
2023-12-14,50.68748470363223
2023-12-15,48.535194556271136
2023-12-16,34.25267937508046
2023-12-17,29.251126626442115
2023-12-18,40.657344105857824
2023-12-19,43.501013238066584
2023-12-20,41.35260744422528
2023-12-21,40.630775127782485
2023-12-22,37.2472392728188
2023-12-23,27.075374983821504
2023-12-24,29.332243864597523
2023-12-25,32.69831840803285
2023-12-26,33.44511357882256
2023-12-27,35.69910803799392
2023-12-28,36.444916126006845
2023-12-29,34.5743009836681
2023-12-30,33.81348101175813
2023-12-31,31.902411299270028
2024-01-01,29.28106179468975
2024-01-02,40.16902115218743
2024-01-03,43.52609313511219
2024-01-04,42.011682658666736
2024-01-05,41.25021377122758
2024-01-06,33.76178712115128
2024-01-07,34.10949190757773
2024-01-08,45.337113154802076
2024-01-09,52.09182136666503
2024-01-10,61.80766435818203
2024-01-11,61.43935421879002
2024-01-12,52.808748143801424
2024-01-13,42.67998189956306
2024-01-14,40.41822330317978
2024-01-15,41.556175637497034
2024-01-16,49.0101137981453
2024-01-17,52.00060760636511
2024-01-18,54.593875519911165
2024-01-19,54.22774518831791
2024-01-20,44.32244665556137
2024-01-21,44.312722062278894
2024-01-22,55.37874683624552
2024-01-23,56.15754239599446
2024-01-24,56.93599064884045
2024-01-25,56.13288360588532
2024-01-26,59.28227557482122
2024-01-27,51.36668469049932
2024-01-28,48.195065079774906
2024-01-29,74.2514817804606
2024-01-30,63.968593902529726
2024-01-31,65.53365212044093
2024-02-01,64.72985046367991
2024-02-02,60.76953704647262
2024-02-03,44.97534346299253
2024-02-04,45.75431267619294
2024-02-05,61.51811690566529
2024-02-06,64.65865254857606
2024-02-07,59.12598746849571
2024-02-08,59.901136305763714
2024-02-09,62.251936221482765
2024-02-10,51.20866004965908
2024-02-11,43.32085371757283
2024-02-12,53.54851979793535
2024-02-13,61.40975715194626
2024-02-14,60.60908125731175
2024-02-15,59.80875266958019
2024-02-16,60.58233862578494
2024-02-17,46.40998793884767
2024-02-18,44.82686976198329
2024-02-19,52.679598096872034
2024-02-20,63.673209381574495
2024-02-21,61.30139739822724
2024-02-22,59.71636903339665
2024-02-23,59.70317137108472
2024-02-24,47.90905784519921
2024-02-25,48.683685722112806
2024-02-26,63.58881380415872
2024-02-27,68.28398845789235
2024-02-28,59.637183059525064
2024-02-29,61.97756376815574
2024-03-01,65.10125502627366
2024-03-02,46.26655018793114
2024-03-03,44.68829430770799
2024-03-04,61.92268927749034
2024-03-05,60.34165494204365
2024-03-06,61.11176782921894
2024-03-07,69.71463890436361
2024-03-08,58.73526720268191
2024-03-09,43.84594158472001
2024-03-10,43.05342740230472
2024-03-11,60.26142704746321
2024-03-12,54.770959756090726
2024-03-13,54.75880401448763
2024-03-14,56.31083822353838
2024-03-15,52.38872856565509
2024-03-16,42.21437409489472
2024-03-17,42.20499680851519
2024-03-18,61.73062856016142
2024-03-19,60.93568322942552
2024-03-20,62.484244369446806
2024-03-21,60.90859329099577
2024-03-22,56.99151958320519
2024-03-23,46.05139356155634
2024-03-24,49.16258177116822
2024-03-25,62.41478298885769
2024-03-26,58.50083504319363
2024-03-27,60.8273234757065
2024-03-28,62.373106160504214
2024-03-29,47.548900586844624
2024-03-30,42.86240860568464
2024-03-31,38.17800046594233
2024-04-01,53.7488757108284
2024-04-02,57.630871421421475
2024-04-03,56.06077725341755
2024-04-04,56.04827420491151
2024-04-05,54.479221957616424
2024-04-06,40.461249189038476
2024-04-07,39.67429191707031
2024-04-08,59.88703020608785
2024-04-09,61.4288188615017
2024-04-10,59.86028757456105
2024-04-11,59.84691625879764
2024-04-12,59.056485917800025
2024-04-13,45.83623693518154
2024-04-14,48.15612653653844
2024-04-15,65.22919744990256
2024-04-16,65.99097497140716
2024-04-17,65.97621442803197
2024-04-18,70.61755651180904
2024-04-19,60.5157891837643
2024-04-20,45.76451805972328
2024-04-21,46.52976865025734
2024-04-22,69.00370167403398
2024-04-23,74.41428837772895
2024-04-24,74.39761764638756
2024-04-25,77.48015303650644
2024-04-26,67.39262529148246
2024-04-27,51.11397874849985
2024-04-28,51.87679819071329
2024-04-29,72.76605015656227
2024-04-30,68.10612715347764
2024-05-01,64.22204760146688
2024-05-02,67.30197818981367
2024-05-03,58.00592270649615
2024-05-04,41.75488706229769
2024-05-05,43.29163976761883
2024-05-06,71.87889484309432
2024-05-07,63.36285049368605
2024-05-08,64.1211549461612
2024-05-09,62.56200094560006
2024-05-10,60.23134483025186
2024-05-11,35.513061456508986
2024-05-12,37.82062166281131
2024-05-13,63.27741299556143
2024-05-14,60.17716495339234
2024-05-15,59.39229152284186
2024-05-16,59.37892020707845
2024-05-17,51.65573734698842
2024-05-18,35.457145045134745
2024-05-19,34.67852313883728
2024-05-20,63.17773591441604
2024-05-21,54.69034438450078
2024-05-22,51.59756344074502
2024-05-23,50.81598942577252
2024-05-24,44.64640365579649
2024-05-25,30.01408514601434
2024-05-26,33.08498575488453
2024-05-27,33.84676327638913
2024-05-28,50.7586837867865
2024-05-29,51.51611997200428
2024-05-30,49.96703787162857
2024-05-31,44.57590035449853
2024-06-01,34.576935869725695
2024-06-02,36.87372956203671
2024-06-03,48.38582988273039
2024-06-04,46.839178930675295
2024-06-05,46.82858607013546
2024-06-06,46.05048512419241
2024-06-07,40.668724893441905
2024-06-08,36.056556589512276
2024-06-09,32.980446377097905
2024-06-10,42.94155440944968
2024-06-11,45.23174927060473
2024-06-12,44.45503755227347
2024-06-13,44.444965652088044
2024-06-14,40.6042994629455
2024-06-15,34.46753419529783
2024-06-16,34.45971978998155
2024-06-17,40.57668856416132
2024-06-18,40.56748493123327
2024-06-19,36.7320283456349
2024-06-20,38.253846854129385
2024-06-21,35.950454330662396
2024-06-22,35.17756298826354
2024-06-23,33.64046297603945
2024-06-24,39.74788081038822
2024-06-25,38.97464216108641
2024-06-26,40.4938558678088
2024-06-27,41.24851359780302
2024-06-28,39.71176089248188
2024-06-29,37.412188744947294
2024-06-30,34.35031811555369
2024-07-01,39.68467095405212
2024-07-02,40.438634070240454
2024-07-03,36.615333226245184
2024-07-04,29.743185761716774
2024-07-05,32.023829683040816
2024-07-06,35.828028647374076
2024-07-07,33.53349244993221
2024-07-08,38.097558747803866
2024-07-09,38.85065359673483
2024-07-10,41.88821274292224
2024-07-11,43.40152223229456
2024-07-12,36.54031493520893
2024-07-13,31.965482123345957
2024-07-14,33.48000718687858
2024-07-15,38.79751564058416
2024-07-16,53.23933631410065
2024-07-17,57.029122041961664
2024-07-18,53.975239471335804
2024-07-19,53.202869089291354
2024-07-20,47.87164201291944
2024-07-21,50.139782885737446
2024-07-22,49.36880173130478
2024-07-23,49.35751425695905
2024-07-24,45.55036318395076
2024-07-25,44.78094491058135
2024-07-26,42.49422311845575
2024-07-27,41.725846765795175
2024-07-28,41.716295825964174
2024-07-29,44.739962696033764
2024-07-30,42.45532474532584
2024-07-31,40.92968586089896
2024-08-01,40.1625250823987
2024-08-02,37.88049193346287
2024-08-03,36.35693689045366
2024-08-04,37.86312658831559
2024-08-05,40.12571055068647
2024-08-06,37.84576124316831
2024-08-07,40.86404485624224
2024-08-08,37.82839589802103
2024-08-09,35.55053043192054
2024-08-10,32.51748627547142
2024-08-11,33.2660661346641
2024-08-12,38.549538511881
2024-08-13,40.80778113796505
2024-08-14,42.30945584608869
2024-08-15,38.522969533805664
2024-08-16,37.00375582708327
2024-08-17,33.97522666037244
2024-08-18,33.86126409175912
2024-08-19,37.614971229399394
2024-08-20,38.98560689260726
2024-08-21,41.357426166051276
2024-08-22,39.969248790909475
2024-08-23,37.58034907251201
2024-08-24,33.12551349917824
2024-08-25,32.42903029331164
2024-08-26,40.621127479764176
2024-08-27,39.61133038700145
2024-08-28,41.60260684992852
2024-08-29,43.65766494413116
2024-08-30,41.27173632775499
2024-08-31,31.696295572782503
2024-09-01,30.0019593756123
2024-09-02,35.56305096445281
2024-09-03,42.547231571920825
2024-09-04,44.08475893901035
2024-09-05,43.53984011545978
2024-09-06,40.57386515004096
2024-09-07,33.75762466737088
2024-09-08,33.87315153565854
2024-09-09,45.553892708862314
2024-09-10,48.8675367989698
2024-09-11,49.744844393430185
2024-09-12,48.48443774346164
2024-09-13,45.45666360530013
2024-09-14,37.04894214078642
