Time,archive 81
2025-06-25,0.0
2025-06-26,55.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,0.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,0.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,0.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,0.0
2025-07-20,0.0
2025-07-21,0.0
2025-07-22,0.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,100.0
2025-07-26,53.0
2025-07-27,0.0
2025-07-28,59.0
2025-07-29,70.0
2025-07-30,0.0
2025-07-31,0.0
2025-08-01,57.0
2025-08-02,65.0
2025-08-03,0.0
2025-08-04,0.0
2025-08-05,0.0
2025-08-06,62.0
2025-08-07,0.0
2025-08-08,0.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,0.0
2025-08-12,0.0
2025-08-13,56.0
2025-08-14,83.0
2025-08-15,53.0
2025-08-16,63.0
2025-08-17,63.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,0.0
2025-08-21,0.0
2025-08-22,71.0
2025-08-23,0.0
2025-08-24,58.0
2025-08-25,0.0
2025-08-26,0.0
2025-08-27,86.0
2025-08-28,96.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,57.0
2025-09-01,0.0
2025-09-02,0.0
2025-09-03,66.0
2025-09-04,46.0
2025-09-05,0.0
2025-09-06,58.0
2025-09-07,63.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,0.0
2025-09-13,0.0
2025-09-14,75.0
2025-09-15,0.0
2025-09-16,68.0
2025-09-17,49.0
2025-09-18,60.0
2025-09-19,60.0
2025-09-20,66.0
2025-09-21,52.0
2025-09-22,0.0
2025-09-23,0.0
2025-09-24,45.0
2025-09-25,0.0
2025-09-26,0.0
2025-09-27,0.0
2025-09-28,58.0
2025-09-29,44.0
2025-09-30,62.0
2025-10-01,54.0
2025-10-02,60.0
2025-10-03,0.0
2025-10-04,0.0
2025-10-05,79.0
2025-10-06,0.0
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,51.0
2025-10-11,0.0
2025-10-12,62.0
2025-10-13,0.0
2025-10-14,0.0
2025-10-15,57.0
2025-10-16,57.0
2025-10-17,0.0
2025-10-18,55.0
2025-10-19,67.0
2025-10-20,49.0
2025-10-21,53.0
2025-10-22,0.0
2025-10-23,0.0
2025-10-24,0.0
2025-10-25,0.0
2025-10-26,60.0
2025-10-27,0.0
2025-10-28,62.0
2025-10-29,62.0
2025-10-30,62.0
2025-10-31,54.0
2025-11-01,58.0
2025-11-02,0.0
2025-11-03,49.0
2025-11-04,44.0
2025-11-05,0.0
2025-11-06,0.0
2025-11-07,0.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,52.0
2025-11-11,0.0
2025-11-12,0.0
2025-11-13,0.0
2025-11-14,0.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,0.0
2025-11-18,0.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,51.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,0.0
2025-11-25,0.0
2025-11-26,0.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,0.0
2025-12-02,65.0
2025-12-03,0.0
2025-12-04,0.0
2025-12-05,0.0
2025-12-06,65.0
2025-12-07,0.0
2025-12-08,61.0
2025-12-09,0.0
2025-12-10,0.0
2025-12-11,0.0
2025-12-12,0.0
2025-12-13,0.0
2025-12-14,52.0
2025-12-15,0.0
2025-12-16,0.0
2025-12-17,0.0
2025-12-18,0.0
2025-12-19,0.0
2025-12-20,63.5
2025-12-21,0.0
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,56.0
2026-01-03,0.0
2026-01-04,86.5
2026-01-05,60.0
2026-01-06,44.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,0.0
2026-01-10,0.0
2026-01-11,57.0
2026-01-12,0.0
2026-01-13,0.0
2026-01-14,41.0
2026-01-15,0.0
2026-01-16,0.0
2026-01-17,80.0
2026-01-18,0.0
2026-01-19,51.0
2026-01-20,55.0
2026-01-21,0.0
2026-01-22,78.0
2026-01-23,0.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,46.0
2026-01-27,77.0
2026-01-28,49.0
2026-01-29,0.0
2026-01-30,0.0
2026-01-31,0.0
2026-02-01,55.0
2026-02-02,66.0
2026-02-03,0.0
2026-02-04,82.0
2026-02-05,0.0
2026-02-06,0.0
2026-02-07,55.0
2026-02-08,62.0
2026-02-09,0.0
2026-02-10,45.0
2026-02-11,44.0
2026-02-12,48.0
2026-02-13,0.0
2026-02-14,67.0
2026-02-15,54.0
2026-02-16,82.0
2026-02-17,50.0
2026-02-18,47.0
2026-02-19,0.0
2026-02-20,44.0
2026-02-21,0.0
2026-02-22,51.0
2026-02-23,0.0
2026-02-24,70.0
2026-02-25,0.0
2026-02-26,0.0
2026-02-27,45.0
2026-02-28,0.0
2026-03-01,51.0
2026-03-02,0.0
2026-03-03,65.0
2026-03-04,51.0
2026-03-05,0.0
2026-03-06,0.0
2026-03-07,54.0
2026-03-08,63.0
2026-03-09,51.0
2026-03-10,0.0
2026-03-11,0.0
2026-03-12,49.0
2026-03-13,0.0
2026-03-14,0.0
2026-03-15,52.0
2026-03-16,0.0
2026-03-17,0.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,56.0
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,0.0
2026-03-24,0.0
2026-03-25,0.0
2026-03-26,0.0
2026-03-27,0.0
2026-03-28,100.0
2026-03-29,92.0
2026-03-30,0.0
2026-03-31,63.0
2026-04-01,40.0
2026-04-02,0.0
2026-04-03,60.0
2026-04-04,78.0
2026-04-05,62.0
2026-04-06,70.0
2026-04-07,0.0
2026-04-08,53.0
2026-04-09,64.0
2026-04-10,0.0
2026-04-11,65.0
2026-04-12,0.0
2026-04-13,0.0
2026-04-14,0.0
2026-04-15,0.0
2026-04-16,45.0
2026-04-17,47.0
2026-04-18,0.0
2026-04-19,84.0
2026-04-20,48.0
2026-04-21,48.0
2026-04-22,0.0
2026-04-23,0.0
2026-04-24,0.0
2026-04-25,0.0
2026-04-26,62.0
2026-04-27,55.0
2026-04-28,0.0
2026-04-29,0.0
2026-04-30,58.0
2026-05-01,0.0
2026-05-02,56.0
2026-05-03,70.0
2026-05-04,72.0
2026-05-05,69.0
2026-05-06,71.0
2026-05-07,42.0
2026-05-08,0.0
2026-05-09,76.0
2026-05-10,55.0
2026-05-11,0.0
2026-05-12,60.0
2026-05-13,0.0
2026-05-14,0.0
2026-05-15,0.0
2026-05-16,0.0
2026-05-17,62.0
2026-05-18,0.0
2026-05-19,0.0
2026-05-20,0.0
2026-05-21,63.0
2026-05-22,0.0
2026-05-23,0.0
2026-05-24,0.0
2026-05-25,70.0
2026-05-26,75.0
2026-05-27,55.0
2026-05-28,47.0
2026-05-29,0.0
2026-05-30,93.0
2026-05-31,94.0
