Time,jeff_hardy
2023-10-13,1.945578231292517
2023-10-14,2.0340136054421767
2023-10-15,1.1496598639455782
2023-10-16,1.5034013605442178
2023-10-17,1.1496598639455782
2023-10-18,1.5918367346938775
2023-10-19,1.8571428571428572
2023-10-20,2.2993197278911564
2023-10-21,1.8571428571428572
2023-10-22,1.7687074829931972
2023-10-23,1.5034013605442178
2023-10-24,1.8571428571428572
2023-10-25,1.5034013605442178
2023-10-26,1.8571428571428572
2023-10-27,1.8571428571428572
2023-10-28,1.945578231292517
2023-10-29,2.741496598639456
2023-10-30,1.5034013605442178
2023-10-31,1.7687074829931972
2023-11-01,1.5034013605442178
2023-11-02,1.5918367346938775
2023-11-03,1.4149659863945578
2023-11-04,1.5034013605442178
2023-11-05,2.0340136054421767
2023-11-06,1.6802721088435375
2023-11-07,0.0
2023-11-08,0.9727891156462585
2023-11-09,1.5034013605442178
2023-11-10,1.3265306122448979
2023-11-11,1.5918367346938775
2023-11-12,1.1496598639455782
2023-11-13,1.5034013605442178
2023-11-14,1.2380952380952381
2023-11-15,1.5034013605442178
2023-11-16,1.5918367346938775
2023-11-17,1.5034013605442178
2023-11-18,1.945578231292517
2023-11-19,1.5034013605442178
2023-11-20,1.1496598639455782
2023-11-21,1.2380952380952381
2023-11-22,1.3265306122448979
2023-11-23,1.5918367346938775
2023-11-24,1.5034013605442178
2023-11-25,1.4149659863945578
2023-11-26,2.4761904761904763
2023-11-27,1.1496598639455782
2023-11-28,1.8571428571428572
2023-11-29,1.5918367346938775
2023-11-30,2.0340136054421767
2023-12-01,2.0340136054421767
2023-12-02,1.945578231292517
2023-12-03,1.5918367346938775
2023-12-04,2.4761904761904763
2023-12-05,1.8571428571428572
2023-12-06,1.8571428571428572
2023-12-07,1.7687074829931972
2023-12-08,1.3265306122448979
2023-12-09,1.3265306122448979
2023-12-10,1.945578231292517
2023-12-11,1.7687074829931972
2023-12-12,1.4149659863945578
2023-12-13,1.4149659863945578
2023-12-14,1.3265306122448979
2023-12-15,1.6802721088435375
2023-12-16,2.0340136054421767
2023-12-17,2.3877551020408165
2023-12-18,2.0340136054421767
2023-12-19,2.122448979591837
2023-12-20,2.0340136054421767
2023-12-21,2.2993197278911564
2023-12-22,1.9435683364254792
2023-12-23,2.395794681508967
2023-12-24,2.3053494124922693
2023-12-25,1.3566790352504638
2023-12-26,1.6722325293753866
2023-12-27,1.4913419913419914
2023-12-28,1.762677798392084
2023-12-29,2.034013605442177
2023-12-30,2.8017934446505874
2023-12-31,1.762677798392084
2024-01-01,1.8531230674087817
2024-01-02,1.8531230674087817
2024-01-03,1.9435683364254792
2024-01-04,2.0802411873840443
2024-01-05,1.762677798392084
2024-01-06,2.8017934446505874
2024-01-07,2.4862399505256647
2024-01-08,2.4862399505256647
2024-01-09,2.124458874458875
2024-01-10,2.4862399505256647
2024-01-11,2.214904143475572
2024-01-12,2.5766852195423624
2024-01-13,2.530457637600495
2024-01-14,2.124458874458875
2024-01-15,2.034013605442177
2024-01-16,1.537569573283859
2024-01-17,1.8531230674087817
2024-01-18,1.762677798392084
2024-01-19,1.8993506493506493
2024-01-20,2.8480210265924555
2024-01-21,2.403834260977118
2024-01-22,1.2943722943722944
2024-01-23,2.1264687693259123
2024-01-24,1.8491032776747063
2024-01-25,4.6227581941867655
2024-01-26,2.034013605442177
2024-01-27,2.95856524427953
2024-01-28,4.252937538651825
2024-01-29,1.6641929499072357
2024-01-30,2.1264687693259123
2024-01-31,1.6641929499072357
2024-02-01,4.1604823747680895
2024-02-02,1.9415584415584415
2024-02-03,2.4962894248608536
2024-02-04,2.2189239332096475
2024-02-05,2.1264687693259123
2024-02-06,2.2189239332096475
2024-02-07,1.756648113790971
2024-02-08,1.756648113790971
2024-02-09,1.8491032776747063
2024-02-10,2.3113790970933827
2024-02-11,1.9415584415584415
2024-02-12,1.2943722943722944
2024-02-13,1.479282622139765
2024-02-14,2.034013605442177
2024-02-15,5.824675324675325
2024-02-16,7.30395794681509
2024-02-17,7.30395794681509
2024-02-18,4.437847866419295
2024-02-19,2.866110080395795
2024-02-20,1.9415584415584415
2024-02-21,1.8491032776747063
2024-02-22,1.756648113790971
2024-02-23,1.6641929499072357
2024-02-24,2.588744588744589
2024-02-25,2.403834260977118
2024-02-26,1.2943722943722944
2024-02-27,1.756648113790971
2024-02-28,1.5717377860235002
2024-02-29,1.3868274582560298
2024-03-01,1.756648113790971
2024-03-02,2.3113790970933827
2024-03-03,1.9415584415584415
2024-03-04,1.756648113790971
2024-03-05,2.2189239332096475
2024-03-06,2.4962894248608536
2024-03-07,2.3113790970933827
2024-03-08,2.1264687693259123
2024-03-09,1.9415584415584415
2024-03-10,2.7736549165120596
2024-03-11,2.034013605442177
2024-03-12,1.756648113790971
2024-03-13,2.034013605442177
2024-03-14,1.479282622139765
2024-03-15,2.034013605442177
2024-03-16,2.866110080395795
2024-03-17,2.588744588744589
2024-03-18,1.8491032776747063
2024-03-19,2.4962894248608536
2024-03-20,1.9415584415584415
2024-03-21,2.588744588744589
2024-03-22,1.8491032776747063
2024-03-23,2.403834260977118
2024-03-24,2.588744588744589
2024-03-25,2.681199752628324
2024-03-26,2.588744588744589
2024-03-27,1.3868274582560298
2024-03-28,1.9415584415584415
2024-03-29,2.588744588744589
2024-03-30,2.403834260977118
2024-03-31,4.807668521954236
2024-04-01,2.866110080395795
2024-04-02,2.7736549165120596
2024-04-03,2.4962894248608536
2024-04-04,1.5717377860235002
2024-04-05,2.1264687693259123
2024-04-06,2.7736549165120596
2024-04-07,4.34539270253556
2024-04-08,4.807668521954236
2024-04-09,4.1604823747680895
2024-04-10,3.0510204081632653
2024-04-11,2.588744588744589
2024-04-12,3.883116883116883
2024-04-13,5.269944341372913
2024-04-14,4.068027210884354
2024-04-15,2.681199752628324
2024-04-16,2.3113790970933827
2024-04-17,2.681199752628324
2024-04-18,2.681199752628324
2024-04-19,3.0510204081632653
2024-04-20,2.95856524427953
2024-04-21,4.807668521954236
2024-04-22,3.513296227581942
2024-04-23,2.95856524427953
2024-04-24,2.1264687693259123
2024-04-25,2.1264687693259123
2024-04-26,2.4962894248608536
2024-04-27,2.7736549165120596
2024-04-28,2.2189239332096475
2024-04-29,1.8491032776747063
2024-04-30,2.1264687693259123
2024-05-01,1.9415584415584415
2024-05-02,1.8491032776747063
2024-05-03,2.2189239332096475
2024-05-04,1.9415584415584415
2024-05-05,1.8491032776747063
2024-05-06,1.756648113790971
2024-05-07,1.756648113790971
2024-05-08,1.8491032776747063
2024-05-09,1.9415584415584415
2024-05-10,2.403834260977118
2024-05-11,2.2189239332096475
2024-05-12,2.2189239332096475
2024-05-13,1.8491032776747063
2024-05-14,1.8491032776747063
2024-05-15,2.1264687693259123
2024-05-16,1.756648113790971
2024-05-17,1.8491032776747063
2024-05-18,2.034013605442177
2024-05-19,2.4962894248608536
2024-05-20,2.034013605442177
2024-05-21,1.8491032776747063
2024-05-22,2.034013605442177
2024-05-23,1.9415584415584415
2024-05-24,2.034013605442177
2024-05-25,2.1264687693259123
2024-05-26,1.9415584415584415
2024-05-27,2.1264687693259123
2024-05-28,2.3113790970933827
2024-05-29,2.403834260977118
2024-05-30,2.2189239332096475
2024-05-31,2.1264687693259123
2024-06-01,2.4962894248608536
2024-06-02,2.1264687693259123
2024-06-03,1.756648113790971
2024-06-04,1.5717377860235002
2024-06-05,2.034013605442177
2024-06-06,1.8491032776747063
2024-06-07,1.8491032776747063
2024-06-08,2.403834260977118
2024-06-09,3.1434755720470005
2024-06-10,2.3113790970933827
2024-06-11,1.9415584415584415
2024-06-12,2.4962894248608536
2024-06-13,2.866110080395795
2024-06-14,4.252937538651825
2024-06-15,9.245516388373531
2024-06-16,3.4208410636982065
2024-06-17,2.4962894248608536
2024-06-18,2.2189239332096475
2024-06-19,2.403834260977118
2024-06-20,2.034013605442177
2024-06-21,3.235930735930736
2024-06-22,2.681199752628324
2024-06-23,2.95856524427953
2024-06-24,2.403834260977118
2024-06-25,2.3113790970933827
2024-06-26,2.2189239332096475
2024-06-27,2.1264687693259123
2024-06-28,2.3113790970933827
2024-06-29,2.2189239332096475
2024-06-30,2.403834260977118
2024-07-01,1.8491032776747063
2024-07-02,1.8491032776747063
2024-07-03,2.3113790970933827
2024-07-04,1.8491032776747063
2024-07-05,2.1264687693259123
2024-07-06,1.756648113790971
2024-07-07,3.0510204081632653
2024-07-08,1.5717377860235002
2024-07-09,2.4962894248608536
2024-07-10,2.034013605442177
2024-07-11,2.3113790970933827
2024-07-12,1.9415584415584415
2024-07-13,2.7736549165120596
2024-07-14,2.2189239332096475
2024-07-15,0.8320964749536178
2024-07-16,1.9415584415584415
2024-07-17,1.756648113790971
2024-07-18,1.201917130488559
2024-07-19,3.235930735930736
2024-07-20,2.588744588744589
2024-07-21,2.7736549165120596
2024-07-22,2.1264687693259123
2024-07-23,1.6641929499072357
2024-07-24,1.5717377860235002
2024-07-25,2.034013605442177
2024-07-26,2.4962894248608536
2024-07-27,1.9415584415584415
2024-07-28,2.3113790970933827
2024-07-29,2.681199752628324
2024-07-30,2.2189239332096475
2024-07-31,1.756648113790971
2024-08-01,2.1264687693259123
2024-08-02,2.588744588744589
2024-08-03,3.4208410636982065
2024-08-04,2.681199752628324
2024-08-05,2.034013605442177
2024-08-06,1.6641929499072357
2024-08-07,1.6641929499072357
2024-08-08,1.5717377860235002
2024-08-09,1.9415584415584415
2024-08-10,2.1264687693259123
2024-08-11,1.6641929499072357
2024-08-12,2.3113790970933827
2024-08-13,1.756648113790971
2024-08-14,1.1094619666048238
2024-08-15,1.479282622139765
2024-08-16,2.2189239332096475
2024-08-17,2.034013605442177
2024-08-18,2.0128311554957685
2024-08-19,1.6619501022658514
2024-08-20,1.7635012593618677
2024-08-21,1.911279998399752
2024-08-22,1.3572966309778016
2024-08-23,1.8650524164578843
2024-08-24,1.6619501022658514
2024-08-25,1.5603989451698346
2024-08-26,2.1143823125917853
2024-08-27,1.7635012593618677
2024-08-28,1.7635012593618677
2024-08-29,1.4588477880738182
2024-08-30,1.7635012593618677
