Time,easter_2023
2022-04-05,12.0
2022-04-06,15.0
2022-04-07,13.0
2022-04-08,15.0
2022-04-09,18.0
2022-04-10,24.0
2022-04-11,23.0
2022-04-12,18.0
2022-04-13,21.0
2022-04-14,22.0
2022-04-15,29.0
2022-04-16,40.0
2022-04-17,100.0
2022-04-18,53.0
2022-04-19,28.0
2022-04-20,21.0
2022-04-21,16.0
2022-04-22,16.0
2022-04-23,15.0
2022-04-24,19.0
2022-04-25,16.0
2022-04-26,15.0
2022-04-27,12.0
2022-04-28,10.0
2022-04-29,10.0
2022-04-30,9.0
2022-05-01,9.0
2022-05-02,10.0
2022-05-03,8.0
2022-05-04,10.0
2022-05-05,9.0
2022-05-06,8.0
2022-05-07,8.0
2022-05-08,7.0
2022-05-09,10.0
2022-05-10,9.0
2022-05-11,8.0
2022-05-12,8.0
2022-05-13,7.0
2022-05-14,7.0
2022-05-15,6.0
2022-05-16,9.0
2022-05-17,9.0
2022-05-18,9.0
2022-05-19,8.0
2022-05-20,7.0
2022-05-21,6.0
2022-05-22,7.0
2022-05-23,9.0
2022-05-24,10.0
2022-05-25,9.0
2022-05-26,8.0
2022-05-27,9.0
2022-05-28,6.0
2022-05-29,8.0
2022-05-30,7.0
2022-05-31,9.0
2022-06-01,9.0
2022-06-02,9.0
2022-06-03,9.0
2022-06-04,6.0
2022-06-05,7.0
2022-06-06,10.0
2022-06-07,9.0
2022-06-08,9.0
2022-06-09,9.0
2022-06-10,8.0
2022-06-11,6.0
2022-06-12,6.0
2022-06-13,9.0
2022-06-14,11.0
2022-06-15,9.0
2022-06-16,9.0
2022-06-17,8.0
2022-06-18,6.0
2022-06-19,8.0
2022-06-20,9.0
2022-06-21,10.0
2022-06-22,11.0
2022-06-23,10.0
2022-06-24,9.0
2022-06-25,5.0
2022-06-26,7.0
2022-06-27,10.0
2022-06-28,11.0
2022-06-29,10.0
2022-06-30,10.0
2022-07-01,9.0
2022-07-02,8.0
2022-07-03,8.0
2022-07-04,10.0
2022-07-05,12.0
2022-07-06,12.0
2022-07-07,12.0
2022-07-08,11.0
2022-07-09,8.0
2022-07-10,11.0
2022-07-11,13.0
2022-07-12,14.0
2022-07-13,12.0
2022-07-14,13.0
2022-07-15,10.0
2022-07-16,10.0
2022-07-17,10.0
2022-07-18,14.0
2022-07-19,14.0
2022-07-20,14.0
2022-07-21,12.0
2022-07-22,10.0
2022-07-23,9.0
2022-07-24,12.0
2022-07-25,14.0
2022-07-26,15.0
2022-07-27,13.0
2022-07-28,12.0
2022-07-29,12.0
2022-07-30,11.0
2022-07-31,12.0
2022-08-01,15.0
2022-08-02,16.0
2022-08-03,14.0
2022-08-04,15.0
2022-08-05,12.0
2022-08-06,12.0
2022-08-07,13.0
2022-08-08,18.0
2022-08-09,16.0
2022-08-10,16.0
2022-08-11,15.0
2022-08-12,14.0
2022-08-13,11.0
2022-08-14,15.0
2022-08-15,17.0
2022-08-16,18.0
2022-08-17,18.0
2022-08-18,19.0
2022-08-19,15.0
2022-08-20,14.0
2022-08-21,14.0
2022-08-22,17.0
2022-08-23,17.0
2022-08-24,21.0
2022-08-25,17.0
2022-08-26,15.0
2022-08-27,14.0
2022-08-28,16.0
2022-08-29,18.743243243243242
2022-08-30,19.243243243243242
2022-08-31,18.243243243243242
2022-09-01,17.743243243243242
2022-09-02,17.743243243243242
2022-09-03,16.243243243243242
2022-09-04,17.743243243243242
2022-09-05,18.243243243243242
2022-09-06,18.743243243243242
2022-09-07,19.743243243243242
2022-09-08,19.243243243243242
2022-09-09,17.743243243243242
2022-09-10,16.743243243243242
2022-09-11,18.243243243243242
2022-09-12,19.743243243243242
2022-09-13,20.243243243243242
2022-09-14,18.743243243243242
2022-09-15,18.743243243243242
2022-09-16,18.743243243243242
2022-09-17,17.243243243243242
2022-09-18,18.243243243243242
2022-09-19,19.243243243243242
2022-09-20,19.743243243243242
2022-09-21,20.243243243243242
2022-09-22,19.743243243243242
2022-09-23,17.743243243243242
2022-09-24,16.243243243243242
2022-09-25,18.243243243243242
2022-09-26,19.743243243243242
2022-09-27,19.743243243243242
2022-09-28,18.486486486486488
2022-09-29,18.486486486486488
2022-09-30,18.486486486486488
2022-10-01,18.486486486486488
2022-10-02,18.486486486486488
2022-10-03,18.486486486486488
2022-10-04,18.486486486486488
2022-10-05,18.486486486486488
2022-10-06,18.486486486486488
2022-10-07,18.486486486486488
2022-10-08,18.486486486486488
2022-10-09,18.486486486486488
2022-10-10,18.486486486486488
2022-10-11,18.486486486486488
2022-10-12,18.486486486486488
2022-10-13,18.486486486486488
2022-10-14,18.486486486486488
2022-10-15,18.486486486486488
2022-10-16,18.486486486486488
2022-10-17,36.972972972972975
2022-10-18,36.972972972972975
2022-10-19,36.972972972972975
2022-10-20,18.486486486486488
2022-10-21,18.486486486486488
2022-10-22,18.486486486486488
2022-10-23,18.486486486486488
2022-10-24,36.972972972972975
2022-10-25,18.486486486486488
2022-10-26,36.972972972972975
2022-10-27,18.486486486486488
2022-10-28,18.486486486486488
2022-10-29,18.486486486486488
2022-10-30,18.486486486486488
2022-10-31,18.486486486486488
2022-11-01,36.972972972972975
2022-11-02,36.972972972972975
2022-11-03,36.972972972972975
2022-11-04,36.972972972972975
2022-11-05,18.486486486486488
2022-11-06,36.972972972972975
2022-11-07,36.972972972972975
2022-11-08,36.972972972972975
2022-11-09,18.486486486486488
2022-11-10,36.972972972972975
2022-11-11,18.486486486486488
2022-11-12,18.486486486486488
2022-11-13,36.972972972972975
2022-11-14,36.972972972972975
2022-11-15,36.972972972972975
2022-11-16,36.972972972972975
2022-11-17,36.972972972972975
2022-11-18,36.972972972972975
2022-11-19,18.486486486486488
2022-11-20,36.972972972972975
2022-11-21,36.972972972972975
2022-11-22,36.972972972972975
2022-11-23,36.972972972972975
2022-11-24,36.972972972972975
2022-11-25,36.972972972972975
2022-11-26,36.972972972972975
2022-11-27,36.972972972972975
2022-11-28,36.972972972972975
2022-11-29,36.972972972972975
2022-11-30,36.972972972972975
2022-12-01,36.972972972972975
2022-12-02,36.972972972972975
2022-12-03,18.486486486486488
2022-12-04,36.972972972972975
2022-12-05,36.972972972972975
2022-12-06,36.972972972972975
2022-12-07,36.972972972972975
2022-12-08,36.972972972972975
2022-12-09,36.972972972972975
2022-12-10,36.972972972972975
2022-12-11,36.972972972972975
2022-12-12,36.972972972972975
2022-12-13,55.45945945945947
2022-12-14,36.972972972972975
2022-12-15,36.972972972972975
2022-12-16,36.972972972972975
2022-12-17,36.972972972972975
2022-12-18,36.972972972972975
2022-12-19,55.45945945945947
2022-12-20,55.45945945945947
2022-12-21,36.972972972972975
2022-12-22,36.972972972972975
2022-12-23,36.972972972972975
2022-12-24,36.972972972972975
2022-12-25,55.45945945945947
2022-12-26,73.94594594594595
2022-12-27,92.43243243243244
2022-12-28,92.43243243243244
2022-12-29,92.43243243243244
2022-12-30,73.94594594594595
2022-12-31,73.94594594594595
2023-01-01,92.43243243243244
2023-01-02,110.91891891891893
2023-01-03,110.91891891891893
2023-01-04,110.91891891891893
2023-01-05,110.91891891891893
2023-01-06,92.43243243243244
2023-01-07,92.43243243243244
2023-01-08,110.91891891891893
2023-01-09,110.91891891891893
2023-01-10,110.91891891891893
2023-01-11,110.91891891891893
2023-01-12,92.43243243243244
2023-01-13,92.43243243243244
2023-01-14,92.43243243243244
2023-01-15,110.91891891891893
2023-01-16,110.91891891891893
2023-01-17,110.91891891891893
2023-01-18,110.91891891891893
2023-01-19,92.43243243243244
2023-01-20,92.43243243243244
2023-01-21,73.94594594594595
2023-01-22,110.91891891891893
2023-01-23,110.91891891891893
2023-01-24,110.91891891891893
2023-01-25,92.43243243243244
2023-01-26,73.94594594594595
2023-01-27,73.94594594594595
2023-01-28,73.94594594594595
2023-01-29,92.43243243243244
2023-01-30,92.43243243243244
2023-01-31,92.43243243243244
2023-02-01,92.43243243243244
2023-02-02,92.43243243243244
2023-02-03,73.94594594594595
2023-02-04,92.43243243243244
2023-02-05,110.91891891891893
2023-02-06,110.91891891891893
2023-02-07,110.91891891891893
2023-02-08,110.91891891891893
2023-02-09,110.91891891891893
2023-02-10,110.91891891891893
2023-02-11,110.91891891891893
2023-02-12,129.40540540540542
2023-02-13,129.40540540540542
2023-02-14,147.8918918918919
2023-02-15,166.3783783783784
2023-02-16,166.3783783783784
2023-02-17,147.8918918918919
2023-02-18,184.86486486486487
2023-02-19,203.35135135135135
2023-02-20,221.83783783783787
2023-02-21,203.35135135135135
2023-02-22,240.32432432432435
2023-02-23,184.86486486486487
2023-02-24,166.3783783783784
2023-02-25,203.35135135135135
2023-02-26,258.81081081081084
2023-02-27,240.32432432432435
2023-02-28,221.83783783783787
2023-03-01,240.32432432432435
2023-03-02,221.83783783783787
2023-03-03,221.83783783783787
2023-03-04,240.32432432432435
2023-03-05,332.7567567567568
2023-03-06,295.7837837837838
2023-03-07,258.81081081081084
2023-03-08,258.81081081081084
2023-03-09,258.81081081081084
2023-03-10,240.32432432432435
2023-03-11,258.81081081081084
2023-03-12,351.2432432432433
2023-03-13,295.7837837837838
2023-03-14,295.7837837837838
2023-03-15,295.7837837837838
2023-03-16,277.2972972972973
2023-03-17,277.2972972972973
2023-03-18,351.2432432432433
2023-03-19,462.1621621621622
2023-03-20,406.7027027027027
2023-03-21,351.2432432432433
2023-03-22,332.7567567567568
2023-03-23,351.2432432432433
2023-03-24,369.72972972972974
2023-03-25,406.7027027027027
2023-03-26,499.13513513513516
2023-03-27,462.1621621621622
2023-03-28,406.7027027027027
2023-03-29,388.21621621621625
2023-03-30,406.7027027027027
2023-03-31,406.7027027027027
2023-04-01,536.1081081081081
2023-04-02,610.0540540540541
2023-04-03,425.1891891891892
2023-04-04,369.72972972972974
2023-04-05,332.7567567567568
2023-04-06,388.21621621621625
2023-04-07,499.13513513513516
2023-04-08,831.891891891892
2023-04-09,1848.6486486486488
2023-04-10,258.81081081081084
2023-04-11,73.94594594594595
2023-04-12,55.45945945945947
2023-04-13,36.972972972972975
2023-04-14,36.972972972972975
2023-04-15,55.45945945945947
2023-04-16,92.43243243243244
2023-04-17,36.972972972972975
2023-04-18,18.486486486486488
2023-04-19,18.486486486486488
2023-04-20,18.486486486486488
2023-04-21,18.486486486486488
2023-04-22,18.486486486486488
2023-04-23,18.486486486486488
2023-04-24,18.486486486486488
2023-04-25,18.486486486486488
2023-04-26,19.80694980694981
2023-04-27,19.56686556686557
2023-04-28,20.167076167076168
2023-04-29,19.56686556686557
2023-04-30,21.24745524745525
2023-05-01,20.52720252720253
2023-05-02,19.206739206739208
2023-05-03,19.32678132678133
2023-05-04,19.08669708669709
2023-05-05,17.526149526149528
2023-05-06,18.126360126360126
2023-05-07,18.84661284661285
2023-05-08,19.08669708669709
2023-05-09,20.167076167076168
2023-05-10,19.08669708669709
2023-05-11,17.40610740610741
2023-05-12,18.36644436644437
2023-05-13,17.526149526149528
2023-05-14,18.606528606528606
2023-05-15,18.486486486486488
2023-05-16,18.84661284661285
2023-05-17,18.486486486486488
2023-05-18,18.126360126360126
2023-05-19,16.44577044577045
2023-05-20,15.965601965601968
2023-05-21,18.36644436644437
2023-05-22,16.085644085644088
2023-05-23,16.92593892593893
2023-05-24,16.565812565812568
2023-05-25,16.325728325728328
2023-05-26,14.164970164970168
2023-05-27,12.964548964548966
2023-05-28,14.645138645138648
2023-05-29,17.526149526149528
2023-05-30,15.845559845559848
2023-05-31,13.684801684801688
2023-06-01,13.204633204633206
2023-06-02,10.083538083538086
2023-06-03,11.524043524043526
2023-06-04,11.283959283959286
2023-06-05,10.323622323622326
2023-06-06,10.803790803790806
2023-06-07,8.883116883116884
2023-06-08,8.643032643032644
2023-06-09,9.603369603369604
2023-06-10,7.682695682695684
2023-06-11,10.803790803790806
2023-06-12,8.643032643032644
2023-06-13,7.442611442611444
2023-06-14,9.363285363285364
2023-06-15,9.603369603369604
2023-06-16,9.363285363285364
2023-06-17,7.202527202527204
2023-06-18,8.643032643032644
2023-06-19,11.043875043875046
2023-06-20,9.363285363285364
2023-06-21,7.682695682695684
2023-06-22,8.402948402948404
2023-06-23,8.643032643032644
2023-06-24,11.283959283959286
2023-06-25,9.123201123201124
2023-06-26,8.883116883116884
2023-06-27,10.803790803790806
2023-06-28,10.563706563706566
2023-06-29,10.803790803790806
2023-06-30,8.162864162864164
2023-07-01,8.643032643032644
2023-07-02,9.843453843453846
2023-07-03,10.083538083538086
2023-07-04,9.123201123201124
2023-07-05,9.123201123201124
2023-07-06,7.922779922779924
2023-07-07,8.883116883116884
2023-07-08,7.682695682695684
2023-07-09,8.162864162864164
2023-07-10,9.603369603369604
2023-07-11,8.402948402948404
2023-07-12,7.202527202527204
2023-07-13,8.162864162864164
2023-07-14,6.962442962442964
2023-07-15,5.521937521937523
2023-07-16,6.242190242190243
2023-07-17,6.242190242190243
2023-07-18,7.202527202527204
2023-07-19,6.482274482274483
2023-07-20,8.643032643032644
2023-07-21,6.002106002106003
2023-07-22,4.561600561600562
2023-07-23,6.482274482274483
2023-07-24,7.442611442611444
2023-07-25,6.482274482274483
2023-07-26,6.722358722358724
2023-07-27,7.202527202527204
2023-07-28,5.281853281853283
2023-07-29,5.521937521937523
2023-07-30,6.002106002106003
2023-07-31,6.962442962442964
2023-08-01,7.202527202527204
2023-08-02,6.242190242190243
2023-08-03,7.442611442611444
2023-08-04,6.482274482274483
2023-08-05,5.041769041769043
2023-08-06,7.922779922779924
2023-08-07,5.762021762021763
2023-08-08,6.962442962442964
2023-08-09,7.442611442611444
2023-08-10,6.962442962442964
2023-08-11,5.521937521937523
2023-08-12,6.962442962442964
2023-08-13,8.162864162864164
2023-08-14,6.482274482274483
2023-08-15,7.202527202527204
2023-08-16,6.242190242190243
2023-08-17,6.002106002106003
2023-08-18,5.521937521937523
2023-08-19,4.801684801684802
2023-08-20,9.363285363285364
2023-08-21,7.922779922779924
2023-08-22,7.202527202527204
2023-08-23,6.482274482274483
2023-08-24,6.722358722358724
2023-08-25,6.242190242190243
2023-08-26,5.521937521937523
2023-08-27,7.442611442611444
2023-08-28,6.722358722358724
2023-08-29,7.682695682695684
2023-08-30,7.442611442611444
2023-08-31,7.202527202527204
2023-09-01,6.002106002106003
2023-09-02,7.202527202527204
2023-09-03,6.962442962442964
2023-09-04,6.722358722358724
2023-09-05,7.202527202527204
2023-09-06,8.402948402948404
2023-09-07,6.482274482274483
2023-09-08,5.521937521937523
2023-09-09,6.722358722358724
2023-09-10,6.482274482274483
2023-09-11,5.281853281853283
2023-09-12,6.242190242190243
2023-09-13,6.482274482274483
2023-09-14,5.762021762021763
2023-09-15,6.242190242190243
2023-09-16,6.002106002106003
2023-09-17,5.762021762021763
2023-09-18,5.762021762021763
2023-09-19,6.242190242190243
2023-09-20,6.962442962442964
2023-09-21,7.202527202527204
2023-09-22,7.922779922779924
2023-09-23,6.002106002106003
2023-09-24,7.202527202527204
2023-09-25,6.722358722358724
2023-09-26,7.442611442611444
2023-09-27,8.643032643032644
2023-09-28,6.242190242190243
2023-09-29,5.281853281853283
2023-09-30,5.521937521937523
2023-10-01,6.002106002106003
2023-10-02,7.202527202527204
2023-10-03,6.722358722358724
2023-10-04,6.482274482274483
2023-10-05,6.242190242190243
2023-10-06,6.962442962442964
2023-10-07,6.242190242190243
2023-10-08,5.762021762021763
2023-10-09,5.521937521937523
2023-10-10,7.922779922779924
2023-10-11,6.482274482274483
2023-10-12,5.762021762021763
2023-10-13,5.281853281853283
2023-10-14,6.482274482274483
2023-10-15,5.041769041769043
2023-10-16,7.442611442611444
2023-10-17,6.722358722358724
2023-10-18,8.162864162864164
2023-10-19,7.682695682695684
2023-10-20,5.762021762021763
2023-10-21,5.281853281853283
2023-10-22,6.002106002106003
2023-10-23,6.722358722358724
2023-10-24,7.442611442611444
2023-10-25,6.242190242190243
2023-10-26,6.242190242190243
2023-10-27,6.002106002106003
2023-10-28,5.281853281853283
2023-10-29,5.521937521937523
2023-10-30,7.442611442611444
2023-10-31,6.722358722358724
2023-11-01,9.123201123201124
2023-11-02,6.482274482274483
2023-11-03,5.762021762021763
2023-11-04,6.242190242190243
2023-11-05,6.962442962442964
2023-11-06,6.962442962442964
2023-11-07,7.442611442611444
2023-11-08,7.442611442611444
2023-11-09,6.242190242190243
2023-11-10,6.722358722358724
2023-11-11,6.482274482274483
2023-11-12,6.482274482274483
2023-11-13,5.281853281853283
2023-11-14,5.281853281853283
2023-11-15,6.242190242190243
2023-11-16,7.202527202527204
2023-11-17,6.242190242190243
2023-11-18,5.041769041769043
2023-11-19,6.722358722358724
2023-11-20,6.242190242190243
2023-11-21,6.722358722358724
2023-11-22,7.202527202527204
2023-11-23,9.123201123201124
2023-11-24,7.202527202527204
2023-11-25,6.242190242190243
2023-11-26,6.482274482274483
2023-11-27,7.202527202527204
2023-11-28,6.962442962442964
2023-11-29,6.242190242190243
2023-11-30,7.442611442611444
2023-12-01,6.962442962442964
2023-12-02,5.521937521937523
2023-12-03,5.281853281853283
2023-12-04,7.202527202527204
2023-12-05,8.162864162864164
2023-12-06,8.162864162864164
2023-12-07,7.202527202527204
2023-12-08,6.962442962442964
2023-12-09,5.041769041769043
2023-12-10,7.202527202527204
2023-12-11,7.442611442611444
2023-12-12,7.682695682695684
2023-12-13,7.442611442611444
2023-12-14,6.242190242190243
2023-12-15,6.242190242190243
2023-12-16,5.521937521937523
2023-12-17,6.962442962442964
2023-12-18,7.202527202527204
2023-12-19,6.242190242190243
2023-12-20,6.962442962442964
2023-12-21,7.202527202527204
2023-12-22,6.242190242190242
2023-12-23,6.242190242190242
2023-12-24,6.482274482274482
2023-12-25,8.492979992979993
2023-12-26,10.143559143559145
2023-12-27,9.663390663390663
2023-12-28,8.372937872937873
2023-12-29,8.492979992979993
2023-12-30,6.842400842400843
2023-12-31,8.012811512811513
2024-01-01,10.023517023517023
2024-01-02,10.383643383643385
2024-01-03,8.613022113022113
2024-01-04,9.663390663390663
2024-01-05,9.543348543348543
2024-01-06,6.242190242190242
2024-01-07,8.372937872937873
2024-01-08,7.892769392769393
2024-01-09,9.783432783432783
2024-01-10,6.602316602316603
2024-01-11,8.012811512811513
2024-01-12,5.191821691821692
2024-01-13,6.362232362232362
2024-01-14,6.722358722358723
2024-01-15,6.362232362232362
2024-01-16,6.482274482274482
2024-01-17,8.012811512811513
2024-01-18,6.962442962442963
2024-01-19,5.071779571779572
2024-01-20,6.242190242190242
2024-01-21,6.482274482274482
2024-01-22,8.102843102843103
2024-01-23,6.482274482274482
2024-01-24,6.482274482274482
2024-01-25,6.482274482274482
2024-01-26,4.861705861705861
2024-01-27,6.482274482274482
2024-01-28,6.482274482274482
2024-01-29,6.482274482274482
2024-01-30,6.482274482274482
2024-01-31,6.482274482274482
2024-02-01,6.482274482274482
2024-02-02,8.102843102843103
2024-02-03,4.861705861705861
2024-02-04,6.482274482274482
2024-02-05,8.102843102843103
2024-02-06,9.723411723411722
2024-02-07,8.102843102843103
2024-02-08,8.102843102843103
2024-02-09,4.861705861705861
2024-02-10,6.482274482274482
2024-02-11,8.102843102843103
2024-02-12,8.102843102843103
2024-02-13,9.723411723411722
2024-02-14,11.343980343980343
2024-02-15,12.964548964548964
2024-02-16,9.723411723411722
2024-02-17,8.102843102843103
2024-02-18,9.723411723411722
2024-02-19,12.964548964548964
2024-02-20,12.964548964548964
2024-02-21,11.343980343980343
2024-02-22,11.343980343980343
2024-02-23,9.723411723411722
2024-02-24,11.343980343980343
2024-02-25,11.343980343980343
2024-02-26,12.964548964548964
2024-02-27,14.585117585117585
2024-02-28,14.585117585117585
2024-02-29,12.964548964548964
2024-03-01,14.585117585117585
2024-03-02,14.585117585117585
2024-03-03,17.826254826254825
2024-03-04,17.826254826254825
2024-03-05,14.585117585117585
2024-03-06,16.205686205686206
2024-03-07,14.585117585117585
2024-03-08,14.585117585117585
2024-03-09,14.585117585117585
2024-03-10,16.205686205686206
2024-03-11,17.826254826254825
2024-03-12,19.446823446823444
2024-03-13,14.585117585117585
2024-03-14,16.205686205686206
2024-03-15,16.205686205686206
2024-03-16,17.826254826254825
2024-03-17,19.446823446823444
2024-03-18,21.067392067392067
2024-03-19,22.687960687960686
2024-03-20,21.067392067392067
2024-03-21,22.687960687960686
2024-03-22,21.067392067392067
2024-03-23,29.17023517023517
2024-03-24,29.17023517023517
2024-03-25,35.65250965250965
2024-03-26,32.41137241137241
2024-03-27,34.03194103194103
2024-03-28,38.89364689364689
2024-03-29,48.61705861705862
2024-03-30,76.16672516672516
2024-03-31,162.05686205686206
2024-04-01,45.37592137592137
2024-04-02,17.826254826254825
2024-04-03,11.343980343980343
2024-04-04,11.343980343980343
2024-04-05,8.102843102843103
2024-04-06,8.102843102843103
2024-04-07,9.723411723411722
2024-04-08,11.343980343980343
2024-04-09,9.723411723411722
2024-04-10,6.482274482274482
2024-04-11,4.861705861705861
2024-04-12,4.861705861705861
2024-04-13,4.861705861705861
2024-04-14,3.241137241137241
2024-04-15,4.861705861705861
2024-04-16,4.861705861705861
2024-04-17,4.861705861705861
2024-04-18,3.241137241137241
2024-04-19,3.241137241137241
2024-04-20,3.241137241137241
2024-04-21,1.6205686205686205
2024-04-22,4.861705861705861
2024-04-23,3.241137241137241
2024-04-24,3.241137241137241
2024-04-25,1.6205686205686205
2024-04-26,3.241137241137241
2024-04-27,3.241137241137241
2024-04-28,1.6205686205686205
2024-04-29,3.241137241137241
2024-04-30,1.6205686205686205
2024-05-01,1.6205686205686205
2024-05-02,1.6205686205686205
2024-05-03,1.6205686205686205
2024-05-04,1.6205686205686205
2024-05-05,3.241137241137241
2024-05-06,1.6205686205686205
2024-05-07,1.6205686205686205
2024-05-08,3.241137241137241
2024-05-09,0.0
2024-05-10,3.241137241137241
2024-05-11,0.0
2024-05-12,3.241137241137241
2024-05-13,1.6205686205686205
2024-05-14,1.6205686205686205
2024-05-15,1.6205686205686205
2024-05-16,1.6205686205686205
2024-05-17,3.241137241137241
2024-05-18,1.6205686205686205
2024-05-19,1.6205686205686205
2024-05-20,1.6205686205686205
2024-05-21,1.6205686205686205
2024-05-22,0.0
2024-05-23,1.6205686205686205
2024-05-24,3.241137241137241
2024-05-25,1.6205686205686205
2024-05-26,0.0
2024-05-27,1.6205686205686205
2024-05-28,1.6205686205686205
2024-05-29,3.241137241137241
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,1.6205686205686205
2024-06-04,0.0
2024-06-05,1.6205686205686205
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,1.6205686205686205
2024-06-11,1.6205686205686205
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,1.6205686205686205
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,1.6205686205686205
2024-06-18,1.6205686205686205
2024-06-19,3.241137241137241
2024-06-20,1.6205686205686205
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,1.6205686205686205
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,1.6205686205686205
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,1.6205686205686205
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,1.6205686205686205
2024-07-12,0.0
2024-07-13,1.6205686205686205
2024-07-14,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,1.6205686205686205
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,1.6205686205686205
2024-07-24,1.6205686205686205
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,1.6205686205686205
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.0
2024-08-13,1.6205686205686205
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,1.6205686205686205
2024-08-20,1.8906633906633905
2024-08-21,1.6205686205686205
2024-08-22,1.6205686205686205
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,1.8906633906633905
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,1.6205686205686205
2024-08-30,1.6205686205686205
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,1.6205686205686205
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,1.6205686205686205
2024-09-07,1.6205686205686205
2024-09-08,0.0
2024-09-09,0.0
2024-09-10,1.6205686205686205
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,0.0
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,1.6205686205686205
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,1.6205686205686205
2024-09-26,0.0
2024-09-27,1.6205686205686205
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,2.1607581607581605
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,2.1607581607581605
2024-10-08,1.6205686205686205
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,1.6205686205686205
2024-10-16,1.6205686205686205
