Time,atlanta_falcons
2022-05-23,6.0
2022-05-24,6.0
2022-05-25,6.0
2022-05-26,6.0
2022-05-27,6.0
2022-05-28,6.0
2022-05-29,7.0
2022-05-30,6.0
2022-05-31,6.0
2022-06-01,7.0
2022-06-02,7.0
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,5.0
2022-06-06,5.0
2022-06-07,5.0
2022-06-08,5.0
2022-06-09,6.0
2022-06-10,5.0
2022-06-11,5.0
2022-06-12,5.0
2022-06-13,5.0
2022-06-14,5.0
2022-06-15,5.0
2022-06-16,6.0
2022-06-17,5.0
2022-06-18,5.0
2022-06-19,5.0
2022-06-20,5.0
2022-06-21,5.0
2022-06-22,5.0
2022-06-23,4.0
2022-06-24,5.0
2022-06-25,5.0
2022-06-26,5.0
2022-06-27,5.0
2022-06-28,5.0
2022-06-29,4.0
2022-06-30,5.0
2022-07-01,5.0
2022-07-02,5.0
2022-07-03,5.0
2022-07-04,4.0
2022-07-05,4.0
2022-07-06,5.0
2022-07-07,6.0
2022-07-08,5.0
2022-07-09,5.0
2022-07-10,5.0
2022-07-11,5.0
2022-07-12,5.0
2022-07-13,5.0
2022-07-14,5.0
2022-07-15,5.0
2022-07-16,6.0
2022-07-17,6.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,6.0
2022-07-22,6.0
2022-07-23,6.0
2022-07-24,5.0
2022-07-25,6.0
2022-07-26,8.0
2022-07-27,8.0
2022-07-28,9.0
2022-07-29,7.0
2022-07-30,9.0
2022-07-31,9.0
2022-08-01,8.0
2022-08-02,8.0
2022-08-03,9.0
2022-08-04,8.0
2022-08-05,9.0
2022-08-06,9.0
2022-08-07,9.0
2022-08-08,7.0
2022-08-09,9.0
2022-08-10,9.0
2022-08-11,10.0
2022-08-12,26.0
2022-08-13,35.0
2022-08-14,16.0
2022-08-15,11.0
2022-08-16,11.0
2022-08-17,10.0
2022-08-18,9.0
2022-08-19,11.0
2022-08-20,13.0
2022-08-21,14.0
2022-08-22,18.0
2022-08-23,49.0
2022-08-24,13.0
2022-08-25,11.0
2022-08-26,12.0
2022-08-27,36.0
2022-08-28,24.0
2022-08-29,15.0
2022-08-30,17.0
2022-08-31,16.0
2022-09-01,13.0
2022-09-02,11.0
2022-09-03,14.0
2022-09-04,21.0
2022-09-05,16.0
2022-09-06,14.0
2022-09-07,14.0
2022-09-08,16.0
2022-09-09,13.0
2022-09-10,16.0
2022-09-11,100.0
2022-09-12,27.0
2022-09-13,14.0
2022-09-14,12.0
2022-09-15,12.0
2022-09-16,11.0
2022-09-17,11.0
2022-09-18,69.0
2022-09-19,24.0
2022-09-20,13.0
2022-09-21,11.0
2022-09-22,10.0
2022-09-23,10.0
2022-09-24,10.0
2022-09-25,71.0
2022-09-26,27.0
2022-09-27,12.0
2022-09-28,11.0
2022-09-29,10.0
2022-09-30,11.0
2022-10-01,11.0
2022-10-02,70.0
2022-10-03,27.0
2022-10-04,16.0
2022-10-05,12.0
2022-10-06,12.0
2022-10-07,13.0
2022-10-08,12.0
2022-10-09,73.0
2022-10-10,20.0
2022-10-11,12.0
2022-10-12,12.0
2022-10-13,10.0
2022-10-14,10.0
2022-10-15,12.0
2022-10-16,70.0
2022-10-17,24.0
2022-10-18,13.0
2022-10-19,11.0
2022-10-20,11.0
2022-10-21,12.0
2022-10-22,12.0
2022-10-23,60.0
2022-10-24,16.0
2022-10-25,9.0
2022-10-26,10.0
2022-10-27,10.0
2022-10-28,12.0
2022-10-29,10.0
2022-10-30,97.0
2022-10-31,26.0
2022-11-01,19.0
2022-11-02,13.0
2022-11-03,12.0
2022-11-04,10.0
2022-11-05,12.0
2022-11-06,62.0
2022-11-07,18.0
2022-11-08,10.0
2022-11-09,9.0
2022-11-10,25.0
2022-11-11,79.0
2022-11-12,10.0
2022-11-13,19.0
2022-11-14,10.0
2022-11-15,8.0
2022-11-16,8.0
2022-11-17,8.0
2022-11-18,8.0
2022-11-19,7.0
2022-11-20,52.0
2022-11-21,18.0
2022-11-22,10.0
2022-11-23,8.0
2022-11-24,10.0
2022-11-25,9.0
2022-11-26,9.0
2022-11-27,51.0
2022-11-28,13.0
2022-11-29,9.0
2022-11-30,7.0
2022-12-01,7.0
2022-12-02,7.0
2022-12-03,9.0
2022-12-04,47.0
2022-12-05,14.0
2022-12-06,9.0
2022-12-07,6.0
2022-12-08,9.0
2022-12-09,12.0
2022-12-10,8.0
2022-12-11,26.0
2022-12-12,14.0
2022-12-13,8.0
2022-12-14,8.0
2022-12-15,8.0
2022-12-16,7.0
2022-12-17,10.0
2022-12-18,45.0
2022-12-19,14.0
2022-12-20,8.0
2022-12-21,7.0
2022-12-22,8.0
2022-12-23,8.0
2022-12-24,29.0
2022-12-25,14.0
2022-12-26,10.0
2022-12-27,8.0
2022-12-28,7.0
2022-12-29,7.0
2022-12-30,7.0
2022-12-31,8.0
2023-01-01,43.0
2023-01-02,15.0
2023-01-03,20.0
2023-01-04,10.0
2023-01-05,6.0
2023-01-06,7.0
2023-01-07,8.0
2023-01-08,39.0
2023-01-09,15.0
2023-01-10,7.0
2023-01-11,6.0
2023-01-12,7.0
2023-01-13,6.0
2023-01-14,7.0
2023-01-15,13.0
2023-01-16,7.0
2023-01-17,9.0
2023-01-18,7.0
2023-01-19,6.0
2023-01-20,5.0
2023-01-21,6.0
2023-01-22,8.0
2023-01-23,7.0
2023-01-24,6.0
2023-01-25,6.0
2023-01-26,6.0
2023-01-27,6.0
2023-01-28,7.0
2023-01-29,7.0
2023-01-30,7.0
2023-01-31,7.0
2023-02-01,6.0
2023-02-02,7.0
2023-02-03,6.0
2023-02-04,9.0
2023-02-05,8.0
2023-02-06,5.0
2023-02-07,6.0
2023-02-08,6.0
2023-02-09,6.0
2023-02-10,5.0
2023-02-11,5.0
2023-02-12,7.0
2023-02-13,9.0
2023-02-14,5.0
2023-02-15,7.0
2023-02-16,6.0
2023-02-17,6.0
2023-02-18,6.0
2023-02-19,5.0
2023-02-20,5.0
2023-02-21,5.0
2023-02-22,5.0
2023-02-23,6.0
2023-02-24,7.0
2023-02-25,6.0
2023-02-26,8.0
2023-02-27,10.0
2023-02-28,7.0
2023-03-01,9.0
2023-03-02,7.0
2023-03-03,7.0
2023-03-04,6.0
2023-03-05,5.0
2023-03-06,9.0
2023-03-07,11.0
2023-03-08,10.0
2023-03-09,7.0
2023-03-10,7.0
2023-03-11,7.0
2023-03-12,9.0
2023-03-13,17.0
2023-03-14,25.0
2023-03-15,20.0
2023-03-16,18.0
2023-03-17,14.0
2023-03-18,12.0
2023-03-19,11.0
2023-03-20,13.0
2023-03-21,11.0
2023-03-22,12.0
2023-03-23,11.0
2023-03-24,9.0
2023-03-25,8.0
2023-03-26,9.0
2023-03-27,12.0
2023-03-28,11.0
2023-03-29,11.0
2023-03-30,11.0
2023-03-31,11.0
2023-04-01,11.0
2023-04-02,11.0
2023-04-03,8.0
2023-04-04,7.0
2023-04-05,7.0
2023-04-06,8.0
2023-04-07,7.0
2023-04-08,6.0
2023-04-09,7.0
2023-04-10,6.0
2023-04-11,11.0
2023-04-12,8.0
2023-04-13,7.0
2023-04-14,9.0
2023-04-15,8.0
2023-04-16,8.0
2023-04-17,9.0
2023-04-18,8.0
2023-04-19,7.0
2023-04-20,7.0
2023-04-21,7.0
2023-04-22,7.0
2023-04-23,7.0
2023-04-24,6.0
2023-04-25,8.0
2023-04-26,8.0
2023-04-27,11.0
2023-04-28,43.0
2023-04-29,33.5
2023-04-30,18.5
2023-05-01,11.0
2023-05-02,9.0
2023-05-03,7.0
2023-05-04,7.0
2023-05-05,6.0
2023-05-06,7.0
2023-05-07,6.0
2023-05-08,7.0
2023-05-09,8.0
2023-05-10,9.0
2023-05-11,10.0
2023-05-12,19.0
2023-05-13,10.5
2023-05-14,8.0
2023-05-15,8.0
2023-05-16,8.0
2023-05-17,6.0
2023-05-18,7.0
2023-05-19,5.5
2023-05-20,6.0
2023-05-21,6.0
2023-05-22,6.0
2023-05-23,6.0
2023-05-24,6.0
2023-05-25,6.0
2023-05-26,7.0
2023-05-27,6.0
2023-05-28,6.0
2023-05-29,6.0
2023-05-30,6.0
2023-05-31,6.0
2023-06-01,5.0
2023-06-02,7.0
2023-06-03,5.0
2023-06-04,6.0
2023-06-05,5.0
2023-06-06,5.0
2023-06-07,6.0
2023-06-08,5.0
2023-06-09,5.0
2023-06-10,5.0
2023-06-11,5.0
2023-06-12,5.0
2023-06-13,6.0
2023-06-14,5.0
2023-06-15,5.0
2023-06-16,6.0
2023-06-17,5.0
2023-06-18,5.0
2023-06-19,6.0
2023-06-20,5.0
2023-06-21,5.0
2023-06-22,4.0
2023-06-23,5.0
2023-06-24,4.0
2023-06-25,6.0
2023-06-26,5.0
2023-06-27,6.0
2023-06-28,4.0
2023-06-29,5.0
2023-06-30,5.0
2023-07-01,4.0
2023-07-02,5.0
2023-07-03,5.0
2023-07-04,6.0
2023-07-05,7.0
2023-07-06,5.0
2023-07-07,4.0
2023-07-08,5.0
2023-07-09,7.0
2023-07-10,4.0
2023-07-11,5.0
2023-07-12,6.0
2023-07-13,8.0
2023-07-14,9.0
2023-07-15,9.0
2023-07-16,9.0
2023-07-17,8.0
2023-07-18,8.0
2023-07-19,8.0
2023-07-20,8.0
2023-07-21,7.0
2023-07-22,8.0
2023-07-23,9.0
2023-07-24,8.0
2023-07-25,8.0
2023-07-26,8.0
2023-07-27,8.0
2023-07-28,8.0
2023-07-29,9.0
2023-07-30,10.0
2023-07-31,10.0
2023-08-01,9.0
2023-08-02,10.0
2023-08-03,10.0
2023-08-04,12.0
2023-08-05,10.0
2023-08-06,10.0
2023-08-07,9.0
2023-08-08,10.0
2023-08-09,10.0
2023-08-10,10.0
2023-08-11,20.0
2023-08-12,30.0
2023-08-13,15.0
2023-08-14,11.0
2023-08-15,10.0
2023-08-16,11.0
2023-08-17,11.0
2023-08-18,18.0
2023-08-19,38.0
2023-08-20,15.0
2023-08-21,12.0
2023-08-22,10.0
2023-08-23,11.0
2023-08-24,18.0
2023-08-25,28.0
2023-08-26,13.0
2023-08-27,16.0
2023-08-28,14.0
2023-08-29,14.0
2023-08-30,13.0
2023-08-31,12.0
2023-09-01,11.0
2023-09-02,11.0
2023-09-03,16.0
2023-09-04,12.0
2023-09-05,13.0
2023-09-06,15.0
2023-09-07,15.0
2023-09-08,13.0
2023-09-09,13.0
2023-09-10,85.0
2023-09-11,28.0
2023-09-12,16.0
2023-09-13,13.0
2023-09-14,14.0
2023-09-15,14.0
2023-09-16,15.0
2023-09-17,89.0
2023-09-18,29.0
2023-09-19,21.0
2023-09-20,17.0
2023-09-21,17.0
2023-09-22,14.0
2023-09-23,13.0
2023-09-24,78.0
2023-09-25,20.0
2023-09-26,14.0
2023-09-27,12.0
2023-09-28,12.0
2023-09-29,14.0
2023-09-30,14.0
2023-10-01,100.0
2023-10-02,16.0
2023-10-03,12.0
2023-10-04,11.0
2023-10-05,12.0
2023-10-06,12.0
2023-10-07,11.0
2023-10-08,72.0
2023-10-09,20.0
2023-10-10,12.0
2023-10-11,12.0
2023-10-12,12.0
2023-10-13,14.0
2023-10-14,24.0
2023-10-15,70.0
2023-10-16,16.0
2023-10-17,10.0
2023-10-18,9.0
2023-10-19,10.0
2023-10-20,10.0
2023-10-21,10.0
2023-10-22,74.0
2023-10-23,18.0
2023-10-24,12.0
2023-10-25,9.0
2023-10-26,9.0
2023-10-27,9.0
2023-10-28,10.0
2023-10-29,61.0
2023-10-30,18.0
2023-10-31,16.0
2023-11-01,13.0
2023-11-02,12.0
2023-11-03,10.0
2023-11-04,10.0
2023-11-05,79.0
2023-11-06,19.0
2023-11-07,11.0
2023-11-08,8.0
2023-11-09,8.0
2023-11-10,8.0
2023-11-11,9.0
2023-11-12,57.0
2023-11-13,33.0
2023-11-14,8.0
2023-11-15,7.0
2023-11-16,6.0
2023-11-17,7.0
2023-11-18,8.0
2023-11-19,26.0
2023-11-20,12.0
2023-11-21,9.0
2023-11-22,7.0
2023-11-23,10.0
2023-11-24,10.0
2023-11-25,10.0
2023-11-26,60.0
2023-11-27,21.0
2023-11-28,12.0
2023-11-29,9.0
2023-11-30,8.0
2023-12-01,8.0
2023-12-02,9.0
2023-12-03,57.0
2023-12-04,19.0
2023-12-05,10.0
2023-12-06,8.0
2023-12-07,8.0
2023-12-08,7.0
2023-12-09,9.0
2023-12-10,61.0
2023-12-11,16.0
2023-12-12,8.0
2023-12-13,7.0
2023-12-14,8.0
2023-12-15,7.0
2023-12-16,9.0
2023-12-17,71.0
2023-12-18,19.0
2023-12-19,12.0
2023-12-20,11.0
2023-12-21,9.0
2023-12-22,9.136363636363637
2023-12-23,10.90909090909091
2023-12-24,54.54545454545455
2023-12-25,20.045454545454547
2023-12-26,12.181818181818182
2023-12-27,9.136363636363637
2023-12-28,8.363636363636363
2023-12-29,9.136363636363637
2023-12-30,9.636363636363637
2023-12-31,54.54545454545455
2024-01-01,17.0
2024-01-02,9.136363636363637
2024-01-03,7.863636363636363
2024-01-04,6.590909090909091
2024-01-05,7.363636363636363
2024-01-06,9.136363636363637
2024-01-07,60.63636363636364
2024-01-08,34.0
2024-01-09,17.0
2024-01-10,12.681818181818182
2024-01-11,15.227272727272727
2024-01-12,23.59090909090909
2024-01-13,20.045454545454547
2024-01-14,18.772727272727273
2024-01-15,15.227272727272727
2024-01-16,17.0
2024-01-17,15.227272727272727
2024-01-18,17.5
2024-01-19,20.045454545454547
2024-01-20,26.636363636363637
2024-01-21,17.0
2024-01-22,13.909090909090908
2024-01-23,15.454545454545453
2024-01-24,13.909090909090908
2024-01-25,37.09090909090909
2024-01-26,44.81818181818182
2024-01-27,34.0
2024-01-28,35.54545454545455
2024-01-29,18.545454545454547
2024-01-30,13.909090909090908
2024-01-31,9.272727272727273
2024-02-01,9.272727272727273
2024-02-02,9.272727272727273
2024-02-03,7.727272727272727
2024-02-04,7.727272727272727
2024-02-05,7.727272727272727
2024-02-06,7.727272727272727
2024-02-07,7.727272727272727
2024-02-08,6.181818181818182
2024-02-09,6.181818181818182
2024-02-10,7.727272727272727
2024-02-11,7.727272727272727
2024-02-12,10.818181818181818
2024-02-13,7.727272727272727
2024-02-14,6.181818181818182
2024-02-15,6.181818181818182
2024-02-16,6.181818181818182
2024-02-17,6.181818181818182
2024-02-18,6.181818181818182
2024-02-19,6.181818181818182
2024-02-20,7.727272727272727
2024-02-21,7.727272727272727
2024-02-22,6.181818181818182
2024-02-23,6.181818181818182
2024-02-24,6.181818181818182
2024-02-25,6.181818181818182
2024-02-26,6.181818181818182
2024-02-27,6.181818181818182
2024-02-28,9.272727272727273
2024-02-29,10.818181818181818
2024-03-01,10.818181818181818
2024-03-02,10.818181818181818
2024-03-03,9.272727272727273
2024-03-04,9.272727272727273
2024-03-05,10.818181818181818
2024-03-06,10.818181818181818
2024-03-07,9.272727272727273
2024-03-08,7.727272727272727
2024-03-09,9.272727272727273
2024-03-10,9.272727272727273
2024-03-11,34.0
2024-03-12,27.818181818181817
2024-03-13,18.545454545454547
2024-03-14,20.09090909090909
2024-03-15,15.454545454545453
2024-03-16,13.909090909090908
2024-03-17,12.363636363636363
2024-03-18,10.818181818181818
2024-03-19,10.818181818181818
2024-03-20,9.272727272727273
2024-03-21,7.727272727272727
2024-03-22,7.727272727272727
2024-03-23,7.727272727272727
2024-03-24,7.727272727272727
2024-03-25,6.181818181818182
2024-03-26,6.181818181818182
2024-03-27,6.181818181818182
2024-03-28,6.181818181818182
2024-03-29,6.181818181818182
2024-03-30,6.181818181818182
2024-03-31,7.727272727272727
2024-04-01,6.181818181818182
2024-04-02,6.181818181818182
2024-04-03,6.181818181818182
2024-04-04,6.181818181818182
2024-04-05,6.181818181818182
2024-04-06,6.181818181818182
2024-04-07,6.181818181818182
2024-04-08,4.636363636363637
2024-04-09,6.181818181818182
2024-04-10,6.181818181818182
2024-04-11,6.181818181818182
2024-04-12,4.636363636363637
2024-04-13,4.636363636363637
2024-04-14,6.181818181818182
2024-04-15,4.636363636363637
2024-04-16,6.181818181818182
2024-04-17,4.636363636363637
2024-04-18,6.181818181818182
2024-04-19,6.181818181818182
2024-04-20,6.181818181818182
2024-04-21,6.181818181818182
2024-04-22,9.272727272727273
2024-04-23,9.272727272727273
2024-04-24,7.727272727272727
2024-04-25,9.272727272727273
2024-04-26,61.81818181818181
2024-04-27,37.09090909090909
2024-04-28,18.545454545454547
2024-04-29,10.818181818181818
2024-04-30,9.272727272727273
2024-05-01,7.727272727272727
2024-05-02,7.727272727272727
2024-05-03,6.181818181818182
2024-05-04,6.181818181818182
2024-05-05,4.636363636363637
2024-05-06,6.181818181818182
2024-05-07,6.181818181818182
2024-05-08,4.636363636363637
2024-05-09,6.181818181818182
2024-05-10,4.636363636363637
2024-05-11,6.181818181818182
2024-05-12,6.181818181818182
2024-05-13,6.181818181818182
2024-05-14,6.181818181818182
2024-05-15,10.818181818181818
2024-05-16,20.09090909090909
2024-05-17,7.727272727272727
2024-05-18,7.727272727272727
2024-05-19,6.181818181818182
2024-05-20,6.181818181818182
2024-05-21,6.181818181818182
2024-05-22,6.181818181818182
2024-05-23,4.636363636363637
2024-05-24,4.636363636363637
2024-05-25,4.636363636363637
2024-05-26,4.636363636363637
2024-05-27,4.636363636363637
2024-05-28,4.636363636363637
2024-05-29,6.181818181818182
2024-05-30,4.636363636363637
2024-05-31,4.636363636363637
2024-06-01,4.636363636363637
2024-06-02,4.636363636363637
2024-06-03,4.636363636363637
2024-06-04,6.181818181818182
2024-06-05,6.181818181818182
2024-06-06,6.181818181818182
2024-06-07,4.636363636363637
2024-06-08,4.636363636363637
2024-06-09,4.636363636363637
2024-06-10,4.636363636363637
2024-06-11,4.636363636363637
2024-06-12,4.636363636363637
2024-06-13,6.181818181818182
2024-06-14,4.636363636363637
2024-06-15,4.636363636363637
2024-06-16,4.636363636363637
2024-06-17,7.727272727272727
2024-06-18,4.636363636363637
2024-06-19,4.636363636363637
2024-06-20,4.636363636363637
2024-06-21,4.636363636363637
2024-06-22,4.636363636363637
2024-06-23,4.636363636363637
2024-06-24,4.636363636363637
2024-06-25,4.636363636363637
2024-06-26,4.636363636363637
2024-06-27,4.636363636363637
2024-06-28,4.636363636363637
2024-06-29,4.636363636363637
2024-06-30,4.636363636363637
2024-07-01,4.636363636363637
2024-07-02,4.636363636363637
2024-07-03,4.636363636363637
2024-07-04,4.636363636363637
2024-07-05,4.636363636363637
2024-07-06,4.636363636363637
2024-07-07,4.636363636363637
2024-07-08,4.636363636363637
2024-07-09,4.636363636363637
2024-07-10,4.636363636363637
2024-07-11,4.636363636363637
2024-07-12,4.636363636363637
2024-07-13,4.636363636363637
2024-07-14,4.636363636363637
2024-07-15,3.090909090909091
2024-07-16,4.636363636363637
2024-07-17,4.636363636363637
2024-07-18,4.636363636363637
2024-07-19,4.636363636363637
2024-07-20,4.636363636363637
2024-07-21,4.636363636363637
2024-07-22,6.181818181818182
2024-07-23,4.636363636363637
2024-07-24,4.636363636363637
2024-07-25,6.181818181818182
2024-07-26,6.181818181818182
2024-07-27,6.181818181818182
2024-07-28,6.181818181818182
2024-07-29,6.181818181818182
2024-07-30,7.727272727272727
2024-07-31,6.181818181818182
2024-08-01,7.727272727272727
2024-08-02,7.727272727272727
2024-08-03,7.727272727272727
2024-08-04,7.727272727272727
2024-08-05,6.181818181818182
2024-08-06,6.181818181818182
2024-08-07,7.727272727272727
2024-08-08,9.272727272727273
2024-08-09,18.545454545454547
2024-08-10,34.0
2024-08-11,12.363636363636363
2024-08-12,10.818181818181818
2024-08-13,10.818181818181818
2024-08-14,12.363636363636363
2024-08-15,20.09090909090909
2024-08-16,15.454545454545453
2024-08-17,30.909090909090907
2024-08-18,16.227272727272727
2024-08-19,12.363636363636363
2024-08-20,10.045454545454547
2024-08-21,9.272727272727273
2024-08-22,11.59090909090909
2024-08-23,19.31818181818182
2024-08-24,30.136363636363633
2024-08-25,15.454545454545453
2024-08-26,13.136363636363637
2024-08-27,14.68181818181818
2024-08-28,12.363636363636363
2024-08-29,12.363636363636363
2024-08-30,11.59090909090909
2024-08-31,12.363636363636363
2024-09-01,15.454545454545453
2024-09-02,12.363636363636363
2024-09-03,12.363636363636363
2024-09-04,12.363636363636363
2024-09-05,13.136363636363637
2024-09-06,15.454545454545453
2024-09-07,15.454545454545453
2024-09-08,156.09090909090907
2024-09-09,36.31818181818182
2024-09-10,17.772727272727273
2024-09-11,10.045454545454547
2024-09-12,12.363636363636363
2024-09-13,11.59090909090909
2024-09-14,10.045454545454547
2024-09-15,34.77272727272727
2024-09-16,55.63636363636363
2024-09-17,234.9090909090909
2024-09-18,21.636363636363637
2024-09-19,12.363636363636363
2024-09-20,15.454545454545453
2024-09-21,15.454545454545453
2024-09-22,64.9090909090909
2024-09-23,219.45454545454544
2024-09-24,18.545454545454547
2024-09-25,12.363636363636363
2024-09-26,12.363636363636363
2024-09-27,12.363636363636363
2024-09-28,12.363636363636363
2024-09-29,108.18181818181817
2024-09-30,24.727272727272727
2024-10-01,18.545454545454547
2024-10-02,18.545454545454547
2024-10-03,58.72727272727273
2024-10-04,309.09090909090907
2024-10-05,27.818181818181817
2024-10-06,27.818181818181817
2024-10-07,18.545454545454547
2024-10-08,12.363636363636363
2024-10-09,12.363636363636363
2024-10-10,12.363636363636363
2024-10-11,12.363636363636363
2024-10-12,12.363636363636363
2024-10-13,105.0909090909091
2024-10-14,37.09090909090909
2024-10-15,15.454545454545453
2024-10-16,12.363636363636363
2024-10-17,12.363636363636363
2024-10-18,15.454545454545453
2024-10-19,12.363636363636363
2024-10-20,77.27272727272727
2024-10-21,15.454545454545453
2024-10-22,12.363636363636363
2024-10-23,9.272727272727273
2024-10-24,9.272727272727273
2024-10-25,9.272727272727273
2024-10-26,9.272727272727273
2024-10-27,68.0
2024-10-28,21.636363636363637
2024-10-29,12.363636363636363
2024-10-30,9.272727272727273
2024-10-31,9.272727272727273
2024-11-01,12.363636363636363
2024-11-02,12.363636363636363
2024-11-03,95.81818181818181
2024-11-04,27.818181818181817
2024-11-05,18.545454545454547
2024-11-06,6.181818181818182
2024-11-07,9.272727272727273
2024-11-08,9.272727272727273
2024-11-09,9.272727272727273
2024-11-10,68.0
2024-11-11,15.454545454545453
2024-11-12,9.272727272727273
2024-11-13,6.181818181818182
2024-11-14,9.272727272727273
2024-11-15,9.272727272727273
2024-11-16,9.272727272727273
2024-11-17,61.81818181818181
2024-11-18,27.818181818181817
2024-11-19,9.272727272727273
2024-11-20,6.181818181818182
2024-11-21,6.181818181818182
2024-11-22,6.181818181818182
2024-11-23,6.181818181818182
2024-11-24,27.818181818181817
2024-11-25,12.363636363636363
2024-11-26,9.272727272727273
2024-11-27,6.181818181818182
2024-11-28,9.272727272727273
2024-11-29,12.363636363636363
2024-11-30,9.272727272727273
2024-12-01,64.9090909090909
2024-12-02,15.454545454545453
2024-12-03,9.272727272727273
2024-12-04,9.272727272727273
2024-12-05,6.181818181818182
2024-12-06,9.272727272727273
2024-12-07,9.272727272727273
2024-12-08,64.9090909090909
2024-12-09,15.454545454545453
2024-12-10,9.272727272727273
2024-12-11,6.181818181818182
2024-12-12,6.181818181818182
2024-12-13,6.181818181818182
2024-12-14,6.181818181818182
2024-12-15,21.636363636363637
2024-12-16,24.727272727272727
2024-12-17,71.0909090909091
2024-12-18,27.818181818181817
2024-12-19,15.454545454545453
2024-12-20,12.363636363636363
2024-12-21,12.363636363636363
2024-12-22,71.0909090909091
2024-12-23,43.27272727272727
2024-12-24,15.454545454545453
2024-12-25,15.454545454545453
2024-12-26,12.363636363636363
2024-12-27,12.363636363636363
2024-12-28,12.363636363636363
2024-12-29,43.27272727272727
2024-12-30,160.72727272727272
2024-12-31,15.454545454545453
2025-01-01,9.272727272727273
2025-01-02,9.272727272727273
2025-01-03,9.272727272727273
2025-01-04,9.272727272727273
2025-01-05,102.0
2025-01-06,21.636363636363637
2025-01-07,9.272727272727273
2025-01-08,9.272727272727273
2025-01-09,6.181818181818182
2025-01-10,6.181818181818182
2025-01-11,9.272727272727273
2025-01-12,9.272727272727273
2025-01-13,9.272727272727273
2025-01-14,6.181818181818182
2025-01-15,6.181818181818182
2025-01-16,6.181818181818182
2025-01-17,6.181818181818182
2025-01-18,6.181818181818182
2025-01-19,9.272727272727273
2025-01-20,6.181818181818182
2025-01-21,6.181818181818182
2025-01-22,6.181818181818182
2025-01-23,6.181818181818182
2025-01-24,6.181818181818182
2025-01-25,3.090909090909091
2025-01-26,6.181818181818182
2025-01-27,6.181818181818182
2025-01-28,6.181818181818182
2025-01-29,3.090909090909091
2025-01-30,3.090909090909091
